date,annualOperatingIncome,trailingFreeCashFlow,annualAccountsPayable,annualResearchAndDevelopment,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,trailingChangeInAccountPayable,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,annualChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualTaxProvision,annualOtherCurrentAssets,quarterlyRetainedEarnings,trailingCostOfRevenue,quarterlyBasicAverageShares,trailingTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,trailingTaxProvision,annualNetIncomeContinuousOperations,trailingEndCashPosition,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualPretaxIncome,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyTotalAssets,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualNetIncome,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualOtherNonCashItems,annualTotalAssets,annualCurrentAssets,annualLongTermDebt,annualStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyChangeInInventory,annualSaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyInventory,quarterlyEndCashPosition,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyChangeInAccountPayable,annualBasicEPS,quarterlyOperatingExpense,trailingGrossProfit,annualOtherIncomeExpense,annualNetPPE,annualTotalNonCurrentAssets,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOtherIntangibleAssets,annualGrossProfit,annualBasicAverageShares,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,annualEbitda,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualDilutedEPS,annualIncomeTaxPayable,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualBeginningCashPosition,quarterlyOtherIntangibleAssets,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,annualInvestingCashFlow,trailingOperatingExpense,trailingInvestingCashFlow,quarterlySaleOfInvestment,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyGrossPPE,trailingCapitalExpenditure,annualPurchaseOfInvestment,annualDilutedAverageShares,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualAccumulatedDepreciation,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingInterestExpense,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncome,quarterlyBasicEPS,annualNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualChangesInAccountReceivables,trailingChangeInInventory,trailingStockBasedCompensation,annualOtherCurrentLiabilities,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualInventory,trailingChangeInWorkingCapital,annualInterestExpense,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingBasicAverageShares,annualInvestmentsAndAdvances,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingCommonStockIssuance,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingDilutedAverageShares
1970-01-01 00:00:00.315446400,192800000.0,360600000.0,,,192800000.0,,,,,-10400000.0,,,-76300000.0,,,,0.0,-47700000.0,,,,,1897200000.0,,2942500000.0,,,54400000.0,11800000.0,98900000.0,,,,,,,,,,,0.0,,423200000.0,11800000.0,,,,,,,,,407400000.0,,0.0,47000000.0,11900000.0,47700000.0,,,,11800000.0,,,,,,350800000.0,,28600000.0,,,,,,,,-250000000.0,,,,,419200000.0,,,,0.335,,1045300000.0,,,-47000000.0,0.0,,,,,,192800000.0,35223881.0,-151500000.0,,,192800000.0,,,,,,,48500000.0,,,,,81200000.0,-41700000.0,,,,,,0.275,,-88200000.0,,0.0,,12500000.0,,,,,0.0,622100000.0,-343300000.0,,541200000.0,,,-58600000.0,,42909091.0,-17700000.0,,,,,64700000.0,,-284500000.0,,,353000000.0,,-122900000.0,28300000.0,,,350800000.0,,,,,,,200000.0,19800000.0,,,-6300000.0,,,,,,-3700000.0,,,-6000000.0,,,,80900000.0,,,,,,,,,,,,,
1970-01-01 00:00:00.347068800,18700000.0,,,,210900000.0,,,,,,,,31600000.0,,,,0.0,56900000.0,,7000000.0,1000000.0,,,,,,,,12300000.0,,5100000.0,,19300000.0,1100000.0,,,,,177600000.0,,0.0,,,12300000.0,,,,17100000.0,9400000.0,,,,,,113900000.0,44100000.0,27900000.0,57000000.0,,,,11500000.0,,,,,,,,25300000.0,42700000.0,,,,,,,,,,,,,,,,0.295,,,1500000.0,52700000.0,69800000.0,0.0,,5100000.0,,,,33300000.0,38983051.0,,,,23900000.0,,,,,,,,72300000.0,,,,,,,,,,,0.195,,1900000.0,,0.0,,,,,,,0.0,,,,,14600000.0,,,,38983051.0,,,,,-19600000.0,,,,,,,1800000.0,,,,,,,,,,,,,,24200000.0,,,,,,,22900000.0,,900000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.378604800,12900000.0,,,,224000000.0,,,,,,,,48600000.0,,,,0.0,96800000.0,,4700000.0,600000.0,,,,,,,,8200000.0,,5200000.0,,12900000.0,11500000.0,,,,,191600000.0,,0.0,,,8200000.0,,,,9700000.0,12700000.0,,,,,,154900000.0,72700000.0,36900000.0,58100000.0,,,,7400000.0,,,,,,,,48200000.0,47500000.0,,,,,,,,,,,,,,,,0.2,,,3600000.0,72500000.0,82200000.0,0.0,,5200000.0,,,,32400000.0,37000000.0,,,,19700000.0,,,,,,,,98700000.0,,,,,,,,,,,0.2,,8300000.0,,0.0,,,,,,,0.0,,,,,19500000.0,,,,37000000.0,,,,,-26200000.0,,,,,,,3400000.0,,,,,,,,,,,,,,36700000.0,,,,,,,42900000.0,,3700000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.410140800,15000000.0,,,,271100000.0,,,,,,,,27300000.0,,,,0.0,63400000.0,,3900000.0,800000.0,,,,,,,,10500000.0,,2100000.0,,14400000.0,1500000.0,,,,,222500000.0,,0.0,,,10500000.0,,,,100000.0,25200000.0,,,,,,129200000.0,62300000.0,15400000.0,65800000.0,,,,9700000.0,,,,,,,,36100000.0,54400000.0,,,,,,,,,,,,,,,,0.265,,,2300000.0,66800000.0,66900000.0,0.0,,2100000.0,,,,48600000.0,36603774.0,,,,23400000.0,,,,,,,,101300000.0,,,,,,,,,,,0.25,,6400000.0,,0.0,,,,,,,0.0,,,,,33600000.0,,,,38800000.0,,,,,-34500000.0,,,,,,,5500000.0,,,,,,,,,,,,,,34600000.0,,,,,,,36500000.0,,3000000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.441676800,20800000.0,,,,319300000.0,,,,,,,,40400000.0,,,,0.0,108200000.0,,8300000.0,500000.0,,,,,,,,11900000.0,,10800000.0,,20200000.0,2300000.0,,,,,258100000.0,,0.0,,,11900000.0,,,,4700000.0,30100000.0,,,,,,209400000.0,106200000.0,28100000.0,101200000.0,,,,11100000.0,,,,,,,,67800000.0,62200000.0,,,,,,,,,,,,,,,,0.265,,,1900000.0,98500000.0,103200000.0,0.0,,10800000.0,,,,61200000.0,41886792.0,,,,31100000.0,,,,,,,,140700000.0,,,,,,,,,,,0.265,,5400000.0,,0.0,,,,,,,0.0,,,,,40400000.0,,,,41886792.0,,,,,-42200000.0,,,,,,,6900000.0,,,,,,,,,,,,,,65500000.0,,,,,,,55300000.0,,2500000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.449539200,,,,,,,,,,,,,,,,,,,,,,,,55120000.0,,,119400000.0,,,,,,,,,,0.105,,,,,,,,,,5800000.0,,,,,,,,,,,,,,,,,,,,55120000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119400000.0,,,0.11,,,,,,,,,,,,,,119400000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.457401600,,,,,,,,,,,,,,,,,,,,,,,,56208000.0,,,143300000.0,,,,,,,,,,0.11,,,,,,,,,,6000000.0,,,,,,,,,,,,,,,,,,,,56208000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143300000.0,,,0.11,,,,,,,,,,,,,,143300000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.465350400,,,,,,,,,,,,,,,,,,,,,,,,56324000.0,,,141900000.0,,,,,,,,,,0.09,,,,,,,,,,5100000.0,,,,,,,,,,,,,,,,,,,,56324000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141900000.0,,,0.09,,,,,,,,,,,,,,141900000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.473299200,40700000.0,,,,545400000.0,,81500000.0,152500000.0,,,,,81700000.0,,,81700000.0,0.0,163200000.0,,16000000.0,800000.0,78600000.0,,,,,140800000.0,,21200000.0,,9800000.0,,37200000.0,3300000.0,163200000.0,,,,433700000.0,282500000.0,0.0,,,21200000.0,,130000000.0,4400000.0,3000000.0,55400000.0,4700000.0,,,,,282500000.0,152500000.0,67000000.0,119300000.0,800000.0,,,21000000.0,,,,,,,,81500000.0,78600000.0,119300000.0,,,10000000.0,67000000.0,,,,,79500000.0,,,,,,0.38,,,2600000.0,127000000.0,130000000.0,0.0,,9800000.0,9800000.0,9800000.0,,111700000.0,55263158.0,,,,56300000.0,,,,,127000000.0,,,184500000.0,,,,,,3300000.0,,,3000000.0,-57500000.0,0.375,,4700000.0,,0.0,,,,,,,0.0,,,,,71000000.0,184500000.0,,,56000000.0,,,,,-57500000.0,,,,,,,10000000.0,,,-363900000.0,78200000.0,,,,,,,,,,78200000.0,,,,,,-363900000.0,79500000.0,,6300000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.481075200,,,,,,,,,,,,,,,,,,,,,,,,45104000.0,,,145300000.0,,,,,,,,,,0.11,,,,,,,,,,6100000.0,,,,,,,,,,,,,,,,,,,,45104000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145300000.0,,,0.11,,,,,,,,,,,,,,145300000.0,,,,,,,,,,,,,,,,,,,,,,
