date,quarterlyPretaxIncome,annualOtherIntangibleAssets,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualNetPPE,trailingGrossProfit,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualTotalNonCurrentAssets,trailingOtherIncomeExpense,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyOtherCurrentAssets,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualBeginningCashPosition,annualOtherNonCashItems,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,annualSellingGeneralAndAdministration,trailingRepurchaseOfCapitalStock,annualSaleOfInvestment,annualOtherNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,annualLongTermDebt,annualStockholdersEquity,annualAccountsReceivable,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,annualDepreciationAndAmortization,trailingPretaxIncome,annualCashAndCashEquivalents,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCostOfRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,annualCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualFreeCashFlow,annualCommonStockIssuance,annualTotalRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCostOfRevenue,annualOperatingIncome,trailingChangeInWorkingCapital,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyFreeCashFlow,annualCurrentDeferredRevenue,annualEndCashPosition,annualNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,annualTotalAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualNetIncome,annualCurrentDebt,annualNonCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualOtherCurrentAssets,annualPretaxIncome,trailingOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,trailingEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,annualNonCurrentDeferredTaxesLiabilities,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,trailingOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,annualNetIncomeContinuousOperations,trailingPurchaseOfBusiness,trailingBeginningCashPosition,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,trailingCashDividendsPaid,trailingDeferredIncomeTax,quarterlyTotalRevenue,trailingInterestExpense,trailingNetOtherFinancingCharges,annualInvestingCashFlow,quarterlyNetPPE,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualGoodwill,trailingNetIncome,quarterlyTaxProvision,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualInterestExpense,quarterlyOtherNonCashItems,annualDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyEbitda,annualCapitalStock,annualInventory,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyBasicAverageShares,annualChangesInAccountReceivables,annualResearchAndDevelopment,annualBasicEPS,quarterlyDilutedEPS,annualGainsLossesNotAffectingRetainedEarnings,trailingOtherNonCashItems,annualBasicAverageShares,quarterlyBasicEPS,trailingBasicEPS,quarterlyCapitalStock,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualStockBasedCompensation,annualIncomeTaxPayable,annualChangeInInventory,trailingChangeInInventory,trailingChangeInAccountPayable,annualDilutedEPS,annualDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSaleOfInvestment,quarterlyRetainedEarnings,quarterlyDilutedAverageShares,trailingResearchAndDevelopment,quarterlyInventory,annualRetainedEarnings,quarterlyIncomeTaxPayable,annualCurrentAccruedExpenses,trailingDilutedAverageShares,annualChangeInAccountPayable
1970-01-01 00:00:01.325289600,,,1549000000.0,,,4733000000.0,,,,2263000000.0,3644000000.0,,-19813000000.0,,,840000000.0,,,,,1468000000.0,-4213000000.0,-1000000000.0,,,-304000000.0,,,-1053000000.0,399000000.0,-50000000.0,,335000000.0,,,,,5197000000.0,,136000000.0,-550000000.0,1406000000.0,,,,,,,,,,,,,20000000.0,2713000000.0,,,,,,,,,,,5187000000.0,-68000000.0,1546000000.0,,,2344000000.0,,,,,514000000.0,121000000.0,2618000000.0,,1069000000.0,1393000000.0,-296000000.0,3240000000.0,,7973000000.0,,,741000000.0,-25000000.0,,439000000.0,14000000.0,-15027000000.0,,,,,,2344000000.0,,,,0.0,,4205000000.0,3303000000.0,,-6341000000.0,2140000000.0,,,249000000.0,,156000000.0,,1095000000.0,-1032000000.0,,,,,,-15867000000.0,1430000000.0,,,3766000000.0,2908000000.0,2444000000.0,,-695000000.0,,-1260000000.0,-33000000.0,,2969000000.0,-1472000000.0,-201000000.0,,116000000.0,345000000.0,,1468000000.0,,2464000000.0,1148000000.0,,,,,962000000.0,,275000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.333152000,949000000.0,,,,,,,,,,,,,35000000.0,,,,,,,,,,,,,,,,,,246000000.0,,,,,,,,,,,,,,,405000000.0,,,,,,,,,,,710000000.0,383000000.0,,,317000000.0,,,825000000.0,,,,,,,,,,,,,,,,,,,,35000000.0,,,,,,,,,,,,,,383000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,370000000.0,,,,,,,,,722000000.0,,,,,,,,,239000000.0,,,,,,,,,,,1195000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,620000000.0,,,,,,,,,,,,,61000000.0,,,,,,,,,,,,,,,,,,239000000.0,,,,,,,,,,,,,,,453000000.0,,,,,,,,,,,536000000.0,282000000.0,,,477000000.0,,,467000000.0,,,,,,,,,,,,,,,,,,,,61000000.0,,,,,,,,,,,,,,282000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,392000000.0,,,,,,,,,930000000.0,,,,,,,,,84000000.0,,,,,,,,,,,859000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.348963200,985000000.0,,,,,,,,,,,,,55000000.0,,,,,,,,,,,,,,,,,,261000000.0,,,,,,,,,,,,,,,451000000.0,,,,,,,,,,,833000000.0,409000000.0,,,535000000.0,,,838000000.0,,,,,,,,,,,,,,,,,,,,37000000.0,,,,,,,,,,,,,,409000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,396000000.0,,,,,,,,,986000000.0,,,,,,,,,152000000.0,,,,,,,,,,,1264000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,610000000.0,460000000.0,1825000000.0,894000000.0,2970000000.0,,460000000.0,-48000000.0,45586000000.0,,2508000000.0,943000000.0,,92000000.0,973000000.0,,0.0,-160000000.0,,-947000000.0,,-3575000000.0,982000000.0,339000000.0,14000000.0,,392000000.0,1094000000.0,-608000000.0,741000000.0,-1227000000.0,278000000.0,,3396000000.0,894000000.0,894000000.0,3130000000.0,,695000000.0,150000000.0,,1362000000.0,377000000.0,9161000000.0,23678000000.0,629000000.0,492000000.0,9161000000.0,,16451000000.0,0.0,272000000.0,16451000000.0,377000000.0,104000000.0,,894000000.0,585000000.0,411000000.0,272000000.0,5160000000.0,496000000.0,894000000.0,-381000000.0,463000000.0,2095000000.0,4253000000.0,,605000000.0,18518000000.0,,1476000000.0,2095000000.0,,-589000000.0,5160000000.0,605000000.0,,3652000000.0,18518000000.0,1827000000.0,1571000000.0,,,38000000.0,,261000000.0,,894000000.0,-27000000.0,23678000000.0,489000000.0,,,138000000.0,45586000000.0,47681000000.0,47681000000.0,411000000.0,1476000000.0,3396000000.0,,1094000000.0,-589000000.0,392000000.0,3129000000.0,,1592000000.0,,,-133000000.0,24000000.0,,,254000000.0,3130000000.0,,,973000000.0,1592000000.0,13000000.0,-400000000.0,,,,508000000.0,400000000.0,2640000000.0,,,,-258000000.0,-173000000.0,,,988000000.0,,,-1431000000.0,2970000000.0,590000000.0,156000000.0,138000000.0,,25000000.0,,-69000000.0,-46000000.0,339000000.0,,,1020000000.0,-1172000000.0,368000000.0,-160000000.0,942000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.364688000,709000000.0,,,,,,,-325000000.0,,,,894000000.0,,38000000.0,1073000000.0,,0.0,,,-1047000000.0,,,,,-18000000.0,,0.0,,,,,268000000.0,,2855000000.0,970000000.0,970000000.0,,,248000000.0,,,,,,24181000000.0,-295000000.0,499000000.0,8169000000.0,,,,,17673000000.0,5522000000.0,,,,605000000.0,351000000.0,1098000000.0,,581000000.0,962000000.0,-401000000.0,516000000.0,,,,,,,,2230000000.0,,-184000000.0,4200000000.0,,,,19981000000.0,,,,,38000000.0,,5000000.0,,,,,,,,,46310000000.0,,48540000000.0,351000000.0,,,,1235000000.0,,,,,,,,-119000000.0,33000000.0,,,,,,,,1345000000.0,75000000.0,-227000000.0,,,,459000000.0,461000000.0,,,,,,5000000.0,,,1080000000.0,,,,,,,,,104000000.0,,,63000000.0,2855000000.0,,,,-113000000.0,,,1010000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.372550400,674000000.0,,,,,,,181000000.0,,,,962000000.0,,76000000.0,1359000000.0,,0.0,,,-1154000000.0,,,,,0.0,,0.0,,,,,276000000.0,,3663000000.0,1051000000.0,1051000000.0,,,140000000.0,,,,,,24700000000.0,-21000000.0,444000000.0,7893000000.0,,,,,16025000000.0,6229000000.0,,,,478000000.0,153000000.0,946000000.0,,598000000.0,1051000000.0,-317000000.0,582000000.0,,,,,,,,2124000000.0,,-83000000.0,4858000000.0,,,,19842000000.0,,,,,76000000.0,,-133000000.0,,,,,,,,,45136000000.0,,47260000000.0,153000000.0,,,,2458000000.0,,,,,,,,0.0,54000000.0,,,,,,,,1195000000.0,243000000.0,-81000000.0,,,,275000000.0,368000000.0,,,,,,162000000.0,,,1042000000.0,,,,,,,,,196000000.0,,,120000000.0,0.0,,,,-376000000.0,,,1004000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.380499200,443000000.0,,,,,,,-16000000.0,,,,1051000000.0,,109000000.0,1424000000.0,,0.0,-248000000.0,,-2349000000.0,,,,,-29000000.0,,365000000.0,,,,,275000000.0,,2778000000.0,1566000000.0,1566000000.0,,,54000000.0,,,,,,24464000000.0,38000000.0,471000000.0,9326000000.0,,,,,16504000000.0,1457000000.0,,,,383000000.0,235000000.0,476000000.0,,556000000.0,1566000000.0,356000000.0,336000000.0,,,,,,,,2890000000.0,,90000000.0,4131000000.0,,,,20333000000.0,,,,,101000000.0,,-262000000.0,,,,,,,,126000000.0,44802000000.0,,47692000000.0,235000000.0,,,,2405000000.0,,,,,,,,0.0,40000000.0,,,,2538000000.0,,,,1353000000.0,35000000.0,-149000000.0,,,,172000000.0,362000000.0,,,,-221000000.0,,-41000000.0,,,1027000000.0,,,,2290000000.0,,,,,60000000.0,,,487000000.0,170000000.0,,,,-201000000.0,,,758000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,472000000.0,326000000.0,1843000000.0,1368000000.0,2432000000.0,,326000000.0,-8000000.0,49435000000.0,,1791000000.0,1566000000.0,,111000000.0,1532000000.0,,0.0,-266000000.0,,-2535000000.0,,-7085000000.0,1669000000.0,312000000.0,51000000.0,,312000000.0,2431000000.0,-168000000.0,894000000.0,-49000000.0,270000000.0,,5120000000.0,1368000000.0,1368000000.0,2698000000.0,,21000000.0,328000000.0,,463000000.0,1043000000.0,10473000000.0,27456000000.0,569000000.0,403000000.0,10473000000.0,,16520000000.0,0.0,386000000.0,16520000000.0,1043000000.0,164000000.0,,1368000000.0,326000000.0,190000000.0,386000000.0,6973000000.0,552000000.0,1368000000.0,-1260000000.0,430000000.0,3011000000.0,3516000000.0,,421000000.0,20483000000.0,,907000000.0,3011000000.0,,-135000000.0,6973000000.0,-419000000.0,0.0,4128000000.0,20483000000.0,2285000000.0,1477000000.0,,,103000000.0,,-29000000.0,,1368000000.0,4000000.0,27456000000.0,501000000.0,,,120000000.0,49435000000.0,52446000000.0,52446000000.0,190000000.0,907000000.0,5120000000.0,,2431000000.0,-312000000.0,312000000.0,2264000000.0,,1665000000.0,,,-464000000.0,37000000.0,,,366000000.0,2698000000.0,,-840000000.0,1532000000.0,1665000000.0,133000000.0,219000000.0,,,,763000000.0,292000000.0,1763000000.0,,,-324000000.0,-583000000.0,295000000.0,,,955000000.0,,,-1622000000.0,2432000000.0,291000000.0,468000000.0,120000000.0,,146000000.0,,-238000000.0,-202000000.0,312000000.0,,,1088000000.0,-33000000.0,486000000.0,-266000000.0,779000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.396224000,913000000.0,,,,,,,-22000000.0,,,,1368000000.0,,94000000.0,1898000000.0,,0.0,-295000000.0,,-803000000.0,,,,,-101000000.0,,283000000.0,,,,,288000000.0,,6455000000.0,1305000000.0,1305000000.0,,,136000000.0,,,,,,30554000000.0,-810000000.0,449000000.0,11078000000.0,,,,,17348000000.0,1097000000.0,,,,493000000.0,372000000.0,573000000.0,,556000000.0,1305000000.0,-988000000.0,807000000.0,,,,,,,,3673000000.0,,-135000000.0,8736000000.0,,,,21818000000.0,,,,,84000000.0,,16000000.0,,,,,,,,125000000.0,50867000000.0,,54540000000.0,372000000.0,,,,2572000000.0,,,,,,,,-1021000000.0,39000000.0,,,,2698000000.0,,,,,393000000.0,-17000000.0,,,,909000000.0,355000000.0,,,,-5000000.0,,21000000.0,,,1005000000.0,,,,2403000000.0,,,,,420000000.0,,,-58000000.0,305000000.0,,,,-156000000.0,,,1240000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
