,annualEbitda,annualRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualChangeInCashSupplementalAsReported,annualDilutedAverageShares,quarterlyNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,quarterlyOperatingExpense,trailingGrossProfit,trailingNetIncomeCommonStockholders,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,annualCashFlowFromContinuingFinancingActivities,annualDilutedEPS,trailingInterestExpense,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,trailingCashFlowFromContinuingFinancingActivities,annualBasicAverageShares,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyCapitalStock,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,annualGrossPPE,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,trailingDepreciationAndAmortization,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,annualChangeInInventory,annualOperatingExpense,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingNetOtherFinancingCharges,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,annualCapitalExpenditure,quarterlyCapitalExpenditure,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingCostOfRevenue,annualCapitalStock,trailingCashDividendsPaid,quarterlyBasicAverageShares,trailingBeginningCashPosition,annualInterestExpense,annualGoodwill,trailingNetIncome,annualNetOtherFinancingCharges,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyNetPPE,quarterlyPretaxIncome,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyTaxProvision,trailingOperatingExpense,annualInventory,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualCommonStockIssuance,quarterlyBasicEPS,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualRetainedEarnings,quarterlyGoodwill,annualTotalRevenue,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,trailingTotalRevenue,annualCostOfRevenue,annualTaxProvision,annualNetIncome,annualTotalAssets,annualPretaxIncome,annualCurrentDebt,quarterlyTotalAssets,trailingOperatingIncome,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualAccountsPayable,trailingInvestingCashFlow,annualOtherCurrentAssets,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,annualInvestmentsAndAdvances,annualBasicEPS,quarterlyChangeInAccountPayable,annualDepreciationAndAmortization,quarterlyNetIncome,annualCurrentAccruedExpenses,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,annualAccountsReceivable,trailingOperatingCashFlow,trailingPretaxIncome,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyEndCashPosition,annualOtherNonCurrentAssets,quarterlyAccountsReceivable,annualCurrentLiabilities,annualOtherShortTermInvestments,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingNetOtherInvestingChanges,annualNetPPE,annualOperatingCashFlow,trailingBasicAverageShares,quarterlyStockBasedCompensation,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualStockBasedCompensation,annualIncomeTaxPayable,trailingChangeInInventory,trailingChangeInAccountPayable,annualSaleOfInvestment,trailingSaleOfInvestment,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
1435622400,,,44924223741.448,8898403118.000454,,,9826379443.163357,,,,2618672917.58299,,,1601712561.240081,,,,,457632160.354309,,,,-12712004.454286,9063659175.906176,,,,,,,0.400428,0.0,,,1347472472.154354,,6991602449.857498,20631583229.306763,,,-2173752761.682968,3966145389.737345,,,,11110291893.04628,,,15813733541.132233,,1805104632.508663,,,,,,,2402568841.860122,,,,,-4296657505.54879,,-1894088663.688668,381360133.628591,,,,3180100000.0,,,,,,,,6381426236.051753,67221079554.26627,3089017082.391586,,,29746090423.030083,1805104632.508663,,,13639980779.449265,,,-25424008.908573,,-1894088663.688668,,,58373524454.08297,,10245875590.154806,,0.400428,,86822990422.77585,33941051892.944584,17402734097.91803,,,,,,,190680066.814295,,,0.0,,,,,,,,120751330311.26614,,,1271200445.428636,-444920155.900023,,,,3038169064.57444,,,,,,254240089.085727,3483089220.474463,0.0,,3180100000.0,,,,,1271200445.428636,,1283912449.882922,-711872249.440036,3355969175.931599,5567857950.977426,,75776258552.00099,-12712004.454286,,8351786926.466139,31157122917.45587,,,,,-2122904743.865822,-724584253.894323,6978890445.403212,,9495867327.351912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,42161381448.992165,6478197149.593254,,,9003396038.505743,,,,424799813.088082,,,3882198291.832752,,,,,-11799994.808002,,,,-11799994.808002,10018195591.99394,,,,,,,-0.10502,0.0,,,1675599262.736324,,7752596588.857501,20744390872.468018,,,-377599833.856073,908599600.216176,,,,9947395623.145926,,,13239594174.578564,,1628399283.504315,,,,,,,4979597808.976964,,,,,-3858598302.216747,,873199615.792169,330399854.624064,,,,3179100000.0,,,,,,,,3410198499.51266,66056370935.19679,932199589.83218,,,26467388354.349125,1262599444.456244,,,12991794283.610516,,,908599600.216176,,1120999506.760217,,,57548574678.627144,,8448796282.529636,,-0.10502,,84735762716.2644,31399786184.094078,16378392793.507172,,,,,,,212399906.544041,,,11799994.808002,,,,,,,,116135548900.35849,,,-330399854.624064,,,,,2253799008.328436,,,,,,224199901.352043,3398398504.704658,0.0,,3179100000.0,,,,,-330399854.624064,,-330399854.624064,224199901.352043,2867398738.344555,4790797892.048927,,73926967472.13431,0.0,,7811596562.897512,31175586282.742035,,,,,-3728798359.328722,-672599704.05613,7740796594.049499,,7398596744.617432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,16597576458.061256,-1296863410.705266,40350653664.66297,7462652608.970654,,11375994.830748,9157675838.752098,-398159819.076178,-1547135296.981721,3179400000.0,546047751.875902,18485991599.965416,261647881.107203,2559598836.918289,,,9373819740.53631,,-11375994.830748,-864575607.136844,-1.342367,,-11375994.830748,10420411264.96512,853199612.306096,-705311679.506373,,,3179400000.0,,-0.328766,0.0,,,2332078940.30333,165759620678.82837,8645756071.36844,18485991599.965416,81770650843.41626,,-864575607.136844,216143901.784211,,,-398159819.076178,9351067750.874813,7439900619.309159,,12422586355.17676,,1274111421.04377,,11967546561.946842,165759620678.82837,,,-13093770050.19089,2138687028.180614,-4243246071.868985,-103612560918.45232,,-14185865553.942692,-3117022583.624938,,1035215529.598063,261647881.107203,,0.0,,3178100000.0,,887327596.79834,329903850.091691,,11375994.830748,13685321781.389784,,3685822325.162335,62135683765.545296,-409535813.906926,-103612560918.45232,,24469764880.93884,625679715.691137,,2502718862.764549,9840235528.596975,,,-11375994.830748,4311502040.853473,-978335555.444324,,69575584384.85446,54183863378.85248,,9646843616.47426,,-0.328766,-1786031188.427428,81770650843.41626,28223843175.085663,15391721006.001974,,10420411264.96512,24469764880.93884,329903850.091691,52932503947.47021,3742702299.316075,261647881.107203,30032626353.174583,-2605102816.24128,11375994.830748,,39247182166.08042,4732413849.591147,-4265998061.530481,109971742028.84042,489167777.722162,2332078940.30333,109971742028.84042,,8634380076.537693,-1046591524.428811,,1717775219.44294,,,3856462247.623555,9351067750.874813,,-11375994.830748,40350653664.66297,2252446976.488094,238895891.445707,3173902557.778678,0.0,,3178100000.0,3173902557.778678,-1.342367,,15221081083.540756,-1046591524.428811,,-1046591524.428811,-534671757.045154,2502718862.764549,2775742738.7025,8645756071.36844,69575584384.85446,-11375994.830748,28223843175.085663,7439900619.309159,30032626353.174583,,6689084960.479794,,,-238895891.445707,-648431705.352633,8634380076.537693,-11375994.830748,6689084960.479794,15391721006.001974,9840235528.596975,-4265998061.530481,9157675838.752098,54183863378.85248,,,62135683765.545296,12399834365.515265,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,42162000000.0,8613000000.0,,,9494000000.0,0.0,,,33000000.0,,,2837000000.0,,,,,-1000000.0,,,,-3000000.0,-3835000000.0,,,,,,,0.19,0.0,,,2796000000.0,,8540000000.0,17832000000.0,,,-248000000.0,1041000000.0,,,,9003000000.0,,,10087000000.0,,-252000000.0,,,66612000000.0,,,,2205000000.0,,-2036000000.0,,,-2821000000.0,,-379000000.0,550000000.0,,,,3180000000.0,,,,,,,,3979000000.0,64576000000.0,1685000000.0,,,39138000000.0,1074000000.0,,,9292000000.0,,,712000000.0,,-616000000.0,,,55104000000.0,,6209000000.0,,0.19,,85102000000.0,27701000000.0,15500000000.0,,,,,,,247000000.0,,,1000000.0,,,,,,,,112802000000.0,,,607000000.0,,,,,2039000000.0,,,,,,255000000.0,3872000000.0,0.0,,3180000000.0,,,,,607000000.0,,611000000.0,852000000.0,2594000000.0,3878000000.0,,70604000000.0,0.0,,7553000000.0,30210000000.0,,,,,-2337000000.0,-697000000.0,8530000000.0,,6868000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,40200000000.0,8530000000.0,,,9105000000.0,0.0,,,101000000.0,,,2554000000.0,,,,,1000000.0,,,,-168000000.0,-4407000000.0,,,,,,,-0.1,0.0,,,3307000000.0,,6761000000.0,15981000000.0,,,242000000.0,226000000.0,,,,8766000000.0,,,10814000000.0,,-404000000.0,,,68767000000.0,,,,1144000000.0,,-4817000000.0,,,-2896000000.0,,-1653000000.0,229000000.0,,,,3181000000.0,,,,,,,,3252000000.0,63950000000.0,211000000.0,,,37455000000.0,513000000.0,,,9220000000.0,,,-1000000.0,,-1752000000.0,,,55449000000.0,,8034000000.0,,-0.1,,85029000000.0,26007000000.0,15349000000.0,,,,,,,152000000.0,,,-1000000.0,,,,,,,,111037000000.0,,,-307000000.0,,,,,2783000000.0,,,,,,258000000.0,4524000000.0,0.0,,3181000000.0,,,,,-307000000.0,,-302000000.0,43000000.0,3351000000.0,2780000000.0,,70798000000.0,407000000.0,,7184000000.0,29869000000.0,,,,,-3039000000.0,-404000000.0,6746000000.0,,5894000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,40050000000.0,6746000000.0,,,8406000000.0,0.0,,,408000000.0,,,3059000000.0,,,,,1000000.0,,,,-9000000.0,-3712000000.0,,,,,,,-0.14,1151000000.0,,,4659000000.0,,8038000000.0,17250000000.0,,,-289000000.0,774000000.0,,,,9457000000.0,,,12092000000.0,,1045000000.0,,,,,,,3658000000.0,,,,,-2656000000.0,,1234000000.0,202000000.0,,,,3199000000.0,,,,,,,,3374000000.0,66409000000.0,661000000.0,,,36298000000.0,1088000000.0,,,9212000000.0,,,454000000.0,,1002000000.0,,,56219000000.0,,8259000000.0,,-0.14,,87036000000.0,26552000000.0,17282000000.0,,,,,,,135000000.0,,,0.0,,,,,,,,113587000000.0,,,-432000000.0,,,,,2466000000.0,,,,,,247000000.0,4570000000.0,0.0,,3199000000.0,,,,,-432000000.0,,-427000000.0,54000000.0,2966000000.0,3833000000.0,,73501000000.0,-1000000.0,,7784000000.0,28603000000.0,,,,,-2135000000.0,-404000000.0,8014000000.0,,5986000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,12415000000.0,-1405000000.0,35072000000.0,8014000000.0,,1000000.0,8914000000.0,0.0,-3371000000.0,3195000000.0,327000000.0,13301000000.0,562000000.0,3984000000.0,,,8613000000.0,,1029000000.0,-1959000000.0,-0.91,,-2616000000.0,-5264000000.0,762000000.0,231000000.0,,,3195000000.0,,-0.87,0.0,,,3674000000.0,172580000000.0,5090000000.0,13301000000.0,79134000000.0,,-1664000000.0,-1839000000.0,,,0.0,9666000000.0,6427000000.0,,12696000000.0,,373000000.0,,12435000000.0,172580000000.0,,,-10446000000.0,2027000000.0,-2902000000.0,-113024000000.0,,-12191000000.0,-3819000000.0,,-2572000000.0,562000000.0,,0.0,,3219000000.0,,1043000000.0,328000000.0,,0.0,12633000000.0,,1809000000.0,59556000000.0,-2735000000.0,-113024000000.0,,32573000000.0,50000000.0,,3227000000.0,8211000000.0,,,1000000.0,763000000.0,-1792000000.0,,69431000000.0,52633000000.0,,10551000000.0,,-0.87,-3157000000.0,79134000000.0,25396000000.0,16798000000.0,,-5264000000.0,32573000000.0,328000000.0,45688000000.0,868000000.0,228000000.0,27999000000.0,-1876000000.0,1000000.0,,33055000000.0,2724000000.0,-2922000000.0,104530000000.0,-178000000.0,3674000000.0,104530000000.0,,5090000000.0,-2791000000.0,,198000000.0,,,4261000000.0,9666000000.0,,1029000000.0,35072000000.0,1076000000.0,283000000.0,4589000000.0,0.0,,3219000000.0,4589000000.0,-0.91,,11550000000.0,-2791000000.0,,-2785000000.0,-720000000.0,3227000000.0,2145000000.0,5090000000.0,69431000000.0,537000000.0,25396000000.0,6427000000.0,27999000000.0,,7839000000.0,,,-2935000000.0,-371000000.0,5090000000.0,537000000.0,7839000000.0,16798000000.0,8211000000.0,-2922000000.0,8914000000.0,52633000000.0,,,59556000000.0,9034000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,36618000000.0,5090000000.0,,,9235000000.0,,,,304000000.0,,,2866000000.0,,,,,254000000.0,,,,-39000000.0,-4837000000.0,,,,,,,0.33,0.0,,,4500000000.0,,7135000000.0,17253000000.0,,,-39000000.0,4193000000.0,,,,9049000000.0,,,15468000000.0,,312000000.0,,,,,,,5970000000.0,,,,,-2377000000.0,,2011000000.0,180000000.0,,,,3236000000.0,,,,,,,,6344000000.0,60109000000.0,4044000000.0,,,33693000000.0,2980000000.0,,,10118000000.0,,,-21000000.0,,3593000000.0,,,52923000000.0,,8409000000.0,,0.33,,80087000000.0,27670000000.0,18187000000.0,,,,,,,224000000.0,,,1000000.0,,,,,,,,107757000000.0,,,1062000000.0,,,,,1943000000.0,,,,,,357000000.0,4909000000.0,-1000000.0,,3236000000.0,,,,,1062000000.0,,1064000000.0,26000000.0,3150000000.0,7059000000.0,,71110000000.0,0.0,,7243000000.0,27289000000.0,,,,,-3919000000.0,0.0,7128000000.0,,7013000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,37882000000.0,7128000000.0,,,9271000000.0,,,,93000000.0,,,2514000000.0,,,,,271000000.0,,,,-231000000.0,-4208000000.0,,,,,,,0.44,0.0,,,5508000000.0,,5083000000.0,18583000000.0,,,-959000000.0,3179000000.0,,,,8442000000.0,,,14862000000.0,,-430000000.0,,,65866000000.0,,,,3962000000.0,,-4250000000.0,,,-2346000000.0,,-2256000000.0,436000000.0,,,,3238000000.0,,,,,,,,5668000000.0,61616000000.0,3288000000.0,,,33661000000.0,1852000000.0,,,13500000000.0,,,-779000000.0,,1616000000.0,,,53225000000.0,,9169000000.0,,0.44,,81770000000.0,28727000000.0,19360000000.0,,,,,,,163000000.0,,,2000000.0,,,,,,,,110496000000.0,,,1433000000.0,,,,,2312000000.0,,,,,,68000000.0,4998000000.0,-1000000.0,,3238000000.0,,,,,1433000000.0,,1436000000.0,-43000000.0,2882000000.0,5693000000.0,,72585000000.0,-1000000.0,,7619000000.0,26669000000.0,,,,,-5258000000.0,-728000000.0,5083000000.0,,6991000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,38204000000.0,5083000000.0,,,8999000000.0,,,,42000000.0,,,2932000000.0,,,,,1000000.0,,,,-1257000000.0,-2934000000.0,,,,,,,-0.15,0.0,,,4214000000.0,,6336000000.0,17917000000.0,,,-1404000000.0,1028000000.0,,,,8818000000.0,,,13531000000.0,,338000000.0,,,,,,,2773000000.0,,,,,-2634000000.0,,1009000000.0,307000000.0,,,,3279000000.0,,,,,,,,4318000000.0,62334000000.0,944000000.0,,,32376000000.0,1422000000.0,,,11581000000.0,,,1000000.0,,139000000.0,,,54467000000.0,,9571000000.0,,-0.15,,82827000000.0,28288000000.0,18416000000.0,,,,,,,188000000.0,,,-2000000.0,,,,,,,,111116000000.0,,,-480000000.0,,,,,3096000000.0,,,,,,278000000.0,5372000000.0,1000000.0,,3279000000.0,,,,,-480000000.0,,-478000000.0,88000000.0,2951000000.0,3960000000.0,,72883000000.0,0.0,,7979000000.0,27041000000.0,,,,,-361000000.0,-390000000.0,6330000000.0,,7218000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,22967000000.0,-4775000000.0,39861000000.0,6330000000.0,,1000000.0,8282000000.0,,-1137000000.0,3268000000.0,47000000.0,12838000000.0,403000000.0,2220000000.0,,,5090000000.0,,1528000000.0,-5822000000.0,1.4,,-3507000000.0,-3618000000.0,738000000.0,253000000.0,,,3268000000.0,,0.77,0.0,,,4091000000.0,188655000000.0,4390000000.0,12838000000.0,83912000000.0,,-3419000000.0,5184000000.0,,,0.0,9737000000.0,7654000000.0,,17110000000.0,,-1749000000.0,,10533000000.0,188655000000.0,,,-9678000000.0,1659000000.0,4598000000.0,-125019000000.0,,-10755000000.0,-3398000000.0,,-1900000000.0,403000000.0,,0.0,,3298000000.0,,903000000.0,339000000.0,,,24115000000.0,,6772000000.0,63637000000.0,5144000000.0,-125019000000.0,,34406000000.0,2568000000.0,,3398000000.0,8448000000.0,,,-1000000.0,-1529000000.0,-1739000000.0,,71215000000.0,52198000000.0,,9706000000.0,,0.78,3608000000.0,83912000000.0,27189000000.0,19017000000.0,,-3618000000.0,34406000000.0,339000000.0,60971000000.0,485000000.0,163000000.0,24183000000.0,-1491000000.0,1000000.0,,36856000000.0,8822000000.0,4590000000.0,111100000000.0,13420000000.0,4091000000.0,111100000000.0,,4390000000.0,2574000000.0,,13582000000.0,,,1292000000.0,9737000000.0,,1528000000.0,39861000000.0,-391000000.0,336000000.0,5392000000.0,-1000000.0,,3342857143.0,5392000000.0,1.4,,8644000000.0,2574000000.0,,2575000000.0,182000000.0,3398000000.0,7404000000.0,4390000000.0,71215000000.0,1369000000.0,27189000000.0,7654000000.0,24183000000.0,,9425000000.0,,,-140000000.0,-373000000.0,4390000000.0,1369000000.0,9425000000.0,19017000000.0,8448000000.0,4590000000.0,8282000000.0,52198000000.0,,,63637000000.0,14363000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,42590000000.0,5090000000.0,,,,,,,304000000.0,,,2756000000.0,,,,,-1000000.0,,,,-5000000.0,-2335000000.0,,,,,,,0.39,0.0,,,3224000000.0,,8932000000.0,14938000000.0,,,-39000000.0,4858000000.0,,,,9814000000.0,,,19776000000.0,,96000000.0,,,,,,,5719000000.0,,,,,-2377000000.0,,2011000000.0,378000000.0,,,,3316000000.0,,,,,,,,6712000000.0,66052000000.0,4540000000.0,,,35522000000.0,3255000000.0,,,6006000000.0,,,-136000000.0,,3342000000.0,,,53536000000.0,,12162000000.0,,0.39,,87183000000.0,28267000000.0,19297000000.0,,,,,,,198000000.0,,,,,,,,,,,115449000000.0,,,1285000000.0,,,,,1943000000.0,,,,,,229000000.0,5599000000.0,-1000000.0,,3316000000.0,,,,,1285000000.0,,1285000000.0,-82000000.0,2832000000.0,7614000000.0,,72833000000.0,1385000000.0,,8579000000.0,24607000000.0,,,,,-3668000000.0,0.0,7128000000.0,,8937000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,41019000000.0,8925000000.0,,,,-1996000000.0,,,1066000000.0,,,3000000000.0,,,,,,,,,-1260000000.0,,,,,,,,0.37,,,,2611000000.0,,6078000000.0,12102000000.0,,,-1854000000.0,3824000000.0,,,,9883000000.0,,,18069000000.0,,-361000000.0,,,,,,,3002000000.0,,,,,-2774000000.0,,-2269000000.0,805000000.0,,,,3330000000.0,,,,,,,,5654000000.0,67498000000.0,3518000000.0,,,,2298000000.0,,,6024000000.0,,,1000000.0,,228000000.0,,,53751000000.0,,11245000000.0,,0.37,,88917000000.0,25460000000.0,19584000000.0,,,,,,,182000000.0,,,-1000000.0,,,,,,,,114378000000.0,,,1219000000.0,,,,,1830000000.0,,,,,,,5349000000.0,,,3330000000.0,,,,,1219000000.0,,1220000000.0,-180000000.0,3426000000.0,6824000000.0,,73335000000.0,,,8393000000.0,23852000000.0,,,,,-3417000000.0,-744000000.0,6006000000.0,,9566000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,41907000000.0,6006000000.0,,,,0.0,,,155000000.0,,,2627000000.0,,,,,,,,,-1428000000.0,-3774000000.0,,,,,,,0.5,0.0,,,1823000000.0,,4919000000.0,13542000000.0,,,-1195000000.0,4555000000.0,,,,10154000000.0,,,18989000000.0,,785000000.0,,,,,,,5417000000.0,,,,,-3073000000.0,,-1335000000.0,1068000000.0,,,,3329000000.0,,,,,,,,6829000000.0,67384000000.0,4249000000.0,,,36296000000.0,2583000000.0,,,8623000000.0,,,327000000.0,,2344000000.0,,,54113000000.0,,11807000000.0,,0.5,,88804000000.0,27240000000.0,20000000000.0,,,,,,,187000000.0,,,1000000.0,,,,,,,,116043000000.0,,,1665000000.0,,,,,2321000000.0,,,,,,259000000.0,5410000000.0,,,3329000000.0,,,,,1665000000.0,,1666000000.0,-144000000.0,3449000000.0,7182000000.0,,74113000000.0,,,8341000000.0,24173000000.0,,,,,-5557000000.0,-765000000.0,4919000000.0,,10000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,29163000000.0,-3351000000.0,42970000000.0,4919000000.0,,-1000000.0,9107000000.0,0.0,3458000000.0,3326000000.0,884000000.0,14597000000.0,352000000.0,2562000000.0,,,4390000000.0,,,-5025000000.0,2.27,,-756000000.0,-5206000000.0,758000000.0,-216000000.0,,,3326000000.0,,1.01,0.0,,,2463000000.0,194915000000.0,7556000000.0,14597000000.0,86452000000.0,,-796000000.0,6610000000.0,,,-3557000000.0,8369000000.0,8671000000.0,,21722000000.0,,-786000000.0,,10945000000.0,194915000000.0,,,-11212000000.0,4200000000.0,7538000000.0,-129654000000.0,,-11367000000.0,-2990000000.0,,2710000000.0,352000000.0,,0.0,,3329000000.0,,1040000000.0,565000000.0,,1000000.0,30790000000.0,,9570000000.0,65262000000.0,6566000000.0,-129654000000.0,,38790000000.0,3200000000.0,,2144000000.0,7041000000.0,,,-624000000.0,973000000.0,1210000000.0,,69518000000.0,52914000000.0,,12550000000.0,,1.01,8327000000.0,86452000000.0,26057000000.0,16604000000.0,,-5206000000.0,38790000000.0,565000000.0,78555000000.0,2116000000.0,190000000.0,23264000000.0,-2672000000.0,-1000000.0,,47765000000.0,11335000000.0,7535000000.0,112508000000.0,18874000000.0,2463000000.0,112508000000.0,,7556000000.0,3366000000.0,,19845000000.0,,,2730000000.0,8369000000.0,,,42970000000.0,-2000000.0,274000000.0,5318000000.0,0.0,,3329000000.0,5318000000.0,2.27,,9249000000.0,3366000000.0,,3367000000.0,192000000.0,2144000000.0,9172000000.0,7556000000.0,69518000000.0,,26057000000.0,8671000000.0,23264000000.0,,8998000000.0,,,-694000000.0,-760000000.0,7556000000.0,,8998000000.0,16604000000.0,7041000000.0,7535000000.0,9107000000.0,52914000000.0,,,65262000000.0,19694000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,45098000000.0,7556000000.0,,,,-438000000.0,,,12000000.0,,,2899000000.0,,,,,,,,,-392000000.0,-4883000000.0,,,,,,,0.51,0.0,,,3401000000.0,,6618000000.0,15775000000.0,,,-1161000000.0,4667000000.0,,,,9172000000.0,,,16410000000.0,,-452000000.0,,,,,,,5134000000.0,,,,,-2033000000.0,,-908000000.0,708000000.0,,,,3331000000.0,,,,,,,,7425000000.0,70901000000.0,4881000000.0,,,40595000000.0,3168000000.0,,,9157000000.0,,,-1000000.0,,3101000000.0,,,57941000000.0,,8844000000.0,,0.51,,93729000000.0,28585000000.0,19255000000.0,,,,,,,231000000.0,,,,,,,,,,,122313000000.0,,,1711000000.0,,,,,2188000000.0,,,,,,356000000.0,5686000000.0,,,3331000000.0,,,,,1711000000.0,,1712000000.0,358000000.0,2686000000.0,7566000000.0,,77196000000.0,,,9369000000.0,26398000000.0,,,,,-4882000000.0,-769000000.0,6618000000.0,,8680000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,45013000000.0,6618000000.0,,,,-43000000.0,,,204000000.0,,,2576000000.0,,,,,,,,,-272000000.0,-4735000000.0,,,,,,,0.44,0.0,,,4231000000.0,,5406000000.0,15566000000.0,,,-408000000.0,3483000000.0,,,,9108000000.0,,,16898000000.0,,-176000000.0,,,,,,,2661000000.0,,,,,-2834000000.0,,-1269000000.0,798000000.0,,,,3331000000.0,,,,,,,,6085000000.0,71984000000.0,3522000000.0,,,40381000000.0,2045000000.0,,,10160000000.0,,,1000000.0,,-173000000.0,,,59147000000.0,,10839000000.0,,0.44,,95609000000.0,28368000000.0,19799000000.0,,,,,,,220000000.0,,,,,,,,,,,123977000000.0,,,1477000000.0,,,,,2233000000.0,,,,,,330000000.0,5743000000.0,,,3331000000.0,,,,,1477000000.0,,1477000000.0,224000000.0,3689000000.0,6059000000.0,,78946000000.0,,,9852000000.0,26262000000.0,,,,,-3521000000.0,-864000000.0,5379000000.0,,7622000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
