date,trailingChangeInWorkingCapital,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyGoodwill,annualGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualNetOtherInvestingChanges,annualRetainedEarnings,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualCostOfRevenue,annualNetIncome,quarterlyDilutedEPS,trailingChangeInAccountPayable,quarterlyFreeCashFlow,annualTotalRevenue,trailingPurchaseOfInvestment,quarterlyLongTermDebt,annualPretaxIncome,annualLongTermDebt,trailingTotalRevenue,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,annualEndCashPosition,annualNonCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualCurrentDebt,quarterlyTotalAssets,annualTotalAssets,trailingOperatingIncome,trailingTaxProvision,annualDilutedEPS,annualTaxProvision,trailingEndCashPosition,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOtherCurrentAssets,annualDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualStockholdersEquity,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,annualBasicEPS,annualSaleOfInvestment,trailingSaleOfInvestment,annualIncomeTaxPayable,annualDepreciationAndAmortization,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,quarterlyGrossProfit,quarterlyInventory,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,quarterlyInvestingCashFlow,trailingPretaxIncome,annualCurrentLiabilities,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualNetPPE,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualOperatingCashFlow,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyCapitalStock,annualRepaymentOfDebt,annualEbitda,quarterlyStockholdersEquity,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualCapitalStock,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlyBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,quarterlyNetOtherInvestingChanges,annualTotalNonCurrentAssets,trailingStockBasedCompensation,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualSellingGeneralAndAdministration,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherNonCashItems,quarterlyOtherCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,annualBasicAverageShares,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualAccumulatedDepreciation,trailingDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,quarterlyTotalRevenue,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,annualStockBasedCompensation,trailingDeferredIncomeTax,annualCapitalExpenditure,annualPurchaseOfInvestment,annualNetIncomeContinuousOperations,annualOperatingExpense,annualBeginningCashPosition,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualChangesInAccountReceivables,trailingCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,trailingBeginningCashPosition,annualInterestExpense,annualInventory,annualGoodwill,trailingNetIncome,annualNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualChangeInInventory,quarterlyStockBasedCompensation,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingOperatingExpense,quarterlyRepurchaseOfCapitalStock,trailingChangeInInventory,annualDeferredIncomeTax,quarterlyEbitda,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualGrossProfit,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingOtherIncomeExpense,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingOtherNonCashItems,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingInterestExpense,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingCashDividendsPaid,trailingNetOtherFinancingCharges,trailingResearchAndDevelopment,trailingDilutedAverageShares
2012-01-31,,26835000.0,207658000.0,,580232000.0,,66792000.0,20306000.0,372513000.0,,,,26153000.0,,384046000.0,0.0,186794000.0,92251000.0,376985000.0,1159311000.0,120264000.0,,,112486000.0,1776151000.0,,,195608000.0,,,0.0,115231000.0,253738000.0,163463000.0,46295000.0,,,957217000.0,957217000.0,,,1.9,75344000.0,,,196195000.0,,86442000.0,0.0,63334000.0,7772000.0,-47601000.0,584704000.0,0.0,,91000.0,1.96,,,4002000.0,75931000.0,46295000.0,46295000.0,253738000.0,,74411000.0,253738000.0,198465000.0,244647000.0,26153000.0,0.0,372513000.0,110244000.0,-30941000.0,,164855000.0,120264000.0,0.0,376985000.0,-651000.0,207658000.0,,220887000.0,-3236000.0,580232000.0,627000.0,0.0,272126000.0,584704000.0,,253738000.0,,,125218000.0,,0.0,,142553000.0,,627000.0,0.0,,,44195000.0,,,,,50302000.0,0.0,376985000.0,,0.0,,673354000.0,410658000.0,253738000.0,,253738000.0,-14294000.0,0.0,,130657000.0,61259000.0,86442000.0,69109000.0,11395000.0,163463000.0,,10595000.0,-30941000.0,-296369000.0,,44195000.0,73247000.0,582511000.0,-128636000.0,,143427000.0,11605000.0,,-128636000.0,,120264000.0,420645000.0,111185000.0,,-296369000.0,,-3861000.0,,123081000.0,,587000.0,244647000.0,,,25899000.0,4002000.0,-26131000.0,3382000.0,164855000.0,673354000.0,,,,10827000.0,93553000.0,73156000.0,,616840000.0,26861000.0,-4390000.0,376985000.0,186794000.0,,,0.0,,,,,,,,,,,,,,,,,,,
2012-04-30,,,215648000.0,,673097000.0,,77375000.0,20985000.0,,,,,22328000.0,,303186000.0,,,,384904000.0,,,0.54,,-12253000.0,,,,,,,0.0,110943000.0,,,34868000.0,,,1058001000.0,,,,,,,,,,,,,16550000.0,25447000.0,,0.0,,21000.0,,,,,,34868000.0,34868000.0,266345000.0,,,,170912000.0,332065000.0,,0.0,473096000.0,-87418000.0,-24799000.0,,,,,,,,64072000.0,,,,634000.0,,,584905000.0,,,0.56,3825000.0,113466000.0,,,,,,,,,,43675000.0,,62496000.0,,,,0.0,,,,,,,266345000.0,,266345000.0,,0.0,,253738000.0,,111889000.0,-29392000.0,-513000.0,,,24860000.0,-24799000.0,,,,57446000.0,474098000.0,,,12546000.0,,,,,,,,,,,,,12607000.0,,,,,,,5764000.0,,2893000.0,257448000.0,,,,,,78431000.0,57425000.0,,,22557000.0,-13657000.0,384904000.0,159242000.0,,,0.0,,,,,,,,,,,,,,,,,,,
2012-07-31,,,229696000.0,,617706000.0,,80507000.0,21629000.0,,,,,32279000.0,,314058000.0,,,,421063000.0,,,0.54,,-22853000.0,,,,,,,0.0,106040000.0,,,34998000.0,,,1038769000.0,,,,,,,,,,,,,11238000.0,-23008000.0,,0.0,,104000.0,,,,,,34998000.0,34998000.0,197401000.0,,,,167625000.0,316734000.0,,0.0,399084000.0,15331000.0,-46539000.0,,,,,,,,64293000.0,,,,638000.0,,,639685000.0,,,0.55,-9951000.0,110166000.0,,,,,,,,,,43210000.0,,63070000.0,,,,0.0,,,,,,,197401000.0,,197401000.0,,0.0,,266345000.0,,88881000.0,-24883000.0,-465000.0,,,-46091000.0,-46539000.0,,,,57459000.0,481683000.0,,,23686000.0,,,,,,,,,,,,,-68944000.0,,,,,,,0.0,,3453000.0,169388000.0,,,,,,79088000.0,57355000.0,,,22357000.0,-7785000.0,421063000.0,194178000.0,,,0.0,,,,,,,,,,,,,,,,,,,
2012-10-31,,,250715000.0,,766081000.0,,90354000.0,22218000.0,,,,,36649000.0,0.0,320147000.0,,,,467165000.0,,,0.59,,-31466000.0,,,,,,,0.0,117934000.0,,,38151000.0,,,1233246000.0,,,,,,,,,,,,,13555000.0,96296000.0,,0.0,,39000.0,,,,,,38151000.0,38151000.0,191724000.0,,,,185493000.0,462833000.0,,0.0,526246000.0,-146099000.0,-72692000.0,,,,,,,,64483000.0,,,,643000.0,,,707000000.0,,,0.6,-4370000.0,124186000.0,,,,,,,,,,48450000.0,,63484000.0,,,,0.0,,,,,,,191724000.0,,191724000.0,,0.0,,197401000.0,,185177000.0,-15182000.0,6236000.0,,,25789000.0,-72692000.0,,,,61307000.0,505640000.0,,,41226000.0,,,,,,,,,,,,,-5677000.0,,,,,,,0.0,,3375000.0,275531000.0,,,-28000.0,,,83525000.0,61268000.0,,,23117000.0,-10180000.0,467165000.0,232329000.0,,,0.0,,,,,,,,,,,,,,,,,,,
2013-01-31,,2442000.0,267240000.0,,789324000.0,,82136000.0,23401000.0,488307000.0,,,,41515000.0,0.0,499191000.0,0.0,296861000.0,50423000.0,485925000.0,1436582000.0,172549000.0,,,116995000.0,2220256000.0,,,279793000.0,,,2876000.0,153963000.0,320475000.0,,64532000.0,-62482000.0,,1275249000.0,1275249000.0,,,2.68,107244000.0,,,279978000.0,,118886000.0,0.0,64396000.0,6002000.0,-66291000.0,786942000.0,0.0,,21000.0,2.73,,,10054000.0,88233000.0,64532000.0,64532000.0,320475000.0,,92127000.0,320475000.0,259644000.0,361125000.0,41515000.0,0.0,488307000.0,101708000.0,-44548000.0,,221067000.0,172549000.0,0.0,483059000.0,32444000.0,267240000.0,,239001000.0,-79000.0,789324000.0,645000.0,,368211000.0,786942000.0,,320475000.0,,-4866000.0,155878000.0,,0.0,,66737000.0,,645000.0,2876000.0,,,56361000.0,,,,,16314000.0,0.0,485925000.0,,0.0,,838390000.0,488880000.0,320475000.0,,320475000.0,-33970000.0,0.0,,191724000.0,63250000.0,118886000.0,71899000.0,3415000.0,,,11756000.0,-44548000.0,-355331000.0,,56361000.0,103766000.0,758835000.0,-188578000.0,,161543000.0,13375000.0,,-188578000.0,,172549000.0,503696000.0,253738000.0,,-355331000.0,,-15362000.0,,128751000.0,,185000.0,361125000.0,,,47345000.0,10054000.0,-116478000.0,3654000.0,221067000.0,838390000.0,,0.0,,8673000.0,127167000.0,103745000.0,,783674000.0,39213000.0,-2348000.0,483059000.0,296861000.0,,,0.0,,,,,,,,,,,,,,,,,,,
2013-04-30,,,279786000.0,,828615000.0,,78847000.0,24779000.0,,,,,29925000.0,,378763000.0,,,,502962000.0,,,0.65,,831000.0,,,,,,,3795000.0,133048000.0,,,41826000.0,,,1331577000.0,,,,,,,,,,,,,3901000.0,29602000.0,,0.0,,24000.0,,,,,,41826000.0,41826000.0,293214000.0,,,,203949000.0,442085000.0,,0.0,527853000.0,-80960000.0,-42004000.0,,,,,,,,64495000.0,,,,643000.0,,,803724000.0,,,0.66,11590000.0,136254000.0,,,,,,,,,,55988000.0,,63842000.0,,,,0.0,,,,,,,293214000.0,,293214000.0,,0.0,,320475000.0,,148488000.0,-24593000.0,99000.0,,,-28092000.0,-42004000.0,,,,67695000.0,582712000.0,,,42835000.0,,,,,,,,,,,,,-27261000.0,,,,,,,20732000.0,,3048000.0,248067000.0,,,-37409000.0,,,92474000.0,67719000.0,,,25893000.0,-853000.0,499395000.0,301355000.0,,,0.0,,,,,,,,,,,,,,,,,,,
2013-07-31,,,298785000.0,,846787000.0,,102007000.0,25968000.0,,,,,30998000.0,,388921000.0,,,,545205000.0,,,0.7,,-14340000.0,,,,,,,4114000.0,134400000.0,,,44911000.0,,,1391992000.0,,,,,,,,,,,,,2798000.0,-17750000.0,,0.0,,18000.0,,,,,,44911000.0,44911000.0,286210000.0,,,,212077000.0,461156000.0,,36000.0,531530000.0,-19071000.0,-56025000.0,,,,,,,,64331000.0,,,,645000.0,,,860462000.0,,,0.7,-1073000.0,139209000.0,,,,,,,,,,55492000.0,,63834000.0,,,,0.0,,,,,,,286210000.0,,286210000.0,,51992000.0,,293214000.0,,130738000.0,-30809000.0,-531000.0,,,7336000.0,-56025000.0,,,,72868000.0,600998000.0,,,41685000.0,,,,,,,,,,,,,-7004000.0,,,,,,,0.0,,4491000.0,232745000.0,,,-53000.0,,,98836000.0,72886000.0,,,27975000.0,1693000.0,541557000.0,346266000.0,,,0.0,,,,,,,,,,,,,,,,,,,
2013-10-31,,,319414000.0,,941302000.0,,97421000.0,26825000.0,,,,,46911000.0,0.0,387120000.0,,,,594045000.0,,,0.7,,-63324000.0,,,,,,,4629000.0,151306000.0,,,45430000.0,,,1535347000.0,,,,,,,,,,,,,6653000.0,59455000.0,,0.0,,7000.0,,,,,,45430000.0,45430000.0,240916000.0,,,,231661000.0,582303000.0,,14000.0,607028000.0,-121147000.0,-78937000.0,,,,,,,,64538000.0,,,,647000.0,,,928319000.0,,,0.71,-15913000.0,158774000.0,,,,,,,,,,55568000.0,,64061000.0,,,,0.0,,,,,,,240916000.0,,240916000.0,,0.0,,286210000.0,,190193000.0,-56440000.0,710000.0,,,18030000.0,-78937000.0,,,,72887000.0,618781000.0,,,15613000.0,,,,,,,,,,,,,-45294000.0,,,,,,,0.0,,4397000.0,287614000.0,,,-506000.0,,,99712000.0,72894000.0,,,27464000.0,-2256000.0,590132000.0,391696000.0,,,0.0,,,,,,,,,,,,,,,,,,,
2014-01-31,,8198000.0,332822000.0,,1002697000.0,,103180000.0,28711000.0,599633000.0,,,,47049000.0,0.0,574521000.0,0.0,462378000.0,101701000.0,600030000.0,1729325000.0,202849000.0,1.09,,178534000.0,2670573000.0,,,327706000.0,,,4474000.0,177636000.0,419476000.0,,70682000.0,0.0,,1602727000.0,1602727000.0,,,3.15,124857000.0,,,327588000.0,,148282000.0,0.0,64461000.0,26000.0,-41911000.0,1003094000.0,0.0,,69000.0,3.17,,,15349000.0,106283000.0,70682000.0,70682000.0,419476000.0,,103180000.0,419476000.0,293561000.0,457933000.0,47049000.0,0.0,599633000.0,124370000.0,-49058000.0,,266811000.0,202849000.0,0.0,595736000.0,29396000.0,332822000.0,64607000.0,327725000.0,-37968000.0,1002697000.0,647000.0,,433871000.0,1003094000.0,,419476000.0,1.1,-138000.0,179423000.0,,0.0,,99001000.0,,647000.0,4474000.0,,,66718000.0,,64232000.0,,,-2700000.0,0.0,600030000.0,,0.0,,1022656000.0,596390000.0,419476000.0,,419476000.0,2625000.0,0.0,,240916000.0,63992000.0,148282000.0,120040000.0,3590000.0,,,26000.0,-49058000.0,-426920000.0,,66718000.0,114138000.0,868082000.0,-226024000.0,,227592000.0,16003000.0,,-226024000.0,,202849000.0,613660000.0,320475000.0,,-426920000.0,,-5534000.0,,178560000.0,,118000.0,457933000.0,,,13378000.0,15349000.0,-96808000.0,4067000.0,266811000.0,1022656000.0,,0.0,,3868000.0,114138000.0,114207000.0,,941248000.0,43525000.0,4041000.0,595736000.0,462378000.0,,,0.0,,,,,,,,,,,,,,,,,,,
2014-04-30,,,337050000.0,,1090490000.0,,90343000.0,30473000.0,,,,,26722000.0,,467817000.0,,,,608735000.0,,,0.77,,34587000.0,,,,,,,5352000.0,162443000.0,,,49953000.0,,,1699225000.0,,,,,,,,,,,,,901000.0,35866000.0,,0.0,,200000.0,,,,,,49953000.0,49953000.0,456709000.0,,,,245953000.0,531427000.0,,0.0,639469000.0,-73494000.0,-39106000.0,,,,,,,,64607000.0,,,,649000.0,,,1059756000.0,,,0.78,20327000.0,165072000.0,,,,,,,,,,67019000.0,,64273000.0,,,,0.0,,,,,,,456709000.0,,456709000.0,,0.0,,419476000.0,,184148000.0,-11075000.0,306000.0,,,2646000.0,-39106000.0,,,,80881000.0,713770000.0,,,73693000.0,,,,,,,,,,,,,37233000.0,,,,,,,27928000.0,,4063000.0,302419000.0,,,-1253000.0,,,111754000.0,81081000.0,,,31128000.0,3162000.0,603933000.0,512331000.0,,,0.0,,,,,,,,,,,,,,,,,,,
2014-07-31,,,353630000.0,,1127693000.0,,126792000.0,31899000.0,,,,,42110000.0,,474894000.0,,,,652119000.0,,,0.94,,4544000.0,,,,,,,6440000.0,157768000.0,,,60794000.0,,,1779812000.0,,,,,,,,,,,,,522000.0,-20689000.0,,0.0,,,,,,,,60794000.0,60794000.0,363058000.0,,,,259342000.0,541508000.0,,418000.0,653771000.0,-10081000.0,-155137000.0,,,,,,,,64636000.0,,,,650000.0,,,1126041000.0,,,0.94,-15388000.0,161363000.0,,,,,,,,,,65842000.0,,64349000.0,,,,-100146000.0,,,,,,,363058000.0,,463204000.0,,0.0,,456709000.0,,163459000.0,-36936000.0,-948000.0,,,1951000.0,-54991000.0,,,,97979000.0,734236000.0,,,59535000.0,,,,,,,,,,,,,-93651000.0,,,,,,,9890000.0,,3540000.0,300141000.0,,,-83000.0,,,129878000.0,98188000.0,,,37394000.0,3018000.0,646890000.0,573125000.0,100146000.0,,0.0,,,,,,,,,,,,,,,,,,,
2014-10-31,,,366715000.0,,1230742000.0,,128465000.0,33683000.0,,,,,49399000.0,,463967000.0,,,,692017000.0,,,0.91,,-65479000.0,,,,,,,6940000.0,181093000.0,,,59124000.0,,,1922759000.0,,,,,,,146000.0,,,,,,1867000.0,72870000.0,,0.0,,,,,,,,59124000.0,59124000.0,295060000.0,,,,281755000.0,709667000.0,,0.0,736426000.0,-168159000.0,-78255000.0,,,,,,,,64738000.0,,,,650000.0,,,1186333000.0,,,0.92,-7289000.0,187667000.0,,,,,,,,,,65880000.0,,64419000.0,,,,0.0,,,,,,,295060000.0,,395060000.0,,0.0,,363058000.0,,236329000.0,-88555000.0,6341000.0,,,-2665000.0,-78401000.0,,,,94088000.0,745722000.0,,,12922000.0,,,,,,,,,,,,,-67998000.0,,,,,,,4917000.0,,3833000.0,369711000.0,,,-10224000.0,,,127771000.0,94342000.0,,,35218000.0,1966000.0,686898000.0,622278000.0,100000000.0,,0.0,,,,,,,,,,,,,,,,,,,
2015-01-31,,-17715000.0,376067000.0,,1260355000.0,150209000.0,149412000.0,35709000.0,735661000.0,,,,52440000.0,,697904000.0,0.0,679593000.0,147525000.0,722815000.0,2104582000.0,257135000.0,1.35,,173873000.0,3241369000.0,,,411309000.0,,,7442000.0,210702000.0,389149000.0,,87264000.0,0.0,,1983170000.0,1983170000.0,,,3.98,154174000.0,,-100209000.0,410415000.0,,190778000.0,0.0,64651000.0,-61000.0,-45551000.0,1247509000.0,0.0,,,4.0,50000000.0,,19404000.0,131764000.0,87264000.0,87264000.0,389149000.0,,149412000.0,389149000.0,349737000.0,581229000.0,52440000.0,462000.0,735661000.0,128438000.0,-126778000.0,,359594000.0,257135000.0,0.0,717159000.0,42496000.0,376067000.0,64657000.0,396592000.0,-41511000.0,1260355000.0,647000.0,,542179000.0,1247509000.0,,539358000.0,1.36,-3041000.0,212270000.0,,0.0,,-30327000.0,,647000.0,7442000.0,,,74498000.0,,64300000.0,,,-27643000.0,0.0,722815000.0,,1788000.0,,1243249000.0,712006000.0,389149000.0,,539358000.0,11694000.0,0.0,,295060000.0,64335000.0,190778000.0,118851000.0,3547000.0,,,-29575000.0,-76569000.0,-526090000.0,,74498000.0,137467000.0,1047641000.0,-399276000.0,,250442000.0,14923000.0,,-249067000.0,-200209000.0,257135000.0,726372000.0,419476000.0,,-526090000.0,,-5391000.0,,94089000.0,,,581229000.0,,,3229000.0,19404000.0,-123296000.0,3487000.0,359594000.0,1243249000.0,,-29951000.0,,9246000.0,137467000.0,137698000.0,,1136787000.0,50434000.0,3548000.0,717159000.0,679593000.0,150209000.0,,0.0,,,,,,,,,,,,,,,,,,,
2015-04-30,,,391302000.0,,1325201000.0,,139284000.0,37967000.0,,,,,43558000.0,,564938000.0,,,,752750000.0,,,1.04,,11670000.0,,,,,,,10812000.0,192485000.0,,,66946000.0,,,2077951000.0,,,,,,,,,,,,,4003000.0,18731000.0,,0.0,,,,,,,,66946000.0,66946000.0,386007000.0,,,,303184000.0,662936000.0,,622000.0,774966000.0,-81707000.0,-56622000.0,,,,,,,,64555000.0,,,,647000.0,,,1302985000.0,,,1.04,8882000.0,195602000.0,,,,,,,,,,75135000.0,,64180000.0,,,,0.0,,,,,,,386007000.0,,536216000.0,,0.0,,389149000.0,,209509000.0,-37732000.0,651000.0,,,-14812000.0,-56622000.0,,,,107582000.0,868122000.0,,,68292000.0,,,,,,,,,,,,,-3142000.0,,,,,,,34871000.0,,3342000.0,383664000.0,,,-28969000.0,,,145549000.0,107893000.0,,,40947000.0,-661000.0,744665000.0,718585000.0,150209000.0,,0.0,,,,,,,,,,,,,,,,,,,
2015-07-31,,,401907000.0,,1316085000.0,,154494000.0,38771000.0,,,,,45277000.0,,570524000.0,,,,799825000.0,,,1.15,,-23192000.0,,,,,,,10809000.0,183937000.0,,,74169000.0,,,2115910000.0,,,,,,,,,,,,,3254000.0,6211000.0,,0.0,,,,,,,,74169000.0,74169000.0,325214000.0,,,,306475000.0,705660000.0,,0.0,772121000.0,-42724000.0,-80596000.0,,,,,,,,64410000.0,,,,646000.0,,,1343789000.0,,,1.16,-1719000.0,188015000.0,,,,,,,,,,75167000.0,,64087000.0,,,,0.0,,,,,,,325214000.0,,475423000.0,,0.0,,386007000.0,,215720000.0,-57058000.0,32000.0,,,-37601000.0,-80596000.0,,,,118460000.0,876999000.0,,,57404000.0,,,,,,,,,,,,,-60793000.0,,,,,,,0.0,,4236000.0,370214000.0,,,-46262000.0,,,157231000.0,118736000.0,,,44567000.0,982000.0,791904000.0,746959000.0,150209000.0,,0.0,,,,,,,,,,,,,,,,,,,
2015-10-31,,,407863000.0,,1388190000.0,,166707000.0,42313000.0,,,,,50939000.0,,575062000.0,,,,851808000.0,,,1.11,,-71414000.0,,,,,,,10903000.0,218763000.0,,,71070000.0,,,2239998000.0,,,,,,,0.0,,,,,,1351000.0,75549000.0,,0.0,,,,,,,,71070000.0,71070000.0,209552000.0,,,,335638000.0,884407000.0,,0.0,865839000.0,-178747000.0,-94691000.0,,,,,,,,64196000.0,,,,643000.0,,,1374159000.0,,,1.11,-5662000.0,224869000.0,,,,,,,,,,72646000.0,,63882000.0,,0.0,,0.0,,,,,,,209552000.0,,359761000.0,,0.0,,325214000.0,,291269000.0,-91083000.0,-2238000.0,,,-44248000.0,-94691000.0,,,,110769000.0,910700000.0,,,23277000.0,,,,,,,,,,,,,-115662000.0,,,,,,,0.0,,3548000.0,457976000.0,,,-47915000.0,,,153082000.0,111052000.0,,,39982000.0,2197000.0,844238000.0,770514000.0,150209000.0,,0.0,,,,,,,,,,,,,,,,,,,
2016-01-31,,-124779000.0,391805000.0,,1375173000.0,130000000.0,187351000.0,45998000.0,788032000.0,,,,64992000.0,,829259000.0,0.0,832215000.0,76707000.0,855745000.0,2539783000.0,320008000.0,1.69,,159643000.0,3924116000.0,,,507440000.0,,,10489000.0,268169000.0,345840000.0,,107823000.0,,,2230918000.0,2230918000.0,,,4.98,187432000.0,,-80000000.0,506297000.0,,196174000.0,0.0,64275000.0,889000.0,-95095000.0,1442886000.0,0.0,,,5.0,150209000.0,,12702000.0,165049000.0,107823000.0,107823000.0,345840000.0,,187351000.0,345840000.0,439036000.0,761793000.0,64992000.0,546000.0,788032000.0,122614000.0,-47049000.0,,396227000.0,320008000.0,0.0,847600000.0,5396000.0,391805000.0,63967000.0,375874000.0,-169368000.0,1375173000.0,641000.0,,671346000.0,1442886000.0,,475840000.0,1.69,-14053000.0,269550000.0,,0.0,,-43309000.0,,641000.0,10489000.0,,,59527000.0,,63646000.0,,100209000.0,-140225000.0,0.0,855745000.0,,2286000.0,,1501955000.0,863354000.0,345840000.0,,475840000.0,6097000.0,0.0,,209552000.0,63949000.0,196174000.0,61094000.0,7364000.0,,,-43564000.0,-67258000.0,-654355000.0,,59527000.0,169486000.0,1268295000.0,-278958000.0,,226901000.0,15594000.0,,-299167000.0,-130000000.0,320008000.0,878036000.0,389149000.0,,-654355000.0,,-12552000.0,,136288000.0,,,761793000.0,,,9497000.0,12702000.0,-180564000.0,4468000.0,396227000.0,1501955000.0,,-46222000.0,,5809000.0,169486000.0,169759000.0,,1384333000.0,61936000.0,3579000.0,847600000.0,832215000.0,130000000.0,,0.0,,,,,,,,,,,,,,,,,,,
2016-04-30,,,403528000.0,,1338417000.0,,179300000.0,47887000.0,,,,,54112000.0,,683286000.0,,,,880533000.0,,,1.45,,112610000.0,,,,,,,13430000.0,240724000.0,,,91976000.0,,,2218950000.0,,,,,,,,,,,,,3203000.0,70104000.0,,0.0,,,,,,,,91976000.0,91976000.0,239254000.0,,,,390430000.0,843490000.0,,0.0,899262000.0,-81697000.0,-54321000.0,,,,,,,,63335000.0,,,,632000.0,,,1319688000.0,,,1.46,10880000.0,243266000.0,,,,,,,,,,59977000.0,,63031000.0,,,,0.0,,,,,,,239254000.0,,369254000.0,,0.0,,345840000.0,,266278000.0,24987000.0,450000.0,,,-219196000.0,-54321000.0,,,,147164000.0,1073716000.0,,,166931000.0,,,,,,,,,,,,,-106586000.0,,,,,,,50156000.0,,4022000.0,495734000.0,,,-228608000.0,,,195051000.0,147479000.0,,,55503000.0,819000.0,870835000.0,737535000.0,130000000.0,,0.0,,,,,,,,,,,,,,,,,,,
2016-07-31,,,421606000.0,,1376082000.0,,205918000.0,49665000.0,,,,,55998000.0,,684377000.0,,,,929706000.0,,,1.43,,-42575000.0,,,,,,,17688000.0,236380000.0,,,90004000.0,,,2305788000.0,,,,,,,,,,,,,1482000.0,18960000.0,,0.0,,,,,,,,90004000.0,90004000.0,194084000.0,,,,384838000.0,930205000.0,,0.0,913851000.0,-86715000.0,-75274000.0,,,,,,,,62813000.0,,,,630000.0,,,1391937000.0,,,1.44,-1886000.0,241069000.0,,,,,,,,,,58477000.0,,62475000.0,,,,20000000.0,,,,,,,194084000.0,,304084000.0,,0.0,,239254000.0,,285238000.0,-91728000.0,-1500000.0,,,-22595000.0,-95274000.0,,,,143769000.0,1069215000.0,,,52699000.0,,,,,,,,,,,,,-45170000.0,,,,,,,1089000.0,,4840000.0,492245000.0,,,-26259000.0,,,193434000.0,144017000.0,,,54013000.0,3358000.0,919597000.0,769827000.0,110000000.0,,0.0,,,,,,,,,,,,,,,,,,,
