date,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,trailingNetIncome,quarterlyGoodwill,annualTotalAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,trailingTotalRevenue,annualLongTermDebt,annualPretaxIncome,annualCostOfRevenue,annualOtherCurrentAssets,annualCurrentDebt,annualNetIncome,annualOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualEndCashPosition,annualDilutedAverageShares,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,trailingInvestingCashFlow,annualAccountsPayable,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualStockholdersEquity,annualOtherNonCashItems,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,trailingRepurchaseOfCapitalStock,quarterlyInventory,quarterlyOtherIncomeExpense,annualTaxProvision,annualDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,annualCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,annualBasicAverageShares,trailingChangeInAccountPayable,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,annualOtherIntangibleAssets,annualCommonStockIssuance,annualOtherNonCurrentAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetPPE,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualChangeInAccountPayable,annualOperatingCashFlow,annualNetIncomeCommonStockholders,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualEbitda,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBeginningCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyBasicEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualTotalNonCurrentAssets,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualGrossPPE,quarterlySaleOfInvestment,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,annualChangeInInventory,annualOperatingExpense,trailingStockBasedCompensation,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,annualCashFlowFromContinuingFinancingActivities,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualInvestingCashFlow,quarterlyCapitalExpenditure,annualCapitalExpenditure,annualDilutedEPS,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,annualCapitalStock,annualTotalRevenue,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyTaxProvision,annualInterestExpense,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyPretaxIncome,annualStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyNetPPE,quarterlyEbitda,annualGoodwill,trailingOperatingExpense,annualNetOtherFinancingCharges,quarterlyOtherNonCashItems,annualInventory,quarterlyStockBasedCompensation,annualDeferredIncomeTax,trailingChangeInInventory,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
1988-12-31,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49952000.0,,,,,,,,,,0.22,,,,,,,,,,,,,,,187700000.0,,,,,49952000.0,,,,,,,,,,,,,,,187700000.0,,,,,,,,,,,,,,,,,,,,,,187700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49952000.0,,,,,,,,,,0.17,,,,,,,,,,,,,,,201600000.0,,,,,49952000.0,,,,,,,,,,,,,,,201600000.0,,,,,,,,,,,,,,,,,,,,,,201600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49952000.0,,,,,,,,,,0.18,,,,,,,,,,,,,,,219800000.0,,,,,49952000.0,,,,,,,,,,,,,,,219800000.0,,,,,,,,,,,,,,,,,,,,,,219800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,-8900000.0,,,,150300000.0,,164100000.0,213800000.0,,,488600000.0,,121100000.0,,-31400000.0,285200000.0,,150300000.0,,15200000.0,,125500000.0,66600000.0,585400000.0,15600000.0,5700000.0,40000000.0,77200000.0,,,0.0,50000000.0,488600000.0,-13400000.0,274800000.0,3800000.0,,,,,97900000.0,,,203400000.0,100000.0,285200000.0,,,,,,115700000.0,,26600000.0,20600000.0,21500000.0,11800000.0,,3900000.0,,213800000.0,23400000.0,,,50000000.0,,125500000.0,,,72900000.0,,21500000.0,,,180400000.0,,,,,,,50400000.0,40000000.0,121100000.0,164100000.0,97800000.0,15200000.0,,,,,,,,3900000.0,0.8,17500000.0,,,203400000.0,1300000.0,3900000.0,2600000.0,3900000.0,,,15600000.0,,,,72900000.0,274800000.0,-100000.0,,,290000000.0,,5700000.0,,154100000.0,,,,-531900000.0,,,40000000.0,,,,,97900000.0,23400000.0,,-3400000.0,174700000.0,,,290000000.0,26000000.0,,,,228200000.0,,-109600000.0,-75100000.0,,-46600000.0,0.8,,17500000.0,-500000.0,,837300000.0,,,,10500000.0,,,,,,180400000.0,-531900000.0,,,-2600000.0,,115700000.0,,-1300000.0,,-109600000.0,,251900000.0,,,,,,,,,,,,,,,,,,,,
1989-12-31,,,-3300000.0,,159400000.0,0.27,171000000.0,237600000.0,,,,,140800000.0,,,,,,37700000.0,15100000.0,,,,,,,,,13400000.0,,,,525700000.0,,288100000.0,,,,,,,-100000.0,,,,311800000.0,,,62600000.0,500000.0,,131800000.0,0.0,,,21600000.0,13400000.0,13400000.0,,,,23600000.0,,,,,132300000.0,37700000.0,,,,,0.0,-19400000.0,,-3700000.0,161700000.0,,,,,,,,,,,,3900000.0,,,0.0,,,,,,,49629630.0,213900000.0,,6300000.0,,6300000.0,,,25800000.0,,0.27,,72200000.0,,,,,,,8000000.0,,,2800000.0,,5800000.0,24900000.0,,,,,49629630.0,2600000.0,,117300000.0,,,,,,,309400000.0,,,16000000.0,,224300000.0,,-115100000.0,,-19300000.0,,,,15500000.0,,,,,,8700000.0,,,,22100000.0,,,194300000.0,24900000.0,,,,,,,,,,2400000.0,,,,,,,,,,,,,,,,,,,,,
1990-03-31,,,-24000000.0,,165100000.0,0.2,176300000.0,224800000.0,,,,,127400000.0,,,,,,38800000.0,15200000.0,,,,,,,,,10000000.0,,,,525000000.0,,300200000.0,,,,,,,,,,,303700000.0,,,58700000.0,900000.0,,125700000.0,-100000.0,,,22100000.0,10000000.0,10000000.0,,,,24200000.0,,,,,136900000.0,38800000.0,,,,,0.0,-17700000.0,,-3600000.0,161000000.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,50000000.0,221300000.0,,3700000.0,,3700000.0,,,19500000.0,,0.2,,71000000.0,,,,,,,27100000.0,,,3300000.0,,21100000.0,19900000.0,,,,,50000000.0,-16000000.0,,96100000.0,,,,,,,327100000.0,,,-6000000.0,,219700000.0,,-120000000.0,,-18000000.0,,,,4200000.0,,,,,,6500000.0,,,,16500000.0,,,207100000.0,19900000.0,,,,,,,,,,-2600000.0,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,,2400000.0,,172900000.0,0.24,176800000.0,211900000.0,,,,,123800000.0,,,,,,42300000.0,39300000.0,,,,,,,,,12100000.0,,,,531100000.0,,319200000.0,,,,,,,,,,,300600000.0,,,63300000.0,400000.0,,111600000.0,2900000.0,,,21700000.0,12100000.0,12100000.0,,,,23800000.0,,,,,113700000.0,42300000.0,,,,,0.0,21400000.0,,-3600000.0,134600000.0,,,,,,,,,,,,0.0,,,-30700000.0,,,,,,,50416667.0,230500000.0,,6900000.0,,6900000.0,,,24600000.0,,0.24,,90000000.0,,,,,,,15000000.0,,,3100000.0,,-37800000.0,21000000.0,,,,,50416667.0,7500000.0,,97900000.0,,,,,,,319000000.0,,,19600000.0,,197900000.0,,-111500000.0,,-17200000.0,,,,10900000.0,,,,,,8800000.0,,,,20900000.0,,,207500000.0,21000000.0,,,,,,,,,,3200000.0,,,,,,,,,,,,,,,,,,,,,
1990-09-30,-21100000.0,,-800000.0,,182500000.0,,170100000.0,226000000.0,,,548800000.0,,135300000.0,,-29100000.0,305400000.0,,182500000.0,45300000.0,39000000.0,,117100000.0,82500000.0,557100000.0,15700000.0,9600000.0,49400000.0,91300000.0,13900000.0,,0.0,50408163.0,548800000.0,-17200000.0,322800000.0,-25700000.0,,,,,109000000.0,,,243400000.0,,305400000.0,,,97200000.0,8700000.0,,132900000.0,0.0,33100000.0,26400000.0,20600000.0,13900000.0,13900000.0,8200000.0,,226000000.0,14000000.0,,,50408163.0,,117100000.0,71700000.0,,87900000.0,,20600000.0,0.0,-9000000.0,214300000.0,-6300000.0,99800000.0,700000.0,,,,43900000.0,49400000.0,135300000.0,170100000.0,117700000.0,39000000.0,,0.0,,,1600000.0,,,8200000.0,0.98,16700000.0,,,243400000.0,4300000.0,8200000.0,3900000.0,8200000.0,,,15700000.0,,,,87900000.0,322800000.0,2900000.0,,,323900000.0,,9600000.0,,164100000.0,2400000.0,,-4000000.0,25500000.0,,,49400000.0,,,-15200000.0,,109000000.0,14000000.0,,-22800000.0,190500000.0,,,323900000.0,-14900000.0,,14300000.0,,197000000.0,,-109600000.0,-24700000.0,-15100000.0,-69600000.0,0.98,,16700000.0,,,838900000.0,,,9100000.0,11700000.0,,,23000000.0,,,214300000.0,25500000.0,,,10500000.0,,132900000.0,,-9400000.0,,-109600000.0,1300000.0,281800000.0,,,,,,,,,,,,,,,,,,,,
1990-12-31,,,-17500000.0,,192800000.0,0.3,183500000.0,254400000.0,,,,,139600000.0,,,,,,38900000.0,36600000.0,,,,,,,,,15200000.0,,,,578300000.0,,323900000.0,,,,,,,,,,,323100000.0,,,66800000.0,1500000.0,,155100000.0,0.0,,,20800000.0,15200000.0,15200000.0,,,,15800000.0,,,,,131100000.0,38900000.0,,,,,0.0,-10700000.0,,-4800000.0,124400000.0,,,,,,,,,,,,8200000.0,,,-100000.0,,,,,,,50666667.0,255200000.0,,8800000.0,,8800000.0,,,24900000.0,,0.3,,86600000.0,,,,,,,17100000.0,,,3000000.0,,18200000.0,27900000.0,,,,,50666667.0,-22100000.0,,107400000.0,,,,,,,333200000.0,,,-6900000.0,,191200000.0,,-116700000.0,,-10600000.0,,,,15100000.0,,,,,,9700000.0,,,,24900000.0,,,216500000.0,27900000.0,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,
1991-03-31,,,-26400000.0,,199800000.0,0.23,204100000.0,256300000.0,,,,,118100000.0,,,,,,41000000.0,35300000.0,,,,,,,,,11900000.0,,,,585000000.0,,328700000.0,,,,,,,,,,,322200000.0,,,63900000.0,1700000.0,,150300000.0,0.0,,,21500000.0,11900000.0,11900000.0,,,,16900000.0,,,,,151900000.0,41000000.0,,,,,0.0,-10200000.0,,-4900000.0,127000000.0,,,,,,,,,,,,0.0,,,200000.0,,,,,,,51739130.0,262800000.0,,5200000.0,,5200000.0,,,27300000.0,,0.23,,85900000.0,,,,,,,22500000.0,,,3400000.0,,22900000.0,22900000.0,,,,,51739130.0,-28000000.0,,89900000.0,,,,,,,343300000.0,,,-16200000.0,,190900000.0,,-122000000.0,,-10200000.0,,,,5700000.0,,,,,,7600000.0,,,,19500000.0,,,221300000.0,22900000.0,,,,,,,,,,-3600000.0,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,,20400000.0,,207400000.0,0.24,199200000.0,249000000.0,,,,,115500000.0,,,,,,44300000.0,33000000.0,,,,,,,,,12400000.0,,,,585200000.0,,336200000.0,,,,,,,-300000.0,,,,314700000.0,,,68000000.0,1400000.0,,143500000.0,-100000.0,,,21800000.0,12400000.0,12400000.0,,,,18100000.0,,,,,148100000.0,44300000.0,,,,,0.0,-14000000.0,,-4900000.0,142300000.0,,,,,,,,,,,,0.0,,,-100000.0,,,,,,,51666667.0,270500000.0,,5800000.0,,5800000.0,,,25500000.0,,0.24,,84600000.0,,,,,,,10200000.0,,,3500000.0,,-19500000.0,23700000.0,,,,,51666667.0,21500000.0,,97600000.0,,,,,,,357100000.0,,,34000000.0,,210300000.0,,-127300000.0,,-13600000.0,,,,7700000.0,,,,,,7700000.0,,,,20100000.0,,,229800000.0,23700000.0,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,
1991-09-30,-35600000.0,,26900000.0,,217800000.0,,203900000.0,284200000.0,,,653200000.0,,157300000.0,,-21900000.0,361200000.0,,217800000.0,46000000.0,29600000.0,,152200000.0,92300000.0,528500000.0,21600000.0,18400000.0,57800000.0,106300000.0,18300000.0,,0.0,53027523.0,653200000.0,-19500000.0,369000000.0,3400000.0,,,,,121200000.0,-400000.0,,292000000.0,100000.0,361200000.0,,,107300000.0,-2900000.0,,174100000.0,-100000.0,34500000.0,29400000.0,21300000.0,18300000.0,18300000.0,13200000.0,,284200000.0,22100000.0,,,53027523.0,,152200000.0,75400000.0,,94900000.0,,21300000.0,0.0,-36900000.0,252800000.0,-4900000.0,134700000.0,,,,,58200000.0,57800000.0,157300000.0,203900000.0,135700000.0,29600000.0,,0.0,,,-21900000.0,,,13200000.0,1.09,17700000.0,,,292000000.0,4700000.0,13200000.0,8500000.0,13200000.0,,,21600000.0,,,,94900000.0,369000000.0,0.0,,,393200000.0,,18400000.0,,170100000.0,4000000.0,,-3200000.0,31900000.0,,,57800000.0,,,-7000000.0,,121200000.0,22100000.0,,-23600000.0,199500000.0,,,393200000.0,18400000.0,,47300000.0,,242000000.0,,-140400000.0,-71800000.0,-20400000.0,-54800000.0,1.09,,17700000.0,-900000.0,,834300000.0,,,9500000.0,14000000.0,,,27800000.0,,,252800000.0,31900000.0,,,1700000.0,,174100000.0,,8100000.0,,-140400000.0,7100000.0,305800000.0,,,,,,,,,,,,,,,,,,,,
1991-12-31,,,-18800000.0,,226800000.0,0.28,209600000.0,310100000.0,,,,,167700000.0,,,,,,43000000.0,29700000.0,,,,,,,,,14600000.0,,,,681900000.0,,371800000.0,,,,,,,,,,,377300000.0,,,70300000.0,1500000.0,,195900000.0,-100000.0,,,21800000.0,14600000.0,14600000.0,,,,23200000.0,,,,,156700000.0,43000000.0,,,,,0.0,-13400000.0,,-5600000.0,136000000.0,,,,,,,,,,,,13200000.0,,,-300000.0,,,,,,,52142857.0,304600000.0,,14800000.0,,14800000.0,,,26300000.0,,0.28,,91600000.0,,,,,,,38200000.0,,,3700000.0,,20200000.0,27300000.0,,,,,52142857.0,-19700000.0,,,,,,,,,406400000.0,,,-5100000.0,,206300000.0,,-148000000.0,,-13700000.0,,,,129500000.0,,,,,,8900000.0,,,,23500000.0,,,258400000.0,27300000.0,,,,,,,,,,1600000.0,,,,,,,,,,,,,,,,,,,,,
1992-03-31,,,15400000.0,,233800000.0,0.24,214000000.0,303100000.0,,,,,163500000.0,,,,,,48000000.0,27600000.0,,,,,,,,,12700000.0,,,,686500000.0,,383400000.0,,,,,,,,,,,377500000.0,,,72100000.0,100000.0,,174300000.0,100000.0,,,22900000.0,12700000.0,12700000.0,,,,24300000.0,,,,,162100000.0,48000000.0,,,,,0.0,-16400000.0,,-5600000.0,151100000.0,,,,,,,,,,,,0.0,,,-7900000.0,,,,,,,52916667.0,309000000.0,,20500000.0,,20500000.0,,,24000000.0,,0.24,,99200000.0,,,,,,,40500000.0,,,3900000.0,,-1200000.0,24100000.0,,,,,52916667.0,10600000.0,,114300000.0,,,,,,,418400000.0,,,23200000.0,,223200000.0,,-157100000.0,,-7800000.0,,,,8700000.0,,,,,,7600000.0,,,,20300000.0,,,261300000.0,24100000.0,,,,,,,,,,5700000.0,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,,-700000.0,,240900000.0,0.24,229500000.0,307600000.0,,,,,174600000.0,,,,,,47400000.0,28900000.0,,,,,,,,,12700000.0,,,,710200000.0,,402600000.0,,,,,,,-200000.0,,,,404100000.0,,,71900000.0,100000.0,,177000000.0,-100000.0,,,23100000.0,12700000.0,12700000.0,,,,25500000.0,,,,,175100000.0,47400000.0,,,,,0.0,-23500000.0,,-5700000.0,151300000.0,,,,,,,,,,,,0.0,,,-10300000.0,,,,,,,52916667.0,306100000.0,,10500000.0,,10500000.0,,,29200000.0,,0.24,,109000000.0,,,,,,,52100000.0,,,4000000.0,,1200000.0,24500000.0,,,,,52916667.0,-500000.0,,113900000.0,,,,,,,435400000.0,,,12300000.0,,223200000.0,,-164900000.0,,-13000000.0,,,,8600000.0,,,,,,7700000.0,,,,20400000.0,,,270500000.0,24500000.0,,,,,,,,,,-10000000.0,,,,,,,,,,,,,,,,,,,,,
1992-09-30,-15500000.0,,26600000.0,,237100000.0,,214200000.0,300200000.0,,,702100000.0,,184700000.0,,-18500000.0,398900000.0,,237100000.0,49300000.0,22300000.0,,167700000.0,67000000.0,560000000.0,25400000.0,37900000.0,41700000.0,102700000.0,1700000.0,,0.0,52784810.0,702100000.0,-22400000.0,401900000.0,22500000.0,,,,,125400000.0,-600000.0,,303200000.0,-100000.0,398900000.0,,-13800000.0,109100000.0,-1000000.0,,174500000.0,-19300000.0,25300000.0,33000000.0,25100000.0,1700000.0,1700000.0,11000000.0,,300200000.0,24200000.0,,,52784810.0,,167700000.0,82300000.0,,107900000.0,500000.0,25100000.0,0.0,-10100000.0,268900000.0,-5500000.0,121600000.0,,,,,67500000.0,41700000.0,184700000.0,214200000.0,135700000.0,22300000.0,,0.0,,,0.0,,,11000000.0,0.79,21400000.0,,,303200000.0,-2200000.0,11000000.0,13200000.0,11000000.0,,,25400000.0,,,,107900000.0,401900000.0,-19300000.0,,,427400000.0,,37900000.0,,187700000.0,4700000.0,,-26500000.0,26800000.0,,,41700000.0,,,-5900000.0,,125400000.0,24200000.0,,3800000.0,220700000.0,,,427400000.0,-6300000.0,,37100000.0,,230700000.0,,-158500000.0,-63400000.0,-10500000.0,-45000000.0,0.79,,21400000.0,-1500000.0,,883400000.0,,,1100000.0,16400000.0,,,2800000.0,,-900000.0,268900000.0,26800000.0,,,700000.0,,174500000.0,,2000000.0,,-158500000.0,500000.0,323400000.0,,,,,,,,,,,,,,,,,,,,
1992-12-31,,,-15600000.0,,245800000.0,0.28,233200000.0,303400000.0,,,,,166500000.0,,,,,,45800000.0,21300000.0,,,,,,,,,14500000.0,,,,706300000.0,,402900000.0,,,,,,,-100000.0,,,,399700000.0,,,73000000.0,0.0,,183500000.0,0.0,,,26600000.0,14500000.0,14500000.0,,,,24600000.0,,,,,187300000.0,45800000.0,,,,,0.0,-11900000.0,,-5800000.0,136400000.0,,,,,,,,,,,,11000000.0,,,0.0,,,,,,,51785714.0,306600000.0,,7200000.0,,7200000.0,,,30500000.0,,0.28,,106900000.0,,,,,,,35300000.0,,,3900000.0,,11500000.0,27200000.0,,,,400000.0,51785714.0,,,115200000.0,,,,,,,436300000.0,,,-3500000.0,,209400000.0,,-166900000.0,,-12100000.0,,,,16000000.0,,,,,,8800000.0,,,,23300000.0,,,269400000.0,27200000.0,,,,-18000000.0,,,,,,-3800000.0,,,,,,,,,,,,,,,,,,,,,
1993-03-31,,,-7000000.0,,254000000.0,0.27,227300000.0,306200000.0,,,,,166500000.0,,,,,,46000000.0,20200000.0,,,,,,,,,13900000.0,,,,707300000.0,,401100000.0,,,,,,,,,,,393800000.0,,,81400000.0,0.0,,170600000.0,-100000.0,,,25200000.0,13900000.0,13900000.0,,,,25100000.0,,,,,182000000.0,55100000.0,,,,,0.0,-10000000.0,,-5800000.0,135300000.0,,,,,,,,,,,,0.0,,,-500000.0,,,,,,,51481481.0,313500000.0,,7700000.0,,7700000.0,,,39700000.0,,0.27,,105700000.0,,,,,,,54800000.0,,,3900000.0,,8200000.0,26300000.0,,,,-200000.0,51481481.0,,,102300000.0,,,,,,,444500000.0,,,2500000.0,,216700000.0,,-174300000.0,,-9500000.0,,,,9400000.0,,,,,,8400000.0,,,,22300000.0,,,270200000.0,35400000.0,,,,-29600000.0,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,,25100000.0,,254000000.0,0.28,231200000.0,306900000.0,,,,,161600000.0,,,,,,49400000.0,20200000.0,,,,,,,,,14800000.0,,,,715100000.0,,408200000.0,,,9000000.0,,,,,,,,392800000.0,,,85500000.0,100000.0,,167300000.0,100000.0,,,26400000.0,14800000.0,14800000.0,,,,25500000.0,,,,,185500000.0,58400000.0,,,,,0.0,-15600000.0,,-5800000.0,142500000.0,,,,,,,,,,,,0.0,,,-1400000.0,,,,,,,52857143.0,322300000.0,,8900000.0,,8900000.0,,,35400000.0,,0.28,,109600000.0,,,,,,,34300000.0,,,3700000.0,,-22700000.0,27100000.0,,,,100000.0,52857143.0,,,116800000.0,,,,,,,453800000.0,,,39300000.0,,228000000.0,,-181600000.0,,-14200000.0,,,,10500000.0,,,,,,8700000.0,,,,23500000.0,,,272200000.0,36100000.0,,,,15600000.0,,,,,,1100000.0,,,,,,,,,,,,,,,,,,,,,
1993-09-30,-12700000.0,,34300000.0,,246900000.0,,250400000.0,312100000.0,,,730000000.0,,174500000.0,,0.0,424900000.0,,246900000.0,54900000.0,57900000.0,,171900000.0,90600000.0,554700000.0,31800000.0,20600000.0,33000000.0,105700000.0,-10200000.0,,0.0,52380952.0,730000000.0,-23200000.0,417900000.0,36800000.0,,8000000.0,,,129500000.0,-200000.0,,305100000.0,,424900000.0,,-800000.0,87900000.0,-100000.0,,174600000.0,-23400000.0,34000000.0,35100000.0,28500000.0,13400000.0,-10200000.0,11400000.0,,312100000.0,20600000.0,,,52380952.0,,171900000.0,62900000.0,,107400000.0,900000.0,28500000.0,0.0,-10100000.0,282000000.0,-5800000.0,149600000.0,,,,,82800000.0,33000000.0,174500000.0,250400000.0,140800000.0,57900000.0,,0.0,,,0.0,,,11400000.0,0.63,24400000.0,,,305100000.0,300000.0,11400000.0,11000000.0,11400000.0,,,31800000.0,,,,107400000.0,417900000.0,-23500000.0,,,472200000.0,,20600000.0,,196100000.0,3700000.0,,-31800000.0,25000000.0,,,56600000.0,600000.0,,,,129500000.0,20600000.0,,1500000.0,231200000.0,,,472200000.0,-34800000.0,,44500000.0,,237500000.0,,-190200000.0,-47600000.0,-10200000.0,-46000000.0,0.63,,24400000.0,-2200000.0,,891600000.0,,,8100000.0,15200000.0,,,21500000.0,,,282000000.0,33000000.0,,,0.0,,174600000.0,,3000000.0,,-190200000.0,2500000.0,336900000.0,,,,,,,,,,,,,,,,,,,,
1993-12-31,,,-15700000.0,,246900000.0,0.28,283100000.0,341100000.0,,,,,171800000.0,,,,,,50000000.0,58400000.0,,,,,,,,,14500000.0,,,,759500000.0,,418400000.0,,,10500000.0,,,,-200000.0,,,,454900000.0,,,87100000.0,0.0,,193400000.0,100000.0,,,28400000.0,14500000.0,14500000.0,,,,20200000.0,,,,,204500000.0,60500000.0,,,,,0.0,-11300000.0,,-6100000.0,133700000.0,,,,,,,,,,,,11400000.0,,,0.0,,,,,,,51785714.0,304600000.0,,20900000.0,,20900000.0,,,40000000.0,,0.28,,106200000.0,,,,,,,30100000.0,,,3500000.0,,24900000.0,26600000.0,,,,,51785714.0,,,124400000.0,,,,,,,482300000.0,,,-4100000.0,,220800000.0,,-198500000.0,,-11600000.0,,,,17300000.0,,,,,,8700000.0,,,,23200000.0,,-11100000.0,283800000.0,37100000.0,,,,-29100000.0,,,,,,9500000.0,,,,,,,,,,,,,,,,,,,,,
1994-03-31,,,-21000000.0,,263900000.0,0.28,284300000.0,347800000.0,,,,,187600000.0,,,,,,52100000.0,57800000.0,,,,,,,,,14600000.0,,,,782100000.0,,434300000.0,,,10200000.0,,,,-1800000.0,,,,471900000.0,,,89800000.0,0.0,,177800000.0,-100000.0,,,30500000.0,14600000.0,14600000.0,,,,20000000.0,,,,,206500000.0,62400000.0,,,,,0.0,-27200000.0,,-6000000.0,147300000.0,,,,,,,,,,,,0.0,,,0.0,,,,,,,52142857.0,310200000.0,,21900000.0,,21900000.0,,,44300000.0,,0.28,,112200000.0,,,,,,,61800000.0,,,4000000.0,,23800000.0,27400000.0,,,,,52142857.0,,,114100000.0,,,,,,,502100000.0,,,4400000.0,,237100000.0,,-210500000.0,,-25400000.0,,,,11700000.0,,,,,,8700000.0,,,,23300000.0,,-3000000.0,291600000.0,37700000.0,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,
