date,quarterlyAccountsPayable,annualInvestmentsAndAdvances,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingSellingGeneralAndAdministration,trailingNetOtherFinancingCharges,quarterlyEndCashPosition,annualCapitalExpenditure,annualCashAndCashEquivalents,quarterlyGrossProfit,annualNetIncomeContinuousOperations,annualOperatingExpense,annualBeginningCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualInterestExpense,trailingBeginningCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,quarterlyGrossPPE,trailingOperatingExpense,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,quarterlyCurrentLiabilities,quarterlyEbitda,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualEbitda,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,quarterlyCurrentAssets,annualOtherShortTermInvestments,annualOtherIntangibleAssets,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyAccountsReceivable,quarterlyBasicAverageShares,annualDilutedAverageShares,quarterlyCostOfRevenue,annualRetainedEarnings,annualFreeCashFlow,annualCostOfRevenue,trailingNetIncomeCommonStockholders,quarterlyBasicEPS,annualNetIncome,quarterlyLongTermDebt,annualLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualCashDividendsPaid,annualCurrentDebt,annualTotalAssets,trailingTaxProvision,quarterlyNetOtherInvestingChanges,annualTaxProvision,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,annualDilutedEPS,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyOtherCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyDilutedAverageShares,annualStockholdersEquity,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyInventory,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,annualAccountsReceivable,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualGoodwill,annualInventory,trailingNetIncome,trailingCashDividendsPaid,trailingPretaxIncome,annualChangeInInventory,annualCurrentLiabilities,annualNetPPE,annualGrossProfit,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingNetOtherInvestingChanges,quarterlyTaxProvision,annualBasicEPS,annualOperatingCashFlow,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualRepaymentOfDebt,annualChangeInWorkingCapital,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualCapitalStock,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualTotalRevenue,trailingPurchaseOfInvestment,annualPretaxIncome,trailingTotalRevenue,annualNonCurrentDeferredRevenue,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,trailingEndCashPosition,trailingOperatingIncome,annualBasicAverageShares,trailingInterestExpense,quarterlySaleOfInvestment,annualOtherIncomeExpense,annualOperatingIncome,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,annualGrossPPE,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingRepaymentOfDebt,annualChangesInAccountReceivables,quarterlyOtherNonCashItems,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingBasicEPS,trailingChangeInInventory,quarterlyChangeInWorkingCapital,trailingOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingCommonStockIssuance,quarterlyIncomeTaxPayable,annualStockBasedCompensation,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,trailingOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,quarterlyChangeInInventory,trailingDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualIncomeTaxPayable,trailingBasicAverageShares,trailingOtherNonCashItems,annualDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingDilutedEPS,trailingResearchAndDevelopment,annualRepurchaseOfCapitalStock,trailingChangeInWorkingCapital,quarterlyOperatingCashFlow,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,annualCurrentDeferredRevenue
1970-01-01 00:00:01.041292800,,,,,,,361108702.79,18367959.63,,,428604087.6,,171413770.79,152179931.31,,,3839097600.77,116558106.2,3599153881.76,,,,369851288.73,201691754.53,2040000.1,,,1536249389.51,,604779044.13,1112424006.86,310895056.64,,,,,0.0,1074427429.53,1142995472.59,2979532858.53,,,,,,,,198853125.39,,371248755.35,1054378274.31,,201691754.53,,970929389.51,,,,,,291000000.0,8038066205.48,323588221.2,,22923179.65,7433287161.35,110062594.87,,0.0,,,,,4603922442.74,,,,,,,210648035.99,,,,,,,,,974574.74,,,,8763238.13,1054378274.31,-1130199938.25,1436012228.06,,1443283469.02,6271222167.48,466811789.9,,,970735694.41,,,,,,,,,,,,428604087.6,2486039221.71,897889585.7,,,,,2558060000.0,454610904.21,,838060545.25,-110890893.45,194336950.44,6325136822.48,,,,,3903440813.19,2116187932.98,,715850852.72,,,314631858.59,301872319.39,,31566734.09,27164265.94,6271222167.48,,,-1045961482.71,,-2241098724.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,,,,,,,,,,-127355356.49,645379704.87,,178735943.65,151489000.64,428604087.6,,,96585778.96,,,31000000.0,,,201915561.3,125000.14,,,2125915717.74,,878516309.76,,550105651.22,,,1000000.0,,0.0,815131537.15,,2864593306.59,,,,,,,,247153197.34,368618834.04,567344310.57,,,201915561.3,,1530595347.74,,,,,-189657031.4,90000000.0,7930444792.26,,,45550659.06,7051928482.5,101872037.68,,0.0,96441957.43,,,,4729198704.04,,,,,117621228.3,,,229233269.55,6383480.64,,,-4008021.75,,,,13960628.51,,,,25424646.34,,,,-16661408.21,738677588.85,6138351952.0,446009950.72,,,,,,495974190.53,,,,,,,-1388803681.5,14515110.24,645379704.87,,403647819.0,17534435.47,,216775617.27,,2558060000.0,370.0,,1013354261.29,,224286602.71,,,645379704.87,,,,,,,,,294520950.08,,,38519629.49,,6138351952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,,,,,,,,,,-183308873.44,878855122.3,,207783682.41,143322720.03,645379704.87,,,105514078.29,,,-3422720.37,,,229634844.4,0.0,,,2226162886.49,,931474072.55,,585085459.38,,,,,0.0,805570528.47,,2779498750.51,,,,,,2557508897.0,,364540336.09,386180052.4,461567897.28,,,229634844.4,,2224522886.49,,,,,-204379592.71,348708351.0,7861607348.17,,,51864707.34,6930133275.62,87716108.45,0.0843,0.0,105415078.12,,,,4860080728.81,,,,,91927408.77,0.0,,219922991.34,-83034945.73,,,,,,,7073898.06,,,12215000.0,4814370.32,,,,20781948.42,553335864.02,6021611828.06,490637772.61,,,,,0.0843,569488925.84,,,,,,,-1150139885.6,43320156.35,878855122.3,,348708351.0,7825435.49,,233475417.43,,2558060000.0,222027868.85,,952205669.89,,259648389.75,,,878855122.3,,,,,2557508897.0,,,,347315052.58,,,57695781.41,,6021611828.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,,,,,,,,,,-160230767.17,743962773.24,,234248396.29,172492262.38,878855122.3,,,113303283.02,,,0.0,,,252563485.37,0.0,,,1791289216.54,,897654950.63,,643268741.02,,,,,0.0,769016973.48,,2495599087.46,,,,,,2557391753.0,,421442248.4,421031105.96,435640360.93,,,252563485.37,,1789649216.54,,,,,-233803126.37,536166270.4,7704976793.35,,,60453603.75,6807321842.72,127818706.34,0.097,0.0,113526516.58,,,,5010326246.65,,,,,3217716.54,3963000.0,,235263457.96,-235458875.72,,,-100000000.0,,,,3573039.85,,,12215000.0,9371770.94,,,,-5413393.0,704309870.92,5935135145.51,574031440.94,,,,,0.097,581261873.13,,,,,,,-444092220.1,-31057904.86,743962773.24,,536166270.4,21282619.69,,-134892349.06,,2558060000.0,199051459.2,,1009671801.87,,294702000.04,,,743962773.24,,,,,2557391753.0,,,,401539178.56,,,14516633.35,,5935135145.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,43598236.36,,,,,,,,,-214760271.48,417218174.83,,317826866.56,127072941.06,743962773.24,2460299026.15,,111341400.29,,,-280000.0,443463570.75,,310274147.67,0.0,1986313627.73,,473985398.42,488953670.09,619691837.01,,676910663.21,4968390597.89,473985398.42,,619691837.01,,6286965417.49,,2460299026.15,,,,8520059.57,,2557907236.0,,488953670.09,388436326.23,548370967.52,,,310274147.67,471418180.0,471418180.0,927218.42,99633568.42,,,-213462998.1,135727273.0,7528323192.46,,,11366378.25,6908631355.45,85319212.73,0.1213,359676.01,111288939.35,359676.01,,,4968390597.89,0.0,,135727273.0,,10178561.96,927218.42,,236376018.11,-446387426.52,,,-251913482.5,12257928.47,,,8520059.57,,,0.0,12257928.47,,,,-2030165.15,1986313627.73,443463570.75,568941699.73,,,,,0.1213,603196597.71,443463570.75,,,1585487656.33,,2558060000.0,-1884160771.5,-28983322.76,417218174.83,,1585487656.33,9903801.96,6286965417.49,-326744598.41,6908631355.45,2558060000.0,99633568.42,,1117312667.25,,329193244.81,,,417218174.83,,7528323192.46,,,2557907236.0,,,,441868758.67,,,43598236.36,,443463570.75,,417218174.83,,417218174.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.183161600,44636710.12,,,,,,,,,,,,,,,2297037670.45,,,,,,5948972070.17,,,,1791929461.35,,,689978252.98,,,,5099055080.15,505108209.1,,784486482.68,,,,,,,,8226807.57,,,,,,,,,,503468209.1,,,97010667.14,,,,,,,,,,,,,,349149.08,,,,0.0,,,,,,,,,,,,41319450.31,,,,,,,,,,,,,,,,,,,,,5948972070.17,,,1478961681.6,,2558060000.0,,,,,,,641354999.25,,6708616935.06,,,,,,,,,,,7493103417.74,,,,,,,,,,,,,,539419432.54,,539419432.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,14433317.86,90303000.0,,,,,,,,-241850999.33,640865544.05,,504515280.73,125165857.5,417218174.83,2279897909.62,,88138514.9,,,-10029384.0,416914623.49,,495615881.87,0.0,1881567002.62,,398330907.0,631332483.02,828722857.37,,959148251.1,5259165179.72,398330907.0,,828722857.37,,6177770958.15,,2279897909.62,,,,9997958.48,,2558677759.0,,631332483.02,654383016.58,693643963.7,,,495615881.87,396690907.0,396690907.0,,101611139.21,,,-239751823.26,1544047000.0,7640674228.55,,,118027408.01,6811951371.18,74008859.12,0.1937,2132654.54,68383805.75,2132654.54,,,5259165179.72,0.0,,1544047000.0,,109588617.32,0.0,,248467047.46,-312599699.79,,,-205327655.43,12518662.03,-154000.0,,9997958.48,,,,12518662.03,,,,-260733.56,1881567002.62,416914623.49,829484438.36,,,,,0.1937,896234015.91,416914623.49,,,61727273.0,,2558060000.0,-1647485723.0,23227937.03,640865544.05,,61727273.0,22148177.65,6177770958.15,223647369.22,6811951371.18,2558060000.0,101611139.21,,1523128402.06,,622542688.74,,,640865544.05,,7640674228.55,,,2558677759.0,,,4699000.0,704318580.86,,,14433317.86,,416914623.49,,640865544.05,,640865544.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.222732800,,,,,259524307.25,432843218.67,,,1418196351.97,,,292853849.96,,,,,,,,-42716989.95,,,,,,,259753003.67,,,,,,,,,,,,,,,33329542.71,-27050884.83,,2558210405.0,,139989368.71,,,,,0.0705,,,,,,19360158.86,-80453395.0,,,,,4512598.87,,,,,,,,1535173.65,2558210405.0,,,-47217729.54,,45924482.0,,,,,,180353833.54,182096689.45,,,,,,,146845191.57,,,,,,,,,,,213828521.67,,31731832.22,,,,,,,1271351160.4,,,,,,,,,,,,,248313558.16,,,,,,,180353833.54,,,,,,21840.72,,,,,,,,0.0705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,22786805.53,91359000.0,,-798939000.0,12374435.66,311567431.67,,,1148820695.83,-206891355.9,1148820695.83,34053658.4,550022648.54,126633056.64,640865544.05,2134097460.34,,118691785.1,,-127467448.29,-7786756.13,376327241.68,,544491914.65,0.0,1861493826.34,40089807.57,272603634.0,1011932197.89,1312456052.0,,1040694703.71,5803657094.37,272603634.0,0.0,1312456052.0,,6134458180.55,,2134097460.34,,21679222.74,49911398.13,9837403.87,,2557500773.0,277513773.27,1011932197.89,670592739.04,729778914.23,,,544491914.65,270963634.0,270963634.0,,99410673.1,13551487.31,-10410636.0,-50574164.12,45000000.0,8037165227.81,,2946210.72,95876929.74,6724709175.81,77342416.29,0.2129,2354225.89,90336060.62,2354225.89,-1245090.0,,5803657094.37,0.0,-130424593.29,45000000.0,-21044006.7,6975068.8,,,276103340.33,-157393749.91,56073593.87,53742760.66,-5658000.0,21617224.97,0.0,,9837403.87,,-27297131.71,,21617224.97,,,,-9098562.94,1861493826.34,376327241.68,858002240.21,,61133814.27,,7391053.61,0.2129,877484094.94,376327241.68,,,1532727273.0,1418196351.97,2558060000.0,-1653774273.0,-29564468.75,1148820695.83,,1532727273.0,42426562.19,6134458180.55,507955151.78,6724709175.81,2558060000.0,99410673.1,-68509948.84,1587781154.44,,645899578.28,,,1148820695.83,56073593.87,8037165227.81,,,2557500773.0,,-21840.72,5757000.0,731369183.57,,,22786805.53,,376327241.68,,1148820695.83,,1148820695.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.238457600,,,,,256970602.14,448621176.07,,,1652399105.29,,,294505362.03,,,,,,,,-4428171.65,,,,,,,256170763.86,,,,,,,,,,,,,,,37534759.89,-126167785.82,,2557851439.0,,154115814.04,,,,,0.0687,,,,,,23287459.41,-1517000000.0,,,,,4072311.71,,,,,,,,4349.42,2557851439.0,,,-8502697.97,,47902730.11,,,,,,175724393.86,176780132.24,,,,,,,144784282.81,,,,,,,,,,,208268033.75,,31487901.51,,,,,,,1507614822.48,,,,,,,,,,,,,266873192.89,,,,,,,175724393.86,,,,,,2214.61,,,,,,,,0.0687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
