date,annualPretaxIncome,trailingPretaxIncome,trailingCashDividendsPaid,annualAccountsReceivable,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,annualTotalAssets,quarterlyTotalAssets,trailingNetIncome,annualGoodwill,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualNetIncome,annualCashDividendsPaid,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,quarterlyBasicEPS,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualOtherNonCashItems,annualSaleOfInvestment,annualCommonStockIssuance,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualInvestingCashFlow,quarterlyGoodwill,annualDepreciationAndAmortization,annualTotalRevenue,trailingStockBasedCompensation,trailingChangeInAccountPayable,annualPurchaseOfInvestment,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,annualEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualCashFlowFromContinuingFinancingActivities,quarterlyNetIncomeCommonStockholders,quarterlyOtherIncomeExpense,quarterlyDilutedAverageShares,trailingOperatingIncome,quarterlyEndCashPosition,quarterlyInventory,quarterlyInvestingCashFlow,trailingTotalRevenue,trailingOtherIncomeExpense,quarterlyCashDividendsPaid,annualNetPPE,quarterlyPurchaseOfInvestment,annualOperatingIncome,annualOtherIntangibleAssets,annualOtherIncomeExpense,trailingEndCashPosition,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,annualChangeInAccountPayable,quarterlyInterestExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,annualBasicEPS,annualCashAndCashEquivalents,quarterlyChangeInInventory,trailingBeginningCashPosition,annualInterestExpense,annualBeginningCashPosition,trailingChangesInAccountReceivables,annualCurrentAssets,annualDilutedAverageShares,quarterlyOtherCurrentAssets,annualChangesInAccountReceivables,annualDeferredIncomeTax,trailingOperatingExpense,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualOtherNonCurrentAssets,trailingCapitalExpenditure,quarterlyChangesInAccountReceivables,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualGrossPPE,annualSellingGeneralAndAdministration,quarterlyBeginningCashPosition,quarterlyDilutedEPS,trailingRepaymentOfDebt,annualRepaymentOfDebt,quarterlyCapitalStock,annualDilutedEPS,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCapitalExpenditure,trailingGrossProfit,quarterlyOperatingExpense,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualTaxProvision,annualCostOfRevenue,quarterlyTaxProvision,annualCapitalStock,annualBasicAverageShares,annualStockBasedCompensation,quarterlyNetPPE,annualCurrentDebt,trailingCostOfRevenue,quarterlyStockBasedCompensation,trailingChangeInInventory,quarterlyEbitda,annualTotalNonCurrentAssets,annualNetOtherFinancingCharges,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualInventory,trailingTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,annualGrossProfit,trailingPurchaseOfBusiness,quarterlyBasicAverageShares,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyRetainedEarnings,annualFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualChangeInInventory,quarterlyCurrentAssets,quarterlyTotalRevenue,annualOperatingExpense,trailingFreeCashFlow,quarterlyGrossPPE,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,trailingInterestExpense,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1970-01-01 00:00:00.946598400,174000000.0,109400000.0,-60900000.0,105400000.0,,,1162600000.0,,588600000.0,,,130900000.0,104700000.0,-11800000.0,,,,51400000.0,,611900000.0,,,,70800000.0,-76300000.0,,7100000.0,334700000.0,,,,-243600000.0,,44400000.0,1261200000.0,12300000.0,-27100000.0,,,168300000.0,51200000.0,,301700000.0,164800000.0,,,,156800000.0,,,,2862700000.0,12100000.0,,338400000.0,,99700000.0,183100000.0,-3600000.0,864700000.0,,,-219200000.0,,114600000.0,,148300000.0,,,381500000.0,440700000.0,,,0.0,144100000.0,,,60200000.0,,265100000.0,,51200000.0,50000000.0,2.25,51200000.0,,170900000.0,17700000.0,14400000.0,32900000.0,357700000.0,48600000.0,,,60400000.0,500400000.0,693800000.0,104700000.0,,18300000.0,-81700000.0,,,,338400000.0,97400000.0,,,-1092200000.0,,,2.15,-26900000.0,,,,,-60100000.0,657200000.0,,-2600000.0,0.0,,588600000.0,70000000.0,,36800000.0,,,67800000.0,1028900000.0,,2800000.0,46600000.0,,,222400000.0,2205500000.0,,40200000.0,,804900000.0,169500000.0,5700000.0,87500000.0,168200000.0,33700000.0,,,232300000.0,-119600000.0,,822200000.0,75700000.0,-18600000.0,,,54500000.0,106500000.0,-233500000.0,,,,,500400000.0,,-23900000.0,,,132600000.0,220000000.0,,106200000.0,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.970272000,,,,,478200000.0,193800000.0,,2624100000.0,,,1645000000.0,,,,409600000.0,,,,0.01,,288300000.0,,,,,,,,910400000.0,500000.0,500000.0,,,,,,,,59300000.0,,,143900000.0,,,500000.0,4900000.0,61700000.0,,,363500000.0,,,,,,,,,,,267300000.0,,,92000000.0,,92000000.0,,,9100000.0,,,,407900000.0,,,1701000000.0,,,493800000.0,,,,,,,,,,,,,,73700000.0,,,,,,,,,,,,,,,0.01,,,1200000.0,,,78200000.0,,879200000.0,329500000.0,,,73100000.0,,,,,,880400000.0,,-444000000.0,,,,900000.0,,,,743300000.0,,,,,18900000.0,,,,,,,,,,,61200000.0,,,,5100000.0,,,,,,1400000.0,,,,790600000.0,,979100000.0,487800000.0,,,1187300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.978220800,26100000.0,,,330400000.0,442400000.0,0.0,2460700000.0,2460700000.0,,,1664200000.0,442400000.0,15900000.0,-14900000.0,595400000.0,330400000.0,175700000.0,,,,309000000.0,-22000000.0,,,,,600000.0,827600000.0,884200000.0,-13200000.0,-13200000.0,20400000.0,,57400000.0,1887800000.0,,,,64200000.0,169300000.0,37900000.0,132800000.0,,-97200000.0,-13200000.0,-16700000.0,,,37900000.0,337100000.0,-32600000.0,,,-200000.0,703800000.0,,74300000.0,540300000.0,21100000.0,,239800000.0,24700000.0,,37900000.0,63900000.0,37900000.0,319400000.0,,13400000.0,884200000.0,734900000.0,0.0,420100000.0,-18700000.0,131700000.0,1619100000.0,57200000.0,309000000.0,540300000.0,,-78600000.0,37900000.0,41300000.0,0.26,37900000.0,200000.0,,36700000.0,51200000.0,,796500000.0,62000000.0,20100000.0,,8300000.0,,,15900000.0,,420100000.0,,,-462600000.0,,1166400000.0,191500000.0,92000000.0,,,,1200000.0,0.26,,97900000.0,,-78600000.0,319400000.0,-62700000.0,,54700000.0,,0.0,1900000.0,,175700000.0,827600000.0,-13300000.0,-462600000.0,,10200000.0,1598800000.0,-7700000.0,1200000.0,61400000.0,,703800000.0,239800000.0,,,,67900000.0,1664200000.0,0.0,20100000.0,,337100000.0,,0.0,,289000000.0,,,1619100000.0,,-10500000.0,43200000.0,169300000.0,1200000.0,132800000.0,,,-20900000.0,0.0,52200000.0,,734900000.0,9900000.0,796500000.0,693300000.0,214700000.0,,1166400000.0,15900000.0,-38800000.0,96000000.0,-86400000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.985996800,,,,,439700000.0,0.0,,2351900000.0,,,1629700000.0,,,,598400000.0,291600000.0,149400000.0,,-0.24,,309200000.0,-5800000.0,,,,,,,871900000.0,-21400000.0,-21400000.0,,,,,,,,81900000.0,,,123000000.0,,,-21400000.0,-28600000.0,90100000.0,,32100000.0,319100000.0,-20200000.0,,,-5600000.0,,,,,,,180300000.0,26400000.0,,32100000.0,,32100000.0,,,12900000.0,,,0.0,405300000.0,,,1547300000.0,59000000.0,,527900000.0,,,,,,,14200000.0,,,,,,,16500000.0,,,,,,,,,,,,,,37900000.0,-0.24,,,1200000.0,,,111300000.0,,-100300000.0,345700000.0,,,129300000.0,,,-900000.0,,,791300000.0,,-462600000.0,,,,-16900000.0,,,,696500000.0,,,,,8400000.0,,,,,,,,,,,89700000.0,,,,-18000000.0,142300000.0,,,,,-38300000.0,-9100000.0,60400000.0,,675400000.0,,722200000.0,709700000.0,,,1159100000.0,,-19300000.0,78300000.0,-63100000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.993859200,,,,,439100000.0,0.0,,2221500000.0,,,1633300000.0,,,,578800000.0,198900000.0,162200000.0,,0.03,,310900000.0,4100000.0,,,,,,,872300000.0,2500000.0,2500000.0,,,,,,,,77600000.0,,,122300000.0,,,2500000.0,5100000.0,90500000.0,,36200000.0,271500000.0,-9000000.0,,,-5700000.0,,,,,,,17000000.0,25900000.0,,36200000.0,,36200000.0,,,10900000.0,,,0.0,413200000.0,,,1412300000.0,163600000.0,,546000000.0,,,,,,,47100000.0,,,,,,,14900000.0,,,,,,,,,,,,,,32100000.0,0.03,,,1200000.0,,,116600000.0,,-101300000.0,360800000.0,,,99300000.0,,,7700000.0,,,791500000.0,,-462600000.0,,,,6000000.0,,,,674100000.0,,,,,43200000.0,,,,,,,,,,,89800000.0,,,,17300000.0,139100000.0,,,,,8500000.0,5100000.0,151000000.0,,540000000.0,,588200000.0,695400000.0,,,1136700000.0,,-16700000.0,180300000.0,-167300000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.001808000,,,,,443600000.0,0.0,,2230500000.0,,,1630200000.0,,,,548500000.0,194300000.0,185000000.0,,0.03,,306700000.0,-3000000.0,,,,,,,867200000.0,2900000.0,2900000.0,,,,,,,,73800000.0,,,116900000.0,,,2900000.0,-3800000.0,90900000.0,,33200000.0,279100000.0,-13500000.0,,,-5700000.0,,,,,,,39100000.0,20600000.0,,33200000.0,,33200000.0,,,8900000.0,,,4300000.0,408100000.0,,,1431700000.0,-17500000.0,,554600000.0,,,,,,,-6200000.0,,,,,,,17700000.0,,,,,,,,,,,,,,36200000.0,0.03,,,1200000.0,,,111100000.0,,-96300000.0,340400000.0,,,95500000.0,,,-4700000.0,,,783800000.0,,-462600000.0,,,,1700000.0,,,,667500000.0,,,,,36200000.0,,,,,,,,,,,89900000.0,,,,15600000.0,136300000.0,,,,,4600000.0,1200000.0,-32700000.0,,564500000.0,,600300000.0,659600000.0,,,1130100000.0,,-11600000.0,-5900000.0,16200000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.009756800,-71700000.0,,,135600000.0,426800000.0,0.0,2061200000.0,2061200000.0,,537300000.0,1575600000.0,426800000.0,-46100000.0,-22900000.0,497300000.0,135600000.0,169400000.0,,,,340700000.0,-15000000.0,,,,,,713400000.0,832000000.0,-30100000.0,-30100000.0,-74900000.0,537300000.0,91300000.0,2654600000.0,,,,70900000.0,100300000.0,18200000.0,64500000.0,,-252600000.0,-30100000.0,-40900000.0,,,18200000.0,255300000.0,-32200000.0,,,-5900000.0,683600000.0,,-11200000.0,,-68200000.0,,19300000.0,18400000.0,,18200000.0,308700000.0,18200000.0,311400000.0,,9200000.0,832000000.0,500100000.0,0.0,354700000.0,,80100000.0,1332100000.0,23400000.0,340700000.0,,,-110700000.0,18200000.0,900000.0,-0.51,18200000.0,24600000.0,,41900000.0,37900000.0,,485600000.0,89800000.0,16500000.0,,-29000000.0,,,-46100000.0,,354700000.0,,,-529900000.0,,1213500000.0,304200000.0,33200000.0,,,,1200000.0,-0.51,,92600000.0,,-110700000.0,311400000.0,-80200000.0,,118700000.0,,0.0,-1200000.0,,169400000.0,713400000.0,-19700000.0,-529900000.0,,-25600000.0,2223000000.0,-16400000.0,1200000.0,89800000.0,,683600000.0,19300000.0,,,,-7700000.0,1575600000.0,4300000.0,16500000.0,,255300000.0,,,,431600000.0,,,1332100000.0,,255200000.0,-26100000.0,100300000.0,228500000.0,64500000.0,,,-46500000.0,-26200000.0,76500000.0,,500100000.0,79700000.0,485600000.0,589900000.0,442800000.0,,1213500000.0,-46100000.0,-32600000.0,56000000.0,-38400000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.017532800,,,,,424400000.0,0.0,,2058500000.0,,,1484800000.0,,,,503900000.0,205200000.0,164300000.0,,-0.64,,340500000.0,4300000.0,,,,,,,823400000.0,-3600000.0,-57300000.0,,481500000.0,,,,,,81100000.0,,,58500000.0,,,-57300000.0,-7100000.0,90000000.0,,22500000.0,271700000.0,-8600000.0,,,-5800000.0,,,,,,,68300000.0,18300000.0,,22500000.0,,22500000.0,,,8800000.0,,,0.0,329900000.0,,,1389200000.0,-42700000.0,,,,,,,,,-16500000.0,,,,,,,17800000.0,,,,,,,,,,,,,,18200000.0,-0.64,,,1200000.0,,,109300000.0,,-111400000.0,333200000.0,,,102800000.0,,,2100000.0,,,653400000.0,,-529900000.0,,,,-2200000.0,,,,673400000.0,,,,,24800000.0,,,,,,,2700000.0,,,,90000000.0,,,,6500000.0,37200000.0,,,,,-5800000.0,,-47600000.0,,565800000.0,,573700000.0,613200000.0,,,1203300000.0,,-10700000.0,-32000000.0,45500000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.025395200,,,,,585400000.0,0.0,,2154700000.0,,,1500300000.0,,,,577700000.0,239900000.0,159100000.0,,0.07,,341300000.0,23700000.0,,,,,,,988500000.0,6100000.0,6100000.0,,446800000.0,,,,,,76300000.0,,,61800000.0,,,6100000.0,2200000.0,92500000.0,,46200000.0,291900000.0,-27300000.0,,,-5400000.0,,,,,,,20100000.0,19100000.0,,46200000.0,,46200000.0,,,11400000.0,,,0.0,335800000.0,,,1471600000.0,-73400000.0,,33900000.0,,,,,,,-14700000.0,,,,,,,15600000.0,,,,,,,,,,,,,,22500000.0,0.07,,,1200000.0,,,114300000.0,,664100000.0,303900000.0,,,91600000.0,,,-4200000.0,,,665300000.0,,-529900000.0,,,,3900000.0,,,,683800000.0,,,,,41800000.0,,,,,,,2300000.0,,,,90300000.0,,,,22700000.0,,,,,,100000000.0,,-70700000.0,,483100000.0,,654400000.0,692000000.0,,,1213700000.0,,-23100000.0,-50300000.0,102100000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.033344000,,,,,589400000.0,0.0,,2131000000.0,,,1489900000.0,,,,564700000.0,217300000.0,159400000.0,,0.11,,323500000.0,7200000.0,,,,,,,978300000.0,9800000.0,9800000.0,,,,,,,,69600000.0,,,65400000.0,,,9800000.0,12300000.0,91700000.0,,53400000.0,292600000.0,1600000.0,,,-5700000.0,,,,,,,19400000.0,18900000.0,,53400000.0,,53400000.0,,,11900000.0,,,8300000.0,327200000.0,,,1453100000.0,-14800000.0,,479500000.0,,,,,,,-2200000.0,,,,,,,16100000.0,,,,,,,,,,,,,,46200000.0,0.11,,,1200000.0,,,103800000.0,,-111000000.0,296000000.0,,,77200000.0,,,18300000.0,,,661600000.0,,-529900000.0,,,,6100000.0,,,,683200000.0,,,,,45500000.0,,,,,,,2000000.0,,,,90700000.0,,,,26600000.0,41900000.0,,,,,15900000.0,,1700000.0,,474800000.0,,641100000.0,668500000.0,,,1213100000.0,,-18600000.0,3800000.0,3000000.0,,,,,,,,,,,,,,,,,,,,,
