date,quarterlyNetIncomeContinuousOperations,trailingInvestingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,trailingPurchaseOfBusiness,trailingCashDividendsPaid,annualOtherNonCashItems,annualTotalAssets,trailingNetIncome,quarterlyOtherCurrentLiabilities,annualStockholdersEquity,annualNonCurrentDeferredRevenue,annualLongTermDebt,annualBasicAverageShares,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyAccountsReceivable,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,annualInventory,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualBasicEPS,annualSaleOfInvestment,quarterlyLongTermDebt,quarterlyDilutedAverageShares,annualCommonStockIssuance,annualCapitalStock,annualGoodwill,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,annualStockBasedCompensation,quarterlyInventory,trailingGrossProfit,annualOperatingIncome,annualOtherIncomeExpense,annualAccountsPayable,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualNetPPE,quarterlyCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualEndCashPosition,trailingRepaymentOfDebt,quarterlyBasicEPS,annualCashFlowFromContinuingFinancingActivities,annualEbitda,trailingTotalRevenue,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCurrentDebt,trailingEndCashPosition,trailingPretaxIncome,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,annualDilutedAverageShares,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyTotalAssets,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingOperatingExpense,trailingCapitalExpenditure,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,annualRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyChangeInWorkingCapital,trailingInterestExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyEbitda,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,annualInterestExpense,annualRepaymentOfDebt,trailingChangesInAccountReceivables,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyOperatingExpense,annualTotalNonCurrentAssets,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyCurrentDeferredRevenue,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingChangeInAccountPayable,quarterlyOtherNonCashItems,annualGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualChangeInWorkingCapital,annualOtherCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyTotalRevenue,annualChangeInInventory,trailingTaxProvision,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,annualFreeCashFlow,annualPurchaseOfBusiness,annualCostOfRevenue,annualBeginningCashPosition,trailingOtherNonCashItems,annualCashDividendsPaid,annualNetIncome,trailingChangeInInventory,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,annualDeferredIncomeTax,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,annualRetainedEarnings,annualOtherShortTermInvestments,trailingDeferredIncomeTax,quarterlyChangeInInventory,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,quarterlyRetainedEarnings,trailingDilutedAverageShares,trailingResearchAndDevelopment
1970-01-01 00:00:00.978220800,,-35680000.0,,,,-1600000.0,,,0.0,-272380000.0,,70908000.0,226750000.0,,0.0,,,28000000.0,2718000.0,,,,,,,,265000.0,,8742000.0,,0.075,,,,,,,,306018000.0,,,,274624000.0,-17072000.0,,,22878000.0,,1600000.0,50230000.0,,,,,,,,,,,,-335851000.0,,0.0,-12132000.0,533935000.0,1094000.0,50230000.0,,-269244000.0,,,7469000.0,234769000.0,,-1600000.0,,,,,0.075,,,28000000.0,,,,,264555000.0,,42074000.0,,,,10069000.0,-36858000.0,,,22445000.0,10069000.0,0.0,,,6375000.0,,,,,70867000.0,,234856000.0,,,,,2100000.0,-11142000.0,,,,,226750000.0,,,,,,0.0,,-5881000.0,,,-255000.0,,,,-116000.0,269160000.0,,,,3502000.0,,5373000.0,,,,,7722000.0,,,,,,259311000.0,,,,,-87000.0,,96567000.0,2100000.0,,,,,,1600000.0,,17505000.0,,-1794000.0,,2100000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.009756800,,,,,,-10273000.0,,,,,,84282000.0,,,0.0,,,28000000.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,-481000.0,,,20647000.0,,10273000.0,57801000.0,,,,,,,,,,,,,,0.0,3259000.0,,,57801000.0,,,,,,,,-10273000.0,,,,,0.0,,,28000000.0,,,,,,,,,,,,,,,21128000.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,18673000.0,,,,,,,,,,,,,,2423000.0,,,,,,10273000.0,,,,,,2423000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.041292800,,,,,,-4271000.0,,,,,-2737000.0,88338000.0,,,0.0,,,28000000.0,,,20059000.0,,4475000.0,,,,,252000.0,,,0.095357,,,,,,,,,22859000.0,,,,-336000.0,3006000.0,18013000.0,23581000.0,,4271000.0,60073000.0,,,0.0,,,,0.0,,,,0.0,,,0.0,4139000.0,,,60073000.0,,,,,,,0.0,2487000.0,,,,5154000.0,0.095357,,,28000000.0,,,,,,,,,,-6758000.0,,,,0.0,4475000.0,,0.0,,,,,,,,,23111000.0,,,,,,2670000.0,,0.0,,,,,,2046000.0,0.0,,,,,,,,,,,65227000.0,,,,,,,,4139000.0,,,,,20059000.0,,-137000.0,0.0,,,,,,,-14000.0,,,,2670000.0,,,0.0,,,-2487000.0,,19442000.0,0.0,,,2670000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.056931200,-872000.0,,,,,,-872000.0,,,,,,,,,,,,,,,,,,,6467000.0,,,,,,,,28000000.0,,,,289000.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.031143,,,,,,,,,,,,,,,,-872000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,28000000.0,,,,,,,,,,,,,,,,-355000.0,,,,,,,,,,,-355000.0,806000.0,,,,,,,,,,,,,-0.031143,,,,,,,,,,6112000.0,,,,,,-1161000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.064880000,514000.0,,,1506000.0,,,354000.0,1666000.0,,,,,,,,,,,,,,,,,,7141000.0,,,,,,,,28000000.0,,,,0.0,,,,,,,,,,,,,,,,,,1943000.0,,,,7284000.0,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,1506000.0,,,,,,,,,,,,,,,,,,,,28000000.0,-791000.0,,,,,,,,,,,,,0.0,,2422000.0,,,,,,,,-160000.0,8790000.0,,2422000.0,1943000.0,,,,,,,,160000.0,,0.0,,,0.0,,,,,,,,,,9563000.0,,,-160000.0,,,479000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,2058000.0,,,-2096000.0,961000.0,-29297000.0,1460000.0,3332000.0,,,-136000.0,140425000.0,,0.0,,,,28000000.0,,1979000.0,56128000.0,,6453000.0,30856000.0,,5419000.0,,248000.0,,0.0,0.02075,,,,,,,646000.0,,30856000.0,,248000.0,,154000.0,1185000.0,24067000.0,30800000.0,6694000.0,5909000.0,95826000.0,,,6694000.0,6694000.0,,2525000.0,961000.0,,,8790000.0,6694000.0,,,30082000.0,6607000.0,,,95826000.0,,,,30082000.0,,,6694000.0,-22526000.0,,0.0,581000.0,0.0,0.02075,57089000.0,,28000000.0,,961000.0,-938000.0,140425000.0,,102627000.0,,,,-6771000.0,,,95826000.0,0.0,6453000.0,,0.0,,,,,,,-896000.0,,37798000.0,,24067000.0,,,0.0,581000.0,,0.0,,30082000.0,-1158000.0,,4044000.0,1979000.0,6694000.0,,,,,,-5428000.0,6694000.0,,4044000.0,2525000.0,102627000.0,,,,56128000.0,37798000.0,,243000.0,6607000.0,0.0,961000.0,,,57089000.0,,-989000.0,0.0,,,,,95826000.0,9463000.0,4000.0,,-4270000.0,,1339000.0,1519000.0,0.0,30082000.0,,,-862000.0,,24193000.0,0.0,,,581000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.080691200,7280000.0,,,,0.0,,7280000.0,0.0,,,,,,0.0,,,,,,2167000.0,,,,37419000.0,,5228000.0,,,,,,,25000000.0,28000000.0,,,,,,,,282000.0,,,,,,4378000.0,,,,,,4378000.0,,,,,123394000.0,0.0,,,0.255,,,,,,,,437000.0,,,,,,,7380000.0,7280000.0,,,48334000.0,,,,,0.0,131386000.0,,89307000.0,,,,,,,81927000.0,,,,,,,,,,28000000.0,,,,,21167000.0,-54456000.0,,0.0,,,,,,,,10204000.0,,,68938000.0,,,,,0.0,0.0,,10204000.0,1834000.0,,,,,23334000.0,42079000.0,,,,,25000000.0,,0.255,,,,,,,,,81927000.0,15432000.0,,,,,,8370000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.088553600,10351000.0,,,,637000.0,,10351000.0,236000.0,,,,,,0.0,,,,,,2189000.0,,,,51138000.0,,6208000.0,,,,,,,,14000000.0,,,,,,,,293000.0,,,,,,2008000.0,,,,,,2008000.0,,,,,,0.0,,,0.739357,,,,,,,,,30082000.0,,,,,,5759000.0,10351000.0,,,52662000.0,,,,,-2436000.0,154714000.0,,101275000.0,,,,,,,142450000.0,,,,,,,,,,14000000.0,,,,,19754000.0,88832000.0,,0.0,,,,,,,,12312000.0,,,88832000.0,,,,,-4922000.0,2008000.0,,12312000.0,1691000.0,,,,,52025000.0,53439000.0,,,,,637000.0,,0.739357,,,,,,,,,95516000.0,18520000.0,,,,,,10621000.0,,,-46934000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.096502400,5991000.0,,,13872000.0,683000.0,,5991000.0,4713000.0,,,,,,0.0,,,,,,1398000.0,,,,3760000.0,,5245000.0,,,,,,,25000000.0,28000000.0,,,,,,,,,,,,,,15880000.0,,,,,,15880000.0,,1749000.0,,,144365000.0,2008000.0,,,0.17,,,,,,,,301000.0,,,,,,,6600000.0,5991000.0,,,28214000.0,,,,,4561000.0,102601000.0,,82290000.0,,,,,,,113300000.0,,,,,,,,,,28000000.0,-3351000.0,,,,1133000.0,-82952000.0,,0.0,,,,,,-570000.0,,8349000.0,,,61413000.0,,,,,-722000.0,15880000.0,,9237000.0,2637000.0,,,,,2531000.0,20311000.0,,,,888000.0,25683000.0,,0.17,,,,,,,,,75690000.0,14482000.0,,,-152000.0,,,6600000.0,9881000.0,,-37610000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,6531000.0,,,3224000.0,585000.0,-6214000.0,6531000.0,10918000.0,,,-15000.0,103758000.0,,0.0,61528000.0,,25000000.0,28000000.0,,1697000.0,3413000.0,,7224000.0,2859000.0,0.0,5736000.0,,,,,0.4,,25000000.0,,145460000.0,84848000.0,,,,2859000.0,,,,35041000.0,0.0,1716000.0,67766000.0,19104000.0,15867000.0,74626000.0,,-23320000.0,19104000.0,19104000.0,4718000.0,1738000.0,25585000.0,,84848000.0,15880000.0,19104000.0,,,2757000.0,42265000.0,,,113597000.0,,,396000.0,,,,19104000.0,-3237000.0,,1881000.0,6531000.0,,0.4,28998000.0,34488000.0,28000000.0,4718000.0,585000.0,10765000.0,103758000.0,,81225000.0,,-132513000.0,,-2977000.0,,,113597000.0,1881000.0,9084000.0,,1860000.0,,-38971000.0,,,-223000.0,,1959000.0,,22533000.0,,1716000.0,-23320000.0,,0.0,32494000.0,,0.0,,-137398000.0,-417000.0,,9284000.0,1697000.0,12410000.0,61528000.0,,697000.0,,,-570000.0,19104000.0,,10256000.0,2710000.0,81225000.0,,,,3413000.0,22533000.0,,,44125000.0,972000.0,25585000.0,,,28998000.0,,-25860000.0,0.0,,,,,74626000.0,15992000.0,,,-153000.0,,32494000.0,7546000.0,-7124000.0,,-38971000.0,,12890000.0,,23641000.0,6694000.0,,,32494000.0,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.112227200,6326000.0,,,-688000.0,831000.0,,6326000.0,6762000.0,,,,,,0.0,,,,,,2024000.0,,,,4996000.0,,5388000.0,,,,,,,147055000.0,28666000.0,,,,,,,,,,,,,,18416000.0,,,-7143000.0,,,18416000.0,,2363000.0,,,108727000.0,19104000.0,,,0.215,,,,,,,,1118000.0,,,,,,,2293000.0,6326000.0,,,151549000.0,,,63673000.0,,-114964000.0,250163000.0,,225613000.0,,94000.0,,,,,200427000.0,,,,,,,,,,28666000.0,-2453000.0,,,,1639000.0,-22725000.0,,0.0,,,,,,-1050000.0,,10148000.0,,,86002000.0,,,,,-122776000.0,18416000.0,,11125000.0,3340000.0,,,,,3663000.0,24550000.0,,83000.0,,977000.0,147886000.0,,0.215,,,,,,,,,159647000.0,16513000.0,,,-121726000.0,,,7785000.0,115326000.0,,-40780000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.120089600,6041000.0,,,35894000.0,390000.0,,6041000.0,12490000.0,,,,,,0.0,,,,,,4777000.0,,,,6516000.0,,6448000.0,,,,,,,182957000.0,29876000.0,,,,,,,,,,,,,,54310000.0,,,,,,54310000.0,,3849000.0,,,106450000.0,18416000.0,,,0.2,,,,,,,,2365000.0,,,,,,,4489000.0,6041000.0,,,190890000.0,,,62707000.0,,133506000.0,286584000.0,,225021000.0,,-15017000.0,,,,,201337000.0,,,,,,,,,,29876000.0,2468000.0,,,,2766000.0,-22771000.0,,0.0,,,,,,-781000.0,,12083000.0,,,83679000.0,,,,,-1618000.0,54310000.0,,13073000.0,4839000.0,,,,,7543000.0,61563000.0,,140000.0,,990000.0,183347000.0,,0.2,,,,,,,,,157825000.0,19521000.0,,,121016000.0,,,8234000.0,25022000.0,,-43512000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
