,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualBasicAverageShares,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualCurrentDeferredRevenue,quarterlyOtherNonCashItems,annualCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInAccountPayable,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,annualInterestExpense,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyEbitda,annualAccumulatedDepreciation,quarterlyStockBasedCompensation,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualBasicEPS,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualChangeInWorkingCapital,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,annualDilutedAverageShares,annualCommonStockIssuance,annualFreeCashFlow,annualNetIncome,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualCurrentDebt,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualDilutedEPS,annualOtherNonCashItems,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualPurchaseOfBusiness,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,trailingChangeInInventory,trailingStockBasedCompensation,annualSaleOfInvestment,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualIncomeTaxPayable,annualStockBasedCompensation,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,trailingPretaxIncome,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,annualOtherIntangibleAssets,annualGrossProfit,annualCurrentLiabilities,annualInventory,quarterlyNetPPE,quarterlyPretaxIncome,annualNetPPE,annualEbitda,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,annualGoodwill,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,trailingChangeInWorkingCapital,trailingGrossProfit,annualRepaymentOfDebt,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,trailingDeferredIncomeTax,trailingOtherIncomeExpense,trailingTotalRevenue,annualPretaxIncome,quarterlyDilutedEPS,annualInvestingCashFlow,annualEndCashPosition,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingChangeInCashSupplementalAsReported,trailingRepaymentOfDebt,annualOtherIncomeExpense,annualOperatingIncome,quarterlyBeginningCashPosition,annualGrossPPE,annualAccountsPayable,trailingInvestingCashFlow,trailingCapitalExpenditure,quarterlyCapitalStock,annualNonCurrentDeferredRevenue,trailingCashDividendsPaid,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
804470400,,,,,,230300000.0,-7200000.0,,,11900000.0,-10700000.0,,30300000.0,0.0,6100000.0,,,,,296300000.0,,,-800000.0,,,,,,,,,,,408000000.0,85900000.0,174000000.0,,-400000.0,27727273.0,70800000.0,,1600000.0,18400000.0,,,,,,,,,,150800000.0,200000000.0,,210400000.0,,,,-200000.0,,,,,,,18400000.0,-15400000.0,0.22,,155900000.0,,,,,,100000.0,12000000.0,6100000.0,,,,,,,9900000.0,,,,,-10600000.0,3200000.0,,,-900000.0,0.0,4400000.0,,,,,,,,,104400000.0,900000.0,6100000.0,20900000.0,,,-155000000.0,27727273.0,54400000.0,,,,-2000000.0,8600000.0,,,,2300000.0,,,,,253000000.0,8400000.0,,,,,32300000.0,-2000000.0,,,,,,,,447900000.0,,,273900000.0,,,,,,,9300000.0,9300000.0,,,,,,0.22,,,,,,,,6500000.0,,50400000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
812419200,-8000000.0,11900000.0,27428571.0,,,257700000.0,-4100000.0,100000.0,,9000000.0,-45500000.0,,28900000.0,0.0,1600000.0,,,-64700000.0,,344700000.0,75300000.0,,1300000.0,193400000.0,239700000.0,,,,,,3800000.0,17500000.0,,442800000.0,105000000.0,193400000.0,,-500000.0,,72000000.0,,400000.0,15900000.0,-159500000.0,,,,-0.29,,20900000.0,8600000.0,,152100000.0,228800000.0,,239700000.0,-8000000.0,,344700000.0,-6000000.0,,27428571.0,,-32000000.0,-8000000.0,72000000.0,19900000.0,-1600000.0,,,183000000.0,11100000.0,831600000.0,11200000.0,183000000.0,-1700000.0,0.0,13000000.0,1600000.0,13000000.0,,10100000.0,497600000.0,,49200000.0,11100000.0,304200000.0,-0.29,1400000.0,,-39700000.0,13000000.0,,152100000.0,41600000.0,100000.0,4800000.0,,,,26100000.0,56700000.0,-4300000.0,,,110400000.0,200000.0,1600000.0,20900000.0,,,-159500000.0,,56700000.0,,,,2500000.0,6900000.0,,,,2900000.0,,100200000.0,105000000.0,110400000.0,283300000.0,4500000.0,283300000.0,51000000.0,32700000.0,,36300000.0,-32800000.0,0.0,,-7400000.0,36300000.0,,11900000.0,,497600000.0,,600000.0,304200000.0,,,,931800000.0,,,11900000.0,11900000.0,,,,,2100000.0,,-71600000.0,0.0,,40200000.0,,,,6900000.0,,55700000.0,,,-5400000.0,24900000.0,0.0,442800000.0,55700000.0,,,,,,,,,,,,,,,,,,,,
820368000,,,,,,267500000.0,17700000.0,,,8900000.0,-11400000.0,,28100000.0,0.0,-700000.0,,,,,352800000.0,,,-100000.0,,,,,,,,,,,453600000.0,122100000.0,195100000.0,,-400000.0,41383875.0,70900000.0,,300000.0,16000000.0,,,,,,,,,,151000000.0,239400000.0,,230700000.0,,,,100000.0,,,,,,,19200000.0,8700000.0,-0.03,,177300000.0,,,,,,100000.0,12100000.0,-700000.0,,,,,,,7000000.0,,,,,-12400000.0,15600000.0,,,-8700000.0,0.0,6400000.0,,,,,,,,,101800000.0,200000.0,-700000.0,20600000.0,,,-164700000.0,41383875.0,53300000.0,,,,4400000.0,24500000.0,,,,3300000.0,,,,,288900000.0,2600000.0,,,,,34900000.0,12100000.0,,,,,,,,504600000.0,,,309500000.0,,,,,,,16300000.0,16300000.0,,,,,,-0.03,,,,,,,,7100000.0,,71600000.0,,,,,11900000.0,,,,,,,,,,,,,,,,,,,,,,
828230400,,,,,,272000000.0,-40200000.0,,,3600000.0,-10900000.0,,23500000.0,0.0,-3400000.0,,,,,378700000.0,,,-100000.0,,,,,,,,,,,464500000.0,123400000.0,214200000.0,,-400000.0,28333333.0,67200000.0,,-3500000.0,11100000.0,,,,,,,,,,147200000.0,248500000.0,,255300000.0,,,,200000.0,,,,,,,19900000.0,-27500000.0,-0.12,,202100000.0,,,,,,100000.0,12400000.0,-600000.0,,,,,,,11600000.0,,,,,-11500000.0,33100000.0,,,38000000.0,-3900000.0,5200000.0,,,,,,,,,129300000.0,400000.0,-3400000.0,19300000.0,,,-171300000.0,28333333.0,53100000.0,,,,-8100000.0,-35200000.0,,,,-500000.0,,,,,293200000.0,-1100000.0,,,,,30400000.0,-46700000.0,,,,,,,,526700000.0,,,312500000.0,,,,,,,8200000.0,8200000.0,,,,,,-0.12,,,,,,,,7500000.0,,59900000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
836092800,,,,,,294300000.0,-2300000.0,,,5400000.0,-4700000.0,,24700000.0,0.0,1000000.0,,,,,383700000.0,,,,,,,,,,,,,,466600000.0,130700000.0,224400000.0,,-400000.0,25000000.0,67800000.0,,-1300000.0,12800000.0,,,,,,,,,,147800000.0,269600000.0,,253000000.0,,,,0.0,,,,,,,19300000.0,-9600000.0,0.04,,199800000.0,,,,,,100000.0,11900000.0,1000000.0,,,,,,,12500000.0,,,,,-4800000.0,34900000.0,,,-1000000.0,0.0,5500000.0,,,,,,,,,140400000.0,700000.0,1000000.0,19200000.0,,,-177900000.0,25000000.0,53100000.0,,,,-400000.0,5400000.0,,,,-400000.0,,,,,288700000.0,600000.0,,,,,35700000.0,600000.0,,,,,,,,532300000.0,,,307900000.0,,,,,,,7800000.0,7800000.0,,,,,,0.04,,,,,,,,7400000.0,,60100000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
844041600,-4500000.0,18000000.0,28181818.0,,,305500000.0,10400000.0,-3900000.0,,3500000.0,-5500000.0,,22200000.0,0.0,-4200000.0,,,-34300000.0,,392800000.0,77100000.0,,,229300000.0,252000000.0,,,,,,-400000.0,21500000.0,,466600000.0,140800000.0,229300000.0,,-500000.0,,63100000.0,,4100000.0,9500000.0,-178000000.0,,,,-0.26,,18800000.0,-14400000.0,,143100000.0,283300000.0,,252000000.0,-7300000.0,,392800000.0,0.0,,28181818.0,,-22900000.0,-7300000.0,63100000.0,18700000.0,3600000.0,,,198300000.0,8500000.0,1040700000.0,11900000.0,198300000.0,-1700000.0,100000.0,12700000.0,-4200000.0,35900000.0,,4600000.0,536700000.0,,49100000.0,8500000.0,307400000.0,-0.26,,,-5600000.0,35900000.0,,143100000.0,-1000000.0,0.0,5600000.0,,,,28000000.0,53600000.0,-24800000.0,,,136900000.0,100000.0,-4200000.0,18800000.0,,,-178000000.0,,53600000.0,,,,10200000.0,16700000.0,,,,2200000.0,,98600000.0,140800000.0,136900000.0,288600000.0,-2000000.0,288600000.0,49500000.0,11400000.0,,33500000.0,11100000.0,100000.0,,300000.0,33500000.0,,18000000.0,,536700000.0,,6100000.0,307400000.0,,,,1139300000.0,,,18000000.0,18000000.0,,,,,100000.0,,-32500000.0,0.0,,27300000.0,,,,6000000.0,,71400000.0,,,100000.0,21500000.0,0.0,466600000.0,71400000.0,,,,,,,,,,,,,,,,,,,,
851990400,,,,,,297800000.0,,,,16300000.0,-4200000.0,,30300000.0,0.0,10100000.0,,,,,372000000.0,,,,,,,,,,,,,,464100000.0,116800000.0,217700000.0,,-400000.0,41383875.0,73200000.0,,,16300000.0,,,,,,,,,,152800000.0,267500000.0,,255200000.0,,,,-100000.0,,,,,,,14000000.0,,0.37,,196000000.0,,,,,,0.0,14000000.0,10100000.0,,,,,,,212500000.0,,,,,-4200000.0,,,,-13100000.0,0.0,5400000.0,,,,,,,,,,2100000.0,10100000.0,21800000.0,,,-178000000.0,41383875.0,59200000.0,,,,-600000.0,16700000.0,,,,2800000.0,,,,,286100000.0,12900000.0,,,,,,12500000.0,,,,,,,,525600000.0,,,307900000.0,,,,,,,5200000.0,5200000.0,,,,,,0.37,,,,,,,,,,,,,,,5800000.0,,,,,,,,,,,,,,,,,,,,,,
859766400,,,,,,303400000.0,,,,9700000.0,-7900000.0,,30200000.0,0.0,5000000.0,,,,,373400000.0,,,,,,,,,,,,,,474700000.0,124300000.0,222900000.0,,-400000.0,27777778.0,77300000.0,,,16800000.0,,,,,,,,,,157400000.0,273200000.0,,249100000.0,,,,-100000.0,,,,,,,20500000.0,,0.18,,193500000.0,,,,,,100000.0,13400000.0,5000000.0,,,,,,,8000000.0,,,,,-8000000.0,33600000.0,,,5200000.0,0.0,5300000.0,,,,,,,,,137900000.0,300000.0,5000000.0,21800000.0,,,-187800000.0,27777778.0,55500000.0,,,,-9700000.0,-7000000.0,,,,-300000.0,,,,,286900000.0,4700000.0,,,,,32900000.0,-15000000.0,,,,,,,,531600000.0,,,308700000.0,,,,,,,7700000.0,7700000.0,,,,,,0.18,,,,,,,,,,57800000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
867628800,,,,,,335200000.0,600000.0,,,12600000.0,-28500000.0,,34800000.0,0.0,7300000.0,,,,,401700000.0,,,100000.0,,,,,,,,,,,503400000.0,137000000.0,236800000.0,,-400000.0,28076923.0,84200000.0,,-300000.0,20100000.0,,,,,,,,,,164200000.0,300400000.0,,264700000.0,,,,0.0,,,,,,,22200000.0,-8000000.0,0.26,,210400000.0,,,,,,0.0,14700000.0,7300000.0,,,,,,,7700000.0,,,,,-28600000.0,30900000.0,,,13600000.0,-100000.0,5600000.0,,,,,,,,,146000000.0,100000.0,7300000.0,21300000.0,,,-194800000.0,28076923.0,54300000.0,,,,300000.0,15200000.0,,,,-200000.0,,,,,308600000.0,7100000.0,,,,,38900000.0,-13400000.0,,,,,,,,566700000.0,,,329900000.0,,,,,,,8100000.0,8100000.0,,,,,,0.26,,,,,,,,7500000.0,,67200000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
875577600,41000000.0,20300000.0,41275168.0,,,341200000.0,-4300000.0,0.0,,25100000.0,-7100000.0,,41800000.0,0.0,18700000.0,,,-50200000.0,,395800000.0,80400000.0,,-400000.0,251100000.0,278200000.0,,,,,,2600000.0,22100000.0,,510700000.0,117600000.0,251100000.0,,-500000.0,,102500000.0,,1200000.0,33200000.0,-200800000.0,,,,0.993333,,18100000.0,-24400000.0,,182500000.0,299400000.0,,278200000.0,41000000.0,,395800000.0,-1200000.0,,41275168.0,,-600000.0,41000000.0,102500000.0,16700000.0,-200000.0,,,224700000.0,6600000.0,1133400000.0,18000000.0,224700000.0,-1700000.0,100000.0,8600000.0,18700000.0,11600000.0,,2800000.0,579100000.0,,50600000.0,6600000.0,328000000.0,0.993333,-200000.0,,-9400000.0,11600000.0,,182500000.0,-5400000.0,100000.0,5800000.0,,,,29800000.0,53400000.0,-9300000.0,,,146200000.0,-400000.0,18700000.0,18100000.0,,,-200800000.0,,53400000.0,,,,12300000.0,24700000.0,,,,500000.0,,144200000.0,117600000.0,146200000.0,309900000.0,19200000.0,309900000.0,93600000.0,49600000.0,,34800000.0,15300000.0,100000.0,,-1400000.0,34800000.0,,20300000.0,,579100000.0,,2300000.0,328000000.0,,,,1277600000.0,,,20300000.0,20300000.0,,,,,43800000.0,,-47700000.0,0.0,,300000.0,,,,8100000.0,,71200000.0,,,2000000.0,63800000.0,0.0,510700000.0,71200000.0,,,,,,,,,,,,,,,,,,,,
883526400,,,,,,337900000.0,14400000.0,,,15400000.0,-15500000.0,,37500000.0,0.0,11100000.0,,,,,370600000.0,,,-100000.0,,,,,,,,,,,525400000.0,114100000.0,229000000.0,,-400000.0,41383875.0,113200000.0,,-1800000.0,23500000.0,,,,,,,,,,193200000.0,300400000.0,,256500000.0,,,,-400000.0,,,,,,,22100000.0,20800000.0,0.4,,204900000.0,,,,,,0.0,14000000.0,11100000.0,,,,,,,10100000.0,,,,,-15400000.0,8700000.0,,,-23200000.0,0.0,5000000.0,,,,,,,,,125400000.0,-100000.0,11100000.0,18300000.0,,,-208100000.0,41383875.0,51600000.0,,,,-6300000.0,32400000.0,,,,-800000.0,,,,,317300000.0,10300000.0,,,,,39300000.0,17000000.0,,,,,,,,564600000.0,,,335600000.0,,,,,,,14000000.0,14000000.0,,,,,,0.4,,,,,,,,8100000.0,,66100000.0,,,,,20300000.0,,,,,,,,,,,,,,,,,,,,,,
891302400,,,,,,324400000.0,-28100000.0,,,11300000.0,-9900000.0,,34800000.0,0.0,6800000.0,,,,,374400000.0,,,0.0,,,,,,,,,,,535500000.0,104700000.0,237200000.0,,-400000.0,27200000.0,119500000.0,,-600000.0,19300000.0,,,,,,,,,,199600000.0,289600000.0,,269700000.0,,,,300000.0,,,,,,,23500000.0,-25000000.0,0.25,,219400000.0,,,,,,0.0,15500000.0,6800000.0,,,,,,,5600000.0,,,,,-10400000.0,11600000.0,,,16900000.0,0.0,5100000.0,,,,,,,,,150400000.0,-100000.0,6800000.0,17700000.0,,,-215600000.0,27200000.0,50300000.0,,,,-6800000.0,-13700000.0,,,,-500000.0,,,,,319900000.0,6300000.0,,,,,32000000.0,-24100000.0,,,,,,,,574800000.0,,,337600000.0,,,,,,,7300000.0,7300000.0,,,,,,0.25,,,,,,,,8000000.0,,61100000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
899164800,,,,,,328500000.0,-7400000.0,,,19000000.0,-11700000.0,,41100000.0,0.0,11800000.0,,,,,367200000.0,,,0.0,,,,,,,,,,,548300000.0,97900000.0,237700000.0,,-400000.0,27441860.0,130300000.0,,1900000.0,27400000.0,,,,,,,,,,210400000.0,287400000.0,,269300000.0,,,,1600000.0,,,,,,,22100000.0,10900000.0,0.43,,216700000.0,,,,,,0.0,13700000.0,11800000.0,,,,,,,9100000.0,,,,,-13600000.0,11600000.0,,,-3000000.0,0.0,5200000.0,,,,,,,,,139500000.0,100000.0,11800000.0,15800000.0,,,-223300000.0,27441860.0,52600000.0,,,,-1400000.0,13500000.0,,,,2100000.0,,,,,325000000.0,13900000.0,,,,,37300000.0,-100000.0,,,,,,,,578500000.0,,,340800000.0,,,,,,,5900000.0,5900000.0,,,,,,0.43,,,,,,,,8400000.0,,49000000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
907113600,50000000.0,25100000.0,41436464.0,,,340700000.0,22400000.0,100000.0,,31600000.0,-10200000.0,,55300000.0,0.0,20300000.0,,,-53500000.0,,369600000.0,91400000.0,,,258500000.0,258100000.0,,,,,,600000.0,20200000.0,,562100000.0,111500000.0,258500000.0,,-500000.0,,150800000.0,,1100000.0,39700000.0,-231000000.0,,,,1.206667,,11800000.0,1300000.0,,230900000.0,285400000.0,,258100000.0,50000000.0,,369600000.0,-900000.0,,41436464.0,,31500000.0,50000000.0,150800000.0,23700000.0,-2200000.0,,,199800000.0,9900000.0,1162800000.0,20300000.0,199800000.0,-1700000.0,-100000.0,15600000.0,20300000.0,5900000.0,,6500000.0,601400000.0,,58800000.0,9900000.0,342900000.0,1.206667,,,-14100000.0,5900000.0,,230900000.0,-23200000.0,100000.0,4900000.0,,,,32600000.0,58400000.0,4500000.0,,,141700000.0,-600000.0,20300000.0,11800000.0,,,-231000000.0,,58400000.0,,,,19300000.0,52800000.0,,,,5800000.0,,168700000.0,111500000.0,141700000.0,331100000.0,26100000.0,331100000.0,109900000.0,85000000.0,,35500000.0,38700000.0,-100000.0,,600000.0,35500000.0,,25100000.0,,601400000.0,,4800000.0,342900000.0,,,,1331500000.0,,,25100000.0,25100000.0,,,,,56500000.0,,-47300000.0,0.0,,-32500000.0,,,,8100000.0,,70100000.0,,,-600000.0,77300000.0,0.0,562100000.0,70100000.0,,,,,,,,,,,,,,,,,,,,
915062400,,,,,,336100000.0,8300000.0,,,26200000.0,-12900000.0,,52600000.0,0.0,15900000.0,,,,,360100000.0,,,-100000.0,,,,,,,,,,,574200000.0,115000000.0,260000000.0,,-400000.0,41383875.0,166300000.0,,4200000.0,34900000.0,,,,,,,,,,246400000.0,283500000.0,,245100000.0,,,,-300000.0,,,,,,,26400000.0,10800000.0,0.58,,185400000.0,,,,,,0.0,17700000.0,15900000.0,,,,,,,6000000.0,,,,,-12800000.0,4600000.0,,,-16200000.0,0.0,4700000.0,,,,,,,,,130900000.0,-100000.0,15900000.0,11900000.0,,,-238700000.0,41383875.0,59700000.0,,,,8500000.0,37400000.0,,,,5500000.0,,,,,335500000.0,21400000.0,,,,,34500000.0,24600000.0,,,,,,,,607400000.0,,,347400000.0,,,,,,,33700000.0,33700000.0,,,,,,0.58,,,,,,,,8700000.0,,75900000.0,,,,,25100000.0,,,,,,,,,,,,,,,,,,,,,,
922838400,,,,,,329900000.0,-30500000.0,,,25300000.0,-26300000.0,,54700000.0,0.0,14600000.0,,,,,365300000.0,,,,,,,,,,,,,,599000000.0,110600000.0,261300000.0,,-400000.0,27547170.0,180500000.0,,-3400000.0,33700000.0,,,,,,,,,,260500000.0,275200000.0,,254700000.0,,,,-600000.0,,,,,,,29400000.0,-41400000.0,0.53,,198000000.0,,,,,,0.0,21000000.0,14600000.0,,,,,,,7100000.0,,,,,-26000000.0,6300000.0,,,13900000.0,0.0,4100000.0,,,,,,,,,172300000.0,500000.0,14600000.0,12200000.0,,,-245800000.0,27547170.0,56700000.0,,,,-20600000.0,-8000000.0,,,,7000000.0,,,,,353200000.0,21600000.0,,,,,37800000.0,-34000000.0,,,,,,,,626700000.0,,,365400000.0,,,,,,,13100000.0,13100000.0,,,,,,0.53,,,,,,,,8400000.0,,66500000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
930700800,,,,,,344200000.0,-15300000.0,,,29300000.0,-13000000.0,,58400000.0,5600000.0,18300000.0,,,,,378700000.0,,,,,,,,,,,,,,611200000.0,129700000.0,288600000.0,,-400000.0,41590909.0,198400000.0,,-3300000.0,38200000.0,,,,,,,,,,278400000.0,285800000.0,,249000000.0,,,,-100000.0,,,,,,,29100000.0,-2000000.0,0.44,,195300000.0,,,,,,100000.0,20200000.0,18300000.0,,,,,,,9600000.0,,,,,-13400000.0,7900000.0,,,-1600000.0,-100000.0,4300000.0,,,,,,,,,174300000.0,400000.0,18300000.0,12100000.0,,,-253900000.0,41590909.0,53600000.0,,,,-7300000.0,7100000.0,,,,7000000.0,,,,,357300000.0,25300000.0,,,,,44200000.0,-6300000.0,,,,,,,,658000000.0,,,369400000.0,,,,,,,5600000.0,5600000.0,,,,,,0.44,,,,,,,,8900000.0,,77600000.0,,,,,0.0,,,,,300000.0,,,,,,,,,,,,,,,,,
938649600,65300000.0,15700000.0,41329114.0,,,347300000.0,20900000.0,0.0,,28900000.0,-19100000.0,,54700000.0,15700000.0,16500000.0,,,-69600000.0,,360600000.0,110700000.0,,200000.0,278400000.0,236400000.0,,,,,,-5600000.0,17700000.0,,622300000.0,124200000.0,278400000.0,,-700000.0,,214200000.0,,-3100000.0,37400000.0,-258600000.0,,,,1.58,,13700000.0,-16600000.0,,294300000.0,292600000.0,,236400000.0,65300000.0,,360600000.0,-1900000.0,,41355932.0,,11900000.0,65300000.0,214200000.0,25800000.0,6200000.0,,,183800000.0,10300000.0,1137200000.0,25100000.0,183800000.0,-1900000.0,-100000.0,17300000.0,16500000.0,4400000.0,,25700000.0,655800000.0,,76200000.0,10300000.0,377400000.0,1.58,100000.0,,-17400000.0,4400000.0,,294300000.0,-15700000.0,100000.0,4600000.0,,,,34500000.0,52700000.0,-26400000.0,,,168000000.0,-1700000.0,16500000.0,13700000.0,,,-258600000.0,,52700000.0,400000.0,,,10000000.0,45000000.0,,,,6200000.0,,220200000.0,124200000.0,168000000.0,363700000.0,22700000.0,363700000.0,144000000.0,81500000.0,,38200000.0,27600000.0,-100000.0,,-2900000.0,38200000.0,,15700000.0,,655800000.0,,-9400000.0,377400000.0,,,,1357400000.0,,,15700000.0,15700000.0,,,,,91000000.0,,-71300000.0,15700000.0,,-19600000.0,,,,8500000.0,,81600000.0,,,-900000.0,109500000.0,5600000.0,622300000.0,81600000.0,,,400000.0,,,,,,,,,,,,,,,,,
946598400,,,,,,354800000.0,2400000.0,,,25300000.0,-13400000.0,,54100000.0,12800000.0,14900000.0,,,,,343600000.0,,,-100000.0,,,,,,,,,,,636200000.0,122000000.0,270600000.0,,-600000.0,41383779.0,228500000.0,,6000000.0,33900000.0,,,,,,,,,,308500000.0,300700000.0,,221600000.0,,,,1000000.0,,,,,,,28800000.0,14300000.0,0.36,,163200000.0,,,,,,0.0,20200000.0,14900000.0,,,,,,,11700000.0,,,,,-14400000.0,4100000.0,,,-21400000.0,0.0,3900000.0,,,,,,,,,153700000.0,200000.0,14900000.0,12500000.0,,,-266300000.0,41383779.0,58400000.0,,,,-2900000.0,31800000.0,,,,6600000.0,,,,,369900000.0,21500000.0,,,,,36200000.0,17400000.0,,,,,,,,653000000.0,,,382400000.0,,,,,,,12800000.0,12800000.0,,,,,,0.36,,,,,,,,8600000.0,,81700000.0,,,,,15700000.0,,,,,400000.0,,,,,,,,,,,,,,,,,
954460800,,,,,,373260000.0,6950000.0,,,13282000.0,-26295000.0,,42893000.0,10471000.0,9023000.0,,,,,347371000.0,,,,,,,,,,,,,,654329000.0,125884000.0,265349000.0,,-642000.0,41384000.0,236859000.0,,-12020000.0,22146000.0,,,,,,,,,,316898000.0,330367000.0,,221487000.0,,,,-7448000.0,,,,,,,29611000.0,-32096000.0,0.22,,175350000.0,,,,,,0.0,20747000.0,9023000.0,,,,,,,10615000.0,,,,,-20968000.0,5041000.0,,,12365000.0,0.0,4699000.0,,,,,,,,,185831000.0,595000.0,9023000.0,19575000.0,,,-274095000.0,41384000.0,46137000.0,,,,-2332000.0,11608000.0,,,,155000.0,,,,,380234000.0,9178000.0,,,,,30249000.0,-9360000.0,,,,,,,,665158000.0,,,399809000.0,,,,,,,10471000.0,10471000.0,,,,,,0.22,,,,,,,,8864000.0,,90594000.0,,,,,12800000.0,,,,,414000.0,,,,,,,,,,,,,,,,,
