date,annualTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,quarterlyGoodwill,trailingTotalRevenue,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,trailingFreeCashFlow,trailingCommonStockIssuance,trailingNetIncome,quarterlyCurrentLiabilities,annualTotalAssets,quarterlyCurrentAssets,annualNetIncome,trailingPretaxIncome,quarterlyBasicAverageShares,annualEndCashPosition,quarterlyTotalAssets,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingTaxProvision,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,trailingPurchaseOfInvestment,annualOtherCurrentAssets,annualCurrentDeferredRevenue,trailingOperatingIncome,annualCostOfRevenue,trailingInvestingCashFlow,annualAccountsPayable,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualFreeCashFlow,annualPretaxIncome,trailingEndCashPosition,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,annualSellingGeneralAndAdministration,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,annualStockholdersEquity,annualTaxProvision,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,annualCurrentAccruedExpenses,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualCurrentAssets,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,annualCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyOperatingExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,trailingRepaymentOfDebt,annualGrossProfit,annualEbitda,annualRepaymentOfDebt,annualBasicAverageShares,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,annualTotalNonCurrentAssets,annualNetPPE,annualOtherIncomeExpense,trailingGrossProfit,quarterlyCapitalStock,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingOtherIncomeExpense,annualGrossPPE,quarterlySaleOfInvestment,trailingDepreciationAndAmortization,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,annualBasicEPS,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,annualDilutedAverageShares,trailingOtherNonCashItems,quarterlyAccountsPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfBusiness,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyCommonStockIssuance,trailingSellingGeneralAndAdministration,quarterlyTotalRevenue,trailingDeferredIncomeTax,quarterlyCapitalExpenditure,annualCapitalExpenditure,trailingOperatingExpense,trailingNetOtherFinancingCharges,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,quarterlyGrossPPE,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualCashFlowFromContinuingFinancingActivities,trailingChangesInAccountReceivables,trailingInterestExpense,trailingBeginningCashPosition,quarterlyTaxProvision,annualChangesInAccountReceivables,quarterlyNetPPE,annualDilutedEPS,annualChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingResearchAndDevelopment,quarterlyOtherNonCashItems,annualPurchaseOfInvestment,annualResearchAndDevelopment,annualTotalRevenue,annualCapitalStock,quarterlyStockBasedCompensation,annualDeferredIncomeTax,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,annualInterestExpense,annualStockBasedCompensation,annualGoodwill,trailingChangeInInventory,trailingPurchaseOfBusiness,annualInventory,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,quarterlyChangeInInventory,annualChangeInInventory,trailingDilutedEPS,trailingDilutedAverageShares
1970-01-01 00:00:01.175299200,,51444000.0,341116000.0,,970407000.0,,,,519724000.0,,,5892415000.0,,,340683000.0,,,,,1928712000.0,,1114657000.0,,,153914000.0,,8258753000.0,,34776000.0,,,97175000.0,,,,,,,,-28507000.0,7144096000.0,,,,,,,,,85800000.0,,429213000.0,,-8276000.0,,2899119000.0,,,,34776000.0,34776000.0,,,,0.22,373232000.0,,,,-5495000.0,,,,11602000.0,500000000.0,,,,,,361879000.0,,637722000.0,-86690000.0,,289926000.0,,,,121298000.0,,,,,,,161874500.0,853274000.0,,,,,356000.0,,5297373000.0,,57932000.0,0.0,,,72675000.0,,,,-195126000.0,637722000.0,637722000.0,,,,,,,,,11176000.0,1024010000.0,,,,442917000.0,4443000.0,,,,812645000.0,-666487000.0,13635000.0,,,,,,8272000.0,,550511000.0,,-18332000.0,,,,,538056000.0,67334000.0,0.22,,,336997000.0,,,,,,,23612000.0,,141871000.0,,,-215552000.0,1104465000.0,,3270000.0,,,,,,,118778000.0,-666483000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.183161600,,47137000.0,437252000.0,,960626000.0,,,,363915000.0,,,5907286000.0,,,331638000.0,,,,,2216739000.0,,1526384000.0,,,151517500.0,,8675587000.0,,96136000.0,,,90672000.0,,,,,,,,-1087000.0,7149203000.0,,,,,,,,,86723000.0,,546277000.0,,10277000.0,,3177365000.0,,,,96136000.0,96136000.0,,,,0.6,369954000.0,,,,-6122000.0,,,,12798000.0,500000000.0,,,,,,392652000.0,,1011404000.0,-41500000.0,,313335000.0,,,,143646000.0,,,,,,,160098000.0,637722000.0,,,,,358000.0,,5435567000.0,,160211000.0,0.0,,,0.0,,,,-195126000.0,1011404000.0,1011404000.0,,,,,,,,,9902000.0,1006146000.0,,,,243613000.0,-3721000.0,,,,932436000.0,23741000.0,16290000.0,,41511000.0,,,,26613000.0,,689923000.0,,-20642000.0,,,,,384557000.0,153625000.0,0.64,,,344174000.0,,,,,,,64076000.0,,149048000.0,,,373682000.0,1271505000.0,,1274000.0,,,,,,,200762000.0,-1535000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.191110400,,48361000.0,536847000.0,,1466450000.0,,,,24097000.0,,,5912934000.0,,,362706000.0,,,,,2090838000.0,,1318720000.0,,,146085500.0,,8462126000.0,,99595000.0,,,104052000.0,,,,,,,,-83000.0,7143406000.0,,,,,,,,,89006000.0,,608543000.0,,-10799000.0,,3557288000.0,,,,99595000.0,99595000.0,,,,0.64,362398000.0,,,,-13894000.0,,,,13765000.0,1000000000.0,,,,,,428771000.0,,836531000.0,-18729000.0,,317901000.0,,,,151053000.0,,,,,,,156378000.0,1011404000.0,,,,,359000.0,,4842248000.0,,164826000.0,0.0,,,0.0,,,,-195126000.0,836531000.0,836531000.0,,,,,,,,,13940000.0,988525000.0,,,,-89037000.0,-4019000.0,,,,1009219000.0,-216666000.0,26865000.0,,47452000.0,,,,10513000.0,,759596000.0,,-18646000.0,,,,,42743000.0,179772000.0,0.68,,,348067000.0,,,,,,,65542000.0,,152941000.0,,,-174873000.0,1067854000.0,,1394000.0,,,,,,,228133000.0,-727994000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,3415406000.0,53002000.0,602204000.0,,1641054000.0,220199000.0,,,-282325000.0,31765000.0,529069000.0,6006338000.0,,0.0,321035000.0,,,,,1774352000.0,8295422000.0,1045655000.0,295864000.0,,,617386000.0,8295422000.0,,65357000.0,,1085000000.0,204886000.0,,0.0,11957000.0,,562401000.0,,852277000.0,-3549000.0,7249767000.0,,625411000.0,496984000.0,,,-1397173000.0,,,93182000.0,,518898000.0,1313810000.0,-24046000.0,93182000.0,3415406000.0,5748000.0,199944000.0,617386000.0,65357000.0,65357000.0,,4818081000.0,203114000.0,,351168000.0,602204000.0,288712000.0,268008000.0,6904000.0,,1045655000.0,,11957000.0,1085000000.0,1641054000.0,,712069000.0,1774352000.0,295864000.0,390560000.0,970757000.0,617386000.0,-32587000.0,288712000.0,268008000.0,,55038000.0,,146404000.0,,,2102931000.0,729013000.0,,148320000.0,,836531000.0,7249767000.0,179490000.0,-18607000.0,,363000.0,,4818081000.0,621406000.0,114015000.0,0.0,,617386000.0,0.0,,,853274000.0,-250094000.0,617386000.0,617386000.0,,,,429584000.0,,,,204886000.0,17878000.0,970757000.0,2.0,,,-377294000.0,1714000.0,-250094000.0,157116500.0,,852277000.0,69433000.0,31765000.0,,51268000.0,,295864000.0,1573862000.0,9640000.0,,665302000.0,,-29038000.0,-86658000.0,,,-179506000.0,-253287000.0,128338000.0,,,,429584000.0,351168000.0,,-789979000.0,,,,49884000.0,,179490000.0,1.88,-235888000.0,-219145000.0,621406000.0,,-190000.0,-33226000.0,182483000.0,2665332000.0,363000.0,,-1583000.0,181340000.0,-1161000.0,-32844000.0,52896000.0,,6006338000.0,,,,,,,,,,,,
1970-01-01 00:00:01.206921600,,52925000.0,653510000.0,,1315968000.0,,,,530591000.0,,,6067395000.0,,,375523000.0,,,,,2368397000.0,,1298540000.0,,,142558500.0,,8630773000.0,,51306000.0,,,215010000.0,,,,,,,,-7157000.0,7332233000.0,,,,,,,,,101733000.0,,535874000.0,,-13423000.0,,3684365000.0,,,,51306000.0,51306000.0,,,,0.34,360958000.0,,,,-3673000.0,,,,18372000.0,740000000.0,,,,,,445876000.0,,697868000.0,-122800000.0,260356000.0,367930000.0,,,,151943000.0,,,,,,,147015500.0,617386000.0,,,,,365000.0,,4886436000.0,,78740000.0,0.0,,,0.0,,,,-250094000.0,697868000.0,697868000.0,,,,,,,,,15700000.0,978683000.0,,,,456954000.0,7908000.0,,,,962317000.0,-366246000.0,38192000.0,,52302000.0,,,,1665000.0,,687817000.0,,-33188000.0,,,,,563779000.0,89998000.0,0.36,,,434516000.0,,,,,,,28972000.0,,184422000.0,,,80482000.0,1127352000.0,,-4980000.0,,,,,,,142923000.0,-9488000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.214784000,,51810000.0,749599000.0,,1472868000.0,,,,269730000.0,,,6136371000.0,,,384229000.0,,,,,2579271000.0,,1683359000.0,,,142993000.0,,9121482000.0,,96089000.0,,,216800000.0,,,,,,,,-3949000.0,7438123000.0,,,,,,,,,112674000.0,,626174000.0,,3136000.0,,4052139000.0,,,,96089000.0,96089000.0,,,,0.66,361772000.0,,,,-5098000.0,,,,19009000.0,894296000.0,,,,,,455633000.0,,1027553000.0,-135728000.0,284861000.0,398500000.0,,,,168874000.0,,,,,,,146999500.0,697868000.0,,,,,365000.0,,5010028000.0,,161174000.0,0.0,,,0.0,,,,-250094000.0,1027553000.0,1027553000.0,,,,,,,,,13342000.0,980214000.0,,,,172652000.0,-16990000.0,,,,1016205000.0,157271000.0,39172000.0,,52744000.0,,,,2044000.0,,795048000.0,,-37545000.0,,,,,307275000.0,170541000.0,0.68,,,458958000.0,,,,,,,65944000.0,,208864000.0,,,329685000.0,1259196000.0,,400000.0,,,,,,,222351000.0,-1727000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.222732800,,50765000.0,844423000.0,,1770891000.0,,,,-151776000.0,,,6303867000.0,,,389443000.0,,,,,2050899000.0,,1285790000.0,,,143337000.0,,8989229000.0,,94824000.0,,,236880000.0,,,,,,,,,7703439000.0,,,,,,,,,81966000.0,,656336000.0,,21485000.0,,3821790000.0,,,,94824000.0,94824000.0,,,,0.66,389590000.0,,,,-23243000.0,,,,15689000.0,1144421000.0,,,,,,456750000.0,,659671000.0,-480565000.0,224123000.0,351255000.0,,,,177001000.0,,,,,,,145862000.0,1027553000.0,,,,,365000.0,,5109582000.0,,163710000.0,-100594000.0,,,0.0,,,,-250094000.0,659671000.0,659671000.0,,,,,,,,,20061000.0,1075373000.0,,,,-321567000.0,-465000.0,,,,966796000.0,271332000.0,28053000.0,,51480000.0,,,,2639000.0,,833337000.0,,-48251000.0,,,,,-103525000.0,199586000.0,0.66,,,492327000.0,,,,,,,69223000.0,,242233000.0,,,-367882000.0,844291000.0,,,,,,,,,250351000.0,-1360000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,3512918000.0,52027000.0,-1915559000.0,,1946750000.0,-85606000.0,92762000.0,,-287684000.0,-4662000.0,567047000.0,3538569000.0,,9212000.0,307639000.0,,,,,1566168000.0,5894249000.0,1198714000.0,-2517763000.0,,,665412000.0,5894249000.0,,-2759982000.0,,1544548000.0,212661000.0,,0.0,15774000.0,,634744000.0,,775593000.0,,4695535000.0,,360861000.0,-2514704000.0,,75593000.0,-12865000.0,,75593000.0,0.0,,483885000.0,1456834000.0,2767000.0,0.0,3512918000.0,2967000.0,207527000.0,665412000.0,-2762889000.0,-2759982000.0,,2328394000.0,5966000.0,,189541000.0,-1915559000.0,251238000.0,267270000.0,-3008164000.0,,1198714000.0,,15774000.0,1544548000.0,1946750000.0,-21043000.0,520688000.0,1566168000.0,-2517763000.0,376963000.0,833419000.0,665412000.0,-120465000.0,251238000.0,267270000.0,92762000.0,,1155000.0,136926000.0,,,2302269000.0,-2235193000.0,-675000000.0,143083500.0,,659671000.0,4695535000.0,247954000.0,-3040178000.0,,366000.0,,2328394000.0,0.0,-2918328000.0,29446000.0,,758174000.0,0.0,,,617386000.0,-292650000.0,665412000.0,758174000.0,,,,540604000.0,-7120000.0,,,212661000.0,22881000.0,833419000.0,-17.6,,,-393645000.0,-199495000.0,-292650000.0,145915000.0,,775593000.0,402444000.0,-4662000.0,-618799000.0,52426000.0,,-2520670000.0,1735222000.0,,,620811000.0,,-40843000.0,-159827000.0,,,-859558000.0,-246841000.0,106922000.0,,,,540604000.0,189541000.0,,464801000.0,,,,-158173000.0,32208000.0,247954000.0,-17.6,48026000.0,5741000.0,0.0,,,-92923000.0,208952000.0,2937013000.0,366000.0,,-209042000.0,-2850818000.0,-290000.0,5374000.0,71984000.0,,3538569000.0,,,,,,,,,,,,
1970-01-01 00:00:01.238457600,,52277000.0,-1876175000.0,,1307647000.0,,89974000.0,,478618000.0,,,3519825000.0,,,303793000.0,,,,,2040563000.0,,1090503000.0,,,143672000.0,,5748771000.0,,39384000.0,,,213928000.0,,,,,,,,,4658268000.0,,,,,,,637000.0,80081000.0,0.0,,492199000.0,,-14354000.0,,3348210000.0,,,,39754000.0,39384000.0,,,,0.28,199041000.0,,,,-15665000.0,,,,17530000.0,894678000.0,,,,,,390534000.0,,475234000.0,-19489000.0,201435000.0,323671000.0,,,,143513000.0,,,,,,,143937500.0,665412000.0,,,,,367000.0,,2336061000.0,,67026000.0,231000.0,-2412000.0,,0.0,-650000000.0,,,,475234000.0,565208000.0,,,,,6078000.0,,,,21645000.0,818210000.0,,-60198000.0,,398246000.0,365000.0,,,,812047000.0,-668478000.0,-41733000.0,,77672000.0,,,,,,635712000.0,,-23386000.0,,,,,502004000.0,101665000.0,0.28,,,,,,,,,,27272000.0,,240152000.0,,,-190178000.0,0.0,,1227000.0,,,,,,,140948000.0,-4164000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.246320000,,47671000.0,-1835273000.0,,1323350000.0,,47861000.0,,323880000.0,,,3569225000.0,,,338872000.0,,,,,2392649000.0,,1516966000.0,,,144090000.0,,6206065000.0,,40902000.0,,,230534000.0,,,,,,,,,4689099000.0,,,,,,,230880000.0,54901000.0,0.0,,621006000.0,,-8753000.0,,3715999000.0,,,,41843000.0,40902000.0,,,,0.28,198005000.0,,,,-25171000.0,,,,20596000.0,894811000.0,,,,,,500266000.0,,862294000.0,54727000.0,322732000.0,371417000.0,,,,148762000.0,,,,,,,145444500.0,475234000.0,,,,,368000.0,,2424591000.0,,76181000.0,38809000.0,-5951000.0,,0.0,0.0,,,,862294000.0,910155000.0,,,,,40535000.0,,,,20805000.0,829741000.0,,-39655000.0,,285490000.0,-7477000.0,,,,936408000.0,-9496000.0,-5760000.0,,77881000.0,,,,,,769768000.0,,-18666000.0,,,,,342546000.0,120740000.0,0.28,,,,,,,,,,34338000.0,,235232000.0,,,387060000.0,0.0,,6755000.0,,,,,,,106288000.0,-1270000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.254268800,,50018000.0,-1718259000.0,,1333406000.0,,48833000.0,,-45098000.0,,,3579211000.0,,,358012000.0,,,,,2177639000.0,,1455981000.0,,,144213000.0,,6147193000.0,,117014000.0,,,226322000.0,,,,,,,,,4691212000.0,,,,,,,23233000.0,55393000.0,0.0,,682992000.0,,4811000.0,,3511045000.0,,,,117813000.0,117014000.0,,,,0.8,212137000.0,,,,-18530000.0,,,,19826000.0,894947000.0,,,,,,446237000.0,,838579000.0,-21220000.0,317337000.0,367935000.0,,,,169436000.0,,,,,,,146864000.0,862294000.0,,,,,368000.0,,2569777000.0,,198198000.0,415000.0,0.0,,0.0,0.0,,,,838579000.0,887412000.0,,,,,45245000.0,,,,21180000.0,824686000.0,,4643000.0,,-183005000.0,5938000.0,,,,953917000.0,6365000.0,6743000.0,,78637000.0,,,,,,852428000.0,,-20880000.0,,,,,-24218000.0,236755000.0,0.82,,,,,,,,,,80385000.0,,231922000.0,,,-23715000.0,0.0,,1681000.0,,,,,,,269396000.0,-929000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,3187430000.0,52158000.0,-1616033000.0,,1352373000.0,207270000.0,45849000.0,,-173413000.0,3379000.0,605582000.0,3603994000.0,,40659000.0,316869000.0,,,,,1835057000.0,5937156000.0,1225049000.0,299526000.0,,,642544000.0,5937156000.0,,102226000.0,,895086000.0,233328000.0,,0.0,17204000.0,,607251000.0,,813364000.0,97000.0,4712107000.0,,583987000.0,458023000.0,,48262000.0,-7963000.0,-148732000.0,48262000.0,0.0,,551978000.0,1317546000.0,133000.0,0.0,3187430000.0,11415000.0,202124000.0,642544000.0,104213000.0,102226000.0,,2682681000.0,154400000.0,,223959000.0,-1616033000.0,325184000.0,307817000.0,-10166000.0,,1225049000.0,,17204000.0,895086000.0,1352373000.0,106018000.0,676004000.0,1835057000.0,299526000.0,405556000.0,823031000.0,642544000.0,-61837000.0,325184000.0,307817000.0,45849000.0,,94449000.0,145540000.0,,,2348175000.0,744380000.0,-650000000.0,144107000.0,,838579000.0,4712107000.0,236820000.0,-69532000.0,,369000.0,,2682681000.0,0.0,116618000.0,1204000.0,-36644000.0,688393000.0,0.0,0.0,,665412000.0,-372050000.0,642544000.0,688393000.0,,,,608870000.0,2591000.0,,,233328000.0,20603000.0,823031000.0,2.08,58850000.0,,-293461000.0,-11446000.0,-372050000.0,146070500.0,,813364000.0,11277000.0,3379000.0,-45007000.0,85518000.0,,303623000.0,1742593000.0,,,697518000.0,,-29085000.0,-92017000.0,,,-47819000.0,-144328000.0,146422000.0,,,,608870000.0,223959000.0,,-660332000.0,,,,12405000.0,-36360000.0,236820000.0,2.06,-22868000.0,-196035000.0,0.0,,1752000.0,-45903000.0,319708000.0,2955426000.0,369000.0,,-12620000.0,189379000.0,-1600000.0,-18163000.0,84233000.0,,3603994000.0,,,,,,,,,,,,
1970-01-01 00:00:01.269993600,,34643000.0,-1556638000.0,,1368969000.0,,46503000.0,,589852000.0,,,3584183000.0,,,351896000.0,,,,,2444635000.0,,1713378000.0,,,144301000.0,,6420471000.0,,59395000.0,,,243634000.0,,,,,,,,-71311000.0,4707093000.0,,,,,,,45838000.0,77844000.0,0.0,,559889000.0,,-8702000.0,,3813604000.0,,,,60599000.0,59395000.0,,,,0.4,230107000.0,,,,568000.0,,,,24634000.0,895228000.0,,,,,,447715000.0,,997461000.0,-48828000.0,250556000.0,376669000.0,,,,158030000.0,-20220000.0,,,,,,147251000.0,642544000.0,,,,,372000.0,,2538814000.0,,92134000.0,6568000.0,-246000.0,,0.0,0.0,,,,997461000.0,1043964000.0,,,,,45836000.0,,,,21203000.0,809190000.0,,-85135000.0,,482333000.0,6962000.0,,,,897626000.0,-200508000.0,-19833000.0,,86791000.0,,,,,,717919000.0,,-29675000.0,,,,,619527000.0,112174000.0,0.42,,,,,,,,,,31535000.0,,235876000.0,,,354917000.0,0.0,,4777000.0,,,,,,,147980000.0,-197551000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,,38659000.0,-1442376000.0,,1369118000.0,,331286000.0,,270353000.0,,,3596764000.0,,,375935000.0,,,,,2587222000.0,,1815691000.0,,,142044000.0,,6622894000.0,,114262000.0,,,246782000.0,,,,,,,,-358172000.0,4807203000.0,,,,,,,152009000.0,152099000.0,0.0,,665389000.0,,-24082000.0,,3956340000.0,,,,115353000.0,114262000.0,,,,0.8,226962000.0,,,,817000.0,,,,26853000.0,895374000.0,,,,,,471699000.0,,795854000.0,-442510000.0,296554000.0,390685000.0,,,,168571000.0,-19902000.0,,,,,,144487500.0,997461000.0,,,,,373000.0,,2605934000.0,,175519000.0,-5854000.0,-36107000.0,,0.0,0.0,,,,795854000.0,1127140000.0,,,,,1076000.0,,,,20209000.0,801328000.0,,-20097000.0,,110105000.0,-3618000.0,,,,1003184000.0,-40272000.0,-46013000.0,,87420000.0,,,,,,833960000.0,,-43453000.0,,,,,313806000.0,193690000.0,0.8,,,,,,,,,,60166000.0,,257012000.0,,,-201607000.0,0.0,,-12135000.0,,,,,,,234387000.0,-953000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.285804800,,38801000.0,-1265826000.0,,1980664000.0,,603461000.0,,-35812000.0,,,3633508000.0,,,419600000.0,,,,,2380223000.0,,2208322000.0,,,140607500.0,,7132741000.0,,176550000.0,,,98815000.0,,,,,,,,-374092000.0,4924419000.0,,,,,,,9629000.0,225083000.0,0.0,,797827000.0,,-53931000.0,,4360887000.0,,,,178024000.0,176550000.0,,,,1.24,237121000.0,,,,-13657000.0,,,,30794000.0,1644728000.0,,,,,,521023000.0,,950871000.0,-357874000.0,299681000.0,408089000.0,,,,190033000.0,-19703000.0,,,,,,143142000.0,795854000.0,,,,,373000.0,,2709883000.0,,238608000.0,9914000.0,0.0,,0.0,0.0,,,,950871000.0,1554332000.0,,,,,46500000.0,,,,26993000.0,803996000.0,,-8510000.0,,-185649000.0,5631000.0,,,,1035795000.0,481772000.0,-3225000.0,,93297000.0,,,,,,987860000.0,,-40196000.0,,,,,4384000.0,276804000.0,1.26,,,,,,,,,,60584000.0,,261832000.0,,,155017000.0,0.0,,-15285000.0,,,,,,,273727000.0,-195899000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,3914291000.0,43422000.0,-1194533000.0,,2024871000.0,101003000.0,515627000.0,,-202099000.0,-8803000.0,737457000.0,3642360000.0,,12351000.0,370819000.0,,,,,1889420000.0,6650994000.0,1701627000.0,421500000.0,,,714332000.0,6650994000.0,,71293000.0,,1644894000.0,131516000.0,,0.0,684098000.0,,692832000.0,,882495000.0,-186854000.0,4949367000.0,-79076000.0,622294000.0,620568000.0,,232239000.0,-501993000.0,-139546000.0,232239000.0,0.0,,632172000.0,1518250000.0,6580000.0,0.0,3914291000.0,499000.0,155525000.0,714332000.0,71584000.0,71293000.0,,2672544000.0,195008000.0,,248461000.0,-1194533000.0,322827000.0,328468000.0,-10486000.0,,1701627000.0,,684098000.0,1644894000.0,2024871000.0,67930000.0,777483000.0,1889420000.0,421500000.0,477383000.0,797707000.0,714332000.0,31516000.0,322827000.0,328468000.0,515627000.0,,366036000.0,176198000.0,-19251000.0,,2655277000.0,877384000.0,0.0,141232500.0,,950871000.0,4949367000.0,277061000.0,-22758000.0,,374000.0,,2672544000.0,0.0,114307000.0,1723000.0,-14112000.0,1229959000.0,0.0,0.0,,642544000.0,-459371000.0,714332000.0,1229959000.0,,,,736432000.0,272624000.0,,,131516000.0,32886000.0,797707000.0,2.98,78360000.0,,-305786000.0,14606000.0,-459371000.0,144014000.0,,882495000.0,-109111000.0,-8803000.0,-50465000.0,94939000.0,,425560000.0,1917820000.0,,,808370000.0,,-41865000.0,-155189000.0,,,-817696000.0,-160234000.0,154789000.0,,,,736432000.0,248461000.0,,131881000.0,,,,42723000.0,-35382000.0,277061000.0,2.92,71788000.0,-236539000.0,0.0,,4250000.0,-990429000.0,362447000.0,3348109000.0,374000.0,13126000.0,23581000.0,190615000.0,-107590000.0,-80135000.0,101291000.0,59690000.0,3642360000.0,,,,,,,,,,,,
1970-01-01 00:00:01.301529600,,41238000.0,-1142494000.0,,2035609000.0,,868663000.0,,678011000.0,,,3665001000.0,,,423859000.0,,,,,2652880000.0,,2427450000.0,,,136930000.0,,7457588000.0,,52039000.0,,,132085000.0,,,,,,,,-676568000.0,5030138000.0,,,,,,,65658000.0,268054000.0,0.0,,644335000.0,,-1055000.0,,4688489000.0,,,,52209000.0,52039000.0,,,,0.38,258460000.0,,,,-7317000.0,,,,1368213000.0,1645064000.0,,,,,,534994000.0,,953169000.0,-433972000.0,279168000.0,434045000.0,,,,177842000.0,-19352000.0,,,,,,139083500.0,714332000.0,,,,,376000.0,,2703087000.0,,74185000.0,1274000.0,-4894000.0,,0.0,,,,,953169000.0,1821832000.0,,,,,297295000.0,,,,31265000.0,795882000.0,,-101238000.0,,625079000.0,7027000.0,,,,1005499000.0,-65050000.0,15638000.0,,103184000.0,,,,,,822177000.0,,-51079000.0,,,,,729090000.0,109341000.0,0.38,,,,,,,,,,21976000.0,,301201000.0,,,238837000.0,0.0,,44046000.0,,,,,17272000.0,,146688000.0,-47928000.0,,,,,,,,,,,,,,,,
