date,annualTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,quarterlyGoodwill,trailingTotalRevenue,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,trailingFreeCashFlow,trailingCommonStockIssuance,trailingNetIncome,quarterlyCurrentLiabilities,annualTotalAssets,quarterlyCurrentAssets,annualNetIncome,trailingPretaxIncome,quarterlyBasicAverageShares,annualEndCashPosition,quarterlyTotalAssets,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingTaxProvision,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,trailingPurchaseOfInvestment,annualOtherCurrentAssets,annualCurrentDeferredRevenue,trailingOperatingIncome,annualCostOfRevenue,trailingInvestingCashFlow,annualAccountsPayable,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualFreeCashFlow,annualPretaxIncome,trailingEndCashPosition,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,annualSellingGeneralAndAdministration,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,annualStockholdersEquity,annualTaxProvision,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,annualCurrentAccruedExpenses,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualCurrentAssets,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,annualCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyOperatingExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,trailingRepaymentOfDebt,annualGrossProfit,annualEbitda,annualRepaymentOfDebt,annualBasicAverageShares,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,annualTotalNonCurrentAssets,annualNetPPE,annualOtherIncomeExpense,trailingGrossProfit,quarterlyCapitalStock,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingOtherIncomeExpense,annualGrossPPE,quarterlySaleOfInvestment,trailingDepreciationAndAmortization,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,annualBasicEPS,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,annualDilutedAverageShares,trailingOtherNonCashItems,quarterlyAccountsPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfBusiness,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyCommonStockIssuance,trailingSellingGeneralAndAdministration,quarterlyTotalRevenue,trailingDeferredIncomeTax,quarterlyCapitalExpenditure,annualCapitalExpenditure,trailingOperatingExpense,trailingNetOtherFinancingCharges,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,quarterlyGrossPPE,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualCashFlowFromContinuingFinancingActivities,trailingChangesInAccountReceivables,trailingInterestExpense,trailingBeginningCashPosition,quarterlyTaxProvision,annualChangesInAccountReceivables,quarterlyNetPPE,annualDilutedEPS,annualChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingResearchAndDevelopment,quarterlyOtherNonCashItems,annualPurchaseOfInvestment,annualResearchAndDevelopment,annualTotalRevenue,annualCapitalStock,quarterlyStockBasedCompensation,annualDeferredIncomeTax,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,annualInterestExpense,annualStockBasedCompensation,annualGoodwill,trailingChangeInInventory,trailingPurchaseOfBusiness,annualInventory,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,quarterlyChangeInInventory,annualChangeInInventory,trailingDilutedEPS,trailingDilutedAverageShares
1970-01-01 00:00:01.009756800,101946000.0,,,576000000.0,,,,0.0,,,15811000.0,,11879000000.0,,,2080000000.0,1173000000.0,0.0,506000000.0,,643835000.0,,8901000.0,711000000.0,,,,,,192000000.0,,,-1372000000.0,,,922000000.0,,-1333000000.0,,,,,,,4329000000.0,,,,,,-655000000.0,,,,,,,,,,,1080000000.0,225890000.0,,,,,,,,2281000000.0,,175000000.0,,,,,,,8901000.0,,,,,,,,,,,,-400000000.0,,15811000.0,,167770000.0,,,,,,9799000000.0,,506000000.0,,,,,,,,,272000000.0,,,,,-1108000000.0,1138000000.0,-105000000.0,,,963000000.0,,,,,0.06,,,,,,170274500.0,-21000000.0,,,,,,519000000.0,8901000.0,520686000.0,,6934000000.0,,-85000000.0,,,8877000000.0,-20000000.0,,,,,,224000000.0,,,-193000000.0,,-409000000.0,161000000.0,3109000000.0,,,,0.06,,,,1721000000.0,,,,536497000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.041292800,3203082000.0,,,,,,,,,,1499075000.0,,,,,,,,,,3203082000.0,,76713000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76713000.0,,,,,,,,,,,,,,1499075000.0,,167770000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,170274500.0,,,,,,,,76713000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,1499075000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,1200969000.0,,,,,241160000.0,,,,-4027000.0,255182000.0,,,-32093000.0,,,,,,,8755270000.0,,111407000.0,,,188639000.0,,,,,,,,76315000.0,,,1199414000.0,,433753000.0,,,,597840000.0,255498000.0,,26142000.0,-98492000.0,,,,,,643807000.0,,0.0,,49272000.0,241410000.0,188639000.0,,,,7554301000.0,97202000.0,,,,,,,,1680162000.0,,,,375645000.0,,644023000.0,825324000.0,111407000.0,,1323026000.0,,,,,693320000.0,57358000.0,1339368000.0,,,,1140399000.0,496592000.0,0.0,167770000.0,,,7075108000.0,75618000.0,-19393000.0,,,,,384125000.0,,,,881959000.0,,,,213054000.0,,,,,,,75618000.0,,,,3321000.0,,,0.66,,7446000.0,,,,170274500.0,,,,,-704885000.0,,,158296000.0,885217000.0,,,,,,-46183000.0,,,-703181000.0,,,,,,,372324000.0,,37975000.0,,,,,,,0.66,-24415000.0,,,,,-1259388000.0,,2339813000.0,,,774000.0,,,79109000.0,2905000.0,,5650322000.0,,,,,,,,,,,,
1970-01-01 00:00:01.096502400,,,,,,,,,,,,,,,239461000.0,,,,,,,,,,167770000.0,,,,58092000.0,,,,,,,,,,,,,,,,,,,,,,,399071000.0,,,,,,,,57507000.0,58092000.0,,,,0.34,,,,,5398000.0,,,,,,,,,,,318810000.0,,,,,,,,,104722000.0,,,,,,,170274500.0,,,,,,,,,,94962000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503793000.0,,,,,,,,80261000.0,0.34,,,,,,,,,,37455000.0,,,,,,,,,,,,,,,159610000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,1366123000.0,71979000.0,,,383944000.0,300208000.0,1000000.0,,72405000.0,33668000.0,240473000.0,5790111000.0,,-85000.0,145396000.0,,,,,982179000.0,9537187000.0,2245857000.0,163473000.0,,,154957000.0,9537187000.0,,44120000.0,,,50248000.0,,62554000.0,,,412701000.0,,528405000.0,-5861000.0,7291330000.0,,749446000.0,269543000.0,,140432000.0,0.0,,140432000.0,0.0,,320250000.0,845057000.0,-1560995000.0,0.0,1366123000.0,-315000.0,344782000.0,154957000.0,43932000.0,44120000.0,,8152629000.0,106371000.0,,333696000.0,,,,-12158000.0,,2245857000.0,,,,383944000.0,,802853000.0,982179000.0,163473000.0,250237000.0,1279361000.0,154957000.0,1479615000.0,,,1000000.0,0.0,722646000.0,118749000.0,,,1430312000.0,585255000.0,-2860000.0,167770000.0,,162227000.0,7291330000.0,81426000.0,-9252000.0,,,,8152629000.0,453353000.0,72566000.0,1501462000.0,-78000.0,155957000.0,62554000.0,,,188639000.0,,154957000.0,155957000.0,,,,81426000.0,0.0,,,50248000.0,,1279361000.0,0.974388,,421000.0,-47968000.0,20268000.0,,170274500.0,,528405000.0,-1563855000.0,33668000.0,-261390000.0,,,163172000.0,1189839000.0,0.0,,438999000.0,,-15908000.0,-53407000.0,,,340308000.0,88313000.0,70013000.0,,421000.0,,81426000.0,333696000.0,,-1163075000.0,,,,28634000.0,,81426000.0,0.960056,-33682000.0,-7270000.0,453353000.0,,-86000.0,-67456000.0,,1843013000.0,,,-5295000.0,174854000.0,,-1160215000.0,453000.0,,5790111000.0,,,,,,,,,,,,
1970-01-01 00:00:01.112227200,,11428000.0,,,,,,,485068000.0,,,,,,272521000.0,,,,,,,,,,167770000.0,,,,48029000.0,,,,,,,,,,,-288000.0,,,,,,,,,,,,370943000.0,,-25532000.0,,,,,,47773000.0,48029000.0,,,,0.28,,,,,1034000.0,,,,,,,,,,,304618000.0,,281378000.0,-331949000.0,,,,,,114103000.0,,,,,,,170274500.0,141668000.0,,,,,,,,,77158000.0,-306461000.0,-13579000.0,,,,,,,,,,,,,1000000.0,,,,,,,,,363732000.0,3847000.0,,,,,-25532000.0,,,,,,,,,485046000.0,,-12621000.0,,,,,497689000.0,66325000.0,0.28,,,,,,,,,,29385000.0,,,,,139710000.0,,,70653000.0,,,,,,,98422000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.120089600,,12077000.0,,,,,,,272372000.0,,,,,,293876000.0,,,,,,,,,,167770000.0,,,,73432000.0,,,,,,,,,,,-2105000.0,,,,,,,,,,,,425523000.0,,4621000.0,,,,,,74083000.0,73432000.0,,,,0.44,,,,,869000.0,,,,,,,,,,,329144000.0,,328869000.0,-242482000.0,,,,,,129484000.0,,,,,,,170274500.0,281378000.0,,,,,,,,,119567000.0,-226988000.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,102203000.0,19239000.0,,,,,4621000.0,,,,,,,,,555007000.0,,-13389000.0,,,,,285761000.0,96379000.0,0.44,,,,,,,,,,45484000.0,,,,,47491000.0,,,78810000.0,,,,,,,131647000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.128038400,,197522000.0,39744000.0,,511320000.0,,25000.0,,145354000.0,,,,,,273057000.0,,,,,1441206000.0,,564704000.0,,,168204500.0,,7776176000.0,,82035000.0,,,129857000.0,,,,,,,,-16000.0,7211472000.0,,,,,,,,,45717000.0,,456581000.0,,-70996000.0,,1952526000.0,,,,82035000.0,82035000.0,,,,0.46,381463000.0,,,,-16047000.0,,,,566898000.0,,,,,,,307942000.0,,227875000.0,-226019000.0,,180622000.0,,,,128072000.0,,,,,,,176675500.0,328869000.0,,,,,344000.0,,5752580000.0,,150560000.0,-236248000.0,,,0.0,,,,,227875000.0,227900000.0,,,,,0.0,,,,,7079889000.0,,,,12107000.0,6862000.0,,,,778444000.0,-50538000.0,192000.0,,,,,,,,584653000.0,,-14849000.0,,,,,160203000.0,148639000.0,0.48,,,85866000.0,,,,,,,69026000.0,,85866000.0,,,-114283000.0,95864000.0,,,,,,,,,346161000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,1951355000.0,59807000.0,64978000.0,,513130000.0,244008000.0,,,-105214000.0,-1598000.0,397052000.0,,,-749596000.0,139287000.0,,,,,1438225000.0,7756892000.0,590244000.0,228730000.0,,,297416000.0,7756892000.0,230755000.0,25234000.0,,,144250000.0,,0.0,7068000.0,,470716000.0,,642821000.0,1977000.0,7166648000.0,,797580000.0,413871000.0,,,-86556000.0,,,39431000.0,,384507000.0,909018000.0,25175000.0,39431000.0,1951355000.0,,280834000.0,297416000.0,25234000.0,25234000.0,,5733763000.0,185977000.0,,368880000.0,64978000.0,,174019000.0,-224322000.0,,590244000.0,,7068000.0,,513130000.0,,849895000.0,1438225000.0,228730000.0,298798000.0,7036233000.0,297416000.0,-893000.0,,174019000.0,,29060000.0,1000000.0,110242000.0,,,1648739000.0,677886000.0,,168409500.0,,227875000.0,7166648000.0,90984000.0,-235859000.0,,349000.0,,5733763000.0,554403000.0,66586000.0,20101000.0,,297416000.0,0.0,,,141668000.0,-162865000.0,297416000.0,297416000.0,,,,253849000.0,0.0,,230755000.0,144250000.0,,7036233000.0,1.36,,,-234034000.0,38250000.0,-162865000.0,174765000.0,,642821000.0,177956000.0,-1598000.0,,,,228730000.0,1251687000.0,8602000.0,,494749000.0,,-11456000.0,-52315000.0,,,-801343000.0,-93758000.0,85709000.0,,,,253849000.0,368880000.0,,106507000.0,,,,42082000.0,,90984000.0,1.3,155748000.0,82830000.0,554403000.0,,,-432000.0,,2119455000.0,349000.0,,68198000.0,145516000.0,,-66732000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:01.143763200,,73346000.0,88313000.0,,476654000.0,,,,440516000.0,,,5855453000.0,,,309931000.0,,,,,1623652000.0,,889672000.0,,,172888500.0,,8024044000.0,,23335000.0,,,79278000.0,,,,,,,,-419000.0,7134372000.0,,,,,,,,,39204000.0,,374584000.0,,-7947000.0,,2100306000.0,,,,23335000.0,23335000.0,,,,0.12,397376000.0,,,,0.0,,,,11084000.0,,,,,,,348342000.0,,509030000.0,-13720000.0,,199478000.0,,,,119314000.0,,,,,,,182584000.0,297416000.0,,,,,351000.0,,5852750000.0,,31602000.0,0.0,,,0.0,,,,-162865000.0,509030000.0,509030000.0,,,,,,,373000.0,,,1146707000.0,,,,348880000.0,13324000.0,,,,669314000.0,-228920000.0,-2204000.0,,,,,,15083000.0,,493898000.0,,-13038000.0,,,,,453554000.0,26242000.0,0.14,,,255873000.0,,,,,,,9658000.0,,93008000.0,,,211614000.0,942881000.0,,,,,,,,,99588000.0,-5576000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.151625600,,59593000.0,183795000.0,,449530000.0,,,,248058000.0,,,5860166000.0,,,269719000.0,,,,,1814046000.0,,1019162000.0,,,173007000.0,,8149980000.0,,95482000.0,,,73859000.0,,,,,,,,-1213000.0,7130818000.0,,,,,,,,,49262000.0,,470009000.0,,4249000.0,,2263576000.0,,,,95482000.0,95482000.0,,,,0.54,375671000.0,,,,10466000.0,,,,12580000.0,,,,,,,333754000.0,,643341000.0,-26832000.0,,202913000.0,,,,128449000.0,,,,,,,179545000.0,509030000.0,,,,,353000.0,,5827557000.0,,153280000.0,0.0,,,0.0,,,,-162865000.0,643341000.0,643341000.0,,,,,,,93000.0,,,1117046000.0,,,,139632000.0,-18919000.0,,,,738669000.0,-108703000.0,-223000.0,,33288000.0,,,,8855000.0,,598458000.0,,-20991000.0,,,,,269049000.0,136255000.0,0.56,,,267209000.0,,,,,,,56158000.0,,104344000.0,,,134311000.0,1062704000.0,,,,,,,,,195848000.0,-121619000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.159574400,,56880000.0,242772000.0,,906705000.0,,,,-9312000.0,,,5856663000.0,,,281242000.0,,,,,1627114000.0,,1295955000.0,,,165179500.0,,8384232000.0,,58977000.0,,,65272000.0,,,,,,,,-188000.0,7088277000.0,,,,,,,,,56113000.0,,480848000.0,,1875000.0,,2533819000.0,,,,58977000.0,58977000.0,,,,0.34,341433000.0,,,,-44074000.0,,,,11083000.0,500000000.0,,,,,,391556000.0,,945692000.0,-58678000.0,,216947000.0,,,,133094000.0,,,,,,,170568500.0,643341000.0,,,,,353000.0,,5794453000.0,,97058000.0,0.0,,,0.0,,,,-162865000.0,945692000.0,945692000.0,,,,,,,256000.0,,4857000.0,1050764000.0,,,,-112049000.0,-26107000.0,,,,785386000.0,335088000.0,6778000.0,,36034000.0,,,,5422000.0,,613942000.0,,-33551000.0,,,,,24239000.0,89292000.0,0.36,,,287602000.0,,,,,,,37707000.0,,124737000.0,,,302351000.0,830286000.0,,,,,,,,,146172000.0,-167910000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,2303138000.0,59649000.0,309912000.0,,903013000.0,132937000.0,,,-154453000.0,11979000.0,351329000.0,5861292000.0,,0.0,250496000.0,,,,,1400125000.0,8269184000.0,1182685000.0,244934000.0,,,853274000.0,8269184000.0,,67140000.0,,500000000.0,33716000.0,,0.0,10317000.0,,502638000.0,,720737000.0,306000.0,7086499000.0,,524809000.0,384898000.0,,,-295691000.0,,,59289000.0,,409507000.0,1075844000.0,7718000.0,59289000.0,2303138000.0,38863000.0,249468000.0,853274000.0,67140000.0,67140000.0,,5904290000.0,139451000.0,,369297000.0,309912000.0,,211430000.0,1721000.0,,1182685000.0,,10317000.0,500000000.0,903013000.0,,617440000.0,1400125000.0,244934000.0,309967000.0,1028774000.0,853274000.0,-14270000.0,,211430000.0,,35258000.0,,121781000.0,,,1734948000.0,600797000.0,,169023500.0,,945692000.0,7086499000.0,137144000.0,-28230000.0,,354000.0,,5904290000.0,669071000.0,102958000.0,0.0,,853274000.0,0.0,,,297416000.0,-195126000.0,853274000.0,853274000.0,,,,332270000.0,,,,33716000.0,10036000.0,1028774000.0,1.44,,,-243526000.0,21050000.0,-195126000.0,176090500.0,,720737000.0,12307000.0,11979000.0,,35505000.0,,244934000.0,1383619000.0,5898000.0,,531288000.0,,-25051000.0,-92631000.0,,,-113500000.0,-129402000.0,99540000.0,,,,332270000.0,369297000.0,,9772000.0,,,,35928000.0,,137144000.0,1.4,555858000.0,-92418000.0,669071000.0,,-8137000.0,-1514000.0,140371000.0,2237586000.0,354000.0,,-10652000.0,159189000.0,-586000.0,5895000.0,17266000.0,,5861292000.0,,,,,,,,,,,,
