date,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualFreeCashFlow,annualOtherShortTermInvestments,quarterlyCurrentAssets,annualAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,annualEndCashPosition,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingTotalRevenue,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualCashAndCashEquivalents,trailingEndCashPosition,quarterlyTotalRevenue,annualNetOtherInvestingChanges,trailingTaxProvision,quarterlyPurchaseOfInvestment,trailingPretaxIncome,annualCurrentDeferredRevenue,annualCashDividendsPaid,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualPretaxIncome,annualNetIncomeContinuousOperations,trailingOperatingIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,quarterlyFreeCashFlow,annualNetIncome,quarterlyNetIncome,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualCurrentAssets,quarterlyOtherCurrentAssets,annualLongTermDebt,annualRepurchaseOfCapitalStock,quarterlyCurrentAccruedExpenses,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,trailingNetIncomeCommonStockholders,annualTotalAssets,annualTaxProvision,annualDepreciationAndAmortization,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyLongTermDebt,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyChangeInInventory,quarterlyInventory,quarterlyGrossProfit,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,annualOtherIncomeExpense,quarterlyPurchaseOfBusiness,trailingGrossProfit,quarterlyOtherIntangibleAssets,annualNetPPE,annualOperatingCashFlow,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyCapitalStock,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetPPE,trailingRepaymentOfDebt,quarterlyTaxProvision,annualBasicAverageShares,quarterlyChangesInAccountReceivables,annualChangeInInventory,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualOperatingExpense,trailingInvestingCashFlow,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualAccumulatedDepreciation,trailingDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualInvestingCashFlow,annualChangesInAccountReceivables,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyBasicEPS,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,trailingOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualInventory,annualCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInterestExpense,annualPurchaseOfInvestment,annualDilutedEPS,annualDilutedAverageShares,trailingChangesInAccountReceivables,annualRepaymentOfDebt,annualTotalRevenue,annualCapitalStock,trailingChangeInWorkingCapital,trailingChangeInInventory,annualResearchAndDevelopment,quarterlyResearchAndDevelopment,annualSaleOfInvestment,trailingBasicAverageShares,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualInvestmentsAndAdvances
1988-12-31,726200000.0,,,,,0.0,,883700000.0,,,,835600000.0,109400000.0,,,,109400000.0,,0.0,,,60200000.0,,274400000.0,959500000.0,874700000.0,,24500000.0,,507500000.0,,,,,,,835600000.0,144600000.0,379600000.0,185500000.0,,1758400000.0,,840800000.0,,185500000.0,,123900000.0,636600000.0,55000000.0,922800000.0,,40400000.0,,883700000.0,60200000.0,1900000.0,,,959500000.0,,,726200000.0,,,,,,1758400000.0,194100000.0,,922800000.0,185500000.0,,1900000.0,,67100000.0,,,,,,,,309800000.0,,874700000.0,,977200000.0,,110700000.0,,,507200000.0,243600000.0,0.0,24500000.0,507200000.0,,,,340600000.0,24500000.0,24500000.0,243600000.0,,,386458333.0,,,518000000.0,,,,144600000.0,,,,,-274400000.0,,0.48,123900000.0,,,40400000.0,,0.0,518000000.0,,,,702800000.0,,,67100000.0,-274400000.0,,,,,,0.0,,,,,-1036100000.0,,,581600000.0,,,,,,,,,,,-1036100000.0,,,,,,,309800000.0,,581600000.0,,5300000.0,,0.48,386458333.0,,,1818000000.0,,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,,,,,,388240000.0,,,,,,,,,,,,416100000.0,,,,,,,,,,,,,,,,,,,,23200000.0,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388240000.0,,,,,,,,,,,,,,,,,,,,,,,,416100000.0,,,,,,0.06,,,,,,,,416100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,,,,,,,,,,,,,388240000.0,,,,,,,,,,,,482200000.0,,,,,,,,,,,,,,,,,,,,50800000.0,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388240000.0,,,,,,,,,,,,,,,,,,,,,,,,482200000.0,,,,,,0.13,,,,,,,,482200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,,,,,,,,,,,,,,,,,389008000.0,,,,,,,,,,,,452200000.0,,,,,,,,,,,,,,,,,,,,64100000.0,,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389008000.0,,,,,,,,,,,,,,,,,,,,,,,,452200000.0,,,,,,0.165,,,,,,,,452200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,792500000.0,,,,7900000.0,53300000.0,,839700000.0,100500000.0,,,1328000000.0,535500000.0,,,,535500000.0,,0.0,,-214800000.0,140500000.0,,53300000.0,907600000.0,1368500000.0,,34600000.0,,518100000.0,-348800000.0,,,,,-99700000.0,1328000000.0,124800000.0,86600000.0,39800000.0,,2208200000.0,,824600000.0,,39800000.0,,722000000.0,842200000.0,-98300000.0,880200000.0,,117600000.0,11300000.0,839700000.0,140500000.0,377600000.0,,,907600000.0,,,792500000.0,,,,,,2208200000.0,46800000.0,68900000.0,880200000.0,39800000.0,,377600000.0,,40300000.0,,,,,,,,166500000.0,,1368500000.0,,964400000.0,,68400000.0,,,413000000.0,233500000.0,111300000.0,34600000.0,413000000.0,,,,122200000.0,34600000.0,34600000.0,233500000.0,,,379047619.0,,-19000000.0,533200000.0,,,,124800000.0,,,,,-299700000.0,,0.105,722000000.0,,,117600000.0,,24500000.0,533200000.0,,-58000000.0,,911100000.0,,,40300000.0,-299700000.0,,,,,5400000.0,-359600000.0,,,,,-1217600000.0,,,567200000.0,,,,,,,,100500000.0,,,-1217600000.0,10100000.0,-4400000.0,,,,,166500000.0,259000000.0,567200000.0,,35000000.0,,0.105,379047619.0,,,1789000000.0,,,,,,,,,,,,,,,,,,
1990-03-31,774400000.0,,,-26300000.0,,,,869800000.0,,15300000.0,-400000.0,,,,154600000.0,,704100000.0,366666667.0,,,,,,,897700000.0,1482900000.0,,,,420000000.0,,,,,,,1478500000.0,,,,,2352700000.0,16500000.0,,-19300000.0,,16500000.0,,,16500000.0,,0.045,194600000.0,,,138400000.0,,,,,-95700000.0,,,,0.0,199500000.0,-108900000.0,,,,,874200000.0,,,509500000.0,,,,,,,-9300000.0,,,183600000.0,220500000.0,,169900000.0,,28900000.0,,,,578700000.0,,,,,34600000.0,,,,23900000.0,23900000.0,250900000.0,,12400000.0,,,,,,,-13200000.0,158900000.0,,12500000.0,,-2800000.0,-299700000.0,104300000.0,,653300000.0,366666667.0,,,,,550600000.0,,,,,,,,,,,-6100000.0,,,,,,,,50600000.0,,-10700000.0,464100000.0,,-62400000.0,0.045,,,,,151400000.0,,,65900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,857100000.0,,,-26400000.0,,,,889400000.0,,16700000.0,600000.0,,,,161700000.0,,662700000.0,391578947.0,,,,,,,908600000.0,1519400000.0,,,,457800000.0,,,,,,,1519800000.0,,,,,2408800000.0,37200000.0,,-4400000.0,,37200000.0,,,37200000.0,,0.095,153200000.0,,,152000000.0,,,,,-4300000.0,,,,0.0,215600000.0,-24100000.0,,,,,889000000.0,,,509500000.0,,,,,,,14900000.0,,,192400000.0,242200000.0,,178400000.0,,65300000.0,,,,579400000.0,,,,,0.0,,,,28100000.0,28100000.0,260900000.0,,28100000.0,,,,,,,-21300000.0,195400000.0,,13400000.0,,1400000.0,-299700000.0,11400000.0,,679100000.0,391578947.0,,,,,560600000.0,,,,,,,,,,,16900000.0,,,,,,,,63800000.0,,4300000.0,499800000.0,,-41500000.0,0.095,,,,,161900000.0,,,80500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,864700000.0,,,-26300000.0,,,,938000000.0,,17200000.0,3000000.0,,,,163400000.0,,698200000.0,385142857.0,,,,,,,949600000.0,1560500000.0,,,,502800000.0,,,,,,,1562900000.0,,,,,2498500000.0,67400000.0,,21600000.0,,67400000.0,,,67400000.0,,0.175,188700000.0,,,155600000.0,,,,,-2600000.0,,,,0.0,232600000.0,-12400000.0,,,,,935600000.0,,,509500000.0,,,,,,,43600000.0,,,200100000.0,270200000.0,,180600000.0,,118200000.0,,,,575700000.0,,,,,0.0,,,,15300000.0,15300000.0,265900000.0,,50800000.0,,,,,,,-16000000.0,183200000.0,,15000000.0,,0.0,-299700000.0,-37900000.0,,718900000.0,385142857.0,,,,,565600000.0,,,,,,,,,,,37600000.0,,,,,,,,89600000.0,,-12900000.0,501000000.0,,-24700000.0,0.175,,,,,180500000.0,,,106800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,844700000.0,,,-26300000.0,1200000.0,98300000.0,,961100000.0,102000000.0,17600000.0,3400000.0,1579300000.0,734600000.0,,193100000.0,,734600000.0,,0.0,,-184000000.0,97200000.0,,325100000.0,974700000.0,1572500000.0,,20600000.0,,558000000.0,-102700000.0,,,,,-105300000.0,1579300000.0,114700000.0,302600000.0,172500000.0,,2533600000.0,51500000.0,873900000.0,100400000.0,172500000.0,51500000.0,692700000.0,672800000.0,51500000.0,954300000.0,,109700000.0,6600000.0,961100000.0,97200000.0,507600000.0,,,974700000.0,-100000.0,,844700000.0,,0.0,226300000.0,-39600000.0,,2533600000.0,130100000.0,66800000.0,954300000.0,172500000.0,,507600000.0,,117300000.0,,,,,-16100000.0,,,188000000.0,331700000.0,1572500000.0,210700000.0,1064700000.0,90300000.0,33100000.0,,,588300000.0,291500000.0,194100000.0,20600000.0,588300000.0,0.0,,,391900000.0,20600000.0,20600000.0,291500000.0,,38800000.0,387640449.0,,-15600000.0,620400000.0,,,-45300000.0,114700000.0,,14800000.0,,-4400000.0,-328900000.0,-101200000.0,0.445,692700000.0,,,109700000.0,,34600000.0,620400000.0,,-95800000.0,,739600000.0,,,117300000.0,-328900000.0,,,145700000.0,,84600000.0,-185000000.0,,,,,121000000.0,,5300000.0,628000000.0,,-55400000.0,,,,,,102000000.0,,,138600000.0,-14000000.0,-5800000.0,,,,,188000000.0,-23400000.0,628000000.0,,55600000.0,,0.445,387640449.0,,,1938600000.0,,,,,,,,,,,,,,,,,,
1991-03-31,734200000.0,,,-26800000.0,,,,846500000.0,,17300000.0,-400000.0,,,,159900000.0,,737700000.0,362857143.0,,,,,,,960600000.0,1565100000.0,,,,428500000.0,,,,,,,1471900000.0,,,,,2411600000.0,12700000.0,,6200000.0,,12700000.0,,,12700000.0,,0.035,226100000.0,,,105000000.0,,,,,-3500000.0,,,,0.0,202900000.0,-16500000.0,,,,,939700000.0,,,511600000.0,,,,,,,-13200000.0,,,199600000.0,225600000.0,,177200000.0,,22200000.0,,,,584500000.0,,,,,20600000.0,,,,7300000.0,7300000.0,292700000.0,,9500000.0,,,,,,,-13000000.0,123400000.0,,13000000.0,,-1800000.0,-328900000.0,-16100000.0,,687900000.0,362857143.0,,,,,621600000.0,,,,,,,,,,,19200000.0,,,,,,,,48400000.0,,-13400000.0,446500000.0,,-42400000.0,0.035,,,,,164300000.0,,,65700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,751200000.0,,,-26900000.0,,,,858500000.0,,17900000.0,2000000.0,,,,167300000.0,,731800000.0,387777778.0,,,,,,,968600000.0,1573300000.0,,,,456900000.0,,,,,,,1483000000.0,,,,,2431800000.0,34900000.0,,31900000.0,,34900000.0,,,34900000.0,,0.09,220300000.0,,,99500000.0,,,,,2500000.0,,,,0.0,213500000.0,500000.0,,,,,948800000.0,,,511500000.0,,,,,,,14300000.0,,,211700000.0,243400000.0,,185200000.0,,60900000.0,,,,575100000.0,,,,,0.0,,,,17100000.0,17100000.0,290900000.0,,26000000.0,,,,,,,-12700000.0,112900000.0,,11700000.0,,1600000.0,-328900000.0,-35200000.0,,707300000.0,387777778.0,,,,,619800000.0,,,,,,,,,,,44600000.0,,,,,,,,58200000.0,,9900000.0,468000000.0,,-12200000.0,0.09,,,,,170300000.0,,,76100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,854300000.0,,,-26700000.0,,,,896400000.0,,18000000.0,3800000.0,,,,165600000.0,,678200000.0,380000000.0,,,,,,,996900000.0,1616900000.0,,,,489500000.0,,,,,,,1532500000.0,,,,,2513300000.0,55100000.0,,37500000.0,,55100000.0,,,55100000.0,,0.145,216200000.0,,,107900000.0,,,,,-10600000.0,,,,0.0,237800000.0,-17700000.0,,,,,980800000.0,,,462000000.0,,,,,,,39800000.0,,,214300000.0,251700000.0,,183600000.0,,96100000.0,,,,582000000.0,,,,,0.0,,,,5300000.0,5300000.0,289800000.0,,41000000.0,,,,,,,-12600000.0,149100000.0,,11800000.0,,300000.0,-328900000.0,-44100000.0,,745100000.0,380000000.0,,,,,618700000.0,,,,,,,,,,,50100000.0,,,,,,,,68100000.0,,-11800000.0,519700000.0,,-3100000.0,0.145,,,,,185500000.0,,,86100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,818700000.0,,,-26900000.0,2500000.0,157400000.0,,942300000.0,103300000.0,18900000.0,1800000.0,1526200000.0,707500000.0,,202200000.0,,707500000.0,,0.0,,-128900000.0,109400000.0,,269600000.0,1015500000.0,1582900000.0,,16600000.0,,568100000.0,-11700000.0,,,,,-107300000.0,1526200000.0,130800000.0,258300000.0,148000000.0,,2525200000.0,45300000.0,906300000.0,81800000.0,148000000.0,45300000.0,717200000.0,695000000.0,45300000.0,999000000.0,,87300000.0,7200000.0,942300000.0,109400000.0,437300000.0,,,1015500000.0,-100000.0,,818700000.0,,0.0,252100000.0,-12800000.0,,2525200000.0,110300000.0,72100000.0,999000000.0,148000000.0,,437300000.0,,182900000.0,,,,,-5200000.0,,,192100000.0,316000000.0,1582900000.0,221100000.0,1036700000.0,79100000.0,35700000.0,,,577100000.0,288600000.0,208600000.0,16600000.0,577100000.0,0.0,,,341700000.0,16600000.0,16600000.0,288600000.0,,33800000.0,389473684.0,,-4000000.0,646100000.0,,,-12900000.0,130800000.0,,10500000.0,,-2200000.0,-357500000.0,-70500000.0,0.38,717200000.0,,,87300000.0,,20600000.0,646100000.0,,-51200000.0,,767100000.0,,,182900000.0,-357500000.0,,,94700000.0,,54000000.0,-46500000.0,,,,,94900000.0,,11300000.0,584600000.0,,-71200000.0,,,,,,103300000.0,,,113800000.0,-4000000.0,-2100000.0,,,,,192100000.0,-165900000.0,584600000.0,,47000000.0,,0.38,389473684.0,,,1943000000.0,,,,,,,,,,,,,,,,,,
1992-03-31,721900000.0,,,-27300000.0,,,,821700000.0,,12400000.0,5900000.0,,,,169400000.0,,681200000.0,355000000.0,,,,,,,1002300000.0,1564400000.0,,,,454800000.0,,,,,,,1403100000.0,,,,,2386100000.0,14200000.0,,46400000.0,,14200000.0,,,14200000.0,,0.04,87200000.0,,,109500000.0,,,,,5600000.0,,,,0.0,224200000.0,-900000.0,,,,,983000000.0,,,411200000.0,,182800000.0,,,,,-13900000.0,,,199600000.0,230600000.0,,181800000.0,,24800000.0,,,,572500000.0,,,,,16600000.0,,,,6500000.0,6500000.0,280100000.0,,10600000.0,,,,,,,-6500000.0,120900000.0,,10100000.0,,400000.0,-360800000.0,-62200000.0,,711800000.0,355000000.0,,,,,640900000.0,,,,,,,,,,,52900000.0,,,,,,,,48800000.0,,-10200000.0,505100000.0,,-5500000.0,0.04,,,,,95900000.0,,,61200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,795400000.0,,,-27400000.0,,,,895600000.0,,12500000.0,-4800000.0,,,,172400000.0,,687200000.0,386000000.0,,,,,,,1000400000.0,1586000000.0,,,,484300000.0,,,,,,,1482600000.0,,,,,2481600000.0,38600000.0,,35900000.0,,38600000.0,,,38600000.0,,0.1,183800000.0,,,106800000.0,,,,,-10200000.0,,,,0.0,231800000.0,-20100000.0,,,,,999000000.0,,,411300000.0,,92100000.0,,,,,9000000.0,,,220500000.0,252500000.0,,184900000.0,,67400000.0,,,,569700000.0,,,,,0.0,,,,19800000.0,19800000.0,284000000.0,,28800000.0,,,,,,,-16000000.0,129000000.0,,9200000.0,,1300000.0,-360800000.0,-18400000.0,,732300000.0,386000000.0,,,,,644800000.0,,,,,,,,,,,51900000.0,,,,,,,,67600000.0,,13400000.0,469400000.0,,-26400000.0,0.1,,,,,197000000.0,,,80100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,879000000.0,,,-27300000.0,,,,967100000.0,,12700000.0,700000.0,,,,182200000.0,,690400000.0,381875000.0,,,,,,,1032200000.0,1629300000.0,,,,532700000.0,,,,,,,1569400000.0,,,,,2596400000.0,61100000.0,,33100000.0,,61100000.0,,,61100000.0,,0.16,200300000.0,,,110000000.0,,,,,-8200000.0,,,,0.0,258000000.0,-20800000.0,,,,,1027000000.0,,,409400000.0,,80700000.0,,,,,36300000.0,,,216800000.0,274700000.0,,194900000.0,,106700000.0,,,,572800000.0,,,,,0.0,,,,14500000.0,14500000.0,282900000.0,,45600000.0,,,,,,,-13300000.0,194400000.0,,9500000.0,,-400000.0,-3360800000.0,-30900000.0,,773600000.0,381875000.0,,,,,3643700000.0,,,,,,,,,,,46400000.0,,,,,,,,79800000.0,,-5300000.0,459500000.0,,-16100000.0,0.16,,,,,225100000.0,,,92500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,840700000.0,,,-27400000.0,4700000.0,178400000.0,,911000000.0,131000000.0,36700000.0,,1599300000.0,758600000.0,,203300000.0,,758600000.0,,0.0,,-12900000.0,91700000.0,,284100000.0,934600000.0,1597100000.0,,13200000.0,,578700000.0,2900000.0,,,,,-109400000.0,1599300000.0,124200000.0,267300000.0,153200000.0,,2508100000.0,-85300000.0,964800000.0,63000000.0,28600000.0,-85300000.0,758800000.0,727300000.0,39300000.0,908800000.0,,290200000.0,,911000000.0,91700000.0,358700000.0,,,934600000.0,15700000.0,,840700000.0,,0.0,250800000.0,-20500000.0,,2508100000.0,114100000.0,74300000.0,908800000.0,28600000.0,,358700000.0,,109700000.0,,,,,-10700000.0,,,188500000.0,327900000.0,1597100000.0,240000000.0,1085700000.0,68500000.0,20700000.0,,,553600000.0,284700000.0,251100000.0,13200000.0,553600000.0,0.0,,,358400000.0,13200000.0,13200000.0,284700000.0,,29200000.0,381333333.0,,-6400000.0,669600000.0,,,-36900000.0,124200000.0,,8800000.0,,-2900000.0,-384900000.0,-78900000.0,0.075,758800000.0,,,290200000.0,,16600000.0,669600000.0,,-72700000.0,,801600000.0,,,109700000.0,-384900000.0,,,99900000.0,,,-62300000.0,,,,,87900000.0,,-1300000.0,585500000.0,,35100000.0,,,,,,131000000.0,,,124600000.0,-3400000.0,-1600000.0,,,,,188500000.0,-190400000.0,585500000.0,,37600000.0,,0.075,381333333.0,,,2050500000.0,,,,,,,,,,,,,,,,,,
1993-03-31,765000000.0,,,-27900000.0,,,,825500000.0,,18300000.0,22300000.0,,,,169300000.0,,734100000.0,382500000.0,,,,,,,922000000.0,1572700000.0,,,,466900000.0,,,,,,,1499100000.0,,,,,2398200000.0,15300000.0,,48000000.0,,15300000.0,,,15300000.0,,0.04,290900000.0,,,87200000.0,,,,,0.0,,,,0.0,227200000.0,-7000000.0,,,,,899100000.0,,,333400000.0,,109800000.0,,,,,-17300000.0,,-11700000.0,199200000.0,239700000.0,,187600000.0,,26700000.0,,,,548300000.0,,,,,13200000.0,,,,10600000.0,10600000.0,278700000.0,,11400000.0,,,,,,,-7000000.0,125400000.0,,8200000.0,,1200000.0,-349700000.0,-50700000.0,,745700000.0,382500000.0,,,,,628400000.0,,,,,,,,,,,55000000.0,,,,,,,,52100000.0,,-2700000.0,523600000.0,,-16100000.0,0.04,,,,,116000000.0,,,70400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,801700000.0,,,-27900000.0,,,,843100000.0,,18600000.0,-11000000.0,,,,177500000.0,,733900000.0,392727273.0,,,,,,,937300000.0,1605400000.0,,,,490900000.0,,,,,,,1535600000.0,,,,,2448500000.0,43200000.0,,53500000.0,,43200000.0,,,43200000.0,,0.11,290900000.0,,,78000000.0,,,,,-19200000.0,,,,0.0,230000000.0,-29400000.0,,,,,912900000.0,,,333300000.0,,109700000.0,,,,,14700000.0,,-16500000.0,214000000.0,260900000.0,,196100000.0,,71800000.0,,,,547400000.0,,,,,0.0,,,,13900000.0,13900000.0,275600000.0,,28600000.0,,,,,,,-10200000.0,139700000.0,,7800000.0,,0.0,-358700000.0,-30900000.0,,782400000.0,392727273.0,,,,,634300000.0,,,,,,,,,,,63700000.0,,,,,,,,64800000.0,,3400000.0,537600000.0,,-9100000.0,0.11,,,,,124400000.0,,,83400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,1123600000.0,,,-28000000.0,,,,1269000000.0,,19100000.0,192400000.0,,,,180400000.0,,1286100000.0,391063830.0,,,,,,,817400000.0,1942500000.0,,,,555000000.0,,,,,,,2409700000.0,,,,,3211500000.0,-91900000.0,,61800000.0,,-91900000.0,,,-91900000.0,,-0.235,312800000.0,,,128300000.0,,,,,-303400000.0,,,,0.0,265700000.0,-313800000.0,,,,,801800000.0,,,892600000.0,,80700000.0,,,,,-190600000.0,,6800000.0,250700000.0,289300000.0,,199500000.0,,-108800000.0,,,,1029500000.0,,,,,0.0,,,,51200000.0,51200000.0,340700000.0,,-16900000.0,,,,,,,-10400000.0,194400000.0,,8000000.0,,-2400000.0,-396800000.0,278800000.0,,572300000.0,391063830.0,,,,,737500000.0,,,,,,,,,,,72200000.0,,,,,,,,89800000.0,,37200000.0,748300000.0,,-62600000.0,-0.235,,,,,180900000.0,,,108900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,1068900000.0,,,-28000000.0,19000000.0,415800000.0,,1131800000.0,197200000.0,83600000.0,1100000.0,2261200000.0,1192300000.0,,247000000.0,,1192300000.0,,0.0,,88500000.0,137500000.0,,292700000.0,834300000.0,1952400000.0,,48000000.0,,682700000.0,-398400000.0,,,,,-111800000.0,2261200000.0,170800000.0,66200000.0,11400000.0,,3084200000.0,44800000.0,989000000.0,252500000.0,11400000.0,44800000.0,586100000.0,774200000.0,44800000.0,823000000.0,,315200000.0,204800000.0,1131800000.0,137500000.0,757600000.0,,,834300000.0,-75800000.0,,1068900000.0,,0.0,266100000.0,-97500000.0,,3084200000.0,54800000.0,139600000.0,823000000.0,11400000.0,,757600000.0,,119500000.0,,,,,3100000.0,,32700000.0,215200000.0,416600000.0,1952400000.0,330600000.0,1206500000.0,76600000.0,-190100000.0,,,1021000000.0,345300000.0,465600000.0,48000000.0,1021000000.0,0.0,,,432300000.0,48000000.0,48000000.0,345300000.0,,31800000.0,380000000.0,,11300000.0,4427400000.0,,,-22200000.0,170800000.0,,12300000.0,,700000.0,-4082100000.0,-179000000.0,0.03,586100000.0,,,315200000.0,,13200000.0,4427400000.0,,-49800000.0,,913800000.0,,,119500000.0,-4082100000.0,,,274700000.0,,-39100000.0,-447700000.0,,,,,86000000.0,,-3200000.0,700900000.0,,176300000.0,,6200000.0,,,,197200000.0,,,169600000.0,34700000.0,-500000.0,,,,,215200000.0,18200000.0,700900000.0,,36300000.0,,0.03,380000000.0,,,2195500000.0,,,,,,,,,,,,,,,,,,
