,trailingNetIncomeCommonStockholders,annualGrossPPE,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,trailingInterestExpense,quarterlyChangeInInventory,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,trailingGrossProfit,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,trailingRepaymentOfDebt,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalExpenditure,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,trailingChangeInInventory,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyEbitda,quarterlyDilutedEPS,annualNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyOperatingIncome,trailingStockBasedCompensation,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyDilutedAverageShares,annualBasicEPS,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCapitalExpenditure,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyOtherNonCashItems,annualTotalRevenue,annualCapitalStock,trailingOperatingExpense,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyGrossPPE,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingCostOfRevenue,annualInterestExpense,trailingFreeCashFlow,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualAccumulatedDepreciation,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualGrossProfit,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyTotalAssets,annualTotalLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualNetIncome,quarterlyLongTermDebt,annualRetainedEarnings,annualAccountsReceivable,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,annualPurchaseOfInvestment,trailingOperatingIncome,trailingInvestingCashFlow,annualCostOfRevenue,annualAccountsPayable,annualOperatingIncome,annualBasicAverageShares,trailingTotalRevenue,annualInvestingCashFlow,quarterlyNetIncome,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualCashDividendsPaid,annualFreeCashFlow,annualEndCashPosition,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualDepreciationAndAmortization,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualTaxProvision,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyInventory,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,trailingOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyBasicEPS,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,quarterlyBasicAverageShares,annualCurrentAssets,annualCurrentLiabilities,annualNetPPE,trailingNetOtherInvestingChanges,annualEbitda,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualSellingGeneralAndAdministration,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,trailingBasicEPS
978220800,,8439000000.0,-519000000.0,7160000000.0,3213000000.0,8097000000.0,,1600000000.0,,,,1050000000.0,455000000.0,,,,,,,9943000000.0,,,1184000000.0,-259000000.0,1734000000.0,19090000000.0,1938000000.0,-409000000.0,,431000000.0,1505000000.0,1505000000.0,-217000000.0,7595000000.0,,,,,709000000.0,,0.0,,465000000.0,,-187000000.0,-2728000000.0,894000000.0,,-1.29,,,-2087000000.0,-4993000000.0,-500000000.0,-424000000.0,968000000.0,,25329000000.0,431000000.0,,271000000.0,-84000000.0,8439000000.0,,337000000.0,,919000000.0,,,,,,,11259000000.0,10175000000.0,736000000.0,,-420000000.0,-4993000000.0,3825000000.0,153000000.0,3446000000.0,5199000000.0,,,2582000000.0,,-433000000.0,8097000000.0,8000000.0,1209000000.0,,1752000000.0,,4195000000.0,19090000000.0,,6886000000.0,,,30349000000.0,,30349000000.0,23189000000.0,,-519000000.0,9065000000.0,5199000000.0,4195000000.0,54000000.0,-259000000.0,-1.29,,,,22747000000.0,1184000000.0,1614000000.0,402325581.0,,1762000000.0,89000000.0,9065000000.0,184000000.0,-183000000.0,1516000000.0,1505000000.0,286000000.0,,244000000.0,,,13014000000.0,3213000000.0,,1734000000.0,894000000.0,1505000000.0,968000000.0,243000000.0,,7160000000.0,1383000000.0,1505000000.0,89000000.0,,710000000.0,,,,115000000.0,709000000.0,3825000000.0,0.0,,,5701000000.0,23189000000.0,736000000.0,,,2016000000.0,13014000000.0,,244000000.0,9943000000.0,1505000000.0,402325581.0,,-51000000.0,14000000.0,,,,5701000000.0,,11259000000.0,10175000000.0,3446000000.0,,2582000000.0,,,,,,,,,,,,,,,,
985996800,,,,7260000000.0,,,,-59000000.0,,,,,,,,,,,,1035000000.0,,,1104000000.0,-290000000.0,505000000.0,,1505000000.0,,,434000000.0,2389000000.0,2389000000.0,-72000000.0,5010000000.0,,,,,556000000.0,0.25,,,329000000.0,,,,,420000000.0,,,,-34000000.0,,,,,,,,,1049000000.0,,3334000000.0,,175000000.0,,,,,,,,,11523000000.0,10231000000.0,,,717000000.0,,,70000000.0,3334000000.0,5256000000.0,,,,,884000000.0,1931000000.0,43000000.0,,,,8794000000.0,3934000000.0,18987000000.0,6098000000.0,4681000000.0,,,,,30510000000.0,,,,9029000000.0,,,977000000.0,,,,,,,,,,,,105000000.0,,105000000.0,,,,,,227000000.0,,,13019000000.0,3314000000.0,,,901000000.0,,,197000000.0,,,-131000000.0,2389000000.0,105000000.0,,,,,,43000000.0,329000000.0,3571000000.0,0.0,,,5824000000.0,23250000000.0,676000000.0,,,,,,,,,,,-48000000.0,,,0.25,,,420000000.0,,,,,,,,,,,,,,,,,,,,,
993859200,,,,7410000000.0,,,,-29000000.0,,,,,,,,,,,,997000000.0,,,1007000000.0,-294000000.0,492000000.0,,2389000000.0,,,435000000.0,1222000000.0,1222000000.0,-121000000.0,5961000000.0,,,,,625000000.0,0.33,,,393000000.0,,,,,436363636.0,,,,-1165000000.0,-8316000000.0,,,,,,,,148000000.0,,11639000000.0,,239000000.0,,,,,,,,,10019000000.0,9108000000.0,,,-228000000.0,,,95000000.0,3323000000.0,5352000000.0,,,,,-1167000000.0,7826000000.0,21000000.0,,,,8726000000.0,3818000000.0,18949000000.0,,5568000000.0,,,,,28968000000.0,,,,8517000000.0,,,27000000.0,,,,,,,,,,,,144000000.0,,144000000.0,,,,,,232000000.0,,,12450000000.0,3251000000.0,,,275000000.0,,,180000000.0,,,-150000000.0,1222000000.0,144000000.0,,,,,,26000000.0,393000000.0,3365000000.0,0.0,,,5903000000.0,21558000000.0,682000000.0,,,,,,,,,,,-48000000.0,,,0.34,,,423529412.0,,,,,,,,,,,,,,,,,,,,,
1001808000,,,,7832000000.0,,,,-1000000.0,,,,,,,,,,,,958000000.0,,,924000000.0,-140000000.0,463000000.0,,1222000000.0,,,438000000.0,1801000000.0,1801000000.0,-119000000.0,6384000000.0,,,,,668000000.0,0.49,,,429000000.0,,,,,434693878.0,,,,-1123000000.0,-8316000000.0,,,,,,,,997000000.0,,11580000000.0,,408000000.0,,,,,,,,,10508000000.0,9817000000.0,,,509000000.0,,,159000000.0,3264000000.0,5517000000.0,,,,,579000000.0,8816000000.0,59000000.0,,,,8638000000.0,3785000000.0,18689000000.0,,5955000000.0,,,,,29197000000.0,,,,7639000000.0,,,878000000.0,,,,,,,,,,,,213000000.0,,249000000.0,,,,,,239000000.0,,,11548000000.0,3230000000.0,,,77000000.0,,,172000000.0,,,705000000.0,1801000000.0,213000000.0,,,,,,151000000.0,429000000.0,3337000000.0,0.0,,,5829000000.0,21365000000.0,679000000.0,,,,,,,,,,,-48000000.0,,,0.5,,,426000000.0,,,,,,,,,,,,,,,,,,,,,
1009756800,,8042000000.0,-1046000000.0,6443000000.0,1543000000.0,2016000000.0,,214000000.0,,,-2578000000.0,-593000000.0,1505000000.0,,,,,,,939000000.0,,,1419000000.0,-17000000.0,1111000000.0,16876000000.0,1801000000.0,-655000000.0,,441000000.0,912000000.0,912000000.0,-307000000.0,6635000000.0,,,,,-138000000.0,,0.0,,392000000.0,,651000000.0,-2557000000.0,89000000.0,,-2.45,,5002000000.0,-235000000.0,-5051000000.0,-619000000.0,79000000.0,0.0,,23990000000.0,441000000.0,,-369000000.0,-118000000.0,8042000000.0,,-634000000.0,,700000000.0,,,63000000.0,,,,10778000000.0,9689000000.0,992000000.0,,-855000000.0,-5051000000.0,3140000000.0,-215000000.0,2991000000.0,3961000000.0,,,1543000000.0,,-889000000.0,2016000000.0,90000000.0,143000000.0,,125000000.0,7371000000.0,4049000000.0,16876000000.0,1100000000.0,6243000000.0,,7371000000.0,27654000000.0,,27654000000.0,21211000000.0,,-1046000000.0,7422000000.0,3961000000.0,4049000000.0,-676000000.0,-17000000.0,-2.45,-192000000.0,,,22447000000.0,1419000000.0,1543000000.0,427400000.0,,139000000.0,-1508000000.0,7422000000.0,-419000000.0,-192000000.0,1206000000.0,912000000.0,188000000.0,,125000000.0,63000000.0,,11522000000.0,1543000000.0,898000000.0,1111000000.0,89000000.0,912000000.0,823000000.0,151000000.0,,6443000000.0,-285000000.0,912000000.0,-1508000000.0,1884000000.0,109000000.0,,,1884000000.0,-875000000.0,392000000.0,3140000000.0,0.0,1100000000.0,,1610000000.0,21211000000.0,992000000.0,,5002000000.0,1825000000.0,11522000000.0,,,939000000.0,912000000.0,432500000.0,,-48000000.0,213000000.0,,,,1610000000.0,,10778000000.0,9689000000.0,2991000000.0,,1711000000.0,,,,,,,,,,,,,,,,
1017532800,,,,6861000000.0,,,,37000000.0,,-9000000.0,,,,,,,,,,8279000000.0,,,1171000000.0,-144000000.0,1022000000.0,,912000000.0,,,448000000.0,1367000000.0,1367000000.0,-105000000.0,5966000000.0,,,,,572000000.0,0.49,,,438000000.0,,,,,444897959.0,,,,95000000.0,-5051000000.0,,,,,,,,428000000.0,,8030000000.0,,326000000.0,,,,,,,,,11063000000.0,9669000000.0,,,76000000.0,,,102000000.0,2979000000.0,4131000000.0,,,,,455000000.0,8130000000.0,201000000.0,,,,,3941000000.0,16716000000.0,,5528000000.0,,,,,27779000000.0,,,,7093000000.0,,,323000000.0,,,,,,,,,,,,218000000.0,,224000000.0,,,,,,134000000.0,,,11249000000.0,3170000000.0,,,368000000.0,,,148000000.0,,,-68000000.0,1367000000.0,218000000.0,,,,,,36000000.0,438000000.0,3149000000.0,0.0,,,5458000000.0,20918000000.0,986000000.0,,,,,,,,,,,-48000000.0,,,0.5,,,436000000.0,,,,,,,,,,,,,,,,,,,,,
1025395200,,,,7394000000.0,,,,-12000000.0,,42000000.0,,,,,,,,,,8248000000.0,,,1149000000.0,-176000000.0,1002000000.0,,1367000000.0,,,454000000.0,2429000000.0,2429000000.0,-156000000.0,6290000000.0,,,,,621000000.0,0.75,,,483000000.0,,,,,452000000.0,,,,115000000.0,-5051000000.0,,,,,,,,1120000000.0,,8068000000.0,,381000000.0,,,,,,,,,11659000000.0,10098000000.0,,,643000000.0,,,30000000.0,3017000000.0,4419000000.0,,,,,1062000000.0,8187000000.0,184000000.0,,,,,3555000000.0,16672000000.0,,5807000000.0,,,,,28331000000.0,,,,6687000000.0,,,964000000.0,,,,,,,,,,,,339000000.0,,351000000.0,,,,,,138000000.0,,,10839000000.0,3187000000.0,,,762000000.0,,,145000000.0,,,-173000000.0,2429000000.0,339000000.0,,,,,,43000000.0,483000000.0,3107000000.0,0.0,,,5407000000.0,20937000000.0,965000000.0,,,,,,,,,,,-51000000.0,,,0.76,,,446052632.0,,,,,,,,,,,,,,,,,,,,,
1033344000,,,,7700000000.0,,,,30000000.0,,723000000.0,,,,,,,,,,8217000000.0,,,1107000000.0,-213000000.0,949000000.0,,2429000000.0,,,455000000.0,3490000000.0,3490000000.0,-135000000.0,6542000000.0,,,,,684000000.0,0.64,,,553000000.0,,,,,453125000.0,,,,-15000000.0,-5051000000.0,,,,,,,,1180000000.0,,8204000000.0,,429000000.0,,,,,,,,,11947000000.0,10257000000.0,,,759000000.0,,,129000000.0,3153000000.0,4659000000.0,,,,,1061000000.0,8387000000.0,46000000.0,,,,,3730000000.0,16972000000.0,,5989000000.0,,,,,28919000000.0,,,,6693000000.0,,,1045000000.0,,,,,,,,,,,,290000000.0,,300000000.0,,,,,,131000000.0,,,10962000000.0,3319000000.0,,,763000000.0,,,147000000.0,,,-104000000.0,3490000000.0,290000000.0,,,,,,23000000.0,553000000.0,2254000000.0,0.0,,,5602000000.0,21219000000.0,950000000.0,,,,,,,,,,,-50000000.0,,,0.65,,,446153846.0,,,,,,,,,,,,,,,,,,,,,
1041292800,,8316000000.0,500000000.0,5865000000.0,1724000000.0,1433000000.0,,38000000.0,,-171000000.0,-110000000.0,1826000000.0,912000000.0,,,,,,,814000000.0,,,1102000000.0,-1598000000.0,706000000.0,15132000000.0,3490000000.0,-791000000.0,,455000000.0,2738000000.0,2738000000.0,-266000000.0,7780000000.0,,,-104000000.0,,-161000000.0,,0.0,,475000000.0,,585000000.0,77000000.0,1365000000.0,,1.13,,4542000000.0,-118000000.0,-5058000000.0,-662000000.0,533000000.0,0.0,,26578000000.0,455000000.0,,-440000000.0,-463000000.0,8316000000.0,394000000.0,-559000000.0,,581000000.0,,,107000000.0,,,,10626000000.0,9821000000.0,0.0,,-912000000.0,-5058000000.0,2250000000.0,-217000000.0,3258000000.0,4262000000.0,,,1949000000.0,,-752000000.0,1433000000.0,5000000.0,566000000.0,,93000000.0,7380000000.0,3655000000.0,15132000000.0,1272000000.0,7305000000.0,,7380000000.0,25758000000.0,,25758000000.0,19893000000.0,,500000000.0,6217000000.0,4262000000.0,3655000000.0,-706000000.0,-1598000000.0,1.11,,,,24629000000.0,1102000000.0,1949000000.0,445100000.0,,-539000000.0,-347000000.0,6217000000.0,-342000000.0,-199000000.0,1626000000.0,2738000000.0,577000000.0,,155000000.0,107000000.0,,10072000000.0,1724000000.0,1094000000.0,706000000.0,1365000000.0,2738000000.0,558000000.0,141000000.0,,5865000000.0,-194000000.0,2738000000.0,-347000000.0,1009000000.0,44000000.0,,,1009000000.0,-893000000.0,475000000.0,2250000000.0,0.0,1272000000.0,,2671000000.0,19893000000.0,0.0,,4542000000.0,2288000000.0,10072000000.0,-317000000.0,,814000000.0,2738000000.0,452000000.0,,-50000000.0,436000000.0,,,-50000000.0,2671000000.0,,10626000000.0,9821000000.0,3258000000.0,,1716000000.0,,,,,,,,,,,,,,,,
1049068800,,,,5839000000.0,,,,5000000.0,,181000000.0,,,,,,,,,,8171000000.0,,,1086000000.0,-1642000000.0,658000000.0,,2738000000.0,,,450000000.0,2090000000.0,2090000000.0,-78000000.0,7059000000.0,,,,,611000000.0,0.55,,,472000000.0,,,,,454545455.0,,,,-960000000.0,-5058000000.0,,,,,,,,544000000.0,,8312000000.0,,365000000.0,,,,,,,,,9894000000.0,8913000000.0,,,155000000.0,,,115000000.0,3254000000.0,4458000000.0,-279000000.0,,,,-648000000.0,7220000000.0,10000000.0,,,,,3798000000.0,15121000000.0,,6587000000.0,,,,,25015000000.0,,,,6201000000.0,,,466000000.0,,,,,,,,,,,,250000000.0,,250000000.0,,,,,,139000000.0,,,10263000000.0,4062000000.0,,,607000000.0,,,140000000.0,,,-232000000.0,2090000000.0,250000000.0,,,,,,33000000.0,472000000.0,2067000000.0,0.0,,,3696000000.0,19176000000.0,,,,,,,,,,,,-54000000.0,,,0.56,,,446428571.0,,,,,,,,,,,,,,,,,,,,,
1056931200,,,,6091000000.0,,,,2000000.0,,-22000000.0,,,,,,,,,,8132000000.0,,,1167000000.0,-1612000000.0,705000000.0,,2090000000.0,,,450000000.0,2138000000.0,1909000000.0,-124000000.0,7709000000.0,,,,,558000000.0,0.54,,,410000000.0,,,,,448148148.0,,,,-615000000.0,-5058000000.0,,,,,,,,845000000.0,,8317000000.0,,351000000.0,,,,,,,,,9586000000.0,8463000000.0,,,455000000.0,,,109000000.0,3259000000.0,4645000000.0,0.0,,,,-181000000.0,4366000000.0,12000000.0,,229000000.0,,,3405000000.0,15209000000.0,2766000000.0,7299000000.0,,,,,24795000000.0,,,,6075000000.0,,,721000000.0,,,,,,,,,,,,242000000.0,,242000000.0,,,,,,148000000.0,,,10241000000.0,4166000000.0,,,164000000.0,,,119000000.0,,,-411000000.0,1909000000.0,242000000.0,,,,,,60000000.0,410000000.0,2054000000.0,0.0,,,3818000000.0,18704000000.0,,,,,,,,,,,,-55000000.0,,,0.54,,,448148148.0,,,,,,,,,,,,,,,,,,,,,
1064880000,,,,6298000000.0,,,,11000000.0,,-136000000.0,,,,,,,,,,8101000000.0,,,1298000000.0,-1613000000.0,636000000.0,,1909000000.0,,,451000000.0,2082000000.0,1835000000.0,-165000000.0,8078000000.0,,,,,689000000.0,0.48,,,538000000.0,,,,,452083333.0,,,,-187000000.0,-5058000000.0,,,,,,,,285000000.0,,8337000000.0,,311000000.0,,,,,,,,,9714000000.0,8312000000.0,,,-83000000.0,,,94000000.0,3279000000.0,4808000000.0,0.0,,,,-74000000.0,6864000000.0,18000000.0,,247000000.0,,,3552000000.0,15166000000.0,,7540000000.0,,,,,24880000000.0,,,,6073000000.0,,,120000000.0,,,,,,,,,,,,217000000.0,,217000000.0,,,,,,151000000.0,,,10270000000.0,4197000000.0,,,150000000.0,,,117000000.0,-18000000.0,,-172000000.0,1835000000.0,217000000.0,,,,,,-110000000.0,538000000.0,2158000000.0,0.0,,,3786000000.0,18582000000.0,,,,,,,,,,,,-54000000.0,,,0.49,,,442857143.0,,,,,,,,,,,,,,,,,,,,,
1072828800,,8669000000.0,1053000000.0,6756000000.0,1914000000.0,1558000000.0,,35000000.0,,-117000000.0,-2202000000.0,-1728000000.0,2738000000.0,,,,,,,807000000.0,,,1434000000.0,-1204000000.0,843000000.0,16774000000.0,1835000000.0,43000000.0,,446000000.0,1250000000.0,1010000000.0,-320000000.0,8978000000.0,,,-821000000.0,,770000000.0,,-175000000.0,,556000000.0,,-94000000.0,-2076000000.0,136000000.0,,2.36,,4256000000.0,-314000000.0,-5180000000.0,-687000000.0,1053000000.0,0.0,,31824000000.0,446000000.0,,135000000.0,467000000.0,8669000000.0,,505000000.0,,487000000.0,,,91000000.0,,,,9401000000.0,8893000000.0,,,-850000000.0,-5180000000.0,2348000000.0,161000000.0,3489000000.0,5054000000.0,-203000000.0,,1976000000.0,,-825000000.0,1558000000.0,4000000.0,-323000000.0,240000000.0,53000000.0,7879000000.0,4039000000.0,16774000000.0,1418000000.0,8422000000.0,,7879000000.0,26175000000.0,,26175000000.0,19419000000.0,,1053000000.0,6072000000.0,5054000000.0,4039000000.0,-185000000.0,-1204000000.0,2.34,-240000000.0,,,29848000000.0,1434000000.0,1976000000.0,446500000.0,,-1461000000.0,344000000.0,6072000000.0,344000000.0,-261000000.0,1122000000.0,1010000000.0,1532000000.0,,171000000.0,91000000.0,,10526000000.0,1914000000.0,3000000.0,843000000.0,136000000.0,1010000000.0,609000000.0,111000000.0,7000000.0,6756000000.0,-646000000.0,1010000000.0,344000000.0,1060000000.0,479000000.0,,,1060000000.0,60000000.0,556000000.0,2348000000.0,-175000000.0,1418000000.0,,2326000000.0,19419000000.0,,,4256000000.0,1809000000.0,10526000000.0,330000000.0,,807000000.0,1250000000.0,450000000.0,240000000.0,-98000000.0,44000000.0,,,-482000000.0,2326000000.0,,9401000000.0,8893000000.0,3489000000.0,,2628000000.0,,,,,,,,,,,,,,,,
1080691200,,,,7024000000.0,,,,17000000.0,,278000000.0,,,,,,,240000000.0,,,8650000000.0,,,1611000000.0,-1214000000.0,832000000.0,,1010000000.0,,,447000000.0,2124000000.0,2124000000.0,-106000000.0,8347000000.0,,,,,630000000.0,0.65,,,468000000.0,,,,,447692308.0,,,,-95000000.0,-5180000000.0,,,,,,,,1062000000.0,,8603000000.0,,428000000.0,,,,,,,,,10157000000.0,8902000000.0,,,609000000.0,,,137000000.0,3423000000.0,5247000000.0,,,,,1114000000.0,7170000000.0,18000000.0,,,,,4018000000.0,16666000000.0,,7879000000.0,,,,,26823000000.0,,,,6072000000.0,,,956000000.0,,,,,,,,,,,,291000000.0,,291000000.0,,,,,,162000000.0,,,10897000000.0,4825000000.0,,,121000000.0,,,108000000.0,,,147000000.0,2124000000.0,291000000.0,,,,,,68000000.0,468000000.0,2223000000.0,0.0,,,4593000000.0,19799000000.0,,,,,,,,,,,,-98000000.0,,,0.66,,,440909091.0,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,7034000000.0,,,,15000000.0,,156000000.0,,,,,,,0.0,,,8615000000.0,,,1522000000.0,-1220000000.0,1645000000.0,,2124000000.0,,,443000000.0,2243000000.0,2243000000.0,-154000000.0,8776000000.0,,,,,687000000.0,0.66,,,533000000.0,,,,,448484848.0,,,,-480000000.0,-5180000000.0,,,,,,,,734000000.0,,8618000000.0,,438000000.0,,,,,,,,,9619000000.0,8136000000.0,,,284000000.0,,,142000000.0,3438000000.0,5445000000.0,,,,,119000000.0,6614000000.0,18000000.0,,,,,3677000000.0,16621000000.0,,8243000000.0,,,,,26240000000.0,,,,6070000000.0,,,580000000.0,,,,,,,,,,,,296000000.0,,296000000.0,,,,,,154000000.0,,,11070000000.0,5000000000.0,,,,,,106000000.0,,,-135000000.0,2243000000.0,296000000.0,,,,,,11000000.0,533000000.0,2054000000.0,0.0,,,4568000000.0,19206000000.0,,,,,,,,,,,,-98000000.0,,,0.67,,,441791045.0,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,7240000000.0,,,,8000000.0,,259000000.0,,,,,,,-87000000.0,,,8579000000.0,,,1547000000.0,-1219000000.0,688000000.0,,2243000000.0,,,440000000.0,2910000000.0,2823000000.0,-133000000.0,8438000000.0,,,,,686000000.0,0.69,,,517000000.0,,,,,444927536.0,,,,-247000000.0,-5180000000.0,,,,,,,,1039000000.0,,8552000000.0,,452000000.0,,,,,,,,,10252000000.0,8573000000.0,,,563000000.0,,,145000000.0,3372000000.0,5654000000.0,-187000000.0,,,,580000000.0,7026000000.0,38000000.0,,87000000.0,,,3845000000.0,16392000000.0,,7921000000.0,,,,,26644000000.0,,,,6070000000.0,,,906000000.0,,,,,,,,,,,,307000000.0,,307000000.0,,,,,,169000000.0,,,10831000000.0,4761000000.0,,,,,,109000000.0,,,-212000000.0,2823000000.0,307000000.0,,,,,,44000000.0,517000000.0,1795000000.0,0.0,,,4441000000.0,19404000000.0,,,,,,,,,,,,-98000000.0,,,0.69,,,444927536.0,,,,,,,,,,,,,,,,,,,,,
1104451200,,8660000000.0,1266000000.0,7021000000.0,1967000000.0,1451000000.0,,-11000000.0,,-174000000.0,-1252000000.0,50000000.0,1010000000.0,,,,,,,672000000.0,,,1726000000.0,-1532000000.0,557000000.0,16601000000.0,2823000000.0,0.0,,438000000.0,1456000000.0,1060000000.0,-376000000.0,9965000000.0,,,-91000000.0,,742000000.0,,0.0,,450000000.0,,519000000.0,-2166000000.0,15000000.0,,2.86,,4028000000.0,-1344000000.0,-5061000000.0,-769000000.0,1266000000.0,0.0,,35526000000.0,438000000.0,,89000000.0,-58000000.0,8660000000.0,-87000000.0,346000000.0,,425000000.0,,,,,,,8953000000.0,8566000000.0,,,-1027000000.0,-5061000000.0,1864000000.0,-26000000.0,3599000000.0,5915000000.0,-208000000.0,,1968000000.0,,-1763000000.0,1451000000.0,90000000.0,429000000.0,396000000.0,29000000.0,7892000000.0,4094000000.0,16601000000.0,1346000000.0,9515000000.0,,7892000000.0,25554000000.0,,25554000000.0,18533000000.0,,1266000000.0,5104000000.0,5915000000.0,4094000000.0,-287000000.0,-1532000000.0,2.83,-156000000.0,,,33558000000.0,1726000000.0,1968000000.0,443100000.0,,-708000000.0,372000000.0,5104000000.0,372000000.0,-405000000.0,2155000000.0,1060000000.0,1664000000.0,,171000000.0,,,9967000000.0,1967000000.0,631000000.0,557000000.0,15000000.0,1060000000.0,656000000.0,102000000.0,,7021000000.0,-508000000.0,1060000000.0,372000000.0,812000000.0,398000000.0,,,812000000.0,-123000000.0,450000000.0,1864000000.0,0.0,1346000000.0,,2596000000.0,18533000000.0,,,4028000000.0,2924000000.0,9967000000.0,288000000.0,,672000000.0,1456000000.0,447100000.0,396000000.0,-111000000.0,164000000.0,,,-673000000.0,2596000000.0,,8953000000.0,8566000000.0,3599000000.0,,2745000000.0,,,,,,,,,,,,,,,,
