date,quarterlyChangesInAccountReceivables,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyBasicEPS,annualGrossPPE,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualInterestExpense,annualBeginningCashPosition,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualTotalNonCurrentAssets,quarterlyOperatingExpense,trailingGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyDilutedAverageShares,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,trailingTaxProvision,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualBasicEPS,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyStockBasedCompensation,trailingOtherNonCashItems,annualCurrentDeferredRevenue,trailingResearchAndDevelopment,annualPurchaseOfBusiness,annualTotalRevenue,annualCostOfRevenue,annualCapitalStock,annualCurrentDebt,annualStockBasedCompensation,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,trailingOperatingExpense,quarterlyCurrentAssets,annualDeferredIncomeTax,annualOperatingExpense,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,trailingFreeCashFlow,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,annualAccumulatedDepreciation,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualChangesInAccountReceivables,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTaxProvision,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyGoodwill,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,trailingPretaxIncome,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,annualRetainedEarnings,quarterlyLongTermDebt,annualDilutedAverageShares,annualPretaxIncome,annualPurchaseOfInvestment,annualAccountsReceivable,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,annualNetIncome,annualGoodwill,annualFreeCashFlow,annualCommonStockIssuance,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,annualDilutedEPS,quarterlyDepreciationAndAmortization,trailingChangeInAccountPayable,trailingInvestingCashFlow,annualAccountsPayable,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyDilutedEPS,annualOtherNonCashItems,annualOtherCurrentAssets,annualTaxProvision,annualTotalAssets,annualBasicAverageShares,trailingTotalRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,annualCurrentAccruedExpenses,quarterlyOtherIncomeExpense,annualDepreciationAndAmortization,trailingEndCashPosition,annualCashAndCashEquivalents,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualCurrentLiabilities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,annualNetPPE,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualChangeInAccountPayable,quarterlyBasicAverageShares,annualEbitda,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,trailingCashDividendsPaid,trailingBasicAverageShares,annualChangeInInventory,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,annualInventory,trailingSaleOfInvestment,trailingDilutedEPS,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,quarterlyInventory,annualCashDividendsPaid,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyCashDividendsPaid,trailingInterestExpense,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1970-01-01 00:00:00.828230400,,,,3504000.0,,438606000.0,-0.0125,,,,,,,-119421000.0,,,,,1288330000.0,,,,,-34466000.0,,,,-18721000.0,,,,,,,,10700000,,54856000.0,-41552000.0,109243000.0,10700000,,,83892000.0,68042000.0,,,,,,931000.0,,277954000.0,,,,,,,,,486400000.0,779070000.0,,,,,,458953000.0,,,,,,,,,438606000.0,,10700000,,,,,,,,,438606000.0,,,156766000.0,,729180000.0,-294987000.0,,,,,522498000.0,-16062000.0,,,,,,,,,-107429000.0,,,,,,,,-200000,,-200000,,,,13874000.0,-345515000.0,,,,,-0.0125,,,,,,1445096000.0,,,,,,,731656000.0,,-145428000.0,,,,,,,493419000.0,,,,-200000,509260000.0,-117000.0,,,,-136130000.0,,,,,,,,,,,,54856000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.836092800,,,,,,,-0.0175,,30700000.0,,,,,,,5400000.0,,9900000.0,,,,,,,8700000.0,,8700000.0,,,,,,100000.0,4000000.0,,4200000,,54856000.0,,,11300000,,,,,-900000.0,,,,,,,,,,,,,,4000000.0,10700000.0,,,20800000.0,,,,,,,,,,,,,,,2300000.0,700000,10600000.0,,-5000000.0,,,,,3100000.0,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,,41300000.0,20500000.0,-300000,,0,,,,,,,,4100000.0,,-0.0175,,,,,,,-100000.0,,,,100000.0,,,,,,800000.0,,,,,,10600000.0,,,-300000,,,,10600000.0,,,,,,,,,,,,12000000.0,,54856000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.844041600,,,,,0.0,,0.0175,,32300000.0,,,,,,,4100000.0,,10000000.0,,,,,,,9300000.0,,9300000.0,,,,,0.0,100000.0,800000.0,,4300000,,62857143.0,,,12700000,,41000000.0,,,-900000.0,-900000.0,,-100000.0,,,,,,,,,,,4600000.0,9700000.0,,,21900000.0,,,,,,,,1600000.0,,,600000.0,,,,2600000.0,1300000,9600000.0,,-3900000.0,600000.0,,-1400000.0,,3700000.0,,,1700000.0,,-1000000.0,,,,,1400000.0,,,,,,,,,,,,,700000.0,,,,,42000000.0,20100000.0,1100000,,1100000,,,3000000.0,,,,,4700000.0,,0.0175,,,,,,,,,,,400000.0,,,,,,,,,-46200000.0,,,9700000.0,,,1100000,,,-900000.0,11300000.0,0.0,,,,,,,,,,,12300000.0,,62857143.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.851990400,,1300000.0,10000000.0,,0.0,,,6500000.0,33000000.0,9000000.0,1700000.0,8100000.0,,,,2200000.0,18300000.0,10200000.0,,,,600000.0,,,17100000.0,17400000.0,17100000.0,,-2500000.0,,-1900000.0,0.0,500000.0,700000.0,,4200000,0.0,,,,12400000,1600000.0,0.0,,,-2200000.0,-1000000.0,0.0175,0.0,,,,,,47100000.0,4300000.0,,,,6500000.0,10500000.0,,,25100000.0,-2800000.0,39100000.0,,,,9800000.0,-700000.0,8800000.0,-2200000.0,42800000.0,7800000.0,,2400000.0,,2600000.0,1200000,10000000.0,10400000.0,-3100000.0,500000.0,,5200000.0,,4300000.0,,,1300000.0,,-400000.0,,,,,1000000.0,,,,,-100000.0,-3100000.0,,60348000.0,2600000.0,,,,7800000.0,1300000.0,,11000000.0,41400000.0,43400000.0,18300000.0,800000,-2600000.0,800000,3700000.0,0.0175,3000000.0,,,500000.0,,4600000.0,,,-200000.0,700000.0,1000000.0,43400000.0,60348000.0,,-100000.0,17100000.0,33000000.0,,0.0,11900000.0,,17100000.0,,,0.0,10500000.0,,0.0,,,10400000.0,,,800000,,,-1000000.0,11400000.0,17100000.0,,,,2200000.0,11800000.0,4300000.0,,17100000.0,13500000.0,-100000.0,11800000.0,,,15600000.0,25100000.0,-5100000.0,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.859766400,,,,,0.0,,0.01,,33800000.0,,,,,,,,,10300000.0,,,,,,,19900000.0,,19900000.0,,,,,17100000.0,100000.0,1000000.0,,3400000,,70000000.0,,,12000000,,200000.0,,,,-1200000.0,,200000.0,,,,,,,,,,,,10800000.0,,,27700000.0,,,,,,,-100000.0,3900000.0,,,2900000.0,,,,2800000.0,800000,10700000.0,,-2400000.0,400000.0,,500000.0,,5100000.0,,,1100000.0,,,,,,,900000.0,,,,,,,,,,,,,2700000.0,,,,,44600000.0,16900000.0,700000,,700000,,,2600000.0,,,,,4900000.0,,0.01,,,,,,,,,,,100000.0,,,,,,,,,0.0,,,10800000.0,,,700000,,,-1200000.0,11100000.0,0.0,,,,,,,,,,,11800000.0,,70000000.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.867628800,,,,,-4200000.0,,0.0375,,35900000.0,,,,,,,1600000.0,,8200000.0,,,,,,,18000000.0,,18000000.0,,,,,0.0,400000.0,6100000.0,,3900000,,65714286.0,,,12600000,,0.0,,,,-400000.0,,0.0,,,,,,,,,,,,11800000.0,,,31000000.0,,,,,,,200000.0,2600000.0,,,-2000000.0,,,,3000000.0,3400000,11400000.0,,-100000.0,1300000.0,,-400000.0,,5200000.0,,,3600000.0,,,,,,,1000000.0,,,,,,,,,,,,,2200000.0,,,,,47700000.0,16700000.0,2300000,,2300000,,,500000.0,,,,,4700000.0,,0.035,,,,,,,,,,,300000.0,,,,,,,,,0.0,,,11800000.0,,,2300000,,,-4600000.0,11600000.0,0.0,,,,,,,,,,,9900000.0,,61333333.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.875577600,,,,,-200000.0,,0.0275,,37800000.0,,,,,,,1500000.0,,8000000.0,,,,,,,14500000.0,,14500000.0,,,,,0.0,200000.0,12500000.0,,3100000,,68000000.0,,,11500000,,100000.0,,,-2200000.0,-300000.0,,200000.0,,,,,,,,,,,7300000.0,12300000.0,,,33600000.0,,,,,,,-300000.0,3200000.0,,,-3500000.0,,,,2500000.0,2600000,12100000.0,,1600000.0,1000000.0,,600000.0,,5100000.0,,,2700000.0,,,,,,,900000.0,,,,,,,,,,,,,2900000.0,,,,,50100000.0,16500000.0,1700000,,1700000,,,500000.0,,,,,5000000.0,,0.025,,,,,,,,,,,200000.0,,,,,-6300000.0,,,,100000.0,,,12300000.0,,,1700000,,,-6800000.0,10600000.0,0.0,,,,,,,,,,,9900000.0,,61818182.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.883526400,,7400000.0,13000000.0,,200000.0,,,7900000.0,40400000.0,-3100000.0,,17100000.0,,,,2600000.0,16700000.0,9500000.0,,,,900000.0,,,14000000.0,20800000.0,14000000.0,,-2100000.0,,300000.0,0.0,200000.0,14900000.0,,4500000,0.0,,,,14400000,7400000.0,0.0,,,-3100000.0,-200000.0,0.1175,-100000.0,,,,,,50500000.0,3800000.0,,,,7900000.0,13200000.0,,,36900000.0,700000.0,36000000.0,,,,11000000.0,300000.0,3000000.0,-3100000.0,46700000.0,-500000.0,,-800000.0,,2700000.0,3900000,13000000.0,13200000.0,4300000.0,1500000.0,,-1500000.0,,4800000.0,,,4200000.0,,500000.0,,,,,1000000.0,,,,,-100000.0,4300000.0,,66072000.0,11600000.0,-13900000.0,,,2800000.0,7400000.0,,10600000.0,300000.0,53600000.0,16700000.0,2700000,-16100000.0,2700000,10700000.0,0.1125,600000.0,,,200000.0,,6200000.0,,,100000.0,14900000.0,4200000.0,53600000.0,62968000.0,,,0.0,40400000.0,,300000.0,4200000.0,,14000000.0,,-3500000.0,,13200000.0,,-100000.0,,,13200000.0,,,2700000,,,-3500000.0,13400000.0,0.0,,,,2600000.0,9300000.0,4800000.0,,14000000.0,12700000.0,,9300000.0,,,14900000.0,36900000.0,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.891302400,,,,,0.0,,0.0425,,43400000.0,,,,,,,2200000.0,,9300000.0,,,,,,,14000000.0,,14000000.0,,,,,14000000.0,300000.0,20200000.0,,4500000,,65882353.0,,,14200000,,100000.0,,,-3100000.0,-200000.0,,100000.0,,,,,,,,,,,7500000.0,13800000.0,,,41100000.0,,,,,,,,5500000.0,,,0.0,,,,3100000.0,3800000,13500000.0,,7100000.0,1400000.0,,1600000.0,,4400000.0,,,4200000.0,,200000.0,,,,,1100000.0,,,,,,,,,,,,,5300000.0,,,,,57200000.0,16100000.0,2800000,,2800000,,,700000.0,,,,,5500000.0,,0.0425,,,,,,,,,,,400000.0,,,,,-5400000.0,,,,0.0,,,13800000.0,,,2800000,,,-5600000.0,13100000.0,0.0,,,,,,,,,,,9500000.0,,65882353.0,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.899164800,,,,,100000.0,,0.0425,,46200000.0,,,,,,,2300000.0,,8900000.0,,,,,,,5600000.0,,5600000.0,,,,,0.0,200000.0,32700000.0,,4200000,,67500000.0,,,13600000,,200000.0,,,-3100000.0,-400000.0,,200000.0,,,,,,,,,,,7400000.0,13800000.0,,,44400000.0,,,,,,,,4000000.0,,,-8400000.0,,,,2900000.0,3600000,13600000.0,,9800000.0,1300000.0,,400000.0,,4300000.0,,,4000000.0,,200000.0,,,,,1100000.0,,,,,,,,,,,,,3600000.0,,,,,60000000.0,15600000.0,2700000,,2700000,,,600000.0,,,,,5400000.0,,0.04,,,,,,,,,,,500000.0,,,,,-17500000.0,,,,0.0,,,13800000.0,,,2700000,,,-12600000.0,12500000.0,0.0,,,,,,,,,,,9000000.0,,63529412.0,,,,,,,,,,,,,,,,,,,,,,,
