date,annualGrossPPE,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,trailingChangesInAccountReceivables,quarterlyChangeInInventory,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,trailingGrossProfit,quarterlyBasicAverageShares,trailingOtherIncomeExpense,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualCapitalExpenditure,quarterlyOtherIntangibleAssets,trailingInterestExpense,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyCapitalStock,quarterlyTotalRevenue,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,quarterlyEbitda,trailingChangeInInventory,annualNetOtherFinancingCharges,annualChangeInInventory,quarterlyOperatingIncome,annualStockBasedCompensation,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualOperatingExpense,annualTotalRevenue,quarterlyOtherNonCashItems,quarterlyDilutedEPS,annualCapitalStock,annualDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,annualInterestExpense,quarterlyIncomeTaxPayable,trailingCashDividendsPaid,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,annualAccumulatedDepreciation,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyTaxProvision,annualChangesInAccountReceivables,quarterlyNetPPE,annualInventory,trailingNetIncomeContinuousOperations,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualBasicAverageShares,quarterlyGoodwill,quarterlyCostOfRevenue,trailingNetIncome,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualNetIncome,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualRetainedEarnings,annualAccountsReceivable,quarterlyFreeCashFlow,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,trailingInvestingCashFlow,annualAccountsPayable,annualCostOfRevenue,trailingOperatingIncome,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,annualInvestingCashFlow,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualCashDividendsPaid,trailingSaleOfInvestment,annualFreeCashFlow,trailingCommonStockIssuance,annualPretaxIncome,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,annualEndCashPosition,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualLongTermDebt,annualBasicEPS,quarterlyOtherNonCurrentLiabilities,trailingPurchaseOfInvestment,annualOtherCurrentAssets,annualOtherNonCashItems,annualDepreciationAndAmortization,annualDilutedAverageShares,annualCashAndCashEquivalents,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingEndCashPosition,annualInvestmentsAndAdvances,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,annualCurrentAccruedExpenses,quarterlyInventory,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,trailingChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualChangeInAccountPayable,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualDilutedEPS,annualEbitda,annualCurrentAssets,annualNetPPE,trailingNetOtherInvestingChanges,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedEPS
1990-12-31,,,488500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1851400000.0,,,,,1851400000.0,,,,1851400000.0,,,,,,,,,603500000.0,,,7975000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508854167.0,,,,,,,,,,603500000.0,,,,,,,,,,,,,86500000.0,7975000000.0,,86500000.0,,,,,,,,,,,,,,,,0.96,,,,,,508854167.0,,,,,,,,,,,,,58500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,7975000000.0,,,,,,,,,,,,
1991-03-31,,,,,,,,,,,,,,,500909091.0,,,,,,,,,,,,,,,,,,,,,,1783200000.0,,,,,1783200000.0,,,,1783200000.0,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137200000.0,,,137200000.0,,,,,,,,,,,,,,500909091.0,,,,,,,,,,,,,,,,,,,,,110200000.0,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,,,,,,,,,,,,,,512857143.0,,,,,,,,,,,,,,,,,,,,,,2015400000.0,,,,,2015400000.0,,,,2015400000.0,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170700000.0,,,170700000.0,,,,,,,,,,,,,,512857143.0,,,,,,,,,,,,,,,,,,,,,143600000.0,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,,,,,,,,,,,,,,584745763.0,,,,,,,,,,,,,,,,,,,,,,2363200000.0,,,,,2363200000.0,,,,2363200000.0,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371900000.0,,,371900000.0,,,,,,,,,,,,,,584745763.0,,,,,,,,,,,,,,,,,,,,,345000000.0,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,,,768000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888100000.0,,,,,1888100000.0,,,,1888100000.0,,,,,,,,,876000000.0,,,8050000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552517986.0,,,,,,,,,,876000000.0,,,,,,,,,,,,,196200000.0,8050000000.0,,196200000.0,,,,,,,,,,,,,,,,1.39,,,,,,552517986.0,,,,,,,,,,,,,169200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,8050000000.0,,,,,,,,,,,,
1992-03-31,,,,,,,,,,,,,,,526000000.0,,,,,,,,,,,,,,,,,,,,,,1807900000.0,,,,,1807900000.0,,,,1807900000.0,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184800000.0,,,184800000.0,,,,,,,,,,,,,,526000000.0,,,,,,,,,,,,,,,,,,,,,157800000.0,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,,,,,,,,,,,,,,,564571429.0,,,,,,,,,,,,,,,,,,,,,,2011500000.0,,,,,2011500000.0,,,,2011500000.0,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223200000.0,,,223200000.0,,,,,,,,,,,,,,564571429.0,,,,,,,,,,,,,,,,,,,,,197600000.0,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,,,,,,,,,,,,,,,590312500.0,,,,,,,,,,,,,,,,,,,,,,2385600000.0,,,,,2385600000.0,,,,2385600000.0,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404000000.0,,,404000000.0,,,,,,,,,,,,,,590312500.0,,,,,,,,,,,,,,,,,,,,,377800000.0,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,,,849000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868000000.0,,,,,1868000000.0,,,,1868000000.0,,,,,,,,,953000000.0,,,8073000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562251656.0,,,,,,,,,,953000000.0,,,,,,,,,,,,,140800000.0,8073000000.0,,140800000.0,,,,,,,,,,,,,,,,1.51,,,,,,562251656.0,,,,,,,,,,,,,115600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,8073000000.0,,,,,,,,,,,,
1993-03-31,,,,,,,,,,,,,,,632142857.0,,,,,,,,,,,,,,,,,,,,,,1839600000.0,,,,,1839600000.0,,,,1839600000.0,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177000000.0,,,177000000.0,,,,,,,,,,,,,,632142857.0,,,,,,,,,,,,,,,,,,,,,177000000.0,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,,,,,,7401600000.0,,,,,,,,,626250000.0,,,,,,,559000000.0,,,,,580200000.0,1400000.0,,,,246600000.0,,246600000.0,,1595600000.0,2068100000.0,,,,,787400000.0,,,,586200000.0,,,,,,,,-8664500000.0,,,,,,0.4,,,,,,411000000.0,,,,,,,28336100000.0,3015200000.0,2848700000.0,,,,,,,,2780100000.0,160500000.0,,19671600000.0,,,,,1579200000.0,,,,,22494400000.0,,,647000000.0,,,855800000.0,1043700000.0,,,,,25343100000.0,,,,,7154300000.0,,,,,,,250500000.0,,,250500000.0,,,,,,,,,,,,,,626250000.0,,,12699700000.0,,,,,,,1579200000.0,,,215600000.0,,,,,,,,250500000.0,173300000.0,1421100000.0,,4657000000.0,,999400000.0,54100000.0,,,,0.4,17941500000.0,,,,,834900000.0,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,,,,,,7688700000.0,-522000000.0,,,186400000.0,,,,,640144928.0,,,,,,,298500000.0,,,,,606900000.0,1500000.0,,,,176300000.0,246600000.0,176300000.0,,1599600000.0,2636400000.0,,-342900000.0,,,1219200000.0,,,,954800000.0,,,,,-120700000.0,,,-8836400000.0,,,,,264200000.0,0.69,,,-70300000.0,915300000.0,-148900000.0,759600000.0,,,,,,,28618900000.0,2611800000.0,2580400000.0,34000000.0,,155200000.0,,,,,3032400000.0,317900000.0,,19782500000.0,,,,,986900000.0,,,117000000.0,,23263400000.0,,,811300000.0,,,1018000000.0,1292600000.0,,,,,25843800000.0,,,,572400000.0,7385400000.0,,,,,,,441700000.0,,,441700000.0,,,,,,,,,,,,,,640144928.0,,,13325300000.0,,,,,,,986900000.0,,,174400000.0,,176300000.0,-864900000.0,,,,,441700000.0,658500000.0,1825100000.0,57300000.0,4814700000.0,,813000000.0,-13700000.0,,,,0.69,18155100000.0,,,,,870300000.0,,,,,,-181900000.0,,,,,,,,,,,,,,,,
1993-12-31,,,1002000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944900000.0,,,,,6440800000.0,,,,6440800000.0,,,,,,,,,1002000000.0,,,8489000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638216561.0,,,,,,,,,,1002000000.0,,,,,,,,,,,,,132800000.0,8489000000.0,,132800000.0,,,,,,,,,,,,,,,,1.57,,,,,,638216561.0,,,,,,,,,,,,,132800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,8489000000.0,,,,,,,,,,,,
1994-03-31,,,,,,7755800000.0,-40100000.0,,,-28000000.0,,,,,643636364.0,,,,,,,236500000.0,,,,,563700000.0,1000000.0,,,,213400000.0,178300000.0,213400000.0,,3241700000.0,1932400000.0,,-319400000.0,,,701900000.0,,,,442800000.0,,,,,-66200000.0,,,-9100700000.0,,,,,259100000.0,0.22,,,35000000.0,460700000.0,-1000000.0,254200000.0,,,,,,,29175700000.0,2163900000.0,2220900000.0,-2800000.0,,-7600000.0,,,,,2917700000.0,112600000.0,,20075000000.0,,,,,860300000.0,,,121800000.0,,23651900000.0,,,560700000.0,,,739900000.0,967300000.0,,,,,25872800000.0,,,,141300000.0,7656900000.0,,,,,,,141600000.0,,,141600000.0,,,,,,,,,,,,,,643636364.0,,,,,,,,,,860300000.0,,,171300000.0,,213400000.0,-359500000.0,,,,,141600000.0,733700000.0,1371700000.0,-185600000.0,4872500000.0,,803700000.0,-6500000.0,,,,0.22,18117000000.0,,,,,928900000.0,,,,,,-191300000.0,,,,,,,,,,,,,,,,
1994-06-30,,,,,,7821900000.0,-30000000.0,,,-52900000.0,,,,,656923077.0,,,,,,,447700000.0,,,,,636700000.0,1000000.0,,,,204600000.0,213400000.0,204600000.0,,3241700000.0,2068500000.0,,-376900000.0,,,887600000.0,,,,627300000.0,,,,,-149800000.0,,,-9240100000.0,,,,,260200000.0,0.39,,,-8700000.0,406000000.0,0.0,443500000.0,,,,,,,29342900000.0,2641900000.0,2646500000.0,-7700000.0,,-91700000.0,,,,,2984000000.0,187300000.0,,20102800000.0,,,,,1205100000.0,,,0.0,,23655200000.0,,,579600000.0,,,800100000.0,1132000000.0,,,,,26301700000.0,,,,29100000.0,7546900000.0,,,,,,,256200000.0,,,256200000.0,,,,,,,,,,,,,,656923077.0,,,13626500000.0,,,,,,,1205100000.0,,,175900000.0,,204600000.0,-265000000.0,,,,,256200000.0,747900000.0,1488900000.0,-19000000.0,4870700000.0,,862200000.0,1000000.0,,,,0.39,18479800000.0,,,,,861600000.0,,,,,,-191200000.0,,,,,,,,,,,,,,,,
1994-09-30,,,,,,8130200000.0,-38400000.0,,,22600000.0,,,,,650000000.0,,,,,,,387100000.0,,,,,628500000.0,1000000.0,,,,117100000.0,204600000.0,117100000.0,,3264600000.0,2381300000.0,,-337800000.0,,,1163300000.0,,,,895900000.0,,,,,-556500000.0,,,-9359500000.0,,,,,267400000.0,0.64,,,-87500000.0,845600000.0,0.0,705300000.0,,,,,,,29534300000.0,2653400000.0,2520500000.0,38600000.0,,50500000.0,,,,,3207900000.0,289300000.0,,20174800000.0,,,,,1124600000.0,,,84600000.0,,23749200000.0,,,639700000.0,,,900300000.0,1178900000.0,,,,,26269700000.0,,,,507800000.0,7145800000.0,,,,,,,416000000.0,,,416000000.0,,,,,,,,,,,,,,650000000.0,,,13283700000.0,,,,,,,1124600000.0,,,168900000.0,,117100000.0,-376600000.0,,,,,416000000.0,779700000.0,1741600000.0,-329800000.0,4896600000.0,,837400000.0,-11600000.0,,,,0.64,18139500000.0,,,,,845700000.0,,,,,,-191500000.0,,,,,,,,,,,,,,,,
1994-12-31,30694000000.0,,989000000.0,978000000.0,13888000000.0,8186000000.0,21500000.0,,,-69700000.0,,-39000000.0,178000000.0,,,,,,-1536000000.0,,,300000000.0,,,,,806000000.0,,24674000000.0,,-11000000.0,139000000.0,117100000.0,139000000.0,,3283000000.0,1914700000.0,,-501900000.0,,,723100000.0,,-35000000.0,-128000000.0,459900000.0,,,-293000000.0,978000000.0,479500000.0,,,-9577000000.0,989000000.0,,3536000000.0,8297000000.0,263300000.0,,3283000000.0,-4000000.0,22200000.0,398700000.0,0.0,297000000.0,,,,678000000.0,,,30694000000.0,2778000000.0,2368000000.0,-32100000.0,4865000000.0,67800000.0,-9577000000.0,,,,3191000000.0,121800000.0,,21117000000.0,907000000.0,,5962000000.0,19000000.0,978000000.0,,,172600000.0,-87000000.0,24674000000.0,650657895.0,,555000000.0,,,994000000.0,1022000000.0,27042000000.0,18856000000.0,,989000000.0,27042000000.0,,3191000000.0,1022000000.0,-103200000.0,7593000000.0,-405000000.0,,,806000000.0,2335000000.0,,175200000.0,2426000000.0,-1857000000.0,175200000.0,,,-766000000.0,,575000000.0,,1700000000.0,,,,139000000.0,,,,7593000000.0,1.52,13888000000.0,,300000000.0,1050000000.0,,650657895.0,139000000.0,978000000.0,2778000000.0,,161900000.0,8186000000.0,139000000.0,-855900000.0,,,711000000.0,,175200000.0,795000000.0,1359700000.0,499400000.0,4865000000.0,994000000.0,907000000.0,6100000.0,,,,,18856000000.0,,,2111000000.0,,899800000.0,,139000000.0,379000000.0,,,-192000000.0,-1000000.0,795000000.0,1.52,3476000000.0,2368000000.0,21117000000.0,,,,,,,,,,
1995-03-31,,,,,,8368400000.0,-70100000.0,,,-37000000.0,,,,,665483871.0,,,,,,,305600000.0,,,,,576900000.0,1000000.0,,,,112600000.0,139300000.0,112600000.0,,3327300000.0,1929000000.0,,-312700000.0,,,807900000.0,,,,537500000.0,,,,,-139100000.0,,,-9757000000.0,,,,,270400000.0,0.31,,,-26700000.0,495100000.0,-1000000.0,358300000.0,,,,,,,30913500000.0,2839300000.0,2261600000.0,22200000.0,,-50200000.0,,,,,3194000000.0,152000000.0,,21156500000.0,,,,,1085600000.0,,,,,24703400000.0,,,508300000.0,,,1176800000.0,903100000.0,,,,,26965000000.0,,,,182400000.0,7242600000.0,,,,,,,206300000.0,,,206300000.0,,,,,,,,,,,,,,665483871.0,,,,,,,,,,1085600000.0,,,168400000.0,,112600000.0,-382800000.0,,,,,206300000.0,823900000.0,1420700000.0,89200000.0,4852300000.0,,940300000.0,-1900000.0,,,,0.31,18596600000.0,,,,,883200000.0,,,,,,-201900000.0,,,,,,,,,,,,,,,,
1995-06-30,,,,,,8438700000.0,97700000.0,,,38900000.0,,,,,668750000.0,,,,,,,302400000.0,,,,,481900000.0,1000000.0,,,,115700000.0,112600000.0,115700000.0,,3328900000.0,2183600000.0,,-321900000.0,,,912200000.0,,,,646500000.0,,,,,-316800000.0,,,-9948000000.0,,,,,265700000.0,0.4,,,3100000.0,413100000.0,0.0,461000000.0,,,,,,,30943600000.0,3040700000.0,2526100000.0,7400000.0,,-164800000.0,,,,,3258400000.0,193500000.0,,20995600000.0,,,,,1144900000.0,,,,,24495400000.0,,,616300000.0,,,1413900000.0,1206500000.0,,,,,27021500000.0,,,,91200000.0,7035200000.0,,,,,,,267500000.0,,,267500000.0,,,,,,,,,,,,,,668750000.0,,,13274800000.0,,,,,,,1144900000.0,,,174800000.0,,115700000.0,-93100000.0,,,,,267500000.0,841100000.0,1567300000.0,-242600000.0,4825800000.0,,901500000.0,5800000.0,,,,0.4,18582800000.0,,,,,920800000.0,,,,,,-203000000.0,,,,,,,,,,,,,,,,
1995-09-30,,,,,,8702800000.0,-354300000.0,,,88700000.0,,,,,660281690.0,,,,,,,315100000.0,,,,,638600000.0,1000000.0,,,,331500000.0,115700000.0,331500000.0,,3328900000.0,2758800000.0,,-332400000.0,,,1297300000.0,,,,996600000.0,,,,,-59500000.0,,,-10154000000.0,,,,,300700000.0,0.71,,,215800000.0,962100000.0,0.0,791900000.0,,,,,,,32902100000.0,3777900000.0,3103200000.0,52700000.0,,54600000.0,,,,,3524400000.0,323100000.0,,22748100000.0,,,,,1399500000.0,,,100000.0,,27215300000.0,,,780300000.0,,,1739800000.0,1634000000.0,,,,,30318500000.0,,,,629700000.0,8483900000.0,,,,,,,468800000.0,,,468800000.0,,,,,,,,,,,,,,660281690.0,,,15578400000.0,,,,,,,1399500000.0,,,170300000.0,,331500000.0,-686700000.0,,,,,468800000.0,1721300000.0,1978500000.0,89300000.0,5410400000.0,,822600000.0,-27000000.0,,,,0.71,21615700000.0,,,,,981900000.0,,,,,,-203100000.0,,,,,,,,,,,,,,,,
1995-12-31,33093000000.0,,1103000000.0,2179000000.0,15018000000.0,8772000000.0,479700000.0,,,-51600000.0,,633000000.0,139000000.0,,,,,,-1401000000.0,,,340000000.0,,,,,785000000.0,,27044000000.0,,-24000000.0,772000000.0,331500000.0,772000000.0,,,2308500000.0,,-434000000.0,,,931700000.0,,-237000000.0,39000000.0,510500000.0,,,695000000.0,2179000000.0,1210400000.0,,,-10067000000.0,1103000000.0,,3872000000.0,9180000000.0,421200000.0,,,117000000.0,440800000.0,444700000.0,0.0,296700000.0,,,,716000000.0,,,33093000000.0,4281000000.0,3510000000.0,34700000.0,5431000000.0,87400000.0,-10067000000.0,,,,3483000000.0,136400000.0,,23026000000.0,879000000.0,,6563000000.0,-73000000.0,2179000000.0,,,90400000.0,153000000.0,27044000000.0,664457831.0,,712100000.0,,,1317000000.0,1519000000.0,30554000000.0,21551000000.0,,1103000000.0,30554000000.0,,3483000000.0,1519000000.0,10700000.0,8306000000.0,,,,785000000.0,2617000000.0,,160300000.0,2691000000.0,-2377000000.0,160300000.0,,,-811000000.0,,914000000.0,,1908000000.0,,,,772000000.0,,,,8306000000.0,1.66,15018000000.0,,340000000.0,1258000000.0,,664457831.0,772000000.0,2179000000.0,4281000000.0,,202400000.0,8772000000.0,772000000.0,-1214400000.0,,,805000000.0,,160300000.0,949000000.0,1596400000.0,-172900000.0,5431000000.0,1317000000.0,879000000.0,-900000.0,,,,,21551000000.0,,,2315000000.0,,1085900000.0,,772000000.0,277000000.0,,,-203000000.0,-1000000.0,949000000.0,1.66,3949000000.0,3510000000.0,23026000000.0,,,,,,,,,,
1996-03-31,,,,,,8771100000.0,-74100000.0,,,36600000.0,,,,,665428571.0,,,,,303300000.0,,390100000.0,,,,,131500000.0,,,,,311800000.0,772300000.0,311800000.0,,3351500000.0,2415600000.0,,-306500000.0,,,918400000.0,,,,583300000.0,,,,,-483100000.0,,,-10300700000.0,,,,,335200000.0,0.35,,,-460500000.0,401400000.0,,398900000.0,,,,,,,33303900000.0,4105400000.0,2788400000.0,18900000.0,,-194600000.0,,,,,3504500000.0,166000000.0,,23003200000.0,,,,,2388600000.0,,,115500000.0,,26927600000.0,,,774100000.0,,,1585300000.0,1244800000.0,,,,,29716000000.0,,,,94900000.0,7545300000.0,,,,,,,232900000.0,,,232900000.0,,,,,,,,,,,,,,665428571.0,,,,,,,,,,2388600000.0,,,195300000.0,,311800000.0,-378800000.0,,,,,232900000.0,988200000.0,1641500000.0,-26800000.0,5432500000.0,,841700000.0,10800000.0,,,,0.35,20715900000.0,,,,,1058200000.0,,,,,,-211100000.0,,,,,,,,,,,,,,,,
1996-06-30,,,,,,8935700000.0,-23600000.0,,,-10400000.0,,,,,668139535.0,,,,,,,457300000.0,,,,,656300000.0,,,,,619500000.0,311800000.0,619500000.0,,3368200000.0,2538600000.0,,-336000000.0,,,1023000000.0,,,,687500000.0,,,,,160400000.0,,,-10524100000.0,,,,,335500000.0,0.43,,,307700000.0,487800000.0,,506200000.0,,,,,,,33609400000.0,4650700000.0,3366000000.0,-9600000.0,,-135600000.0,,,,,3580400000.0,218900000.0,,23085300000.0,,,,,2589900000.0,,,77300000.0,,26974900000.0,,,778500000.0,,,1404500000.0,1432600000.0,,,,,30340900000.0,,,,151800000.0,7478400000.0,,,,,,,287300000.0,,,287300000.0,,,,,,,,,,,,,,668139535.0,,,14272700000.0,,,,,,,2589900000.0,,,189600000.0,,619500000.0,-340500000.0,,,,,287300000.0,1013400000.0,1760100000.0,-27600000.0,5495300000.0,,856600000.0,13800000.0,,,,0.43,21181900000.0,,,,,1072600000.0,,,,,,-211300000.0,,,,,,,,,,,,,,,,
1996-09-30,,,,,,9189000000.0,187300000.0,,,60200000.0,,,,,677391304.0,,,,,,,423700000.0,,,,,597200000.0,,,,,381000000.0,619500000.0,381000000.0,,3368300000.0,2916600000.0,,-268900000.0,,,1320800000.0,,,,977200000.0,,,,,-1150100000.0,,,-10737000000.0,,,,,343400000.0,0.69,,,-238600000.0,993100000.0,,761000000.0,,,,,,,33816100000.0,3807200000.0,3036000000.0,58400000.0,,168800000.0,,,,,3835600000.0,293600000.0,,23079100000.0,,,,,1841800000.0,,,225100000.0,,26891100000.0,,,894700000.0,,,1368200000.0,1434900000.0,,,,,29927100000.0,,,,724200000.0,7356400000.0,,,,,,,467400000.0,,,467400000.0,,,,,,,,,,,,,,677391304.0,,,14187300000.0,,,,,,,1841800000.0,,,188800000.0,,381000000.0,-81600000.0,,,,,467400000.0,1008500000.0,2021900000.0,-23300000.0,5509500000.0,,796400000.0,-17500000.0,,,,0.69,20365000000.0,,,,,1044700000.0,,,,,,-212200000.0,,,,,,,,,,,,,,,,
1996-12-31,34190000000.0,,1127000000.0,708000000.0,1161000000.0,10196000000.0,-364600000.0,,,17600000.0,-2448000000.0,-327000000.0,772000000.0,,,,,,-1229000000.0,,,422000000.0,,,,,788000000.0,,27235000000.0,,-812000000.0,445000000.0,381000000.0,445000000.0,,4365000000.0,2487200000.0,,-317600000.0,,,-438000000.0,,-110000000.0,104000000.0,353000000.0,,,-1435000000.0,1674000000.0,37800000.0,,0.0,-10921000000.0,1127000000.0,132000000.0,2549000000.0,10358000000.0,-998100000.0,,4365000000.0,57000000.0,64400000.0,518700000.0,-100100000.0,-539000000.0,,,,683000000.0,,,34190000000.0,3798000000.0,3057000000.0,-10700000.0,6405000000.0,24400000.0,-10921000000.0,,,,3764000000.0,,,23269000000.0,780000000.0,,5150000000.0,-137000000.0,708000000.0,,0.0,-246900000.0,-275000000.0,27235000000.0,672590000.0,318000000.0,2760700000.0,,318000000.0,291000000.0,1157000000.0,30292000000.0,19721000000.0,,1127000000.0,30292000000.0,,3764000000.0,1157000000.0,201100000.0,7935000000.0,,,,788000000.0,5208000000.0,,139400000.0,2601000000.0,-1293000000.0,139400000.0,,,-846000000.0,,1172000000.0,,1127000000.0,,,,445000000.0,,15923000000.0,,7935000000.0,1.68,1161000000.0,,422000000.0,16000000.0,1201000000.0,672590000.0,445000000.0,1674000000.0,3798000000.0,,109300000.0,10196000000.0,445000000.0,-492100000.0,,1183000000.0,,,139400000.0,0.0,-273500000.0,-32300000.0,6405000000.0,291000000.0,780000000.0,-819000000.0,,,1183000000.0,,19721000000.0,132000000.0,15923000000.0,2401000000.0,,-626500000.0,,445000000.0,171000000.0,,0.0,-211400000.0,-179000000.0,0.0,1.68,3011000000.0,3057000000.0,23269000000.0,,,,,,,,,,
