date,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,annualNetOtherInvestingChanges,quarterlyGoodwill,annualRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyCurrentAccruedExpenses,trailingChangeInWorkingCapital,quarterlyCostOfRevenue,annualPretaxIncome,annualNetIncome,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualFreeCashFlow,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualDepreciationAndAmortization,annualOtherCurrentAssets,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyInventory,annualTaxProvision,trailingEndCashPosition,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,quarterlyCurrentDebt,annualCurrentAccruedExpenses,annualCurrentLiabilities,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,annualCommonStockIssuance,annualSaleOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualNetPPE,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualEbitda,trailingNetOtherInvestingChanges,annualBasicEPS,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualOtherCurrentLiabilities,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualDilutedAverageShares,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualRepaymentOfDebt,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyOtherIntangibleAssets,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,trailingGrossProfit,quarterlySaleOfInvestment,quarterlyCapitalStock,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyDilutedEPS,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingTaxProvision,quarterlyNetPPE,annualStockBasedCompensation,annualBasicAverageShares,quarterlyTaxProvision,annualNetOtherFinancingCharges,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingChangeInInventory,trailingNetOtherFinancingCharges,quarterlyEbitda,annualInventory,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,annualCapitalStock,annualCostOfRevenue,quarterlyBasicAverageShares,annualTotalRevenue,annualCurrentDebt,trailingOtherNonCashItems,quarterlyPurchaseOfBusiness,annualAccumulatedDepreciation,quarterlyCurrentAssets,annualOperatingExpense,quarterlyRetainedEarnings,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossProfit,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,trailingOperatingExpense,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,trailingCostOfRevenue,quarterlyPretaxIncome,trailingBeginningCashPosition,trailingPurchaseOfBusiness,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
,,,244000000.0,,,,,91500000.0,,700000.0,,,,55600000.0,,,,,25000000.0,16500000.0,,244000000.0,131300000.0,0.0,,,2900000.0,0.0,,,,,,,55600000.0,,4600000.0,27100000.0,80900000.0,0.0,112000000.0,,,,,43200000.0,8500000.0,,,25900000.0,1400000.0,,51100000.0,,,24600000.0,,,,,,,,,,,,25900000.0,,7800000.0,12100000.0,,,,132000000.0,12100000.0,111400000.0,0.0,80900000.0,,36800000.0,,0.063365,112700000.0,,,,,,49700000.0,,159600000.0,267433851.0,16500000.0,,,700000.0,0.0,,,,4500000.0,7800000.0,,,2400000.0,,,,131300000.0,,,,81700000.0,25900000.0,0.061698,112000000.0,25900000.0,,,,,,4600000.0,,111400000.0,,260396118.0,,,,,,,,-228900000.0,43200000.0,-48200000.0,,,,,16500000.0,,228300000.0,,346800000.0,1400000.0,,,-48200000.0,112700000.0,91400000.0,91500000.0,24600000.0,51100000.0,,132000000.0,159600000.0,,,,,,118500000.0,,,,,,-228900000.0,90800000.0,49700000.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.008338,,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251874064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008338,,,,,,,,,,,,,,,,,,,,,,,91000000.0,,,,,,,,,,251874064.0,,,,,,,,,,,,,,,,,,,,,,,,,91000000.0,91000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.008338,,,,,,,,,,,,,,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248407796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008338,,,,,,,,,,,,,,,,,,,,,,,95700000.0,,,,,,,,,,248407796.0,,,,,,,,,,,,,,,,,,,,,,,,,95700000.0,95700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,800000.0,,,0.030015,55500000.0,,,,63500000.0,,,,252400000.0,123700000.0,,,,7200000.0,,7200000.0,,,,,22200000.0,,,,,80400000.0,,,,,-500000.0,,40200000.0,,,,,1400000.0,,,,,24100000.0,,,,,,24700000.0,,7200000.0,,,,,,,,,,,137300000.0,8900000.0,,,,,,,,,,253990652.0,,,,,,,,,,,,,,,,,7200000.0,36500000.0,,,,,,,,,0.028348,,27000000.0,,115100000.0,27000000.0,,,,,50800000.0,19500000.0,,107600000.0,,,4100000.0,,,,,,,14300000.0,,-52900000.0,,,,,,,,239880060.0,,,,,,128700000.0,,98900000.0,,56900000.0,,,160500000.0,,,,,,,,,,,,11800000.0,100000000.0,4700000.0,,,,,,,,11300000.0,,,,,,,,,,,,,,,,
,,,244900000.0,,,5200000.0,,94800000.0,-2400000.0,800000.0,-7900000.0,,,52200000.0,4000000.0,,,62800000.0,17000000.0,8600000.0,-5400000.0,244900000.0,115100000.0,18000000.0,2600000.0,,-2700000.0,-8400000.0,-2700000.0,57400000.0,,-500000.0,,28300000.0,52200000.0,10100000.0,32000000.0,30100000.0,73500000.0,0.0,111600000.0,,0.0,-4700000.0,-5200000.0,34900000.0,8400000.0,,-3800000.0,24600000.0,1400000.0,,59800000.0,,,20500000.0,,,-1500000.0,100000.0,,30900000.0,,-2700000.0,,,,24600000.0,,4300000.0,8600000.0,500000.0,,,133300000.0,8600000.0,102200000.0,29600000.0,73500000.0,,40200000.0,,0.035018,129800000.0,-3900000.0,,,1300000.0,,1000000.0,,155000000.0,245591490.0,8600000.0,,9500000.0,800000.0,15100000.0,,300000.0,,4300000.0,4300000.0,38100000.0,,-8800000.0,,,,115100000.0,,-11600000.0,,95700000.0,24600000.0,0.035018,111600000.0,24600000.0,,0.0,,,57400000.0,32000000.0,,102200000.0,,245591490.0,1000000.0,0.0,,-11700000.0,900000.0,,,9800000.0,34900000.0,-52800000.0,-2600000.0,,,,8600000.0,,251700000.0,,387600000.0,1400000.0,,,-52800000.0,129800000.0,105800000.0,94800000.0,20500000.0,59800000.0,,133300000.0,155000000.0,,6600000.0,-4100000.0,0.0,-3900000.0,135900000.0,3800000.0,-200000.0,200000.0,,,7200000.0,100900000.0,1000000.0,,,1500000.0,,-3600000.0,,,-1700000.0,,,,,,,,,,,,,,,,
,,,,,,,,,-13800000.0,700000.0,,,0.023345,52200000.0,-1900000.0,,,60700000.0,,,,245500000.0,122200000.0,,2500000.0,,5800000.0,,5800000.0,,,,,25500000.0,,,,,73100000.0,,,,0.0,800000.0,-9200000.0,40100000.0,,,,,1400000.0,,,,1000000.0,20200000.0,,,-1400000.0,0.0,,28000000.0,,5800000.0,,,,,,,,,,,133000000.0,15500000.0,,,,,,,,,,248447205.0,,-7400000.0,,,,,,,,,,,,-5200000.0,,,4200000.0,37300000.0,,,,300000.0,,,,,0.023345,,10800000.0,,112500000.0,10800000.0,,24600000.0,,,54000000.0,30000000.0,,102500000.0,,,3300000.0,,,,,,,11800000.0,,-54900000.0,-2300000.0,,,,,,,248447205.0,,,,,,123300000.0,,99200000.0,,59900000.0,,,157400000.0,,400000.0,,-4100000.0,-5000000.0,,,100000.0,500000.0,,,9300000.0,98000000.0,4500000.0,,,-7700000.0,,-300000.0,,,9100000.0,,,,,,,,,,,,,,,,
,,,,,,,,,4800000.0,500000.0,,,0.021678,52300000.0,5600000.0,,,61900000.0,,,,249900000.0,122000000.0,,2700000.0,,5200000.0,,5200000.0,,,,,32000000.0,,,,,72800000.0,,,,0.0,1700000.0,-700000.0,41700000.0,,,,,1400000.0,,,,1000000.0,20000000.0,,,-1500000.0,0.0,,34700000.0,,5200000.0,,,,,,,,,,,134700000.0,14600000.0,,,,,,,,,,259870065.0,,0.0,,,,,,,,,,,,-1600000.0,,,4000000.0,42200000.0,,,,500000.0,,,,,0.02001,,15600000.0,,115200000.0,15600000.0,,0.0,,,57800000.0,28800000.0,,103400000.0,,,3000000.0,,,,,,,10200000.0,,-56900000.0,-2700000.0,,,,,,,239880060.0,,,,,,127900000.0,,102900000.0,,61900000.0,,,160300000.0,,8300000.0,,-1800000.0,-2800000.0,,,-500000.0,500000.0,,,7500000.0,104100000.0,2700000.0,,,2000000.0,,-200000.0,,,8200000.0,,,,,,,,,,,,,,,,
,,,,,,,,,20900000.0,1800000.0,,,0.030015,52300000.0,18800000.0,,,62100000.0,,,,267100000.0,121900000.0,,2600000.0,,7200000.0,,7200000.0,,,,,32600000.0,,,,,74900000.0,,,,0.0,4400000.0,1500000.0,40400000.0,,,,,1400000.0,,,,1000000.0,20800000.0,,,-1600000.0,-100000.0,,35200000.0,,7200000.0,,,,,,,,,,,147800000.0,14000000.0,,,,,,,,,,253990652.0,,11800000.0,,,,,,,,,,,,3200000.0,,,4100000.0,45600000.0,,,,,,,,,0.028348,,36500000.0,,119300000.0,36500000.0,,0.0,,,64400000.0,26900000.0,,103800000.0,,,6700000.0,,,,,,,13000000.0,,-59000000.0,-3200000.0,,,,,,,239880060.0,,,,,,145200000.0,,108400000.0,,72900000.0,,,162800000.0,,22000000.0,,-1400000.0,-2600000.0,,,-3800000.0,500000.0,,,10400000.0,107700000.0,7100000.0,,,14600000.0,,,,,13900000.0,,,,,,,,,,,,,,,,
,,,253500000.0,,,-7200000.0,,111100000.0,-9500000.0,2600000.0,,,,29600000.0,12000000.0,,,68600000.0,39000000.0,23200000.0,-6100000.0,253500000.0,120200000.0,34500000.0,2700000.0,,5000000.0,-4000000.0,5000000.0,74500000.0,,-200000.0,,40700000.0,29600000.0,10500000.0,23700000.0,33900000.0,50800000.0,0.0,118700000.0,,0.0,1900000.0,4400000.0,40300000.0,15800000.0,,,27000000.0,1400000.0,,84000000.0,,700000.0,18600000.0,,,-1600000.0,-23400000.0,,43400000.0,,5000000.0,,,,27000000.0,,4100000.0,13000000.0,1900000.0,,,134800000.0,13000000.0,103100000.0,45100000.0,50800000.0,,44400000.0,,0.088378,133300000.0,-11100000.0,,,-11600000.0,,8100000.0,,161600000.0,262510254.0,23200000.0,,2400000.0,2600000.0,24600000.0,,200000.0,,3600000.0,4100000.0,50100000.0,,8800000.0,,,,120200000.0,,-10600000.0,,130900000.0,27000000.0,0.088378,118700000.0,27000000.0,,0.0,,,74500000.0,23700000.0,,103100000.0,,262510254.0,2800000.0,0.0,,-38800000.0,-3400000.0,,,9400000.0,40300000.0,-58500000.0,-2400000.0,,,,23200000.0,,253200000.0,,428500000.0,1400000.0,,,-58500000.0,133300000.0,141400000.0,111100000.0,18600000.0,84000000.0,,134800000.0,161600000.0,,14400000.0,-2200000.0,-3800000.0,-28400000.0,175300000.0,17200000.0,4000000.0,400000.0,,,6700000.0,118700000.0,8100000.0,,,8300000.0,,,,,7800000.0,,,,,,,,,,,,,,,,
,,,,,,,,,-26000000.0,2400000.0,,,0.028348,29600000.0,-17100000.0,,,63700000.0,,,,226300000.0,120200000.0,,2700000.0,,6500000.0,,6500000.0,,,,,33000000.0,,,,,50300000.0,,,,0.0,1000000.0,9800000.0,48200000.0,,,,,1400000.0,,,,600000.0,18300000.0,,,-1500000.0,-100000.0,,35700000.0,,6500000.0,,,,,,,,,,,123100000.0,12300000.0,,,,,,,,,,243628186.0,,0.0,,,,,,,,,,,,-8000000.0,,,4100000.0,45700000.0,,,,12900000.0,,,,,0.02668,,900000.0,,103200000.0,900000.0,,27000000.0,,,62300000.0,10200000.0,,103800000.0,,,3900000.0,,,,,,,12700000.0,,-58500000.0,-3400000.0,,,,,,,229297116.0,,,,,,106100000.0,,117000000.0,,72800000.0,,,162300000.0,,-13700000.0,,-21100000.0,-22200000.0,,,400000.0,500000.0,,,10000000.0,109400000.0,9100000.0,,,-23000000.0,,-300000.0,,,10400000.0,,,,,,,,,,,,,,,,
,,,,,,,,,-200000.0,2400000.0,,,0.025013,20900000.0,-1300000.0,,,66600000.0,,,,226400000.0,123500000.0,,3000000.0,,5700000.0,,5700000.0,,,,,39900000.0,,,,,41200000.0,,,,0.0,1100000.0,-3000000.0,51400000.0,,,,,1400000.0,,,,500000.0,17900000.0,,,-1600000.0,-300000.0,,42800000.0,,5700000.0,,,,,,,,,,,110300000.0,11900000.0,,,,,,,,,,244163632.0,,-200000.0,,,,,,,,,,,,-3200000.0,,,4100000.0,51300000.0,,,,2800000.0,,,,,0.023345,,800000.0,,116100000.0,800000.0,,0.0,,,60700000.0,7000000.0,,107500000.0,,,3300000.0,,,,,,,11500000.0,,-63000000.0,-5800000.0,,,,,,,227886057.0,,,,,,102900000.0,,120200000.0,,69100000.0,,,170500000.0,,4500000.0,,-100000.0,-1500000.0,,,200000.0,500000.0,,,8500000.0,117900000.0,7000000.0,,,-3600000.0,,-400000.0,,,9000000.0,,,,,,,,,,,,,,,,
,,,,,,,,,600000.0,2400000.0,,,0.031683,9500000.0,4700000.0,,,67900000.0,,,,237100000.0,125200000.0,,2800000.0,,7800000.0,,7800000.0,,,,,40200000.0,,,,,29500000.0,,,,0.0,500000.0,-7200000.0,48800000.0,,,,,1400000.0,,,,400000.0,17600000.0,,,-1800000.0,0.0,,43000000.0,,7800000.0,,,,,,,,,,,103300000.0,11200000.0,,,,,,,,,,246192693.0,,100000.0,,,,,,,,,,,,2600000.0,,,4100000.0,55300000.0,,,,-3000000.0,,,,,0.031683,,1400000.0,,133800000.0,1400000.0,,0.0,,,64500000.0,9900000.0,,109900000.0,,,4700000.0,,,,,,,15100000.0,,-65300000.0,-4600000.0,,,,,,,246192693.0,,,,,,111900000.0,,126100000.0,,73800000.0,,,175200000.0,,9300000.0,,0.0,-1600000.0,,,100000.0,300000.0,,,12300000.0,123200000.0,7900000.0,,,-700000.0,,-300000.0,,,12500000.0,,,,,,,,,,,,,,,,
,,,245000000.0,,,900000.0,,130900000.0,3300000.0,2300000.0,14700000.0,,,7800000.0,5600000.0,,,74400000.0,42000000.0,26500000.0,-6700000.0,245000000.0,128400000.0,-8100000.0,2700000.0,,6600000.0,-4700000.0,6600000.0,71600000.0,,1000000.0,,48400000.0,7800000.0,11200000.0,8800000.0,40300000.0,27100000.0,0.0,139200000.0,,0.0,700000.0,-4300000.0,54700000.0,15500000.0,,,4700000.0,,,78700000.0,,200000.0,17000000.0,,,-1800000.0,1700000.0,,51100000.0,,6600000.0,,,,4700000.0,,4000000.0,10700000.0,,,,105800000.0,10700000.0,113700000.0,12200000.0,27100000.0,,51500000.0,,0.108388,116600000.0,-21200000.0,,,1000000.0,,7100000.0,,178300000.0,244493138.0,26500000.0,,-22300000.0,2300000.0,27000000.0,,-5300000.0,,1700000.0,4000000.0,60600000.0,,3300000.0,,,,128400000.0,,-20300000.0,,161500000.0,4700000.0,0.108388,139200000.0,4700000.0,,0.0,,,71600000.0,8800000.0,,113700000.0,,244493138.0,3500000.0,1300000.0,,-29800000.0,-13900000.0,,,12200000.0,54700000.0,-64600000.0,-6500000.0,,,,26500000.0,,272500000.0,,485500000.0,,,,-64600000.0,116600000.0,172700000.0,130900000.0,17000000.0,78700000.0,,105800000.0,178300000.0,,12100000.0,-1600000.0,0.0,-4500000.0,213000000.0,-24300000.0,300000.0,,,,9500000.0,135000000.0,7100000.0,,,3000000.0,,-600000.0,,,10100000.0,,,,,,,,,,,,,,,,
,,,,,,,,,-4600000.0,2400000.0,,,0.018343,7800000.0,-3200000.0,,,59200000.0,,,,241600000.0,128300000.0,,3000000.0,,4400000.0,,4400000.0,,,,,46500000.0,,,,,26800000.0,,,,0.0,300000.0,-2900000.0,54500000.0,,,,,,,,,100000.0,16600000.0,,,-1800000.0,0.0,,49500000.0,,4400000.0,,,,,,,,,,,99800000.0,10200000.0,,,,,,,,,,239880060.0,,0.0,,,,,,,,,,,,100000.0,,,4000000.0,56300000.0,,,,,,,,,0.018343,,100000.0,,141800000.0,100000.0,,4700000.0,,,65000000.0,9700000.0,,114100000.0,,,2700000.0,,,,,,,9800000.0,,-67100000.0,-3000000.0,,,,,,,239880060.0,,,,,,113300000.0,,133500000.0,,73000000.0,,,181200000.0,,-200000.0,,,-1500000.0,,,200000.0,300000.0,,,6800000.0,115500000.0,8000000.0,,,-7200000.0,,-400000.0,,,7100000.0,,,,,,,,,,,,,,,,
,,,,,,,,,10200000.0,2300000.0,,,0.030015,7800000.0,15000000.0,,,67600000.0,,,,248100000.0,131000000.0,,3100000.0,,7400000.0,,7400000.0,,,,,46600000.0,,,,,26300000.0,,,,0.0,800000.0,-6700000.0,52700000.0,,,,,,,,,100000.0,16200000.0,,,-1900000.0,100000.0,,49600000.0,,7400000.0,,,,,,,,,,,100400000.0,11700000.0,,,,,,,,,,246543395.0,,-3100000.0,,,,,,,,,,,,1900000.0,,,4000000.0,60800000.0,,,,,,,,,0.030015,,10300000.0,,147700000.0,10300000.0,,0.0,,,66900000.0,8900000.0,,115300000.0,,,4400000.0,,,,,,,14300000.0,,-69700000.0,-3600000.0,,,,,,,246543395.0,,,,,,117100000.0,,139000000.0,,74100000.0,,,185000000.0,,18600000.0,,,-1700000.0,,,0.0,200000.0,,,11200000.0,128400000.0,7200000.0,,,9000000.0,,-400000.0,,,11800000.0,,,,,,,,,,,,,,,,
,,,,,,,,,900000.0,2100000.0,,,0.038353,7800000.0,7800000.0,,,68900000.0,,,,254000000.0,134600000.0,,2900000.0,,9400000.0,,9400000.0,,,,,46500000.0,,,,,25600000.0,,,,0.0,600000.0,-9100000.0,49700000.0,,,-4700000.0,,,,,,100000.0,15700000.0,,,-2000000.0,-500000.0,,49500000.0,,9400000.0,,,,,,,,,,,99700000.0,13500000.0,,,,,,,,,,245094844.0,,400000.0,,,,,,,,,,,,2800000.0,,,4000000.0,64100000.0,,,,,,,,,0.038353,,11200000.0,,154300000.0,11200000.0,,0.0,,,64400000.0,11600000.0,,117100000.0,,,5700000.0,,,,,,,17600000.0,,-72000000.0,-4700000.0,,,,,,,245094844.0,,,,,,119400000.0,,146400000.0,,74100000.0,,,189100000.0,,12500000.0,,-800000.0,-2500000.0,,,300000.0,400000.0,,,14600000.0,133000000.0,9700000.0,,,700000.0,,-500000.0,,,15100000.0,,,,,,,,,,,,,,,,
,,,262300000.0,,,-100000.0,,152600000.0,6300000.0,2200000.0,-9600000.0,,,7700000.0,11600000.0,,,71300000.0,47100000.0,29500000.0,-7700000.0,262300000.0,138700000.0,31200000.0,2500000.0,,8300000.0,-26500000.0,8300000.0,69700000.0,,500000.0,,53500000.0,7700000.0,11500000.0,14900000.0,44800000.0,26600000.0,0.0,159100000.0,,0.0,900000.0,-7800000.0,45600000.0,17600000.0,,-1900000.0,17500000.0,,,76600000.0,,0.0,16700000.0,,,-2000000.0,-1500000.0,,56000000.0,,8300000.0,,,,17500000.0,,4200000.0,14000000.0,1500000.0,,,103200000.0,14000000.0,120500000.0,48600000.0,26600000.0,,56300000.0,,0.121728,123600000.0,-3000000.0,,,-400000.0,,6900000.0,,191200000.0,249171189.0,29500000.0,,12800000.0,2200000.0,4700000.0,,4000000.0,,300000.0,4200000.0,68100000.0,,2600000.0,,,,138700000.0,,-17400000.0,,193100000.0,17500000.0,0.118393,159100000.0,17500000.0,,0.0,,,69700000.0,14900000.0,,120500000.0,,242344581.0,4800000.0,0.0,,-9200000.0,8800000.0,,,14600000.0,45600000.0,-70700000.0,-6100000.0,,,,29500000.0,,267000000.0,,516400000.0,,,,-70700000.0,123600000.0,204600000.0,152600000.0,16700000.0,76600000.0,,103200000.0,191200000.0,,17700000.0,-300000.0,-2100000.0,-3500000.0,249400000.0,8200000.0,0.0,600000.0,,,12100000.0,139400000.0,6900000.0,,,5700000.0,,1000000.0,,,13100000.0,,,,,,,,,,,,,,,,
,,,,,,,,,-5800000.0,11700000.0,,,0.01334,7800000.0,-1000000.0,,,64100000.0,,,,278000000.0,144200000.0,,3200000.0,,6100000.0,,3400000.0,,,,,51900000.0,,,,,42200000.0,,,,0.0,600000.0,-9700000.0,46300000.0,,,-1000000.0,,,,,,,22700000.0,,,-2000000.0,0.0,,55100000.0,,3400000.0,,,,,,,,,,,119300000.0,13600000.0,,,,,,,,,,254872564.0,,0.0,,,,,,,,,,,,-700000.0,,,4100000.0,64400000.0,,,,,,,,,0.01334,,11700000.0,,158700000.0,11700000.0,,17500000.0,,,68900000.0,28700000.0,,126500000.0,,,3700000.0,,,,,,,12500000.0,,-73400000.0,-8700000.0,,,,,,,254872564.0,,,,,,133800000.0,,154100000.0,,77100000.0,,,199900000.0,,7700000.0,,-2100000.0,-3800000.0,,,-2700000.0,300000.0,,,9300000.0,128500000.0,8200000.0,,,-2600000.0,,-5800000.0,,,9800000.0,,,,,,,,,,,,,,,,
,,,,,,,,,-6500000.0,11800000.0,,,0.02668,7600000.0,-6000000.0,,,69100000.0,,,,283000000.0,145700000.0,,3300000.0,,6400000.0,,6400000.0,,,,,53600000.0,,,,,42200000.0,,,,0.0,500000.0,-2900000.0,49700000.0,,,,,,,,,,22800000.0,,,-2100000.0,0.0,,56900000.0,,6400000.0,,,,,,,,,,,119900000.0,13200000.0,,,,,,,,,,239880060.0,,-300000.0,,,,,,,,,,,,-3500000.0,,,4100000.0,66600000.0,,,,,,,,,0.02668,,5300000.0,,163100000.0,5300000.0,,0.0,,,71900000.0,25700000.0,,128400000.0,,,3800000.0,,,,,,,13000000.0,,-76200000.0,-4600000.0,,,,,,,239880060.0,,,,,,137300000.0,,158500000.0,,77700000.0,,,204600000.0,,-1400000.0,,-2400000.0,-2200000.0,,,2600000.0,2300000.0,,,9700000.0,135700000.0,5800000.0,,,-11600000.0,,0.0,,,10200000.0,,,,,,,,,,,,,,,,
,,,,,,,,,-800000.0,12200000.0,,,0.04002,7600000.0,3500000.0,,,65700000.0,,,,278900000.0,150100000.0,,3300000.0,,9700000.0,,9700000.0,,,,,47000000.0,,,,,43200000.0,,,,0.0,2000000.0,-5200000.0,50000000.0,,,,,,,,,,23400000.0,,,-2200000.0,0.0,,53500000.0,,9700000.0,,,,,,,,,,,113700000.0,12800000.0,,,,,,,,,,242378811.0,,100000.0,,,,,,,,,,,,-300000.0,,,4000000.0,68100000.0,,,,3000000.0,,,,,0.04002,,4400000.0,,165200000.0,4400000.0,,0.0,,,70500000.0,23200000.0,,133300000.0,,,6800000.0,,,,,,,21100000.0,,-79000000.0,-8300000.0,,,,,,,242378811.0,,,,,,128800000.0,,166000000.0,,70500000.0,,,212300000.0,,11800000.0,,-5400000.0,-7400000.0,,,-2500000.0,200000.0,,,14600000.0,133800000.0,0.0,,,-1400000.0,,800000.0,,,16500000.0,,,,,,,,,,,,,,,,
,,,281700000.0,,,10300000.0,,170400000.0,4600000.0,13400000.0,,,,7600000.0,-4900000.0,,,60000000.0,47800000.0,26300000.0,-8500000.0,281700000.0,158200000.0,-8400000.0,800000.0,,7200000.0,-14400000.0,6700000.0,66800000.0,,400000.0,,46800000.0,7600000.0,10600000.0,19800000.0,35700000.0,43500000.0,0.0,169400000.0,,0.0,9300000.0,3400000.0,52700000.0,18300000.0,,,5600000.0,2000000.0,,68800000.0,,,22500000.0,,,-2200000.0,2000000.0,,47600000.0,,6700000.0,,,,5600000.0,,3600000.0,32400000.0,2900000.0,4100000.0,,112300000.0,32400000.0,122200000.0,20400000.0,43500000.0,,46300000.0,,0.108388,123500000.0,-10900000.0,,,10500000.0,,0.0,,196400000.0,246439280.0,26300000.0,,-8500000.0,13400000.0,14000000.0,,-3300000.0,,200000.0,3600000.0,49700000.0,,12300000.0,,100000.0,,158200000.0,,-28800000.0,,199200000.0,5600000.0,0.10672,169400000.0,5600000.0,,0.0,,,66800000.0,19800000.0,,122200000.0,,242647907.0,4000000.0,0.0,,-14500000.0,-7800000.0,,,2900000.0,52700000.0,-74200000.0,-7200000.0,,,,29500000.0,,262200000.0,,507700000.0,2000000.0,,,-74200000.0,123500000.0,209800000.0,170400000.0,22500000.0,68800000.0,,112300000.0,196400000.0,,2300000.0,1500000.0,-1000000.0,-1100000.0,245500000.0,-15400000.0,3000000.0,100000.0,,,2100000.0,109700000.0,0.0,,,200000.0,,6500000.0,,,11200000.0,,,,,,,,,,,,,,,,
