date,quarterlyEbitda,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualCashAndCashEquivalents,annualTaxProvision,trailingEndCashPosition,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualTotalRevenue,annualCostOfRevenue,annualCurrentDebt,quarterlyGrossProfit,annualOtherNonCurrentAssets,quarterlyGrossPPE,trailingOperatingExpense,trailingFreeCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualOperatingExpense,annualResearchAndDevelopment,quarterlyBasicEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualDeferredIncomeTax,annualChangeInAccountPayable,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingCostOfRevenue,trailingBeginningCashPosition,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,trailingNetIncome,annualTotalAssets,quarterlyCostOfRevenue,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyLongTermDebt,annualBeginningCashPosition,annualAccountsReceivable,quarterlyChangeInInventory,annualNetIncome,annualTotalNonCurrentAssets,annualFreeCashFlow,annualSellingGeneralAndAdministration,annualBasicEPS,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,annualOtherNonCashItems,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualLongTermDebt,quarterlyOtherCurrentAssets,annualChangeInInventory,annualCurrentLiabilities,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,annualInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,annualCapitalStock,annualPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,quarterlyInventory,trailingOtherIncomeExpense,quarterlyOperatingExpense,annualGrossProfit,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualNetPPE,annualSaleOfInvestment,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,annualDilutedAverageShares,annualDilutedEPS,quarterlyCommonStockIssuance,annualEbitda,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualGoodwill,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,annualGrossPPE,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualRepaymentOfDebt,quarterlyBasicAverageShares,annualInterestExpense,annualPurchaseOfInvestment,quarterlyFreeCashFlow,annualPretaxIncome,annualBasicAverageShares,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,annualOtherIncomeExpense,annualCapitalExpenditure,quarterlyOtherIntangibleAssets,trailingGrossProfit,annualIncomeTaxPayable,trailingInvestingCashFlow,annualAccountsPayable,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,annualInvestingCashFlow,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEndCashPosition,quarterlyCashAndCashEquivalents,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingTotalRevenue,quarterlyAccountsPayable,trailingBasicAverageShares,trailingCommonStockIssuance,trailingPurchaseOfBusiness,annualCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingInterestExpense,trailingChangesInAccountReceivables,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,trailingChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingNetOtherFinancingCharges,trailingDepreciationAndAmortization,trailingSaleOfInvestment,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
1970-01-01 00:00:00.946598400,,2050000.0,76000.0,,,,6832000.0,,551134000.0,,,112347000.0,,157361000.0,,-15415000.0,514483000.0,,0.0,,411000.0,1754000.0,,,0.0,,1229414000.0,747270000.0,18782000.0,5253000.0,,,0.0,1072053000.0,,13362000.0,4200000.0,,32758000.0,,36505000.0,,,,,,662899000.0,637566000.0,442776000.0,13774000.0,,,1812000.0,,,-2000.0,,,,,,442776000.0,17091000.0,,442776000.0,-15415000.0,,-19854000.0,,2471000.0,314000.0,,-15415000.0,3317000.0,-14096000.0,9162000.0,-3.65,,,,,-19414000.0,1411000.0,,1009000.0,,,,,-366000.0,3747000.0,,19598000.0,559000.0,,,,366000.0,,,,747270000.0,,,,,32756000.0,,,,35686000.0,,-1343000.0,,12085000.0,,3317000.0,5105000.0,-11633000.0,,,,,4218000.0,-3.65,,-14146000.0,,,,4361000.0,,,,-86432000.0,562651000.0,3317000.0,119000.0,0.0,-8000.0,,986000.0,-6246000.0,,,4218000.0,,32755000.0,-86000.0,-2463000.0,,1743897000.0,,-350444000.0,1572000.0,,,-3604000.0,,,,6832000.0,,-14705000.0,,2406796000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.954460800,-7735000.0,,,,1980000.0,528000.0,,,,629000.0,0.0,,,,,,,-8080000.0,,,,,,-1397000.0,,,,,,,,,,,,,,-1.55,,694000.0,,,,,0.0,,,,,,-8048000.0,,,-1975000.0,,,,,,-94000.0,,,,2026000.0,,,,,,,,-118000.0,,,,,,5594000.0,-8080000.0,-8080000.0,,,,,,5225000.0,,,,,,,,,,-175000.0,,,764000.0,,,,,-1.55,,,,,750000.0,,,6651000.0,,,,,,,,-6304000.0,-9048000.0,,1057000.0,,,14000.0,,,,,,,,,,,,,,,5225000.0,,,-9223000.0,,,,,,,,,,,,313000.0,2249000.0,,6832000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.978220800,,14753000.0,-1327000.0,,,,2828000.0,,,,,,,,,-88748000.0,,,6251000.0,,6741000.0,20251000.0,,,1848000.0,,,,84122000.0,9633000.0,,,73000.0,,,67605000.0,9169000.0,,132146000.0,,155235000.0,,,,,,,,,41362000.0,,,3606000.0,,,-48000.0,,,,,,,70561000.0,,,-142264000.0,,-108602000.0,,6832000.0,4465000.0,,-88748000.0,29199000.0,-72371000.0,58436000.0,-25.64,,,,,-84674000.0,23829000.0,,22412000.0,,,,,-1658000.0,23089000.0,,96429000.0,2513000.0,,,,2024000.0,,,,,,,,,130692000.0,,,,,,-13510000.0,,12461000.0,,21100000.0,9077000.0,-58800000.0,,,,,5548000.0,-25.64,,-78602000.0,,,,-4004000.0,,,,,,21100000.0,2350000.0,-1848000.0,-318000.0,,9807000.0,-35291000.0,,,5548000.0,,130691000.0,-132000.0,-13571000.0,,,,,5541000.0,,,-41633000.0,,,,2828000.0,,-81115000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.985996800,-22769000.0,,,,-42063000.0,56605000.0,,,,7689000.0,-62338000.0,,,,23868000.0,,,-43149000.0,,,,,,-2366000.0,,29492000.0,,,,,,136167000.0,,,22531000.0,,,-1.29,,1305000.0,,,,,-1000.0,,,,,,-29926000.0,55910000.0,,-8337000.0,,,-140560000.0,6718000.0,,7023000.0,16948000.0,,,10055000.0,,,147683000.0,,,,,-590000.0,,,,,,23616000.0,-31958000.0,-31958000.0,0.0,,,,,33574000.0,1337000.0,,5381000.0,,,,,,452000.0,-2585000.0,533000.0,,127542000.0,-2990000.0,,,8882000.0,-1.29,2951000.0,,,,0.0,2614000.0,,27560000.0,,,,,,,,53777000.0,-31702000.0,0.0,3944000.0,,,127654000.0,,,,26502000.0,,,35384000.0,,,,,,,,33574000.0,,,-34287000.0,,,171551000.0,,,,,,,,,7157000.0,15837000.0,,2828000.0,112515000.0,5000.0,,56605000.0,,-77556000.0,,2180000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.993859200,-15696000.0,,,,3719000.0,39501000.0,,,,13483000.0,-9966000.0,,,,16807000.0,,,-22294000.0,,,,,,-347000.0,,28775000.0,,,,,,108513000.0,,,15580000.0,,,-0.5,,,,,,,,,,,,,-23567000.0,47442000.0,,-5737000.0,,,-162854000.0,9875000.0,,4520000.0,12176000.0,,,13830000.0,,,131409000.0,,1227000.0,,,279000.0,,,,,,19004000.0,-22294000.0,-22294000.0,0.0,,,,,44518000.0,1227000.0,,6037000.0,,,,,,465000.0,-5835000.0,,,-344000.0,-2990000.0,,,13918000.0,-0.5,2313000.0,-400000.0,,,28000.0,2335000.0,,23220000.0,,,,,,,,-17104000.0,-20479000.0,0.0,3816000.0,,,-259000.0,,,,25785000.0,,,39703000.0,,,,,,,,44518000.0,,,-26314000.0,,,148216000.0,,,,,,,,,7871000.0,15000000.0,,56605000.0,86943000.0,5000.0,,39501000.0,,-70470000.0,,626000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.001808000,-16047000.0,,,,39093000.0,65394000.0,,,,12912000.0,216000.0,,,,16121000.0,,,-22503000.0,,,,,,1647000.0,,28779000.0,,,,,,93319000.0,,,15016000.0,,,-0.5,,,,,,,,,,,,,-23026000.0,11214000.0,,1355000.0,,,-185357000.0,9368000.0,,1525000.0,10532000.0,,,11265000.0,,,114616000.0,,1105000.0,,,427000.0,,,,,,21229000.0,-22503000.0,-22503000.0,0.0,,,,,45035000.0,1105000.0,,4231000.0,,,,,,473000.0,-2060000.0,,,204000.0,-2990000.0,,,11629000.0,-0.5,1049000.0,523000.0,,,-28000.0,1908000.0,,24673000.0,,,,,,,,25893000.0,-13404000.0,0.0,3444000.0,,,267000.0,,,,25789000.0,,,37418000.0,,,,,,,,45035000.0,,,-15464000.0,,,130737000.0,,,,,,,,,6979000.0,39412000.0,,39501000.0,76608000.0,5000.0,,65394000.0,,-59955000.0,,2962000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.009756800,-12809000.0,11426000.0,-10853000.0,,-2709000.0,50550000.0,50550000.0,10000.0,,12300000.0,-131000.0,,1551000.0,,18816000.0,-97474000.0,,-20719000.0,,,46384000.0,46831000.0,483000.0,2118000.0,4614000.0,42638000.0,,,138606000.0,12494000.0,,81583000.0,-49582000.0,,17836000.0,98398000.0,14683000.0,,980000.0,,18816000.0,,,-10617000.0,,,,,,81583000.0,-20827000.0,12494000.0,-12843000.0,-124000.0,,-53000.0,-206076000.0,11556000.0,,2056000.0,11426000.0,,118218000.0,10182000.0,,-108665000.0,99402000.0,-206076000.0,,2828000.0,11556000.0,-196000.0,-97474000.0,36635000.0,-97030000.0,83315000.0,-2.57,19466000.0,-20719000.0,-20719000.0,0.0,99402000.0,,,4711000.0,,980000.0,,4711000.0,-80000.0,17836000.0,,127537000.0,30025000.0,483000.0,-8695000.0,,1549000.0,135000.0,-10617000.0,,,4614000.0,,1551000.0,-2144000.0,130696000.0,,-10853000.0,1549000.0,,22945000.0,-447000.0,,63044000.0,,32021000.0,74310000.0,-77855000.0,-14844000.0,-12270000.0,0.0,3479000.0,42247000.0,-2.57,10944000.0,-68820000.0,,,32021000.0,47722000.0,,36635000.0,,,,42638000.0,0.0,15124000.0,,,1999000.0,-72219000.0,-20965000.0,-97474000.0,42247000.0,118218000.0,0.0,-1281000.0,-19175000.0,,,,,4376000.0,8018000.0,4061000.0,-1960000.0,65394000.0,63044000.0,130696000.0,50550000.0,50550000.0,-98845000.0,-49582000.0,,4376000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.017532800,-10288000.0,,,,-157000.0,36169000.0,,,,17141000.0,,,,,17415000.0,,,-18502000.0,,,,,,4636000.0,,,,,,,,70537000.0,,,16562000.0,,,-0.4,,,,,,,-175000.0,,,,,,-18799000.0,12830000.0,,-4725000.0,,,-224578000.0,14473000.0,,456000.0,12286000.0,,,12505000.0,,,86914000.0,,,,,95000.0,,,,,,20342000.0,-18502000.0,-18502000.0,0.0,,,,,46152000.0,853000.0,,4728000.0,,,,,,,-2713000.0,,,459000.0,,,,1918000.0,-0.4,1778000.0,,,,0.0,1454000.0,,23435000.0,,,,,,,,-14381000.0,-14683000.0,0.0,3093000.0,,,556000.0,,,,31874000.0,,,33792000.0,,,,,,,,46152000.0,,,-17396000.0,,,104329000.0,,,,,,,,,8511000.0,2100000.0,,50550000.0,48999000.0,5000.0,,36169000.0,,-39525000.0,,2498000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.025395200,-12377000.0,,,,2669000.0,27116000.0,,,,17255000.0,,,,,18075000.0,,,-18816000.0,,,,,,6481000.0,,41084000.0,,,,,,59307000.0,,,17302000.0,,,-0.4,,,,,,,-100000.0,,,,,,-18552000.0,8066000.0,,-2565000.0,,,-243394000.0,15938000.0,,-87000.0,11268000.0,,,10774000.0,,,73871000.0,,,,,-150000.0,,,,,,22027000.0,-18816000.0,-18816000.0,0.0,,,,,46576000.0,773000.0,,6245000.0,,,,,,,-1714000.0,264000.0,,-8000.0,-10617000.0,,,2172000.0,-0.4,2377000.0,,,,0.0,1604000.0,,25033000.0,,,,,,,,-9053000.0,-11714000.0,0.0,3006000.0,,,135000.0,,,,30467000.0,,,32639000.0,,,,,,,,46576000.0,,,-13428000.0,,,91946000.0,,,,,,,,,6175000.0,6000000.0,,36169000.0,35182000.0,5000.0,,27116000.0,,-31817000.0,,3657000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.033344000,-8782000.0,,,,-9000.0,16746000.0,,,,18573000.0,-442000.0,,,,16298000.0,,,-16890000.0,,,,,,7693000.0,,39351000.0,,,,,,47618000.0,,,15654000.0,,,-0.36,,,,,,,0.0,,,,,,-16621000.0,5665000.0,,-2644000.0,,,-260284000.0,16072000.0,,-269000.0,11697000.0,,,10880000.0,,,62291000.0,,,,,143000.0,,,,,,21417000.0,-16890000.0,-16890000.0,0.0,,,,,46934000.0,644000.0,,7301000.0,,,,,,,-2367000.0,169000.0,,102000.0,-10617000.0,,,2237000.0,-0.36,2016000.0,0.0,,,225000.0,1461000.0,,24314000.0,,,,,,,,-10370000.0,-10463000.0,0.0,2997000.0,,,226000.0,,,-16890000.0,28734000.0,,,30971000.0,,,,,,,,46934000.0,,,-12830000.0,,,78589000.0,,,,,,,,,7839000.0,3069000.0,,27116000.0,22411000.0,5000.0,,16746000.0,,-24785000.0,,1941000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
