date,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualPurchaseOfInvestment,trailingInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,trailingPretaxIncome,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,annualTotalAssets,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,annualStockholdersEquity,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyGoodwill,quarterlyCostOfRevenue,trailingChangeInInventory,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualInventory,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualRetainedEarnings,quarterlyBasicEPS,annualCurrentLiabilities,quarterlyLongTermDebt,trailingChangeInWorkingCapital,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,annualAccountsReceivable,trailingOperatingCashFlow,annualGoodwill,annualSaleOfInvestment,annualCapitalStock,annualCommonStockIssuance,quarterlyInventory,annualStockBasedCompensation,annualNetPPE,annualOtherIncomeExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOperatingIncome,trailingGrossProfit,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualTotalRevenue,quarterlyDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualChangeInAccountPayable,annualAccountsPayable,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBeginningCashPosition,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,trailingTotalRevenue,quarterlyDilutedAverageShares,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualBasicEPS,annualGrossPPE,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualPretaxIncome,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualIncomeTaxPayable,quarterlyTotalAssets,trailingOperatingIncome,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualDeferredIncomeTax,annualOperatingExpense,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualAccumulatedDepreciation,trailingDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyDilutedEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyStockBasedCompensation,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,quarterlyNetOtherInvestingChanges,annualNetOtherFinancingCharges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualInterestExpense,quarterlyChangeInInventory,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyEndCashPosition,annualDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,annualTotalNonCurrentAssets,quarterlyCurrentLiabilities,trailingCommonStockIssuance,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyOtherNonCashItems,annualOtherCurrentAssets,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualGrossProfit,quarterlyRepaymentOfDebt,annualChangeInWorkingCapital,annualBasicAverageShares,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTaxProvision,quarterlyRetainedEarnings,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualChangeInInventory,trailingDepreciationAndAmortization,annualOtherNonCashItems,trailingTaxProvision,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCostOfRevenue,annualFreeCashFlow,annualNetIncome,annualCurrentDebt,annualCashDividendsPaid,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingNetOtherFinancingCharges,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOtherIncomeExpense,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,annualCurrentDeferredRevenue,trailingInterestExpense,trailingBasicEPS
1987-03-31,-900000,-900000,,,-214961000.0,-10700000.0,-5000000.0,4900000.0,,723377000.0,-162699000.0,26400000.0,,,562354000.0,,,31136000.0,,72300000.0,-13239000.0,,100000.0,,,,,,,-0.001719,,26500000.0,15785000.0,,139504000.0,,811716000.0,,,,,158500000.0,,,,,,,2871770000.0,,,,,1000000.0,7900000.0,,7900000.0,,,,,12900000.0,,-1016958000.0,1800000.0,,,8351931000.0,139504000.0,,-2058000.0,84241000.0,1700000.0,600000.0,-598813000.0,,,,,,2500000.0,0.0,135200000.0,-13400000.0,,229100000.0,743220000.0,,,-900000,53700000.0,2128550000.0,1932572000.0,,,,,,-217450000.0,,71200000.0,,6760000.0,,,,,562354000.0,-1000000,-0.001719,,75700000.0,-10700000.0,2100000.0,,,86299000.0,,,,0,0.0,,562354000.0,93900000.0,,,,-34500000.0,,-2600000.0,-537137000.0,24100000.0,0.0,,,25100000.0,,103800000.0,115981000.0,175400000.0,594266000.0,,,23055000.0,24100000.0,,,,,,,-600000.0,-50300000.0,5480161000.0,-1500000.0,51200000.0,31400000.0,96400000,,195978000.0,,161023000.0,,8300000.0,-2700000.0,-20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-03-31,1700000,1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00375,,,,,453333333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453333333.0,,,,,,,,,,,,,,,,,,,,,1700000,,,,,,,,,,,,,,,,,,,69800000,0.00375,,,,,,,,,,,69800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,1700000,1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003906,,,,,435200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435200000.0,,,,,,,,,,,,,,,,,,,,,1700000,,,,,,,,,,,,,,,,,,,69800000,0.003906,,,,,,,,,,,69800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,1700000,1700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003906,,,,,435200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435200000.0,,,,,,,,,,,,,,,,,,,,,1700000,,,,,,,,,,,,,,,,,,,69800000,0.003906,,,,,,,,,,,69800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,1800000,1800000,-400000.0,,,,,2300000.0,40000000.0,,,22700000.0,116800000.0,,,23200000.0,,,,,,1700000.0,,,,69800000.0,,,22300000.0,,51300000.0,40000000.0,,,,,,,,5900000.0,,69800000.0,,35100000.0,0.0,,,15200000.0,,,,3500000.0,279200000.0,,3500000.0,1000000.0,3500000.0,,24200000.0,0.015469,42300000.0,,16900000.0,,5900000.0,-2100000.0,0.0,,,,,,4400000.0,,,0.015469,46300000.0,1800000.0,3500000.0,11400000.0,3000000.0,,93600000.0,,,116800000.0,,,2300000.0,1800000,38100000.0,,,,,3000000.0,-500000.0,56500000.0,,,46300000.0,-11200000.0,,-3500000.0,54800000.0,78700000.0,,,-194200000,,,24200000.0,,3500000.0,,,,,6900000.0,22700000.0,-194200000,,0.0,,23200000.0,-1500000.0,,3800000.0,,,,,,,441081081.0,,,38100000.0,51300000.0,,78700000.0,,,3500000.0,,,71700000.0,,-7100000.0,441081081.0,93600000.0,4500000.0,,22300000.0,,,35100000.0,42300000.0,69800000,-9400000.0,,400000.0,,6900000.0,,,-11200000.0,5000000.0,,207500000.0,-2500000.0,6900000.0,4400000.0,-500000.0,,,,,,,,,,,,,,,,,,,,,,,
1994-03-31,-500000,-500000,,,,-300000.0,10600000.0,2300000.0,,,,20600000.0,,,,,,,,46600000.0,,,0.0,,,,39800000.0,,,-0.00125,,13300000.0,,,139488000.0,,,,,,,92400000.0,,,,,,,,,,,,400000.0,14100000.0,,14100000.0,,,,,3500000.0,,,5900000.0,,,,139488000.0,,,,3100000.0,1000000.0,,,,,,,3200000.0,0.0,89900000.0,-1200000.0,,152300000.0,,,,-500000,38400000.0,,,,,,,,,,46800000.0,,,,,,,,200000,-0.00125,,50600000.0,-300000.0,3600000.0,,,,,,,600000,0.0,,,62400000.0,,,,-22600000.0,,-700000.0,,15800000.0,0.0,,,15600000.0,,74300000.0,,113900000.0,,-100000.0,,,15200000.0,,,,,,,-300000.0,14800000.0,,-800000.0,35200000.0,15600000.0,62400000,,,,,,11700000.0,-900000.0,-11600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,6500000,6500000,,,,13100000.0,9300000.0,2300000.0,,,,25700000.0,,,,,,,,79500000.0,,,0.0,,,,0.0,,,0.011563,,13000000.0,,,139488000.0,,,,,,,93700000.0,,,,,,,,,,,,500000.0,23400000.0,,23400000.0,,,,,0.0,,,5900000.0,,,,139488000.0,,,,1300000.0,200000.0,,,,,,,3300000.0,-300000.0,92600000.0,11400000.0,,161300000.0,,,,6500000,39700000.0,,,,,,,,,,48500000.0,,,,,,,,11100000,0.011563,,50300000.0,6200000.0,1600000.0,,,,,,,11600000,0.0,,,68700000.0,,,,-1200000.0,,-1700000.0,,28800000.0,0.0,,,17700000.0,,77300000.0,,121600000.0,,-100000.0,,,17200000.0,,,,,,,4400000.0,21000000.0,,10900000.0,36400000.0,15300000.0,108300000,,,,,,-2300000.0,-1700000.0,-12100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,2400000,2400000,,,,-15200000.0,-16800000.0,2300000.0,,,,23700000.0,,,,,,,,54300000.0,,,0.0,,,,0.0,,,0.004063,,12700000.0,,,150528000.0,,,,,,,103600000.0,,,,,0.0,,,,,,,500000.0,6600000.0,,6600000.0,,,,,0.0,,,5900000.0,,,,150528000.0,,,,1300000.0,300000.0,,,,,,,3000000.0,0.0,83800000.0,-16500000.0,,154900000.0,,,,2400000,40200000.0,,,,,,,,,,49800000.0,,,,,,,,4300000,0.004063,,43800000.0,-18200000.0,1900000.0,,,,,,,4800000,0.0,,,71100000.0,,,,-9900000.0,,-1200000.0,,20600000.0,0.0,,,16300000.0,,68800000.0,,114700000.0,,200000.0,,,15800000.0,,,,,,,1600000.0,23400000.0,,4000000.0,37200000.0,15000000.0,74900000,,,,,,-300000.0,-1300000.0,-12600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,2900000,2900000,-5800000.0,,,10200000.0,7400000.0,2200000.0,12300000.0,,,24500000.0,146200000.0,,,73700000.0,,,,61300000.0,,1800000.0,-100000.0,,,86300000.0,0.0,,26100000.0,,58000000.0,12300000.0,,,,,,,,5900000.0,39800000.0,86300000.0,,39400000.0,0.0,,-300000.0,20600000.0,,,,14000000.0,330000000.0,400000.0,14000000.0,7800000.0,14000000.0,,32000000.0,0.02,14500000.0,0.0,22400000.0,,5900000.0,8600000.0,0.0,,,,,,1500000.0,300000.0,,0.02,52400000.0,500000.0,14000000.0,18800000.0,2600000.0,100000.0,72500000.0,7400000.0,,146200000.0,,,2200000.0,2900000,42000000.0,,,,,2600000.0,200000.0,67600000.0,,,52400000.0,-13000000.0,,-6700000.0,65800000.0,104200000.0,,,5200000,,,32000000.0,7100000.0,1700000.0,,,,,11300000.0,24500000.0,5600000,500000.0,0.0,,73700000.0,10500000.0,,1800000.0,17200000.0,,-2200000.0,,23100000.0,0.0,139488000.0,,17900000.0,42000000.0,58000000.0,,104200000.0,,-400000.0,1700000.0,,17500000.0,88200000.0,,-5200000.0,139488000.0,72500000.0,7500000.0,1900000.0,26100000.0,,4800000.0,39400000.0,14500000.0,84400000,-16500000.0,,-300000.0,,11300000.0,-500000.0,-2800000.0,-13000000.0,3500000.0,,241800000.0,1100000.0,11300000.0,1500000.0,-500000.0,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,-200000,-200000,,,,-2100000.0,-3400000.0,2300000.0,,,,20800000.0,,,,,,,,53700000.0,,,100000.0,,,,,,,-0.00625,,11900000.0,,,139488000.0,,,,,,,113000000.0,,,,,,,,,,,,600000.0,10600000.0,,10600000.0,,,,,14000000.0,,,5900000.0,,,,139488000.0,,,,1400000.0,400000.0,,,,,,,2600000.0,0.0,99100000.0,-3400000.0,,172600000.0,,,,-200000,42200000.0,,,,,,,,,,53200000.0,,,,,,,,-100000,-0.00625,,62700000.0,-2700000.0,2600000.0,,,,,,,500000,-100000.0,,,73500000.0,,,,-26700000.0,,-1000000.0,,17800000.0,0.0,,,17900000.0,,84900000.0,,130400000.0,,400000.0,,,17300000.0,,,,,,,-200000.0,25800000.0,,-400000.0,39600000.0,14200000.0,71500000,,,,,,-300000.0,-1300000.0,-13600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
