date,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualPurchaseOfInvestment,trailingInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,trailingPretaxIncome,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,annualTotalAssets,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,annualStockholdersEquity,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyGoodwill,quarterlyCostOfRevenue,trailingChangeInInventory,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualInventory,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualRetainedEarnings,quarterlyBasicEPS,annualCurrentLiabilities,quarterlyLongTermDebt,trailingChangeInWorkingCapital,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,annualAccountsReceivable,trailingOperatingCashFlow,annualGoodwill,annualSaleOfInvestment,annualCapitalStock,annualCommonStockIssuance,quarterlyInventory,annualStockBasedCompensation,annualNetPPE,annualOtherIncomeExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOperatingIncome,trailingGrossProfit,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualTotalRevenue,quarterlyDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualChangeInAccountPayable,annualAccountsPayable,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBeginningCashPosition,annualEbitda,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,trailingTotalRevenue,quarterlyDilutedAverageShares,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualBasicEPS,annualGrossPPE,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualPretaxIncome,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualIncomeTaxPayable,quarterlyTotalAssets,trailingOperatingIncome,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualDeferredIncomeTax,annualOperatingExpense,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualAccumulatedDepreciation,trailingDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyDilutedEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyStockBasedCompensation,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,quarterlyNetOtherInvestingChanges,annualNetOtherFinancingCharges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,annualInterestExpense,quarterlyChangeInInventory,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyEndCashPosition,annualDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,annualTotalNonCurrentAssets,quarterlyCurrentLiabilities,trailingCommonStockIssuance,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyOtherNonCashItems,annualOtherCurrentAssets,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualGrossProfit,quarterlyRepaymentOfDebt,annualChangeInWorkingCapital,annualBasicAverageShares,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTaxProvision,quarterlyRetainedEarnings,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualChangeInInventory,trailingDepreciationAndAmortization,annualOtherNonCashItems,trailingTaxProvision,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCostOfRevenue,annualFreeCashFlow,annualNetIncome,annualCurrentDebt,annualCashDividendsPaid,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingNetOtherFinancingCharges,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOtherIncomeExpense,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,annualCurrentDeferredRevenue,trailingInterestExpense,trailingBasicEPS
1995-06-30,7000000,7000000,,,,1800000.0,-3300000.0,2300000.0,,,,23500000.0,,,,,,,,92100000.0,,,100000.0,,,,,,,0.012344,,11600000.0,,,139488000.0,,,,,,,108600000.0,,,,,,,,,,,,600000.0,7300000.0,,7300000.0,,,,,0.0,,,3500000.0,,,,139488000.0,,,,1400000.0,300000.0,,,,,,,2600000.0,-2600000.0,89000000.0,-500000.0,,166800000.0,,,,7000000,43800000.0,,,,,,,,,,55500000.0,,,,,,,,11900000,0.012344,,50200000.0,-5700000.0,3400000.0,,,,,,,12500000,100000.0,,,77800000.0,,,,4400000.0,,-2200000.0,,31500000.0,0.0,,,19600000.0,,75100000.0,,123000000.0,,0.0,,,19000000.0,,,,,,,4700000.0,32500000.0,,11700000.0,41200000.0,13900000.0,123600000,,,,,,-3000000.0,-2300000.0,-14300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,2200000,2200000,,,,-5400000.0,2500000.0,2200000.0,,,,22400000.0,,,,,,,,65400000.0,,,0.0,,,,,,,0.003906,,21500000.0,,,139488000.0,,,,,,,124900000.0,,,,,0.0,,,,,,,600000.0,9800000.0,,9800000.0,,,,,0.0,,,3500000.0,,,,139488000.0,,,,1400000.0,500000.0,,,,,,,2800000.0,0.0,105000000.0,-7800000.0,,185000000.0,,,,2200000,45000000.0,,,,0.0,,,,,,57200000.0,,,,,,,,4200000,0.003906,,57500000.0,-8300000.0,2100000.0,,,,,,,4800000,0.0,,,80000000.0,,,,-16300000.0,,-1800000.0,,22900000.0,0.0,,,18700000.0,,81300000.0,,140000000.0,,0.0,,,18100000.0,,,,,,,1500000.0,34800000.0,,3700000.0,42200000.0,23700000.0,88300000,,,,,,9900000.0,-2400000.0,-15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,3500000,3500000,-8500000.0,,,-5600000.0,-4700000.0,2000000.0,25900000.0,,,24700000.0,174100000.0,,,83500000.0,,,,74000000.0,,2500000.0,-200000.0,,,112700000.0,,,38200000.0,,62700000.0,25900000.0,,,,,,,,3500000.0,,112700000.0,,45100000.0,-100000.0,,-200000.0,22600000.0,,,,5100000.0,383900000.0,700000.0,5100000.0,-11300000.0,5100000.0,,36500000.0,0.021875,27900000.0,0.0,25100000.0,,3500000.0,11000000.0,0.0,,,,,,1500000.0,600000.0,,0.021875,60900000.0,0.0,5100000.0,20800000.0,2500000.0,0.0,90600000.0,-9700000.0,,174100000.0,,,2000000.0,3500000,47600000.0,,,,0.0,2500000.0,-300000.0,76100000.0,,,60900000.0,-15800000.0,,-10100000.0,73600000.0,126500000.0,-2400000.0,,6600000,,,36500000.0,-10400000.0,5000000.0,,,,,12500000.0,24700000.0,7300000,0.0,0.0,,83500000.0,-8900000.0,,1700000.0,12200000.0,,-3500000.0,,26500000.0,0.0,139488000.0,,19900000.0,47600000.0,62700000.0,,126500000.0,,1000000.0,5000000.0,,19200000.0,98700000.0,,-27100000.0,139488000.0,90600000.0,8300000.0,2300000.0,38200000.0,,5800000.0,45100000.0,27900000.0,100500000,-26400000.0,,1400000.0,,12500000.0,4400000.0,-4100000.0,-15800000.0,14000000.0,,285200000.0,-21400000.0,12500000.0,1500000.0,-400000.0,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,-1000000,-1000000,,,,-3600000.0,1500000.0,2100000.0,,,,21800000.0,,,,,,,,60600000.0,,,0.0,,,,,,,-0.001875,,31900000.0,,,139488000.0,,,,,,,144100000.0,,,,,,,,,,,,700000.0,6600000.0,,6600000.0,,,,,5100000.0,,,3500000.0,,,,139488000.0,,,,1600000.0,700000.0,,,,,,,2600000.0,-100000.0,125300000.0,-5500000.0,,207800000.0,,,,-1000000,48000000.0,,,,,,,,,,61700000.0,,,,,,,,-900000,-0.001875,,67900000.0,-3300000.0,5200000.0,,,,,,,-200000,0.0,,,82500000.0,,,,-31400000.0,,-900000.0,,20600000.0,0.0,,,21500000.0,,91300000.0,,159800000.0,,-100000.0,,,20800000.0,,,,,,,-600000.0,37200000.0,,-1600000.0,45400000.0,34000000.0,81200000,,,,,,6000000.0,-1900000.0,-16300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,7900000,7900000,,,,24000000.0,8900000.0,2100000.0,,,,26000000.0,,,,,,,,108900000.0,,,100000.0,,,,,,,0.014063,,20000000.0,,,139488000.0,,,,,,,130500000.0,,,,,,,,,,,,900000.0,15500000.0,,15500000.0,,,,,0.0,,,1800000.0,,,,139488000.0,,,,1600000.0,600000.0,,,,,,,2600000.0,200000.0,114400000.0,22400000.0,,202900000.0,,,,7900000,48700000.0,,,,,,,,,,63300000.0,,,,,,,,13700000,0.013906,,64700000.0,15600000.0,3900000.0,,,,,,,14600000,0.0,,,88500000.0,,,,13600000.0,,-1300000.0,,37800000.0,0.0,,,24100000.0,,92300000.0,,154200000.0,,-100000.0,,,23200000.0,,,,,,,5300000.0,45000000.0,,13200000.0,46100000.0,22100000.0,146700000,,,,,,-13700000.0,-1600000.0,-17200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,2300000,2300000,,,,-9300000.0,-4400000.0,2200000.0,,,,25500000.0,,,,,,,,77900000.0,,,0.0,,,,,,,0.004063,,26100000.0,,,139488000.0,,,,,,,134000000.0,,,,,0.0,,,,,,,900000.0,11100000.0,,11100000.0,,,,,0.0,,,1800000.0,,,,139488000.0,,,,1600000.0,600000.0,,,,,,,2600000.0,0.0,111700000.0,-11100000.0,,202500000.0,,,,2300000,49300000.0,,,,0.0,,,,,,64700000.0,,,,,,,,4400000,0.004063,,56300000.0,-12200000.0,3400000.0,,,,,,,5300000,0.0,,,90800000.0,,,,-3500000.0,,-1300000.0,,27100000.0,0.0,,,22700000.0,,83400000.0,,153200000.0,,-100000.0,,,21800000.0,,,,,,,1500000.0,47200000.0,,3800000.0,46700000.0,28300000.0,105000000,,,,,,6100000.0,-1800000.0,-18000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,4000000,4000000,-6800000.0,,,10100000.0,1900000.0,1900000.0,21200000.0,,,28400000.0,195600000.0,,,94800000.0,,,,85000000.0,,3400000.0,-100000.0,,,124100000.0,,,51200000.0,,77700000.0,21200000.0,,,,,,,,1800000.0,,124100000.0,,49500000.0,0.0,,0.0,24400000.0,,,,12900000.0,449000000.0,900000.0,12900000.0,21200000.0,12900000.0,,47600000.0,0.09375,23100000.0,0.0,27800000.0,,1800000.0,-6600000.0,0.0,,,,,,1700000.0,500000.0,,0.09375,68400000.0,-100000.0,12900000.0,22000000.0,2500000.0,-100000.0,100800000.0,5800000.0,,195600000.0,,,1900000.0,4000000,52000000.0,,,,0.0,2500000.0,-300000.0,92200000.0,,,68400000.0,-18900000.0,,-9600000.0,88800000.0,143600000.0,-1800000.0,,7200000,,,47600000.0,6300000.0,1700000.0,,,,,13200000.0,28400000.0,8100000,-100000.0,0.0,,94800000.0,7900000.0,,2400000.0,9900000.0,,-3300000.0,,31100000.0,0.0,140800000.0,,23900000.0,52000000.0,77700000.0,,143600000.0,,-300000.0,1700000.0,,23000000.0,116600000.0,,6400000.0,140800000.0,100800000.0,8800000.0,2600000.0,51200000.0,,6600000.0,49500000.0,23100000.0,116100000,-11400000.0,,-600000.0,,13200000.0,-5000000.0,-4300000.0,-18900000.0,5100000.0,,332400000.0,11600000.0,13200000.0,1700000.0,-200000.0,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,-900000,-900000,,,,-10700000.0,-5000000.0,2000000.0,,,,26400000.0,,,,,,,,72300000.0,,,100000.0,,,,,,,-0.001719,,29400000.0,,,139504000.0,,,,,,,158500000.0,,,,,,,,,,,,1000000.0,7900000.0,,7900000.0,,,,,12900000.0,,,1800000.0,,,,139504000.0,,,,1700000.0,600000.0,,,,,,,2500000.0,0.0,135200000.0,-13400000.0,,229100000.0,,,,-900000,53700000.0,,,,,,,,,,71200000.0,,,,,,,,-1000000,-0.001719,,75700000.0,-10700000.0,2100000.0,,,,,,,0,0.0,,,93900000.0,,,,-34500000.0,,-2600000.0,,24100000.0,0.0,,,25100000.0,,103800000.0,,175400000.0,,,,,24100000.0,,,,,,,-600000.0,50300000.0,,-1500000.0,51200000.0,31400000.0,96400000,,,,,,8300000.0,-2700000.0,-20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,7000000,7000000,,,,13900000.0,3700000.0,2100000.0,,,,30900000.0,,,,,,,,118200000.0,,,0.0,,,,,,,0.0125,,22400000.0,,,139632000.0,,,,,,,153100000.0,,,,,,,,,,,,1100000.0,11700000.0,,11700000.0,,,,,0.0,,,,,,,139632000.0,,,,1700000.0,500000.0,,,,,,,2400000.0,-1800000.0,128900000.0,11700000.0,,227900000.0,,,,7000000,53700000.0,,,,,,,,,,72400000.0,,,,,,,,12200000,0.0125,,71800000.0,5700000.0,3100000.0,,,,,,,13300000,0.0,,,99000000.0,,,,5500000.0,,-1400000.0,,41300000.0,0.0,,,29100000.0,,104400000.0,,174200000.0,,,,,28000000.0,,,,,,,4700000.0,57200000.0,,11700000.0,51300000.0,24500000.0,159500000,,,,,,-8800000.0,-2200000.0,-21100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,1600000,1600000,,,,-14700000.0,-3300000.0,1600000.0,,,,27800000.0,,,,,,,,88200000.0,,,100000.0,,,,100000.0,,,0.002813,,34700000.0,,,139632000.0,,,,,,,168600000.0,,,,,0.0,,,,,,,1200000.0,8300000.0,,8300000.0,,,,,0.0,,,,,,,139632000.0,,,,1700000.0,600000.0,,,,,,,2600000.0,-100000.0,140200000.0,-16400000.0,,240900000.0,,,,1600000,53800000.0,,,,0.0,,,,,,73500000.0,,,,,,,,3100000,0.002813,,74400000.0,-16900000.0,4300000.0,,,,,,,4300000,0.0,,,100700000.0,,,,-15600000.0,,-1000000.0,,30200000.0,0.0,,,27100000.0,,103900000.0,,187100000.0,,-400000.0,,,25900000.0,,,,,,,1000000.0,58700000.0,,2600000.0,51200000.0,36300000.0,118400000,,,,,,12300000.0,-1700000.0,-22300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,4200000,4200000,-7500000.0,,,6400000.0,100000.0,1400000.0,31100000.0,,,32500000.0,224100000.0,,,104900000.0,,,,98800000.0,,4500000.0,-100000.0,,,151700000.0,0.0,,62900000.0,,86700000.0,31100000.0,,,,,,,,,200000.0,151700000.0,,52400000.0,0.0,,0.0,22400000.0,,,,8500000.0,509100000.0,1200000.0,8500000.0,-5100000.0,8500000.0,,52700000.0,0.08375,32500000.0,0.0,26900000.0,,,8200000.0,0.0,,,,,,1500000.0,700000.0,,0.08375,76000000.0,0.0,8500000.0,20000000.0,2100000.0,300000.0,119200000.0,3900000.0,,224100000.0,,,1400000.0,4200000,54500000.0,,,,0.0,2100000.0,-100000.0,109200000.0,,,76000000.0,-23600000.0,,-9100000.0,104700000.0,169600000.0,-1800000.0,,8100000,,,52700000.0,1100000.0,4200000.0,,,,,11800000.0,32500000.0,9300000,0.0,200000.0,,104900000.0,-4500000.0,,2400000.0,16900000.0,,-2500000.0,,36000000.0,0.0,140895522.0,,27900000.0,54500000.0,86700000.0,,169600000.0,,0.0,4200000.0,,26700000.0,131600000.0,,-20800000.0,140895522.0,119200000.0,8200000.0,3100000.0,62900000.0,,7300000.0,52400000.0,32500000.0,134800000,-27700000.0,,-500000.0,,11800000.0,-3600000.0,-2500000.0,-23600000.0,12900000.0,,377500000.0,-14200000.0,11800000.0,1500000.0,-100000.0,,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,-1500000,-1500000,,,,-12500000.0,2600000.0,1200000.0,,,,36500000.0,,,,,,,,79100000.0,,,0.0,,,,100000.0,,,-0.002656,,48500000.0,,,139776000.0,,,,,,,202800000.0,,,,,,,,,,,,1300000.0,11000000.0,,11000000.0,,,,,8500000.0,,,,,,,139776000.0,,,,1400000.0,800000.0,,,,,,,2000000.0,100000.0,183600000.0,-14800000.0,,287100000.0,,,,-1500000,55400000.0,,,,,,,,,,78300000.0,,,,,,,,-1700000,-0.002656,,96000000.0,-12400000.0,4500000.0,,,,,,,-400000,0.0,,,103500000.0,,,,-51100000.0,,-2300000.0,,26500000.0,0.0,,,28200000.0,,133900000.0,,231700000.0,,100000.0,,,26900000.0,,,,,,,-1000000.0,61400000.0,,-2500000.0,53400000.0,49700000.0,105600000,,,,,,17400000.0,-2300000.0,-24900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,9200000,9200000,,,,19600000.0,-2900000.0,1300000.0,,,,39300000.0,,,,,,,,146800000.0,,,0.0,,,,0.0,,,0.016406,,30100000.0,,,139856000.0,,,,,,,185400000.0,,,,,,,,,,,,1300000.0,8200000.0,,8200000.0,,,,,0.0,,,,,,,139856000.0,,,,1300000.0,700000.0,,,,,,,2100000.0,0.0,154000000.0,15300000.0,,266700000.0,,,,9200000,58700000.0,,,,,,,,,,82800000.0,,,,,,,,16300000,0.01625,,82000000.0,9200000.0,2700000.0,,,,,,,17600000,-100000.0,,,112700000.0,,,,17500000.0,,-4200000.0,,49300000.0,0.0,,,33000000.0,,122600000.0,,208000000.0,,,,,31700000.0,,,,,,,6400000.0,70600000.0,,15600000.0,56600000.0,31400000.0,196100000,,,,,,-18300000.0,-4300000.0,-26200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,2100000,2100000,,,,-12700000.0,-1800000.0,1300000.0,,,,37200000.0,,,,,,,,104200000.0,,,100000.0,,,,100000.0,,,0.00375,,41800000.0,,,139904000.0,,,,,,,187800000.0,,,,,,,,,,,,1400000.0,6400000.0,,6400000.0,,,,,0.0,,,,,,,139904000.0,,,,3500000.0,900000.0,,,,,,,2200000.0,-100000.0,152700000.0,-15700000.0,,267600000.0,,,,2100000,60300000.0,,,,,,,,,,85800000.0,,,,,,,,4400000,0.00375,,68900000.0,-16300000.0,4400000.0,,,,,,,5800000,100000.0,,,114900000.0,,,,-2500000.0,,-2900000.0,,36400000.0,0.0,,,32000000.0,,109600000.0,,207300000.0,,,,,30600000.0,,,,,,,1500000.0,72700000.0,,3600000.0,58100000.0,43100000.0,140600000,,,,,,13800000.0,-3000000.0,-27700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,5000000,5000000,-14300000.0,,,21100000.0,11800000.0,1100000.0,37200000.0,,,41700000.0,264600000.0,,,120000000.0,,,,115900000.0,,5300000.0,-200000.0,,,171700000.0,100000.0,,77700000.0,,106300000.0,37200000.0,,,,,,,,,300000.0,171700000.0,,59900000.0,-100000.0,,,28700000.0,,,,18200000.0,600700000.0,1300000.0,18200000.0,15500000.0,18200000.0,,60900000.0,0.105,38300000.0,0.0,34000000.0,,,8500000.0,0.0,,,,,,3700000.0,900000.0,,0.105625,88200000.0,0.0,18200000.0,25300000.0,2900000.0,-100000.0,144600000.0,16200000.0,,264600000.0,,,1100000.0,5000000,62800000.0,,,,,2900000.0,-1800000.0,126000000.0,,,88200000.0,-28300000.0,,-14500000.0,120700000.0,201800000.0,,,9700000,,,60900000.0,15300000.0,6300000.0,,,,,14800000.0,41700000.0,11000000,0.0,-100000.0,,120000000.0,9700000.0,,3300000.0,16100000.0,,-4900000.0,,42500000.0,0.0,140952381.0,,32800000.0,62800000.0,106300000.0,,201800000.0,,,6300000.0,,31500000.0,154700000.0,,-4200000.0,140118343.0,144600000.0,10500000.0,3600000.0,77700000.0,,8600000.0,59900000.0,38300000.0,158400000,-20000000.0,,,,14800000.0,-4400000.0,-4900000.0,-28300000.0,8500000.0,,446000000.0,1000000.0,14800000.0,3700000.0,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,-1100000,-1100000,,,,-500000.0,3400000.0,1200000.0,,,,43500000.0,,,,,,,,93500000.0,,,100000.0,,,,100000.0,,,-0.002031,,47900000.0,,,140032000.0,,,,,,,215400000.0,,,,,,,,,,,,1400000.0,21600000.0,,21600000.0,,,,,18200000.0,,,,,,,140032000.0,,,,3600000.0,700000.0,,,,,,,2900000.0,0.0,206500000.0,-7700000.0,,325400000.0,,,,-1100000,68400000.0,,,,,,,,,,95300000.0,,,,,,,,-1200000,-0.002031,,110300000.0,-600000.0,4800000.0,,,,,,,200000,-100000.0,,,118900000.0,,,,-43700000.0,,-6900000.0,,32100000.0,0.0,,,33300000.0,,157400000.0,,257000000.0,,,,,31900000.0,,,,,,,-700000.0,76600000.0,,-1800000.0,65500000.0,49100000.0,125600000,,,,,,10800000.0,-7200000.0,-29800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,10100000,10100000,,,,800000.0,-12800000.0,1000000.0,,,,43600000.0,,,,,,,,158700000.0,,,200000.0,,,,200000.0,,,0.018125,,38000000.0,,,140176000.0,,,,,,,242100000.0,,,,,,,,,,,,1900000.0,8800000.0,,8800000.0,,,,,0.0,,,,,,,140176000.0,,,,3600000.0,700000.0,,,,,,,3200000.0,0.0,209300000.0,-3100000.0,,338600000.0,,,,10100000,70600000.0,,,,,,,,,,99100000.0,,,,,,,,17600000,0.017813,,123100000.0,-10900000.0,3600000.0,,,,,,,19500000,200000.0,,,129300000.0,,,,-26700000.0,,-3700000.0,,55400000.0,0.0,,,37800000.0,,170300000.0,,268000000.0,,,,,35900000.0,,,,,,,7000000.0,86700000.0,,17100000.0,67400000.0,39000000.0,214100000,,,,,,-9800000.0,-3900000.0,-31700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,2600000,2600000,,,,-37100000.0,-600000.0,1000000.0,,,,39400000.0,,,,,,,,118600000.0,,,-100000.0,,,,100000.0,,,0.004688,,62900000.0,,,140224000.0,,,,,,,234800000.0,,,,,,,,,,,,1900000.0,8200000.0,,8200000.0,,,,,0.0,,,100000.0,,,,140224000.0,,,,18500000.0,1100000.0,,,,,,,3200000.0,0.0,197400000.0,-40700000.0,,329400000.0,,,,2600000,72100000.0,,,,,,,,,,102000000.0,,,,,,,,5600000,0.004688,,75600000.0,-42100000.0,3900000.0,,,,,,,7500000,-100000.0,,,132000000.0,,,,7300000.0,,-3600000.0,,41600000.0,8200000.0,,,36000000.0,,133500000.0,,257300000.0,,400000.0,,,34100000.0,,,,,,,1800000.0,89300000.0,,4400000.0,68900000.0,63900000.0,160200000,,,,,,39900000.0,-3600000.0,-33100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,6300000,6300000,-19600000.0,,,29100000.0,-1200000.0,1000000.0,54700000.0,,,45500000.0,302600000.0,,,138300000.0,,,,136100000.0,,7300000.0,-100000.0,,,207300000.0,100000.0,,95600000.0,,108600000.0,54700000.0,,,,,,,,100000.0,500000.0,207300000.0,,73700000.0,-100000.0,,,34300000.0,,,,7000000.0,688100000.0,2100000.0,7000000.0,-7700000.0,7000000.0,,59800000.0,0.12625,55700000.0,8200000.0,41600000.0,,100000.0,16100000.0,7000000.0,,,,,,3300000.0,1500000.0,,0.1275,109000000.0,0.0,7000000.0,30100000.0,3000000.0,100000.0,164300000.0,23400000.0,,302600000.0,,,1000000.0,6300000,76700000.0,,,,,3000000.0,-200000.0,147000000.0,,,109000000.0,-35300000.0,,-20400000.0,139700000.0,225900000.0,,,12000000,,,59800000.0,21000000.0,4800000.0,,,,,17900000.0,45500000.0,14100000,0.0,100000.0,,138300000.0,-11200000.0,,4100000.0,27500000.0,,-5400000.0,,52000000.0,7000000.0,141782178.0,,40000000.0,76700000.0,108600000.0,,225900000.0,,,4800000.0,,37900000.0,181300000.0,,-32600000.0,140392157.0,164300000.0,12200000.0,4100000.0,95600000.0,,10400000.0,73700000.0,55700000.0,188100000,-35600000.0,,,,17900000.0,-24800000.0,-5700000.0,-35300000.0,18200000.0,,506800000.0,-28100000.0,17900000.0,3300000.0,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,-975000,-975000,,,,-6778000.0,3269000.0,980000.0,,,,49111000.0,,,,,,,,109878000.0,,,0.0,,,,81000.0,,,-0.001719,,70045000.0,,,561472000.0,,,,,,,264080000.0,,,,,,,,,,,,2182000.0,10260000.0,,10260000.0,,,,,6991000.0,,,70000.0,,,,561472000.0,,,,3327000.0,1303000.0,,,,,,,2973000.0,0.0,242325000.0,-12174000.0,,379736000.0,,,,-975000,79698000.0,,,,,,,,,,114143000.0,,,,,,,,-338000,-0.001719,,118862000.0,-8162000.0,5694000.0,,,,,,,1844000,0.0,,,137411000.0,,,,-56755000.0,,-5396000.0,,37604000.0,10260000.0,,,37942000.0,,171300000.0,,300038000.0,,,,,35760000.0,,,,,,,-666000.0,94592000.0,,-1641000.0,76725000.0,71025000.0,147482000,,,,,,15443000.0,-5396000.0,-37418000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,10546000,10546000,,,,3672000.0,2506000.0,961000.0,,,,39270000.0,,,,,,,,170756000.0,,,0.0,,,,83000.0,,,0.075,,73726000.0,,,140613333.0,,,,,,,251417000.0,,,,,,,,,,,,2445000.0,12766000.0,,12766000.0,,,,,10260000.0,,,70000.0,,,,140613333.0,,,,3327000.0,1309000.0,,,,,,,3732000.0,0.0,215201000.0,-1744000.0,,363241000.0,,,,10546000,83329000.0,,,,,,,,,,119497000.0,,,,,,,,19062000,0.075,,97917000.0,-8905000.0,5710000.0,,,,,,,21507000,0.0,,,148040000.0,,,,12663000.0,,-4930000.0,,61585000.0,12766000.0,,,42523000.0,,140514000.0,,279912000.0,,,,,40078000.0,,,,,,,7207000.0,105138000.0,,17753000.0,79597000.0,74687000.0,232341000,,,,,,3764000.0,-5416000.0,-39900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
