date,annualDilutedEPS,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,trailingOtherNonCashItems,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyOperatingCashFlow,annualBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualChangeInInventory,trailingSaleOfInvestment,quarterlyNetIncome,annualInvestingCashFlow,trailingStockBasedCompensation,annualDepreciationAndAmortization,trailingCashDividendsPaid,annualInventory,quarterlyTaxProvision,trailingNetIncome,annualStockBasedCompensation,quarterlyLongTermDebt,quarterlyNetPPE,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,annualCapitalStock,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualOperatingCashFlow,quarterlyCommonStockIssuance,annualDilutedAverageShares,annualCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualEbitda,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualOtherNonCurrentLiabilities,annualOtherIncomeExpense,quarterlyFreeCashFlow,quarterlyCapitalStock,trailingChangeInWorkingCapital,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualNetOtherInvestingChanges,trailingGrossProfit,annualOperatingIncome,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualCashFlowFromContinuingFinancingActivities,trailingPretaxIncome,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,trailingInterestExpense,annualBasicEPS,annualEndCashPosition,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingPurchaseOfInvestment,quarterlyDilutedAverageShares,trailingOtherIncomeExpense,annualAccountsPayable,trailingInvestingCashFlow,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualGrossPPE,trailingOperatingIncome,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,annualPretaxIncome,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyGrossProfit,annualAccumulatedDepreciation,quarterlyChangeInWorkingCapital,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,trailingSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingOperatingExpense,trailingNetOtherFinancingCharges,annualNetIncomeContinuousOperations,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualCashAndCashEquivalents,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyChangeInInventory,quarterlyInvestingCashFlow,annualInterestExpense,quarterlyBasicEPS,trailingBeginningCashPosition,trailingCostOfRevenue,annualTotalRevenue,annualCurrentAssets,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEndCashPosition,annualNetOtherFinancingCharges,quarterlyBasicAverageShares,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyEbitda,annualDeferredIncomeTax,quarterlyCashDividendsPaid,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualFreeCashFlow,annualChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyCurrentLiabilities,annualTotalAssets,quarterlyDilutedEPS,trailingCommonStockIssuance,quarterlyNetOtherInvestingChanges,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualTaxProvision,annualNetIncome,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualCashDividendsPaid,annualCurrentDebt,annualBeginningCashPosition,annualLongTermDebt,annualOtherCurrentAssets,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,trailingTaxProvision,quarterlyOtherIntangibleAssets,annualGoodwill,trailingDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,annualResearchAndDevelopment,quarterlyPurchaseOfBusiness,trailingBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDeferredIncomeTax,quarterlyGoodwill,annualRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,annualAccountsReceivable,annualChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,annualPurchaseOfBusiness,trailingPurchaseOfBusiness,trailingDilutedEPS,annualOtherIntangibleAssets
1970-01-01 00:00:01.419984000,1.1e-05,,,,,,11099000.0,3000.0,,,360778938.0,,,,-54000.0,939139000.0,,-11000.0,4681000.0,2904000.0,-473245000.0,,,589874000.0,,,,,,,,,612764000.0,,3073000.0,,360778938.0,,,4841000.0,,,2943000.0,-226000.0,,,,0.0,,,-4743000.0,0.0,,6000.0,844186000.0,39000.0,,94000.0,,-2968000.0,599853000.0,,,231234000.0,1.1e-05,221000.0,,,883300000.0,,-2755520000.0,,-5142000.0,,-1664263000.0,-7926000.0,,318229000.0,,,,816565000.0,,1369728000.0,0.0,,,,463510000.0,,,,,,,1898000.0,,,,598198000.0,,23744000.0,,4802000.0,27621000.0,-15761000.0,4000.0,,-17000.0,,,,,,,39000.0,,145281000.0,39114000.0,18908000.0,,419000.0,,4000.0,,,,-2742000.0,,,,,-91000.0,,,3056000.0,253000.0,,,,,,589874000.0,,,,,,,,1858734000.0,,604838000.0,,,-4000.0,4000.0,,,,,127000.0,,,,14067000.0,,3877000.0,,1655000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,8e-06,,5154000.0,,,85375000.0,,31000.0,,,360778938.0,,,,-5000.0,,,-732000.0,,2882000.0,,442000.0,,,,,,,,,,,,,2888000.0,,360778938.0,1224000.0,,4660000.0,,,2900000.0,-45000.0,,90992000.0,267000.0,0.0,,,,,,66000.0,,18000.0,0.0,130000.0,351000.0,-2026000.0,,,,,8e-06,351000.0,,,,,,,,342000.0,,,,,,,115759000.0,,,,0.0,,,,,,,,,-24767000.0,,1760000.0,,,,,0.0,,,4642000.0,,,3000.0,329000.0,-798000.0,351000.0,,,,,,18000.0,,,,18077000.0,1042000.0,52000.0,5435000.0,3000.0,,,,-1981000.0,,,,,-101000.0,,,2090000.0,111000.0,,,,,,,,,52000.0,,,92034000.0,,,,,6659000.0,,-3000.0,3000.0,,,,51000.0,221000.0,14000.0,12000.0,114000.0,13417000.0,90992000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.475193600,,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,3047000.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,360778938.0,,,,,,,,1000.0,,,,,,,,,,,,,1236000.0,,,,,,,,,,,,,,,,,,,1000.0,4283000.0,,,,0.0,,,,,,,,,,,,360778938.0,,,777000.0,,,,,,0.0,1235000.0,,,,,,459000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,0.0,,5043000.0,-162000.0,0.0,84143000.0,,-10000.0,,335000.0,360778938.0,0.0,-175000.0,-76000.0,71000.0,,0.0,-869000.0,,3030000.0,,371000.0,0.0,,,0.0,88831000.0,371000.0,5043000.0,,,0.0,,0.0,2721000.0,,360778938.0,1024000.0,84000.0,5046000.0,3579000.0,222000.0,3037000.0,-51000.0,,88831000.0,265000.0,0.0,259000.0,,,,836000.0,0.0,,7000.0,0.0,569000.0,920000.0,-1283000.0,,0.0,,,0.0,920000.0,90475000.0,88831000.0,,920000.0,,,,305000.0,,,920000.0,,,1000.0,116277000.0,,14000.0,,0.0,,,803000.0,,,6332000.0,305000.0,1244000.0,-27446000.0,-316000.0,2009000.0,,-153000.0,,,0.0,,,5039000.0,,,0.0,222000.0,-869000.0,920000.0,116277000.0,1000.0,4823000.0,80000.0,-76000.0,7000.0,,,,18785000.0,1644000.0,-39000.0,5308000.0,0.0,-41000.0,,920000.0,-1232000.0,,,,804000.0,-111000.0,,5308000.0,1852000.0,-188000.0,0.0,1243000.0,,52000.0,125000.0,,1644000.0,440000.0,52000.0,84143000.0,1024000.0,90475000.0,,,0.0,,6332000.0,0.0,0.0,0.0,-27446000.0,-13000.0,,14000.0,351000.0,0.0,0.0,125000.0,13739000.0,88831000.0,,265000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,88347000.0,528000.0,5043000.0,,,0.0,,0.0,,,,,,,3008000.0,402000.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,89250000.0,88347000.0,,84000.0,,246224886.0,,,,,84000.0,,,0.0,,,0.0,,,,,,,,6255000.0,194000.0,1094000.0,,,,,,,,,,,,,,,,,,117520000.0,0.0,4102000.0,,,,0.0,,,,,,,,,,,,246224886.0,,,801000.0,,,5292000.0,,,0.0,1094000.0,,52000.0,51000.0,,903000.0,293000.0,,82995000.0,963000.0,,0.0,,,,,0.0,,,-29173000.0,,,,,,,,,,,249000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.514678400,0.130249,0.0,3718000.0,42086000.0,,4691489000.0,,,,129440000.0,327541414.0,44537000.0,1148446000.0,-51000.0,,,42662000.0,-1138169000.0,,3153000.0,,,-1901000.0,,1385000.0,,,,,0.0,3003000.0,-47527000.0,,,131684000.0,963782000.0,327541414.0,100274000.0,141635000.0,167668000.0,23684000.0,,109143000.0,-2350122000.0,,147900000.0,0.0,-47527000.0,129389000.0,,,,55771000.0,-1136200000.0,,153235000.0,0.0,140799000.0,183646000.0,1147284000.0,,42662000.0,,,0.130249,197406000.0,,,,,,227985982.0,,5207000.0,,,,,,63354000.0,148651000.0,,,,42636000.0,,,751000.0,,8268643000.0,,,163925000.0,-751000.0,84523000.0,11280000.0,,,-1912000.0,,1125763000.0,,,14433000.0,,,44537000.0,24391000.0,-1969000.0,183646000.0,,153235000.0,187609000.0,,-1136251000.0,63354000.0,0.19,,,201436000.0,197406000.0,,4863074000.0,42662000.0,1541000.0,1385000.0,197406000.0,40938000.0,227828844.0,963782000.0,,106741000.0,-1912000.0,,,129715000.0,84354000.0,42636000.0,10690000.0,,,,,,9939000.0,42662000.0,,,9739712000.0,0.19,,-1136200000.0,,4963348000.0,,-1901000.0,42662000.0,,-2350108000.0,,,920000.0,4785756000.0,0.0,68117000.0,33768000.0,9542306000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.522454400,,,,-1671000.0,14920000.0,,,,8281557000.0,909000.0,,114103000.0,-1685000.0,-66000.0,,,112122000.0,,,,,,384000.0,,,4119263000.0,73739000.0,,3718000.0,,,-23040000.0,,,,,,,-842000.0,,21338000.0,32150000.0,,,,,,,843000.0,3701000.0,,,920000.0,,,,,,,,,112122000.0,,,,,10486239000.0,9554216000.0,,918215000.0,,343056532.0,,,,,918215000.0,,,52875000.0,,,,,,,-109000.0,805000.0,,,4351339000.0,2458000.0,196938000.0,,92000.0,,,214000.0,,,,,,,,,,,,,75396000.0,188724000.0,218276000.0,-69000.0,-66000.0,,0.33,,,,,,,,,,78000.0,,342900842.0,,,168268000.0,,,4122981000.0,,,114487000.0,8214000.0,,95563000.0,60929000.0,,932023000.0,7308000.0,,6051900000.0,228358000.0,,0.33,,,,,,,,-1657000.0,-14000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,,,,-64448000.0,18467000.0,,,,8294753000.0,245754000.0,,141359000.0,552627000.0,-491000.0,,,139044000.0,,,,,,448000.0,,,4120141000.0,73029000.0,,3718000.0,,,,,,,,,,757984000.0,,23445000.0,19276000.0,,,,,,,245263000.0,3701000.0,,,78000.0,,,,,,,,,139044000.0,,,,,10564703000.0,9570249000.0,,980646000.0,,369991738.0,,,,,940740000.0,,,51440000.0,,,,,,,,1023000.0,,,4391760000.0,1317000.0,197530000.0,,-37601000.0,,71961000.0,,,,,,-4640000.0,,,,,,,,75608000.0,189448000.0,220975000.0,,-40397000.0,,0.375863,,,,,,,,,,954548000.0,,369932843.0,,,194270000.0,,,4274060000.0,,,141807000.0,8082000.0,39906000.0,137444000.0,,,994454000.0,7160000.0,,6089609000.0,117700000.0,,0.375803,,,,,,,,-2579000.0,-690044000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.538265600,,,,-99113000.0,43220000.0,,,,8815557000.0,81854000.0,,132024000.0,-99113000.0,-187000.0,,,129912000.0,,,,,,52000.0,,,4121153000.0,72287000.0,,4004000.0,,,-12334000.0,,,,0.0,,,-809267000.0,,29646000.0,23672000.0,,,,,,,81667000.0,3702000.0,,,954548000.0,,,,,,,,,129912000.0,,,,,10568501000.0,10102544000.0,,465899000.0,,370127185.0,,,,,145223000.0,,-381528000.0,54051000.0,,,,,,,,929000.0,,,4361228000.0,,203041000.0,,-65551000.0,,701000.0,,,,,,5465000.0,,,,,,,,75795000.0,196434000.0,232687000.0,,-792008000.0,,0.35,,,,,,,,,623000.0,145281000.0,,369935055.0,,,187056000.0,,,4231200000.0,,,132076000.0,6607000.0,320676000.0,160915000.0,,,465957000.0,5678000.0,,6123808000.0,130028000.0,,0.35,,,,,,,,-3508000.0,0.0,,,,,,,,,,31742000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.546214400,1.43,421434000.0,3340000.0,154315000.0,44037000.0,6817449000.0,,-39428000.0,8916047000.0,175565000.0,367226395.0,144630000.0,586007000.0,-6935000.0,,,142541000.0,-1140877000.0,,3686000.0,,,557000.0,,2342000.0,4122264000.0,10074218000.0,,3340000.0,-1713818000.0,4047000.0,-393000.0,,,504082000.0,694374000.0,367316901.0,162479000.0,453166000.0,798796000.0,24751000.0,45135000.0,749907000.0,-690058000.0,-22124000.0,10074218000.0,62406000.0,-35767000.0,168630000.0,4047000.0,,,145281000.0,159000000.0,,770681000.0,,401041000.0,1098760000.0,1037836000.0,,142541000.0,43605000.0,,1.43,598447000.0,11333368000.0,10214044000.0,,1098760000.0,,385847082.0,,1057000.0,,,577883000.0,,-1292384000.0,54298000.0,10078655000.0,,,,533558000.0,320676000.0,,929000.0,,8916047000.0,4432346000.0,1057000.0,201288000.0,-4437000.0,73399000.0,24429000.0,43605000.0,,,,44037000.0,,-22124000.0,28115000.0,,,532117000.0,45135000.0,-7679000.0,577883000.0,10078655000.0,196075000.0,226039000.0,,-308406000.0,212663000.0,0.37,,,897977000.0,1119324000.0,,4269867000.0,523619000.0,,860000.0,598447000.0,-10917000.0,385720716.0,2001493000.0,520877000.0,200414000.0,-348000.0,,4269867000.0,496403000.0,-29661000.0,145187000.0,5213000.0,520877000.0,187096000.0,,,1119324000.0,4284000.0,187096000.0,6817449000.0,162479000.0,11333368000.0,0.37,,670237000.0,,4432346000.0,,1441000.0,523619000.0,-4437000.0,0.0,-262682000.0,,197406000.0,4122264000.0,,,99181000.0,10214044000.0,,62406000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
