date,quarterlyDilutedAverageShares,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,annualBasicEPS,annualInvestmentsAndAdvances,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,annualCurrentAccruedExpenses,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingNetOtherFinancingCharges,annualOperatingExpense,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,annualCashAndCashEquivalents,annualCapitalExpenditure,annualChangesInAccountReceivables,annualInterestExpense,quarterlyChangeInInventory,annualCurrentAssets,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,quarterlyEndCashPosition,trailingCostOfRevenue,trailingBeginningCashPosition,annualNetOtherFinancingCharges,trailingOperatingExpense,annualOtherNonCurrentAssets,quarterlyCashDividendsPaid,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,quarterlyEbitda,annualOtherShortTermInvestments,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualChangeInAccountPayable,quarterlyStockBasedCompensation,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualCommonStockIssuance,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyGoodwill,trailingCommonStockIssuance,quarterlyCurrentAssets,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,trailingFreeCashFlow,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,quarterlyStockholdersEquity,annualRetainedEarnings,annualDilutedAverageShares,annualCurrentDeferredRevenue,annualCashDividendsPaid,annualBeginningCashPosition,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualOtherCurrentAssets,annualTaxProvision,annualCostOfRevenue,quarterlyOtherCurrentAssets,annualNetIncome,annualTotalAssets,annualDilutedEPS,quarterlyRepaymentOfDebt,annualCurrentDebt,annualTotalNonCurrentAssets,trailingTaxProvision,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualOtherNonCashItems,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualStockholdersEquity,trailingPurchaseOfBusiness,quarterlyNetIncome,annualInvestingCashFlow,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,annualChangeInInventory,trailingStockBasedCompensation,annualDepreciationAndAmortization,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,annualCapitalStock,annualGoodwill,quarterlyBasicAverageShares,quarterlyNetPPE,annualStockBasedCompensation,trailingNetIncome,quarterlyAccountsReceivable,quarterlyCostOfRevenue,trailingChangeInInventory,annualNetPPE,quarterlyCurrentAccruedExpenses,annualOtherIntangibleAssets,annualOperatingCashFlow,annualInventory,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualCurrentLiabilities,annualEbitda,annualRepaymentOfDebt,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualOtherCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualTotalRevenue,trailingPretaxIncome,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,annualPretaxIncome,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,trailingOtherIncomeExpense,trailingTotalRevenue,annualEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,quarterlySaleOfInvestment,annualOtherIncomeExpense,trailingEndCashPosition,annualBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyDilutedEPS,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualAccountsPayable,trailingInvestingCashFlow,quarterlyCurrentDebt,trailingBasicAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:00.536371200,,-7707000000,,7598000000.0,,0.82,,,,,,,,,,,5146000000.0,,1999000000.0,,3035000000,605000000.0,,193000000.0,,,270000000.0,,4606000000.0,,,,,,,,1158000000.0,,,,573000000.0,-7707000000,,,3943000000.0,-1632000000.0,,,,7598000000.0,1155000000.0,,,3943000000.0,,0.0,,3655000000.0,,,4606000000.0,,,,,,,3670000000.0,1155000000.0,698780488.0,,,0.0,,2127000000.0,461000000.0,302000000.0,8743000000.0,461000000.0,605000000.0,11268000000.0,0.82,,853000000.0,6662000000.0,,1631000000.0,,1247000000.0,,,,,,,,569000000.0,3670000000.0,,,0.0,2451000000.0,69000000,,,,,,,,-1632000000.0,1158000000.0,,,2127000000.0,569000000.0,,,,2802000000.0,,,,,3514000000.0,,,,,,3514000000.0,,1990000000.0,0.0,2451000000.0,,,,,3051000000.0,3655000000.0,1420000000.0,,,,,,,1247000000.0,1990000000.0,,,2802000000.0,193000000.0,11794000000.0,,,,,907000000.0,,,,,,,,0.0,6662000000.0,11268000000.0,,,,,1052000000.0,,125000000.0,,698780488.0,,193000000.0,,,,5146000000.0,193000000.0,,,,853000000.0,,,,,,,
1970-01-01 00:00:00.544147200,697408000.0,2637000000,,,,,,,,,,,,,,,,,,,2637000000,,,,,,,,,,,,,,,,,,,,,2637000000,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153000000,,,,,,,,,,,,,,,,,,,,,697408000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,
1970-01-01 00:00:00.552009600,693712000.0,2846000000,,,,,,,,,,,,,,,,,,,2846000000,,,,,,,,,,,,,,,,,,,,,2846000000,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111000000,,,,,,,,,,,,,,,,,,,,,693712000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,
1970-01-01 00:00:00.559958400,686656000.0,2679000000,,,,,,,,,,,,,,,,,,,2679000000,,,,,,,,,,,,,,,,,,,,,2679000000,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174000000,,,,,,,,,,,,,,,,,,,,,686656000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,
1970-01-01 00:00:00.567907200,,-7412000000,,7097000000.0,,0.78,,,,,,,,,,,5226000000.0,,1804000000.0,,2954000000,515000000.0,,349000000.0,,,264000000.0,,4084000000.0,,,,,,,,1265000000.0,,,,517000000.0,-7412000000,,,3635000000.0,-1896000000.0,,,,7097000000.0,1503000000.0,,,3635000000.0,,0.0,,3462000000.0,,,4084000000.0,,,,,,,3129000000.0,1503000000.0,662820513.0,,,0.0,,2017000000.0,182000000.0,242000000.0,8562000000.0,182000000.0,518000000.0,10226000000.0,0.78,,497000000.0,6142000000.0,,1457000000.0,,912000000.0,,,,,,,,706000000.0,3129000000.0,,,0.0,2060000000.0,77000000,,,,,,,,-1896000000.0,1265000000.0,,,2017000000.0,706000000.0,,,,2965000000.0,,,,,3330000000.0,,,,,,3330000000.0,,1547000000.0,0.0,2060000000.0,,,,,2554000000.0,3462000000.0,1097000000.0,,,,,,,912000000.0,1547000000.0,,,2965000000.0,349000000.0,11116000000.0,,,,,757000000.0,,,,,,,,0.0,6142000000.0,10226000000.0,,,,,750000000.0,,271000000.0,,662820513.0,,349000000.0,,,,5226000000.0,349000000.0,,,,497000000.0,,,,,,,
1970-01-01 00:00:00.575769600,599796000.0,2942000000,,,,,,,,,,,,,,,,,,,2942000000,,,,,,,,,,,,,,,,,,,,,2942000000,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112000000,,,,,,,,,,,,,,,,,,,,,599796000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,
1970-01-01 00:00:00.583632000,599796000.0,3096000000,,,,,,,,,,,,,,,,,,,3096000000,,,,,,,,,,,,,,,,,,,,,3096000000,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128000000,,,,,,,,,,,,,,,,,,,,,599796000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,
1970-01-01 00:00:00.591580800,599796000.0,2864000000,,,,,,,,,,,,,,,,,,,2864000000,,,,,,,,,,,,,,,,,,,,,2864000000,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119000000,,,,,,,,,,,,,,,,,,,,,599796000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,
1970-01-01 00:00:00.599529600,,-8199000000,,6737000000.0,,0.78,,,,,,,,,,,5340000000.0,,2016000000.0,,3007000000,463000000.0,,397000000.0,,,318000000.0,,4117000000.0,,,,,,,,1296000000.0,,,,463000000.0,-8199000000,,,3535000000.0,-2126000000.0,,,,6737000000.0,1671000000.0,,,3535000000.0,,0.0,,3202000000.0,,,4117000000.0,,,,,,,3268000000.0,1671000000.0,593589744.0,,,0.0,,2044000000.0,167000000.0,176000000.0,9190000000.0,167000000.0,463000000.0,10005000000.0,0.78,,260000000.0,5888000000.0,,1600000000.0,,774000000.0,,,,,,,,717000000.0,3268000000.0,,,0.0,2061000000.0,104000000,,,,,,,,-2126000000.0,1296000000.0,,,2044000000.0,717000000.0,,,,2942000000.0,,,,,3214000000.0,,,,,,3214000000.0,,1378000000.0,0.0,2061000000.0,,,,,2719000000.0,3202000000.0,1119000000.0,,,,,,,774000000.0,1378000000.0,,,2942000000.0,397000000.0,11909000000.0,,,,,639000000.0,,,,,,,,0.0,5888000000.0,10005000000.0,,,,,703000000.0,,254000000.0,,593589744.0,,397000000.0,,,,5340000000.0,397000000.0,,,,260000000.0,,,,,,,
1970-01-01 00:00:00.607305600,593384000.0,2942000000,,,,,,,,,,,,,,,,,,,2942000000,,,,,,,,,,,,,,,,,,,,,2942000000,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126000000,,,,,,,,,,,,,,,,,,,,,593384000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,
1970-01-01 00:00:00.615168000,591844000.0,3115000000,,,,,,,,,,,,,,,,,,,3115000000,,,,,,,,,,,,,,,,,,,,,3115000000,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166000000,,,,,,,,,,,,,,,,,,,,,591844000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,
1970-01-01 00:00:00.623116800,576190476.0,231000000,,6490000000.0,,,,950000000.0,660000000.0,,,,,,,,5576000000.0,,,,2827000000,,,,,,,,,,,,,,,,,,,,,336000000,,,,,,,,,1876000000.0,,0.21,3683000000.0,177000000.0,,,2807000000.0,,,4124000000.0,429000000.0,,,,,,3538000000.0,,,,,,324000000.0,,,,,125000000.0,,,,,,,,,,843000000.0,,,,,,,,,,,121000000.0,,2086000000.0,121000000,29000000.0,,,,,,,-2351000000.0,1344000000.0,,,2095000000.0,745000000.0,,,,1691000000.0,56000000.0,,,576190476.0,3225000000.0,,,,2167000000.0,,,,,,,,,,,,,,,,,,,,,1335000000.0,,,,,,,,,,,,,,121000000.0,,,,,5904000000.0,10028000000.0,,,,,,,,,,,512000000.0,,0.21,,,512000000.0,83000000.0,,,166000000.0,,,,,,,
