date,quarterlyDilutedAverageShares,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,annualBasicEPS,annualInvestmentsAndAdvances,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,annualCurrentAccruedExpenses,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,trailingNetOtherFinancingCharges,annualOperatingExpense,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,annualCashAndCashEquivalents,annualCapitalExpenditure,annualChangesInAccountReceivables,annualInterestExpense,quarterlyChangeInInventory,annualCurrentAssets,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,quarterlyEndCashPosition,trailingCostOfRevenue,trailingBeginningCashPosition,annualNetOtherFinancingCharges,trailingOperatingExpense,annualOtherNonCurrentAssets,quarterlyCashDividendsPaid,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,quarterlyEbitda,annualOtherShortTermInvestments,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualChangeInAccountPayable,quarterlyStockBasedCompensation,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualCommonStockIssuance,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyGoodwill,trailingCommonStockIssuance,quarterlyCurrentAssets,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,trailingFreeCashFlow,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,quarterlyStockholdersEquity,annualRetainedEarnings,annualDilutedAverageShares,annualCurrentDeferredRevenue,annualCashDividendsPaid,annualBeginningCashPosition,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualOtherCurrentAssets,annualTaxProvision,annualCostOfRevenue,quarterlyOtherCurrentAssets,annualNetIncome,annualTotalAssets,annualDilutedEPS,quarterlyRepaymentOfDebt,annualCurrentDebt,annualTotalNonCurrentAssets,trailingTaxProvision,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualOtherNonCashItems,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualStockholdersEquity,trailingPurchaseOfBusiness,quarterlyNetIncome,annualInvestingCashFlow,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,annualChangeInInventory,trailingStockBasedCompensation,annualDepreciationAndAmortization,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,annualCapitalStock,annualGoodwill,quarterlyBasicAverageShares,quarterlyNetPPE,annualStockBasedCompensation,trailingNetIncome,quarterlyAccountsReceivable,quarterlyCostOfRevenue,trailingChangeInInventory,annualNetPPE,quarterlyCurrentAccruedExpenses,annualOtherIntangibleAssets,annualOperatingCashFlow,annualInventory,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualCurrentLiabilities,annualEbitda,annualRepaymentOfDebt,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualOtherCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualTotalRevenue,trailingPretaxIncome,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,annualPretaxIncome,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,trailingOtherIncomeExpense,trailingTotalRevenue,annualEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,quarterlySaleOfInvestment,annualOtherIncomeExpense,trailingEndCashPosition,annualBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyDilutedEPS,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualAccountsPayable,trailingInvestingCashFlow,quarterlyCurrentDebt,trailingBasicAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:00.449539200,332116000.0,2454000000,,,6230000000.0,,,,,,,-4400000000.0,,,,5519000000.0,,-79000000.0,,,2454000000,,179000000.0,,,,,,,,11000000.0,,24339000000.0,9287000000.0,,5519000000.0,,,,,,2454000000,,,,,,,,,,,0.34,,,,,,,498000000.0,,,,6058000000.0,6143000000.0,,118000000.0,,,,,,,,,,,,,,,,,,,1329000000.0,,1088000000.0,,-195000000.0,,,,,,,,,-50000000.0,,,,133000000,,4464000000.0,,153000000.0,,,,,,,,,,6897000000.0,,-2442000000.0,,,,,332116000.0,,,6143000000.0,,,-100000000.0,,,,,,102000000.0,,,,,,,,-17102000000.0,44000000.0,,,,,,,12370000000.0,,,,7559000000.0,,,-4253000000.0,,357000000.0,,6851000000.0,,,1065000000.0,36709000000.0,,,,,,-220000000.0,,,,,9067000000.0,,,,-839000000.0,0.34,-6600000000.0,,,,,-533000000.0,,,,,,,,
1970-01-01 00:00:00.457401600,332116000.0,2430000000,,,,,,,,,,,,,,,,,,,2430000000,,,,,,,,,,,,,,,,,,,,,2430000000,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000000,,,,,,,,,,,,,,,,,,,,,332116000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,
1970-01-01 00:00:00.465350400,332116000.0,2275000000,,,,,,,,,,,,,,,,,,,2275000000,,,,,,,,,,,,,,,,,,,,,2275000000,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126000000,,,,,,,,,,,,,,,,,,,,,332116000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,
1970-01-01 00:00:00.473299200,,-5818000000,,5198000000.0,,1.27,,,,,,,,,,,5780000000.0,,1412000000.0,,2303000000,487000000.0,,136000000.0,,,185000000.0,,2555000000.0,,,,,,,,1507000000.0,,,,405000000.0,-5818000000,,,2924000000.0,-2430000000.0,,,,5198000000.0,153500000.0,,,2924000000.0,,0.0,,2274000000.0,,,2555000000.0,,,,,,,2747000000.0,153500000.0,318897638.0,,,0.0,,1530000000.0,227000000.0,676000000.0,6709000000.0,227000000.0,488000000.0,7945000000.0,1.27,,325000000.0,5390000000.0,,1000000000.0,,1268000000.0,,,,,,,,126000000.0,2747000000.0,,,0.0,1172000000.0,98000000,,,,,,,,-2430000000.0,1507000000.0,,,1530000000.0,126000000.0,,,,1949000000.0,,,,,3350000000.0,,,,,,3350000000.0,,533000000.0,0.0,1172000000.0,,,,,2753000000.0,2274000000.0,1753000000.0,,,,,,,1268000000.0,533000000.0,,,1949000000.0,136000000.0,9462000000.0,,,,,1163000000.0,,,,,,,,0.0,5390000000.0,7945000000.0,,,,,1341000000.0,,7000000.0,,318897638.0,,136000000.0,,,,5780000000.0,136000000.0,,,,325000000.0,,,,,,,
1970-01-01 00:00:00.481075200,700776000.0,2459000000,,,,,,,,,,,,,,,,,,,2459000000,,,,,,,,,,,,,,,,,,,,,2459000000,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134000000,,,,,,,,,,,,,,,,,,,,,700776000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,
1970-01-01 00:00:00.488937600,700776000.0,2410000000,,,,,,,,,,,,,,,,,,,2410000000,,,,,,,,,,,,,,,,,,,,,2410000000,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152000000,,,,,,,,,,,,,,,,,,,,,700776000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,
1970-01-01 00:00:00.496886400,700776000.0,1631000000,,,,,,,,,,,,,,,,,,,1631000000,,,,,,,,,,,,,,,,,,,,,1631000000,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95000000,,,,,,,,,,,,,,,,,,,,,700776000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,
1970-01-01 00:00:00.504835200,,-5605000000,,7438000000.0,,-0.82,,,,,,,,,,,4397000000.0,,1502000000.0,,2615000000,-279000000.0,,1125000000.0,,,182000000.0,,4960000000.0,,,,,,,,3742000000.0,,,,-355000000.0,-5605000000,,,4420000000.0,-1244000000.0,,,,7438000000.0,938000000.0,,,4420000000.0,,0.0,,3018000000.0,,,4960000000.0,,,,,,,5833000000.0,938000000.0,700776000.0,,,0.0,,2086000000.0,303000000.0,502000000.0,6718000000.0,303000000.0,-279000000.0,13271000000.0,-0.82,,487000000.0,8311000000.0,,1140000000.0,,1957000000.0,,,,,,,,377000000.0,5833000000.0,,,0.0,2125000000.0,-660000000,,,,,,,,-1244000000.0,3742000000.0,,,2086000000.0,377000000.0,,,,2531000000.0,,,,,3153000000.0,,,,,,3153000000.0,,1416000000.0,0.0,2125000000.0,,,,,2397000000.0,3018000000.0,1257000000.0,,,,,,,1957000000.0,1416000000.0,,,2531000000.0,1125000000.0,9115000000.0,,,,,223000000.0,,,,,,,,0.0,8311000000.0,13271000000.0,,,,,895000000.0,,-490000000.0,,700776000.0,,1125000000.0,,,,4397000000.0,1125000000.0,,,,487000000.0,,,,,,,
1970-01-01 00:00:00.512611200,700776000.0,2909000000,,,,,,,,,,,,,,,,,,,2909000000,,,,,,,,,,,,,,,,,,,,,2909000000,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186000000,,,,,,,,,,,,,,,,,,,,,700776000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,
1970-01-01 00:00:00.520473600,705276000.0,2943000000,,,,,,,,,,,,,,,,,,,2943000000,,,,,,,,,,,,,,,,,,,,,2943000000,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186000000,,,,,,,,,,,,,,,,,,,,,705276000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,
1970-01-01 00:00:00.528422400,700128000.0,2907000000,,,,,,,,,,,,,,,,,,,2907000000,,,,,,,,,,,,,,,,,,,,,2907000000,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164000000,,,,,,,,,,,,,,,,,,,,,700128000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,
