,quarterlyRepaymentOfDebt,quarterlyTaxProvision,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualInventory,quarterlyAccumulatedDepreciation,annualCurrentLiabilities,trailingOtherIncomeExpense,trailingGrossProfit,quarterlyOtherIncomeExpense,annualPurchaseOfBusiness,quarterlyInventory,annualCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualEbitda,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherIntangibleAssets,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,annualGrossProfit,quarterlyOperatingCashFlow,quarterlyCommonStockIssuance,annualOperatingCashFlow,annualNetPPE,quarterlyOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyPurchaseOfBusiness,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyLongTermDebt,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,annualRetainedEarnings,quarterlyOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,trailingSellingGeneralAndAdministration,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualBeginningCashPosition,annualAccountsReceivable,quarterlyChangeInInventory,annualCashDividendsPaid,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,annualBasicAverageShares,annualTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,annualSellingGeneralAndAdministration,annualDepreciationAndAmortization,annualOtherCurrentAssets,annualOtherNonCashItems,annualLongTermDebt,annualStockholdersEquity,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,annualEndCashPosition,annualTaxProvision,quarterlySellingGeneralAndAdministration,quarterlyEbitda,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOperatingIncome,annualNetIncomeContinuousOperations,quarterlyCashDividendsPaid,annualGainsLossesNotAffectingRetainedEarnings,annualCostOfRevenue,annualTotalRevenue,annualNetOtherFinancingCharges,annualCommonStockIssuance,annualFreeCashFlow,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCurrentDebt,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualOtherShortTermInvestments,quarterlyTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualOperatingExpense,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,trailingOperatingExpense,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyGrossPPE,annualBasicEPS,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyCurrentAssets,trailingNetIncome,quarterlyRetainedEarnings,annualChangesInAccountReceivables,trailingCostOfRevenue,trailingPretaxIncome,annualGoodwill,annualPretaxIncome,quarterlyBasicEPS,annualPurchaseOfInvestment,annualChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,annualDilutedAverageShares,quarterlyBasicAverageShares,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentLiabilities,quarterlyTotalAssets,annualInterestExpense,annualInvestmentsAndAdvances,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyBeginningCashPosition,annualDilutedEPS,annualInvestingCashFlow,annualRepaymentOfDebt,annualCapitalExpenditure,quarterlyInterestExpense,quarterlyCurrentDebt,annualAccountsPayable,annualGrossPPE,annualOperatingIncome,annualOtherCurrentLiabilities,quarterlyCashAndCashEquivalents,annualOtherIncomeExpense,trailingTotalRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingInvestingCashFlow,trailingChangeInAccountPayable,trailingOtherNonCashItems,quarterlyCurrentDeferredRevenue,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingOperatingCashFlow,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,annualStockBasedCompensation,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,trailingFreeCashFlow,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingBeginningCashPosition,trailingBasicEPS
1317340800,-3000000.0,611000000.0,,,1473000000.0,2957000000.0,,-5634000000.0,,,,15000000.0,,3615000000.0,,-2000000.0,589000000.0,,,,,,-75000000.0,,-327000000.0,367000000.0,,1719000000.0,,,,125000000.0,1744000000.0,12026000000.0,0.0,,183000000.0,,3285000000.0,11000000.0,842000000.0,,0.0,,,,18305000000.0,983000000.0,,,,64000000.0,,2333000000.0,321000000.0,1133000000.0,,,1133000000.0,10049000000.0,,,,,,,1.58,6564000000.0,1133000000.0,714000000.0,,,299000000.0,1986000000.0,,-11000000.0,,,,,,,,,,,,2957000000.0,-309000000.0,,,95000000.0,255000000.0,,,15176000000.0,,,,,,,,,1128000000.0,0.0,,8612000000.0,20638000000.0,,1744000000.0,17660000000.0,,,,11669000000.0,,1062000000.0,,,,,,1.59,,,1335000000.0,,712000000.0,18000000.0,,1392000000.0,13556000000.0,,25225000000.0,,,6974000000.0,4000000.0,227000000.0,,1622000000.0,,,,,15000000.0,14000000.0,,,,,2957000000.0,,,-601000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,-3000000.0,-105000000.0,-1643000000.0,-255000000.0,1310000000.0,3079000000.0,3320000000.0,-5845000000.0,9591000000.0,,,9000000.0,-74000000.0,3320000000.0,4000000.0,-84000000.0,581000000.0,,12783000000.0,1310000000.0,3079000000.0,4671000000.0,-176000000.0,,-341000000.0,372000000.0,5931000000.0,638000000.0,0.0,3309000000.0,12228000000.0,180000000.0,-180000000.0,12228000000.0,0.0,2389000000.0,141000000.0,25745000000.0,3292000000.0,4000000.0,842000000.0,898000000.0,0.0,,2389000000.0,,19018000000.0,558000000.0,5459000000.0,118000000.0,5459000000.0,294000000.0,-160000000.0,414000000.0,302000000.0,-75000000.0,712000000.0,13744000000.0,-75000000.0,9505000000.0,1106000000.0,891000000.0,141000000.0,2329000000.0,3292000000.0,9505000000.0,,6649000000.0,-75000000.0,,3079000000.0,1330000000.0,302000000.0,72000000.0,,-3000000.0,558000000.0,6649000000.0,,2389000000.0,-89000000.0,-879000000.0,72778000000.0,78709000000.0,-843000000.0,1000000.0,2124000000.0,3079000000.0,-340000000.0,15000000.0,16240000000.0,-6000000.0,605000000.0,,0.0,16240000000.0,70000000.0,2236000000.0,,372000000.0,123000000.0,-5845000000.0,3079000000.0,153000000.0,-22000000.0,0.0,,9591000000.0,19432000000.0,,-167000000.0,18073000000.0,3.35,12001000000.0,,12001000000.0,,898000000.0,,,,842000000.0,3719000000.0,,-10382000000.0,2961000000.0,122000000.0,714000000.0,,0.0,,297000000.0,13744000000.0,0.0,25745000000.0,61000000.0,302000000.0,8169000000.0,4000000.0,230000000.0,,2957000000.0,3.335,1295000000.0,-11378000000.0,-1185000000.0,22000000.0,15000000.0,8169000000.0,18073000000.0,3695000000.0,180000000.0,3079000000.0,85000000.0,,-879000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,-3000000.0,338000000.0,,,1509000000.0,2205000000.0,,-6063000000.0,,,,2000000.0,,3352000000.0,,3000000.0,567000000.0,,,,,,-910000000.0,,-309000000.0,336000000.0,,347000000.0,27000000.0,,,201000000.0,934000000.0,12246000000.0,,,156000000.0,,3304000000.0,5000000.0,842000000.0,,0.0,,,,18752000000.0,582000000.0,5867000000.0,,,-32000000.0,,1521000000.0,302000000.0,596000000.0,,,596000000.0,9216000000.0,,,,,,,0.85,6889000000.0,596000000.0,700000000.0,,,263000000.0,1186000000.0,,-7000000.0,,,,,-87000000.0,,,,,,,2205000000.0,-311000000.0,,,192000000.0,-770000000.0,,,16090000000.0,,,-850000000.0,,,,,,639000000.0,,,9201000000.0,20273000000.0,,954000000.0,18309000000.0,,,,11580000000.0,,1407000000.0,,,,,,0.855,,,-874000000.0,,696000000.0,0.0,,38000000.0,13726000000.0,,25306000000.0,,,7803000000.0,4000000.0,230000000.0,,3079000000.0,,,,,22000000.0,17000000.0,,,,,2205000000.0,,,-862000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,-3000000.0,476000000.0,,,1823000000.0,1895000000.0,,-6275000000.0,,,,9000000.0,,4030000000.0,,-9000000.0,676000000.0,,,,,,-92000000.0,,-326000000.0,334000000.0,,269000000.0,5000000.0,,,204000000.0,1290000000.0,12414000000.0,,,73000000.0,,3316000000.0,6000000.0,925000000.0,,0.0,,,,18274000000.0,604000000.0,4708000000.0,,,-665000000.0,,1974000000.0,302000000.0,814000000.0,,,814000000.0,10326000000.0,,,,,,,1.19,6787000000.0,814000000.0,682000000.0,,,376000000.0,1534000000.0,,-4000000.0,,,,,-85000000.0,,,,,,,1895000000.0,-487000000.0,,,136000000.0,-1196000000.0,,,14355000000.0,,,0.0,,,,,,961000000.0,,,7568000000.0,20248000000.0,,1298000000.0,18689000000.0,,,,10706000000.0,,2136000000.0,,,,,,1.195,,,-310000000.0,,680000000.0,0.0,,-57000000.0,13975000000.0,,24681000000.0,,,6155000000.0,4000000.0,236000000.0,,2205000000.0,,,,,47000000.0,19000000.0,,,,,1895000000.0,,,-497000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,-6000000.0,646000000.0,,,1954000000.0,3387000000.0,,-6519000000.0,,,,8000000.0,,3889000000.0,,-3000000.0,617000000.0,,,,,,-106000000.0,,-331000000.0,305000000.0,,1833000000.0,22000000.0,,,77000000.0,1870000000.0,12532000000.0,-27000000.0,,139000000.0,,3329000000.0,138000000.0,930000000.0,,0.0,,,,18737000000.0,709000000.0,5101000000.0,,,142000000.0,,2505000000.0,300000000.0,1224000000.0,,,1224000000.0,11467000000.0,,,,,,,1.795,6808000000.0,1224000000.0,680000000.0,,,305000000.0,2134000000.0,,-15000000.0,,,,,-119000000.0,,,,,,,3387000000.0,-235000000.0,,,97000000.0,611000000.0,,,15116000000.0,,,0.0,,,,,,1113000000.0,,,8308000000.0,21242000000.0,,1888000000.0,19051000000.0,,,,12516000000.0,,3241000000.0,,,,,,1.805,,,1492000000.0,,676000000.0,0.0,,1502000000.0,14067000000.0,,26583000000.0,,,6951000000.0,4000000.0,246000000.0,,1895000000.0,,,,,,20000000.0,,,,,3387000000.0,,,-489000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,-5000000.0,385000000.0,-1259000000.0,-115000000.0,2050000000.0,4860000000.0,3449000000.0,-6766000000.0,8203000000.0,,,7000000.0,-190000000.0,3449000000.0,4000000.0,9000000.0,2048000000.0,,0.0,2050000000.0,4860000000.0,6139000000.0,-151000000.0,,-403000000.0,300000000.0,13295000000.0,2043000000.0,461000000.0,4492000000.0,12643000000.0,112000000.0,1144000000.0,12643000000.0,0.0,3389000000.0,110000000.0,27223000000.0,3342000000.0,-42000000.0,930000000.0,3880000000.0,0.0,,3389000000.0,,17456000000.0,364000000.0,4610000000.0,3079000000.0,4610000000.0,440000000.0,-407000000.0,3230000000.0,321000000.0,755000000.0,680000000.0,14194000000.0,759000000.0,11694000000.0,1223000000.0,995000000.0,110000000.0,53000000.0,3342000000.0,11694000000.0,1.12,6915000000.0,755000000.0,672000000.0,4860000000.0,1845000000.0,279000000.0,1465000000.0,,26000000.0,364000000.0,6915000000.0,,3393000000.0,-116000000.0,-464000000.0,68948000000.0,82243000000.0,0.0,515000000.0,3123000000.0,4860000000.0,-419000000.0,19000000.0,15118000000.0,67000000.0,868000000.0,-1350000000.0,,15118000000.0,-487000000.0,8151000000.0,-500000000.0,300000000.0,492000000.0,-6766000000.0,4860000000.0,107000000.0,-2660000000.0,,,8203000000.0,20686000000.0,,1182000000.0,19409000000.0,4.975,13029000000.0,,13029000000.0,,3880000000.0,851000000.0,,,930000000.0,5238000000.0,1.13,0.0,1781000000.0,1473000000.0,684000000.0,668000000.0,0.0,,1640000000.0,14194000000.0,0.0,27223000000.0,90000000.0,321000000.0,6785000000.0,4000000.0,283000000.0,,3387000000.0,4.945,-1452000000.0,-17000000.0,-1369000000.0,45000000.0,19000000.0,6785000000.0,19409000000.0,5144000000.0,112000000.0,4860000000.0,203000000.0,,-464000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,-5000000.0,378000000.0,,,2094000000.0,4737000000.0,,-7040000000.0,,,,1000000.0,,4879000000.0,,4000000.0,2069000000.0,,,,,,-520000000.0,,-195000000.0,369000000.0,,2079000000.0,28000000.0,,,152000000.0,1108000000.0,13850000000.0,-1493000000.0,,172000000.0,,3394000000.0,6000000.0,930000000.0,,0.0,,,,20106000000.0,316000000.0,5509000000.0,,,-517000000.0,,3224000000.0,327000000.0,725000000.0,,,730000000.0,12000000000.0,,,,,,,1.085,7633000000.0,725000000.0,666000000.0,,,249000000.0,1442000000.0,,-21000000.0,,,,,-116000000.0,,,,,,,4737000000.0,-1682000000.0,,,6000000.0,1090000000.0,,,18361000000.0,,,-431000000.0,,,,,,-8000000.0,,,10728000000.0,23330000000.0,,1155000000.0,20890000000.0,,,,15297000000.0,,4489000000.0,,,,,,1.095,,,-123000000.0,,662000000.0,11000000.0,-884000000.0,1884000000.0,15476000000.0,,30773000000.0,,,8872000000.0,4000000.0,287000000.0,,4860000000.0,,,,,42000000.0,22000000.0,,,,,4737000000.0,,,-382000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,-5000000.0,316000000.0,,,2187000000.0,3069000000.0,,-7307000000.0,,,,8000000.0,,4830000000.0,,-2000000.0,2326000000.0,,,,,,-996000000.0,,-229000000.0,378000000.0,,-436000000.0,6000000.0,,,315000000.0,915000000.0,13799000000.0,-22000000.0,,190000000.0,,3387000000.0,15000000.0,938000000.0,,0.0,,,,22399000000.0,284000000.0,6163000000.0,,,62000000.0,,3278000000.0,328000000.0,593000000.0,,,599000000.0,11784000000.0,,,,,,,0.915,7257000000.0,593000000.0,648000000.0,,,358000000.0,1254000000.0,,-17000000.0,,,,,-113000000.0,,,,,,,3069000000.0,-236000000.0,,,28000000.0,-1295000000.0,,,17498000000.0,,,-882000000.0,,,,,,2000000.0,,,10241000000.0,25677000000.0,,952000000.0,21106000000.0,,,,14252000000.0,,4969000000.0,,,,,,0.92,,,-1668000000.0,,644000000.0,17000000.0,-655000000.0,-665000000.0,15443000000.0,,29695000000.0,,,8601000000.0,4000000.0,302000000.0,,4737000000.0,,,,,42000000.0,23000000.0,,,,,3069000000.0,,,-254000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,-6000000.0,81000000.0,,,2228000000.0,2018000000.0,,-7580000000.0,,,,10000000.0,,5714000000.0,,35000000.0,2309000000.0,,,,,,-1125000000.0,,-309000000.0,322000000.0,,407000000.0,3000000.0,,,190000000.0,254000000.0,13795000000.0,0.0,,206000000.0,,3380000000.0,13000000.0,938000000.0,,0.0,,,,23656000000.0,341000000.0,5593000000.0,,,-875000000.0,,2600000000.0,417000000.0,168000000.0,,,173000000.0,10851000000.0,,,,,,,0.27,7338000000.0,168000000.0,622000000.0,,,305000000.0,590000000.0,,-75000000.0,,,,,-129000000.0,,,,,,,2018000000.0,-333000000.0,,,-12000000.0,-71000000.0,,,17739000000.0,,,-1028000000.0,,,,,,-22000000.0,,,10401000000.0,26256000000.0,,291000000.0,21375000000.0,,,,13531000000.0,,5007000000.0,,,,,,0.27,,,-1051000000.0,,618000000.0,48000000.0,565000000.0,98000000.0,15472000000.0,,29003000000.0,,,8961000000.0,4000000.0,299000000.0,,3069000000.0,,,,,41000000.0,23000000.0,,,,,2018000000.0,,,-205000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,-5000000.0,338000000.0,-3217000000.0,-305000000.0,2304000000.0,2292000000.0,4689000000.0,-7872000000.0,9824000000.0,,,23000000.0,-1515000000.0,4689000000.0,4000000.0,-4000000.0,2315000000.0,,77000000.0,2304000000.0,2292000000.0,4603000000.0,-576000000.0,,-473000000.0,326000000.0,12402000000.0,1355000000.0,11000000.0,3405000000.0,13921000000.0,275000000.0,969000000.0,13921000000.0,0.0,2112000000.0,197000000.0,28385000000.0,3373000000.0,5000000.0,938000000.0,5507000000.0,0.0,,2112000000.0,,21597000000.0,406000000.0,5559000000.0,4860000000.0,5559000000.0,1025000000.0,-484000000.0,3300000000.0,463000000.0,626000000.0,630000000.0,15648000000.0,631000000.0,10920000000.0,1248000000.0,1220000000.0,197000000.0,-21000000.0,3373000000.0,10920000000.0,1.035,7229000000.0,626000000.0,602000000.0,2292000000.0,1113000000.0,336000000.0,1317000000.0,,-38000000.0,406000000.0,7229000000.0,,2133000000.0,-126000000.0,-204000000.0,87758000000.0,100160000000.0,33000000.0,48000000.0,2199000000.0,2292000000.0,-505000000.0,23000000.0,17053000000.0,1000000.0,495000000.0,-2793000000.0,,17053000000.0,219000000.0,9019000000.0,-452000000.0,326000000.0,23000000.0,-7872000000.0,2292000000.0,39000000.0,7000000.0,,,9824000000.0,24897000000.0,513000000.0,985000000.0,21793000000.0,3.345,12737000000.0,,12737000000.0,,5507000000.0,-940000000.0,,,938000000.0,3246000000.0,1.045,-151000000.0,-2568000000.0,274000000.0,634000000.0,598000000.0,1000000.0,34000000.0,882000000.0,15648000000.0,0.0,28385000000.0,167000000.0,463000000.0,8234000000.0,4000000.0,332000000.0,513000000.0,2018000000.0,3.32,-2756000000.0,-21000000.0,-1206000000.0,42000000.0,23000000.0,8234000000.0,21793000000.0,3383000000.0,275000000.0,2292000000.0,42000000.0,,-204000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,-6000000.0,108000000.0,,,2290000000.0,2166000000.0,,-8133000000.0,,,,36000000.0,,5689000000.0,,3000000.0,2261000000.0,,,,,,-532000000.0,,-267000000.0,317000000.0,,766000000.0,13000000.0,,,265000000.0,315000000.0,13854000000.0,0.0,,173000000.0,,3635000000.0,30000000.0,938000000.0,,0.0,,,,20699000000.0,259000000.0,5420000000.0,,,-1000000000.0,,2586000000.0,602000000.0,199000000.0,,,207000000.0,10344000000.0,,,,,,,0.335,7555000000.0,199000000.0,590000000.0,,,346000000.0,645000000.0,,-123000000.0,,,,,-123000000.0,,,,,,,2166000000.0,-360000000.0,,,-14000000.0,150000000.0,,,18401000000.0,,,-689000000.0,,,,,,41000000.0,,,10846000000.0,23285000000.0,614000000.0,325000000.0,21987000000.0,,,,13448000000.0,,5591000000.0,,,,,,0.34,,,-126000000.0,,586000000.0,0.0,139000000.0,499000000.0,15711000000.0,,29159000000.0,,,9313000000.0,4000000.0,320000000.0,,2292000000.0,,,,,43000000.0,24000000.0,,,,,2166000000.0,,,-205000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,-20000000.0,457000000.0,,,2170000000.0,2125000000.0,,-8427000000.0,,,,68000000.0,,5621000000.0,,-1000000.0,2317000000.0,,,,,,-598000000.0,,-302000000.0,303000000.0,,878000000.0,4000000.0,,,519000000.0,1321000000.0,13850000000.0,-42000000.0,,125000000.0,,3612000000.0,61000000.0,937000000.0,,0.0,,,,23226000000.0,286000000.0,5725000000.0,,,77000000.0,,3618000000.0,690000000.0,855000000.0,,,864000000.0,10620000000.0,,,,,,,1.475,7284000000.0,855000000.0,578000000.0,,,316000000.0,1626000000.0,,-41000000.0,,,,,-122000000.0,,,,,,,2125000000.0,-321000000.0,,,-77000000.0,-240000000.0,,,18339000000.0,,,-459000000.0,,,,,,17000000.0,,,11055000000.0,26844000000.0,909000000.0,1301000000.0,22277000000.0,,,,13596000000.0,,6325000000.0,,,,,,1.485,,,-41000000.0,,574000000.0,3000000.0,-300000000.0,576000000.0,15780000000.0,,29376000000.0,,,8934000000.0,4000000.0,325000000.0,,2166000000.0,,,,,42000000.0,26000000.0,,,,,2125000000.0,,,-218000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,-6000000.0,333000000.0,,,2165000000.0,1854000000.0,,-8713000000.0,,,,31000000.0,,5608000000.0,,-195000000.0,2360000000.0,,,,,,1994000000.0,,-383000000.0,420000000.0,,1078000000.0,4000000.0,,,324000000.0,1012000000.0,15999000000.0,-2789000000.0,,154000000.0,,6238000000.0,6000000.0,1537000000.0,,0.0,,,,22047000000.0,345000000.0,5271000000.0,,,192000000.0,,3391000000.0,862000000.0,672000000.0,,,679000000.0,10849000000.0,,,,,,,1.18,10067000000.0,672000000.0,568000000.0,,,342000000.0,1353000000.0,,-177000000.0,,,,,-141000000.0,,,,,,,1854000000.0,-3343000000.0,,,-35000000.0,101000000.0,,,20439000000.0,,,-301000000.0,,,,,,27000000.0,,,10372000000.0,25438000000.0,586000000.0,1031000000.0,24712000000.0,,,,12887000000.0,,6856000000.0,,,,,,1.19,,,-271000000.0,,564000000.0,0.0,585000000.0,695000000.0,18818000000.0,,31705000000.0,,,8726000000.0,4000000.0,322000000.0,,2125000000.0,,,,,49000000.0,26000000.0,,,,,1854000000.0,,,-228000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,-516000000.0,382000000.0,635000000.0,-786000000.0,2014000000.0,1494000000.0,5642000000.0,-9041000000.0,8579000000.0,,,39000000.0,-2821000000.0,5642000000.0,4000000.0,-9000000.0,2727000000.0,,9000000.0,2014000000.0,1494000000.0,5203000000.0,-229000000.0,,-528000000.0,429000000.0,13542000000.0,388000000.0,226000000.0,3110000000.0,16261000000.0,354000000.0,1187000000.0,16261000000.0,10000000.0,2524000000.0,145000000.0,30460000000.0,6610000000.0,65000000.0,1566000000.0,7515000000.0,0.0,,2524000000.0,,18303000000.0,427000000.0,4058000000.0,2292000000.0,4058000000.0,-55000000.0,-524000000.0,3947000000.0,865000000.0,798000000.0,570000000.0,19121000000.0,805000000.0,10751000000.0,1375000000.0,1326000000.0,145000000.0,18000000.0,6610000000.0,10751000000.0,1.43,10491000000.0,798000000.0,558000000.0,1494000000.0,1280000000.0,371000000.0,1579000000.0,,-72000000.0,427000000.0,10491000000.0,,2555000000.0,-138000000.0,-313000000.0,84275000000.0,97817000000.0,-202000000.0,247000000.0,1630000000.0,1494000000.0,-519000000.0,27000000.0,19070000000.0,-116000000.0,-702000000.0,-2131000000.0,,19070000000.0,-691000000.0,9665000000.0,-682000000.0,429000000.0,-242000000.0,-9041000000.0,1494000000.0,162000000.0,-67000000.0,,,8579000000.0,22250000000.0,647000000.0,1220000000.0,25302000000.0,4.42,11339000000.0,,11339000000.0,,7515000000.0,1642000000.0,,,1566000000.0,3835000000.0,1.44,-413000000.0,-798000000.0,-360000000.0,574000000.0,554000000.0,6000000.0,1218000000.0,-140000000.0,19121000000.0,0.0,30460000000.0,202000000.0,865000000.0,6661000000.0,4000000.0,359000000.0,647000000.0,1854000000.0,4.39,-4543000000.0,-548000000.0,-1480000000.0,68000000.0,27000000.0,6661000000.0,25302000000.0,3877000000.0,354000000.0,1494000000.0,174000000.0,,-313000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,-421000000.0,486000000.0,,,2019000000.0,2078000000.0,,-9380000000.0,,,,20000000.0,,5437000000.0,,-1000000.0,2621000000.0,,,,,,-218000000.0,,-389000000.0,420000000.0,,1190000000.0,21000000.0,,,321000000.0,1389000000.0,16241000000.0,,,174000000.0,,5967000000.0,42000000.0,1566000000.0,,0.0,,,,13120000000.0,474000000.0,3364000000.0,,,205000000.0,,4071000000.0,902000000.0,891000000.0,,,903000000.0,11338000000.0,,,,,,,1.62,9856000000.0,891000000.0,550000000.0,,,358000000.0,1813000000.0,,-42000000.0,,,,,-136000000.0,,,,,,,2078000000.0,-388000000.0,,,-2000000.0,-43000000.0,,,18202000000.0,,,-209000000.0,,,,,,-42000000.0,,,8346000000.0,17191000000.0,,1450000000.0,25621000000.0,,,,11053000000.0,,8269000000.0,,,,,,1.63,,,584000000.0,,546000000.0,1000000.0,691000000.0,801000000.0,19129000000.0,,30182000000.0,,,5387000000.0,4000000.0,363000000.0,,1494000000.0,,,,,72000000.0,776000000.0,,,,,2078000000.0,,,-313000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,-6000000.0,432000000.0,,,2011000000.0,1881000000.0,,-9724000000.0,,,,19000000.0,,5540000000.0,,-178000000.0,2773000000.0,,,,,,-723000000.0,,-375000000.0,379000000.0,,994000000.0,5000000.0,,,365000000.0,1271000000.0,16283000000.0,,,134000000.0,,5918000000.0,11000000.0,1566000000.0,,0.0,,,,16448000000.0,369000000.0,3876000000.0,,,-103000000.0,,4089000000.0,994000000.0,826000000.0,,,839000000.0,11643000000.0,,,,,,,1.51,9638000000.0,826000000.0,544000000.0,,,393000000.0,1678000000.0,,-107000000.0,,,,,-136000000.0,,,,,,,1881000000.0,-468000000.0,,,-10000000.0,-267000000.0,,,18363000000.0,,,-408000000.0,,,,,,-4000000.0,,,8725000000.0,20537000000.0,,1316000000.0,26007000000.0,,,,11431000000.0,,8959000000.0,,,,,,1.52,,,-197000000.0,,541000000.0,3000000.0,-512000000.0,619000000.0,19222000000.0,,30653000000.0,,,6225000000.0,7000000.0,362000000.0,,2078000000.0,,,,,61000000.0,780000000.0,,,,,1881000000.0,,,-309000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
