date,quarterlyDepreciationAndAmortization,annualTotalLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,annualGainsLossesNotAffectingRetainedEarnings,annualAccountsPayable,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualOtherCurrentAssets,trailingTotalRevenue,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualOperatingIncome,quarterlyGoodwill,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyCurrentLiabilities,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyCurrentAssets,trailingNetIncome,annualBasicEPS,quarterlyTotalAssets,trailingEndCashPosition,annualNonCurrentDeferredRevenue,trailingTaxProvision,annualNetIncome,trailingPretaxIncome,trailingPurchaseOfInvestment,quarterlyPurchaseOfInvestment,annualCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,trailingOperatingIncome,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyBasicEPS,quarterlyTotalNonCurrentAssets,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,quarterlyGrossProfit,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentAssets,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualCurrentAssets,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualDilutedEPS,annualStockholdersEquity,annualTotalAssets,annualTaxProvision,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingOperatingCashFlow,annualAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyAccountsReceivable,quarterlyOperatingExpense,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyInvestingCashFlow,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedEPS,trailingRepaymentOfDebt,annualOtherIntangibleAssets,annualTotalNonCurrentAssets,annualNetPPE,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualOtherIncomeExpense,annualGrossProfit,trailingGrossProfit,annualEbitda,annualRepaymentOfDebt,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualDilutedAverageShares,quarterlyOtherCurrentAssets,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,trailingDepreciationAndAmortization,quarterlyInterestExpense,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualBeginningCashPosition,trailingOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyOtherIntangibleAssets,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,annualCapitalExpenditure,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,trailingCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,trailingOperatingExpense,quarterlyGrossPPE,annualChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingBeginningCashPosition,trailingStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualBasicAverageShares,quarterlyStockBasedCompensation,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,quarterlyOtherNonCashItems,annualTotalRevenue,annualDeferredIncomeTax,annualCapitalStock,annualInterestExpense,annualNetOtherFinancingCharges,annualStockBasedCompensation,trailingChangesInAccountReceivables,annualGoodwill,annualChangeInInventory,trailingCashDividendsPaid,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,annualCashDividendsPaid,trailingBasicEPS,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingSaleOfInvestment,annualInventory,quarterlyCashDividendsPaid,quarterlyInventory,trailingDilutedEPS
1989-09-30,3700000.0,,,28600000.0,,,,,,,,,20200000.0,347826087.0,,,,,300900000.0,,34400000.0,,312200000.0,,,415100000.0,,,,,,,,,1300000.0,,,2600000.0,,0.008338,102900000.0,,2900000.0,,28000000.0,,,,,,2900000.0,335300000.0,,35100000.0,,,,,,2900000,,,,,1300000.0,-9900000.0,28000000.0,,,,5100000.0,,,,,,,,,24000000.0,13000000.0,,0.0,,,,-12200000.0,,0.008338,,,,,0.0,,,,,,,,2200000.0,,79800000.0,,4700000.0,,,,283400000.0,,-17100000.0,,,2200000.0,3200000.0,,600000.0,,,,,,,,0.0,347826087.0,35800000.0,,,0.0,,,6100000.0,,,,,,7600000.0,,,,100000.0,-2300000.0,,41000000,4000000,291600000.0,4900000.0,,,,49100000.0,,,,,,,-500000.0,1800000.0,,,32000000.0,,,7800000,,300000.0,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,3800000.0,359200000.0,,31700000.0,,7300000.0,-3500000.0,,,309700000.0,,-292400000.0,22000000.0,,16400000.0,,,,325600000.0,,33600000.0,0.0,342900000.0,,0.030015,443400000.0,,,,11400000.0,,,,,2100000.0,51500000.0,,4200000.0,18500000.0,,100500000.0,,3100000.0,4600000.0,30900000.0,,,81500000.0,,,3100000.0,359200000.0,-100000.0,35700000.0,35700000.0,3800000.0,14600000.0,342900000.0,25500000.0,3100000,0.030015,84200000.0,443400000.0,7100000.0,500000.0,-282000000.0,25500000.0,,325600000.0,31700000.0,6000000.0,,,33600000.0,,,,11400000.0,,25800000.0,13000000.0,,0.0,,2300000.0,,-283100000.0,3800000.0,,,33900000.0,100500000.0,30900000.0,0.0,,4400000.0,112500000.0,,31000000.0,,19000000.0,3800000.0,,84200000.0,318300000.0,5000000.0,,,379810095.0,309700000.0,,-25700000.0,,56600000.0,3800000.0,,,600000.0,,2100000.0,,,6600000.0,,,282300000.0,,33900000.0,,6000000.0,200000.0,-25700000.0,,7300000.0,,,-306800000.0,-14400000.0,96100000.0,279400000.0,,,11400000.0,2000000.0,-1100000.0,,43900000,5100000,318300000.0,5300000.0,,,,56600000.0,,,,,,,-1300000.0,1900000.0,,285000000.0,30900000.0,379810095.0,,8900000,-2800000.0,1600000.0,,0.0,164000000.0,1000000.0,,2300000.0,282300000.0,,,,,,,,,,,,,,,,,,,,
1990-03-31,3700000.0,,,34800000.0,,,,,,,,,21800000.0,371814093.0,,,,,346000000.0,,41800000.0,,363800000.0,,,475600000.0,,,,,,,,,3400000.0,,,7400000.0,,0.008338,111800000.0,,3100000.0,,30400000.0,,,,,,3100000.0,387800000.0,,48100000.0,,,,,,3100000,,,,,500000.0,-35500000.0,30400000.0,,,,8000000.0,,,,,,,,,25500000.0,14000000.0,,0.0,,,,-36700000.0,,0.008338,,,,,3800000.0,,,,,,,,3000000.0,,87800000.0,,4900000.0,,,,332900000.0,,-25700000.0,,,3000000.0,,,600000.0,,,,,,,,22500000.0,371814093.0,32800000.0,,,2000000.0,,,7100000.0,,,,,,27200000.0,,,,500000.0,-1200000.0,,44400000,4900000,338900000.0,8600000.0,,,,56600000.0,,,,,,,300000.0,1800000.0,,,30900000.0,,,8600000,,-800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,3700000.0,,,38200000.0,,,,,,,,,23000000.0,407796102.0,,,,,373800000.0,,45100000.0,,400100000.0,,,510300000.0,,,,,,,,,2900000.0,,,5200000.0,,0.008338,110200000.0,,3400000.0,,31700000.0,,,,,,3400000.0,418900000.0,,48800000.0,,,,,,3400000,,,,,800000.0,-27000000.0,33800000.0,,,,8400000.0,,,,,,,,,26700000.0,13700000.0,,0.0,,,,-28500000.0,,0.008338,,,,,0.0,,,,,,,,11500000.0,,91400000.0,,5300000.0,,,,360300000.0,,-25700000.0,,,11500000.0,,,500000.0,,,,,,,,27400000.0,407796102.0,31800000.0,,,400000.0,,,7400000.0,,,,,,30400000.0,,,,200000.0,-1500000.0,,45400000,5000000,366400000.0,6700000.0,,,,55300000.0,,,,,,,-100000.0,1900000.0,,,29600000.0,,,8700000,,8500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,3600000.0,,,41800000.0,,,,,,,,,22700000.0,431784108.0,,,,,397600000.0,,43700000.0,,436800000.0,,,536400000.0,,,,,,,,,2400000.0,,,6100000.0,,0.008338,99600000.0,,3600000.0,,31800000.0,,,,,,3600000.0,441300000.0,,38900000.0,,,,,,3600000,,,,,600000.0,-12500000.0,32100000.0,,,,9200000.0,,,,,,,,,26400000.0,14500000.0,,0.0,,,,-13800000.0,,0.008338,,,,,0.0,,,,,,,,24400000.0,,95100000.0,,5600000.0,,,,382200000.0,,-25700000.0,,,24400000.0,,,500000.0,,,,,,,,21600000.0,431784108.0,31400000.0,,,800000.0,,,6900000.0,,,,,,19200000.0,,,,100000.0,-1300000.0,,46300000,5400000,390700000.0,7400000.0,,,,55000000.0,,,,,,,100000.0,2000000.0,,,29300000.0,,,9100000,,12900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,3600000.0,465500000.0,,45400000.0,,7800000.0,400000.0,,,408000000.0,,-9800000.0,23000000.0,,20100000.0,,,,418300000.0,,47200000.0,0.0,459000000.0,,0.035018,565200000.0,,,,13800000.0,,,,,4400000.0,58000000.0,,4900000.0,21500000.0,,106200000.0,,3700000.0,23600000.0,31300000.0,,,90500000.0,,,3700000.0,465500000.0,100000.0,40500000.0,40500000.0,21600000.0,14600000.0,459000000.0,33600000.0,3700000,0.035018,99700000.0,565200000.0,7700000.0,1500000.0,65200000.0,33600000.0,,418300000.0,45400000.0,9200000.0,,,47200000.0,,,,13800000.0,,26600000.0,15800000.0,,0.0,,1700000.0,,-33000000.0,21600000.0,,,35200000.0,106200000.0,30500000.0,0.0,,3400000.0,125200000.0,,34700000.0,,28700000.0,21600000.0,,99700000.0,410500000.0,5700000.0,,,394088670.0,408000000.0,,-34100000.0,,64600000.0,21600000.0,,,400000.0,,4400000.0,,,3800000.0,,,20100000.0,,35200000.0,,9200000.0,0.0,-34100000.0,,7800000.0,,,-112000000.0,-5100000.0,105100000.0,24300000.0,,,13800000.0,900000.0,-1100000.0,,47100000,4700000,410500000.0,6000000.0,,,,64600000.0,,,,,,,100000.0,2000000.0,,101100000.0,30500000.0,394088670.0,,8300000,17800000.0,-2800000.0,-97100000.0,,183200000.0,3200000.0,,1900000.0,91600000.0,,,,,,,,,,,,,,,,,,,,
1991-03-31,3500000.0,,,49400000.0,,,,,,,,,23600000.0,389805097.0,,,,,428700000.0,,46600000.0,,457800000.0,,,579300000.0,,,,,,,,,3700000.0,,,1300000.0,,0.010005,121500000.0,,3900000.0,,31800000.0,,,,,,3900000.0,475300000.0,,58100000.0,,,,,,3900000,,,,,1900000.0,-20800000.0,32200000.0,,,,10700000.0,,,,,,,,,27100000.0,15900000.0,,0.0,,,,-22100000.0,,0.010005,,,,,21600000.0,,,,,,,,11100000.0,,104000000.0,,6100000.0,,,,415400000.0,,-34100000.0,,,11100000.0,,,400000.0,,,,,,,,10600000.0,389805097.0,34100000.0,,,1500000.0,,,9300000.0,,,,,,8900000.0,,,,400000.0,-1300000.0,,47700000,4700000,419400000.0,2600000.0,,,,63400000.0,,,,,,,-4400000.0,2200000.0,,,29300000.0,,,8200000,,-10600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,5500000.0,,,53700000.0,,,,,,,,,33900000.0,439780110.0,,,,,470100000.0,,66800000.0,,521500000.0,,,692900000.0,,,,,,,,,3400000.0,,,7000000.0,,0.010005,171400000.0,,4400000.0,,45700000.0,,,,,,4400000.0,536900000.0,,64300000.0,,,,,,4400000,,,,,1700000.0,-85900000.0,51800000.0,,,,11600000.0,,,,,,,,,39400000.0,25700000.0,,0.0,,,,-88500000.0,,0.010005,,,,,0.0,,,,,,,,28600000.0,,156000000.0,,6900000.0,,,,446300000.0,,-34100000.0,,,28600000.0,,,1100000.0,,,,,,,,29600000.0,439780110.0,62800000.0,,,900000.0,,,10200000.0,,,,,,96400000.0,,,,47600000.0,-2600000.0,,71400000,6300000,459900000.0,9600000.0,,,,78400000.0,,,,,,,600000.0,2500000.0,,,44300000.0,,,11800000,,17500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,5700000.0,,,58600000.0,,,,,,,,,39000000.0,489755122.0,,,,,494200000.0,,66200000.0,,551000000.0,,,721400000.0,,,,,,,,,2800000.0,,,7600000.0,,0.010005,170400000.0,,4900000.0,,51400000.0,,,,,,4900000.0,560400000.0,,65600000.0,,,,,,4900000,,,,,1500000.0,-19800000.0,51800000.0,,,,11600000.0,,,,,,,,,44700000.0,31000000.0,,0.0,,,,-22900000.0,,0.010005,,,,,0.0,,,,,,,,35700000.0,,161000000.0,,7700000.0,,,,467700000.0,,-34100000.0,,,35700000.0,,,600000.0,,,,,,,,19700000.0,489755122.0,61300000.0,,,0.0,,,9200000.0,,,,,,19300000.0,,,,200000.0,-3100000.0,,82400000,6700000,485000000.0,10700000.0,,,,77600000.0,,,,,,,1500000.0,2800000.0,,,43500000.0,,,12400000,,7100000.0,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1991-12-31,5800000.0,573200000.0,,63600000.0,,13200000.0,-3600000.0,,,492700000.0,,-70500000.0,38900000.0,,25300000.0,,,,508500000.0,,64700000.0,0.0,565300000.0,,0.041688,740100000.0,,,,18300000.0,,,,,1500000.0,100200000.0,,1300000.0,28600000.0,,174800000.0,,5100000.0,17200000.0,52300000.0,,,135300000.0,,,5100000.0,573200000.0,200000.0,63600000.0,63600000.0,24400000.0,20500000.0,565300000.0,51600000.0,5100000,0.041688,166900000.0,740100000.0,10300000.0,1100000.0,56000000.0,51600000.0,,508500000.0,63600000.0,11600000.0,,,64700000.0,,,,18300000.0,,44700000.0,27500000.0,,0.0,,48400000.0,,-30300000.0,24400000.0,,,64600000.0,174800000.0,46600000.0,0.0,,6300000.0,181100000.0,,45800000.0,,31500000.0,24400000.0,,166900000.0,495300000.0,8000000.0,,,438980510.0,492700000.0,,-43800000.0,,90400000.0,24400000.0,,,800000.0,,1500000.0,,,21600000.0,,,11800000.0,,64600000.0,,11600000.0,0.0,-43800000.0,,13200000.0,,,-163800000.0,-14300000.0,155800000.0,10600000.0,,,18300000.0,200000.0,-7300000.0,,79800000,7600000,495300000.0,8600000.0,,,,90400000.0,,,,,,,-1300000.0,2900000.0,,135200000.0,46600000.0,438980510.0,,13400000,2800000.0,-11200000.0,-79000000.0,100000.0,281300000.0,2400000.0,,3000000.0,71700000.0,,,,,,,,,,,,,,,,,,,,
1992-03-31,5700000.0,,,69200000.0,,,,,,,,,40400000.0,471192975.0,,,,,568600000.0,,66000000.0,,654100000.0,,,808700000.0,,,,,,,,,1600000.0,,,4000000.0,,0.011673,154600000.0,,5500000.0,,54100000.0,,,,,,5500000.0,634600000.0,,40400000.0,,,,,,5500000,,,,,1500000.0,-47900000.0,52000000.0,,,,12400000.0,,,,,,,,,46100000.0,27200000.0,,0.0,,,,-52200000.0,,0.011673,,,,,24400000.0,,,,,,,,39500000.0,,174100000.0,,8900000.0,,,,561100000.0,,-43800000.0,,,39500000.0,,,600000.0,,,,,,,,57700000.0,471192975.0,65100000.0,,,800000.0,,,11400000.0,,,,,,58900000.0,,,,1600000.0,-4300000.0,,81300000,8000000,557200000.0,8300000.0,,,,92900000.0,,,,,,,-2200000.0,3400000.0,,,49100000.0,,,13700000,,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-06-30,5800000.0,,,74900000.0,,,,,,,,,41300000.0,488327265.0,,,,,526300000.0,,67100000.0,,616300000.0,,,773300000.0,,,,,,,,,1700000.0,,,4400000.0,,0.011673,157000000.0,,5700000.0,,54800000.0,,,,,,5700000.0,593400000.0,,42400000.0,,,,,,5700000,,,,,1900000.0,41200000.0,51800000.0,,,,13600000.0,,,,,,,,,47100000.0,27500000.0,,0.0,,,,35200000.0,,0.011673,,,,,0.0,,,,,,,,43700000.0,,179900000.0,,9200000.0,,,,521000000.0,,-43800000.0,,,43700000.0,,,500000.0,,,,,,,,-41000000.0,488327265.0,63500000.0,,,1200000.0,,,13000000.0,,,,,,-41300000.0,,,,100000.0,-6000000.0,,82300000,7700000,513300000.0,10400000.0,,,,94900000.0,,,,,,,-400000.0,3500000.0,,,51100000.0,,,13500000,,4300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-09-30,5800000.0,,,80600000.0,,,,,,,,,41400000.0,505461555.0,,,,,577300000.0,,69500000.0,,673300000.0,,,832500000.0,,,,,,,,,2100000.0,,,5900000.0,,0.011673,159200000.0,,5900000.0,,55400000.0,,,,,,5900000.0,646800000.0,,44100000.0,,,,,,5900000,,,,,1800000.0,-44700000.0,51900000.0,,,,15500000.0,,,,,,,,,47100000.0,28300000.0,,0.0,,,,-49600000.0,,0.011673,,,,,0.0,,,,,,,,54200000.0,,185700000.0,,9500000.0,,,,565100000.0,,-43800000.0,,,54200000.0,,,500000.0,,,,,,,,48900000.0,505461555.0,62700000.0,,,1900000.0,,,13700000.0,,,,,,49300000.0,,,,200000.0,-4900000.0,,83700000,8300000,563600000.0,10800000.0,,,,96200000.0,,,,,,,-900000.0,3600000.0,,,52400000.0,,,14100000,,10500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-31,5400000.0,705700000.0,,86400000.0,,9800000.0,-8400000.0,,,625400000.0,,14500000.0,43200000.0,,32400000.0,,,,635500000.0,,70200000.0,0.0,737900000.0,,0.050025,898200000.0,,,,23000000.0,,,,,600000.0,110700000.0,,2700000.0,37100000.0,,160300000.0,,6000000.0,17000000.0,57300000.0,,,166300000.0,,,6000000.0,705700000.0,200000.0,45600000.0,45600000.0,57600000.0,22700000.0,737900000.0,52600000.0,6000000,0.050025,192500000.0,898200000.0,14100000.0,1600000.0,65900000.0,52600000.0,,635500000.0,86400000.0,17000000.0,,,70200000.0,,,,23000000.0,,48600000.0,27500000.0,,0.0,,1100000.0,,-64600000.0,57600000.0,,,61700000.0,160300000.0,53000000.0,0.0,,6800000.0,221400000.0,,55100000.0,,36100000.0,57600000.0,,192500000.0,625700000.0,9700000.0,,,459770115.0,625400000.0,,-53500000.0,,106500000.0,57600000.0,,,700000.0,,600000.0,,,24400000.0,,,62800000.0,,61700000.0,,17000000.0,1500000.0,-53500000.0,,9800000.0,,,-131200000.0,-19100000.0,189000000.0,61400000.0,,,23000000.0,-800000.0,-3900000.0,,84800000,8700000,625700000.0,6600000.0,,,,106500000.0,,,,,,,-4900000.0,3700000.0,,128300000.0,53000000.0,459770115.0,,14100000,33200000.0,3400000.0,-126600000.0,,332100000.0,5400000.0,,2200000.0,128400000.0,,,,,,,,,,,,,,,,,,,,
1993-03-31,7100000.0,,,93100000.0,,,,,,,,,47600000.0,453106780.0,,,,,628300000.0,,77300000.0,,700300000.0,,,954300000.0,,,,,,,,,1200000.0,,,7300000.0,,0.015008,254000000.0,,6800000.0,,64200000.0,,,,,,6800000.0,705600000.0,,51300000.0,,,,,,6800000,,,,,2000000.0,-57800000.0,69200000.0,,,,6900000.0,,,,,,,,,54700000.0,35500000.0,,0.0,,,,-62100000.0,,0.015008,,,,,57600000.0,,,,,,,,38500000.0,,248700000.0,,10600000.0,,,,588400000.0,,-53500000.0,,,38500000.0,,,900000.0,,,,,,,,-34600000.0,453106780.0,137200000.0,,,2100000.0,,,14900000.0,,,,,,31300000.0,,,,49600000.0,-4300000.0,,99700000,9500000,613400000.0,11600000.0,,,,119000000.0,,,,,,,-2300000.0,3800000.0,,,65500000.0,,,16600000,,-19100000.0,,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1993-06-30,7900000.0,,,100800000.0,,,,,,,,,53100000.0,513076795.0,,,,,633100000.0,,69300000.0,,728200000.0,,,984000000.0,,,,,,,,,6400000.0,,,1800000.0,,0.015008,255800000.0,,7700000.0,,72600000.0,,,,,,7700000.0,702400000.0,,53300000.0,,,,,,7700000,,,,,1700000.0,32500000.0,53700000.0,,,,9200000.0,,,,,,,,,60900000.0,38600000.0,,0.0,,,,27000000.0,,0.015008,,,,,0.0,,,,,,,,46000000.0,,281600000.0,,12400000.0,,,,608700000.0,,-53500000.0,,,46000000.0,,,1000000.0,,,,,,,,14100000.0,513076795.0,134600000.0,,,2300000.0,,,12300000.0,,,,,,-26700000.0,,,,-25100000.0,-5500000.0,,111200000,11700000,620800000.0,7300000.0,,,,121400000.0,,,,,,,-8800000.0,4700000.0,,,67900000.0,,,19600000,,7500000.0,,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1993-09-30,7500000.0,,,108800000.0,,,,,,,,,55700000.0,526403465.0,,,,,664200000.0,,69300000.0,,756300000.0,,,1023300000.0,,,,,,,,,6100000.0,,,5000000.0,,0.015008,267000000.0,,7900000.0,,75500000.0,,,,,,7900000.0,733500000.0,,56600000.0,,,,,,7900000,,,,,1700000.0,-28300000.0,52700000.0,,,,10500000.0,,,,,,,,,63200000.0,40900000.0,,0.0,,,,-36300000.0,,0.015008,,,,,0.0,,,,,,,,41900000.0,,289800000.0,,13200000.0,,,,630600000.0,,-53500000.0,,,41900000.0,,,800000.0,,,,,,,,20600000.0,526403465.0,138300000.0,,,1200000.0,,,19000000.0,,,,,,19200000.0,,,,100000.0,-8000000.0,,116400000,12300000,645200000.0,13000000.0,,,,125600000.0,,,,,,,-1900000.0,5300000.0,,,72100000.0,,,19800000,,-4200000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-31,8100000.0,874700000.0,,117000000.0,,20700000.0,-27400000.0,,,725900000.0,,-115300000.0,61400000.0,,46600000.0,,,,746000000.0,,128700000.0,0.0,866500000.0,,0.071703,1182400000.0,,,,30700000.0,,,,,2200000.0,159700000.0,,-4000000.0,50000000.0,,315900000.0,,8300000.0,10100000.0,82700000.0,,,217800000.0,,,8300000.0,874700000.0,100000.0,58200000.0,58200000.0,35900000.0,30600000.0,866500000.0,111100000.0,8300000,0.071703,307700000.0,1182400000.0,19300000.0,1800000.0,-61700000.0,111100000.0,,746000000.0,117000000.0,15400000.0,,,128700000.0,,,,30700000.0,,69500000.0,44700000.0,,0.0,,22700000.0,,-144000000.0,35900000.0,,,161100000.0,315900000.0,96600000.0,0.0,,7200000.0,295000000.0,,77200000.0,,38600000.0,35900000.0,,307700000.0,725300000.0,13800000.0,,,428158014.0,725900000.0,,-72100000.0,,168700000.0,35900000.0,,,1000000.0,,2200000.0,,,57600000.0,,,74900000.0,,161100000.0,,15400000.0,6200000.0,-72100000.0,,20700000.0,,,-215400000.0,-28500000.0,248400000.0,131300000.0,,,30700000.0,-1900000.0,-10700000.0,,127400000,13200000,725300000.0,6700000.0,,,,168700000.0,,,,,,,-14400000.0,5500000.0,,155100000.0,96600000.0,428158014.0,,21300000,-21700000.0,-5900000.0,-71600000.0,300000.0,454700000.0,11800000.0,,3700000.0,75000000.0,,,,,,,,,,,,,,,,,,,,
1994-03-31,9100000.0,,,125800000.0,,,,,,,,,66800000.0,521739130.0,,,,,920000000.0,,140200000.0,,1050200000.0,,,1376700000.0,,,,,,,,,6500000.0,,,5500000.0,,0.016675,326500000.0,,8700000.0,,89800000.0,,,,,,8700000.0,1060200000.0,,60200000.0,,,,,,8700000,,,,,2100000.0,-182300000.0,113800000.0,,,,19900000.0,,,,,,,,,75900000.0,46100000.0,,0.0,,,,-198900000.0,,0.016675,,,,,35900000.0,,,,,,,,44400000.0,,316500000.0,,14500000.0,,,,909700000.0,,-72100000.0,,,44400000.0,,,1400000.0,,,,,,,,180600000.0,521739130.0,166400000.0,,,4500000.0,,,19300000.0,,,,,,185200000.0,,,,,-16600000.0,,135900000,13900000,900700000.0,22100000.0,,,,172000000.0,,,,,,,2000000.0,5800000.0,,,99900000.0,,,23000000,,8500000.0,,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,,,135400000.0,,,,,,,,,,512471037.0,,,,,0.0,,968700000.0,,0.0,,,1298200000.0,,,,,,,,,846500000.0,,,-700000.0,,0.018343,1298200000.0,,9400000.0,,135800000.0,,,,,,9400000.0,968700000.0,,1123700000.0,,,,,,9400000,,,,,0.0,177600000.0,122200000.0,,,,,,,,,,,,,118700000.0,,,0.0,,,,69200000.0,,0.018343,,,,,0.0,,,,,,,,,,329500000.0,,15600000.0,,,,,,,,,,,,1500000.0,,,,,,,,-101200000.0,512471037.0,174500000.0,,,3100000.0,,,,,,,,,-95500000.0,,,,,-15200000.0,,135800000,17100000,,14500000.0,,,,,,,,,,,-5700000.0,6200000.0,,,,,,17100000,,-11900000.0,,14700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,,,144900000.0,,,,,,,,,,517922857.0,,,,,0.0,,1014600000.0,,0.0,,,1353900000.0,,,,,,,-33200000.0,,887000000.0,,,-4400000.0,,0.018343,1353900000.0,,9500000.0,,139400000.0,,,,,,9500000.0,1014600000.0,,1208900000.0,,,,,,9500000,,,,,0.0,-6200000.0,127600000.0,,,,,,,,,,,,,121800000.0,,,0.0,,,,-50100000.0,,0.018343,,,,,0.0,,,,,,,,,,339300000.0,,15900000.0,,,,,,,,,,,,1700000.0,,,,,,,,38300000.0,517922857.0,145000000.0,,,2900000.0,,,,,,,,,45100000.0,,,,300000.0,-10700000.0,,139400000,17600000,,6300000.0,,,,,,,,,,,-14700000.0,6400000.0,,,,,,17600000,,1300000.0,,8600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
