date,annualOtherCurrentAssets,quarterlyOtherNonCashItems,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,trailingCostOfRevenue,trailingOperatingIncome,annualCurrentDeferredRevenue,annualOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,trailingResearchAndDevelopment,annualTotalRevenue,annualCostOfRevenue,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,trailingTaxProvision,quarterlyEndCashPosition,annualCurrentDebt,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyStockBasedCompensation,annualBasicAverageShares,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,annualNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,annualChangeInWorkingCapital,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,quarterlyRetainedEarnings,trailingNetIncome,annualOperatingExpense,quarterlyCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,trailingSellingGeneralAndAdministration,annualNetIncome,annualBeginningCashPosition,annualAccountsReceivable,annualCurrentAssets,quarterlyGrossProfit,annualSaleOfInvestment,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyStockholdersEquity,annualOtherNonCashItems,quarterlyDilutedAverageShares,trailingNetIncomeCommonStockholders,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,annualBasicEPS,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,annualTotalAssets,quarterlyOtherCurrentAssets,annualRetainedEarnings,annualCurrentAccruedExpenses,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,annualTaxProvision,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCapitalStock,quarterlyCurrentDeferredRevenue,trailingOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,annualOperatingCashFlow,quarterlyAccumulatedDepreciation,annualNetPPE,annualTotalNonCurrentAssets,annualOtherIncomeExpense,quarterlyOperatingExpense,trailingGrossProfit,annualInventory,annualGrossProfit,annualStockBasedCompensation,quarterlyOtherIntangibleAssets,annualCurrentLiabilities,annualOtherIntangibleAssets,quarterlyCapitalExpenditure,annualOtherNonCurrentLiabilities,annualEbitda,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyResearchAndDevelopment,quarterlyTaxProvision,quarterlyBasicAverageShares,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,annualNonCurrentDeferredTaxesLiabilities,quarterlyPretaxIncome,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,annualChangeInInventory,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,annualInterestExpense,trailingOperatingExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualAccumulatedDepreciation,annualGoodwill,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyTotalAssets,annualDeferredIncomeTax,annualPretaxIncome,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,quarterlyCurrentDebt,quarterlyInterestExpense,annualRepaymentOfDebt,annualGrossPPE,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyCapitalStock,annualChangeInCashSupplementalAsReported,annualEndCashPosition,annualCapitalExpenditure,annualInvestingCashFlow,annualOtherCurrentLiabilities,annualCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyRepaymentOfDebt,trailingInvestingCashFlow,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingCashDividendsPaid,trailingChangeInWorkingCapital,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingOperatingCashFlow,trailingPurchaseOfBusiness,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,quarterlyCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,trailingFreeCashFlow,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,annualLongTermDebt,trailingStockBasedCompensation,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,quarterlyLongTermDebt,trailingBeginningCashPosition,quarterlyChangeInInventory,trailingBasicEPS
2010-12-31,,,7997104000.0,,,,6205000.0,913540000.0,2694101000.0,,96169000.0,,0.846817,1222512000.0,252934000.0,83897000.0,,,,395741000.0,,,138408000.0,,,,103963436.0,,,,80426000.0,,,45862000.0,,,,3141360000.0,,3144790000.0,72868000.0,,,,,,0.0,,3537101000.0,,103963436.0,,,,0.0,3166951000.0,88038000.0,84434000.0,,,,13500000.0,,66663000.0,88038000.0,,,,,0.0,,3144790000.0,,,,0.846817,,,,,,,,,,,52553000.0,15853000.0,,,,,408167000.0,,156438000.0,,,,110000.0,,7083564000.0,,169037000.0,0.0,,,,,,148722000.0,,,,,,,,,,,,,,-62000000.0,,,4389463000.0,-67598000.0,,,,,,,,,-34957000.0,96279000.0,,,,,,,,,,89908000.0,174342000.0,-18030000.0,-66530000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,,,,,,478921000.0,16459000.0,,,41461000.0,172118000.0,0.0,1.262598,,433189000.0,130565000.0,,0.0,,,,,114432000.0,,,,103963436.0,,-94069000.0,,135446000.0,,,-30240000.0,213705000.0,,0.0,,,,130506000.0,,,,,,0.0,,,682726000.0,103963436.0,,,,-94069000.0,,131264000.0,174342000.0,203102000.0,451823000.0,,117000000.0,,114047000.0,131264000.0,,,,,13446000.0,,,1360279000.0,,,1.262598,,,2043005000.0,,254240000.0,116670000.0,,,,,35681000.0,38348000.0,,,6867000.0,,,,146125000.0,,27356000.0,1591182000.0,509000.0,,,,302624000.0,13446000.0,,203805000.0,59548000.0,,5971000.0,209475000.0,,,,,,,213705000.0,,472950000.0,,,,,-98000000.0,,0.0,,-66150000.0,,,-9374000.0,1504278000.0,,,,,-3609000.0,173794000.0,,7714000.0,,,0.0,36730000.0,,,,39363000.0,213705000.0,-31693000.0,-12693000.0,,-94069000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,1948000.0,8003000.0,,78655000.0,,485406000.0,42865000.0,,,94392000.0,298466000.0,583000.0,2.048,,732520000.0,178240000.0,-2086000.0,,,,420576000.0,,251781000.0,43318000.0,0.0,8003000.0,103963436.0,86998000.0,0.0,6723000.0,212881000.0,,153332000.0,6324000.0,420576000.0,821698000.0,,,422211000.0,,255814000.0,786192000.0,16329000.0,80009000.0,2063000.0,63391000.0,0.0,336292000.0,,821698000.0,103963436.0,80275000.0,221755000.0,16568000.0,-44910000.0,,212881000.0,213705000.0,326071000.0,786192000.0,172575000.0,0.0,0.0,212949000.0,212881000.0,152507000.0,326071000.0,49180000.0,1557975000.0,29142000.0,,,1557975000.0,485406000.0,,2.048,1986000.0,,2379673000.0,1948000.0,422211000.0,152507000.0,43318000.0,1504278000.0,43318000.0,0.0,24504000.0,90988000.0,420576000.0,420576000.0,6867000.0,94392000.0,,468838000.0,279515000.0,-23533000.0,39858000.0,1593481000.0,5403000.0,92300000.0,,,554280000.0,29142000.0,49345000.0,336292000.0,49345000.0,-2086000.0,16568000.0,322970000.0,0.0,0.0,,13645000.0,38943000.0,,420576000.0,39858000.0,468838000.0,82261000.0,0.0,155418000.0,,0.0,153332000.0,,,-123759000.0,11480000.0,583000.0,-23533000.0,1504278000.0,,1593481000.0,,2379673000.0,5801000.0,303869000.0,3099000.0,2063000.0,,,,63391000.0,267244000.0,,6867000.0,206871000.0,420576000.0,-27734000.0,-27734000.0,11480000.0,-44910000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,,54933000.0,,,,,,,,,,,,,,,,,,,,75011000.0,,,,91985000.0,,,,,,,,,,,,,,,,,,,,,,,,91985000.0,204356000.0,,,,,,,,162799000.0,,,,,,,41557000.0,,,103963436.0,,,,,,-3000.0,,,,,,75011000.0,,75011000.0,,,,,,,,,,,,,,,70814000.0,,,,,,,,,,,,,0.721513,15881000.0,19674000.0,103963436.0,,,,94685000.0,,,,,,,,,,,,,0.721513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,,71487000.0,,,,,,,,,,,,,,,,,,,,122249000.0,,,,145880000.0,,,,,,,,,,,,,,,,,,,,,,,,145880000.0,294961000.0,,,,,,,,237137000.0,,,,,,,57824000.0,,,103963436.0,,,,,,2416000.0,,,,,,122249000.0,,122249000.0,,,,,,,,,,,,,,,91257000.0,,,,,,,,,,,,,1.175885,19770000.0,29785000.0,103963436.0,,,,152034000.0,,,,,,,,,,,,,1.175885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,,76365000.0,,,,,,,,,,,,,,,,,,,,136225000.0,,,,169718000.0,,,,,,,,923087000.0,,,534771000.0,,,1006107000.0,,,13831000.0,97042000.0,,427611000.0,,,,167540000.0,331235000.0,16568000.0,,,,,,,266198000.0,,,,,242431000.0,525904000.0,65037000.0,1688200000.0,,103963436.0,,,495476000.0,,,63000.0,,,0.0,,,136225000.0,1504278000.0,136225000.0,,,,437442000.0,437442000.0,,169763000.0,,478908000.0,,-40815000.0,,,,98658000.0,,,,,44675000.0,,,,,,,,1.310316,22293000.0,33481000.0,103963436.0,,56227000.0,,169706000.0,0.0,,,,,,,,0.0,1164000.0,,,1.310316,1605180000.0,,2611287000.0,,,,,1586000.0,12000.0,,,,,6867000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,49940000.0,8524000.0,,124972000.0,551109000.0,510768000.0,81651000.0,,,215580000.0,554904000.0,1986000.0,4.37,,1216548000.0,252236000.0,-10437000.0,863200000.0,,,1138613000.0,2358000.0,547415000.0,122677000.0,0.0,8524000.0,99898154.0,149499000.0,-245000000.0,9481000.0,456162000.0,,310541000.0,76657000.0,1138613000.0,1300586000.0,-230335000.0,,254216000.0,,409408000.0,1899265000.0,-6752000.0,189779000.0,20204000.0,106517000.0,0.0,789818000.0,,1300586000.0,104329226.0,149499000.0,385996000.0,29041000.0,-220925000.0,,456162000.0,420576000.0,465712000.0,1899265000.0,298178000.0,0.0,6149000.0,327757000.0,456162000.0,324094000.0,465712000.0,87818000.0,2212364000.0,25608000.0,105824049.0,,2212364000.0,510768000.0,,4.57,2532000.0,,3512950000.0,49940000.0,254216000.0,324094000.0,122677000.0,1504278000.0,122677000.0,-838000.0,31798000.0,112294000.0,1138613000.0,1138613000.0,7149000.0,215580000.0,,481727000.0,593893000.0,-48620000.0,57897000.0,1613685000.0,13552000.0,148679000.0,,,964312000.0,25608000.0,45361000.0,789818000.0,45361000.0,-12060000.0,29041000.0,554904000.0,388619000.0,387865000.0,1.23,23707000.0,29354000.0,99595938.0,1138613000.0,57897000.0,481727000.0,152031000.0,6149000.0,322601000.0,,0.0,701171000.0,414000.0,,-139901000.0,2925000.0,1986000.0,-48620000.0,1504278000.0,1.16,1613685000.0,,3512950000.0,3327000.0,568456000.0,61330000.0,20204000.0,2358000.0,,-230040000.0,106517000.0,437442000.0,551109000.0,7149000.0,718037000.0,1138613000.0,-46478000.0,-45943000.0,2925000.0,169298000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,95933000.0,,,,,,,,,,,,,,,,,,,,121915000.0,,,,148285000.0,,,,49990000.0,,,,1119354000.0,,,,,,1854935000.0,,,39639000.0,,,604819000.0,,,,148285000.0,341987000.0,29041000.0,,,,,,,273571000.0,,,,,271602000.0,380457000.0,68416000.0,2354424000.0,,112445199.0,,,514535000.0,,,-53000.0,,,71133000.0,,,121915000.0,,121915000.0,,,,1353355000.0,1403345000.0,,293428000.0,,485494000.0,,,,,,125286000.0,,,,,1548149000.0,,,,,,,,1.16,29353000.0,31941000.0,105136436.0,,57265000.0,,153856000.0,13429000.0,,,,,,,,150000.0,,,,1.08,1618843000.0,,3473778000.0,,,,,,,,,,271602000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,124736000.0,,,,,,,,,,,,,,,,,,,,206302000.0,,,,253310000.0,,,,386129000.0,,,,1186412000.0,,,,,,2159030000.0,,,17904000.0,,,665403000.0,,,,253310000.0,506782000.0,29041000.0,,,,,,,413298000.0,,,,,370034000.0,499139000.0,93484000.0,2589603000.0,,112441662.0,,,521009000.0,,,-31000.0,,,88736000.0,,,206302000.0,,206302000.0,,,,1185026000.0,1571155000.0,,277432000.0,,491968000.0,,,,,,159988000.0,,,,,1546635000.0,,,,,,,,1.96,35252000.0,55761000.0,105357113.0,,57244000.0,,262063000.0,13106000.0,,,,,,,,33000.0,,,,1.83,1616985000.0,,3776015000.0,,,,,,,,,,370034000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,204899000.0,,,,,,,,,,,,,,,,,,,,170906000.0,,,,212354000.0,,,,911989000.0,,,,1206517000.0,,,,,,2375796000.0,,,13840000.0,,,678466000.0,,,,201586000.0,545066000.0,29041000.0,,,,,,,448403000.0,,,,,403879000.0,610542000.0,96663000.0,2794744000.0,,112740044.0,,,528051000.0,,,955000.0,,,55110000.0,,,170906000.0,,170906000.0,,,,798155000.0,1710144000.0,,260747000.0,,499010000.0,,,,,,246817000.0,,,,,1545157000.0,,,,,,,,1.59,41918000.0,41448000.0,107290256.0,,63992000.0,,212354000.0,16316000.0,,,,,,,,0.0,,,,1.52,1625465000.0,,4001261000.0,,,,,,0.0,,,,403879000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
