date,trailingRepaymentOfDebt,annualEbitda,annualRepaymentOfDebt,annualGrossProfit,quarterlyDilutedAverageShares,annualNetPPE,quarterlyBeginningCashPosition,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualBasicAverageShares,trailingGrossProfit,quarterlyCapitalStock,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentAssets,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualGrossPPE,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,annualBasicEPS,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualAccumulatedDepreciation,trailingPurchaseOfBusiness,trailingOtherNonCashItems,annualDilutedAverageShares,quarterlyAccountsPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyTotalRevenue,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyCapitalExpenditure,trailingOperatingExpense,annualInvestingCashFlow,trailingNetOtherFinancingCharges,quarterlyOperatingCashFlow,annualChangeInInventory,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyGrossPPE,trailingStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingInterestExpense,trailingChangesInAccountReceivables,annualCashFlowFromContinuingFinancingActivities,trailingBeginningCashPosition,quarterlyTaxProvision,quarterlyNetPPE,annualChangesInAccountReceivables,annualInventory,annualDilutedEPS,quarterlyOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,annualPurchaseOfInvestment,annualTotalRevenue,annualDeferredIncomeTax,quarterlyStockBasedCompensation,annualCapitalStock,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,trailingChangeInInventory,annualNetOtherFinancingCharges,annualInterestExpense,annualStockBasedCompensation,annualGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGoodwill,annualOperatingIncome,trailingTotalRevenue,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,trailingFreeCashFlow,trailingNetIncome,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualTotalAssets,annualNetIncome,trailingPretaxIncome,quarterlyBasicAverageShares,annualCurrentDebt,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,trailingTaxProvision,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,trailingPurchaseOfInvestment,annualOtherCurrentAssets,annualCurrentDeferredRevenue,annualAccountsPayable,trailingOperatingIncome,annualCostOfRevenue,trailingInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualFreeCashFlow,trailingEndCashPosition,annualPretaxIncome,quarterlyChangeInAccountPayable,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,annualStockholdersEquity,quarterlyDilutedEPS,annualTaxProvision,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,quarterlyInventory,trailingOperatingCashFlow,annualCurrentAccruedExpenses,quarterlyOtherIncomeExpense,annualCurrentAssets,annualAccountsReceivable,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyOperatingExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualSaleOfInvestment,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyCostOfRevenue,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDepreciationAndAmortization,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1970-01-01 00:00:01.569801600,-7291000000.0,297000000.0,,618000000.0,,,,,9000000.0,62500000.0,393000000.0,,-1328000000.0,,,,,,363000000.0,,-1282000000.0,,,,,,-553000000.0,22000000.0,,,,,,103000000.0,,,-0.08,,,,-23000000.0,-65000000.0,62500000.0,,,,,-1276000000.0,6000000.0,,321000000.0,1338000000.0,,-24000000.0,,,1338000000.0,-108000000.0,-30000000.0,,,,,,45000000.0,,-317000000.0,323000000.0,-265000000.0,-253000000.0,271000000.0,,,,923000000.0,-0.08,,,,,,7950000000.0,,,,,,1303000000.0,-253000000.0,204000000.0,,,3414000000.0,,,-260000000.0,,,1260000000.0,,,,,297000000.0,41900000000.0,-108000000.0,,41507000000.0,155000000.0,-1294000000.0,,,4611000000.0,-5000000.0,-1133000000.0,,,,,,143000000.0,793000000.0,,-408000000.0,,,,-945000000.0,7332000000.0,610000000.0,,,,37000000.0,307000000.0,-21000000.0,,,,,,,,,321000000.0,,,,363000000.0,,,333000000.0,1197000000.0,,-27000000.0,,,,,708000000.0,,,,,,,,,37000000.0,-5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,194000000.0,,732000000.0,,1859000000.0,,2427000000.0,-274000000.0,64380000.0,,,,,385000000.0,,,,484000000.0,,,,363000000.0,,,,,,,3183000000.0,,282000000.0,,,,,0.19,,,-1324000000.0,,,64380000.0,,,,,,22000000.0,,687000000.0,,,,-184000000.0,,,-91000000.0,,,-311000000.0,,,,,141000000.0,,,,709000000.0,,,,,1311000000.0,0.19,,60000000.0,,,,9667000000.0,-17000000.0,,1429000000.0,,,,10000000.0,,,,4172000000.0,,,,,-732000000.0,,,,-599000000.0,,45000000.0,,164000000.0,,,,,,,5854000000.0,12000000.0,,,1522000000.0,423000000.0,,,,1003000000.0,,,738000000.0,,839000000.0,,8935000000.0,,,,-18000000.0,-705000000.0,,71000000.0,,,,,,,,199000000.0,387000000.0,,1000000.0,149000000.0,423000000.0,,,,1139000000.0,,12000000.0,,,309000000.0,,,,,3427000000.0,873000000.0,,,,1426000000.0,-521000000.0,12000000.0,2746000000.0,,200000000.0,,,,,,,61000000.0,163000000.0,,,,,,,,,,,,,,,,
,,,,,64380000.0,,423000000.0,,,,,1429000000.0,,1076000000.0,,1000000.0,0.0,,,,,562000000.0,,-1324000000.0,324000000.0,347000000.0,,,,,1162000000.0,,,,186000000.0,,,-1000000.0,218000000.0,,,,,705000000.0,-375000000.0,-668000000.0,,,,,,,2472000000.0,,,-70000000.0,,,,291000000.0,,0.09,74000000.0,3089000000.0,,,,,,,,,1765000000.0,,,,360000000.0,,-99000000.0,,,,,,,112000000.0,,,,,,,,38000000.0,315000000.0,,1360000000.0,,,23000000.0,221000000.0,,,,,,82000000.0,,,,2843000000.0,2227000000.0,,,,64380000.0,,,6000000.0,5147000000.0,,,283000000.0,,,,,,,,,2304000000.0,,,,,,,,197000000.0,,0.0,156000000.0,,,3587000000.0,,,,-4000000.0,6000000.0,,,0.09,,81000000.0,127000000.0,,1169000000.0,,,-73000000.0,,,,950000000.0,,,,,,82000000.0,,324000000.0,-11000000.0,-13000000.0,742000000.0,,,,,2316000000.0,,,,,,,,,,,,,,,
,,,,,64380000.0,,324000000.0,,,,,1429000000.0,,1046000000.0,,39000000.0,-62000000.0,,,,,494000000.0,,-1324000000.0,231000000.0,343000000.0,,,,,1703000000.0,,,,193000000.0,,,-16000000.0,-689000000.0,,,,,783000000.0,597000000.0,-721000000.0,,,,,,,2689000000.0,,,-35000000.0,,,,-538000000.0,,0.36,98000000.0,3015000000.0,,,,,,,,4000000.0,1691000000.0,,,,341000000.0,,-93000000.0,,,,,,,138000000.0,,,,,,,,40000000.0,338000000.0,,1250000000.0,,,112000000.0,-573000000.0,,,,,,112000000.0,,,,3338000000.0,2827000000.0,,,,64380000.0,,,23000000.0,5585000000.0,,,247000000.0,,,,,,,,,2247000000.0,,,,,,,,215000000.0,,-5000000.0,210000000.0,,,4077000000.0,,,,23000000.0,23000000.0,,,0.36,,-667000000.0,125000000.0,,1777000000.0,,,-59000000.0,,,,878000000.0,,,,,,112000000.0,,231000000.0,,-94000000.0,700000000.0,,,,,2479000000.0,,,,,,,,,,,,,,,
,,,,,75260335.0,,231000000.0,,,,,1000000.0,,1243000000.0,,107000000.0,61000000.0,,,,,676000000.0,,-1324000000.0,191000000.0,250000000.0,,,,,1163000000.0,,48000000.0,,163000000.0,,,14000000.0,139000000.0,,,,,805000000.0,-292000000.0,-859000000.0,,,,,,,3151000000.0,,,-46000000.0,,,,202000000.0,,0.76,207000000.0,2865000000.0,,,,,,,,24000000.0,1541000000.0,,,,521000000.0,,-40000000.0,,,,,,,243000000.0,,,,,,,,36000000.0,395000000.0,,1156000000.0,,,59000000.0,156000000.0,,,,,,126000000.0,,,,3294000000.0,2489000000.0,,,,75221060.0,,,57000000.0,5306000000.0,,,233000000.0,,,,,,,,,2012000000.0,,,,,,,,180000000.0,,270000000.0,333000000.0,,,3645000000.0,,,,57000000.0,57000000.0,,,0.76,,70000000.0,114000000.0,,1564000000.0,,,-72000000.0,,,,809000000.0,,,,,,126000000.0,,191000000.0,,13000000.0,784000000.0,,,,,2818000000.0,,,,,,,,,,,,,,,
,,722000000.0,,977000000.0,,1669000000.0,191000000.0,2159000000.0,-166000000.0,71657754.0,,1000000.0,,1376000000.0,588000000.0,117000000.0,56000000.0,,205000000.0,,,746000000.0,423000000.0,-1312000000.0,199000000.0,205000000.0,,,,2981000000.0,983000000.0,272000000.0,40000000.0,,166000000.0,,1.87,-8000000.0,112000000.0,-1312000000.0,,,72043011.0,775000000.0,-154000000.0,-766000000.0,,,124000000.0,0.0,422000000.0,,3172000000.0,,-230000000.0,-79000000.0,,-179000000.0,,254000000.0,-303000000.0,,176000000.0,2981000000.0,,126000000.0,,,,-224000000.0,,40000000.0,1669000000.0,,1368000000.0,1.86,588000000.0,-224000000.0,8000000.0,,,11484000000.0,-11000000.0,,1000000.0,229000000.0,,,50000000.0,225000000.0,,,3574000000.0,53000000.0,435000000.0,,1228000000.0,-220000000.0,,6000000.0,175000000.0,-766000000.0,,555000000.0,,55000000.0,116000000.0,,,,3284000000.0,2346000000.0,5443000000.0,134000000.0,,,983000000.0,199000000.0,48000000.0,5443000000.0,,830000000.0,272000000.0,,746000000.0,,775000000.0,,10507000000.0,,,2159000000.0,-34000000.0,-21000000.0,,264000000.0,,,,224000000.0,,50000000.0,278000000.0,224000000.0,436000000.0,3574000000.0,5000000.0,167000000.0,199000000.0,48000000.0,48000000.0,,1376000000.0,,68000000.0,213000000.0,126000000.0,435000000.0,1368000000.0,,,-27000000.0,3284000000.0,881000000.0,,830000000.0,,1228000000.0,209000000.0,134000000.0,2346000000.0,102000000.0,166000000.0,199000000.0,-10000000.0,-85000000.0,881000000.0,,,6000000.0,278000000.0,2894000000.0,,,,,,,,,,,,,,,
,,,,,86270679.0,,199000000.0,,,,,1000000.0,,1609000000.0,,,0.0,,,,,560000000.0,,-1312000000.0,234000000.0,248000000.0,,,12000000.0,,1017000000.0,,3000000.0,,252000000.0,,,-13000000.0,-100000000.0,,,,,743000000.0,155000000.0,-839000000.0,,,,292000000.0,,,2684000000.0,,,-38000000.0,,,,26000000.0,,0.26,68000000.0,2980000000.0,,,,,,,,,1668000000.0,,,,476000000.0,,35000000.0,,,,,,,111000000.0,,,,,,,,43000000.0,449000000.0,,1122000000.0,,,14000000.0,-12000000.0,,,,,,116000000.0,,,,3258000000.0,2236000000.0,,,,85580221.0,,,22000000.0,5483000000.0,,,271000000.0,,,,,,,,,2225000000.0,,,,,,,,181000000.0,,0.0,184000000.0,,,3358000000.0,,,,36000000.0,22000000.0,,,0.26,,-102000000.0,120000000.0,,1576000000.0,,,-9000000.0,,,,731000000.0,,,,,,116000000.0,,234000000.0,-18000000.0,-123000000.0,811000000.0,,,,,2500000000.0,,,,,,,,,,,,,,,
,,,,,100076636.0,,234000000.0,,,,,1000000.0,,1436000000.0,,100000000.0,0.0,,,,,622000000.0,,-1312000000.0,289000000.0,305000000.0,,,0.0,,1059000000.0,,,,,,,15000000.0,-233000000.0,,,,,975000000.0,143000000.0,-1053000000.0,,,,0.0,,,3103000000.0,,,-37000000.0,,,,-51000000.0,,0.5,197000000.0,2751000000.0,,,,,,,,36000000.0,1439000000.0,,,,663000000.0,,55000000.0,,,,,,,234000000.0,,,,,,,,37000000.0,490000000.0,,1101000000.0,,,16000000.0,-88000000.0,,220000000.0,,,,123000000.0,,,,3715000000.0,2697000000.0,,,,99249886.0,,,50000000.0,5674000000.0,,,250000000.0,,,,,,,,,1959000000.0,,,,,,,,191000000.0,,0.0,320000000.0,,,3798000000.0,,,,50000000.0,50000000.0,,,0.5,,-569000000.0,90000000.0,,1948000000.0,,,-97000000.0,,,,761000000.0,,,,,,123000000.0,,289000000.0,-13000000.0,-34000000.0,767000000.0,,,,,2783000000.0,,,,,,,,,,,,,,,
,,,,,100017645.0,,289000000.0,,,,,1000000.0,,1220000000.0,,187000000.0,0.0,,,,,877000000.0,,-1312000000.0,231000000.0,247000000.0,,,0.0,,294000000.0,,,,143000000.0,,,,-148000000.0,,,,,953000000.0,-114000000.0,-1354000000.0,,,,0.0,,,3603000000.0,,,-57000000.0,,,,179000000.0,,0.96,364000000.0,2533000000.0,,,,,,,,65000000.0,1221000000.0,,,,874000000.0,,-58000000.0,,,,,,,402000000.0,,,,,,,,38000000.0,575000000.0,,1637000000.0,,,16000000.0,122000000.0,,,,,,132000000.0,,,,3739000000.0,2121000000.0,,,,99250814.0,,,95000000.0,5342000000.0,,,204000000.0,,,,,,,,,1603000000.0,,,,,,,,162000000.0,,-27000000.0,496000000.0,,,3758000000.0,,,,95000000.0,95000000.0,,,0.95,,-138000000.0,125000000.0,,1863000000.0,,,-177000000.0,,,,1308000000.0,,,,,,132000000.0,,231000000.0,4000000.0,-54000000.0,649000000.0,,,,,3107000000.0,,,,,,,,,,,,,,,
,,910000000.0,,1331000000.0,,2056000000.0,231000000.0,2900000000.0,-173000000.0,95864662.0,,1000000.0,,1472000000.0,568000000.0,36000000.0,0.0,,482000000.0,,,1305000000.0,199000000.0,-1237000000.0,470000000.0,482000000.0,,,4000000.0,3293000000.0,1499000000.0,431000000.0,,,239000000.0,,2.66,,-138000000.0,-1237000000.0,,,96590909.0,1271000000.0,1111000000.0,-1181000000.0,,,278000000.0,1000000.0,592000000.0,,4684000000.0,,-242000000.0,-110000000.0,,-1073000000.0,,-24000000.0,-728000000.0,,110000000.0,3293000000.0,,253000000.0,,,,1295000000.0,,0.0,2056000000.0,,2407000000.0,2.64,568000000.0,271000000.0,239000000.0,,,14074000000.0,-4000000.0,,1000000.0,163000000.0,,,21000000.0,177000000.0,,,6382000000.0,53000000.0,653000000.0,,2588000000.0,-619000000.0,,12000000.0,-134000000.0,-1181000000.0,,739000000.0,,0.0,221000000.0,,,,5449000000.0,3794000000.0,8349000000.0,255000000.0,,,1499000000.0,470000000.0,88000000.0,8349000000.0,,1904000000.0,431000000.0,,1305000000.0,,1271000000.0,,12743000000.0,,,2900000000.0,-65000000.0,-112000000.0,,382000000.0,,,,349000000.0,,48000000.0,331000000.0,349000000.0,592000000.0,6382000000.0,,171000000.0,470000000.0,97000000.0,88000000.0,,1472000000.0,,104000000.0,81000000.0,253000000.0,653000000.0,2407000000.0,,456000000.0,110000000.0,5449000000.0,1168000000.0,,1904000000.0,,2588000000.0,130000000.0,255000000.0,3794000000.0,221000000.0,239000000.0,470000000.0,-38000000.0,-862000000.0,1168000000.0,456000000.0,16000000.0,12000000.0,293000000.0,4353000000.0,,,,,,,,,,,,,,,
