,annualNetIncome,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualPretaxIncome,quarterlyLongTermDebt,annualTotalAssets,trailingNetIncome,annualGoodwill,annualAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,annualLongTermDebt,trailingInvestingCashFlow,quarterlyCurrentAccruedExpenses,annualDilutedAverageShares,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyOtherNonCurrentLiabilities,quarterlyAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherNonCashItems,annualDilutedEPS,annualStockholdersEquity,quarterlyInvestmentsAndAdvances,annualOperatingIncome,trailingChangeInWorkingCapital,annualDepreciationAndAmortization,annualTotalRevenue,trailingStockBasedCompensation,quarterlyDilutedEPS,annualPurchaseOfInvestment,trailingChangeInAccountPayable,annualRetainedEarnings,trailingSaleOfInvestment,quarterlySellingGeneralAndAdministration,annualBasicAverageShares,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,trailingTotalRevenue,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualChangeInAccountPayable,trailingOtherIncomeExpense,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyCurrentDebt,annualNetPPE,trailingOperatingIncome,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyInterestExpense,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,annualEbitda,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyBasicAverageShares,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingChangesInAccountReceivables,trailingInterestExpense,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,annualInterestExpense,annualCurrentAssets,quarterlyBasicEPS,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualBeginningCashPosition,annualGrossPPE,trailingCapitalExpenditure,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyGrossProfit,quarterlyOperatingExpense,annualCapitalExpenditure,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualCurrentDebt,annualTaxProvision,quarterlyDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyNetPPE,trailingResearchAndDevelopment,annualStockBasedCompensation,annualCurrentDeferredRevenue,annualOtherCurrentAssets,trailingCostOfRevenue,annualCostOfRevenue,annualCapitalStock,quarterlyTaxProvision,annualBasicEPS,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualTotalNonCurrentAssets,quarterlyCommonStockIssuance,annualResearchAndDevelopment,annualNetOtherFinancingCharges,trailingDepreciationAndAmortization,annualGrossProfit,trailingChangeInInventory,annualInventory,trailingTaxProvision,quarterlyEbitda,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,annualFreeCashFlow,annualOperatingExpense,annualPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,trailingOperatingExpense,quarterlyRetainedEarnings,trailingOtherNonCashItems,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAssets,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyOperatingIncome,quarterlyGrossPPE,trailingFreeCashFlow,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingPurchaseOfBusiness,trailingCashDividendsPaid,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,quarterlyIncomeTaxPayable,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,trailingDilutedAverageShares,trailingCommonStockIssuance
820368000,-10100000.0,,57800000.0,,,57800000.0,,,,8800000.0,8100000.0,,,,,33666667.0,900000.0,,,,4700000.0,600000.0,61700000.0,32800000.0,-100000.0,-0.3,46800000.0,,-11000000.0,,2600000.0,12200000.0,,,-74000000.0,,-30100000.0,,1300000.0,33666667.0,,-2200000.0,-2200000.0,-20200000.0,0.0,32700000.0,-2200000.0,-26500000.0,,,,0.0,400000.0,,,,2200000.0,600000.0,1200000.0,10400000.0,100000.0,8700000.0,,10400000.0,-9000000.0,10400000.0,,,,,900000.0,-58100000.0,,,11000000.0,100000.0,,,-8400000.0,-3300000.0,0.0,,,0.0,10400000.0,,10400000.0,,,,31400000.0,,100000.0,49000000.0,,,,6800000.0,11800000.0,,,,100000.0,3900000.0,-3100000.0,,-10100000.0,33400000.0,,2200000.0,,,,,,0.0,5800000.0,8300000.0,-7900000.0,,,,0.0,46800000.0,,3500000.0,,8100000.0,100000.0,,,-3100000.0,,8700000.0,,,,31400000.0,,2600000.0,,,-0.3,,-200000.0,8800000.0,32700000.0,19300000.0,0.0,,14800000.0,,,,-1600000.0,-100000.0,11000000.0,,,-16900000.0,25800000.0,,,,-1500000.0,,6100000.0,,-30100000.0,,4900000.0,-1500000.0,10400000.0,,-10100000.0,32700000.0,49000000.0,-1800000.0,,-2500000.0,11800000.0,,,,,,,,,,,,,,,,
828230400,,,62100000.0,,,,,,,11800000.0,14300000.0,,,,,,1000000.0,,,,2100000.0,500000.0,,,,,,,,,,,,-0.05,,,,,1000000.0,,,-2000000.0,-2000000.0,,,,-2000000.0,-9900000.0,,,,0.0,700000.0,,,,,,,,100000.0,,,12500000.0,,12500000.0,,,,,1000000.0,-11200000.0,,,17200000.0,400000.0,,,,7800000.0,0.0,,40000000.0,,,,,,,,37700000.0,,,,-0.05,,,,,,,,,,,,,5100000.0,,2300000.0,,,,,,10500000.0,6600000.0,9400000.0,,,,,0.0,44900000.0,,,,,,,40000000.0,-3100000.0,,11400000.0,,,,,,,,,,,-100000.0,,400000.0,,,,,,,,-1800000.0,12700000.0,,,,,,,,,,,7400000.0,,-32200000.0,,5600000.0,11600000.0,16700000.0,,,400000.0,50300000.0,-3800000.0,,-2800000.0,14500000.0,,,,,,,,,,,,,,,,
836092800,,,66000000.0,,,,,,,18200000.0,17000000.0,,,,,,1300000.0,,,,-5300000.0,500000.0,,,,,,,,,,,,-0.04,,,,,1000000.0,,,-1600000.0,-1600000.0,,,,-1600000.0,-1500000.0,,,,0.0,600000.0,,,,,,,,100000.0,,,7200000.0,,7200000.0,,,,,1300000.0,0.0,,,22600000.0,400000.0,,,,-11400000.0,-100000.0,,40000000.0,,,,,,,,31200000.0,,,,-0.04,,,,,,,,,,,,,6000000.0,,5000000.0,,,,,,0.0,8900000.0,11100000.0,,,,,0.0,43400000.0,,,,,,,40000000.0,-3100000.0,,17800000.0,,,,,,,,,,,,,200000.0,,,,,,,,-900000.0,-3600000.0,,,,,,,,,,,8800000.0,,-33800000.0,,7600000.0,-3900000.0,22100000.0,,,100000.0,47800000.0,-7500000.0,,-2200000.0,20900000.0,,,,,,,,,,,,,,,,
844041600,,,74400000.0,,100000.0,,,,,20500000.0,24900000.0,,,,,,2000000.0,,500000.0,,12400000.0,600000.0,,,,,,,,,,,,-0.09,,,,,1700000.0,,,-3400000.0,-3400000.0,,,,-3400000.0,-3400000.0,,,,0.0,-2600000.0,,,,,,,,100000.0,,,19700000.0,,19700000.0,,,,,2000000.0,0.0,,,29900000.0,500000.0,,,,11200000.0,0.0,,37777778.0,,,,,,,,31200000.0,,,,-0.09,,,,,,,,,,,,,500000.0,,4300000.0,,,,,,0.0,14900000.0,15600000.0,,,,,0.0,44500000.0,,,,,,,37777778.0,-3100000.0,,20000000.0,,,,,,,,,,,,,700000.0,,,,,,,,1300000.0,13400000.0,,,,,,,,,,,11900000.0,,-36700000.0,,12900000.0,15100000.0,29300000.0,,,700000.0,53900000.0,-3900000.0,,-700000.0,23100000.0,,,,,,,,,,,,,,,,
851990400,-6800000.0,,66900000.0,,,66900000.0,,,,23700000.0,16300000.0,,,,,40624000.0,2200000.0,,,,-12100000.0,600000.0,16300000.0,1600000.0,,-0.1675,45200000.0,,-5900000.0,,6500000.0,41800000.0,,,-16500000.0,,-36500000.0,,2500000.0,40624000.0,,200000.0,200000.0,-20400000.0,0.0,1500000.0,200000.0,-5600000.0,,,,0.0,700000.0,,,,4700000.0,600000.0,-700000.0,21100000.0,100000.0,22900000.0,,7600000.0,16000000.0,7600000.0,,,,,2200000.0,-5300000.0,,,21700000.0,800000.0,,,600000.0,-11800000.0,0.0,,,0.0,7600000.0,,7600000.0,,,,33100000.0,,200000.0,43200000.0,,,,10500000.0,32500000.0,,,,800000.0,6800000.0,-9600000.0,,-6800000.0,4700000.0,,4700000.0,,,,,,0.0,16400000.0,16600000.0,-20200000.0,,,,0.0,45200000.0,,-2900000.0,,16300000.0,100000.0,,,-9600000.0,,22900000.0,,,,33100000.0,,6500000.0,,,-0.1675,,,23700000.0,300000.0,40900000.0,0.0,,48300000.0,,,,2000000.0,-9200000.0,21700000.0,,,-4200000.0,54200000.0,,,,13300000.0,,11900000.0,,-36500000.0,,14200000.0,-6800000.0,21100000.0,,-6800000.0,300000.0,43200000.0,-5000000.0,,-200000.0,32500000.0,,,,,,,,,,,,,,,,
859766400,,,79600000.0,,,,,,,29800000.0,28900000.0,,,,,,2200000.0,,,,400000.0,400000.0,,,,,,,,,,,,0.03,,,,,2600000.0,,,1000000.0,1000000.0,,,,1000000.0,-4600000.0,,,,0.0,500000.0,,,,,,,,,,,8000000.0,,8000000.0,,,,,2200000.0,-4500000.0,,,33300000.0,4500000.0,,,,300000.0,0.0,,33333333.0,,,,,,,,33100000.0,,,,0.03,,,,,,,,,,,,,4500000.0,,4000000.0,,,,,,7600000.0,20100000.0,19500000.0,,,,,0.0,46300000.0,,,,,,,33333333.0,-9600000.0,,25300000.0,,,,,,,,100000.0,,,-100000.0,,100000.0,,,,,,,,2800000.0,1800000.0,,,,,,,1100000.0,,,,14700000.0,,-35500000.0,,17900000.0,4900000.0,32900000.0,,,100000.0,49800000.0,-4600000.0,,600000.0,34900000.0,,,,,,,,,,,,,,,,
867628800,,,76600000.0,,,,,,,32800000.0,23100000.0,,,,,,2400000.0,,,,3300000.0,400000.0,,,,,,,,,,,,0.05,,,,,2900000.0,,,1900000.0,1900000.0,,,,1900000.0,-3800000.0,,,,0.0,500000.0,,,,,,,,,,,11300000.0,,11300000.0,,,,,2400000.0,0.0,,,27100000.0,7000000.0,,,,1600000.0,-100000.0,,38000000.0,,,,,,,,28500000.0,,,,0.05,,,,,,,,,,,,,4000000.0,,3600000.0,,,,,,0.0,23600000.0,22100000.0,,,,,600000.0,49500000.0,,,,,,,38000000.0,-9600000.0,,25800000.0,,,,,,,,100000.0,,,300000.0,,1200000.0,,,,,,,,3900000.0,1400000.0,,,,,,,2000000.0,,,,16800000.0,,-33600000.0,,21200000.0,6000000.0,26700000.0,,,1100000.0,43800000.0,-4400000.0,,1500000.0,35400000.0,,,,,,,,,,,,,,,,
875577600,,,181100000.0,,,,,,,47600000.0,35100000.0,,,,,,2700000.0,,,,40000000.0,500000.0,,,,,,,,,,,,0.06,,,,,3300000.0,,,3000000.0,3000000.0,,,,3000000.0,-54900000.0,,,,0.0,1300000.0,,,,,,,,,,,51300000.0,,51300000.0,,,,,2700000.0,-45000000.0,,,40000000.0,17400000.0,,,,-1000000.0,100000.0,,50000000.0,,,,,,,,72900000.0,,,,0.06,,,,,,,,,,,,,6700000.0,,4400000.0,,,,,,0.0,25400000.0,23500000.0,,,,,-11000000.0,141100000.0,,,,,,,50000000.0,-9600000.0,,30200000.0,,,,,,,,200000.0,,,,,88500000.0,,,,,,,,4600000.0,700000.0,,,,,,,3200000.0,,,,17500000.0,,-30600000.0,,22700000.0,6300000.0,39500000.0,,,88600000.0,133500000.0,-7300000.0,,1900000.0,39800000.0,,,,,,,,,,,,,,,,
883526400,10400000.0,,193100000.0,10900000.0,,193100000.0,,,,54900000.0,41100000.0,,,,,48316000.0,3100000.0,,,,-200000.0,500000.0,26700000.0,90200000.0,,0.215,146000000.0,,7400000.0,,10400000.0,88400000.0,,,-61700000.0,,-26100000.0,,3400000.0,44430000.0,,4400000.0,4400000.0,-65400000.0,0.0,90200000.0,4400000.0,-2100000.0,,,,0.0,1500000.0,,,,5500000.0,500000.0,3800000.0,46600000.0,,36900000.0,,51200000.0,18700000.0,51200000.0,,,,,3100000.0,-12200000.0,,,47100000.0,18000000.0,,,17800000.0,-8300000.0,0.0,,,-4300000.0,51200000.0,,51200000.0,,,,67100000.0,,200000.0,138200000.0,,,,7600000.0,56700000.0,,,,18000000.0,12100000.0,-19800000.0,,10400000.0,11500000.0,,5500000.0,,,,,,0.0,29800000.0,26400000.0,-26100000.0,,,,10100000.0,146000000.0,,43500000.0,,41100000.0,,500000.0,,-19800000.0,,36900000.0,,,,67100000.0,,10400000.0,,200000.0,0.235,,,54900000.0,400000.0,68900000.0,0.0,,98800000.0,,,,6500000.0,-6000000.0,47100000.0,,,-7400000.0,91400000.0,,4600000.0,,-2100000.0,,19900000.0,,-26100000.0,,26700000.0,1500000.0,46600000.0,,10400000.0,400000.0,138200000.0,-9800000.0,,3400000.0,56700000.0,,,,,,,,,,,,,,,,
891302400,,,219100000.0,,600000.0,,,,,66900000.0,60000000.0,,,,,,3700000.0,,500000.0,,-13200000.0,1100000.0,,,,,,,,,,,,0.06,,,,,4600000.0,,,3600000.0,3600000.0,,,,3600000.0,-46500000.0,,,,0.0,100000.0,,,,,,,,,,,42700000.0,,42700000.0,,,,,3700000.0,-58300000.0,,,67800000.0,23500000.0,,,,22600000.0,100000.0,,51428571.0,,,,,,,,100900000.0,,,,0.07,,,,,,,,,,,,,20900000.0,,6700000.0,,,,,,55900000.0,34100000.0,30000000.0,,,,,0.0,151300000.0,,,,,,,60000000.0,-11900000.0,,43400000.0,,,,,,,,600000.0,,,-100000.0,,1700000.0,,,,,,,,7800000.0,23900000.0,,,,,,,4200000.0,,,,21700000.0,,-28300000.0,,30400000.0,31700000.0,66700000.0,,,1700000.0,152200000.0,-9100000.0,,4100000.0,55300000.0,,,,,,,,,,,,,,,,
899164800,,,219200000.0,,,,,,,72000000.0,56900000.0,,,,,,4000000.0,,,,-9500000.0,900000.0,,,,,,,,,,,,0.09,,,,,5700000.0,,,5200000.0,5200000.0,,,,5200000.0,-12000000.0,,,,0.0,1800000.0,,,,,,,,,,,32900000.0,,32900000.0,,,,,4000000.0,-1900000.0,,,61300000.0,26300000.0,,,,-4800000.0,-100000.0,,52000000.0,,,,,,,,103300000.0,,,,0.1,,,,,,,,,,,,,3000000.0,,3500000.0,,,,,,0.0,37100000.0,32800000.0,,,,,-6900000.0,157900000.0,,,,,,,57777778.0,-27400000.0,,45700000.0,,,,,,,,800000.0,,,200000.0,,1200000.0,,,,,,,,8300000.0,-8300000.0,,,,,,,6000000.0,,,,23100000.0,,-23100000.0,,33100000.0,1400000.0,60400000.0,,,1100000.0,147200000.0,-6200000.0,,4300000.0,73100000.0,,,,,,,,,,,,,,,,
907113600,,,233000000.0,,,,,,,95400000.0,50000000.0,,,,,,4300000.0,,,,12500000.0,1600000.0,,,,,,,,,,,,-0.13,,,,,6900000.0,,,-6800000.0,-6800000.0,,,,-6800000.0,3200000.0,,,,0.0,-9200000.0,,,,,,,,,,,45400000.0,,45400000.0,,,,,4300000.0,-11400000.0,,,57300000.0,27500000.0,17600000.0,,,-1300000.0,0.0,,52307692.0,,,,,,,,88100000.0,,,,-0.13,,,,,,,,,,,,,25000000.0,,5700000.0,,,,,,0.0,39000000.0,36000000.0,,,,,-200000.0,175700000.0,,,,,,,52307692.0,-31300000.0,,50300000.0,,,,,,,,700000.0,,,0.0,,400000.0,,,,,,,,7300000.0,400000.0,,,,,,,-6100000.0,,,,24800000.0,,-29900000.0,,34700000.0,8900000.0,55700000.0,,,300000.0,137600000.0,-10200000.0,,3000000.0,81600000.0,,,,,,,,,,,,,,,,
915062400,3500000.0,,230300000.0,5900000.0,800000.0,230300000.0,,,,98900000.0,41700000.0,,800000.0,,,57798000.0,5800000.0,,0.0,,4600000.0,800000.0,95000000.0,4800000.0,-100000.0,0.06,179600000.0,,12200000.0,,17800000.0,134800000.0,,,-98500000.0,,-28400000.0,,8200000.0,53842000.0,,1500000.0,1500000.0,-45400000.0,0.0,4000000.0,1500000.0,9900000.0,,,,0.0,900000.0,,,,8200000.0,800000.0,-6300000.0,49900000.0,,54400000.0,,50000000.0,36200000.0,50000000.0,17000000.0,,,,5800000.0,-26900000.0,,,50700000.0,27500000.0,17000000.0,,30000000.0,-15000000.0,0.0,0.0,,-7200000.0,50000000.0,,50000000.0,,,,67100000.0,,200000.0,131400000.0,,,,55600000.0,90400000.0,,,,27500000.0,25400000.0,-36000000.0,,3500000.0,46100000.0,,8200000.0,,,,,,0.0,42400000.0,41600000.0,-34700000.0,,,,-100000.0,179600000.0,,-5600000.0,,41700000.0,,2400000.0,,-36000000.0,,54400000.0,,,,67100000.0,,17800000.0,,300000.0,0.065,,-200000.0,98900000.0,1500000.0,97200000.0,0.0,,152600000.0,,,,6600000.0,-13800000.0,50700000.0,,,1500000.0,140400000.0,,1800000.0,,2200000.0,,27600000.0,,-28400000.0,,36600000.0,-5800000.0,49900000.0,,3500000.0,900000.0,131400000.0,-9200000.0,,800000.0,90400000.0,,,,,,,,,,,,,,,,
922838400,,,250800000.0,,500000.0,,,,,101800000.0,66100000.0,,,,,,5400000.0,,100000.0,,33500000.0,600000.0,,,,,,,,,,,,-0.04,,,,,8400000.0,,,-1900000.0,-1900000.0,,,,-1900000.0,1900000.0,,,,0.0,100000.0,,,,,,,,,,,83500000.0,,83500000.0,,,,,5400000.0,-15000000.0,,,73200000.0,26800000.0,16400000.0,,,22800000.0,100000.0,,47500000.0,,,,,,,,55800000.0,,,,-0.04,,,,,,,,,,,,,25800000.0,,6500000.0,,,,,,50000000.0,43000000.0,45000000.0,,,,,0.0,177600000.0,,,,,,,47500000.0,-41100000.0,,58600000.0,,,,,,,,,,,100000.0,,300000.0,,,,,,,,3400000.0,26700000.0,,,,,,,,,,,31200000.0,,-30300000.0,,37600000.0,31700000.0,72600000.0,,,100000.0,149000000.0,-8900000.0,,-2000000.0,99700000.0,,,,,,,,,,,,,,,,
930700800,,,224200000.0,,400000.0,,,,,106800000.0,48300000.0,,,,,,6400000.0,,0.0,,-30300000.0,400000.0,,,,,,,,,,,,-0.13,,,,,9500000.0,,,-7400000.0,-7400000.0,,,,-7400000.0,-13300000.0,,,,0.0,300000.0,,,,,,,,,,,53300000.0,,53300000.0,,,,,6400000.0,-8000000.0,,,53300000.0,27000000.0,15800000.0,,,-29100000.0,-100000.0,,56923077.0,,,,,,,,59500000.0,,,,-0.13,,,,,,,,,,,,,5800000.0,,4600000.0,,,,,,0.0,44300000.0,52000000.0,,,,,0.0,170900000.0,,,,,,,56923077.0,-46500000.0,,64000000.0,,,,,,,,,,,,,1500000.0,,,,,,,,-1300000.0,-18000000.0,,,,,,,,,,,36100000.0,,-37700000.0,,37900000.0,-18000000.0,52900000.0,,,1100000.0,117400000.0,-11100000.0,,-7700000.0,110500000.0,,,,,,,,,,,,,,,,
938649600,,,209700000.0,,200000.0,,,,,110800000.0,37700000.0,,,,,,5900000.0,40700000.0,100000.0,,-11900000.0,300000.0,,,,,,,,,,,,-0.2,,,,,9000000.0,,,-11100000.0,-11100000.0,,,,-11100000.0,2100000.0,,,,41400000.0,-1900000.0,,,,,,,,,,,41400000.0,,82100000.0,,,,,5900000.0,0.0,,,44100000.0,29000000.0,15200000.0,,,-26200000.0,0.0,,55500000.0,,,,,,,,8800000.0,,,,-0.2,,,,,,,,,,,,,11500000.0,,6100000.0,,,0.0,,-1000000.0,0.0,41300000.0,51800000.0,,,,,-1600000.0,165600000.0,,,,,,,55500000.0,-51800000.0,,66600000.0,,,,,,,,,,,,,4400000.0,,,,,,,,-4600000.0,-15000000.0,,,,,,,,,,,36900000.0,,-48800000.0,,35400000.0,-18400000.0,43800000.0,,,4100000.0,98900000.0,-7800000.0,,-10500000.0,118400000.0,,,,,,,,,,,,,,,,
946598400,-26800000.0,,221900000.0,-27600000.0,200000.0,221900000.0,,,,112400000.0,45000000.0,,200000.0,,,56276000.0,7000000.0,34700000.0,-100000.0,,-9100000.0,100000.0,53300000.0,13600000.0,100000.0,-0.475,170300000.0,,-27000000.0,,24700000.0,157000000.0,,,-27200000.0,,-55200000.0,,10300000.0,56276000.0,,-6400000.0,-6400000.0,-8700000.0,32200000.0,12500000.0,-6400000.0,600000.0,,,,32200000.0,-1200000.0,,,,6500000.0,100000.0,-5600000.0,51500000.0,,67300000.0,,32200000.0,-21400000.0,66900000.0,14600000.0,34700000.0,,,7000000.0,-4200000.0,,,51600000.0,30500000.0,14600000.0,,-2300000.0,-23700000.0,100000.0,-100000.0,,0.0,32200000.0,2600000.0,66900000.0,,,,16000000.0,,300000.0,109500000.0,,,,50000000.0,120400000.0,,,,30500000.0,37200000.0,-53100000.0,,-26800000.0,10200000.0,,6500000.0,,,0.0,,2600000.0,41400000.0,53100000.0,59900000.0,-34800000.0,,,,1600000.0,170300000.0,,-17800000.0,,45000000.0,,-800000.0,,-53100000.0,,67300000.0,,,,16000000.0,,24700000.0,0.0,,-0.475,,,112400000.0,7400000.0,146800000.0,100000.0,,181700000.0,,,,200000.0,-18500000.0,51600000.0,,,-56200000.0,208700000.0,,,,-24800000.0,,42600000.0,,-55200000.0,,46100000.0,-16700000.0,51500000.0,,-26800000.0,7200000.0,109500000.0,-7000000.0,,-6800000.0,120400000.0,,,,,,,,,,,,,,,,
954460800,,,875692000.0,,203423000.0,,,,,146752000.0,56046000.0,,,,,,8114000.0,270820000.0,0.0,,388114000.0,203423000.0,,,,,,,,,,,,-0.135,,,,,14821000.0,,,-8177000.0,-8177000.0,,,,-8177000.0,-243626000.0,,,,421334000.0,-1283000.0,,,,,,,,,,,421334000.0,,692154000.0,,,1897000.0,,8114000.0,-247851000.0,,,271372000.0,59224000.0,13966000.0,,,3629000.0,20000.0,,60612000.0,,,,,,,,22418000.0,,,,-0.135,,,,,,,,,,,,,16715000.0,,11903000.0,,,32000.0,,25761000.0,33220000.0,48868000.0,64269000.0,,,,,0.0,604320000.0,,,,,,,60612000.0,-58510000.0,,73562000.0,,,,,,,,,,,,,419262000.0,,,,,,,,-7287000.0,21316000.0,,,,,,,,,,,41334000.0,,-63346000.0,,40754000.0,16119000.0,67949000.0,,,615619000.0,728940000.0,-12490000.0,,-15401000.0,132072000.0,,,,,,,,,,,,,,,,
962323200,,,876635000.0,,203292000.0,,,,,165527000.0,57855000.0,,,,,,8415000.0,242805000.0,0.0,14732000.0,17779000.0,203292000.0,,,,,,,,,,,,-0.105,,,,,15000000.0,,,-6590000.0,-6590000.0,,,,-6590000.0,3004000.0,,,,438113000.0,0.0,,,,,,,,,,,438113000.0,,680918000.0,,,3011000.0,,8415000.0,-58761000.0,,,274694000.0,64228000.0,13369000.0,,,-9590000.0,0.0,,63798000.0,,,,,,,,15458000.0,,,,-0.105,,,,,,,,,,,,,82763000.0,,13547000.0,,,32000.0,,26537000.0,421334000.0,54430000.0,68822000.0,,,,,0.0,601941000.0,,,,,,,63798000.0,-65002000.0,,87930000.0,,,,,,,,,,,,,3435000.0,,,,,,,,-5977000.0,8583000.0,,,,,,,,,,,45407000.0,,-69936000.0,,46015000.0,11408000.0,71402000.0,,,3487000.0,711108000.0,-20998000.0,,-14392000.0,152932000.0,,,,,,,,,,,,,,,,
970272000,,,865924000.0,,203167000.0,,,,,181350000.0,41423000.0,,,,,,9634000.0,316255000.0,0.0,,-109736000.0,203167000.0,,,,,,,,,,,,-0.12,,,,,15848000.0,,,-7598000.0,-7598000.0,,,,-7598000.0,-91430000.0,,,,328377000.0,0.0,,,,,,,,,,,328377000.0,,644632000.0,,,2886000.0,,9634000.0,-143166000.0,,,256438000.0,72294000.0,12771000.0,,,-42804000.0,0.0,,64064000.0,,,,,,,,18927000.0,,,,-0.12,,,,,,,,,,,,,69075000.0,,11848000.0,,,64000.0,,34213000.0,438113000.0,61616000.0,77362000.0,,,,,-1173000.0,609486000.0,,,,,,,64064000.0,-72814000.0,,96285000.0,,,,,,,,,,,,,7467000.0,,,,,,,,-6112000.0,-28674000.0,,,,,,,,,,,51880000.0,,-77534000.0,,51982000.0,-26638000.0,53271000.0,,,7398000.0,684574000.0,-16166000.0,,-15746000.0,169099000.0,,,,,,,,,,,,,,,,
978220800,-29735000.0,,886820000.0,-32667000.0,187814000.0,886820000.0,,,35022000.0,238925000.0,58815000.0,,187814000.0,,,63211000.0,8679000.0,472025000.0,0.0,35022000.0,-218222000.0,187814000.0,395134000.0,434652000.0,,-0.47,622694000.0,,-62590000.0,,34842000.0,194167000.0,,,-832451000.0,,-84904000.0,,18532000.0,63211000.0,,-7370000.0,-10507000.0,-533693000.0,110155000.0,619120000.0,-7370000.0,-201641000.0,,,,110155000.0,0.0,,,,17497000.0,187814000.0,-1283000.0,76312000.0,,98948000.0,,110155000.0,-7344000.0,582180000.0,82944000.0,472025000.0,2735000.0,,8679000.0,-382673000.0,,,264126000.0,57033000.0,82944000.0,,-27748000.0,-54955000.0,0.0,0.0,,0.0,110155000.0,18140000.0,582180000.0,,,,30693000.0,,10529000.0,647895000.0,,,,32220000.0,179654000.0,,,,57033000.0,64201000.0,-80706000.0,,-29735000.0,226581000.0,,17497000.0,,,66000.0,,18140000.0,328377000.0,64095000.0,81146000.0,-96376000.0,,,,1173000.0,622694000.0,,77935000.0,,58815000.0,,205000.0,,-80706000.0,,98948000.0,,,,30693000.0,,34842000.0,66000.0,,-0.47,,,238925000.0,4488000.0,192556000.0,20000.0,,229009000.0,,,,-8372000.0,-7438000.0,264126000.0,,,-103720000.0,291599000.0,,,,-6213000.0,,53935000.0,,-84904000.0,,55416000.0,-8233000.0,76312000.0,,-32872000.0,-7384000.0,647895000.0,-46722000.0,,-17051000.0,179654000.0,,,,,,,,,,,,,,,,
