,timestamp,annualCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,annualTaxProvision,trailingResearchAndDevelopment,annualCostOfRevenue,trailingOperatingIncome,quarterlyInvestingCashFlow,annualEndCashPosition,trailingTotalRevenue,quarterlyDilutedAverageShares,trailingCostOfRevenue,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,annualCurrentDebt,quarterlyStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualOperatingIncome,quarterlyEbitda,annualOtherShortTermInvestments,annualBasicEPS,trailingEndCashPosition,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualOtherCurrentAssets,trailingTaxProvision,annualChangeInAccountPayable,annualAccountsPayable,annualChangeInWorkingCapital,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyDepreciationAndAmortization,annualInvestmentsAndAdvances,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualFreeCashFlow,quarterlyDeferredIncomeTax,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,quarterlyCurrentAssets,annualOperatingExpense,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyLongTermDebt,annualCashDividendsPaid,annualLongTermDebt,quarterlyChangeInInventory,annualAccountsReceivable,annualBeginningCashPosition,trailingPretaxIncome,annualCurrentAssets,quarterlyOtherCurrentAssets,annualTotalAssets,annualNetIncome,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualOtherNonCurrentAssets,annualNetIncomeCommonStockholders,annualDilutedEPS,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,annualSaleOfInvestment,quarterlyChangeInAccountPayable,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,annualStockholdersEquity,annualCurrentAccruedExpenses,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingExpense,trailingSaleOfInvestment,quarterlyInventory,quarterlyOtherIncomeExpense,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,trailingOperatingCashFlow,quarterlyTaxProvision,trailingOtherIncomeExpense,annualCapitalStock,quarterlyNetPPE,annualStockBasedCompensation,quarterlyRepaymentOfDebt,annualCurrentLiabilities,annualOtherIncomeExpense,annualTotalNonCurrentAssets,trailingChangeInInventory,annualNetPPE,annualOtherIntangibleAssets,quarterlyCommonStockIssuance,annualInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualOperatingCashFlow,quarterlyDilutedEPS,trailingDepreciationAndAmortization,quarterlyInterestExpense,annualOtherNonCashItems,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualEbitda,annualPurchaseOfBusiness,annualDilutedAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredTaxesLiabilities,annualOtherNonCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,trailingPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,quarterlyBasicAverageShares,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualChangesInAccountReceivables,trailingPurchaseOfInvestment,annualPretaxIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,annualGoodwill,annualNonCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingNetIncome,quarterlyTotalNonCurrentAssets,trailingBeginningCashPosition,quarterlyTotalAssets,annualInterestExpense,trailingOperatingExpense,quarterlyChangesInAccountReceivables,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,trailingChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOtherShortTermInvestments,annualGrossPPE,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualRepaymentOfDebt,annualBasicAverageShares,quarterlyCapitalStock,trailingChangeInWorkingCapital,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyAccountsPayable,annualInvestingCashFlow,trailingStockBasedCompensation,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingGrossProfit,annualTotalRevenue,annualPurchaseOfInvestment,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingDeferredIncomeTax,annualIncomeTaxPayable,trailingCashDividendsPaid,trailingBasicAverageShares,trailingBasicEPS,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1422662400,,,-107000000.0,,45246000000.0,,,5398000000.0,,,,,,,,-5000000.0,,,-316000000.0,,,-1.699528,,920000000.0,,,,,1029000000.0,,729000000.0,,,0.0,,,,,,,,,2073000000.0,,,,,,,,,9212000000.0,,-1108000000.0,175000000.0,,,,,,,6449000000.0,,,,,-1221000000.0,,,,-1221000000.0,-1.699528,,,8292000000.0,,,,15000000.0,,28000000.0,,,,,,,,,,,,,2977000000.0,,,,,,,,-3094000000.0,,,,,,72000000.0,,,-92000000.0,,,,,,,,,2551000000.0,,,,153000000.0,,,8896000000.0,,,2569000000.0,-73000000.0,718434605.0,,,,,,,,,71000000.0,,,,,,,-238000000.0,,-1215000000.0,,,,,,,,,,807000000.0,,,-465000000.0,,,,,,,,,,,-6053000000.0,718434605.0,,,,,,-355000000.0,,,,,54142000000.0,-27000000.0,-1051000000.0,-478000000.0,,,,,,,,
2,1438300800,,1932000000.0,,,,,,,,718434605.0,,,-265000000.0,,,,,,,-154000000.0,,,,,,,,,,,,,-103000000.0,,,,,,,,,,,,,,,,,-0.368858,,,12975000000.0,,,,,,,,,,,,,,,,10896000000.0,,,,,,,,,2079000000.0,,,,,,,,,,-292000000.0,-265000000.0,2182000000.0,,,-51000000.0,,,,,,,,,,,-33000000.0,,,,,,,,,,,,,,,,,-0.368858,,171000000.0,,,,,,,,,,250000000.0,,,,-325000000.0,,,,,718434605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1446249600,,1943000000.0,,,,,-85000000.0,,,718434605.0,,5982000000.0,-180000000.0,,19000000.0,,0.0,,,605000000.0,,,,,,26000000.0,,,,,,,-78000000.0,,,,349000000.0,719000000.0,,,-8000000.0,,,-187000000.0,,,,,,-0.250545,,,12674000000.0,,,,,,,9000000.0,,,,,,,,,10542000000.0,,,,,,,,,2132000000.0,,-337000000.0,,,,,,,,-264000000.0,-180000000.0,2210000000.0,,,-36000000.0,,22000000.0,,,,,,,,,-17000000.0,,,,,-2459000000.0,,,,,,,,,,,,-0.250545,,167000000.0,,,,,,-4000000.0,,,,267000000.0,,,,-281000000.0,,,,,718434605.0,459000000.0,-110000000.0,,-648000000.0,,,,,,,,,,,,,,,,100000000.0,,0.0,,,0.0,,,,,-312000000.0,,,,,,6294000000.0,,,,,,,,,,,,,,,,,,,
4,1454198400,3632000000.0,2001000000.0,-118000000.0,,42524000000.0,,-123000000.0,6576000000.0,,,,6576000000.0,-155000000.0,2981000000.0,19000000.0,-4000000.0,-1000000.0,,-514000000.0,682000000.0,0.0,-1.536674,,1051000000.0,18346000000.0,40000000.0,3497000000.0,,-374000000.0,12881000000.0,119000000.0,43656000000.0,-26000000.0,-2000000.0,,43656000000.0,829000000.0,716000000.0,114000000.0,-3937000000.0,59000000.0,4089000000.0,1680000000.0,198000000.0,,25310000000.0,,1907000000.0,-324000000.0,,23573000000.0,8901000000.0,12679000000.0,-1168000000.0,85000000.0,6322000000.0,10650000000.0,,10650000000.0,-164000000.0,4887000000.0,5398000000.0,,23573000000.0,3497000000.0,45122000000.0,-1104000000.0,4887000000.0,10425000000.0,626000000.0,-1104000000.0,-1.536674,381000000.0,,7850000000.0,2562000000.0,114000000.0,2254000000.0,7000000.0,-105000000.0,0.0,18346000000.0,,1466000000.0,381000000.0,,8406000000.0,-168000000.0,-155000000.0,2280000000.0,,1619000000.0,-8000000.0,2872000000.0,14000000.0,,,3632000000.0,1466000000.0,-3937000000.0,939000000.0,-496000000.0,,-30000000.0,,5727000000.0,1649000000.0,72000000.0,-742000000.0,25310000000.0,-92000000.0,21549000000.0,,1649000000.0,8577000000.0,0.0,1619000000.0,6322000000.0,2981000000.0,2162000000.0,,,164000000.0,115000000.0,,6322000000.0,8387000000.0,,4000000.0,2266000000.0,0.0,718434605.0,279000000.0,939000000.0,2562000000.0,0.0,-198000000.0,8577000000.0,,6322000000.0,-5000000.0,,971000000.0,-142000000.0,626000000.0,-175000000.0,-258000000.0,187000000.0,,-1286000000.0,3284000000.0,,8406000000.0,4089000000.0,,,21549000000.0,,45122000000.0,680000000.0,,262000000.0,-205000000.0,-2000000.0,,-324000000.0,6000000.0,,-258000000.0,0.0,1907000000.0,594000000.0,,-5950000000.0,718434605.0,5727000000.0,,5982000000.0,,12881000000.0,-321000000.0,,3284000000.0,,,50911000000.0,-27000000.0,1178000000.0,-482000000.0,,,,,,,,
5,1461974400,,2068000000.0,,,,,-60000000.0,,,718434605.0,,6139000000.0,55000000.0,,14000000.0,,,,,497000000.0,,,,,,46000000.0,,,,,,,-139000000.0,,,,-155000000.0,692000000.0,,,-337000000.0,,,-586000000.0,,,,,,0.076555,,,12241000000.0,,,,,,,-20000000.0,,,,,,,,,10048000000.0,,,,,,,,,2193000000.0,,-440000000.0,,,,,,,,-424000000.0,55000000.0,2332000000.0,,,-56000000.0,,16000000.0,,,,,,,,,66000000.0,,,,,-1041000000.0,,,,,,,102000000.0,,,,,0.076555,,163000000.0,,,,,,1000000.0,,,,264000000.0,,,,-358000000.0,,,,,718434605.0,-63000000.0,-92000000.0,,-387000000.0,,,,,,,,,,,,,,,,108000000.0,,-1000000.0,,,12000000.0,,,,,-437000000.0,,,,,,6576000000.0,,,,,,,,,,,,,,,,,,,
6,1469923200,,2020000000.0,,,,,-161000000.0,,,718434605.0,,7373000000.0,573000000.0,,20000000.0,,,,,695000000.0,,,,,,4000000.0,,,,,,66725000000.0,63000000.0,,,,1735000000.0,629000000.0,,-3309000000.0,1647000000.0,4154000000.0,,-1033000000.0,,25823000000.0,,,,0.797567,24247000000.0,,13050000000.0,,,,33836000000.0,,,191000000.0,,,,,3326000000.0,,,5257000000.0,10721000000.0,,,,3835000000.0,,,2733000000.0,104000000.0,2329000000.0,,1672000000.0,,40902000000.0,,,,,8406000000.0,-264000000.0,573000000.0,2266000000.0,,1446000000.0,3000000.0,,-31000000.0,,,3916000000.0,2065000000.0,,,,,-22000000.0,,,1562000000.0,,-1597000000.0,,,,,,,,,7226000000.0,2500000000.0,,0.797567,,352000000.0,,,7226000000.0,,,-358000000.0,,,,246000000.0,,,,-286000000.0,7595000000.0,,,,718434605.0,1878000000.0,-143000000.0,24731000000.0,-462000000.0,,,,,1522000000.0,,,,,,44669000000.0,,68916000000.0,,,-488000000.0,,-1000000.0,,-308000000.0,6000000.0,,,,,1234000000.0,,,,5682000000.0,,6139000000.0,,14050000000.0,,,,,,,,,,,,,,,,,
7,1477872000,,4556000000.0,,,,,-37838000000.0,,,718434605.0,,8904000000.0,-2064000000.0,,149000000.0,,-503000000.0,,,-145000000.0,,,,,,120000000.0,,,,,,105813000000.0,-1512000000.0,,,,-536000000.0,1576000000.0,,-5366000000.0,338000000.0,7907000000.0,,-417000000.0,,41369000000.0,,,,-2.872913,36407000000.0,,16247000000.0,,,,47284000000.0,,,-19000000.0,,,,,4441000000.0,,,8830000000.0,12348000000.0,,,,7445000000.0,,,3761000000.0,4285000000.0,3899000000.0,,-264000000.0,,64444000000.0,,,,,38840000000.0,-1637000000.0,-2064000000.0,5411000000.0,,3504000000.0,-209000000.0,,-2000000.0,,,9215000000.0,13880000000.0,,5305000000.0,,,-669000000.0,,,5805000000.0,,-7000000000.0,,,,,,,,,8822000000.0,8388000000.0,,-2.872913,,585000000.0,,,10679000000.0,,,-833000000.0,,,,855000000.0,,,,-2306000000.0,36571000000.0,,,,718434605.0,-269000000.0,-267000000.0,1334000000.0,39659000000.0,,,,,1677000000.0,,,,,,89225000000.0,,125632000000.0,,,-776000000.0,,-751000000.0,,-504000000.0,543000000.0,,,1857000000.0,,1531000000.0,,,,19925000000.0,,7373000000.0,,14644000000.0,,,,,,,,,,,,,,,,,
8,1485820800,10265000000.0,4928000000.0,-1619000000.0,,48683000000.0,,6803000000.0,9474000000.0,,,,9474000000.0,-236000000.0,6329000000.0,215000000.0,-1289000000.0,-267000000.0,,-3252000000.0,282000000.0,1975000000.0,-2.327282,,2636000000.0,61062000000.0,158000000.0,4144000000.0,,751000000.0,14422000000.0,2602000000.0,99197000000.0,-1668000000.0,-1322000000.0,,99197000000.0,272000000.0,2041000000.0,3802000000.0,-5609000000.0,954000000.0,8431000000.0,1316000000.0,-165000000.0,,38135000000.0,,13114000000.0,-595000000.0,,30773000000.0,16211000000.0,20074000000.0,-3737000000.0,-13000000.0,9474000000.0,43061000000.0,,43061000000.0,924000000.0,9420000000.0,6576000000.0,,30773000000.0,4144000000.0,118206000000.0,-1672000000.0,9420000000.0,15543000000.0,1364000000.0,-1672000000.0,-2.327282,405000000.0,,13575000000.0,3856000000.0,3802000000.0,4531000000.0,1173000000.0,-217000000.0,4586000000.0,61062000000.0,,13243000000.0,405000000.0,,38910000000.0,-1414000000.0,-236000000.0,6199000000.0,,2538000000.0,-91000000.0,4938000000.0,4000000.0,,,10265000000.0,13243000000.0,-5609000000.0,5483000000.0,31908000000.0,,-996000000.0,,20199000000.0,5653000000.0,398000000.0,-7322000000.0,38135000000.0,-353000000.0,87433000000.0,,5653000000.0,35053000000.0,181000000.0,2538000000.0,9474000000.0,6329000000.0,2222000000.0,,,651000000.0,328000000.0,,11449000000.0,12959000000.0,,-99000000.0,1333000000.0,-37629000000.0,718434605.0,1271000000.0,5483000000.0,3856000000.0,-15000000.0,-2410000000.0,35053000000.0,,11449000000.0,1076000000.0,,676000000.0,-404000000.0,1364000000.0,-6902000000.0,-7461000000.0,-1776000000.0,,-5356000000.0,3130000000.0,,38910000000.0,8431000000.0,,,87433000000.0,,118206000000.0,1751000000.0,,-620000000.0,-2201000000.0,-569000000.0,,-595000000.0,612000000.0,,-7461000000.0,1975000000.0,13114000000.0,570000000.0,,-16960000000.0,718434605.0,20199000000.0,,8904000000.0,,14422000000.0,-31256000000.0,,3130000000.0,,,61642000000.0,-778000000.0,2898000000.0,-906000000.0,,,,,,,,
9,1493510400,,4669000000.0,,,,,51000000.0,,,718434605.0,,9554000000.0,-1334000000.0,,201000000.0,,-559000000.0,,,736000000.0,,,,,,153000000.0,,,,,,98650000000.0,-1500000000.0,,,,-94000000.0,2212000000.0,,-6859000000.0,-132000000.0,8330000000.0,,-839000000.0,,36636000000.0,,,,-1.856815,30384000000.0,,17816000000.0,,,,44948000000.0,,,15000000.0,,,,,4655000000.0,,,8834000000.0,13514000000.0,,,,6376000000.0,,,709000000.0,3772000000.0,4302000000.0,,665000000.0,,62014000000.0,,,,,38930000000.0,-1383000000.0,-1334000000.0,5802000000.0,,2466000000.0,24000000.0,,3000000.0,,,10354000000.0,11532000000.0,,7726000000.0,,,-690000000.0,,,5438000000.0,,-3154000000.0,,,,,,,8000000.0,,9554000000.0,4842000000.0,,-1.856815,,597000000.0,,,11174000000.0,,,-5000000.0,,,,1133000000.0,,,-32000000.0,-2073000000.0,33283000000.0,,,,718434605.0,240000000.0,-334000000.0,1492000000.0,-205000000.0,,,,,,,,,,,85656000000.0,,116040000000.0,,,561000000.0,,-496000000.0,,-553000000.0,973000000.0,,,1620000000.0,,80000000.0,,,,20057000000.0,,9474000000.0,,15064000000.0,,,,,,,,,,,,,,,,,
