date,annualCapitalExpenditure,trailingOperatingExpense,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,annualTaxProvision,annualNetOtherFinancingCharges,trailingInterestExpense,quarterlyNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,annualRepaymentOfDebt,annualInterestExpense,quarterlyGrossProfit,quarterlyBasicAverageShares,annualTotalRevenue,annualTotalNonCurrentAssets,quarterlyCurrentLiabilities,annualGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyNetPPE,annualBasicAverageShares,quarterlyCapitalExpenditure,trailingNetIncome,trailingTaxProvision,annualChangeInInventory,quarterlyOperatingIncome,quarterlyTotalRevenue,annualCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,annualCashDividendsPaid,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualOperatingExpense,annualNetIncome,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCostOfRevenue,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyDilutedAverageShares,annualNonCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualStockholdersEquity,quarterlyCommonStockIssuance,annualBasicEPS,annualOtherNonCashItems,annualLongTermDebt,quarterlyOtherCurrentLiabilities,annualCurrentLiabilities,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualRetainedEarnings,annualGoodwill,annualInventory,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,quarterlyBasicEPS,quarterlyInventory,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualNetPPE,annualOtherIncomeExpense,trailingGrossProfit,quarterlyOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,trailingOperatingIncome,quarterlyOtherIntangibleAssets,annualAccountsPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCommonStockIssuance,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,annualEndCashPosition,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,trailingTotalRevenue,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyInterestExpense,trailingPretaxIncome,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,trailingChangeInInventory,quarterlyStockBasedCompensation,trailingPurchaseOfBusiness,trailingBeginningCashPosition,annualResearchAndDevelopment,trailingCashDividendsPaid,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,trailingCapitalExpenditure,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingBasicEPS,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingPurchaseOfInvestment,trailingEndCashPosition,annualStockBasedCompensation,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingOperatingCashFlow,trailingCommonStockIssuance,trailingChangeInAccountPayable
2007-03-31,,,,,26065074312.78372,,,,,,0.147136,,,,775778745.228291,-177359125.179035,,298065805.8836,,,,,,,884048816.476614,,,,1016444430.711261,-292220339.551813,5450410565.38619,,,,-7828606.756251,,-19808414.209478,128432332.085957,,,763687985.866236,681859877.0,,,2774568386.67089,,401177113.154777,,,107903230.252468,3457100548.846268,,,7516141191.821913,,,-520601349.723965,,1067763187.028,672776390.73245,468247042.258161,181011542.069656,15109939723.722979,,-226038025.719056,,,,655784755.613768,1988731001.275572,,124635977.583883,,,-10955134589.06074,,,,,,,100364497.852615,,100364497.852615,340070599.259232,,,,,681859877.0,,1410320708.351781,198989749.566839,,,,,,896247529.047259,,1108332602.556086,1906628587.876061,133254242.069634,1225043015.409337,,,,,,,6105820483.470132,,,6741078.136384,,0.147136,142931047.739612,,-78555950.583987,,,,,,107903230.252468,,-219563831.903907,,,,,172510226.893211,,,,,,228264060.862847,817454681.144422,4477361325.394527,,,93797344.33007,766573735.06252,,,-145235049.089607,,,-59273308.483011,17579532299.593777,,,962546792.189322,198098136.029227,,,10290709578.492804,999.566746,,21036632848.440044,100364497.852615,1169861933.185275,114032573.540176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,,,,26632851064.239487,,,,,,0.01916,,,,818503051.427161,-84214867.818288,,146683736.397985,,,,,,,732659455.791213,,,,719335482.830438,-293256230.832895,5308594853.170648,,,,-30082697.181853,,-9937455.057208,-36839021.8908,,,642836673.332537,681860211.0,,,2594501597.381841,,174653075.960342,,,138399266.233991,3391051102.963895,,,8050705462.838146,,,-744700922.938483,,815142049.283836,626130692.143347,719003958.011611,121812320.537378,15333323906.697268,,-259645789.65834,,,,502168730.651801,2079900159.694507,,-467754284.487124,,,-11299527157.542217,,,,,,,13889141.297641,,13889141.297641,405748780.222005,,,,,681860211.0,,1398376951.274736,-331087136.782095,,,,,,925984098.83733,,1212423505.905719,2000249410.388981,141439172.636838,1437063486.361971,,,,,,,6648724436.943648,3604074.619762,,,,0.01916,161675206.374776,,-165512350.488406,,,,,,140667942.680736,,-475248338.859339,,,,,66715892.545008,,,,,,230490725.139412,1016444430.711261,0.0,,,90452970.182244,716583662.325591,,,-38960872.241963,,,-8393867.704349,17787013518.449375,,,708575274.480512,188811297.4891,,,10645207060.219988,-1309389.686826,,21178064621.41327,13889141.297641,1174550213.301378,146102990.563665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,,,,27370876550.644913,,,,,,0.173736,82835318.382021,,,879419570.762154,-256640529.446516,,397052891.254395,,,,,,,813277924.764582,,,,784771510.351872,-337295042.409165,5534519745.451179,,,,-122819285.428905,,-43414074.953254,164891779.166426,,,689341845.82694,681860211.0,,,3127204059.674811,,349188134.929017,,,135605315.410415,3870493580.806357,,,7779777514.156888,,,-109328471.824037,,976937177.736577,594814724.16074,561394304.470253,47351016.536465,15637272664.04625,,-300497980.659604,,,,553736530.416525,2648512518.695909,,11349349.097126,,,-11733603886.598661,,,,,,,118452003.625743,,118452003.625743,353426848.272941,,,,,681860211.0,,1455269900.458242,12577924.261577,,,,,,876859867.261365,,1256956347.00038,1989789164.49067,157609170.377175,1959170672.868969,,,,,,,6312079908.37697,12427705.321676,,,,0.173736,206374470.57378,,-10530666.178959,,,,,,135605315.410415,,-109572405.498811,,,,,181015315.079042,,,,,,259541394.348056,719335482.830438,0.0,,,178026828.758324,772841552.919064,,,-134227795.887846,,,1982445.744227,18069477743.253563,,,1213315451.274117,211280985.406023,,,10906981573.8317,-1399238.456116,,21939971324.05992,118452003.625743,994233417.127892,52928867.613336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,-1192863080.082835,,36832894.461508,,28218587262.77011,,,312279729.177828,536625445.974288,-12139836322.298216,,155519583.025671,,-433829512.808801,1033629734.881552,-216100143.945937,,1388187460.132415,,,4539460434.739629,,378259829.857743,1213406359.741592,1481621993.917414,208559579.879816,170792350.973821,,1157654974.879217,-465835398.856966,5829644917.128535,508320049.576717,-42011109.179638,,-59368621.093418,681860211.0,11744585.746862,182143846.637171,-1692276260.157041,817830268.860958,1104229848.185082,,9410844487.087225,18427574900.056316,3494440416.284904,3057803356.038659,311822340.609345,,723641009.19911,197554186.810592,4539460434.739629,11631922207.991972,,8137481791.707068,-734314666.389777,,-317645515.670557,1388187460.132415,781076925.335151,23689305.614928,-1052038946.612864,330519106.406514,16078750940.471895,681784866.0,-406681284.045835,,,-61415358.473078,897777697.251546,3494073353.366104,15721692.164886,-26623651.854329,-1110658156.735925,681015516.679382,-12139836322.298216,378259829.857743,545523410.097232,378259829.857743,949095394.999401,,6353041131.048565,-120188704.13174,-1388607011.650838,-120188704.13174,817257861.527767,,45157742.857007,239256170.137197,36832894.461508,,,1476736824.41267,328079042.833495,5829644917.128535,,0.554808,696606358.12716,6615587224.437392,1213406359.741592,3494440416.284904,1287486248.463052,1982666004.321176,170792350.973821,2389843505.181022,781076925.335151,1287486248.463052,211722583.475923,22967035334.795948,-358392609.660444,965484636.721778,6615587224.437392,45157742.857007,5208783020.078976,15721692.164886,-222442103.888418,,211722583.475923,1982666004.321176,-474803339.512167,165002525.963591,2512279945.941427,16078750940.471895,-529207783.461779,,206452150.933536,,-306273580.473868,8137481791.707068,438628935.998755,1916504089.281945,,191415468.712278,1033629734.881552,188304363.883976,23689305.614928,5675339.292261,191415468.712278,247188456.371463,784771510.351872,5208783020.078976,3182303592.450538,1157654974.879217,164615058.269047,188304363.883976,0.554808,,-115405795.589386,,-220099210.460427,-156757373.445285,18427574900.056316,164615058.269047,28218587262.77011,681015516.679382,231053675.330717,,1398988686.867803,11631922207.991972,-39303480.603442,165002525.963591,22967035334.795948,-120188704.13174,312279729.177828,410576577.481933,1476736824.41267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,,,,30094378562.503414,,,,,,0.230642,16920080.203889,,,1087978617.043382,-114628475.986909,,801366787.576152,,,,,,,1046167093.977574,,,,1262505702.187612,-396747884.681229,6622188455.824762,,,,-78999174.136625,,-143714316.622061,163649747.378239,,,917389047.894885,681860211.0,,,3815792164.087756,,374581796.927469,,,138730208.071906,4884807688.040573,,,8518409461.770179,,,-540196288.525801,,1453552493.202832,883069241.043182,746296753.080265,128232172.305503,17004272203.020067,,-335372205.303286,,,,778659843.267422,2807381674.180383,,-201749529.448068,,,-13090106359.483347,,,,,,,159897868.604526,,159897868.604526,607230391.119835,,,,,681860211.0,,1758154074.65057,-69735375.035552,,,,,,1146094105.424857,,1442642041.77021,2038088984.791701,174824104.699464,1889992626.285499,,,,,,,6689875800.751422,70379586.368187,,,,0.230642,212037845.325809,,-240132282.850924,,,,,,138729204.627463,,-91309430.567732,,,,,201920115.003439,,,,,,267507250.710152,1332241077.223164,0.0,,,92460381.344262,975529622.387444,,,101455257.334516,,,,19633752208.39321,,,1406895336.920053,207032664.442344,,,12334201625.857935,-1061644.221072,,24518559896.433784,159897868.604526,984917848.599494,271858185.816549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,,56123275.425298,,28654964561.573162,,,,,,0.426013,-2586684.350663,,,1172282241.99583,199768695.115074,,1241050952.291638,,,,,,,1361597474.532731,,,,1306831952.618041,-330158144.875253,5810665812.498782,,,,29009267.648522,,156304564.493137,89376936.030768,,,1566709249.270027,678545600.0,,,4219919583.788023,,867649951.348995,,,182437561.545246,5063985710.144786,,,,,,-394001625.908013,,1180971339.906853,28463170.708537,-137325341.316133,236684465.004717,16168492988.434631,,-331815781.864709,,,,961537682.144224,3390697372.719207,,-344049894.962946,,,-12486471573.13853,,,,,,,630963509.344261,,289069034.448415,814972838.316804,,,,,681860211.0,,,244339429.247606,,,,,,580890744.051679,,1130389600.42481,2243107943.030575,157319105.389052,1823990100.449196,,,,,,,,,,,,0.426013,193753943.01596,,93176010.789201,184355026.112205,,,,,605169590.125786,,-437827326.013908,,,,,197521882.977376,,,,,,170919205.800361,1262505702.187612,4936410494.451157,,,196383888.989029,224847059.697566,,,-83475713.518627,,,,18514258265.413994,,,635268968.494846,268012007.270062,,,12366188653.370228,-9109890.674772,,23578243975.55878,289069034.448415,429693589.599938,483157056.452095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,,70342278.277852,,29089572831.903812,,,,,,0.322992,-239782.797556,,,957115109.780605,120999152.686086,,556653052.19878,,,,,,,1146575430.750244,,,,1396562022.51642,-245782969.285639,6107945117.126383,,,,109089743.721548,,-35246.821484,-60833261.649843,,,1316153138.198805,686492246.0,,,3617464595.288985,,583325365.304135,,,121486543.479872,4324837819.083109,,,,,,-940737539.972182,,1495733222.908146,27332239.107962,129813925.154069,151697299.599204,16263085152.239185,,-330822481.774146,,,,796426774.145886,2611793880.316586,,-382891469.257315,,,-12826487679.664625,,,,,,,431628065.704931,,221731490.875839,875050229.637512,,,,,686492246.0,,,98439417.866467,,0.0,,,,214162394.845941,,1095149024.325839,1891725284.472315,173119372.683822,1295642565.117788,,,,,,,,179879056.710522,,,,0.322992,189194586.747319,,-81601126.322324,232722357.919253,,,,,519724541.052912,,-72757686.795843,,,,,201858967.797343,,,,,,317606283.475816,1306831952.618041,0.0,,,952340672.761746,979672911.869708,,,101735043.656983,,,-25315400.489711,18718392711.937653,,,948924370.748251,245643781.970293,,,16935285413.894377,-14070719.199913,,23043230531.02076,221731490.875839,363537192.435972,544227747.863366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,-1294713927.816169,,142494556.583965,,28050500888.235207,,,213509116.312458,572507217.694046,-12264891141.075302,,-1987006.352187,,-29162451.51664,978777060.480173,1205687934.089444,,793550252.000722,,,4689467843.442594,,894002941.887619,437344457.049005,1147164353.335618,1055318757.73604,156939863.720415,,2038503367.526422,-249336916.578844,5789835300.646946,706226126.329847,-20868470.719558,,44108835.713091,681860211.0,-755106.410073,,-2146292787.818274,776259356.85006,825586461.513761,,10414349688.741838,17860349556.258236,3952246885.85238,3671304056.754346,770609966.416908,,1715338528.486167,151647613.031651,4689467843.442594,11001571753.494059,,,1411827305.903695,,-271357333.412279,793550252.000722,767830736.070117,164503769.048824,-974296537.263474,208224453.362741,15785609747.159903,681860211.0,-296703458.874028,,,11799894.639519,673938848.482111,2113393898.953063,16089759.048974,386302720.163045,-821791554.123466,959888148.449284,-12264891141.075302,1975813931.637209,572507217.694046,894002941.887619,983184609.790382,0.0,6743045631.987492,554770842.024089,-1222025915.420966,275559304.444766,712798997.228185,,196064909.760815,12106606.703482,142494556.583965,,,,782275285.657518,5789835300.646946,0.0,1.3108,-235511200.345272,6021973036.298627,437344457.049005,3952246885.85238,930459534.872941,1782362704.081121,156939863.720415,1287807437.439301,767830736.070117,930459534.872941,163173342.420309,22549817399.700832,-542388173.505284,979381774.516043,6021973036.298627,196064909.760815,0.0,16089759.048974,-57594298.256604,,163173342.420309,1782362704.081121,166400035.783433,232373504.78319,3098796839.0603,15785609747.159903,83327748.455298,,151647613.031651,,-219897110.745983,,,3010052456.302336,,206756875.053244,978777060.480173,1352001099.018807,164503769.048824,0.0,206756875.053244,223349034.529714,1396562022.51642,0.0,4437681189.33316,2038503367.526422,1187497329.969983,1352001099.018807,1.3108,,-148877038.989512,,103208672.946536,-4814802.048124,17860349556.258236,1187497329.969983,28050500888.235207,959888148.449284,153205352.388997,,2682040057.967056,11001571753.494059,3373783.376199,232373504.78319,22549817399.700832,275559304.444766,213509116.312458,416095538.354157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,,,312533024.468694,,13443176682.1466,,,,,,0.38598,,,,1910094966.752839,-108197634.816064,-25117889.9573,54209434.907844,,,,,,,1164781693.019871,,,,2195831116.267087,-308669129.475262,9588547833.699469,,,,-674965688.852558,,3598069.993883,,,,1330267187.738546,696569612.0,,,4246662412.780674,,652742718.890337,,,139143094.763457,4825020436.797465,,,8374146045.763952,,,,,2589588255.5977,216089.999633,322419.999452,123114704.790705,13443176682.1466,,,,,,796989653.645118,2721408300.373606,,-159378379.729057,,,,,,,,,,268862264.542934,,268862264.542934,639324558.913148,,,,,696569612.0,,1114451588.105432,171278764.708826,,,,,,9080924.984562,,,2099410386.431002,1706870897.098319,1391141112.63506,,,,,,,6006998434.788103,971291963.348804,,,,0.38598,204337104.652627,,1984254.996627,329422344.439982,,,,,533277534.093428,,7377929.987458,,,,,2408993610.904711,,,,,,183535869.687989,2260476326.15719,0.0,,,2195831116.267087,2196047206.26672,,,,,,,17384335855.44663,,,131065444.777189,328451654.441632,,,12620808458.544626,-865183198.529189,,22209356292.244095,268862264.542934,190512489.676129,639324558.913148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,311817500.311818,,14997139714.99714,,,,,,0.566963,,,,1926153401.926153,-595140915.887275,-8999810.076818,74440300.07444,,,,,,,1280839031.776386,,,,1752101701.752102,-395513021.22892,5985693505.985694,,,,651287538.82888,,-3766419.994052,,,,1533651851.533652,681496510.0,,,4052704354.052704,,850006550.850007,,,163952550.163953,4826931204.826931,,,8902035358.902035,,,,,759659950.75966,39149700.03915,271670130.272541,142960600.142961,14997139714.99714,,,,,,977403100.977403,2941165152.941165,,-1076847121.507169,,,,,,,,,,707045950.707046,,386383600.386384,779934392.506111,,,,,681496510.0,,227518550.227519,-692427465.229975,,,,,,53452050.053452,,,2436294602.436295,9107550.009108,1407513301.407513,,,,,,,6174465656.174466,1048637351.048637,,,,0.566963,193626550.193627,,23502400.023502,90461300.090461,,,,,556248750.556249,,-462181930.442262,,,,,2665659452.665659,,,,,,225304880.720852,2195831116.267087,0.0,,,1752101701.752102,1791251401.791251,,,,,,,19278663169.278664,,,1554695601.554696,205527600.205528,,,12954739712.95474,29915597.693921,,24105594374.105595,386383600.386384,441324900.441325,148231541.874408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,,363559559.63644,,15816031124.18397,,,,,,0.461903,0.0,,,1960092678.039907,58113971.348563,30037260.038198,44311539.955688,,,,,,,1291168058.708832,,,,2419984837.580015,-232906728.358729,6402193973.597806,,,,24708270.022648,,-10849929.988813,,,,1497270318.50273,685086545.0,,,3963847156.036153,,862974839.137025,2989670.089418,,148171659.851828,5533944774.466055,,,9575726150.424274,,,-465515968.136731,,-1328599.998671,36674819.963325,-265149350.278836,224355039.775645,15816031124.18397,,-278470048.458124,,,,964825679.035174,2852915517.147084,,-257455777.270093,,,,,,,,,,638619799.36138,,316443399.683557,1161393666.000088,,,,,685086545.0,,100649639.89935,671029340.371268,,,,,,53014779.946985,,,2529741757.470258,8947119.991053,1355643378.644357,,,,,,,6854809773.14519,1085935758.914064,,,,0.461903,181730639.818269,,10363079.989637,97135219.902865,,,,,532446459.467554,,-149257638.941134,,,,,2719152797.280847,,,,,,194103408.988215,1752101701.752102,0.0,,,2419984837.580015,2456659657.54334,,,,,,2064450.024942,20166602799.833397,,,1396438678.603561,227461779.772538,,,13539573306.460426,-117808158.211657,,25700547574.299454,316443399.683557,223408639.776591,882923617.541964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,-1451566606.978873,,234245340.659462,-480454903.64796,22566130901.56083,,,239831280.822621,730062344.504114,-9037046437.174068,,8566829.327384,7001666.106016,,220664841.16588,276143766.836828,-477614471.002294,191868749.84811,,,5068339793.384405,,1301315305.463511,186427035.639445,1521436548.035588,-270703053.928511,,,2236889525.863531,-772293548.096271,6934923226.691787,709043600.43202,-455429116.562122,,398472578.960324,682560570.0,73464807.005173,,-2122491067.280144,950954286.261773,1976231403.548177,,12712729291.604662,20968846235.92314,4327108852.239983,6393996948.93141,901767243.469189,3967208.520169,2565981836.801318,564814063.09586,5068339117.331403,13468111102.195621,,9141003584.322641,-369081577.26595,,-964349394.562976,194813640.668211,3974062034.111033,2943672.742097,1507229.301485,213393132.237667,13529084464.38676,682560570.0,-541393059.430044,,,62447193.214194,1152089044.637578,4078317103.537077,10879920.037318,-1085186938.600199,-1140434400.91169,1422098185.877797,-9037046437.174068,2584627496.865272,2600537408.919843,1301315305.463511,2597900210.910798,-39246552.134616,6318732342.673252,688374111.231522,-1709383262.863185,328023071.189804,1436895217.321842,,1129479582.874115,13840362.047472,234245340.659462,,7000992.024013,191845618.19203,-420583449.37463,6934924103.78679,,1.90652,756576236.595056,6558429595.495414,186425583.01244,4327109762.841986,2959164670.092935,37477051.400546,,2102085699.9889,2672746965.167522,2959164670.092935,111004749.380746,26037186029.30755,-2578868234.845518,895563273.071782,6380186603.24304,1129480168.261117,0.0,10879104.043315,-651971324.236262,,111005277.608748,37476594.128545,226820670.550474,103503714.655018,3793459540.011566,13529083987.404758,136454301.468038,,824142358.910599,,-536373715.479755,9141001339.353636,,4017548443.780191,,2850306954.671553,220665276.756882,2236889878.672532,0.0,,5809471273.926486,292619032.863726,2419984837.580015,0.0,5270128803.076542,2236889878.672532,2236889525.863531,2239833198.605628,1.90652,,,,394231537.352214,-640531291.851696,20968847544.66715,2236889878.672532,22566130901.56083,1399722327.490048,327050271.702674,,3293669126.297285,13468112436.562626,503899088.126248,107914221.370146,26037186661.99855,328023071.189804,239830965.46262,895502157.891798,184834467.633982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,,,,,,,,,,0.257207,1300619.61672,,,309016094.688177,-121755644.65077,-133850639.759059,176483339.408007,,,,,,,999040840.990619,,,,1960833701.010954,-223954037.10027,6940123539.680408,,,,-1411882.061808,,46862590.880316,,,,1344798480.692129,685609750.0,,,4201494369.736615,,582270904.870609,0.0,,162358763.835869,4790577221.891845,,,9185681674.307966,,,-755383759.519653,,3610844251.760057,,27819447.908074,185597268.315141,13736068215.388746,,-226632009.054461,,,,739055036.543958,2823572291.814537,,-814373956.914577,,,,,,,,,,396673636.555468,,176343302.192637,712018262.387539,,,,,685609750.0,,199508910.587197,-326309731.627309,,,,,,160135433.252125,,,40915805.022157,,1478773811.122408,,,,,,,6985392008.287134,1143154482.150051,,,,0.257207,110809722.035719,,-17015480.826411,96949874.35017,,,,,605743444.148171,,-224924706.017764,,,,,2796564292.428399,,,,,,230919449.826392,2177101037.810048,0.0,,,1960833701.010954,1960833701.010954,,,,,,,21114347100.462315,,,1140140804.542577,185850486.293618,,,13387176044.044582,118245122.676437,,25904924322.35416,176343302.192637,3168146329.298471,485386253.333078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,,,,,,,,,,,,149695724.935342,793098638.717406,,182924463.715199,,,,,,,1191247079.289314,,,,1286997946.143314,-308312431.787604,7048358816.369998,,,,29388072.537999,,-15740956.923219,,,,1482746019.536077,,,,3832009736.802069,,732102288.496194,0.0,,175394164.811629,4295643161.417922,,,8989129773.315077,,,-103333721.082811,,3658734596.074852,,-254361742.142062,235614507.129861,13709752015.822304,,-340949384.525335,,,,885659705.582924,3125868602.754153,,-967483642.355163,,,,,,,,,,496489683.085487,,200526087.735858,721320776.103257,,,,,,,144601019.321467,-544955291.954008,,,,,,177968583.599574,,,55332420.508139,,1643124484.93723,,,,,,,6842107865.510421,1154147649.475126,,,,,122347101.780009,,-1705042.5267,82578350.82915,,,,,597084412.233999,,-611848837.265364,,,,,2873834246.158527,,,,,,217407037.317986,1960833701.010954,0.0,,,1286997946.143314,1286997946.143314,,,,,,,21121557888.33105,,,1207739996.957249,241737753.475133,,,12821139510.117146,-502542627.620907,,25417201049.748974,200526087.735858,3150524874.486536,380371391.577922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,,,,,,,,,,,,,,186423718.344657,-545784007.037606,,257127856.701668,,,,,,,1407912615.029929,,,,1551791229.153799,-332851916.947003,7615801935.35104,,,,-25565237.212859,,-2896392.038217,195242241.667134,,,1835720889.930328,,,,4326302244.183652,,878266296.029943,0.0,,212331485.599981,4880049413.218036,,,8983425983.117151,,,-287133867.966611,,4165818406.423718,3765698.991147,154001631.273312,161847726.305049,14238886143.71011,,-311360340.000603,,,,1097475910.539372,3995735140.020563,,-489348906.803968,,,,,,,,,,716416668.00574,,327559269.737965,905028266.429937,,,,,,,6932845377.80523,86426645.981976,,,,,,1620833848.054355,,,42219477.043442,,2160012348.371081,,,,,,,,1171095326.333127,,,,,130144121.885938,,-45477541.295849,84875437.512868,,,,,738246881.11011,,-101914947.554838,,,,,2972678608.194359,,,,,,282958256.524553,1286997946.143314,0.0,,,1551791229.153799,1555556928.144945,,,-316918081.221521,,,0.0,22082326539.015854,,,,246688062.475433,,,13309728227.300802,-219153184.781699,,26962375952.23389,327559269.737965,3432653901.585341,593667926.429334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
