date,annualCapitalExpenditure,trailingOperatingExpense,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,annualTaxProvision,annualNetOtherFinancingCharges,trailingInterestExpense,quarterlyNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyChangeInInventory,quarterlyChangeInAccountPayable,annualRepaymentOfDebt,annualInterestExpense,quarterlyGrossProfit,quarterlyBasicAverageShares,annualTotalRevenue,annualTotalNonCurrentAssets,quarterlyCurrentLiabilities,annualGrossProfit,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyTaxProvision,quarterlyNetPPE,annualBasicAverageShares,quarterlyCapitalExpenditure,trailingNetIncome,trailingTaxProvision,annualChangeInInventory,quarterlyOperatingIncome,quarterlyTotalRevenue,annualCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,annualCashDividendsPaid,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualOperatingExpense,annualNetIncome,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCostOfRevenue,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyDilutedAverageShares,annualNonCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualStockholdersEquity,quarterlyCommonStockIssuance,annualBasicEPS,annualOtherNonCashItems,annualLongTermDebt,quarterlyOtherCurrentLiabilities,annualCurrentLiabilities,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualRetainedEarnings,annualGoodwill,annualInventory,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,quarterlyBasicEPS,quarterlyInventory,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualNetPPE,annualOtherIncomeExpense,trailingGrossProfit,quarterlyOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,trailingOperatingIncome,quarterlyOtherIntangibleAssets,annualAccountsPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCommonStockIssuance,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,annualEndCashPosition,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,trailingTotalRevenue,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyInterestExpense,trailingPretaxIncome,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,trailingChangeInInventory,quarterlyStockBasedCompensation,trailingPurchaseOfBusiness,trailingBeginningCashPosition,annualResearchAndDevelopment,trailingCashDividendsPaid,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,trailingCapitalExpenditure,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingBasicEPS,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingPurchaseOfInvestment,trailingEndCashPosition,annualStockBasedCompensation,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingOperatingCashFlow,trailingCommonStockIssuance,trailingChangeInAccountPayable
1999-06-30,,,,,24214530125.89753,,,,,,-0.201028,,,,,,,,,,,,,,410992826.8839,,,,1094982654.771089,,1492194690.600388,,,,,,,,,,558811227.196478,142005631.0,,,4890565552.145081,,64452960.671844,,,147818400.312579,3991221752.146147,,,10038514140.176756,,,,,738581231.69063,,494467233.907604,92355389.212438,19420290174.183346,,,,,,408269054.08171,1741325444.558586,,-401479708.010404,,,-4794239951.714186,,,,,,,-27902428.540593,,-27902428.540593,469218522.691541,,,,,142005631.0,,10038514140.176756,92040927.390077,,,,,,,,,,,1182514217.362108,,,,,,,,,,,,-0.201028,,,10936072.744497,,,,,,150542173.114768,,,,,,,,,,,,,-2750308.195783,69216399.930519,,,,,,,,,,,,19420290174.183346,,,,395905624.433901,,,14929079692.321836,-401479708.010404,,23411511926.32949,-27902428.540593,0.0,469218522.691541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,,,,23745118643.12921,,,,,,-0.421472,,,,,,,,,,,,,,165108863.448872,,,,598027458.10903,,1404230759.561457,,,,,,,,,,276988013.492639,142005631.0,,,2546585397.93663,,-13696621.433796,,,111882413.480781,2153528169.639866,,,10168023085.717604,,,,,678948945.893656,,278244218.891105,46409882.514207,18947800471.297943,,,,,,150502805.143053,918509796.099261,,-747258371.892969,,,-4797318171.831269,,,,,,,-60106503.948003,,-60106503.948003,203531986.510759,,,,,142005631.0,,10168023085.717604,-555332797.950991,,,,,,,,,,,641521782.606622,,,,,,,,,,,,-0.421472,,,85438352.279662,,,,,,126485208.349586,,,,,,,,,,,,,14606058.305819,1094982654.771089,,,,,,,,,,,,18947800471.297905,,,,201292525.926472,,,12714608483.654232,-747258371.892969,,21101328640.93781,-60106503.948003,-3.8e-05,203531986.510759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,-678787993.222721,,,,21750744230.26086,,,1244162930.538203,462082918.041637,-5965183668.299386,,,,60259849.477001,256599753.645539,,,427814707.287269,,,1998984298.2431,,-147567176.067625,1030473249.738284,909295078.071813,-683617828.364819,,,366147740.485405,,1319104438.020787,160947800.984709,-647793381.877762,,,142005631.0,,,-6087344670.534167,839941957.912211,1070237359.984379,,4287549538.923251,19003286604.989685,2458830440.167333,1957198117.827016,-84250060.8866,,371751189.917772,160942281.912566,1998984298.2431,12881549625.160482,,10422719184.993149,333276639.109066,,,427814707.287269,476839635.648399,14195271.789374,618464512.189153,3724709.627718,15785560561.961475,142005631.0,,,,65402933.355004,210383239.835829,1168540583.27804,,2571191550.779183,-52553730.414806,1171757436.783511,-5965183668.299386,-147567176.067625,1180683524.564773,-147567176.067625,1049765568.850224,,2330351421.096235,-87974770.514318,-3021709395.542485,-87974770.514318,311084656.918517,,,,,,,2482981617.46719,-245879048.343801,1319104438.020787,,-1.044732,1437200212.251589,7939737567.52596,1030473249.738284,2458830440.167333,,,,98303223.29366,476839635.648399,,196902350.780609,21002270903.23286,1376304858.150628,718600606.523136,7939737567.52596,,752619619.401337,,,,196902350.780609,,-184676279.985698,,776514593.262243,15785560561.961475,-13165454.060153,,859854120.14855,,,10422719184.993149,-75143668.008556,1050539183.140494,,1973563112.490006,256599753.645539,367522832.380399,14195271.789374,,1973563112.490006,698911838.235984,598027458.10903,752619619.401337,1495115199.785379,366147740.485405,353327560.591025,367522832.380399,-1.044732,,,,-2351550254.080056,,19003286604.989685,353327560.591025,21750744230.26086,1171757436.783511,196980899.838725,,13380624.917085,12881549625.160482,547093310.750793,,21002270903.23286,-87974770.514318,1244162930.538203,-367703336.304205,2482981617.46719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,,22532026331.8256,,,,,,0.095894,,,,,147189613.419471,,620799730.068518,,,,,,,507754101.802816,,,,362466939.169038,-189243788.682177,1407813581.413447,,,,-194250238.118214,,,,,,629310694.10978,142005631.0,,,2476189891.063623,,56673007.615932,,,121556592.306965,2046636529.451696,,,10688769545.937798,,,-676871963.752127,,488590414.651555,,392505635.785257,45158173.913049,16232911651.40455,,,,,,311501283.910187,1200746832.73898,,-144185743.757849,,,-6299114680.421048,,,,,,,11514833.702884,,11514833.702884,303390835.823808,,,,,142005631.0,,3875993153.379411,-39050305.601084,,5006449.436036,,,,1169506588.258112,,,,,571436138.629199,,,,,,,6812776392.558387,,,,,0.095894,,,39651079.533409,,,,,,317809410.199593,,-49063204.473157,,,,,1920474003.663578,,,,,,196252817.892628,401517244.770122,,,,340438561.650478,340438561.650478,,,,,,,19351929650.055252,,,1306683302.805511,216378744.625495,,,13164959437.001421,-17021928.082524,,21398566179.50695,11514833.702884,1198543994.987124,303390835.823808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,,,,21950898193.18879,,,,,,0.324128,,,,,,,464858945.048937,,,,,,,419069841.253967,,,,,,1349783146.651732,,,,,,,,,,546482999.639971,142005631.0,,,2256606484.852122,,143339803.184255,,,127413158.386004,2102317113.36907,,,10577282976.63813,,,,,531551770.141611,,,97550699.389284,15785295825.666054,,,,,,243876748.473211,1071066862.682348,,,,,-6165602367.522735,,,,,,,45789103.79497,,45789103.79497,,,,,,142005631.0,,811263469.410886,,,,,,,892887524.00192,,,,,524583863.042377,,,,,,,9766019507.227245,,,,,0.324128,157275617.382724,,140353557.284583,,,,,,302606251.16676,,,,,,,1792742955.103075,,,,,,,,,,,201073890.577913,201073890.577913,,,,,,,18635169829.253006,,,1363718960.850201,224963857.775289,,,12833889461.490253,,,20737486942.622074,45789103.79497,1057131048.483879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,,,,21562701045.68433,,,,,,-0.11496,,,,233899159.414028,,,447930274.349716,,,,,,,-127441771.758838,,,,,,1404389258.981979,,,,,,,,,,27673419.116569,152852355.0,,,2546872838.093552,,19381896.576998,,,155115190.875407,2153771244.337271,,,10169170778.68471,,,,,557589636.145234,26535072.79614,,37489405.445537,15746908700.397076,,,,,,-463700072.013649,1092503373.575358,,,,,-5815792345.287254,,,,,,,-18107508.868539,,-18107508.868539,,,,,,152852355.0,,2375648746.388461,,,,,,,1012351989.026169,,,,,1064829954.458789,,,,,,,7793522032.296249,,,,,-0.11496,200931129.511846,,1165354.53717,,,,,,491373491.130218,,,,,,,1991618912.544276,,,,,,,,730762320.672992,,,583936651.728509,610471724.52465,,,,,,,18949939162.089592,,,1300621689.653355,192578588.408526,,,12716043616.778261,,,21103710406.4269,-18107508.868539,1211411549.148241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,-564389088.754849,,,,21005722302.677006,,,1049236413.634042,549940344.787568,-6287890901.700591,,,,-179997370.476067,480072172.866697,,,227410099.379317,,,1604033100.046409,,157401599.733478,722592561.202432,823904831.569734,-156095549.550379,,,197507263.529445,566688678.9923,1923083217.875444,240761280.069167,-303116906.999766,,218599743.162842,173142454.0,,,-4099848892.266966,822774528.739154,969654208.867918,,4525441832.937361,17718462150.998276,2598665991.213464,2174685817.039312,177719814.151714,,321974948.553733,145749377.298184,1604033100.046409,11260862908.084478,,8662196916.871016,110559202.798135,,,227410099.379317,619437650.578165,151392566.082152,773315566.075799,60228356.32725,14717831400.976416,173142454.0,,,,38017787.716616,26511751.024002,1157246122.828676,,-751657145.20109,-247322603.552332,1345196606.66042,-6287890901.700591,157401599.733478,1383188333.513828,157401599.733478,353602813.079824,,2350756015.898049,117491457.824464,290604685.637048,117491457.824464,107126969.106621,,,860126762.103063,,,,2613550753.46904,-71069682.031551,1923083217.875444,,0.911953,1548497400.549274,6048646163.401975,722592561.202432,2598665991.213464,,923002603.956937,,187591913.960757,619437650.578165,,123949474.782798,19322495251.044685,-1339836087.566627,833247988.72626,6048646163.401975,,1236040681.111969,,-178383601.638931,,123949474.782798,923002603.956937,427948567.207918,,791497483.525484,14717831400.976416,610169004.344003,,943142457.843916,,,8662196916.871016,37652935.631698,886364037.308582,,1951394336.387817,480072172.866697,197584443.778177,151392566.082152,517190860.802622,1951394336.387817,797393080.545732,583936651.728509,1236040681.111969,1624745472.251744,197507263.529445,46191877.696025,197584443.778177,0.911953,,,,-57484250.19241,,17718462150.998276,46191877.696025,21005722302.677006,1345196606.66042,188061429.232725,,398162879.802645,11260862908.084478,285062035.365771,,19322495251.044685,117491457.824464,1049236413.634042,-457262119.648228,2613550753.46904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,,,,20882260079.961586,,,,,,0.067224,14082597.57097,,,387554208.231217,63912170.420172,,174171368.73341,,,,,,,469334351.174681,,,,206476911.737108,-121768743.66496,1882392259.03903,,,,-9370683.160119,,-8429102.476614,-41149783.289653,,,395301441.842248,173142454.0,,,2040687113.435985,,63164120.164693,,,105522215.194094,1566920614.635009,,,8992781407.329153,,,-591465086.9874,,609226768.187527,129645331.810785,359108243.55639,52003531.232417,14544050320.25688,,-120075101.73265,,,,289780229.396486,1161114381.269444,,-168825717.376899,,,-6338209759.704705,,,,,,,11160588.932277,,11160588.932277,303471755.118076,,,,,173142454.0,,2087690941.486342,15785264.238266,,,,,,684469994.756371,,,817238887.62053,,765812939.427196,,,,,,,6786753126.969069,118337338.873743,,18190857.486112,,0.067224,122951986.696415,,24853117.402199,,,,,,105521212.445762,,-38907638.01988,,,,,1889907857.785428,,,,,,179554121.778195,190690644.75051,1192233672.996692,,,61432373.795777,191077705.606562,,,-10637154.303108,,,-6453688.263085,17471806712.3875,,,928528911.218797,185822301.599908,,,11033468520.765139,-80819510.041656,,19038727327.02251,11160588.932277,1037848534.345194,183396653.385426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,,,,20790761065.26552,,,,,,0.057608,30857146.323677,,,410264391.98302,-91158130.796401,,251262954.381022,,,,,,,422470621.640344,,,,273351862.095982,-102940001.182811,1803667137.829548,,,,-616594.952549,,3186834.13179,-122845293.368679,,,344708467.892738,173142454.0,,,2223013516.604644,,58038898.26326,,,92054994.063585,1699452366.991363,,,8824652470.876232,,,-404746355.270929,,570683417.544394,229740480.327342,339638305.772198,47943346.105604,14368336708.735216,,-158177163.436482,,,,252651468.754245,1124697644.847939,,23040731.025585,,,-6422424356.530301,,,,,,,10095552.157656,,10095552.157656,149603993.745618,,,,,173142454.0,,1886780500.34456,74707776.472626,,,,,,694278239.897936,,,783735659.419268,,779989176.955201,,,,,,,6807957152.070697,129914818.460977,,18156955.821977,,0.057608,124495100.986866,,18212095.381925,,,,,,92056999.138493,,-78484485.108298,,,,,1926453914.995496,,,,,,169819152.886099,206476911.737108,1127494724.343456,,,36589609.443692,266330089.771034,,,51695073.177453,,,228933.213741,17233690007.379585,,,1080273205.204437,170580745.190967,,,11047665987.480877,-129903837.328528,,18933142374.371,10095552.157656,938899383.648874,-8573169.690864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,,,,20333205884.15324,,,,,,0.258199,-37936107.888222,,,330072558.015369,44821951.392067,,298463333.404679,,,,,,,344330181.672108,,,,234741628.901398,-113264122.275501,1705804746.96603,,,,661079.039385,,3433944.306097,-140196779.667485,,,274813330.72259,173142454.0,,,1998615445.15081,,73193687.844732,,,90793643.397804,1593324195.894496,,,8563616544.326312,,,-750696480.152308,,562777201.251939,192173621.118408,320618991.649876,30249237.122702,14003057249.86377,,-72161192.345365,,,,184020685.84717,936105748.973371,,-139172333.277644,,,-6330148634.289471,,,,,,,42944450.72203,,42944450.72203,224051237.363975,,,,,173142454.0,,1707666991.213461,-21713820.329005,,,,,,700422513.463182,,,697145362.996532,,661292418.250782,,,,,,,6799170574.750528,56778978.362323,,14206976.489794,,0.258199,124272101.91269,,68987911.560293,,,,,,90792644.875419,,-58213016.060574,,,,,1681834218.598446,,,,,,160309495.824938,273351862.095982,1016307066.914067,,,43844119.390663,236017740.50907,,,110523770.260433,,,-3821378.663323,16671198928.849833,,,953913397.182465,137068166.272875,,,10562231989.477194,-61958138.061029,,18264523124.74426,42944450.72203,986307460.387617,151890045.01861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,-501719227.959066,,113523507.246582,,14175484683.878242,,,244212818.096715,410603116.147579,-36940804.464827,,-7003636.006425,16620326.25031,176271388.712124,431428644.355172,80954812.544018,,186908720.543195,,,1707555345.578052,,61921410.452497,-1097922942.241845,561689998.720826,143649652.2604,117435567.301455,,319973943.719093,-401839464.592356,1784109013.889688,200784706.862225,-4395608.469066,,-238809959.670556,173142454.0,3587772.424041,224865480.045362,-3130630334.109891,659802770.160789,507199863.7804,,4494022438.062432,17035722751.70582,2408025266.736984,1518976634.634994,182945414.186008,,472066098.189192,123045644.22881,1707555345.578052,10975369916.77577,,8567344650.038787,98530803.559856,,-1383722411.699254,186908720.543195,529775655.536378,298298.542226,-1029543578.113083,70999762.863497,14138543879.413416,156820221.0,-151305770.444569,,,1779448.385314,384154219.55159,1281502331.285349,16625318.391712,194744140.500182,-212212881.582195,1346990754.193132,-36940804.464827,61921410.452497,410603116.147579,61921410.452497,176324291.458693,,2975045803.427438,-2191714.825593,-739812331.715629,-2191714.825593,296658339.920589,,52969636.979705,0.0,113523507.246582,,16620326.25031,1455604164.883533,74870431.878514,1784109013.889688,,0.394856,-10178037.134618,6580451567.863656,-1097922942.241845,2408025266.736984,1932293821.635728,905060202.799797,117435567.301455,774302467.504949,529775655.536378,1932293821.635728,113730703.519433,18743278097.283875,-90213179.128776,687218549.658468,6580451567.863656,52969636.979705,1103827111.129714,16625318.391712,-18919459.877759,,113730703.519433,905060202.799797,-266735732.717631,465664685.942882,1108373518.487415,14138543879.413416,-154858289.166468,,123045644.22881,,-36607742.393443,8567344650.038787,-79326376.280454,973785326.148258,,105318139.040858,431428644.355172,317238058.431848,298298.542226,0.0,105318139.040858,177535779.169236,234741628.901398,1103827111.129714,1795592068.145883,319973943.719093,316939759.889622,317238058.431848,0.394856,,24689699.577347,,-248136158.74384,-8873326.165093,17035722751.70582,316939759.889622,14175484683.878242,1346990754.193132,167797839.970637,,376843483.462827,10975369916.77577,268285876.962147,465664685.942882,18743278097.283875,-2191714.825593,244212818.096715,145352569.47602,1455604164.883533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,,,,20870983935.570908,,,,,,0.143114,9785920.254338,,,403312810.921954,-56835644.551585,,334099068.115238,,,,,,,427545989.196083,,,,297717919.609877,-62710384.624866,1807512171.289884,,,,-2777475.890165,,-1942639.162777,-27997913.349069,,,326706080.819357,173142454.0,,,2448727547.661993,,47000909.261875,,,73678824.205468,1739350442.306702,,,8621888875.551355,,,-588143470.670253,,614488646.393145,223468258.358116,349037465.164388,22718915.952374,14122456721.576307,,-77889868.175242,,,,253027256.613889,958860788.891232,,-160598477.699382,,,-6748527213.994601,,,,,,,24281993.309501,,24281993.309501,201704722.383744,,,,,173142454.0,,1986012816.043165,-22211837.319629,,,,,,880126121.736486,,,780571343.882828,,632154708.071875,,,,,,,6576187225.950353,59688833.557838,,,,0.143114,112529615.010585,,-12780573.240649,,,,,,73678824.205468,,-8163069.38451,,,,,1727596977.259296,,,,,,174518732.582194,319929756.929506,1107753620.353368,,,66661413.81439,290129672.172507,,,44607976.303419,,,-10587881.549741,17140916501.771563,,,1165288615.003553,157893726.249669,,,11070616423.213348,-55045427.846196,,18880266944.07819,24281993.309501,1290862802.935959,123814854.208502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,,,,20647341436.791767,,,,,,0.054351,-6348164.645027,,,353569846.503105,193662477.575583,,337301170.721331,,,,,,,363658887.267579,,,,369881110.441377,-120620734.449142,1756040428.098986,,,,-25256425.72941,,-639391.627622,146249.422411,,,279192107.237067,173142454.0,,,2618673442.163963,,22049770.420653,,,82554665.313422,1728458159.022726,,,8156468875.932077,,,-288834819.178435,,598395292.291749,310669706.999418,334043881.110112,12137624.601586,13868869808.803577,,-78467101.08039,,,,196637441.923645,908578701.969308,,106193593.408095,,,-6778471627.988191,,,,,,,9912145.819067,,9912145.819067,121854339.70054,,,,,173142454.0,,1879525283.072559,85844485.659302,,,,,,718199738.206203,,,648748359.182376,,629386594.732241,,,,,,,6238053673.022238,38889919.837281,,,,0.054351,106481285.886667,,65637262.961755,,,,,,82554665.313422,,-88512045.863209,,,,,1658427382.986093,,,,,,167021445.343934,297717919.609877,1049840645.802437,,,44631397.586395,355301104.585812,,,160056837.908749,,,-12852441.701645,16753115071.503616,,,1546903857.454655,157154259.162142,,,10775142318.09604,-6450879.712929,,18481573230.526314,9912145.819067,1225817879.713946,43387238.62015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,,,,20607953503.15593,,,,,,-0.057646,-1899864.203379,,,287006851.851637,52144206.855527,,473380630.90275,,,,,,,344777719.658303,,,,395626326.141151,-118686475.835003,1668754628.520873,,,,7208665.027447,,5917640.004177,-114599414.911866,,,198527434.878158,173142454.0,,,3127686897.610828,,61802568.789181,,,52001395.249748,1869672666.934801,,,7424340802.964806,,,-272758554.580502,,553261700.035239,257333472.924014,333391640.122116,73561970.655019,13754487420.065851,,-124708987.027887,,,,178081404.386123,771478759.586728,,-162288328.524645,,,-6853466083.090076,,,,,,,-11759401.865837,,-11759401.865837,300239988.521901,,,,,173142454.0,,1779775741.444308,44952717.464647,,,,,,581117297.340196,,,560117505.559137,,572951324.708571,,,,,,,5537143396.975722,107421664.544777,,,,-0.057646,94243750.971185,,55791449.869193,,,,,,20446030.492035,,-29751997.885036,,,,,1567452427.496111,,,,,,166696315.27218,369881110.441377,977195059.314792,,,61080271.455671,318413744.379685,,,-31011493.756757,,,-7293428.28946,16256869477.768234,,,2259562748.418994,123984343.678455,,,10552027700.575636,-124707932.256762,,18126542144.703075,-11759401.865837,934929630.206272,175531001.494014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,-441266631.883387,,38214455.992142,,13760779690.950699,,,152447540.887357,309771760.057552,-48091826.192976,,-1537891.405931,,74895087.687857,339619325.734589,-90958740.675488,,183245990.657927,,,1698860790.679747,,-310562342.644176,-1325658165.843888,671000995.958021,4669341.620248,117883284.746394,,307014049.752304,-165570116.627393,1395745438.580931,-91631574.556905,-160452915.50092,,-4302342.121005,173142454.0,12999392.079144,76100209.984606,-1637039738.85613,610076405.23548,238772864.500169,,3450392005.897334,15819315660.484653,2986106049.306479,1049082128.098242,-497739621.194069,,430095239.007352,99957426.152561,1698860790.679747,10500194474.066677,,7514088424.760199,98012299.204038,,-487302894.42694,183245990.657927,306750829.434094,2142086.505434,-1093115286.977479,-200365412.590892,13712687864.757723,161457215.0,-160200675.599868,,,16335001.292922,-12994566.120493,793056103.151479,12156713.787698,-178942115.725748,-139419484.271948,2287432334.65346,-48091826.192976,-279504954.535366,430026399.76794,-310562342.644176,302344708.132056,,2401309877.799093,-302237256.726108,-467587711.536404,-333294644.834918,247562820.284554,,85696328.365265,0.0,38214455.992142,,,1547445095.925373,-103916024.184072,1395745438.580931,-2432737.546891,-1.923496,-76642300.580864,5565978410.215347,-1325658165.843888,2986106049.306479,1176348728.612829,724002753.236781,117883284.746394,554283238.651309,306750829.434094,1176348728.612829,83811121.794084,17518176451.1644,-395635328.54168,1192232055.276822,5565978410.215347,85696328.365265,1005155326.68269,12156713.787698,-32569804.254525,,83811121.794084,724002753.236781,-603031830.820176,490839756.65029,619055728.330301,13712687864.757723,-493627861.371211,,251767430.620663,,-12992371.139192,7514088424.760199,-66350868.853919,871361870.890739,,112311258.720283,339619325.734589,271152824.212161,2142086.505434,0.0,112311258.720283,683995562.078515,395626326.141151,1005155326.68269,1811287783.607123,307014049.752304,269010737.706727,271152824.212161,-1.923496,,-98758232.767554,,-25127578.713132,-1836052.713679,15819315660.484653,269010737.706727,13760779690.950699,2287432334.65346,167914067.001472,,-366273480.96934,10500194474.066677,25751324.314966,490839756.65029,17518176451.1644,-333294644.834918,152447540.887357,87362144.684686,1547445095.925373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,,,,19670126588.48348,,,,,,-0.197606,880465.277657,,,312460242.71188,55804137.316313,,658027124.56393,,,,,,,358781492.351929,,,,417964403.247291,-82689330.583373,1290432995.723093,,,,4767676.552255,,1685571.122016,25374188.933571,,,247135061.044214,173142454.0,,,3290448507.555372,,17655093.563253,,,58306261.285214,1950558737.416867,,,6898141150.961791,,,-279088414.679847,,196628024.147003,2608008.74227,339904431.268979,51873999.782241,12812844559.122879,,-99809276.778516,,,,188828799.759,817640312.124866,,-8041519.274812,,,-6857282029.360601,,,,,,,-34218906.218988,,-34218906.218988,229723216.284647,,,,,173142454.0,,1796544088.008229,128099589.605693,,,,,,487583164.779243,,,626358992.07458,,570505251.080652,,,,,,,4997598183.250376,103998879.703187,,16041066.207028,,-0.197606,81993925.179892,,-51229151.973253,,,,,,58306261.285214,,-26662930.634671,,,,,987594912.551549,,,,,,169952692.592928,289864813.641598,979537176.689824,,,52642856.785266,55250865.527536,,,-18260830.780277,,,-6677.41814,14784514430.949171,,,2474364033.857222,138109039.398173,,,10188589658.517162,-8892413.129276,,16735073168.36597,-34218906.218988,984074959.274743,129913939.506132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
