date,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualCostOfRevenue,quarterlyOtherNonCashItems,annualAccountsPayable,trailingOperatingIncome,annualDilutedAverageShares,annualOperatingIncome,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,trailingCostOfRevenue,trailingFreeCashFlow,annualFreeCashFlow,trailingCommonStockIssuance,annualCommonStockIssuance,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualEndCashPosition,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,trailingNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingEndCashPosition,quarterlyOperatingIncome,quarterlyDilutedEPS,annualTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,annualNetIncome,quarterlyTotalAssets,annualDilutedEPS,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,annualCurrentDebt,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,annualCurrentDeferredRevenue,annualBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCashDividendsPaid,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualLongTermDebt,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualCurrentAssets,annualOtherNonCashItems,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyStockholdersEquity,annualStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualTotalAssets,annualTaxProvision,annualSaleOfInvestment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,annualCurrentAccruedExpenses,quarterlyInventory,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualCapitalStock,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyNetPPE,quarterlyPretaxIncome,annualEbitda,annualGrossProfit,annualTotalNonCurrentAssets,trailingRepaymentOfDebt,annualOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualGrossPPE,quarterlyCapitalExpenditure,annualOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyBasicAverageShares,annualChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,trailingDeferredIncomeTax,trailingInvestingCashFlow,quarterlySaleOfInvestment,annualCapitalExpenditure,annualDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,annualInvestingCashFlow,annualInterestExpense,quarterlyIncomeTaxPayable,annualPretaxIncome,trailingCashDividendsPaid,quarterlyGrossPPE,trailingInterestExpense,annualNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyAccountsPayable,annualChangesInAccountReceivables,annualAccumulatedDepreciation,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,trailingChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,trailingCapitalExpenditure,trailingChangeInInventory,annualOtherCurrentLiabilities,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,quarterlyEbitda,annualStockBasedCompensation,annualGoodwill,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,annualBasicEPS,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyDilutedAverageShares,trailingGrossProfit,annualPurchaseOfInvestment,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingDepreciationAndAmortization,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOtherNonCashItems,trailingDilutedEPS
1970-01-01 00:00:00.315446400,,1850000000.0,,,,2269000000.0,161627907.0,1850000000.0,,,8298000000.0,3949000000.0,1325000000.0,,10000000.0,,,,,,,,85000000.0,,,,,,-110000000.0,,,,,,155000000.0,247000000.0,,,,,69500000.0,,0.43,,319000000.0,,,69500000.0,543000000.0,,,,,161627907.0,,,,,,,,,,,,,152000000.0,69500000.0,,,,,,,,,,,,,,,,,,,,,3664000000.0,,,,-93000000.0,,,-768000000.0,,,,,,,,,,,,-1373000000.0,,,,1850000000.0,,,-907000000.0,,,,,,,,,,,,,,,,,,,,137000000.0,-2086000000.0,,,,,,,,,,,-1794000000.0,,1182000000.0,,,,,,42000000.0,,-1418000000.0,,,,234000000.0,,2080000000.0,205000000.0,,,-2339000000.0,30000000.0,,,1228000000.0,,,,,56000000.0,,83000000.0,0.43,,,,4349000000.0,,,,,,,,,,,,,,
1970-01-01 00:00:00.347068800,,2072700000.0,,,,,163176471.0,2072700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138700000.0,,0.85,,,,,138700000.0,,,,,,163176471.0,,,,,,,,,,,,,,138700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2072700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.378604800,,1976300000.0,,,,,178936170.0,1976300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84100000.0,,0.47,,,,,84100000.0,,,,,,178936170.0,,,,,,,,,,,,,,84100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.410140800,,1691300000.0,,,,,171500000.0,1691300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34300000.0,,0.2,,,,,29700000.0,,,,,,171500000.0,,,,,,,,,,,,,,34300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.441676800,,2167000000.0,,,,,180000000.0,2167000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54000000.0,,0.3,,,,,54000000.0,,,,,,180000000.0,,,,,,,,,,,,,,54000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2167000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.449539200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092900000.0,,,,,,1092900000.0,0.32,,,,,,,,,,,,,,,,,65900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,205248000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092900000.0,,,,,,,,,205248000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:00.457401600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813700000.0,,,,,,813700000.0,0.24,,,,,,,,,,,,,,,,,44800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,205248000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813700000.0,,,,,,,,,205248000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:00.465350400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617200000.0,,,,,,617200000.0,0.01,,,,,,,,,,,,,,,,,1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,205584000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617200000.0,,,,,,,,,205584000.0,,,,,,,,,,,,,,,
1970-01-01 00:00:00.473299200,,3388700000.0,,,,,202027027.0,3388700000.0,,,,,,,,,,,,,,,,,,,,,,,864900000.0,,,,,,864900000.0,,,,149500000.0,,0.74,,,,,144500000.0,,,,,,202027027.0,11600000.0,,,,,,,,,,,,,149500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3388700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864900000.0,,,,,,0.74,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.481075200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044600000.0,,,,,,1044600000.0,0.14,,,,,,,,,,,,,,,,,28900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,206452000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044600000.0,,,,,,,,,206452000.0,,,,,,,,,,,,,,,
