date,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualPurchaseOfBusiness,quarterlyInterestExpense,annualStockholdersEquity,annualDilutedAverageShares,annualChangeInInventory,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,annualAccountsReceivable,quarterlyOperatingCashFlow,quarterlyOperatingExpense,annualCapitalStock,quarterlyPretaxIncome,quarterlyDilutedEPS,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualSaleOfInvestment,annualDilutedEPS,annualInventory,quarterlyNetPPE,annualOtherIntangibleAssets,quarterlyTaxProvision,annualGrossProfit,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualCurrentLiabilities,annualEbitda,quarterlyCommonStockIssuance,annualNetPPE,annualBasicAverageShares,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualGoodwill,trailingPretaxIncome,trailingInterestExpense,quarterlyTotalAssets,quarterlyBasicAverageShares,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,trailingGrossProfit,annualRepaymentOfDebt,trailingOperatingIncome,annualAccountsPayable,trailingTotalRevenue,quarterlySaleOfInvestment,trailingOtherIncomeExpense,annualInvestingCashFlow,annualOperatingIncome,annualEndCashPosition,quarterlyOtherIntangibleAssets,annualPretaxIncome,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,annualCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherFinancingCharges,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyEndCashPosition,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyBasicEPS,quarterlyGrossProfit,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualTotalRevenue,trailingOperatingExpense,quarterlyCurrentLiabilities,annualInterestExpense,annualChangesInAccountReceivables,trailingCostOfRevenue,quarterlyGrossPPE,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyStockBasedCompensation,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,annualOtherNonCurrentAssets,quarterlyOtherShortTermInvestments,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,trailingNetIncome,quarterlyCostOfRevenue,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,quarterlyChangeInInventory,quarterlyLongTermDebt,annualRetainedEarnings,annualCostOfRevenue,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,annualBeginningCashPosition,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualCashDividendsPaid,annualFreeCashFlow,annualCurrentDebt,quarterlyRepaymentOfDebt,annualBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualTotalNonCurrentAssets,trailingFreeCashFlow,trailingEndCashPosition,trailingCashDividendsPaid,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingBasicEPS,trailingCommonStockIssuance,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingOperatingCashFlow,annualDeferredIncomeTax,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingChangeInInventory,annualTaxProvision,trailingResearchAndDevelopment,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingTaxProvision,trailingChangesInAccountReceivables,trailingRepaymentOfDebt,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,trailingOtherNonCashItems,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBeginningCashPosition
2005-03-31,,-6159000.0,,,,,,,,,41861000.0,3491000.0,-59000.0,57422000.0,8709000,-14103000.0,-336911000.0,,,,,20263000.0,79751000,,,0.0925,,,,,,1705038000.0,,,,,2539000.0,,,1208000.0,,,14104000.0,,,,-11230000.0,,,,,1892180000,91896000.0,,,,,,,,,,,,,,,,15800000.0,,39560000.0,,,5305000.0,7844000.0,,224000.0,7844000.0,,97760000,,,9062000,-7962000.0,7844000.0,,-3621000.0,8709000,3268000.0,0.095,88813000.0,,,,,1688345000,,,,,,,,,,,2041949000.0,,,-3249000.0,,,,,-254401000,47775000,,,,,,4382000.0,,,,41649000,,,,2538000.0,8798000,,8947000.0,,,,-6768000.0,201850000,,,,4935000,,,8477000,,,,-62744000.0,,,,,,,119512000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,-428000.0,,,,,,,,,46271000.0,4324000.0,-430000.0,57402000.0,2487000,-8605000.0,-350894000.0,,,,,23145000.0,79808000,,,0.0275,,,,,,1704880000.0,,,,,-428000.0,,,190000.0,,,22717000.0,,,,-1407000.0,,,,,1892390000,92168000.0,,,,,,,,,,,,,,,,15766000.0,,42630000.0,,,7844000.0,7416000.0,,224000.0,7416000.0,,93450000,,,-1981000,4628000.0,7416000.0,,-14968000.0,2487000,6035000.0,0.0275,77827000.0,,,,,1635293000,,,,,,,,,,,2055774000.0,,,-3786000.0,,,,,-252480000,37006000,,,,,,932000.0,,,,44337000,,,,-14540000.0,8647000,,15623000.0,,,,-280000.0,151000000,,,,6054000,,,2049000,,,,-97238000.0,,,,,,,119896000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,-55858000.0,,,,,,,,,46338000.0,3557000.0,33083000.0,59127000.0,1091000,21750000.0,-365121000.0,,,,,19444000.0,81882000,,,0.01,,,,,,1784870000.0,,,,,1740000.0,,,806000.0,,,-36414000.0,,,,1913000.0,,,,,1978939000,92388000.0,,,,,,,,,,,,,,,,16390000.0,,46927000.0,,,7416000.0,9156000.0,,224000.0,9156000.0,,94192000,,,-1224000,2157000.0,9156000.0,,-39454000.0,1091000,244000.0,0.01,80658000.0,,,,,1719838000,,,,,,,,,,,2149991000.0,,,-5078000.0,,,,,-251983000,38305000,,,,,,447000.0,,,,45925000,,,,16404000.0,8886000,,13534000.0,,,,-1091000.0,181000000,,,,5802000,,,789000,,,,-160661000.0,,,,,,,120596000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,61631000.0,-9235000.0,,,,32516000.0,119708000.0,-8521000.0,,-28775000.0,46211000.0,-16442000.0,318584000.0,59412000.0,-14620000,-27817000.0,-378325000.0,,90326000.0,,,27474000.0,83150000,226000.0,,,610000.0,,,-0.025,59412000.0,1774242000.0,,,329009000.0,,-8546000.0,,161790000.0,2952000.0,1774242000.0,92324000.0,18239000.0,,,-846000.0,3577000.0,,,,,1948874000,,,-4695000.0,,,-617804000.0,,22959000.0,,,,-66246000.0,4465000.0,610000.0,,,13675000.0,,22959000.0,,-5102000.0,9156000.0,610000.0,2152567000.0,226000.0,610000.0,610000.0,101086000,,351178000.0,-1431000,1671000.0,610000.0,46211000.0,-8203000.0,-14620000,-1906000.0,,81719000.0,,,-71680000.0,8549000.0,1706979000,-5966000.0,324544000.0,,7641000.0,386480000.0,,,,-7147000.0,,2152567000.0,,,-4519000.0,5156000.0,,-378325000.0,-973000.0,-267154000,38665000,,,,,494000.0,24773000.0,,,,32516000,,-2333000.0,,-5248000.0,8549000,,19367000.0,1948874000.0,1706979000.0,-2333000.0,-382000.0,1638281000,-267154000.0,57471000.0,,5738000,5305000.0,1638281000.0,-17285000,-16632000.0,18646000.0,,-297161000.0,-0.025,,,22462000.0,,30534000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,-1708000.0,,,,,,,,,14064000.0,-37921000.0,-78000.0,66124000.0,10062000,-25905000.0,-392805000.0,,,,,31842000.0,39181000,,,0.105,,-1708000.0,,,,1874514000.0,,,,,-586000.0,,,1909000.0,,,30134000.0,,,,-3535000.0,,,,,2019887000,93324000.0,,,,,,,,,,,,,,,,15654000.0,,31828000.0,,,610000.0,24000.0,,228000.0,24000.0,,102315000,,,52823000,274000.0,24000.0,,-6523000.0,10062000,3809000.0,0.1075,92004000.0,,,,,1765600000,,,,,,,,,,,2267319000.0,,,-4773000.0,,,,,-258847000,91931000,,,,,,6216000.0,,,,42381000,,,,-6523000.0,8623000,,10311000.0,,,,-4778000.0,118600000,,,,5697000,,,9869000,,,,-79563000.0,,,,,,,120720000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,-34580000.0,,,,,,,,,13687000.0,-21686000.0,4560000.0,72664000.0,1219000,23198000.0,-404724000.0,,,,,17878000.0,61901000,,,0.0125,,,,,,1885657000.0,,,,,921000.0,,,-337000.0,,,-16702000.0,,,,-10846000.0,,,,,2058069000,93536000.0,,,,,,,,,,,,,,,,16454000.0,,29123000.0,,,24000.0,945000.0,,228000.0,945000.0,,103062000,,,25368000,-4617000.0,945000.0,,-40155000.0,1219000,6229000.0,0.0125,87269000.0,,,,,1803289000,,,,,,,,,,,2290381000.0,,,-6247000.0,,,,,-259379000,66832000,,,,,,5154000.0,,,,42747000,,,,7305000.0,8126000,,15793000.0,,,,-6312000.0,148000000,,,,6027000,,,1218000,,,,-106578000.0,,,,,,,120820000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,-7827000.0,,,,,,,,,14883000.0,-39198000.0,9765000.0,72248000.0,3554000,-33082000.0,-419984000.0,,,,,27929000.0,47641000,,,0.0375,,,,,,1878583000.0,,,,,-945000.0,,,1949000.0,,,20102000.0,,,,3338000.0,,,,,2034920000,93896000.0,,,,,,,,,,,,,,,,16425000.0,,32820000.0,,,945000.0,14883000.0,,229000.0,0.0,,103879000,,,41113000,4369000.0,0.0,,4208000.0,3554000,1031000.0,0.0375,88754000.0,,,,,1775176000,,,,,,,,,,,2298567000.0,,,-6278000.0,,,,,-257608000,82741000,,,,,,4873000.0,,14883000.0,,46908000,,,,8298000.0,8815000,,15125000.0,,,,585000.0,115200000,,,,6013000,,,3489000,,,,-133918000.0,,,,,,,120956000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,65376000.0,-23121000.0,,,,47118000.0,120964000.0,-8059000.0,,-31376000.0,14718000.0,33370000.0,-2615000.0,70091000.0,1797000,4413000.0,-435809000.0,,99457000.0,,,21808000.0,102849000,229000.0,,,1605000.0,,1647000.0,0.1725,70091000.0,1901651000.0,,,358288000.0,,1605000.0,,279349000.0,1223000.0,1901651000.0,93776000.0,-1313000.0,,,7661000.0,15323000.0,,,,,2055831000,,,995000.0,-9158000.0,,-410451000.0,,2251000.0,,-7353000.0,,-67086000.0,115502000.0,1605000.0,,,16843000.0,,2251000.0,,-84216000.0,0.0,1605000.0,2337460000.0,229000.0,1605000.0,1605000.0,104347000,7277000.0,11632000.0,-11771000,-1617000.0,1605000.0,14718000.0,-24616000.0,1797000,-8881000.0,,91078000.0,,,-67236000.0,9066000.0,1795919000,16439000.0,242786000.0,,2188000.0,412786000.0,,,103161000.0,4280000.0,,2337460000.0,,,-6277000.0,4744000.0,,-435809000.0,-926000.0,-257594000,29876000,,,,,-1591000.0,5188000.0,,,,47118000,,16632000.0,,-1419000.0,9066000,,13269000.0,2055831000.0,1795919000.0,16632000.0,2446000.0,1717212000,-257594000.0,54498000.0,,4859000,610000.0,1717212000.0,1863000,-23575000.0,32221000.0,,-90392000.0,0.1775,,,22596000.0,,21431000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,-8072000.0,96400000.0,,,,,,,,14831000.0,-40668000.0,-1996000.0,71703000.0,16160000,-45072000.0,-451302000.0,,,,,42012000.0,45456000,,,0.165,,,,,,1894598000.0,,,,,-1605000.0,,,2450000.0,,,33940000.0,,,,-829000.0,,,,,2044165000,95640000.0,,,,,,,,,,,,,,,,16827000.0,,4485000.0,,,1605000.0,14831000.0,,235000.0,0.0,,111760000,-1479000.0,,58187000,4135000.0,0.0,,1455000.0,16160000,4964000.0,0.17,103643000.0,,,,,1765248000,,,,,,,,,,,2345900000.0,,,-6334000.0,,,,,-245080000,99714000,,,,,,5293000.0,,14831000.0,,63004000,,,,3281000.0,41523000,,8117000.0,,,,-1627000.0,1682729000,,,,5922000,,,12367000,,,,-55792000.0,,,,,,,121404000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,914000.0,98600000.0,,,,,,,,14755000.0,-41064000.0,-68000.0,69517000.0,1634000,-11879000.0,-467071000.0,,,,,24329000.0,43197000,,,0.0175,,,,,,1898071000.0,,,,,696000.0,,,442000.0,,,25243000.0,,,,-2711000.0,,,,,2046232000,96532000.0,,,,,,,,,,,,,,,,16913000.0,,13576000.0,,,0.0,15451000.0,,236000.0,696000.0,,99772000,-938000.0,,48445000,105000.0,696000.0,,-11754000.0,1634000,2816000.0,0.0175,91642000.0,,,,,1768277000,,,,,,,,,,,2365142000.0,,,-8537000.0,,,,,-247098000,89948000,,,,,,6083000.0,,14755000.0,,62255000,,,,-11844000.0,35043000,,8130000.0,,,,718000.0,98600000,,,,1749000,,,1619000,,,,-42116000.0,,,,,,,121724000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,-24232000.0,97900000.0,,,,,,,,15788000.0,-41153000.0,-238000.0,66082000.0,9652000,-13640000.0,-480401000.0,,,,,25486000.0,46710000,,,0.0975,,,,,,1894213000.0,,,,,3007000.0,,,495000.0,,,1254000.0,,,,1675000.0,,,,,2046051000,96592000.0,,,,,,,,,,,,,,,,17117000.0,,13406000.0,,,696000.0,19491000.0,,236000.0,3703000.0,,103783000,-700000.0,,48956000,-1107000.0,3703000.0,,-8839000.0,9652000,-2782000.0,0.1,95666000.0,,,,,1759088000,,,,,,,,,,,2374614000.0,,,-8554000.0,,,,,-241099000,90915000,,,,,,235000.0,,15788000.0,,69528000,,,,3396000.0,43122000,,8117000.0,,,,3356000.0,1671988000,,,,1845000,,,4040000,,,,-31443000.0,,,,,,,121672000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,68313000.0,-22150000.0,,,,70941000.0,121656000.0,4516000.0,,-93007000.0,4569000.0,-39948000.0,-33916000.0,63526000.0,4657000,-22416000.0,-494211000.0,,122791000.0,,,30964000.0,43599000,236000.0,,,10354000.0,,152000.0,0.3275,63526000.0,1901904000.0,,,382738000.0,,2082000.0,,369088000.0,1230000.0,1901904000.0,96356000.0,8814000.0,,,8179000.0,4985000.0,,,,,2033695000,,,4180000.0,-3656000.0,,-280910000.0,,13695000.0,,,,-25604000.0,202027000.0,5785000.0,,,17456000.0,,13695000.0,,-162833000.0,3703000.0,10354000.0,2396115000.0,236000.0,5785000.0,5785000.0,98136000,-539000.0,-36218000.0,48188000,2642000.0,5785000.0,4569000.0,-6466000.0,4657000,-2343000.0,,91787000.0,,,-53540000.0,34617000.0,1744978000,22160000.0,180711000.0,,2655000.0,413451000.0,,,,3120000.0,,2396115000.0,4569000.0,,-8588000.0,4617000.0,,-494211000.0,-883000.0,-240098000,90260000,,,,,5775000.0,6599000.0,,4569000.0,,70941000,,32102000.0,,13346000.0,34617000,,6349000.0,2033695000.0,1744978000.0,32102000.0,2069000.0,1659392000,-240098000.0,30713000.0,,17301000,1605000.0,1659392000.0,4134000,-32013000.0,69251000.0,,-151559000.0,0.3325,,,23146000.0,,18210000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,-3984000.0,,,,,,,,,9563000.0,-41192000.0,65541000.0,62649000.0,12725000,-32021000.0,-510546000.0,,,,,40040000.0,46438000,,,0.13,,-5108000.0,,,,1893772000.0,,,,,-3218000.0,,,2309000.0,,,36056000.0,,,,647000.0,,,,,2028246000,96800000.0,,,,,,,,,5108000.0,,,,,,,17665000.0,,15018000.0,,,5785000.0,12130000.0,,237000.0,2567000.0,,112984000,-5108000.0,,59796000,1031000.0,2567000.0,,-11237000.0,12725000,5182000.0,0.1325,106234000.0,,,,,1725974000,,,,,,,,,,,2404318000.0,,,-8557000.0,,,,,-232285000,101152000,,,,,,8898000.0,,9563000.0,,82155000,,,,-2145000.0,39791000,,6750000.0,,,,563000.0,1633330000,,,,42949000,,,12712000,,,,-131114000.0,,,,,,,121544000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,-5346000.0,,,24690000.0,,,,,,9716000.0,,-143271000.0,32305000.0,4109000,-19877000.0,-717386000.0,,,,,34968000.0,48286000,,,0.0425,,,,,,1916200000.0,,,,,8618000.0,,,,,,29622000.0,,,,-7780000.0,,,,,2029806000,97480000.0,,,,,,,,,,,,,,,,20343000.0,,,,,2567000.0,11185000.0,,238000.0,11185000.0,,101422000,,,46277000,7431000.0,11185000.0,,-6473000.0,4109000,10413000.0,0.0425,94563000.0,,,,,1726717000,,,,,,,,,,,2633586000.0,,,,,,,,-233096000,66620000,,,,,,7092000.0,,,,82885000,,,,-6732000.0,8304000,,6859000.0,,,,-1784000.0,1561799000,,,,1635000,,,4069000,,,,,,,,,,,122160000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,301000.0,,,24930000.0,,,,,,9705000.0,62000.0,-75027000.0,31092000.0,1482000,27532000.0,-543923000.0,,,,,22435000.0,82003000,,,0.015,,,,,,1920136000.0,,,,,41560000.0,,,,,,22736000.0,,,,,,,,,2106172000,98108000.0,,,,,,,,,,,,,,,,19162000.0,,,,,11185000.0,52745000.0,,238000.0,52745000.0,,114382000,,,27014000,-2020000.0,52745000.0,,-8407000.0,1482000,,0.015,109017000.0,,,,,2024102000,,,,,,,,,,,2464059000.0,,,,,4940000.0,,,-236583000,44230000,,,,,,-15416000.0,,,,82070000,,,1078000.0,12383000.0,8418000,,5365000.0,,,,-1909000.0,1552041000,,,,8399000,,,1456000,,,,,,,,,,,98108000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,76818000.0,0.0,,-27983000.0,24826000.0,78706000.0,98935135.0,-5129000.0,,-41259000.0,9676000.0,,149034000.0,12934000.0,-13000,-16893000.0,-561233000.0,,113890000.0,,1040000.0,16447000.0,470147000,238000.0,,,45312000.0,-6865000.0,0.0,0.185,12934000.0,1929788000.0,,,419416000.0,,-7433000.0,,262587000.0,,1929788000.0,97864000.0,16447000.0,,,3384000.0,,,,,,2091647000,,,39527000.0,,,-435642000.0,,,,,,-33104000.0,262587000.0,45312000.0,,,19648000.0,10611000.0,,,-71749000.0,52745000.0,45312000.0,2491021000.0,238000.0,45312000.0,45312000.0,322182000,,-3723000.0,-153060000,-6964000.0,45312000.0,9676000.0,-6987000.0,-13000,,,317087000.0,,,-9029000.0,8335000.0,1795413000,18157000.0,156829000.0,,,443485000.0,,,99430000.0,,,2491021000.0,,,-10108000.0,,10611000.0,-561233000.0,,-241609000,-133412000,,,,,-522000.0,80000.0,,,,78713000,,18303000.0,1040000.0,-122000.0,8335000,,5095000.0,2091647000.0,1795413000.0,18303000.0,-1999000.0,1662403000,-241609000.0,24069000.0,,9209000,5785000.0,1662403000.0,-80000,-38849000.0,104861000.0,1569403000.0,-271242000.0,0.1875,,,16536000.0,,654000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,,-5048000.0,,,24550000.0,,,,,,9522000.0,1903000.0,-636000.0,10286000.0,13644000,-73510000.0,-579455000.0,54113000.0,,15774000.0,,54858000.0,19964000,,,0.135,,0.0,,,,1937542000.0,,,,41822000.0,-28633000.0,,,,,,49810000.0,,,,,2018934000.0,,,,2067115000,99780000.0,,,,,,,,,,,,,,,,20393000.0,,,,,45312000.0,16679000.0,,238000.0,16679000.0,,126908000,,,49390000,12829000.0,16679000.0,,-9981000.0,13644000,,0.1375,69354000.0,,,,,1960638000,,,,,,,149635000.0,,,,2516997000.0,,48181000.0,-10122000.0,,,,,-234279000,69783000,-108000.0,,,,,1620000.0,,,,87776000,,,1293000.0,-4933000.0,84401000,,57554000.0,,,,192000.0,1611003000,,,,6303000,,,20365000,,,,-158506000.0,,1811003000.0,-10286000.0,,200000000.0,,122092000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,0.0,,,25026000.0,,,,,,9405000.0,475000.0,-269000.0,3981000.0,2904000,135634000.0,-596962000.0,56627000.0,,,,27802000.0,-39168000,,,0.0275,,0.0,,,,1933133000.0,,,,0.0,157472000.0,,,,,,27802000.0,,,,,2018123000.0,,,,2225821000,100652000.0,,,,,,,,,,,,,,,,20236000.0,,,,,16679000.0,174151000.0,,299000.0,174151000.0,,118439000,,,155960000,-536000.0,174151000.0,,-5964000.0,2904000,,0.03,116792000.0,,,,,1975164000,,,,,,,8337000.0,,,,2530095000.0,,207698000.0,-11653000.0,,21045000.0,,,-237704000,173337000,-12000.0,,,,,2008000.0,,,,250657000,,,488000.0,-8156000.0,8337000,,1647000.0,,,,641000.0,1611021000,,,,1231000,,,7358000,,,,-29393000.0,,1966827000.0,0.0,,243405000.0,,105600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,,,,24492000.0,,,,,,9545000.0,2568000.0,-338000.0,3324000.0,11131000,-40584000.0,-612237000.0,70967000.0,,,,36959000.0,58461000,,,0.0925,,-8244000.0,,,,1917232000.0,,,,0.0,-13973000.0,,,-286000.0,,,42007000.0,,,,,2005924000.0,,,,2198293000,139832000.0,,,,,,,,,,,,,,,,20621000.0,,,,,174151000.0,160178000.0,,301000.0,160178000.0,,127469000,,,8524000,5638000.0,160178000.0,,-10348000.0,11131000,,0.0925,66985000.0,,,,,1940811000,,,,,,,99213000.0,,,,2529469000.0,,192369000.0,-11699000.0,,25372000.0,,,-235682000,50874000,1000.0,,,,,-634000.0,,,,221216000,,,439000.0,-8238000.0,99213000,,60484000.0,,,,-573000.0,1568185000,,,,16111000,,,12269000,,,,-52804000.0,,1841598000.0,0.0,,248041000.0,,140968000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,76760000.0,,,0.0,24243000.0,218530000.0,111491803.0,2060000.0,,-15817000.0,,-6439000.0,-359000.0,2964000.0,6326000,-37357000.0,-629768000.0,49210000.0,150389000.0,,421000.0,30770000.0,-10821000,301000.0,,,154570000.0,8244000.0,,0.305,2964000.0,1908447000.0,,,239633000.0,44368000.0,-15050000.0,62990000.0,223570000.0,0.0,1908447000.0,110328000.0,22551000.0,200000000.0,44368000.0,-29815000.0,,1967030000.0,,,,2166319000,,,99816000.0,,,-274135000.0,,,,,,-34756000.0,146810000.0,145128000.0,,,15510000.0,29493000.0,,,2896000.0,160178000.0,154570000.0,2538215000.0,301000.0,145128000.0,145128000.0,130405000,,-1602000.0,45868000,1984000.0,145128000.0,,-8463000.0,6326000,,,35047000.0,,,-8219000.0,8036000.0,1911892000,51395000.0,92823000.0,1848902000.0,,503221000.0,,62990000.0,98311000.0,,,2538215000.0,9442000.0,199289000.0,-14635000.0,146363000.0,29493000.0,-629768000.0,-1381000.0,-238467000,63154000,-1262000.0,,199289000.0,,19915000.0,-448000.0,49210000.0,9442000.0,,218530000,,34005000.0,421000.0,-8488000.0,8036000,,95358000.0,2166319000.0,1911892000.0,34005000.0,1800000.0,1547901000,-238467000.0,263588000.0,0.0,-2948000,45312000.0,1547901000.0,11403000,-48109000.0,142170000.0,,-33432000.0,0.3075,1848902000.0,0.0,22735000.0,200000000.0,2546000.0,,1967030000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,-8010000.0,,,23767000.0,,,,,,9651000.0,841000.0,10084000.0,3187000.0,15064000,-18116000.0,-646695000.0,49264000.0,,52617000.0,,51807000.0,24000000,,,0.1225,,0.0,,,,1896603000.0,,,,44275000.0,27179000.0,,,,,,43797000.0,,,,,1976020000.0,,,,2182558000,120512000.0,,,,,,,,,,,,,,,,18989000.0,,,,,145128000.0,172307000.0,,200000000.0,172307000.0,,132148000,,,44630000,11273000.0,172307000.0,,-6512000.0,15064000,,0.125,68630000.0,,,,,1920270000,,,,,,,176548000.0,,,,2541846000.0,,205086000.0,-14632000.0,,,,,-232540000,61763000,-366000.0,,,,,296000.0,,,,262288000,,,352000.0,786000.0,69045000,,63518000.0,,,,600000.0,1543722000,,,,6867000,,,21704000,,,,-13516000.0,,1543722000.0,0.0,,200000000.0,,122971429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,0.0,,22989000.0,,,,,,1892513000.0,559000.0,-12801000.0,2745000.0,6000000,-55826000.0,-664451000.0,45079000.0,,55583000.0,,47672000.0,33342000,,,0.05,,,,,,1892513000.0,,,,46432000.0,-20502000.0,,,,,,55682000.0,,,,,1937592000.0,,,,2152928000,121648000.0,,,,,,,,,,,,,,,,19150000.0,,,,,172307000.0,151805000.0,,200000000.0,151805000.0,,123845000,,,33451000,17264000.0,151805000.0,,-12348000.0,6000000,,0.05,66793000.0,,,,,1893263000,,,,,,,189720000.0,,,,2556964000.0,,215336000.0,-14650000.0,,,,,-235740000,50770000,-33000.0,,,,,-19000.0,,9905000.0,,259665000,,,325000.0,-19646000.0,77082000,,57052000.0,,,,1442000.0,1503543000,,,,10946000,,,11021000,,,,-106094000.0,,1703543000.0,0.0,,200000000.0,,140960000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
