,trailingBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,annualInterestExpense,annualBasicEPS,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualCapitalExpenditure,annualOtherCurrentLiabilities,trailingDeferredIncomeTax,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualBasicAverageShares,quarterlyGrossProfit,annualOperatingExpense,annualBeginningCashPosition,annualRepaymentOfDebt,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyAccountsPayable,annualInvestmentsAndAdvances,quarterlyOtherIntangibleAssets,quarterlyStockholdersEquity,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualGrossPPE,quarterlyPurchaseOfInvestment,annualTotalNonCurrentAssets,annualDilutedEPS,annualSellingGeneralAndAdministration,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualEndCashPosition,trailingTotalRevenue,trailingCostOfRevenue,trailingTaxProvision,annualStockBasedCompensation,quarterlyBasicEPS,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingGrossProfit,trailingNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyCapitalExpenditure,annualCapitalStock,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalRevenue,trailingChangeInWorkingCapital,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyPretaxIncome,annualGrossProfit,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyRetainedEarnings,quarterlyTaxProvision,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,annualPretaxIncome,annualNonCurrentDeferredRevenue,annualLongTermDebt,annualNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,annualCashDividendsPaid,trailingNetIncome,annualTotalAssets,annualGoodwill,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyNetIncomeContinuousOperations,quarterlyCostOfRevenue,quarterlyGoodwill,annualInvestingCashFlow,quarterlyNetIncome,quarterlyDilutedEPS,quarterlyOperatingCashFlow,annualNetOtherInvestingChanges,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,annualAccountsReceivable,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,annualStockholdersEquity,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualFreeCashFlow,quarterlyDepreciationAndAmortization,annualDepreciationAndAmortization,annualIncomeTaxPayable,annualOperatingIncome,annualDilutedAverageShares,trailingInvestingCashFlow,annualAccountsPayable,quarterlyCurrentDebt,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyNetIncomeCommonStockholders,quarterlySellingGeneralAndAdministration,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingEndCashPosition,annualTaxProvision,quarterlyCashDividendsPaid,quarterlyOperatingExpense,annualCashAndCashEquivalents,trailingOtherIncomeExpense,trailingOperatingIncome,annualCurrentAccruedExpenses,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCommonStockIssuance,annualSaleOfInvestment,annualNetIncomeCommonStockholders,annualNetPPE,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCurrentLiabilities,annualOtherNonCurrentAssets,annualEbitda,annualCurrentAssets,trailingChangeInInventory,annualChangesInAccountReceivables,trailingPurchaseOfBusiness,annualGainsLossesNotAffectingRetainedEarnings,annualInventory,quarterlyRepurchaseOfCapitalStock,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyInventory,annualPurchaseOfBusiness,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,annualRepurchaseOfCapitalStock,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualPurchaseOfInvestment,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualChangeInInventory,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,trailingResearchAndDevelopment,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,,,0.0,0.298616,,,-8288000.0,,,,-1767000.0,,89020704.0,,46332000.0,18913000.0,-900000.0,,,,,,,,,,,,,,0.298616,31764000.0,,,,,-6958000.0,,,17146000.0,,,,0.0,,-49536000.0,-50436000.0,,,,,,,26684000.0,139997000.0,231884000.0,,,,,,,,,,,,,,,,,-6514000.0,,,,91887000.0,,,,,,22177000.0,,,,45559000.0,,,26684000.0,,,,0.0,,,,,,,,,,-8171000.0,,,,0.0,,,,,,,,,,,,48552000.0,,14568000.0,,45555000.0,89020704.0,,,,0.0,,,,,,,,,18875000.0,,,,,,,,,,,,,,,,,,,26583000.0,,56840000.0,,-288000.0,,,60127000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,89020704.0,,,,,,,,,,,,,18483000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050887,,,,,,89020704.0,,,,,,,,,,,,,,,,,45823000.0,,6780000.0,,,,10346000.0,,6780000.0,,,,,,2250000.0,,,,,,,,,,,,,,,,,,,4530000.0,27340000.0,,,4530000.0,0.050887,,,,,,,,,,,,,,,,,,,,,,,,,,4530000.0,8137000.0,,,,,,,11703000.0,,,,,-1375000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,,1009000.0,0.0,0.256491,-5190000.0,,-5190000.0,109000.0,,,-2584000.0,0.0,89020704.0,12624000.0,45478000.0,17146000.0,0.0,,30745000.0,,0.0,251000.0,,9577000.0,236330000.0,,,213616000.0,,250363000.0,0.256491,31388000.0,14562000.0,14562000.0,,14911000.0,-6320000.0,,-94662000.0,14562000.0,,,,0.0,,-24518000.0,-24518000.0,,,,,-1651000.0,0.0,22919000.0,127817000.0,210643000.0,,1159000.0,-884000.0,-4768000.0,,-94662000.0,8417000.0,30745000.0,22328000.0,16712000.0,,37659000.0,213616000.0,3404000.0,11538000.0,,-88000.0,6857000.0,,3404000.0,82826000.0,118954000.0,,,164974000.0,1299000.0,-10035000.0,,109000.0,,37350000.0,,0.0,22919000.0,0.0,267075000.0,-349000.0,0.0,,267075000.0,75521000.0,,,9294000.0,2105000.0,25035000.0,75521000.0,-4810000.0,2105000.0,,5783000.0,0.0,164974000.0,250363000.0,,0.0,4132000.0,8417000.0,-4768000.0,,236330000.0,,,21554000.0,3451000.0,14090000.0,11538000.0,37348000.0,89020704.0,,251000.0,,0.0,1009000.0,,2019000.0,5769000.0,,14562000.0,-1364000.0,,14431000.0,,9220000.0,14562000.0,,,9294000.0,-1130000.0,,8417000.0,,,,134000.0,-161000.0,14562000.0,9577000.0,,0.0,22833000.0,118954000.0,26744000.0,8417000.0,-260000.0,22328000.0,134000.0,51440000.0,16712000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,89020704.0,,,,0.0,,,,,,,,,16337000.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,14562000.0,,,,,,,,,0.035969,,,,,,89020704.0,-974000.0,,,,,,-10661000.0,128000.0,7280000.0,,,,,,,,42649000.0,,5530000.0,,,,9118000.0,0.0,5530000.0,,,0.0,,,2316000.0,,,,,,,,,,,2626000.0,,,,,,,,3214000.0,26312000.0,,,3214000.0,0.035969,-3759000.0,,,,,,-4733000.0,,7280000.0,,,0.0,,,3588000.0,,,,,,,,,,0.0,3202000.0,7219000.0,,17188000.0,-895000.0,,,0.0,10807000.0,,,,,-1280000.0,,,,,,,177000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,89020704.0,,,,0.0,,,,,,,,,18541000.0,,,,,,,,,,,,,,,,,,,,,,17188000.0,,,,,,,,,0.052583,,,,,,89020704.0,-1324000.0,,,,,,2368000.0,-501000.0,-7657000.0,,,,,,,,46072000.0,,7709000.0,,,,11337000.0,0.0,7710000.0,,,0.0,,,3011000.0,,,,,,,,,,,1212000.0,,,,,,,,4699000.0,27531000.0,,,4699000.0,0.052583,10191000.0,,,,,,8867000.0,,-7657000.0,,,0.0,,,3627000.0,,,,,,,,,,0.0,4681000.0,7205000.0,,18400000.0,-1322000.0,,,0.0,10832000.0,,,,,-1381000.0,,,,,,,-42000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,89020704.0,0.0,,,2298000.0,,,,,,,,,15242000.0,,,,,22845000.0,,0.0,6007000.0,,9577000.0,244338000.0,,,,,,,,18550000.0,18550000.0,,18400000.0,,,-104285000.0,,,,,,0.030117,,,,,,89020704.0,-869000.0,,,,,,2663000.0,-2178000.0,-5817000.0,,,,,17853000.0,23840000.0,,39633000.0,215470000.0,4476000.0,6959000.0,,,8087000.0,,4476000.0,,111185000.0,,,175568000.0,1795000.0,,,1959000.0,,,,,,0.0,267183000.0,150000.0,,,,,,418000.0,2928000.0,2681000.0,24391000.0,75521000.0,,2681000.0,0.030117,6776000.0,,,243343000.0,,,5907000.0,4992000.0,-5817000.0,,,,,,3611000.0,,,,,,,,,,,2681000.0,7155000.0,,18550000.0,-809000.0,,,,10766000.0,,,,,-1189000.0,,4992000.0,,,,134000.0,-166000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,88659448.0,17367000.0,19254000.0,0.18,-16428000.0,,-16428000.0,12911000.0,,,270659000.0,0.0,110166667.0,91054000.0,85608000.0,14562000.0,0.0,,2466810000.0,,887000.0,21397000.0,,9577000.0,142429000.0,,,244965000.0,,2300668000.0,0.17,56685000.0,285221000.0,285221000.0,,18550000.0,-4203000.0,,-105844000.0,285221000.0,,,,1566000.0,0.08,-2096982000.0,206302000.0,,,,88659448.0,-13261000.0,887000.0,19830000.0,100142000.0,242129000.0,,40358000.0,-3095000.0,212496000.0,,-105844000.0,4282000.0,2466810000.0,112528000.0,308571000.0,,113776000.0,244965000.0,38663000.0,17256000.0,,-5646000.0,56760000.0,,19409000.0,141987000.0,139121000.0,,,137891000.0,10175000.0,34728000.0,,12911000.0,,37126000.0,,2350000000.0,19830000.0,0.0,2609239000.0,266671000.0,-2090000000.0,,2609239000.0,75521000.0,,,42175000.0,9234000.0,22722000.0,75521000.0,-16275000.0,9234000.0,0.08,67424000.0,0.0,137891000.0,2300668000.0,,2350000000.0,54163000.0,2354282000.0,-2090788000.0,,142429000.0,19254000.0,,64204000.0,18097000.0,28923000.0,17256000.0,56379000.0,110166667.0,,21397000.0,,1270000.0,17367000.0,,9234000.0,34294000.0,,285221000.0,-13249000.0,,17296000.0,,52391000.0,285221000.0,,,42175000.0,-353000.0,,4282000.0,,,,17041000.0,2669000.0,285221000.0,9577000.0,,,19830000.0,139121000.0,80632000.0,2354282000.0,2638000.0,112528000.0,17041000.0,85303000.0,308571000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,116610526.0,24240000.0,,,-44356000.0,,,,,,,,,121797000.0,,,,,2629914000.0,,1118000.0,24594000.0,,9577000.0,-68028000.0,,2000000.0,,-43000000.0,,,,48278000.0,48278000.0,,285221000.0,,,-109260000.0,,,,,,0.4,,,,,,110780000.0,-24873000.0,,,,,,5675000.0,-898000.0,-106711000.0,,,,,126831000.0,121185000.0,,158328000.0,251146000.0,74334000.0,5889000.0,,,101402000.0,1951000.0,45906000.0,,141886000.0,2007000.0,,-931734000.0,1594000.0,,,14585000.0,,,,,,0.0,2561886000.0,-236943000.0,,,,,,,57999000.0,44312000.0,36531000.0,75521000.0,,44312000.0,0.38,79727000.0,,,2440701000.0,,2500000000.0,54854000.0,2503083000.0,0.0,,,28974000.0,,,26522000.0,,,,,,,,,,-32000000.0,44312000.0,20941000.0,,48278000.0,-209959000.0,,,-270040000.0,47463000.0,,,,,0.0,,3083000.0,,,,13275000.0,43000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,117530000.0,37087000.0,,,8356000.0,,,,,,,,,123254000.0,,,,,2654599000.0,,1123000.0,49074000.0,,9577000.0,-72922000.0,,,,,,,,41679000.0,41679000.0,,48278000.0,,,-112314000.0,,,,,,0.42,,,,,,111933333.0,-32099000.0,,,,,,-30994000.0,-1021000.0,-29356000.0,,,,,126531000.0,119545000.0,,160786000.0,251324000.0,77374000.0,0.0,,,104391000.0,3136000.0,48934000.0,,139010000.0,2011000.0,,-943906000.0,1922000.0,,,15344000.0,,,,,,0.0,2581677000.0,-6599000.0,,,,,,,35354000.0,47012000.0,37532000.0,75521000.0,,47012000.0,0.4,46494000.0,,,2462132000.0,,2526000000.0,14395000.0,2528068000.0,-306000.0,,,29108000.0,,,26349000.0,,,,,,,,,,0.0,47012000.0,19531000.0,,41679000.0,-23737000.0,,,-59184000.0,45880000.0,,,,,0.0,,2068000.0,,,,14313000.0,8140000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
