,trailingBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,annualInterestExpense,annualBasicEPS,quarterlyNetOtherInvestingChanges,trailingInterestExpense,annualCapitalExpenditure,annualOtherCurrentLiabilities,trailingDeferredIncomeTax,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualBasicAverageShares,quarterlyGrossProfit,annualOperatingExpense,annualBeginningCashPosition,annualRepaymentOfDebt,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyAccountsPayable,annualInvestmentsAndAdvances,quarterlyOtherIntangibleAssets,quarterlyStockholdersEquity,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualGrossPPE,quarterlyPurchaseOfInvestment,annualTotalNonCurrentAssets,annualDilutedEPS,annualSellingGeneralAndAdministration,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualEndCashPosition,trailingTotalRevenue,trailingCostOfRevenue,trailingTaxProvision,annualStockBasedCompensation,quarterlyBasicEPS,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingGrossProfit,trailingNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyCapitalExpenditure,annualCapitalStock,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalRevenue,trailingChangeInWorkingCapital,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyPretaxIncome,annualGrossProfit,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyRetainedEarnings,quarterlyTaxProvision,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,annualPretaxIncome,annualNonCurrentDeferredRevenue,annualLongTermDebt,annualNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,annualCashDividendsPaid,trailingNetIncome,annualTotalAssets,annualGoodwill,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyNetIncomeContinuousOperations,quarterlyCostOfRevenue,quarterlyGoodwill,annualInvestingCashFlow,quarterlyNetIncome,quarterlyDilutedEPS,quarterlyOperatingCashFlow,annualNetOtherInvestingChanges,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,annualAccountsReceivable,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,annualStockholdersEquity,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualFreeCashFlow,quarterlyDepreciationAndAmortization,annualDepreciationAndAmortization,annualIncomeTaxPayable,annualOperatingIncome,annualDilutedAverageShares,trailingInvestingCashFlow,annualAccountsPayable,quarterlyCurrentDebt,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyNetIncomeCommonStockholders,quarterlySellingGeneralAndAdministration,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingEndCashPosition,annualTaxProvision,quarterlyCashDividendsPaid,quarterlyOperatingExpense,annualCashAndCashEquivalents,trailingOtherIncomeExpense,trailingOperatingIncome,annualCurrentAccruedExpenses,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCommonStockIssuance,annualSaleOfInvestment,annualNetIncomeCommonStockholders,annualNetPPE,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualCurrentLiabilities,annualOtherNonCurrentAssets,annualEbitda,annualCurrentAssets,trailingChangeInInventory,annualChangesInAccountReceivables,trailingPurchaseOfBusiness,annualGainsLossesNotAffectingRetainedEarnings,annualInventory,quarterlyRepurchaseOfCapitalStock,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyInventory,annualPurchaseOfBusiness,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,annualRepurchaseOfCapitalStock,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualPurchaseOfInvestment,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualChangeInInventory,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,trailingResearchAndDevelopment,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance
1412035200,,118814286.0,37726000.0,,,1000000.0,,,,,,,,,121891000.0,,,,,2673336000.0,,1124000.0,18448000.0,,9577000.0,-77899000.0,,,,,,,,31334000.0,31334000.0,,41679000.0,,,-115506000.0,,,,,,0.44,,,,,,113413636.0,-69663000.0,,,,,,14174000.0,-1226000.0,-36621000.0,,,,,125553000.0,114086000.0,,157795000.0,251645000.0,77622000.0,0.0,,,104771000.0,3536000.0,48867000.0,,136139000.0,2020000.0,,-953458000.0,-1035000.0,,,15269000.0,,,,,,0.0,2595437000.0,-10345000.0,,,,,,,59275000.0,49902000.0,35904000.0,75521000.0,,49902000.0,0.42,94786000.0,,,2481351000.0,,2546000000.0,25123000.0,2547783000.0,0.0,,,29378000.0,,,26526000.0,,,,,,,,,,0.0,49902000.0,17743000.0,,31334000.0,-68510000.0,,,-59454000.0,44269000.0,,,,,0.0,,1783000.0,,,,14845000.0,-9663000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,116205263.0,45254000.0,117030000.0,1.65,1000000.0,,-142769000.0,15788000.0,,,-249248000.0,0.0,112353939.0,124120000.0,187679000.0,285221000.0,-32024000.0,,2689316000.0,,1130000.0,4409000.0,,9577000.0,-124736000.0,,,252798000.0,,2439438000.0,1.58,80836000.0,35973000.0,35973000.0,,31334000.0,0.0,81000.0,-118770000.0,35973000.0,,,,12258000.0,0.39,-941000.0,-205188000.0,,,,113225641.0,-16134000.0,1130000.0,185384000.0,144883000.0,635945000.0,,-24843000.0,-160000.0,-32500000.0,,-118770000.0,1443000.0,2689316000.0,78467000.0,125142000.0,,159036000.0,252798000.0,74053000.0,0.0,,-3305000.0,102106000.0,3635000.0,45090000.0,491062000.0,134028000.0,2019000.0,,-1014726000.0,932000.0,-35988000.0,,15788000.0,,188797000.0,,2609406000.0,185384000.0,0.0,2564580000.0,4639000.0,-494104000.0,,2564580000.0,75521000.0,,,35448000.0,44158000.0,34916000.0,75521000.0,-317319000.0,44158000.0,0.38,52252000.0,-34000000.0,-1014726000.0,2439438000.0,,2609406000.0,36118000.0,2610849000.0,-635000.0,,-124736000.0,29570000.0,,130490000.0,27446000.0,106843000.0,0.0,303383000.0,117331646.0,,4409000.0,81000.0,8057000.0,45254000.0,-24000.0,44158000.0,22621000.0,,35973000.0,-15113000.0,,3413000.0,-105426000.0,50067000.0,35973000.0,,,35448000.0,0.0,,1443000.0,,,,383000.0,-170000.0,35973000.0,9577000.0,,,185384000.0,134028000.0,273259000.0,2610849000.0,-1650000.0,78467000.0,383000.0,412670000.0,125142000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,118499000.0,47644000.0,,,502000.0,,,,,,,,,127706000.0,,,,,2678017000.0,,1142000.0,3301000.0,,9577000.0,-125540000.0,,538000.0,,0.0,,,,45367000.0,45367000.0,,35973000.0,,,-122166000.0,,,,,,0.41,,,,,,113666000.0,-6591000.0,,,,,,20232000.0,-386000.0,-85281000.0,,,,,100915000.0,135510000.0,,162661000.0,258699000.0,78756000.0,1572000.0,,,106762000.0,4394000.0,49789000.0,,136533000.0,2020000.0,,-1030290000.0,2702000.0,,,16237000.0,,,,,,16237000.0,2552477000.0,9394000.0,,,,,,,54574000.0,47087000.0,34955000.0,75521000.0,,47087000.0,0.4,100759000.0,,,2416967000.0,,2576364000.0,94168000.0,2577102000.0,0.0,,,29562000.0,,,27411000.0,,,,,,,99000.0,,,-33024000.0,46872000.0,21539000.0,,45367000.0,-6084000.0,,,-62651000.0,48950000.0,,,,,0.0,,738000.0,,,,419000.0,-1345000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,119387000.0,54606000.0,,,536000.0,,,,,,,,,128166000.0,,,,,2651821000.0,,1144000.0,2441000.0,,9577000.0,-135847000.0,,537000.0,,,,,,31059000.0,31059000.0,,45367000.0,,,-125717000.0,,,,,,0.4,,,,,,114330000.0,-5885000.0,,,,,,-17297000.0,-1151000.0,-70361000.0,,,,,85116000.0,123979000.0,,163823000.0,260458000.0,76827000.0,229000.0,,,105029000.0,4111000.0,47827000.0,,134741000.0,2019000.0,,-1047216000.0,1882000.0,,,16450000.0,,,,,,16450000.0,2515974000.0,-14308000.0,,,,,,,35760000.0,45945000.0,35657000.0,75521000.0,,45945000.0,0.38,61310000.0,,,2391995000.0,,2566339000.0,55425000.0,2566705000.0,0.0,,,29585000.0,,,27617000.0,,,,,,,100000.0,,,-10024000.0,45757000.0,23722000.0,,31059000.0,-5257000.0,,,-62871000.0,51339000.0,,,,,0.0,,366000.0,,,,424000.0,680000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,118675000.0,60837000.0,,,575000.0,,,,,,,,,112133000.0,,,,,2752701000.0,,1147000.0,2637000.0,,9577000.0,-236586000.0,,538000.0,,,,,,42740000.0,42740000.0,,31059000.0,,,-129300000.0,,,,,,0.29,,,,,,114582759.0,-3331000.0,,,,,,22789000.0,-642000.0,-90339000.0,93423000.0,,,,117628000.0,145283000.0,,147792000.0,261216000.0,65291000.0,,,,93429000.0,4153000.0,34646000.0,,131916000.0,45560000.0,,-1156401000.0,1417000.0,,,15474000.0,,,,,,0.0,2516115000.0,11681000.0,,,,,,,63185000.0,33229000.0,35659000.0,75521000.0,,33229000.0,0.28,104756000.0,,,2370832000.0,,2541313000.0,101425000.0,2635073000.0,-6688000.0,,,31226000.0,,,27557000.0,,,,,,,101000.0,,,-25025000.0,33229000.0,19285000.0,,42740000.0,-2736000.0,,,-62948000.0,46842000.0,,,,,0.0,,337000.0,,,,385000.0,681000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,119092000.0,57721000.0,124183000.0,1.12,3037000.0,,-19102000.0,17687000.0,,,5902000.0,0.0,114394643.0,112774000.0,195452000.0,35973000.0,-68098000.0,,2701669000.0,,1156000.0,406000.0,2090059000.0,9577000.0,-253514000.0,,,261082000.0,,2311301000.0,1.08,85669000.0,41875000.0,41875000.0,,42740000.0,0.0,102000.0,-131335000.0,41875000.0,,,,16811000.0,0.26,-9500000.0,-299644000.0,,,,114511538.0,-3295000.0,1156000.0,128122000.0,122186000.0,575053000.0,,-29965000.0,1366000.0,-53663000.0,107379000.0,-131335000.0,232000.0,2701669000.0,83819000.0,136854000.0,,128689000.0,261082000.0,64453000.0,,,-813000.0,92222000.0,4153000.0,31214000.0,452867000.0,129747000.0,20242000.0,,-1189890000.0,1441000.0,-4241000.0,,17687000.0,,135564000.0,107379000.0,2510239000.0,128122000.0,0.0,2448155000.0,-865000.0,-251732000.0,,2448155000.0,75521000.0,,,40922000.0,29773000.0,15915000.0,75521000.0,-14142000.0,29773000.0,0.25,52863000.0,4650000.0,-1189890000.0,2311301000.0,,2510239000.0,49568000.0,2617850000.0,-2812000.0,,-253514000.0,33810000.0,,300586000.0,27198000.0,109783000.0,,257415000.0,118631481.0,,406000.0,102000.0,69841000.0,57721000.0,-25000.0,29773000.0,21123000.0,,41875000.0,-65000.0,,7442000.0,-63262000.0,48321000.0,41875000.0,,,40922000.0,0.0,,232000.0,,,2090059000.0,387000.0,-962000.0,41875000.0,9577000.0,,,128122000.0,129747000.0,319688000.0,2617850000.0,-946000.0,83819000.0,387000.0,369530000.0,136854000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,118817000.0,58376000.0,,,1537000.0,,,,,,,,,115626000.0,,,,,2695044000.0,,1170000.0,490000.0,,9577000.0,-258815000.0,,,,,,,,61561000.0,61561000.0,,41875000.0,,,-134583000.0,,,,,,0.28,,,,,,116671000.0,-627000.0,,,,,,20010000.0,-79000.0,-85315000.0,121335000.0,,,,104622000.0,155112000.0,,148820000.0,261338000.0,67637000.0,,,,95237000.0,4572000.0,34753000.0,,126755000.0,19538000.0,,-1222811000.0,2004000.0,,,18390000.0,,,,,,0.0,2436229000.0,19686000.0,,,,,,,60287000.0,32749000.0,33194000.0,75521000.0,,32749000.0,0.27,103858000.0,,,2281117000.0,,2468881000.0,103231000.0,2590422000.0,-709000.0,,,33401000.0,,,27083000.0,,,,,,,104000.0,,,-42025000.0,32614000.0,20906000.0,,61561000.0,1143000.0,,,-65670000.0,47989000.0,,,,,0.0,,206000.0,,,2066376000.0,388000.0,45000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,186982000.0,70502000.0,,,13063000.0,,,,,,,,,170097000.0,,,,,4762890000.0,,2034000.0,244000.0,,9577000.0,2386172000.0,,,,,,,,23739000.0,23739000.0,,61561000.0,,,-139471000.0,,,,,,0.4,,,,,,183965000.0,-839000.0,,,,,,-16192000.0,-745000.0,2783959000.0,135291000.0,,,,113905000.0,2874421000.0,,207361000.0,859097000.0,120817000.0,,,,150031000.0,4591000.0,75535000.0,,719626000.0,17006000.0,,-1262999000.0,2271000.0,,,32992000.0,,,,,,0.0,7149062000.0,-37822000.0,,,,,,2746720000.0,49227000.0,73264000.0,37264000.0,75521000.0,,73264000.0,0.39,106484000.0,,,4274641000.0,,4513347000.0,105645000.0,4648985000.0,-31199000.0,,,45936000.0,,,28560000.0,,,,,,,105000.0,,,-265026000.0,73094000.0,22261000.0,,23739000.0,-2928265000.0,,,-113452000.0,49280000.0,,,,,0.0,,347000.0,,,2746720000.0,1373000.0,-290000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,208372093.0,57983000.0,,,18541000.0,,,,,,,,,192292000.0,,,,,4971660000.0,,2071000.0,588000.0,,9577000.0,2449660000.0,,,,,,,,25359000.0,25359000.0,,23739000.0,,,-144843000.0,,,,,,0.43,,,,,,208372093.0,-550000.0,,,,,,54230000.0,-173000.0,114262000.0,149807000.0,,,,160011000.0,2848307000.0,,233275000.0,859294000.0,143306000.0,,,,170952000.0,4641000.0,90907000.0,,714451000.0,17774000.0,45733000.0,-1297916000.0,1307000.0,,,24323000.0,,,,,,0.0,7421320000.0,1620000.0,,,,,,2728716000.0,88878000.0,89600000.0,40983000.0,75521000.0,,89600000.0,0.43,195103000.0,,,4573013000.0,,4661577000.0,194553000.0,4811649000.0,0.0,,,52880000.0,,,29476000.0,,,,,,,106000.0,,,-20025000.0,89600000.0,21821000.0,,25359000.0,-307745000.0,,,-124517000.0,48986000.0,,,,,0.0,,265000.0,,,2728716000.0,1306000.0,302000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,208204444.0,0.0,185896000.0,1.62,18542000.0,,-3441000.0,0.0,,,-5319000.0,19564000.0,178583333.0,198329000.0,195721000.0,41875000.0,-377104000.0,,4935461000.0,,2077000.0,1079000.0,2710711000.0,9577000.0,2433869000.0,,,860531000.0,,4588386000.0,1.6,86167000.0,36556000.0,36556000.0,,25359000.0,0.0,112000.0,-150346000.0,36556000.0,,,,18312000.0,0.45,-31911000.0,2698927000.0,,,,208204444.0,-1425000.0,2077000.0,289305000.0,151911000.0,828255000.0,,-38841000.0,-538000.0,-113979000.0,166052000.0,-150346000.0,265000.0,4935461000.0,84727000.0,2780944000.0,,238799000.0,860531000.0,148863000.0,,,-1535000.0,177621000.0,4508000.0,95655000.0,676344000.0,710185000.0,19501000.0,-121000.0,-1328937000.0,1963000.0,19207000.0,,0.0,,296850000.0,166052000.0,4664853000.0,289305000.0,19564000.0,7369330000.0,11197000.0,-428352000.0,,7369330000.0,75521000.0,,2710711000.0,50952000.0,93692000.0,40470000.0,75521000.0,-3218616000.0,93692000.0,0.45,108925000.0,51683000.0,-1328937000.0,4588386000.0,2710711000.0,4664853000.0,107500000.0,4850734000.0,-3000.0,,2433869000.0,53679000.0,,510929000.0,30598000.0,115717000.0,,480623000.0,180815625.0,,1079000.0,112000.0,73819000.0,0.0,-50028000.0,93692000.0,21179000.0,,36556000.0,16251000.0,,7545000.0,-124713000.0,49466000.0,36556000.0,,,50952000.0,0.0,,265000.0,,,2710711000.0,50090000.0,449000.0,36556000.0,9577000.0,870810000.0,,289305000.0,710185000.0,514370000.0,4850734000.0,506000.0,84727000.0,50090000.0,592300000.0,2780944000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,208868889.0,0.0,,,30813000.0,,,,,,,,,199494000.0,,,,,4907063000.0,,2081000.0,955000.0,,9577000.0,2407336000.0,,,,,,,,23361000.0,23361000.0,,36556000.0,,,-154733000.0,,,,,,0.45,,,,,,208868889.0,-490000.0,,,,,,36782000.0,-742000.0,-219977000.0,182297000.0,,,,130552000.0,2737582000.0,,242713000.0,859627000.0,150006000.0,2938000.0,,,178727000.0,4483000.0,96521000.0,,704894000.0,19502000.0,,-1364247000.0,2530000.0,,,0.0,,,,,,20756000.0,7314399000.0,-13195000.0,,,,,,2693099000.0,85079000.0,93991000.0,43219000.0,75521000.0,,93991000.0,0.45,184689000.0,,,4576817000.0,,4571880000.0,184199000.0,4776511000.0,-105000.0,,,53949000.0,,,30568000.0,,,,,,,,,,-95027000.0,93991000.0,21231000.0,,23361000.0,22093000.0,,,-129301000.0,49488000.0,,,,,0.0,,264000.0,,,2693099000.0,67957000.0,-181000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,214075556.0,0.0,,,18232000.0,,,,,,,,,201810000.0,,,,,4838453000.0,,2122000.0,432000.0,,9577000.0,2518767000.0,,,,,,,,29510000.0,29510000.0,,23361000.0,,,-158960000.0,,,,,,0.46,,,,,,209421739.0,-1305000.0,,,,,,-42768000.0,-538000.0,-43704000.0,198790000.0,,,,95081000.0,2721755000.0,,243391000.0,918976000.0,152696000.0,,,,181606000.0,3773000.0,98526000.0,,760016000.0,19749000.0,,-1399683000.0,2192000.0,,,0.0,,,,,,22865000.0,7357220000.0,6149000.0,,,,,,2674866000.0,45366000.0,96334000.0,41581000.0,75521000.0,,96334000.0,0.45,107551000.0,,,4635465000.0,,4520137000.0,106246000.0,4743372000.0,139485000.0,,,54657000.0,,,31012000.0,,,,,,,,,,-155028000.0,96334000.0,20691000.0,,29510000.0,-57698000.0,,,-131770000.0,49114000.0,,,,,0.0,,294000.0,,,2674866000.0,72795000.0,-523000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,215586667.0,0.0,,,18614000.0,,,,,,,,,202865000.0,,,,,4841704000.0,,2126000.0,435000.0,,9577000.0,2493104000.0,,,,,,,,43634000.0,43634000.0,,29510000.0,,,-164280000.0,,,,,,0.46,,,,,,210900000.0,-470000.0,,,,,,45167000.0,-666000.0,-201401000.0,215407000.0,,,,152806000.0,2722648000.0,,244506000.0,917387000.0,152699000.0,,,,181823000.0,3695000.0,98698000.0,,753107000.0,19874000.0,34000.0,-1436808000.0,1684000.0,,,0.0,,,,,,23559000.0,7334808000.0,14124000.0,,,,,,2656252000.0,90842000.0,97014000.0,41641000.0,75521000.0,,97014000.0,0.45,196864000.0,,,4612160000.0,,4448394000.0,196394000.0,4688898000.0,0.0,,,54493000.0,,,31359000.0,,,,,,,,,,-75028000.0,97014000.0,21534000.0,,43634000.0,18661000.0,,,-134139000.0,50166000.0,,,,,0.0,,280000.0,,,2656252000.0,80738000.0,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,216881395.0,0.0,217068000.0,1.8,18613000.0,,-3256000.0,0.0,,,-7502000.0,25411000.0,211443333.0,201985000.0,200636000.0,36556000.0,-335112000.0,,4788635000.0,,2127000.0,715000.0,2637639000.0,9577000.0,2458247000.0,,,918208000.0,,4558737000.0,1.79,87156000.0,29054000.0,29054000.0,,43634000.0,,,-169767000.0,29054000.0,,,,15636000.0,0.44,,-606911000.0,,,,211952273.0,-991000.0,2127000.0,380598000.0,165153000.0,971307000.0,,-39505000.0,1385000.0,-141829000.0,232023000.0,-169767000.0,244000.0,4788635000.0,88077000.0,2688145000.0,,240697000.0,918208000.0,150117000.0,,,-561000.0,178777000.0,3685000.0,96640000.0,806154000.0,748441000.0,19872000.0,0.0,-1477709000.0,3381000.0,-324000.0,,0.0,,390385000.0,232023000.0,4441650000.0,380598000.0,25411000.0,7246882000.0,-14580000.0,-529370000.0,,7246882000.0,75521000.0,,2637639000.0,51963000.0,93259000.0,38712000.0,75521000.0,698000.0,93259000.0,0.43,109607000.0,86272000.0,-1477709000.0,4558737000.0,2637639000.0,4441650000.0,108616000.0,4700558000.0,0.0,,2458247000.0,53969000.0,,595455000.0,30896000.0,123835000.0,,605518000.0,212751346.0,,715000.0,,78997000.0,0.0,-10029000.0,93259000.0,23700000.0,,29054000.0,17642000.0,,9787000.0,-134160000.0,51868000.0,29054000.0,,,51963000.0,0.0,,244000.0,,,2637639000.0,58675000.0,280000.0,29054000.0,9577000.0,139414000.0,,380598000.0,748441000.0,598711000.0,4700558000.0,-421000.0,88077000.0,58675000.0,720933000.0,2688145000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,215048889.0,,,,18209000.0,,,,,,,,,202797000.0,,,,,4803599000.0,,2135000.0,492000.0,,9577000.0,2416848000.0,,,,,,,,45420000.0,45420000.0,,29054000.0,,,-175351000.0,,,,,,0.45,,,,,,215048889.0,-822000.0,,,,,,34278000.0,164000.0,-186777000.0,248640000.0,,,,126555000.0,2686132000.0,,244050000.0,919031000.0,151851000.0,199000.0,,,180286000.0,3987000.0,98264000.0,,743680000.0,19874000.0,,-1516064000.0,1492000.0,,,,,,,,,27018000.0,7220447000.0,16366000.0,,,,,,2619430000.0,84668000.0,96772000.0,41253000.0,75521000.0,,96772000.0,0.45,185756000.0,,,4534315000.0,,4399906000.0,184934000.0,4677044000.0,-7031000.0,,,54068000.0,,,30681000.0,,,,,,,,,,-45029000.0,96772000.0,22992000.0,,45420000.0,17387000.0,,,-134717000.0,50946000.0,,,,,,,279000.0,,248640000.0,,64078000.0,-225000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,213948837.0,,,,11030000.0,,,,,,,,,212014000.0,,,,,4909792000.0,,2137000.0,461000.0,,9577000.0,2378768000.0,,,,,,,,144472000.0,144472000.0,,45420000.0,,,-180196000.0,,,,,,0.43,,,,,,213948837.0,-1176000.0,,,,,,-26071000.0,-281000.0,-30895000.0,265256000.0,,,,110467000.0,2770786000.0,,254221000.0,919201000.0,153241000.0,,,,178182000.0,616000.0,93604000.0,,739005000.0,19655000.0,,-1558886000.0,1606000.0,,,,,,,,,27068000.0,7288560000.0,99052000.0,,,,,,2608400000.0,60195000.0,91998000.0,42207000.0,75521000.0,,91998000.0,0.43,119866000.0,,,4517774000.0,,4505573000.0,118690000.0,4799325000.0,-17503000.0,,,57055000.0,,,30251000.0,,,,,,,,,,-878572000.0,91998000.0,31250000.0,,144472000.0,10081000.0,,,-134820000.0,58773000.0,,,,,-3473000.0,,257000.0,,,,76807000.0,-29000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,214872000.0,,,,8002000.0,,,,,,,,,213591000.0,,,,,5937502000.0,,2140000.0,1851000.0,,9577000.0,2358396000.0,,,,,,,,1162774000.0,1162774000.0,,144472000.0,,,-185766000.0,,,,,,0.49,,,,,,213876000.0,-976000.0,,,,,,56657000.0,-182000.0,811313000.0,281174000.0,,,,179527000.0,3787224000.0,,254139000.0,920161000.0,164834000.0,,,,196246000.0,3275000.0,105911000.0,,734395000.0,17908000.0,0.0,-1589136000.0,1096000.0,,,,,,,,,27375000.0,8295898000.0,1018302000.0,,,,,,2600398000.0,115837000.0,104815000.0,40548000.0,75521000.0,,104815000.0,0.49,212596000.0,,,4508674000.0,,5448005000.0,211620000.0,5757975000.0,-8239000.0,,,60341000.0,,,29994000.0,,,,,,,,,,-156486000.0,104668000.0,21490000.0,,1162774000.0,-5607000.0,,,-135065000.0,48757000.0,,,,,,,279000.0,,,,99569000.0,1390000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,218719048.0,,247684000.0,1.59,-302466000.0,,-4304000.0,,,,-3271000.0,26059000.0,213532075.0,261441000.0,236579000.0,29054000.0,-1164117000.0,,6311686000.0,,2142000.0,2511000.0,,9577000.0,2265607000.0,,,774091000.0,,8203859000.0,1.58,99486000.0,25783000.0,25783000.0,,1162774000.0,-62927000.0,,-191644000.0,25783000.0,,,,11152000.0,0.21,-34310000.0,852080000.0,,,,218719048.0,-1330000.0,2142000.0,339516000.0,165884000.0,1055727000.0,,-46233000.0,-223000.0,258439000.0,293911000.0,-191644000.0,261000.0,6311686000.0,137958000.0,373434000.0,,303317000.0,774091000.0,183338000.0,,,-522000.0,177270000.0,3274000.0,46701000.0,889843000.0,774091000.0,16618000.0,0.0,-1689038000.0,770000.0,18631000.0,,,,344480000.0,293911000.0,5853497000.0,339516000.0,26059000.0,8577293000.0,-1136991000.0,-550435000.0,,8577293000.0,16067000.0,,0.0,92568000.0,45931000.0,41876000.0,16067000.0,-1509784000.0,45931000.0,0.21,136215000.0,-265225000.0,-1689038000.0,8203859000.0,0.0,5853497000.0,134885000.0,6173728000.0,-1537000.0,,2265607000.0,76220000.0,,650129000.0,57439000.0,148365000.0,,653264000.0,214779296.0,,2511000.0,,74055000.0,,-84030000.0,45931000.0,23754000.0,,25783000.0,-1531645000.0,,4964000.0,-145833000.0,78103000.0,25783000.0,,,92568000.0,-59454000.0,,261000.0,,,,67486000.0,660000.0,25783000.0,9577000.0,0.0,,339516000.0,774091000.0,654433000.0,6173728000.0,1796000.0,137958000.0,67486000.0,729257000.0,373434000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
