date,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualNetPPE,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,annualGrossProfit,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEbitda,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,annualChangeInInventory,quarterlyChangesInAccountReceivables,quarterlyAccumulatedDepreciation,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,annualBeginningCashPosition,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,trailingSaleOfInvestment,annualOtherNonCurrentAssets,annualSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,annualDepreciationAndAmortization,annualCurrentAssets,annualOtherNonCashItems,annualStockholdersEquity,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualLongTermDebt,annualTotalAssets,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,annualTaxProvision,annualBasicEPS,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyAccountsReceivable,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlySellingGeneralAndAdministration,annualRetainedEarnings,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyLongTermDebt,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyInventory,quarterlyChangeInAccountPayable,quarterlyRetainedEarnings,annualFreeCashFlow,quarterlyDepreciationAndAmortization,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,trailingFreeCashFlow,annualChangeInAccountPayable,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetOtherInvestingChanges,annualOtherCurrentAssets,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,annualOperatingIncome,annualEndCashPosition,trailingCostOfRevenue,annualDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,quarterlyTotalAssets,trailingEndCashPosition,quarterlyDilutedAverageShares,trailingNetIncome,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,trailingCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,annualCashAndCashEquivalents,annualCostOfRevenue,trailingOperatingIncome,annualBasicAverageShares,annualPretaxIncome,annualCurrentDebt,annualNetIncome,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualIncomeTaxPayable,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualDeferredIncomeTax,annualCapitalExpenditure,annualInvestingCashFlow,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,annualAccumulatedDepreciation,quarterlyInterestExpense,quarterlyCurrentDebt,annualDilutedAverageShares,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,trailingCapitalExpenditure,trailingOperatingExpense,quarterlyResearchAndDevelopment,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNetPPE,annualChangesInAccountReceivables,annualGoodwill,quarterlyTaxProvision,quarterlyBasicEPS,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingInterestExpense,trailingStockBasedCompensation,quarterlyStockBasedCompensation,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,quarterlyEbitda,trailingChangeInInventory,annualInventory,annualCapitalStock,annualTotalRevenue,trailingResearchAndDevelopment,annualRepaymentOfDebt,annualPurchaseOfInvestment,trailingGrossProfit,quarterlyBasicAverageShares,annualInterestExpense,trailingChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyCommonStockIssuance,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingBasicEPS,annualOtherShortTermInvestments,trailingDeferredIncomeTax,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,annualCommonStockIssuance,trailingCommonStockIssuance,annualInvestmentsAndAdvances
2009-12-31,,,81000000.0,,334000000.0,1447000000.0,91000000.0,1037000000.0,,,370000000.0,,377000000.0,49000000.0,-30000000.0,,-376000000.0,,,62000000.0,,,915000000.0,-334000000.0,,-33000000.0,,51000000.0,81000000.0,-210000000.0,77000000.0,-40000000.0,,14000000.0,52000000.0,,,,,,,667000000.0,258000000.0,70000000.0,1088000000.0,-9000000.0,1687000000.0,,,,2535000000.0,,,,14000000.0,1.424702,,,,571000000.0,34000000.0,263000000.0,,,-30000000.0,508000000.0,573000000.0,649000000.0,,,,,,,,,,,308000000.0,,,848000000.0,,415000000.0,408000000.0,-38000000.0,256000000.0,277000000.0,9000000.0,54000000.0,63000000.0,,73000000.0,307000000.0,81000000.0,3213000000.0,1.424702,,5264000000.0,,470000000.0,,508000000.0,,417000000.0,-169000000.0,,-91000000.0,,11000000.0,263000000.0,,81000000.0,1812000000.0,694000000.0,184600000.0,277000000.0,,263000000.0,,,25000000.0,730000000.0,60000000.0,,1163000000.0,-36000000.0,-62000000.0,-84000000.0,,,-249000000.0,,,-581000000.0,,,184600000.0,,,,,-241000000.0,1357000000.0,,404000000.0,-20000000.0,,508000000.0,,,,45000000.0,970000000.0,,,9000000.0,-292000000.0,-292000000.0,71000000.0,30000000.0,,110000000.0,0.0,,,16000000.0,301000000.0,1272000000.0,2849000000.0,194000000.0,,,2051000000.0,,,-257000000.0,,,,,,,,,,,,,,,,,,,,
2010-03-31,-391000000.0,,,,,,,,,,,,,,,81000000.0,,,67000000.0,,,,,,-10000000.0,,367000000.0,,,,,,255000000.0,,,,,0.303359,56000000.0,,56000000.0,,,,,,,,,,,-401000000.0,89000000.0,-6000000.0,,,0.0,,,,,,164000000.0,,,,,,,,431000000.0,,,182000000.0,-24000000.0,,4000000.0,,,19000000.0,,,,,,,,,,,,61000000.0,,,,,,,,,,184600000.0,,56000000.0,,,,,,,,32000000.0,,,,,,,,,,,,,,,,,,,42000000.0,,,367000000.0,,,,,73000000.0,686000000.0,,,,,18000000.0,,,-35000000.0,,,,,,,11000000.0,0.303359,,,,,,2000000.0,,,8000000.0,92000000.0,,,,,,,,,184600000.0,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,,,,,,,,,,,,,,,,,,110000000.0,,,,,,,,,,,,,,309000000.0,,,,,0.492958,91000000.0,,91000000.0,,,,,,,,,,,,,2000000.0,,,,,,,,,183000000.0,,,,,,,,497000000.0,,,201000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,184600000.0,,91000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,108000000.0,806000000.0,,,,,18000000.0,,,,,,,,,,19000000.0,0.492958,,,,,,,,,,110000000.0,,,,,,,,,184600000.0,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,-23000000.0,416000000.0,131000000.0,2361000000.0,454000000.0,2399000000.0,416000000.0,1214000000.0,2719000000.0,131000000.0,395000000.0,131000000.0,495000000.0,,-15000000.0,127000000.0,,,111000000.0,7000000.0,,-609000000.0,1063000000.0,,-50000000.0,-1004000000.0,-96000000.0,,81000000.0,,105000000.0,,359000000.0,,92000000.0,,1016000000.0,,97000000.0,92000000.0,97000000.0,737000000.0,,92000000.0,1336000000.0,-7000000.0,2719000000.0,,47000000.0,,3735000000.0,-69000000.0,131000000.0,-7000000.0,59000000.0,1.700975,4000000.0,1437000000.0,671000000.0,649000000.0,36000000.0,314000000.0,220000000.0,,,,671000000.0,,99000000.0,36000000.0,576000000.0,,,241000000.0,42000000.0,389000000.0,31000000.0,,301000000.0,25000000.0,1336000000.0,1016000000.0,649000000.0,358000000.0,,41000000.0,309000000.0,367000000.0,,47000000.0,74000000.0,-239000000.0,3000000.0,403000000.0,131000000.0,,1.700975,367000000.0,,3735000000.0,,,,82000000.0,,,105000000.0,,,5000000.0,329000000.0,119000000.0,131000000.0,1988000000.0,,184600000.0,388000000.0,,329000000.0,2399000000.0,,20000000.0,811000000.0,99000000.0,1063000000.0,,-31000000.0,-94000000.0,-1093000000.0,,169000000.0,,,-96000000.0,-609000000.0,,,184600000.0,118000000.0,935000000.0,111000000.0,20000000.0,,,21000000.0,,,72000000.0,,309000000.0,358000000.0,454000000.0,-45000000.0,1437000000.0,14000000.0,,9000000.0,745000000.0,745000000.0,,,2000000.0,111000000.0,50000000.0,4000000.0,151000000.0,,389000000.0,2361000000.0,3202000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,0.0,419000000.0,,2390000000.0,,,,,2831000000.0,154000000.0,,154000000.0,,,,131000000.0,,,101000000.0,,,-651000000.0,,,-19000000.0,,-33000000.0,,,,,,337000000.0,,,,1018000000.0,0.422535,78000000.0,100000000.0,78000000.0,,,,,,,,48000000.0,,,-18000000.0,154000000.0,1000000.0,,,1000000.0,1472000000.0,713000000.0,,,,213000000.0,,,,,,101000000.0,351000000.0,553000000.0,,,237000000.0,-16000000.0,417000000.0,-31000000.0,,,33000000.0,1399000000.0,,638000000.0,,,,,,,,,79000000.0,,,,,,380000000.0,,3849000000.0,,184600000.0,,78000000.0,,,108000000.0,,,,,52000000.0,,,,,,,,2450000000.0,,,,,1110000000.0,,,,,,71000000.0,,,-33000000.0,,,,,100000000.0,890000000.0,0.0,,,,24000000.0,,,-39000000.0,,287000000.0,441000000.0,459000000.0,,,23000000.0,0.422535,,,,,,3000000.0,,,23000000.0,133000000.0,,,,,,,,,184600000.0,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,,,,,,,,,,,154000000.0,,,115000000.0,,,,,,-34000000.0,,-79000000.0,,,,,,379000000.0,,,,,0.390033,72000000.0,,72000000.0,,,,,,,,,,,-30000000.0,138000000.0,0.0,,,4000000.0,,,,,,237000000.0,,,,,,,,592000000.0,,,263000000.0,-15000000.0,,17000000.0,,,35000000.0,,,,,,,,,,,,-85000000.0,,,,,,,,,,184600000.0,,72000000.0,,,,,,,,56000000.0,,,,,,,,,,,,,,,,,,,90000000.0,,,-79000000.0,,1000000.0,,,116000000.0,971000000.0,,,,,26000000.0,,,-17000000.0,,,,,,,43000000.0,0.390033,,,,,,2000000.0,,,-16000000.0,151000000.0,,,,,,,,,184600000.0,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,519000000.0,,1649000000.0,,,,,1951000000.0,184000000.0,,184000000.0,,,,138000000.0,,,82000000.0,,,-666000000.0,,,-26000000.0,,-909000000.0,,,,,,365000000.0,,,,2200000000.0,0.418478,77000000.0,77000000.0,77000000.0,,,,,,,,56000000.0,,,-329000000.0,184000000.0,-44000000.0,,,-303000000.0,1633000000.0,753000000.0,,,,215000000.0,,,,,,77000000.0,139000000.0,574000000.0,1202000000.0,,238000000.0,-9000000.0,437000000.0,-17000000.0,,,36000000.0,1480000000.0,,669000000.0,,,,,,,,,241000000.0,,,,,,1531000000.0,,4151000000.0,,184000000.0,,77000000.0,,,89000000.0,,,,,65000000.0,,,,,,,,2671000000.0,,,,,1108000000.0,,,,,,91000000.0,,,294000000.0,,1000000.0,5000000.0,,127000000.0,939000000.0,0.0,,,,23000000.0,,,-33000000.0,,283000000.0,302000000.0,442000000.0,,,5000000.0,0.418478,,,,,,2000000.0,,,46000000.0,119000000.0,,,,,,,,,184000000.0,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,0.0,505000000.0,318000000.0,2000000.0,463000000.0,2751000000.0,505000000.0,1461000000.0,1827000000.0,318000000.0,449000000.0,318000000.0,537000000.0,,2000000.0,184000000.0,,,84000000.0,-18000000.0,,-684000000.0,1147000000.0,,-47000000.0,-309000000.0,16000000.0,,131000000.0,,67000000.0,,380000000.0,,173000000.0,,2566000000.0,,52000000.0,173000000.0,52000000.0,964000000.0,,137000000.0,1642000000.0,3000000.0,1827000000.0,,0.0,1201000000.0,4393000000.0,-46000000.0,318000000.0,-3000000.0,104000000.0,1.51,-10000000.0,1610000000.0,793000000.0,817000000.0,141000000.0,279000000.0,321000000.0,40000000.0,,,793000000.0,,165000000.0,141000000.0,623000000.0,1201000000.0,,348000000.0,22000000.0,426000000.0,22000000.0,40000000.0,323000000.0,33000000.0,1642000000.0,2566000000.0,817000000.0,122000000.0,,-9000000.0,322000000.0,1749000000.0,,0.0,100000000.0,-232000000.0,7000000.0,397000000.0,318000000.0,,1.5,1749000000.0,,4393000000.0,,,,52000000.0,,,67000000.0,,,1000000.0,279000000.0,150000000.0,318000000.0,2342000000.0,,185100000.0,383000000.0,5000000.0,279000000.0,2751000000.0,-19000000.0,77000000.0,1064000000.0,165000000.0,1147000000.0,,8000000.0,-126000000.0,-423000000.0,,197000000.0,,,-10000000.0,-684000000.0,15000000.0,5000000.0,185300000.0,32000000.0,1003000000.0,53000000.0,77000000.0,,,27000000.0,,,96000000.0,,322000000.0,122000000.0,463000000.0,,1610000000.0,32000000.0,,13000000.0,172000000.0,-1005000000.0,,,6000000.0,53000000.0,187000000.0,134000000.0,132000000.0,,426000000.0,2000000.0,3803000000.0,,-8000000.0,,,,17000000.0,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,502000000.0,,2000000.0,,,,,1949000000.0,347000000.0,,347000000.0,,,,318000000.0,,-3000000.0,84000000.0,,,-719000000.0,,,-31000000.0,,-6000000.0,,,,,,363000000.0,,,,2564000000.0,0.34,63000000.0,177000000.0,63000000.0,,,,,,,,0.0,,,-29000000.0,347000000.0,-1000000.0,,,0.0,1631000000.0,761000000.0,,,,231000000.0,,,,,,155000000.0,198000000.0,562000000.0,1202000000.0,-19000000.0,264000000.0,-31000000.0,465000000.0,14000000.0,84000000.0,,34000000.0,1735000000.0,,819000000.0,,,,,,,,,63000000.0,,,,,,1745000000.0,,4513000000.0,,185900000.0,,63000000.0,,,68000000.0,,,,,30000000.0,,,,,,,,2778000000.0,,,,,1187000000.0,,,,,,61000000.0,,-1000000.0,-10000000.0,,14000000.0,4000000.0,,99000000.0,925000000.0,0.0,94000000.0,,,28000000.0,,,-41000000.0,,329000000.0,177000000.0,468000000.0,,,21000000.0,0.34,,,,,,5000000.0,,,29000000.0,132000000.0,,,,,,,,,185400000.0,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,485000000.0,,2000000.0,,,,,1948000000.0,358000000.0,,358000000.0,,,,347000000.0,,0.0,115000000.0,,,-715000000.0,,,-26000000.0,,1000000.0,,,,,,383000000.0,,,,2534000000.0,0.48,89000000.0,188000000.0,89000000.0,,,,,,,,0.0,,,-24000000.0,358000000.0,-1000000.0,,,1000000.0,1601000000.0,802000000.0,,,,226000000.0,,,,,,176000000.0,169000000.0,583000000.0,1199000000.0,-20000000.0,254000000.0,-13000000.0,467000000.0,-2000000.0,153000000.0,,33000000.0,1749000000.0,,779000000.0,,,,,,,,,5000000.0,,,,,,1755000000.0,,4482000000.0,,186200000.0,,89000000.0,,,67000000.0,,,,,38000000.0,,,,,,,,2733000000.0,,,,,1174000000.0,,,,,,64000000.0,,-2000000.0,-21000000.0,,13000000.0,7000000.0,,129000000.0,966000000.0,0.0,66000000.0,,,28000000.0,,,-63000000.0,,327000000.0,106000000.0,459000000.0,,,26000000.0,0.48,,,,,,5000000.0,,,11000000.0,161000000.0,,,,,,,,,185800000.0,,,,,,,,,,,,,,,,,,,,,,
