date,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualDilutedEPS,quarterlyRetainedEarnings,annualFreeCashFlow,quarterlyFreeCashFlow,quarterlyGoodwill,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,trailingPretaxIncome,annualRetainedEarnings,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualEndCashPosition,trailingPurchaseOfInvestment,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualTaxProvision,annualCurrentDeferredRevenue,annualPretaxIncome,annualTotalAssets,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyTotalAssets,trailingOperatingIncome,annualLongTermDebt,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,annualCashDividendsPaid,trailingTotalRevenue,annualBasicAverageShares,annualNetIncome,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,annualInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,annualSaleOfInvestment,annualOtherNonCashItems,trailingRepurchaseOfCapitalStock,annualStockholdersEquity,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyChangeInInventory,annualDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,annualAccountsReceivable,annualCurrentAssets,trailingOperatingCashFlow,quarterlyInventory,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualCurrentLiabilities,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualNetPPE,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyBasicEPS,trailingNetOtherInvestingChanges,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,annualChangeInAccountPayable,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualRepaymentOfDebt,annualEbitda,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyOperatingExpense,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,annualBeginningCashPosition,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualGrossPPE,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,quarterlyInterestExpense,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,trailingOtherNonCashItems,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCapitalExpenditure,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,trailingDeferredIncomeTax,annualChangeInInventory,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualBasicEPS,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingBeginningCashPosition,annualInterestExpense,trailingChangesInAccountReceivables,annualPurchaseOfInvestment,trailingCashDividendsPaid,trailingNetIncome,annualGoodwill,annualCapitalStock,annualStockBasedCompensation,quarterlyOtherCurrentLiabilities,annualTotalRevenue,trailingResearchAndDevelopment,trailingCostOfRevenue,quarterlyTaxProvision,annualChangesInAccountReceivables,quarterlyNetPPE,trailingChangeInInventory,annualDeferredIncomeTax,quarterlyStockBasedCompensation,trailingOperatingExpense,annualNetOtherFinancingCharges,annualResearchAndDevelopment,quarterlyCommonStockIssuance,annualAccumulatedDepreciation,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,annualInventory,quarterlyEbitda,quarterlyNonCurrentDeferredRevenue,quarterlyChangesInAccountReceivables,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyChangeInAccountPayable,trailingBasicEPS,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance
,,35400000.0,108200000.0,,0.13,205100000.0,0.0,,,,,221300000.0,72800000.0,,,205100000.0,,,0.0,,8400000.0,,13600000.0,,51600000.0,449400000.0,13300000.0,164200000.0,449400000.0,,23000000.0,228100000.0,,,,292307692.0,38000000.0,,55400000.0,,,1400000.0,,,,25700000.0,,,,108200000.0,,,,341200000.0,,,,11200000.0,,,22700000.0,,,,292307692.0,11000000.0,23000000.0,,,,,221300000.0,,97400000.0,,38000000.0,,,72800000.0,0.0,25700000.0,200700000.0,,,,,,35400000.0,1700000.0,,,,,,,92000000.0,1700000.0,,,1400000.0,,,64400000.0,,22700000.0,,,,341200000.0,,-158600000.0,,,0.0,13300000.0,,,-2700000.0,228100000.0,359300000.0,,22700000.0,,,,,183000000.0,22700000.0,8400000.0,,,,,11000000.0,,,,,,,,,,,115100000.0,,,359300000.0,219600000.0,,,38000000.0,-268700000.0,,0.13,0.0,,,1100000.0,,,,,,,,64400000.0,439200000.0,,,,,200700000.0,,,,,,,,-158600000.0,,,,,275000000.0,97400000.0,-268700000.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274410000.0,,,,,,,,,,,,,,,,,,,,,,,,,9500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,274410000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,114100000.0,,,,,,,,114100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114100000.0,,,,,,,,,
,,31300000.0,,,,224800000.0,,,,,,224700000.0,68200000.0,,,,,49900000.0,,,,10200000.0,,,,,,,460400000.0,,,235700000.0,255000000.0,,,,,,,,,1600000.0,,,,25900000.0,,,,99500000.0,,,,,,73200000.0,,10200000.0,,,,,10200000.0,,,11100000.0,18600000.0,,,-200000.0,,,,102000000.0,41800000.0,,,,,,,,,,,0.04,,,,,255000000.0,,,,,,1400000.0,,13200000.0,,59800000.0,,,,,,,,360900000.0,,-175500000.0,,,,14500000.0,,,,,,,27500000.0,,,,,,27500000.0,5500000.0,0.04,,,,,,,,,,32200000.0,,,,,115000000.0,,,383900000.0,,,,,13400000.0,,,,,,,,,,,,,,30500000.0,,,,3000000.0,,208400000.0,,,,,,,,,,,,,,,23300000.0,,,,,,,,,
,,26700000.0,,,,232500000.0,,1300000.0,,,,223000000.0,62700000.0,,,,,48300000.0,,,,7700000.0,,,,,,,459100000.0,,,236100000.0,256666667.0,,,,,,,,,1600000.0,,10800000.0,,24800000.0,,,,89400000.0,,,,,,69700000.0,0.0,7700000.0,,,,,7700000.0,500000.0,,10800000.0,14300000.0,-13100000.0,0.0,-1100000.0,,,,100800000.0,43600000.0,,,,,,,,,,,0.03,,,,,256666667.0,,0.0,,,,1300000.0,,9600000.0,,59000000.0,,,,,-300000.0,,,369700000.0,,-185200000.0,,,,14800000.0,,,,,,,29800000.0,,,,,,29800000.0,8300000.0,0.03,,,-5900000.0,,,,-300000.0,,,24600000.0,,,,,113300000.0,,,395200000.0,,,-12800000.0,,10700000.0,1400000.0,,,14100000.0,,,,,,,,,,29800000.0,,,,1900000.0,,210000000.0,,,,,,,2000000.0,,,700000.0,2200000.0,-1000000.0,,,21500000.0,,,,,,,,,
,,25900000.0,89100000.0,-6300000.0,0.1,233000000.0,23400000.0,13400000.0,,,,223000000.0,63200000.0,,,233000000.0,-100000.0,48900000.0,0.0,,8500000.0,500000.0,8500000.0,,36400000.0,452500000.0,13700000.0,173600000.0,452500000.0,,12200000.0,229500000.0,,,,279000000.0,27900000.0,-1200000.0,43800000.0,,26300000.0,1600000.0,,10900000.0,,19700000.0,,,,89100000.0,,2300000.0,,363400000.0,-8700000.0,66400000.0,100000.0,500000.0,41500000.0,,30100000.0,,500000.0,3000000.0,279000000.0,12100000.0,12200000.0,-11100000.0,0.0,-4100000.0,,223000000.0,,97500000.0,44500000.0,27900000.0,,,63200000.0,74400000.0,19700000.0,208700000.0,2200000.0,,,,,25900000.0,1100000.0,,,,0.0,,,85300000.0,1100000.0,,600000.0,1600000.0,59800000.0,,28400000.0,,30100000.0,-100000.0,,7500000.0,363400000.0,,-186600000.0,-14200000.0,,22700000.0,13700000.0,,,-5400000.0,229500000.0,395300000.0,,30100000.0,,,,,194500000.0,30100000.0,8500000.0,,,,3100000.0,12100000.0,,,1300000.0,,,26300000.0,-51000000.0,,,,110900000.0,,-2500000.0,395300000.0,236000000.0,,-9800000.0,27900000.0,6600000.0,-11700000.0,0.1,-52600000.0,23200000.0,,2000000.0,,-1500000.0,,,,,,28400000.0,453400000.0,,,100000.0,,208700000.0,,1200000.0,,,100000.0,,0.0,-186600000.0,,700000.0,400000.0,-7200000.0,279800000.0,97500000.0,17500000.0,,,,,,,,,
,,21300000.0,,,,233800000.0,,11400000.0,,,,218800000.0,57700000.0,,,,,48000000.0,,,,800000.0,,,,,,,439400000.0,,,220600000.0,284270000.0,,,,,,,,,1800000.0,,10800000.0,,15000000.0,,,,79000000.0,,,,,,65700000.0,100000.0,800000.0,,,,,800000.0,6100000.0,,12800000.0,6700000.0,-6300000.0,0.0,-4900000.0,,,,92200000.0,44000000.0,,,,,,,,,,,0.01,,,,,284270000.0,,30100000.0,,,,1000000.0,,2000000.0,,58800000.0,,,,,0.0,,,360400000.0,,-196900000.0,,,,14000000.0,,,,,,,31800000.0,,,,,,31800000.0,9000000.0,0.01,,,-100000.0,,,,600000.0,,,22100000.0,,,,,109700000.0,,,401500000.0,,,-6300000.0,,6900000.0,-9700000.0,,,17700000.0,,,,,,,,,,26600000.0,,,,1200000.0,,204600000.0,,,,,,,,,,800000.0,1700000.0,-4800000.0,,,17700000.0,,,,,,,,,
,,20700000.0,,,,238500000.0,,15400000.0,,,,225400000.0,61100000.0,,,,,52400000.0,,,,4700000.0,,,,,,,442000000.0,,,216600000.0,235000000.0,,,,,,,,,1800000.0,,10700000.0,,14500000.0,,,,81800000.0,,,,,,70000000.0,0.0,4700000.0,,,,,4700000.0,3500000.0,,12900000.0,6000000.0,-8700000.0,0.0,-800000.0,,,,88000000.0,46400000.0,,,,,,,,,,,0.02,,,,,235000000.0,,0.0,,,,800000.0,,6100000.0,,63100000.0,,,,,-400000.0,,,360200000.0,,-205100000.0,,,,14500000.0,,,,,,,40800000.0,,,,,,40800000.0,7700000.0,0.02,,,6800000.0,,,,200000.0,,,25500000.0,,,,,116400000.0,,,406400000.0,,,-8300000.0,,6900000.0,-6100000.0,,,23700000.0,,,,,,,,,,27900000.0,,,,1400000.0,,201300000.0,,,,,,,,,,600000.0,8900000.0,-4700000.0,,,17600000.0,,,,,,,,,
,,19300000.0,,,,243700000.0,,13300000.0,,,,234100000.0,67700000.0,,,,,54400000.0,,,,5200000.0,,,,,,,455300000.0,,,221200000.0,260000000.0,,,,,0.0,,,,2000000.0,,11100000.0,,16900000.0,,,,87000000.0,,,,,,72800000.0,1900000.0,5200000.0,,,,,5200000.0,,,13300000.0,4000000.0,-11200000.0,0.0,-500000.0,,,,87000000.0,47900000.0,,,,,,,,,,,0.02,,,,,260000000.0,,0.0,,,,700000.0,,6800000.0,,65500000.0,,,,,100000.0,,,368300000.0,,-216100000.0,,,,16400000.0,,,,,,,47300000.0,,,,,,47300000.0,8000000.0,0.02,,,6400000.0,,,,400000.0,,,30100000.0,,,,,120700000.0,,,419700000.0,,,-11300000.0,,7300000.0,-6900000.0,,,24600000.0,,,,,,,,,,29600000.0,,,,1600000.0,,203600000.0,,,,,,,,,,700000.0,6600000.0,-500000.0,,,18400000.0,,,,,,,,,
,,38200000.0,144500000.0,28700000.0,-0.05,220100000.0,44000000.0,3900000.0,,,,232400000.0,106300000.0,,,220100000.0,-60500000.0,79900000.0,0.0,,11100000.0,-23600000.0,-700000.0,,-13600000.0,487200000.0,18900000.0,197500000.0,487200000.0,,24100000.0,254800000.0,,,,258000000.0,-12900000.0,0.0,6200000.0,,35000000.0,3200000.0,,14200000.0,,5100000.0,,,,144500000.0,,2600000.0,,342700000.0,-14200000.0,79300000.0,0.0,-23600000.0,46800000.0,,8300000.0,,-23600000.0,,258000000.0,10900000.0,24100000.0,-72900000.0,0.0,-10400000.0,,232400000.0,,107600000.0,59200000.0,-12900000.0,,,106300000.0,82200000.0,5100000.0,223900000.0,,,,,,38200000.0,25800000.0,,,,0.0,,,53000000.0,25800000.0,,-28400000.0,3200000.0,94100000.0,,60200000.0,,8300000.0,-60600000.0,,-21900000.0,342700000.0,,-228900000.0,-4900000.0,,30100000.0,18900000.0,,,-16600000.0,254800000.0,452800000.0,,8300000.0,,,,,234700000.0,8300000.0,11100000.0,,,,15600000.0,10900000.0,,,-2500000.0,,,35000000.0,-38200000.0,,,,138500000.0,,16100000.0,452800000.0,281500000.0,,-12300000.0,-12900000.0,-14800000.0,17800000.0,-0.05,-99100000.0,16200000.0,,3200000.0,,-400000.0,,,,,,60200000.0,485200000.0,,,-4800000.0,,223900000.0,,-1300000.0,,,2000000.0,,,-228900000.0,,500000.0,-39100000.0,-4200000.0,287700000.0,107600000.0,-600000.0,,,,,,,,,
,,44000000.0,,,,223800000.0,,-10300000.0,,,,225600000.0,92500000.0,,,,,59900000.0,,,,3700000.0,,,,,,,481800000.0,,,256200000.0,280056000.0,,,,,,,,,3200000.0,,13000000.0,,5200000.0,,,,136500000.0,,,,,,79600000.0,100000.0,3700000.0,,,,,3700000.0,-900000.0,,11000000.0,29800000.0,-14600000.0,0.0,-600000.0,,,,108300000.0,53500000.0,,,,,,,,,,,0.01,,,,,280056000.0,,8300000.0,,,,25200000.0,,4900000.0,,72900000.0,,,,,0.0,,,345300000.0,,-239400000.0,,,,18100000.0,,,,,,,2100000.0,,,,1100000.0,,2100000.0,10300000.0,0.01,,,-13100000.0,,,,100000.0,,,35400000.0,,,,,133100000.0,,,465200000.0,,,-14600000.0,,6700000.0,4000000.0,,,4300000.0,,,,,,,,,,46800000.0,,,,1200000.0,,225800000.0,,,,,,,,,,600000.0,-6200000.0,-900000.0,,,19700000.0,,,,,,,,,
,,35500000.0,,,,230400000.0,,8100000.0,,,,231000000.0,99500000.0,,,,,60700000.0,,,,6600000.0,,,,,,,486700000.0,,,255700000.0,220000000.0,,,,,,,,,3000000.0,,12900000.0,,5000000.0,,,,135000000.0,,,,,,84200000.0,200000.0,6600000.0,,,,,6600000.0,-1600000.0,,10900000.0,21600000.0,-13900000.0,0.0,-1200000.0,,,,107800000.0,57900000.0,,,,,,,,,,,0.03,,,,,220000000.0,,0.0,,,,24600000.0,,8300000.0,,73500000.0,,,,,0.0,,,351700000.0,,-247600000.0,,,,16100000.0,,,,,,,7400000.0,,,,1100000.0,,7400000.0,15000000.0,0.03,,,1300000.0,,,,0.0,,,35100000.0,,,,,142100000.0,,,473700000.0,,,-13900000.0,,10700000.0,-2700000.0,,,22000000.0,,,,,,,,,,49400000.0,,,,1700000.0,,226100000.0,,,,,,,,,,1200000.0,5300000.0,0.0,,,23600000.0,,,,,,,,,
,,40600000.0,,,,231000000.0,,2700000.0,,,,226000000.0,85200000.0,,,,,60800000.0,,,,600000.0,,,,,,,481600000.0,,,255600000.0,257500000.0,,,,,,,,,3200000.0,,13300000.0,,5000000.0,,,,125800000.0,,,,,,76600000.0,2700000.0,600000.0,,,,,600000.0,,,10800000.0,26600000.0,-12800000.0,0.0,-1100000.0,,,,110400000.0,53700000.0,,,,,,,,,,,0.01,,,,,257500000.0,,0.0,,,,24400000.0,,600000.0,,74100000.0,,,,,0.0,,,355800000.0,,-256800000.0,,,,14800000.0,,,,,,,10500000.0,,,,800000.0,,10500000.0,7800000.0,0.01,,,500000.0,,,,,,,33300000.0,,,,,130300000.0,,,483000000.0,,,-12800000.0,,2500000.0,500000.0,,,15500000.0,,,,,,,,,,44100000.0,,,,0.0,,226200000.0,,,,,,,,,,1200000.0,3200000.0,0.0,,,15800000.0,,,,,,,,,
,,51900000.0,148900000.0,-14700000.0,0.03,228300000.0,-1300000.0,-1800000.0,,,,248900000.0,97000000.0,,,228300000.0,0.0,66400000.0,0.0,,5800000.0,-2700000.0,1200000.0,,9400000.0,503300000.0,20200000.0,219700000.0,503300000.0,,36800000.0,254400000.0,,,,273333333.0,8200000.0,,17400000.0,,37400000.0,3400000.0,,13500000.0,,4600000.0,,,,148900000.0,,4000000.0,,354400000.0,-900000.0,77600000.0,-3000000.0,-2700000.0,52700000.0,,16500000.0,,-2700000.0,,273333333.0,11700000.0,36800000.0,-11000000.0,0.0,-300000.0,,248900000.0,,117100000.0,54600000.0,8200000.0,,,97000000.0,51000000.0,4600000.0,224000000.0,3200000.0,,,,,51900000.0,25800000.0,,,,0.0,,,70100000.0,25800000.0,,-4500000.0,3400000.0,79900000.0,,53800000.0,,16500000.0,0.0,,8200000.0,354400000.0,,-251600000.0,10000000.0,,8300000.0,20200000.0,,,-3200000.0,254400000.0,475600000.0,,16500000.0,,,,1800000.0,247900000.0,16500000.0,5800000.0,,,,-3400000.0,11700000.0,,,,,,37400000.0,-52300000.0,,,,132200000.0,,-10500000.0,475600000.0,300600000.0,,-11000000.0,8200000.0,-2300000.0,8200000.0,0.03,-52300000.0,9200000.0,,4800000.0,,,,,,,,53800000.0,537700000.0,,,-1800000.0,,224000000.0,,800000.0,,,0.0,,,-251600000.0,,1000000.0,5900000.0,0.0,318000000.0,117100000.0,11200000.0,,,,,,,,,
,,70400000.0,,,,227300000.0,,-24800000.0,,,,249400000.0,85000000.0,,,,,58000000.0,,,,-1000000.0,,,,,,,509900000.0,,,260500000.0,283170000.0,,,,,,,,,15400000.0,,13300000.0,,4900000.0,,,,155400000.0,,,,,,71800000.0,100000.0,-1000000.0,,,,,-1000000.0,,,,55000000.0,-19000000.0,0.0,-300000.0,,,,121200000.0,59500000.0,,,,,,,,,,,-0.01,,,,,283170000.0,,16500000.0,,,,25000000.0,,-1300000.0,,71300000.0,,,,,0.0,,,354500000.0,,-251600000.0,,,,22600000.0,,,,,,,8900000.0,,,,1400000.0,,8900000.0,5000000.0,-0.01,,,-19100000.0,,,,,,,80000000.0,,,,,131300000.0,,,482200000.0,,,-19000000.0,,500000.0,17300000.0,,,-5800000.0,,,,,,,,,,0.0,,,,-300000.0,,230600000.0,,,,,,,,,,1000000.0,-7600000.0,,,,13800000.0,,,,,,,,,
,,73700000.0,,,,231200000.0,,-1700000.0,,,,253300000.0,81800000.0,,,,,60000000.0,,,,3900000.0,,,,,,,514000000.0,,,260700000.0,284554000.0,,,,,,,,,14600000.0,,13500000.0,,3700000.0,,,,155500000.0,,,,,,80600000.0,0.0,3900000.0,,,,,3900000.0,,,,59100000.0,-15600000.0,0.0,-400000.0,,,,124300000.0,62300000.0,,,,,,,,,,,0.01,,,,,284554000.0,,0.0,,,,24400000.0,,5200000.0,,73500000.0,,,,,0.0,,,358500000.0,,-251600000.0,,,,22300000.0,,,,,,,11200000.0,,,,1600000.0,,11200000.0,4900000.0,0.01,,,-3800000.0,,,,,,,76900000.0,,,,,142900000.0,,,484200000.0,,,-15600000.0,,7100000.0,4000000.0,,,13900000.0,,,,,,,,,,0.0,,,,1300000.0,,232600000.0,,,,,,,,,,900000.0,2300000.0,,,,20600000.0,,,,,,,,,
,,81400000.0,,,,236200000.0,,-5000000.0,,,,273200000.0,86700000.0,,,,,60400000.0,,,,5000000.0,,,,,,,535400000.0,,,262200000.0,250000000.0,,,,,,,,,15600000.0,,14000000.0,,4900000.0,,,,168100000.0,,,,,,82700000.0,3000000.0,5000000.0,,,,,5000000.0,,,,65800000.0,-13400000.0,0.0,-200000.0,,,,129400000.0,61600000.0,,,,,,,,,,,0.02,,,,,250000000.0,,0.0,,,,23900000.0,,6700000.0,,74400000.0,,,,,0.0,,,367300000.0,,-251600000.0,,,,21200000.0,,,,,,,14000000.0,,,,1500000.0,,14000000.0,3600000.0,0.02,,,-11400000.0,,,,200000.0,,,83100000.0,,,,,144300000.0,,,485000000.0,,,-13400000.0,,8300000.0,8200000.0,,,8400000.0,,,,,,,,,,0.0,,,,1700000.0,,233400000.0,,,,,,,,,,600000.0,2800000.0,,,,22300000.0,,,,,,,,,
,,87300000.0,186900000.0,-41500000.0,0.06,243200000.0,-32200000.0,-700000.0,,,,297000000.0,99600000.0,,,243200000.0,0.0,61100000.0,0.0,,2700000.0,7000000.0,4000000.0,,18900000.0,561900000.0,25100000.0,246700000.0,561900000.0,,70600000.0,264900000.0,,,,248333333.0,14900000.0,,26100000.0,,43300000.0,4000000.0,,14200000.0,,4100000.0,,,,186900000.0,,4100000.0,,375000000.0,,85500000.0,-3000000.0,7000000.0,55000000.0,,17700000.0,,7000000.0,,248333333.0,12700000.0,70600000.0,-17700000.0,0.0,-300000.0,,297000000.0,,142500000.0,63300000.0,14900000.0,,,99600000.0,33500000.0,4100000.0,237400000.0,3200000.0,,,,,87300000.0,23400000.0,,,,0.0,,,81100000.0,23400000.0,,8400000.0,4000000.0,75300000.0,,53600000.0,,17700000.0,0.0,,1200000.0,375000000.0,,-293900000.0,33700000.0,,16500000.0,25100000.0,,,-1200000.0,264900000.0,531300000.0,,17700000.0,,,,1600000.0,239500000.0,17700000.0,2700000.0,,,,-7200000.0,12700000.0,,,1400000.0,,,43300000.0,-65700000.0,,,,148800000.0,,-24700000.0,531300000.0,294500000.0,,-17700000.0,14900000.0,10200000.0,4200000.0,0.06,-65700000.0,17000000.0,,6000000.0,,,,,,,,53600000.0,567300000.0,,,1400000.0,,237400000.0,,1000000.0,,,100000.0,,,-293900000.0,,1600000.0,3700000.0,,320600000.0,142500000.0,24400000.0,,,,,,,,,
,,97400000.0,,,,251400000.0,,-7300000.0,,,,314000000.0,98100000.0,,,,,60400000.0,,,,8100000.0,,,,,,,580000000.0,,,266000000.0,270000000.0,,,,,,,,,3900000.0,,14200000.0,,4300000.0,,,,195500000.0,,,,,,86600000.0,0.0,8100000.0,,,,,8100000.0,,,12900000.0,80600000.0,-15400000.0,0.0,-1700000.0,,,,148400000.0,64700000.0,,,,,,,,,,,0.03,,,,,270000000.0,,17700000.0,,,,22900000.0,,10100000.0,,74600000.0,,,,,0.0,,,384500000.0,,-305500000.0,,,,26100000.0,,,,,,,22400000.0,,,,,,22400000.0,2700000.0,0.03,,,,,,,200000.0,,,43500000.0,,,,,151300000.0,,,544300000.0,,,-15400000.0,,12000000.0,11300000.0,,,8100000.0,,,,,,,,,,51900000.0,,,,2000000.0,,238800000.0,,,,,,,1200000.0,,,900000.0,4700000.0,,,,26200000.0,,,,,,,,,
,,118600000.0,,,,261500000.0,,10200000.0,,,,355500000.0,108400000.0,,,,,61800000.0,,,,10200000.0,,,,,,,625200000.0,,,269700000.0,255000000.0,,,,,,,,,4100000.0,,14900000.0,,5200000.0,,,,227000000.0,,,,,,91500000.0,0.0,10200000.0,,,,,10200000.0,,,14000000.0,100500000.0,-16100000.0,0.0,100000.0,,,,151200000.0,71400000.0,,,,,,,,,,,0.04,,,,,255000000.0,,0.0,,,,22300000.0,,13100000.0,,76700000.0,,,,,0.0,,,398200000.0,,-316100000.0,,,,24700000.0,,,,,,,54900000.0,,,,1800000.0,,54900000.0,3600000.0,0.04,,,,,,,1100000.0,,,41900000.0,,,,,162900000.0,,,558300000.0,,,-16100000.0,,14800000.0,22500000.0,,,26300000.0,,,,,,,,,,62900000.0,,,,2900000.0,,242200000.0,,,,,,,1900000.0,,,400000.0,32500000.0,,,,29700000.0,,,,,,,,,
,,118700000.0,,,,273700000.0,,1400000.0,,,,363500000.0,101300000.0,,,,,64500000.0,,,,12200000.0,,,,,,,636700000.0,,,273200000.0,305000000.0,,,,,,,,,4300000.0,,14800000.0,,5300000.0,,,,220000000.0,,,,,,96500000.0,0.0,12200000.0,,,,,12200000.0,,,14000000.0,100400000.0,-17500000.0,0.0,100000.0,,,,152400000.0,76600000.0,,,,,,,,,,,0.04,,,,,305000000.0,,0.0,,,,21800000.0,,15300000.0,,79300000.0,,,,,0.0,,,416700000.0,,-330100000.0,,,,23700000.0,,,,,,,61200000.0,,,,2000000.0,,61200000.0,2300000.0,0.04,,,-9000000.0,,,,0.0,,,42500000.0,,,,,173100000.0,,,576200000.0,,,-17500000.0,,17200000.0,4400000.0,,,18900000.0,,,,,,,,,,56500000.0,,,,3100000.0,,246100000.0,,,,,,,5500000.0,,,1000000.0,6300000.0,,,,32000000.0,,,,,,,,,
,,113700000.0,246500000.0,-13500000.0,0.15,287700000.0,22300000.0,18000000.0,,,,403200000.0,132800000.0,,,287700000.0,0.0,66000000.0,0.0,,2300000.0,14100000.0,11100000.0,,55600000.0,678500000.0,26400000.0,291000000.0,678500000.0,,100300000.0,275300000.0,,,,296666667.0,44500000.0,,62700000.0,,48800000.0,4900000.0,,15900000.0,,5600000.0,,,,246500000.0,,2800000.0,,432000000.0,,100700000.0,0.0,14100000.0,59800000.0,,80700000.0,,14100000.0,,296666667.0,8500000.0,100300000.0,-18200000.0,0.0,300000.0,,403200000.0,,150400000.0,78300000.0,44500000.0,,,132800000.0,89500000.0,5600000.0,248400000.0,10000000.0,,,,,113700000.0,21300000.0,,,,0.0,,,122500000.0,21300000.0,,17200000.0,4900000.0,81900000.0,,81700000.0,,80700000.0,0.0,,62900000.0,432000000.0,,-343500000.0,39600000.0,,17700000.0,26400000.0,,,100000.0,275300000.0,591900000.0,,80700000.0,,,,1900000.0,252800000.0,80700000.0,2300000.0,,,,11100000.0,8500000.0,,,-5400000.0,,,48800000.0,-67200000.0,,,,179000000.0,,-6300000.0,591900000.0,312600000.0,,-18200000.0,44500000.0,18800000.0,1400000.0,0.15,-67200000.0,36200000.0,,7200000.0,,,,,,,,81700000.0,666300000.0,,,3100000.0,,248400000.0,,-4100000.0,,,0.0,,1400000.0,-343500000.0,,500000.0,19400000.0,,375300000.0,150400000.0,34700000.0,,,,,,,,,
