date,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,trailingGrossProfit,annualCapitalStock,annualGrossProfit,annualOtherIntangibleAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,quarterlyNonCurrentDeferredTaxesLiabilities,annualTotalNonCurrentAssets,quarterlyTaxProvision,quarterlyCapitalStock,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyDilutedEPS,annualChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRepaymentOfDebt,trailingChangeInCashSupplementalAsReported,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyInterestExpense,annualGrossPPE,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualDilutedAverageShares,annualBeginningCashPosition,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyOperatingCashFlow,trailingInvestingCashFlow,trailingCapitalExpenditure,quarterlySaleOfInvestment,trailingOperatingExpense,quarterlyOtherCurrentLiabilities,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,annualPurchaseOfInvestment,annualOperatingExpense,quarterlyChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingInterestExpense,annualNonCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,annualBasicEPS,trailingNetIncomeContinuousOperations,annualDilutedEPS,trailingNetIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyDilutedAverageShares,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualOtherCurrentLiabilities,annualChangeInWorkingCapital,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyEbitda,annualInventory,annualNetOtherFinancingCharges,annualGoodwill,annualInterestExpense,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualOperatingIncome,quarterlyCashDividendsPaid,annualOtherCurrentAssets,trailingResearchAndDevelopment,annualTotalRevenue,annualCostOfRevenue,trailingFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualTaxProvision,annualEndCashPosition,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,trailingCostOfRevenue,trailingTotalRevenue,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualNetIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,annualPretaxIncome,annualFreeCashFlow,annualCurrentDebt,trailingOperatingIncome,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,annualAccountsReceivable,annualCurrentAssets,annualOtherNonCurrentAssets,trailingSaleOfInvestment,quarterlyLongTermDebt,quarterlyNetIncome,annualBasicAverageShares,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,trailingPretaxIncome,annualTotalAssets,quarterlyNetOtherInvestingChanges,annualLongTermDebt,annualStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,annualDepreciationAndAmortization,annualEbitda,annualRetainedEarnings,quarterlyStockholdersEquity,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualSaleOfInvestment,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyEndCashPosition,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyInventory,quarterlyOperatingExpense,quarterlyInvestingCashFlow,annualCurrentDeferredRevenue,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingOtherNonCashItems,annualInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingRepurchaseOfCapitalStock,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,trailingBasicEPS,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,annualOtherIncomeExpense,trailingDeferredIncomeTax,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingNetOtherInvestingChanges,trailingOperatingCashFlow,trailingBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,annualAccumulatedDepreciation
2006-09-30,330549570.33,,,,,,330549570.33,,,,1191491.79,457312830.0,,,176324677.82,0.006774,,,5192874.91,886150523.32,-200000000.0,,,117075500.0,5058564.47,,461605000.0,-24413261.11,,,,,-12191910.8,94256631.48,24252960.64,,,1764888.76,,10854569.49,886150523.32,,,,,87804566.51,,,,,266654328.81,,,,,,,,-8075337.03,,454780024.0,,0.0,,,,,0.0,35743149.4,,,,,,,,,-5104449.0,,,,,,51656562.54,5058564.47,,,161159963.27,,996609642.17,,,814599549.6,3561500.0,,-160300.47,8231419.33,395621824.79,,-12000000.0,,,,4027210.99,818161049.6,25491710.02,,1162784094.66,0.006774,,,,,,2159393736.83,454780024.0,4001383.12,,,,,,4027210.99,,,3561500.0,0.0,,,-10235111.24,,,,332740422.12,,344554363.9,,,,1337228431.68,,,,62881402.67,28785359.01,264129244.33,,,214013734.72,54649983.34,-29152034.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,162535231.19,133303506.08,,457312830.0,302245645.0,93301452.81,162535231.19,864669500.76,,1141403838.19,3320574.65,457312830.0,,162535231.19,264129244.33,,45779059.59,,8685402.36,864669500.76,-236493312.32,,20371521.03,117075500.0,4999906.81,864669500.76,235233500.0,-6949366.89,454780024.0,298041418.46,,3561500.0,-1045497.52,93301452.81,102798430.56,,,1702967.5,,4848769.31,864669500.76,,-87440480.51,-13000000.0,259407138.31,-130994883.14,-91192169.79,,,,218971413.77,,,0.038192,,0.038192,,,51338856.75,,,,0.0,4848769.31,-22338066.93,-502316019.22,-164907057.27,0.0,39306907.64,224355465.93,3002737.5,,20372000.0,218971413.77,3561500.0,,42838506.69,-5506896.62,0.0,,1673599676.21,1371354031.21,,67119865.08,4999427.84,7642939.19,133134361.19,165397982.84,533370793.08,738616437.54,,,529809293.08,3561500.0,6585061.26,95849063.67,10105913.05,415245297.83,,-1000000.0,21404288.91,162535231.19,22705557.86,6316123.58,533370793.08,25621598.47,,1141403838.19,,29306790.76,42111336.29,235233500.0,,-32987403.27,1880020275.73,,5105265.05,269249651.02,738616437.54,117075500.0,,,6316123.58,454780024.0,250173590.13,3561500.0,0.0,,1880020275.73,1702967.5,,1343336960.31,22705557.86,335937642.54,,269249651.02,102793004.05,152471794.81,165397982.84,1343336960.31,,529809293.08,6585061.26,79307655.29,-14971881.84,133134361.19,3002737.5,0.0,224355465.93,69201742.24,-2278209.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,200086718.07,,,,,,200435851.73,,0.0,,3191009.97,457312830.0,,,133134361.19,0.015385,,0.0,14654378.97,897022422.25,-7465701.7,,,0.0,0.0,,229496500.0,-14113305.46,,,,,0.0,93439140.8,,,,51737190.0,,4509570.32,897022422.25,,,,,28752356.88,,,,,263610694.5,,,,,,,,,,632045889.0,,0.0,,,,,349133.66,14654378.97,,,,,,,,,-2146460.24,,,,,,62507006.76,,,,182017776.51,,872132034.11,,,604271826.58,3561500.0,,-8824347.97,17161162.41,482371085.2,,-5788000.0,,,,9723782.91,607833326.58,,,1121023907.41,0.015385,,,,,,1993155941.52,632045889.0,11463369.0,,,,,0.0,9723782.91,,,3561500.0,0.0,,,1737190.0,,,,399885520.48,0.0,357121914.51,,,,1361243564.13,,,,82485564.72,,161886718.07,,,207018692.29,65324402.31,33343084.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,238890287.11,,,,,,240985700.51,,,,4592264.18,457312830.0,,,161886718.07,,,0.0,15168518.18,885368909.32,-129525100.0,,,0.0,6486000.0,,128718000.0,-10944689.7,,,,,0.0,92576838.79,,,,68624706.06,,4490727.08,885368909.32,,,,,20003569.04,,,,,331805882.76,,,,,,,,,,,,0.0,,,,,2095413.4,21654518.18,,,,,,,,,-3947434.86,,,,,,55474725.1,,,,181993753.48,,920415176.91,,,582341115.7,3561500.0,,62551619.27,20973988.74,486505923.79,,-8510170.6,,,,9122233.57,585902615.7,,,1120074828.13,,,,,,,2040490005.04,,10576254.0,,,,,0.0,9122233.57,,,3561500.0,0.0,,,1624706.06,,,,407700919.26,0.0,327322939.19,,,,1429100488.7,,,,78805004.53,,181890287.11,,,222162676.43,57831015.79,50699641.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,191270640.2,,,,,,193278257.91,,,,4115091.83,457312830.0,,,181890287.11,0.009385,,0.0,10946936.07,895378028.18,-80000000.0,,,0.0,0.0,,98417000.0,-44280920.7,,,,,0.0,91644395.78,,,,0.0,,4478661.87,895378028.18,,,,,-18774906.91,,,,,299167495.73,,,,,,,,,,596575987.0,,,,,,,2007617.71,10946936.07,,,,,,,,,-12828083.57,,,,,,43776887.9,,,,187592389.67,,862044460.06,,,526062274.17,3561500.0,,14281020.77,18514467.75,459434792.46,,0.0,,,,5598636.19,529623774.17,,,1143643667.69,0.009385,,,,,,2005688127.75,596575987.0,6831844.24,,,,,0.0,5598636.19,,,3561500.0,0.0,,,0.0,,,,394039688.33,0.0,329804140.78,,,,1449344244.89,,,,65395104.13,,163115380.2,,,216382683.46,46880636.38,-33116160.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,212257860.96,120591043.84,,457312830.0,284562226.2,96647338.77,228154593.81,924443790.03,53795108.23,1421444142.77,-3532156.94,457312830.0,,228154593.81,163115380.2,,-63145000.0,,5740660.26,924443790.03,-114776238.0,,12172000.0,0.0,12183000.0,924443790.03,206819000.0,-18403575.83,607713500.0,133134361.19,,3561500.0,0.0,96647338.77,,,,747200.0,,0.0,924443790.03,,40846680.16,-9158170.6,227706253.93,36717148.04,-87742491.69,,,,184284469.89,53795108.23,,0.053846,,0.053846,,,,,,,,0.0,-85730000.0,-331767039.7,66698167.05,15896732.85,17923660.26,286041091.79,0.0,,12183000.0,184284469.89,57356608.23,,56855972.27,-679949.73,0.0,,1886978951.19,1602416724.99,,54033311.62,,8366209.04,199832528.24,193496393.27,553960925.21,849270838.37,,,496604316.98,57356608.23,4109096.06,-35159739.92,206353.37,458667149.74,,5140000.0,38144284.44,212257860.96,32723034.6,8278381.93,553960925.21,,,1421444142.77,,46510493.48,32848552.15,206819000.0,,-19601928.4,2270714981.14,,9272817.2,221089889.52,849270838.37,0.0,,,8278381.93,607713500.0,215791931.38,3561500.0,0.0,,2270714981.14,747200.0,,1665960952.04,32723034.6,400790596.92,,221089889.52,105132000.0,163825493.48,193496393.27,1665960952.04,,496604316.98,121109096.06,57876552.82,,199832528.24,,15896732.85,286041091.79,57670199.45,-10079885.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,169302053.58,,,,,,186278411.95,,30111948.06,,3702340.06,457312830.0,,,199832528.24,0.023077,,,16833843.88,929340448.03,-40359080.8,,,0.0,481774.16,,220873637.0,-30057919.28,,,,,0.0,99833796.76,,,,,,0.0,929340448.03,,,,,-47267354.66,,,,,200906170.57,,,,,,,,,,543809576.0,,,,,,,16976358.37,17315618.04,,,,,,,,,-3680025.78,,,,,,66114298.95,,,,206045845.02,,902097802.42,,,544546141.96,33673448.06,,-57620298.0,16532032.79,567130089.82,,,,,,12549451.75,578219590.02,,,1270885091.35,0.023077,,,,,,2172982893.77,543809576.0,13131503.82,,,,,,12549451.75,,,3561500.0,0.0,,,0.0,,,,482615397.57,,345491754.72,,,,1543388147.79,,,,84514692.25,,152565173.58,,,255075532.65,67982659.46,-30051919.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,205851374.74,,,,,,208113318.31,,19976577.84,,4993690.12,457312830.0,,,152565173.58,,,,13734574.8,949957847.8,-53753249.8,,,0.0,6436225.84,,245144246.34,-61341042.22,,,,,0.0,100741931.75,,,,,,0.0,949957847.8,,,,,29402315.97,,,,,232431305.82,,,,,,,,,,,,,,,,,2261943.57,20170800.64,,,,,,,,,-379323.67,,,,,,42749060.36,,,,200234182.64,,891523351.26,,,585360500.56,23538077.84,,10201336.5,28156902.09,573522579.32,,,,,,7907722.52,608898578.4,,,1239787033.49,,,,,,,2131310384.75,,8740884.68,,,,,0.0,7907722.52,,,3561500.0,0.0,,,-4597956.0,,,,499606304.0,0.0,291764188.05,,,,1492679265.49,,,,73916275.32,,181967489.55,,,270273563.98,45759373.23,-65576562.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,315313844.1,,,,,,315313844.1,,15923586.3,,2748179.66,457312830.0,,,181967489.55,0.008538,,0.0,10935683.79,987723160.74,-20986689.59,,,0.0,0.0,,376145903.83,-48718148.6,,,,,0.0,111036806.24,,,,619251.81,,0.0,987723160.74,,,,,85101154.55,,,,,280332345.18,,,,,,,,,,595704412.0,,0.0,,,,,0.0,10935683.79,,,,,,,,,-21912569.85,,,,,,47918989.62,,,,205320581.85,,1026449302.01,,,761666954.47,19485086.3,,-25720053.95,4498665.01,507634294.88,,0.0,,,,5086399.21,781152040.77,,,1264051331.96,0.008538,,,,,,2290500633.97,595704412.0,8187504.13,,,,,0.0,5086399.21,,,3561500.0,0.0,,,619251.81,,,,453166786.01,0.0,305264140.57,,,,1476721364.7,,,,54467508.87,,267068644.1,,,290233936.58,49968843.86,-46757902.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,238124321.03,103479.0,,457312830.0,292749131.26,110738399.27,238124321.03,1044059528.32,650100.07,1278084841.49,-5075624.05,457312830.0,,238124321.03,267068644.1,,-19461.0,0.0,4536083.75,1044059528.32,-243803597.21,,13646.0,0.0,17956000.0,1044059528.32,284474500.0,-22208914.61,630787438.0,199832528.24,0.0,3561500.0,0.0,110738399.27,,,,554435.48,,0.0,1044059528.32,,-163771470.42,-13972368.0,226560926.41,-83402006.48,-162326024.71,,,,255089983.65,650100.07,,0.053846,,0.053846,,,,,,,0.0,0.0,-49785.0,-358902617.4,-16165890.62,0.0,22492083.75,304514308.52,0.0,0.0,17956000.0,255089983.65,4211600.07,,66188204.85,-5456460.66,0.0,,2096963709.91,1804214578.65,,60122144.89,,6368585.79,183666637.62,210690983.71,674736472.1,883649477.2,,,670524872.03,4211600.07,4048099.29,-89083530.26,17000604.96,448676745.89,,0.0,39671600.43,238124321.03,33965477.41,8421903.93,674736472.1,,,1278084841.49,,46040186.22,-162222545.71,284474500.0,,-31428379.96,2161734318.69,,9611707.8,206778423.86,883649477.2,0.0,,0.0,8421903.93,630787438.0,216904493.82,3561500.0,0.0,,2161734318.69,2778054.48,0.0,1453252991.36,33965477.41,368826091.07,0.0,206778423.86,117425.0,64113611.22,210690983.71,1453252991.36,,670524872.03,10548099.29,79850654.82,,183666637.62,0.0,0.0,304514308.52,62850049.86,-21385086.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,253727137.37,,,,,,253727137.37,,7696667.21,,4253373.6,457312830.0,,,183666637.62,0.030769,,0.0,23632295.12,1054581588.33,-30380000.0,,,0.0,0.0,,304101500.0,-36357786.64,,,,,0.0,109602694.51,,,,0.0,,0.0,1054581588.33,,,,,6917859.75,,,,,315376268.32,,,,,,,,,,591192319.0,,0.0,,,,,0.0,23632295.12,,,,,,,,,-4193954.8,,,,,,82361923.44,,,,228881516.59,,995584118.2,,,770850076.51,11258167.21,,-8416597.99,28705864.63,605946262.25,,0.0,,,,18190532.88,782108243.72,,,1327823935.43,0.030769,,,,,,2323408053.63,591192319.0,19378921.52,,,,,0.0,18190532.88,,,3561500.0,0.0,,,0.0,,,,491513344.22,0.0,307248952.46,,,,1506366566.04,,,,114432918.03,,190584497.37,,,264427541.33,85727053.4,-36325786.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,310045632.11,,,,,,310045632.11,,14899589.45,,4583433.76,457312830.0,,,190584497.37,,,,27051231.77,1078912155.87,-60000000.0,,,0.0,7541000.0,,279063787.0,-66586086.17,,,,,0.0,108552624.52,,,,2249530.0,,0.0,1078912155.87,,,,,54064534.74,,,,,298443138.76,,,,,,,,,,,,,,,,,0.0,34592231.77,,,,,,,,,-8346673.54,,,,,,70666965.8,,,,236727163.93,,1004242489.56,,,738148195.52,78461089.45,,27206725.18,31650933.67,590845884.39,,,,,,21696561.45,816609284.97,,,1400369210.7,,,,,,,2404611700.26,,22467798.01,,,,,60000000.0,21696561.45,,,3561500.0,0.0,,,2249530.0,,,,484959992.02,0.0,246121871.12,,,,1554426471.55,,,,105885892.37,,244649032.11,,,245776964.07,74234958.7,-64092320.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,250414828.51,,,,,,250414828.51,,14153814.19,,7667638.09,457312830.0,,,244649032.11,0.038462,,,31285346.74,1058136462.29,-26116715.98,,,0.0,0.0,,254132119.0,-91334209.57,,,,,0.0,180510636.61,,,,0.0,,0.0,1058136462.29,,,,,-54427858.6,,,,,320319484.33,,,,,,,,,,605293011.0,,,,,,,0.0,31285346.74,,,,,,,,,-12855922.25,,,,,,69086111.65,,,,260007664.34,,1050816770.96,,,728505239.69,162619201.19,,-56061523.77,34279807.69,609738791.76,,,,,,23280500.41,891124440.88,,,1446532110.22,0.038462,,,,,,2497348881.18,605293011.0,23617708.65,,,,,100000000.0,23280500.41,,,48465387.0,0.0,,,-636600.0,,,,503276718.18,0.0,290798474.78,,,,1572804878.2,,,,106462073.58,,190221173.51,,,252559293.28,72182265.89,-91488588.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,401894294.64,344796000.0,,457312830.0,444499609.98,198529537.76,401894294.64,1095905583.15,9681132.01,1565531692.82,-3068325.25,457312830.0,,401894294.64,190221173.51,,-39212000.0,0.0,37405004.58,1095905583.15,-130242156.75,,28056000.0,0.0,19308000.0,1095905583.15,124024000.0,-50281692.39,604171137.0,183666637.62,0.0,54217887.0,0.0,198529537.76,,,,1318362.81,,0.0,1095905583.15,,-240580323.63,-636600.0,296046807.95,174177061.13,-244559774.77,,,,283962384.39,9681132.01,,0.169231,,0.169231,,,,,,,2431812.6,0.0,78339000.0,-246738872.73,180731597.02,0.0,56713004.58,344219424.06,2431812.6,0.0,19308000.0,283962384.39,333899019.01,,148452802.03,-6924531.84,0.0,,2321927213.25,1877427603.27,,60385631.92,,13436120.2,364398234.64,289195107.14,956223520.89,1060655367.56,,,622324501.88,333899019.01,2999092.81,137507621.81,53816196.04,515396274.85,,0.0,105937758.01,401894294.64,102244346.19,39076751.45,956223520.89,,,1565531692.82,,119373878.21,100236225.23,124024000.0,,-32321082.43,2626187060.38,,40473329.83,155210724.53,1060655367.56,0.0,,270000000.0,39076751.45,604171137.0,282500632.81,54217887.0,0.0,,2626187060.38,749562.81,270000000.0,1633645846.35,102244346.19,397677548.85,0.0,155210724.53,122347000.0,261028878.21,289195107.14,1633645846.35,,622324501.88,3567892.81,117718726.0,,364398234.64,2431812.6,0.0,344219424.06,63902529.96,-48673627.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,402972897.81,,,,,,402972897.81,,9521536.06,,6886823.99,457312830.0,,,364398234.64,0.046154,,0.0,36088066.16,1110535422.74,-50000000.0,,,0.0,0.0,,73961000.0,-77606804.3,,,,,0.0,233174476.58,,,,520797.82,,0.0,1110535422.74,,,,,-1890896.83,,,,,362897078.77,,,,,,,,,,606806573.0,,0.0,,,,,0.0,36088066.16,,,,,,,,,-3850370.79,,,,,,87916635.21,,,,317201564.34,,1139706212.21,,,638640312.0,413591923.06,,-28626111.78,39438723.88,743113337.52,,0.0,,,,28006457.2,1052232235.06,,,1613906427.46,0.046154,,,,,,2753612639.67,606806573.0,29201242.17,,,,,350000000.0,28006457.2,,,54070387.0,0.0,,,57142.82,,,,612038230.07,0.0,265643416.5,,,,1663867926.5,,,,131075107.45,,362507337.81,,,308483251.51,91636383.57,-76622343.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,486245596.05,,,,,,486245596.05,,3804820.06,,7163588.22,457312830.0,,,362507337.81,,,0.0,38892441.36,1115545566.53,-30000000.0,,,0.0,8070000.0,,93619500.0,-51614415.29,,,,,0.0,231757369.42,,,,752706.85,,0.0,1115545566.53,,,,,49022258.24,,,,,395832630.41,,,,,,,,,,,,0.0,,,,,0.0,46962441.36,,,,,,,,,-4532225.84,,,,,,78887767.71,,,,324211359.27,,1217221255.3,,,715281608.83,407727707.06,,36386892.19,37978939.44,625505532.02,,0.0,,,,29875436.43,1123009315.89,,,1578878311.76,,,,,,,2796099567.06,,31728853.14,,,,,350000000.0,29875436.43,,,53922887.0,0.0,,,752706.85,,,,505008963.32,0.0,212700528.98,,,,1637660330.73,,,,120496568.7,,411529596.05,,,309060550.9,82517629.26,-50382060.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,494716684.71,,,,,,494716684.71,,2841952.06,,4264667.3,457312830.0,,,411529596.05,0.053846,,0.0,37413439.61,1115396531.23,0.0,,,0.0,0.0,,67269800.0,-21591675.44,,,,,0.0,230230203.93,,,,1505446.58,,0.0,1115396531.23,,,,,20107088.66,,,,,394175729.18,,,,,,,,,,590906495.0,,0.0,,,,,0.0,37413439.61,,,,,,,,,-18519185.03,,,,,,64709946.39,,,,356029401.3,,1274474035.86,,,658661400.76,482522039.06,,-13728812.51,44960496.69,677253380.84,,0.0,,,,31818042.03,1141183439.82,,,1567492175.44,0.053846,,,,,,2841966211.3,590906495.0,33148772.31,,,,,425904700.0,31818042.03,,,53775387.0,0.0,,,1505446.58,,,,564231735.45,0.0,273227841.19,,,,1664022120.76,,,,113021645.39,,431636684.71,,,280464464.28,68061148.7,-19690267.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,404050284.24,173000000.0,,457312830.0,480542574.33,228721038.46,404050284.24,1125624337.81,1158541.05,1580065152.18,4047665.39,457312830.0,,404050284.24,431636684.71,,-63889000.0,0.0,12734493.84,1125624337.81,-17233000.0,,25558000.0,0.0,19155000.0,1125624337.81,50000000.0,-67052773.62,602064684.0,364398234.64,0.0,58709887.0,0.0,228721038.46,,,,750158.91,,150590000.0,1125624337.81,,-212282685.95,0.0,309307262.3,-63566400.47,-217865668.65,,,,334244550.35,1158541.05,,0.161538,,0.161538,,,,,,,0.0,150590000.0,-103341000.0,-97233000.0,3672049.6,0.0,31889493.84,401543072.42,0.0,0.0,19155000.0,334244550.35,335396328.05,,171235312.03,-5883587.09,1289000.13,,2614233634.62,2133691060.29,,63099730.49,,22362744.9,368070284.24,357037601.69,1025030560.11,1159499381.31,,,689634232.06,335396328.05,3065455.16,-38897636.55,48857152.02,568361384.24,,0.0,102765696.07,404050284.24,97256602.75,7556667.09,1025030560.11,,,1580065152.18,,125128440.97,-44865668.65,50000000.0,,-32785368.75,2739564533.49,,8686828.45,156803638.82,1159499381.31,0.0,,275527900.0,7556667.09,602064684.0,294614079.8,58709887.0,1289000.13,,2739564533.49,750158.91,275527900.0,1676523546.19,97256602.75,452412131.45,0.0,156803638.82,126057000.0,270340440.97,357037601.69,1676523546.19,,689634232.06,3529110.16,115949252.79,,368070284.24,0.0,0.0,401543072.42,67092100.77,-65588015.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,387078844.2,,,,,,387078844.2,,808909.05,,7968452.54,457312830.0,,,368070284.24,0.046154,,0.0,37121024.17,1126828424.56,0.0,,,0.0,0.0,,50000000.0,-52533201.66,,,,,0.0,227247873.01,,,,920.55,,150590000.0,1126828424.56,,,,,-6991440.04,,,,,310003084.81,,,,,,,,,,627088102.0,,0.0,,,,,0.0,37121024.17,,,,,,,,,-13288092.57,,,,,,86266314.97,,,,385980129.47,,1235126285.6,,,641865974.09,434638796.05,,-93297580.47,45290246.75,844630005.65,,0.0,,,,28942527.78,1076504770.14,,,1583083781.55,0.046154,,,,,,2818210067.15,627088102.0,29152571.63,,,,,375267500.0,28942527.78,,,58562387.0,0.0,,,920.55,,,,711058823.57,0.0,347634454.13,,,,1703484825.97,,,,133571182.08,,361078844.2,,,340278796.45,88280935.33,-52248896.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,371374174.78,,,,,,371374174.78,,843289.05,,7449312.59,457312830.0,,,361078844.2,,,0.0,40396916.59,1209246341.31,-50000000.0,,,0.0,11640000.0,,50000000.0,-84507001.38,,,,,0.0,225791866.77,,,,1755013.72,,150590000.0,1209246341.31,,,,,-2704669.42,,,,,289469894.42,,,,,,,,,,,,0.0,,,,,0.0,52036916.59,,,,,,,,,-7348218.3,,,,,,83554728.47,,,,394874096.02,,1187480424.47,,,645267277.34,454354276.05,,-16230622.57,47294527.62,678181518.89,,0.0,,,,31759608.05,1099621553.39,,,1664807997.81,,,,,,,2852288422.28,,32947604.0,,,,,394948600.0,31759608.05,,,58562387.0,882090.93,,,1755013.72,,,,543649429.32,0.0,252835092.12,,,,1713018725.62,,,,134532089.57,,358374174.78,,,370243521.89,87237561.95,-82598429.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
