date,annualEndCashPosition,annualTaxProvision,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingTotalRevenue,annualCurrentDebt,quarterlyCashDividendsPaid,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyEbitda,annualOperatingIncome,annualNetOtherFinancingCharges,annualOtherShortTermInvestments,annualOtherCurrentAssets,trailingEndCashPosition,annualDilutedAverageShares,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyOtherNonCashItems,annualChangeInAccountPayable,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedEPS,annualRepurchaseOfCapitalStock,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualFreeCashFlow,annualInvestmentsAndAdvances,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualBasicAverageShares,quarterlyCurrentAssets,annualOperatingExpense,quarterlyTotalRevenue,trailingFreeCashFlow,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualNetIncomeContinuousOperations,quarterlyDilutedEPS,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyChangeInInventory,annualBeginningCashPosition,trailingPretaxIncome,annualAccountsReceivable,annualCurrentAssets,quarterlyLongTermDebt,annualTotalAssets,annualNetIncome,annualLongTermDebt,quarterlyOtherCurrentAssets,annualCashDividendsPaid,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,annualOtherNonCashItems,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyChangeInAccountPayable,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyOperatingExpense,quarterlyNetIncome,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingSaleOfInvestment,quarterlySellingGeneralAndAdministration,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyBasicEPS,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyTaxProvision,annualCapitalStock,annualStockBasedCompensation,quarterlyNetPPE,trailingOtherIncomeExpense,annualNetPPE,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyCurrentDebt,trailingDepreciationAndAmortization,annualInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualCurrentLiabilities,annualGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,annualEbitda,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualChangeInInventory,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,annualPretaxIncome,trailingBeginningCashPosition,annualBasicEPS,annualInterestExpense,trailingPurchaseOfInvestment,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,trailingNetIncome,annualGoodwill,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualDeferredIncomeTax,trailingOperatingExpense,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,trailingCapitalExpenditure,quarterlyChangesInAccountReceivables,annualAccumulatedDepreciation,quarterlyOtherShortTermInvestments,trailingInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,annualGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,annualRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCapitalExpenditure,annualOtherCurrentLiabilities,annualInvestingCashFlow,annualTotalRevenue,trailingStockBasedCompensation,annualPurchaseOfInvestment,trailingDeferredIncomeTax,annualChangeInCashSupplementalAsReported,trailingChangeInInventory,trailingPurchaseOfBusiness,trailingGrossProfit,annualResearchAndDevelopment,quarterlyResearchAndDevelopment,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingCostOfRevenue,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable
1970-01-01 00:00:00.828230400,,,,,2900000,112451000.0,,,975468000.0,,,,,12400000,,,,,397596000.0,,,29588000.0,,,,,,,,,75056000.0,,12400000,,,,,,,,,273357000.0,,,,,12400000,163633000.0,,,,0.173333,,,,,104644000.0,,,,,,,,,,,,,,,,,16730769.0,,,,,,,,2900000,,2900000,,,,,75056000.0,43385000.0,,,,,,,,202921000.0,0.173333,,,,,,,,-7807000.0,,,,,,104298000.0,,-52115000.0,,,,,,,,,,-1383000.0,,,,,,,,,,,,,,,276897000.0,,,-33676000.0,1911000.0,-44337000.0,,,75056000.0,,,16730769.0,,,,863017000.0,120699000.0,,-39288000.0,,,,-30107000.0,,,,,,21975000.0,,,,,,,,12826000.0,,-10908000.0,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.836092800,,,,,2900000,,,,,,,,,4700000,,,,,,,,,,,,,,,,,,7900000.0,4500000,,19800000.0,,,,,,,,8000000.0,,20500000.0,,11600000,,,,,0.173333,,,,,,,,,,,,1500000.0,,4200000.0,,,,,,,,16730769.0,,,,7400000.0,,,-100000.0,2900000,2900000.0,2900000,,,,,,,2700000.0,,21200000.0,,,,,,0.173333,,300000.0,600000.0,1800000.0,,,3100000.0,,,,,,,,,,,12900000.0,,12900000.0,,,,,5500000.0,,,,,,,,,4700000.0,,,,,,,,,,,,,7700000.0,29100000.0,,,8600000.0,16730769.0,,,,,,,,,,,,,,,,,,,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.844041600,,,,,1300000,,0.0,-14000000.0,,,-20000000.0,,-32600000.0,1200000,,,,,,,200000.0,,2500000.0,,,,,,,,,14800000.0,900000,5800000.0,1200000.0,,,,-1100000.0,,,,14600000.0,,29200000.0,,8300000,,,6100000.0,,0.04,,,,,,,,,,,,6600000.0,,3800000.0,,,,,,,,16442308.0,,,,4500000.0,,,200000.0,1300000,3600000.0,1300000,,,100000.0,,,,3300000.0,,32600000.0,,-2600000.0,,,,0.04,,400000.0,500000.0,,,,3500000.0,,,,,,,,,,,15600000.0,,15600000.0,,,,30200000.0,14700000.0,,,,,,,,,,,,-700000.0,6500000.0,10200000.0,,,,,,,,13300000.0,47400000.0,,,18200000.0,16442308.0,,,,,,19200000.0,,,,,,,,2600000.0,0.0,,,,,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.851990400,0.0,2700000.0,,16800000.0,3600000,,0.0,-1300000.0,,,-900000.0,,17800000.0,6500000,16000000.0,-1000000.0,,6200000.0,,16442308.0,400000.0,,-7500000.0,,300000.0,200000.0,0.553333,,100000.0,12400000.0,,12400000.0,6100000,-5600000.0,3900000.0,8400000.0,,0.0,1600000.0,,,,12200000.0,16442308.0,27800000.0,12200000.0,12700000,,,10100000.0,14300000.0,,-100000.0,11800000.0,,9000000.0,,,27800000.0,,47800000.0,14300000.0,,6200000.0,-24600000.0,4200000.0,14300000.0,12900000.0,,,11200000.0,0.0,,,-1900000.0,5400000.0,31300000.0,8500000.0,,35400000.0,200000.0,3600000,2400000.0,3600000,,1000000.0,-100000.0,,,,2000000.0,,35400000.0,3900000.0,-3000000.0,,200000.0,,,5700000.0,300000.0,900000.0,,,,7100000.0,,7100000.0,20000000.0,,1100000.0,,,900000.0,,0.0,11800000.0,13600000.0,11800000.0,,12200000.0,28200000.0,100000.0,12900000.0,,17000000.0,,,0.0,200000.0,,,,-200000.0,11800000.0,-3900000.0,-1700000.0,-800000.0,17000000.0,,0.56,,,,,11900000.0,47800000.0,,,20000000.0,,,,-100000.0,,,-15100000.0,,,-3000000.0,,,,10100000.0,-3800000.0,0.0,,,,,300000.0,-5200000.0,11900000.0,-16500000.0,45000000.0,,-16600000.0,,2800000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.859766400,,,,,4200000,,15600000.0,-2000000.0,,,-600000.0,,-2200000.0,6700000,,,,,,,300000.0,,,,,,,,,,,15300000.0,6400000,6000000.0,7500000.0,,,,2500000.0,,,,15200000.0,,31400000.0,,13800000,,,10200000.0,,0.193333,,,100000.0,,,,,,,,,200000.0,,4600000.0,,,9500000.0,300000.0,,-100000.0,,22120500.0,,,,9200000.0,,,100000.0,4200000,2800000.0,4200000,,,0.0,,,,2800000.0,,39100000.0,,-3000000.0,,200000.0,,0.193333,,500000.0,800000.0,2700000.0,,,7200000.0,,,,,,,,,,,15600000.0,,20900000.0,,,,0.0,15800000.0,,,,,,,,,6900000.0,,,-400000.0,6400000.0,-600000.0,,,,,,,,14300000.0,54400000.0,,,23000000.0,22120500.0,,,,,,600000.0,,,,5300000.0,,,,3800000.0,11800000.0,,,100000.0,300000.0,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.867628800,,,,,4200000,,14300000.0,-16600000.0,,,-600000.0,,-19100000.0,6400000,,,,,,,300000.0,,,,,,,,,,,10500000.0,6100000,200000.0,11100000.0,,,,-3300000.0,,,,10200000.0,,30300000.0,,13600000,,,11000000.0,,0.173333,,,200000.0,,,,,,,,,600000.0,,4900000.0,,,7600000.0,600000.0,,0.0,,23100000.0,,,,8700000.0,,,300000.0,4200000,2600000.0,4200000,,,0.0,,,,2600000.0,,57900000.0,,-3600000.0,,300000.0,,0.18,,600000.0,600000.0,2600000.0,,,7400000.0,,,,,,,,,,,14300000.0,,21300000.0,,,,15200000.0,30700000.0,,,,,,,,,6800000.0,,,-500000.0,700000.0,14600000.0,,,,,,,,9500000.0,68400000.0,,,38100000.0,23221500.0,,,,,,3000000.0,,,,7000000.0,,,,-1300000.0,15600000.0,,,100000.0,300000.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.875577600,,,,,1700000,,19900000.0,-1200000.0,,,-600000.0,,-6300000.0,1700000,,,,,,,300000.0,,200000.0,,,,,,,,,18000000.0,1400000,5800000.0,12200000.0,,,,5300000.0,,,,17700000.0,,37500000.0,,10000000,,,8900000.0,,0.073333,,,100000.0,,,,,,,,,200000.0,,4700000.0,,,10200000.0,400000.0,,0.0,,23937000.0,,,,5300000.0,,,300000.0,1700000,3900000.0,1700000,,,-200000.0,,,,3900000.0,,59800000.0,,-900000.0,,300000.0,,0.073333,,1100000.0,500000.0,900000.0,,,8000000.0,,,,,,,,,,600000.0,19900000.0,,26400000.0,,,,100000.0,32300000.0,,,,,,,,,2500000.0,,,-1000000.0,6800000.0,100000.0,,,,,,,,17100000.0,77800000.0,,,40300000.0,23982000.0,,,,,,6300000.0,,,,6500000.0,,,,5600000.0,14300000.0,,,100000.0,500000.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.883526400,15900000.0,9000000.0,,19700000.0,4400000,,15900000.0,-4200000.0,,,-700000.0,,-6800000.0,7000000,20700000.0,100000.0,5900000.0,700000.0,,15483871.0,300000.0,,0.0,,400000.0,200000.0,0.93,,-1000000.0,13200000.0,,13200000.0,6700000,-1400000.0,15900000.0,10600000.0,,-100000.0,-5500000.0,,300000.0,,13000000.0,15000000.0,33600000.0,12700000.0,15700000,,,12300000.0,14400000.0,,0.0,15900000.0,-500000.0,11800000.0,,10100000.0,33600000.0,,78300000.0,14400000.0,,700000.0,-2500000.0,5500000.0,14400000.0,36600000.0,10100000.0,800000.0,12700000.0,0.0,,,100000.0,12700000.0,17600000.0,10200000.0,,65100000.0,200000.0,4400000,3500000.0,4400000,,1200000.0,200000.0,,,,3400000.0,800000.0,65100000.0,15900000.0,-4200000.0,,200000.0,,,15200000.0,600000.0,1000000.0,2800000.0,200000.0,,8100000.0,,8100000.0,44700000.0,,2800000.0,,,1000000.0,,1800000.0,15900000.0,12900000.0,21800000.0,,13000000.0,33400000.0,0.0,36600000.0,,21900000.0,,,0.0,200000.0,,,7200000.0,-100000.0,21800000.0,-400000.0,-1000000.0,1100000.0,23400000.0,,0.96,,,,,11800000.0,78300000.0,,,44700000.0,,,,-200000.0,,,2800000.0,,,-4200000.0,5900000.0,,,12300000.0,-3900000.0,19900000.0,,,200000.0,300000.0,400000.0,-2300000.0,11800000.0,-24000000.0,53100000.0,,-34400000.0,,4200000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.891302400,,,,,5400000,,20100000.0,-4100000.0,,,-700000.0,,-900000.0,8500000,,,,,,,400000.0,,,,,,,,,,,17900000.0,8100000,4500000.0,20600000.0,,,-100000.0,3500000.0,,,,17400000.0,,38300000.0,,16800000,,,16600000.0,,0.34,,,400000.0,,,,,,,,,500000.0,,5100000.0,,,11700000.0,800000.0,,0.0,,15554000.0,,,,11700000.0,,,500000.0,5400000,3600000.0,5400000,,,0.0,,,,3600000.0,,70400000.0,,-4600000.0,,500000.0,,0.35,,700000.0,600000.0,3400000.0,,,12000000.0,,,,,,,,,,100000.0,20100000.0,,25500000.0,,,,0.0,38000000.0,,,,,,,,,8800000.0,,,-4300000.0,8800000.0,-600000.0,,,,,,,,16300000.0,88300000.0,,,50000000.0,16047000.0,,,,,,1100000.0,,,,5400000.0,,,,4200000.0,15900000.0,,,200000.0,800000.0,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.899164800,,,,,4900000,,20200000.0,-1700000.0,,,-600000.0,,-4300000.0,7700000,,,,,,,400000.0,,,,,,,,,,,11800000.0,7300000,1500000.0,24900000.0,,,,-2900000.0,,,,11300000.0,,34700000.0,,16400000,,,17500000.0,,0.31,,,600000.0,,,,,,,,,886000.0,,5700000.0,,,8800000.0,1300000.0,,0.0,,15566000.0,,,,10700000.0,,,500000.0,4900000,3400000.0,4900000,,,0.0,,,,3400000.0,,74700000.0,,-5000000.0,,500000.0,,0.32,,700000.0,,3100000.0,,,12500000.0,,,,,,,,,,100000.0,20200000.0,,25014000.0,,,,-100000.0,39300000.0,,,,,,,,,8000000.0,,,-900000.0,2400000.0,-600000.0,,,,,,,,9800000.0,86500000.0,,,51800000.0,16059000.0,,,,,,3500000.0,,,,4814000.0,,,,100000.0,20100000.0,,,200000.0,700000.0,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
