date,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualBasicAverageShares,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyTotalRevenue,annualNetOtherFinancingCharges,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualOperatingExpense,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualTotalRevenue,annualResearchAndDevelopment,trailingResearchAndDevelopment,quarterlyOtherNonCashItems,trailingCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangesInAccountReceivables,annualChangeInAccountPayable,annualDeferredIncomeTax,quarterlyCashDividendsPaid,trailingBeginningCashPosition,trailingFreeCashFlow,annualInterestExpense,quarterlyCurrentAssets,trailingChangesInAccountReceivables,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,annualBasicEPS,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyEbitda,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,quarterlyStockBasedCompensation,trailingOperatingExpense,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualOtherNonCurrentAssets,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualDilutedAverageShares,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBasicEPS,annualCommonStockIssuance,annualFreeCashFlow,annualNetIncome,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualOtherCurrentAssets,trailingChangeInAccountPayable,annualCostOfRevenue,annualBeginningCashPosition,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlyNetIncomeContinuousOperations,annualCurrentDebt,trailingCommonStockIssuance,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalAssets,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalNonCurrentAssets,annualOtherNonCashItems,annualDilutedEPS,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCurrentDebt,annualPurchaseOfBusiness,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingStockBasedCompensation,trailingPurchaseOfBusiness,annualChangeInInventory,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,annualSaleOfInvestment,trailingSaleOfInvestment,annualStockBasedCompensation,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetIncome,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,trailingOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,annualAccountsReceivable,annualOperatingCashFlow,trailingOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,trailingCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,trailingNetIncome,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,quarterlyPretaxIncome,annualGrossProfit,quarterlyNetPPE,annualInventory,annualCurrentLiabilities,quarterlyResearchAndDevelopment,annualNetPPE,annualEbitda,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,annualGoodwill,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,trailingPretaxIncome,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,trailingGrossProfit,trailingChangeInWorkingCapital,annualRepaymentOfDebt,annualPurchaseOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingOtherIncomeExpense,trailingDeferredIncomeTax,trailingTotalRevenue,annualInvestingCashFlow,quarterlyDilutedEPS,annualPretaxIncome,annualEndCashPosition,quarterlySaleOfInvestment,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualNonCurrentDeferredRevenue,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOperatingIncome,annualGrossPPE,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,quarterlyCapitalStock,trailingBasicAverageShares,trailingBasicEPS,trailingDilutedEPS,trailingDilutedAverageShares
1970-01-01 00:00:00.307497600,5100000.0,,2380000000.0,,-2999000000.0,,,,,,-78807000000.0,,,,,,,,,,,18659000000.0,47900000.0,,16766000000.0,,166105000000.0,-20800000.0,,,,,44771000000.0,63970000000.0,,,-2870000000.0,,,,,,,0.002143,,,,,,,,35425000000.0,,57527000000.0,19800000.0,,-1152000000.0,57527000000.0,,,5100000.0,,2380000000.0,-9700000.0,,,,,,0.0,5100000.0,,,,,,,5489000000.0,,0.0,,200000.0,,,,,783000000.0,,,0.0,,,10222000000.0,,-19800000.0,,0.002143,,,,,9700000.0,,759000000.0,11968000000.0,,6219000000.0,-1415000000.0,,,,,,108818000000.0,,,,,,,,,-740000000.0,,,,,0.0,73217000000.0,,,-14090000000.0,,,57527000000.0,,,,47900000.0,,,11100000.0,,,47900000.0,,,,-21000000.0,,,,,,,67749000000.0,,,101578000000.0,-1015000000.0,,,,,,66153000000.0,26384000000.0,,368000000.0,-742000000.0,267683000000.0,0.0,,,0.0,,,3471000000.0,-102707000000.0,41665000000.0,,,,,,,47900000.0,,-9805000000.0,-70620000000.0,-3106000000.0,-9247000000.0,,,,,
1970-01-01 00:00:00.339120000,11700000.0,,2730000000.0,,,,,,,,,,,,,,,,,,,,117100000.0,,,,,-63700000.0,,,,,,,,,,,,,,,,0.004286,,,,,,,,,,,54100000.0,,,,,,11700000.0,,2730000000.0,-25900000.0,,,,,,0.0,11700000.0,,,,,,,,,0.0,,700000.0,,,,,,,,0.0,,,,,-54100000.0,,0.004286,,,,,25900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,117100000.0,,,37800000.0,,,117100000.0,,,,-64400000.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,117100000.0,,,,,,,,,,
1970-01-01 00:00:00.370656000,39400000.0,72800000.0,3064444444.0,,,,,,,,,,,,,,,,107100000.0,,,,334800000.0,,,,,7200000.0,,,,,,,,,,,,,,,,0.012857,,,,,,-8500000.0,,,,,227100000.0,5300000.0,,,,,39400000.0,,3064444444.0,77400000.0,,,,,,0.0,39400000.0,57000000.0,,,,,8100000.0,,161500000.0,0.0,,1900000.0,,,,10700000.0,,,37100000.0,254800000.0,,98500000.0,,,27700000.0,,0.012857,,,,,177400000.0,,,,,,,,,5300000.0,,,,,,,,,,,,,,,,,0.0,,,,,72800000.0,,,,,,173300000.0,,103900000.0,70200000.0,,22400000.0,74800000.0,,,,0.0,,59500000.0,,,,,,,,,,,,,,,,,,,,,0.0,,76500000.0,0.0,,,,,,,,,,10400000.0,,66200000.0,30900000.0,,,,,,,,,
1970-01-01 00:00:00.402192000,61300000.0,153100000.0,3178518519.0,,,,,,,,,,,,,,,,209500000.0,,,,583100000.0,,,,,14900000.0,,,,,,,,,,,,,,,,0.019286,,,,,,-22800000.0,,,,,311200000.0,12100000.0,,,,,61300000.0,,3178518519.0,100700000.0,,,,,,0.0,61300000.0,118300000.0,,,,,11200000.0,,271400000.0,0.0,,2100000.0,,,,4200000.0,,,55500000.0,357800000.0,,192900000.0,,,46600000.0,,0.019286,,,,,257100000.0,,,,,,,,,12900000.0,,,,,,,,,,,,,,,,,0.0,,,,,153100000.0,,,,,,311700000.0,,75400000.0,85800000.0,,34500000.0,118800000.0,,,,-100000.0,,81600000.0,,,,,,,,,,,,,,,,,,,,,0.0,,116800000.0,0.0,,,,,,,,,,14600000.0,,102200000.0,57300000.0,,,,,,,,,
1970-01-01 00:00:00.433728000,76700000.0,143300000.0,3355625000.0,,,,,,,,,,,,,,,,369800000.0,,,,982800000.0,,,,,49900000.0,,,,,,,,,,,,,,,,0.022857,,,,,,-42900000.0,,,,,469000000.0,20500000.0,,,,,76700000.0,,3355625000.0,178700000.0,,,,,,0.0,76700000.0,195000000.0,,,,,46800000.0,,483300000.0,0.0,,1300000.0,,,,,,,69400000.0,556600000.0,,347400000.0,,,87600000.0,,0.022857,,,,,377900000.0,,,,,,,,,48600000.0,,,,,,,,,,,,,,,,,0.0,,,,,143300000.0,,,,,,499500000.0,,142500000.0,128800000.0,,67100000.0,152100000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,146100000.0,0.0,,,,,,,,,,16500000.0,,129700000.0,110000000.0,,,,,,,,,
1970-01-01 00:00:00.449539200,,,,,,,,300100000.0,300100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3389960000.0,300100000.0,,,,,,,,,,,,,,,,,,,,0.002857,,,,,,,,,,,,,,,,,9100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3389960000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002857,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.457401600,,,,,,,,422100000.0,422100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3358880000.0,422100000.0,,,,,,,,,,,,,,,,,,,,0.005714,,,,,,,,,,,,,,,,,18300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3358880000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005714,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.465350400,64100000.0,114900000.0,3323703704.0,,,,,-947000000.0,477400000.0,,,,,,,,,,583800000.0,,324200000.0,,1515900000.0,,,,,69000000.0,,,,,,,,687600000.0,,,255200000.0,,149600000.0,259100000.0,,0.019286,,,,-947000000.0,,-73700000.0,,,,,687600000.0,25300000.0,,,464600000.0,,64100000.0,,3323703704.0,324200000.0,,,,,,0.0,64100000.0,259100000.0,,,,,49900000.0,,840600000.0,0.0,,,0.0,,30900000.0,,,,45100000.0,788800000.0,49900000.0,545800000.0,,69000000.0,101200000.0,,0.019286,,,,,464600000.0,,,,,,,,,69000000.0,,,,,,264600000.0,,,-73700000.0,,,,25300000.0,69000000.0,,,0.0,,,,,114900000.0,,,,,,675300000.0,75900000.0,264600000.0,255200000.0,,75900000.0,129500000.0,,,,0.0,,,,,788800000.0,,,,101200000.0,,,,,,114900000.0,114900000.0,,,,,,,0.0,,109200000.0,0.0,,,,,,,,,,17700000.0,,91500000.0,149600000.0,,,,,,,,,
1970-01-01 00:00:00.473299200,,,,,,,,698300000.0,698300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400544000.0,698300000.0,,,,,,,,,,,,,,,,,,,,0.013571,,,,,,,,,,,,,,,,,46100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400544000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013571,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.481075200,,,,,,,,435300000.0,435300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3444952000.0,435300000.0,,,,,,,,,,,,,,,,,,,,0.002857,,,,,,,,,,,,,,,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3444952000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002857,,,,,,,,,,,,,,,,,,,,,,,,
