,quarterlyInventory,quarterlyOtherIncomeExpense,annualChangeInInventory,trailingStockBasedCompensation,annualDepreciationAndAmortization,annualInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,trailingChangeInInventory,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,annualCurrentLiabilities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,annualSaleOfInvestment,trailingOtherIncomeExpense,annualCapitalStock,annualStockBasedCompensation,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,annualGrossProfit,annualEbitda,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetPPE,trailingNetIncome,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingPretaxIncome,quarterlyOtherShortTermInvestments,annualGrossPPE,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualInterestExpense,annualRepaymentOfDebt,annualPretaxIncome,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,annualGoodwill,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,trailingGrossProfit,annualInvestingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,annualPurchaseOfInvestment,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualCapitalExpenditure,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyAccountsPayable,trailingTotalRevenue,annualEndCashPosition,annualCurrentAccruedExpenses,annualBasicAverageShares,annualNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,quarterlyEbitda,trailingEndCashPosition,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyStockBasedCompensation,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualTotalRevenue,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,quarterlyGrossProfit,annualCurrentDebt,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyCurrentAssets,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyRepurchaseOfCapitalStock,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingFreeCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInAccountPayable,annualAccumulatedDepreciation,annualChangesInAccountReceivables,annualChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDilutedAverageShares,trailingCostOfRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualDilutedAverageShares,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyBasicEPS,annualBeginningCashPosition,quarterlyChangeInInventory,annualAccountsReceivable,annualNetIncome,annualCommonStockIssuance,annualFreeCashFlow,quarterlyNetIncome,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingChangeInAccountPayable,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualDilutedEPS,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualOtherNonCashItems,annualOtherCurrentAssets,annualTaxProvision,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,annualStockholdersEquity,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingNetOtherFinancingCharges,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
1401494400,298450000.0,-8950000.0,,,,,,2935000.0,,3417000.0,,-74730000.0,,331900000.0,-1822000.0,-42006000.0,,-4443000.0,54069000.0,,,29105000.0,,,,,,,,,,,2971000.0,-40857000.0,10030000.0,,,8280000.0,3358000.0,,127586000.0,,19756000.0,,-4479000.0,,,,,,,,,,,,1149000.0,,,318191000.0,901361000.0,1487655000.0,,,-290000.0,,,,8757000.0,,29170000.0,,0.55,29170000.0,,,,,,2836000.0,,,70027000.0,84818000.0,,,,,,,31930000.0,,311778000.0,,,1295000.0,,707852000.0,,,,16398000.0,-1822000.0,,119520000.0,,29170000.0,,9233000.0,,541471000.0,202316000.0,,,,586294000.0,,,-273598000.0,,,,,10295000.0,,,,,,,,32123000.0,,,607170000.0,-33919000.0,29616000.0,,1321000.0,,217415000.0,453241000.0,192258000.0,,79522000.0,0.0,,,779803000.0,,93807000.0,0.56,,-9195000.0,,,,,16398000.0,,87397000.0,16398000.0,,,14507000.0,,87397000.0,,,,,0.0,,166381000.0,-104600000.0,,,,,,,,,,,,,,,,,,,,,,
1409443200,351823000.0,97000.0,,,,,,1592000.0,,3998000.0,,-78252000.0,,510800000.0,-1866000.0,178341000.0,,-2151000.0,53891000.0,,,28401124.0,,,,,,,,,,,15024000.0,-4444000.0,11596000.0,,,11762000.0,1863000.0,,131311000.0,,20702000.0,,708000.0,,,,,,,,,,,,13158000.0,,,423120000.0,1105904000.0,1740985000.0,,,56000.0,,,,9736000.0,,24726000.0,,0.65,24726000.0,,,,,,2840000.0,,,29170000.0,114704000.0,,,,,,,24700000.0,,319949000.0,,,1917000.0,,939175000.0,,,,18839000.0,-197809000.0,,133744000.0,,24726000.0,,23415000.0,,769021000.0,209563000.0,,,,635081000.0,,,0.0,,,,,1917000.0,,,,,,,,24603000.0,,,626010000.0,-15236000.0,28769000.0,,-1027000.0,,217066000.0,549827000.0,186205000.0,,87762000.0,-195943000.0,,,801810000.0,,93807000.0,0.663319,,-47273000.0,,,,,18839000.0,,109141000.0,18839000.0,,,17243000.0,,109141000.0,,,,,283258000.0,,170154000.0,-124300000.0,,,,,,,,,,,,,,,,,,,,,,
1417305600,318823000.0,87000.0,,,,,,740000.0,,4173000.0,,-81217000.0,,461900000.0,-1205000.0,-47942000.0,,218000.0,53299000.0,,,28414000.0,,,,,,,,,,,45477000.0,-3670000.0,10935000.0,,,10804000.0,5580000.0,,128588000.0,,60957000.0,0.0,-72784000.0,,,,,,,,,,,,44272000.0,,,415807000.0,1095140000.0,1763696000.0,,,128000.0,,,,10582000.0,,21056000.0,,1.92,21056000.0,,,,,,2843000.0,,,24726000.0,101435000.0,,,,,,,75712000.0,,435674000.0,,,1327000.0,,904706000.0,,,,55377000.0,-1205000.0,,181411000.0,,21056000.0,,-13271000.0,,731942000.0,209805000.0,,,,668556000.0,,,0.0,,4312000.0,,,599000.0,,,,,,,,65043000.0,,,681386000.0,-19064000.0,28824000.0,,-3748000.0,,289449000.0,549828000.0,254263000.0,,101675000.0,0.0,,,858990000.0,,93807000.0,1.95,,33000000.0,,,,,55377000.0,,116368000.0,55377000.0,,,17246000.0,,116368000.0,,,,,0.0,,172764000.0,-102400000.0,,,,,,,,,,,,,,,,,,,,,,
1425081600,293081000.0,-935000.0,2274000.0,,39653000.0,293081000.0,,2354000.0,,370000.0,,-82154000.0,261865000.0,21900000.0,-1628000.0,-122264000.0,,-2117000.0,52711000.0,,-195943000.0,,,,,,2849000.0,5974000.0,126068000.0,12295000.0,411068000.0,178603000.0,115131000.0,-8761000.0,12638000.0,599559000.0,198825000.0,9531000.0,5249000.0,52711000.0,126068000.0,,45799000.0,0.0,67068000.0,,9531000.0,,,208222000.0,0.0,-57732000.0,11958000.0,-528400000.0,147214000.0,,113503000.0,549727000.0,16216000.0,411068000.0,1088995000.0,1653755000.0,,-202464000.0,-76000.0,170719000.0,,-9701000.0,10578000.0,,12295000.0,,,12295000.0,98564000.0,,,-6521000.0,,2849000.0,,-33871000.0,21056000.0,98564000.0,,12295000.0,80438000.0,28579000.0,-8493000.0,,56747000.0,,377730000.0,131164000.0,,1435000.0,12295000.0,749190000.0,1445131000.0,,845572000.0,40550000.0,-1628000.0,,164884000.0,21900000.0,12295000.0,,-2875000.0,,261865000.0,208222000.0,-76000.0,,-1830000.0,564760000.0,12638000.0,428840000.0,-1000.0,,,,487325000.0,389000.0,16502000.0,-82154000.0,-9487000.0,-7552000.0,-273599000.0,,564760000.0,48950000.0,4.59,749190000.0,721858000.0,60667000.0,,,1624000.0,,222499000.0,549727000.0,212846000.0,131164000.0,80438000.0,0.0,,29035000.0,904565000.0,721858000.0,411307000.0,,70027000.0,25742000.0,222499000.0,131164000.0,7621000.0,172082000.0,40550000.0,1088995000.0,115934000.0,40550000.0,,428840000.0,16216000.0,4.52,115934000.0,411307000.0,1846000.0,0.0,16050000.0,0.0,1653755000.0,487325000.0,-197100000.0,904565000.0,,,,,,,,,,,,,,,,,,,,,
1433030400,299300000.0,-2862000.0,,,,,,5009000.0,,2892000.0,,-84165000.0,,23800000.0,-2717000.0,10928000.0,,319000.0,51080000.0,,,28520000.0,,,,,,,,,,,37499000.0,2967000.0,12603000.0,,,10033000.0,3379000.0,,125329000.0,,23789000.0,-42750000.0,12544000.0,,,,,,,,,,,,34782000.0,,,411126000.0,1121395000.0,1687138000.0,,,17000.0,,,,10354000.0,,15262000.0,,0.7,15262000.0,,,,,,2860000.0,,,12295000.0,113384000.0,,,,,,,37035000.0,,345345000.0,,,2061000.0,,755001000.0,,,,20410000.0,-45460000.0,,143319000.0,,15262000.0,,14820000.0,,268442000.0,209494000.0,,,,565743000.0,,,0.0,,,,,291000.0,,,,,,,,29543000.0,,,742268000.0,2383000.0,29088000.0,,-954000.0,,210001000.0,582479000.0,202026000.0,,81573000.0,0.0,,,932137000.0,,415007000.0,0.72,,-6219000.0,,,,,20410000.0,,113776000.0,20410000.0,,,16115000.0,,113776000.0,,,,,0.0,,486559000.0,-115900000.0,,,,,,,,,,,,,,,,,,,,,,
1440979200,348463000.0,-46000.0,,,,,,2498000.0,,2503000.0,,-87627000.0,,23800000.0,-3229000.0,-6747000.0,,255000.0,48179000.0,,,28435000.0,,,,,,,,,,,14119000.0,4143000.0,12482000.0,,,11150000.0,5431000.0,,124659000.0,,29883000.0,0.0,-17320000.0,,,,,,,,,,,,10890000.0,,,404030000.0,1113057000.0,1746986000.0,,,321000.0,,,,10873000.0,,19405000.0,,0.84,19405000.0,,,,,,2809000.0,,,15262000.0,143102000.0,,,,,,,43259000.0,,369129000.0,,,1877000.0,,835720000.0,,,,24452000.0,-3229000.0,,148005000.0,,19405000.0,,29718000.0,,311066000.0,212286000.0,,,,633929000.0,,,-50000000.0,,1827000.0,,,289000.0,,,,,,,,32432000.0,,,719327000.0,-18821000.0,28986000.0,,-4725000.0,,227147000.0,582602000.0,221124000.0,,87014000.0,0.0,,,911266000.0,,455507000.0,0.86,,-49163000.0,,,,,24452000.0,,115573000.0,24452000.0,,,15342000.0,,115573000.0,,,,,0.0,,524654000.0,-127900000.0,,,,,,,,,,,,,,,,,,,,,,
1448841600,339397000.0,142000.0,,,,,,3271000.0,,2741000.0,,-91100000.0,,23800000.0,-6472000.0,-12933000.0,,-11604000.0,43312000.0,,,28129000.0,,,,,,,,,,,21141000.0,1736000.0,6488000.0,,,10553000.0,6256000.0,,126919000.0,,53034000.0,0.0,-62205000.0,,,,,,,,,,,,14669000.0,,,391254000.0,1102082000.0,1782472000.0,,,1729000.0,,,,10719000.0,,21141000.0,,1.63,21141000.0,,,,,,2828000.0,,,19405000.0,122584000.0,,,,,,,66494000.0,,445503000.0,,,2208000.0,,814538000.0,,,,46778000.0,-6472000.0,,182524000.0,,21141000.0,,-20518000.0,,293986000.0,218019000.0,,,,680390000.0,,,0.0,,,,,289000.0,,,,,,,,55633000.0,,,766105000.0,-41138000.0,28634000.0,,1846000.0,,288979000.0,582812000.0,262979000.0,,101299000.0,0.0,,,967934000.0,,450907000.0,1.66,,9066000.0,,,,,46778000.0,,126891000.0,46778000.0,,,19371000.0,,126891000.0,,,,,0.0,,520552000.0,-129900000.0,,,,,,,,,,,,,,,,,,,,,,
1456704000,301609000.0,-2934000.0,-17606000.0,,42749000.0,301609000.0,,1247000.0,,2961000.0,,-93926000.0,268758000.0,23800000.0,-8185000.0,100742000.0,,295000.0,44120000.0,,-43150000.0,27735034.0,,,,,2774000.0,8483000.0,130465000.0,225800000.0,381844000.0,185261000.0,112502000.0,204659000.0,6093000.0,636005000.0,130914000.0,8398000.0,3524000.0,44120000.0,130465000.0,,13112000.0,-400000.0,63377000.0,,8398000.0,,,224391000.0,0.0,213505000.0,11096000.0,-611900000.0,119818000.0,,104317000.0,583005000.0,18317000.0,381844000.0,1096919000.0,1869643000.0,,-63746000.0,665000.0,136615000.0,,-5701000.0,10803000.0,,225800000.0,,0.34,225800000.0,103713000.0,,,-20603000.0,,2774000.0,,91990000.0,21141000.0,103713000.0,,225800000.0,96997000.0,27735034.0,-10735000.0,,16073000.0,,385724000.0,101228000.0,,2337000.0,225800000.0,939600000.0,1545701000.0,,909696000.0,9588000.0,-8585000.0,,162157000.0,23800000.0,225800000.0,,-16976000.0,,268758000.0,224391000.0,665000.0,,-464000.0,772724000.0,6093000.0,499390000.0,-50000000.0,,,,670842000.0,17730000.0,7044000.0,-93926000.0,-3604000.0,8357000.0,-100000000.0,,772724000.0,19007000.0,3.649824,939600000.0,728527000.0,65933000.0,28287000.0,,3369000.0,,217543000.0,583005000.0,223567000.0,101228000.0,96997000.0,0.0,,28749000.0,930043000.0,728527000.0,600107000.0,0.3457,12295000.0,28710000.0,217543000.0,101228000.0,12025000.0,164658000.0,9588000.0,1096919000.0,143150000.0,9588000.0,,499390000.0,18317000.0,3.52,143150000.0,600107000.0,18599000.0,471115000.0,18590000.0,471115000.0,1869643000.0,670842000.0,-238200000.0,930043000.0,,,,,,,,,,,,,,,,,,,,,
1464652800,319249000.0,-7251000.0,,,,,,3127000.0,,3651000.0,,-97130000.0,,24540000.0,-5154000.0,-30011000.0,,-438000.0,24163000.0,,,27818575.0,,,,,,,,,,,41736000.0,-202685000.0,2326000.0,,,12418000.0,370000.0,,132708000.0,,19396000.0,-209258000.0,20524000.0,,,,,,,,,,,,36582000.0,,,447219000.0,1281108000.0,1841516000.0,,,-19000.0,,,,10956000.0,,23115000.0,,0.68,23115000.0,,,,,,2782000.0,,,225800000.0,110795000.0,,,,,,,23047000.0,,347938000.0,,,5614000.0,,885045000.0,,,,19026000.0,-214410000.0,,152427000.0,,23115000.0,,4819000.0,,277386000.0,229838000.0,,,,560408000.0,,,,,3700000.0,,,290000.0,,,,,,,,30298000.0,,,746719000.0,1541000.0,28147000.0,,-3458000.0,,204544000.0,698494000.0,195511000.0,,98650000.0,0.0,,,956471000.0,,562951000.0,0.683932,,-11160000.0,,,,,19026000.0,,122129000.0,19026000.0,,,16147000.0,,122129000.0,,,,,241159000.0,,607659000.0,-132900000.0,,,,,,,,,,,,,,,,,,,,,,
1472601600,317497000.0,88000.0,,,,,,3002000.0,,3866000.0,,-100820000.0,,24529000.0,-5061000.0,-36220000.0,,-22000.0,21986000.0,,,27845000.0,,,,,,,,,,,43945000.0,2694000.0,2081000.0,,,12631000.0,5354000.0,,133568000.0,,33709000.0,0.0,-18892000.0,,,,,,,,,,,,38884000.0,,,440032000.0,1275198000.0,1855515000.0,,,857000.0,,,,11142000.0,,25809000.0,,1.0,25809000.0,,,,,,2787000.0,,,23115000.0,130763000.0,,,,,,,48717000.0,,368170000.0,,,3144000.0,,863704000.0,,,,28355000.0,-5031000.0,,162968000.0,,25809000.0,,19969000.0,,296359000.0,234388000.0,,,,580317000.0,,,,,624000.0,,,293000.0,,,,,,,,37487000.0,,,775038000.0,2960000.0,28224000.0,,-2458000.0,,222909000.0,698938000.0,205202000.0,,95694000.0,0.0,,,991811000.0,,524033000.0,1.02,,1752000.0,,,,,28355000.0,,125481000.0,28355000.0,,,15779000.0,,125481000.0,,,,,0.0,,567345000.0,-94900000.0,,,,,,,,,,,,,,,,,,,,,,
1480464000,301088000.0,106000.0,,,,,,1322000.0,,3625000.0,,-103780000.0,,24528000.0,-4774000.0,-57714000.0,,-136000.0,19484000.0,,,27484000.0,,,,,,,,,,,53459000.0,-9029000.0,2583000.0,,,8893000.0,2188000.0,,133879000.0,,59800000.0,0.0,-67637000.0,,,,,,,,,,,,48685000.0,,,433485000.0,1269015000.0,1889077000.0,,,2087000.0,,,,11225000.0,,16780000.0,,2.07,16780000.0,,,,,,2699000.0,,,25809000.0,134935000.0,,,,,,,74650000.0,,444414000.0,,,2903000.0,,909199000.0,,,,57612000.0,-4774000.0,,194215000.0,,16780000.0,,4216000.0,,327503000.0,237659000.0,,,,620062000.0,,,,,2617000.0,,,293000.0,,,,,,,,63319000.0,,,762322000.0,-16501000.0,27802000.0,,-2853000.0,,289943000.0,698938000.0,250199000.0,,116255000.0,0.0,,,979878000.0,,540374000.0,2.1,,16409000.0,,,,,57612000.0,,130896000.0,57612000.0,,,15498000.0,,130896000.0,,,,,0.0,,581696000.0,-156600000.0,,,,,,,,,,,,,,,,,,,,,,
1488240000,289122000.0,-4929000.0,18967000.0,,44341000.0,289122000.0,,2283000.0,,3715000.0,,-106561000.0,289367000.0,24404000.0,-5630000.0,-77415000.0,,-2298000.0,20091000.0,,-209267000.0,27146000.0,,,,,2703000.0,15498000.0,134935000.0,23087000.0,421199000.0,228501000.0,89361000.0,6307000.0,1710000.0,675468000.0,164746000.0,6773000.0,1288000.0,20091000.0,134935000.0,,36984000.0,-9000.0,59178000.0,,6773000.0,,,241496000.0,0.0,-202713000.0,14857000.0,-604100000.0,149889000.0,,83731000.0,698929000.0,15101000.0,421199000.0,1257018000.0,1813096000.0,,-229854000.0,1173000.0,176732000.0,,-11986000.0,11018000.0,,23087000.0,,1.3,23087000.0,111763000.0,,,-20619000.0,,2703000.0,,-201360000.0,16780000.0,111763000.0,,23087000.0,104946000.0,27522000.0,-2894000.0,,40699000.0,,376697000.0,140689000.0,,3837000.0,23087000.0,792330000.0,1537219000.0,,861751000.0,35696000.0,-5639000.0,,165858000.0,24404000.0,23087000.0,,-23207000.0,,289367000.0,241496000.0,1173000.0,,-7254000.0,556078000.0,1710000.0,498736000.0,0.0,,,,502963000.0,324000.0,5797000.0,-106561000.0,-6827000.0,19103000.0,-75000000.0,,556078000.0,45628000.0,5.11,792330000.0,798130000.0,31103000.0,27550000.0,,1515000.0,,229928000.0,698929000.0,210839000.0,140689000.0,104946000.0,0.0,,27891000.0,1020766000.0,798130000.0,461211000.0,1.31,225800000.0,11966000.0,229928000.0,140689000.0,75000000.0,207882000.0,35696000.0,1257018000.0,120230000.0,35696000.0,,498736000.0,15101000.0,5.04,120230000.0,461211000.0,1200000.0,266956000.0,9200000.0,266956000.0,1813096000.0,502963000.0,-219700000.0,1020766000.0,,,,,,,,,,,,,,,,,,,,,
1496188800,312025000.0,-35834000.0,,,,,,3580000.0,,3839000.0,,-110022000.0,,20601000.0,-13027000.0,-35308000.0,,-6788000.0,7637000.0,,,27076000.0,,,,,,,,,,,41743000.0,-6579000.0,1963000.0,,,8746000.0,-12775000.0,,135599000.0,,-6907000.0,0.0,22170000.0,,,,,,,,,,,,28716000.0,,,412965000.0,1223539000.0,1774683000.0,,,-1004000.0,,,,10797000.0,,16508000.0,,0.22,16508000.0,,,,,,2722000.0,,,23087000.0,136426000.0,,,,,,,7729000.0,,359605000.0,,,3191000.0,,750244000.0,,,,5868000.0,-13014000.0,,156449000.0,,16508000.0,,24713000.0,,290798000.0,245621000.0,,,,551144000.0,,,,,,,,325000.0,,,,,,,,32766000.0,,,803997000.0,-2217000.0,27245000.0,,-12174000.0,,207795000.0,672929000.0,203156000.0,,97424000.0,0.0,,,1024439000.0,,433240000.0,0.22,,-22903000.0,,,,,5868000.0,,123683000.0,5868000.0,,,14553000.0,,123683000.0,,,,,0.0,,459446000.0,-163300000.0,,,,,,,,,,,,,,,,,,,,,,
1504137600,325562000.0,-17989000.0,,,,,,2656000.0,,3869000.0,,-114327000.0,,20789000.0,-3787000.0,-7257000.0,,-13000.0,7030000.0,,,27262549.0,,,,,,,,,,,8256000.0,-2788000.0,2519000.0,,,9235000.0,7387000.0,,134672000.0,,16320000.0,0.0,-32683000.0,,,,,,,,,,,,4469000.0,,,389375000.0,1205785000.0,1798487000.0,,,-2947000.0,,,,10805000.0,,13720000.0,,0.327666,13720000.0,,,,,,2726000.0,,,16508000.0,136225000.0,,,,,,,20189000.0,,378462000.0,,,3288000.0,,761148000.0,,,,8933000.0,-3787000.0,,167933000.0,,13720000.0,,-216000.0,,312781000.0,248999000.0,,,,592702000.0,,,,,8484000.0,,,325000.0,,,,,,,,38178000.0,,,812871000.0,-28444000.0,27401000.0,,-6778000.0,,238421000.0,672929000.0,210529000.0,,107406000.0,0.0,,,1037339000.0,,423477000.0,0.327666,,-13537000.0,,,,,8933000.0,,129755000.0,8933000.0,,,12904000.0,,129755000.0,,,,,267140000.0,,448367000.0,-127700000.0,,,,,,,,,,,,,,,,,,,,,,
1512000000,285594000.0,-83476000.0,,,,,,434000.0,,3619000.0,,-118485000.0,,20860000.0,-3040000.0,-47153000.0,,-29000.0,8153000.0,,,27113000.0,,,,,,,,,,,57630000.0,7437000.0,3149000.0,,,12290000.0,11221000.0,,132989000.0,,-19215000.0,0.0,-64025000.0,,,,,,,,,,,,54590000.0,,,372350000.0,1152249000.0,1774895000.0,,,-1338000.0,,,,10760000.0,,21157000.0,,-1.12,21157000.0,,,,,,2696000.0,,,13720000.0,109196000.0,,,,,,,-4836000.0,,453045000.0,,,4651000.0,,790485000.0,,,,-30436000.0,-3040000.0,,201774000.0,,21157000.0,,-27029000.0,,359126000.0,251474000.0,,,,622646000.0,,,,,54538000.0,,,326000.0,,,,,,,,67880000.0,,,754909000.0,25449000.0,27113000.0,,-35403000.0,,302390000.0,602320000.0,251271000.0,,121422000.0,0.0,,,984410000.0,,405331000.0,-1.12,,39968000.0,,,,,-30436000.0,,133894000.0,-30436000.0,,,11887000.0,,133894000.0,,,,,315895000.0,,431359000.0,-158900000.0,,,,,,,,,,,,,,,,,,,,,,
1519776000,251511000.0,-12091000.0,29366000.0,,33730000.0,251511000.0,,988000.0,,2968000.0,,-115202000.0,297089000.0,1884000.0,,-172472000.0,,-223000.0,7096000.0,,0.0,26575634.0,,,,,2658000.0,15054000.0,123503000.0,20738000.0,323532000.0,224207000.0,116578000.0,-419000.0,20617000.0,622101000.0,169389000.0,34875000.0,20134000.0,7096000.0,123503000.0,,28512000.0,0.0,29720000.0,,34875000.0,,,238705000.0,,-2349000.0,13951000.0,-718200000.0,155438000.0,,122827000.0,602320000.0,7955000.0,323532000.0,1066009000.0,1621320000.0,,35634000.0,631000.0,186366000.0,,-16977000.0,1368000.0,,20738000.0,,2.22,20738000.0,129341000.0,,,-13605000.0,,2658000.0,,-262190000.0,21157000.0,129341000.0,,20738000.0,93323000.0,26575634.0,-7053000.0,,31480000.0,,390847000.0,128882000.0,,3924000.0,20738000.0,606861000.0,1489747000.0,,867646000.0,60081000.0,55475000.0,,161298000.0,1884000.0,20738000.0,,26221000.0,,297089000.0,238705000.0,631000.0,,21264000.0,555311000.0,20617000.0,435735000.0,-36637000.0,,,,309772000.0,-89000.0,23689000.0,-115202000.0,-44818000.0,1948000.0,-65795000.0,,555311000.0,43571000.0,1.672434,606861000.0,780494000.0,7160000.0,27102000.0,,75619000.0,,273168000.0,602320000.0,229549000.0,44446000.0,93323000.0,,,27254000.0,1014459000.0,780494000.0,287985000.0,2.260755,23087000.0,25838000.0,273168000.0,44446000.0,65795000.0,210602000.0,60081000.0,1066009000.0,117727000.0,8378000.0,,435735000.0,7955000.0,1.63,117727000.0,287985000.0,887000.0,303800000.0,26556000.0,303800000.0,1621320000.0,309772000.0,-268300000.0,1014459000.0,,,,,,,,,,,,,,,,,,,,,
1527724800,256268000.0,-1650000.0,,,,,,37067000.0,,2687000.0,,-118971000.0,,1884000.0,-4182000.0,-28157000.0,,-4481000.0,7561000.0,,,26317046.0,,,,,,,,,,,28530000.0,-3809000.0,20676000.0,,,32582000.0,2542000.0,,123619000.0,,40715000.0,,19522000.0,,,,,,,,,,,,24348000.0,,,319591000.0,1059006000.0,1602974000.0,,,4068000.0,,,,7982000.0,,16929000.0,,1.42,16929000.0,,,,,,2629000.0,,,20738000.0,125805000.0,,,,,,,43402000.0,,354679000.0,,,6324000.0,,579277000.0,,,,37792000.0,-4182000.0,,146558000.0,,16929000.0,,-3536000.0,,258863000.0,242590000.0,,,,543968000.0,,,-37067000.0,,,,,255000.0,,,,,,,,45052000.0,,,783217000.0,-27322000.0,26614000.0,,3098000.0,,255674000.0,602320000.0,208121000.0,,80102000.0,,,,1023697000.0,,298239000.0,1.436027,,-4757000.0,,,,,37792000.0,,101506000.0,38173000.0,,,8964000.0,,101506000.0,,,,,287700000.0,,320414000.0,-151200000.0,,,,,,,,,,,,,,,,,,,,,,
1535673600,284828000.0,-774000.0,,,,,,0.0,,2755000.0,,-122234000.0,,1884000.0,-8879000.0,3465000.0,,-70000.0,8449000.0,,,26380366.0,,,,,,,,,,,8400000.0,2986000.0,20069000.0,,,36196000.0,3973000.0,,128271000.0,,47990000.0,,-58169000.0,,,,,,,,,,,,-479000.0,,,315934000.0,1058221000.0,1694588000.0,,,4647000.0,,,,7313000.0,,19915000.0,,1.66,19915000.0,,,,,,2635000.0,,,16929000.0,151208000.0,,,,,,,50745000.0,,393548000.0,,,4689000.0,,618848000.0,,,,44017000.0,-8879000.0,,155173000.0,,19915000.0,,25403000.0,,298007000.0,250505000.0,,,,636367000.0,,,0.0,,,,,252000.0,,,,,,,,51519000.0,,,826825000.0,-50668000.0,26557000.0,,2552000.0,,313615000.0,602320000.0,238375000.0,,83263000.0,,,,1075740000.0,,299192000.0,1.668552,,-28560000.0,,,,,44017000.0,,103654000.0,44017000.0,,,13200000.0,,103654000.0,,,,,351539000.0,,320841000.0,-130400000.0,,,,,,,,,,,,,,,,,,,,,,
