date,annualInvestingCashFlow,trailingSaleOfInvestment,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,annualPretaxIncome,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyCurrentDebt,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,annualChangeInInventory,quarterlyTotalAssets,quarterlyNetPPE,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyAccumulatedDepreciation,annualCashDividendsPaid,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualPurchaseOfBusiness,trailingPretaxIncome,quarterlyOtherNonCurrentAssets,trailingGrossProfit,trailingFreeCashFlow,annualOperatingIncome,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,annualCapitalStock,trailingTotalRevenue,quarterlyCurrentAssets,trailingCostOfRevenue,trailingOperatingIncome,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,annualBasicAverageShares,trailingRepaymentOfDebt,quarterlyOtherShortTermInvestments,annualInventory,annualChangeInWorkingCapital,annualGrossProfit,annualAccountsPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,annualGoodwill,annualNonCurrentDeferredRevenue,annualStockBasedCompensation,annualEndCashPosition,trailingInterestExpense,annualPurchaseOfInvestment,annualTotalRevenue,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingOperatingExpense,annualDilutedAverageShares,annualInterestExpense,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,quarterlyOtherCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,annualCurrentAssets,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,trailingCapitalExpenditure,annualOtherNonCurrentAssets,trailingEndCashPosition,annualOtherNonCurrentLiabilities,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualBeginningCashPosition,annualNetIncomeContinuousOperations,annualDilutedEPS,annualOperatingExpense,annualCashAndCashEquivalents,annualNetPPE,annualCostOfRevenue,annualBasicEPS,trailingCommonStockIssuance,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetOtherInvestingChanges,annualOtherCurrentAssets,trailingTaxProvision,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualEbitda,annualOperatingCashFlow,annualTotalNonCurrentAssets,annualCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyAccountsReceivable,quarterlyInventory,annualDepreciationAndAmortization,quarterlyGoodwill,annualTotalAssets,annualStockholdersEquity,quarterlyLongTermDebt,annualTaxProvision,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,trailingNetIncomeCommonStockholders,quarterlyCostOfRevenue,annualChangesInAccountReceivables,quarterlyOtherNonCashItems,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,annualResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyFreeCashFlow,trailingBasicEPS,trailingChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyPretaxIncome,trailingRepurchaseOfCapitalStock,trailingCashDividendsPaid,annualOtherIncomeExpense,quarterlyInterestExpense,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,quarterlyTaxProvision,quarterlyEbitda,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyIncomeTaxPayable,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,trailingOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,trailingDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingBasicAverageShares,trailingOtherNonCashItems,annualDeferredIncomeTax,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,trailingDilutedEPS,quarterlyOperatingExpense,trailingResearchAndDevelopment,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,trailingChangeInWorkingCapital,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,annualInvestmentsAndAdvances,quarterlyTotalRevenue,annualCurrentDeferredRevenue
1970-01-01 00:00:01.167523200,-270899000.0,262452000.0,17038000.0,69724000.0,-547132000.0,363967000.0,177720000.0,-186777000.0,,84060000.0,,-3233538000.0,,0.0,-111601000.0,,,,6012942000.0,,-101490000.0,182448000.0,9000004000.0,-88746000.0,12950507000.0,,34250671000.0,-364104000.0,480251000.0,,,0.0,382717267000.0,,348466596000.0,16918913000.0,,,1637037000.0,-78104054000.0,,2043361000.0,102601000.0,1989542000.0,5629830000.0,,,,8083263000.0,3141820000.0,0.0,301622000.0,,,,1838797000.0,4599903000.0,-1471000.0,23736642000.0,487374000.0,-1732845000.0,-260028000.0,,17691432000.0,17331758000.0,1637037000.0,101539000.0,25372379000.0,,,9979137000.0,,9397590000.0,,1526563000.0,-2107649000.0,12579000.0,33455642000.0,241184000.0,1704351000.0,,1351423000.0,182448000.0,0.06,1509291000.0,1838797000.0,1087957000.0,21747100000.0,0.06,0.0,613669000.0,15000.0,1838812000.0,,378411000.0,,-1323642000.0,4996185000.0,2971370000.0,730296000.0,592222000.0,638439000.0,2192675000.0,8269708000.0,182448000.0,,,126716000.0,,11590265000.0,1759628000.0,,181519000.0,1743545000.0,,,,,6011771000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,-14397000.0,,16446000.0,66776000.0,,820409000.0,157720000.0,,,121264000.0,,,,0.0,-585961000.0,,,,,,0.0,535949000.0,11668913000.0,-64588000.0,,,,,789346000.0,,,0.0,,,,,,,1637037000.0,,,2634374000.0,-303967000.0,2550223000.0,7209584000.0,,,,,,0.0,-518151000.0,,,,1955596000.0,,,31110214000.0,116799000.0,-1690990000.0,-260125000.0,,,,1637037000.0,150868000.0,,,,,,11955288000.0,,1784871000.0,,4783000.0,,247305000.0,2161596000.0,,1838797000.0,535949000.0,0.23,1760877000.0,1955596000.0,1192945000.0,28559991000.0,0.23,,601784000.0,15000.0,1955611000.0,,181055000.0,,,6759799000.0,,722021000.0,1106207000.0,441180000.0,2331973000.0,10946892000.0,535949000.0,,,134930000.0,,14287261000.0,1683759000.0,,284460000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,-147953000.0,,24302000.0,63977000.0,,1077389000.0,130000000.0,,1504170000.0,216325000.0,0.0,,329865000.0,0.0,-453392000.0,16114897000.0,1257019000.0,2433427000.0,,,-127745000.0,818103000.0,12704315000.0,-50358000.0,,5185000.0,,,1172138000.0,11877776000.0,,0.0,,13681470000.0,,,606967000.0,0.0,1637037000.0,,15000.0,3154820000.0,-389429000.0,3034955000.0,9053071000.0,1712134000.0,1712119000.0,,,,0.0,373193000.0,,,,1712119000.0,,,38187433000.0,-243477000.0,-3816596000.0,-305934000.0,,,,1637037000.0,265996000.0,,,8197609000.0,,9053071000.0,13681470000.0,,1932740000.0,,5185000.0,,329865000.0,1504170000.0,12704315000.0,1955596000.0,818103000.0,0.36,1862817000.0,1712119000.0,1257019000.0,35152478000.0,0.36,,606967000.0,15000.0,1712134000.0,,347915000.0,826539000.0,,8197609000.0,,826539000.0,1516104000.0,653849000.0,2433427000.0,11877776000.0,818103000.0,,3154820000.0,172719000.0,,16114897000.0,2264230000.0,130000000.0,259286000.0,,,2264230000.0,,63977000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.246320000,,,,,,,,,2167617000.0,,0.0,,337686000.0,,,18773494000.0,1346721000.0,2657683000.0,,,,,,,,64477000.0,,,,14028290000.0,,,,16115811000.0,,,732823000.0,1637037000.0,,,,,,,,2355849000.0,2355849000.0,,,,,,,,,,,,,,,,,,,,,,,15000.0,,10319007000.0,,,,,,,,,14800402000.0,,,,,,,,,,,,,,,772112000.0,,,,,,,,,,9634222000.0,3442905000.0,,,,,60000000.0,,,,2639914000.0,,76019000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,-3116105000.0,,6989000.0,97261000.0,,1572372000.0,50000000.0,,1284313000.0,134061000.0,0.0,,592393000.0,-2905584000.0,-968130000.0,28275250000.0,1447946000.0,2988015000.0,,-593542000.0,-1074075000.0,845819000.0,15770795000.0,-124532000.0,,19387000.0,,,1550279000.0,14754855000.0,,2264568000.0,,25287235000.0,,,895451000.0,2264568000.0,1808964000.0,,15000.0,4272807000.0,-388433000.0,3784568000.0,12135002000.0,6937258000.0,6937243000.0,2041488000.0,,,0.0,-1578014000.0,,,,6616801000.0,,,47045853000.0,4904682000.0,-5672002000.0,-398297000.0,2041488000.0,,,1808964000.0,239765000.0,,,0.0,,12135002000.0,25287235000.0,-593542000.0,2287153000.0,,19387000.0,,592393000.0,1284313000.0,15770795000.0,1712119000.0,1186138000.0,0.47,2234289000.0,6937243000.0,1447946000.0,43261285000.0,0.47,,895451000.0,15000.0,6937258000.0,8844935000.0,613208000.0,1015940000.0,,0.0,,1015940000.0,2013694000.0,1011505000.0,2988015000.0,14754855000.0,845819000.0,10463660000.0,4272807000.0,201557000.0,,28275250000.0,10910856000.0,50000000.0,386234000.0,,10463660000.0,10910856000.0,,97261000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,,,,,,,,,1800486000.0,,0.0,,691372000.0,,,35395648000.0,2755339000.0,5342186000.0,,,,,,,,21436000.0,,,,19955759000.0,,,,30053462000.0,,,1865929000.0,2264568000.0,,,560000.0,,,,,8138153000.0,8137593000.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,16148018000.0,,,,,,,,,21429614000.0,,,,,,,,,,,,,,,1473855000.0,,,,,,,,,,15450205000.0,5301278000.0,,,,,116000000.0,,,,11328180000.0,,263353000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,-1831479000.0,,112693000.0,265651000.0,,2397952000.0,90900000.0,,3344182000.0,116444000.0,0.0,,816061000.0,2472791000.0,-1562188000.0,42014480000.0,3330750000.0,7151180000.0,,-924538000.0,-22872000.0,1208751000.0,27295400000.0,-3003896000.0,,637726000.0,,,2408815000.0,25754076000.0,,2264568000.0,,34863300000.0,,,2257087000.0,2264568000.0,2264568000.0,,990000.0,7530376000.0,-1036939000.0,5835870000.0,19831205000.0,7475688000.0,7474698000.0,4255288000.0,,,0.0,-304488000.0,,,,7474698000.0,,,69233669000.0,-93141000.0,-3657563000.0,-1530783000.0,4255288000.0,,,2264568000.0,348640000.0,,,732098000.0,,19831205000.0,34863300000.0,-924538000.0,3504425000.0,,637726000.0,,816061000.0,3344182000.0,27295400000.0,7567839000.0,1830357000.0,0.53,3427055000.0,7474698000.0,3330750000.0,63397799000.0,0.53,,2257087000.0,990000.0,7475688000.0,143070000.0,-328246000.0,1541324000.0,,732098000.0,,1541324000.0,3047107000.0,1202537000.0,7151180000.0,25754076000.0,1208751000.0,17751877000.0,7530376000.0,300515000.0,,42014480000.0,11711138000.0,90900000.0,567595000.0,,17751877000.0,11711138000.0,,265651000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,,,,,,,,,5899543000.0,,0.0,,947073000.0,,,58164994000.0,4015718000.0,10397329000.0,,,,,,,,53556000.0,,,,35007218000.0,,,,47767665000.0,,,5410110000.0,2402625000.0,,,1418000.0,,,,,11213404000.0,11211986000.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,24647721000.0,,,,,,,,,39034519000.0,,,,,,,,,,,,,,,4027301000.0,,,,,,,,,,25390934000.0,8881954000.0,,,,,2181953000.0,,,,14967295000.0,,517887000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,-2830829000.0,,7206000.0,517551000.0,,3127600000.0,5182353000.0,,8666785000.0,846479000.0,0.0,,812851000.0,0.0,-3014393000.0,67627852000.0,4430655000.0,11394791000.0,,-1248918000.0,-363082000.0,1560606000.0,47239766000.0,-1936534000.0,,222278000.0,,,3636216000.0,40291560000.0,,2402625000.0,,56233061000.0,,,5574947000.0,2402625000.0,2356102000.0,,1163000.0,12214060000.0,-2327014000.0,8354697000.0,27053995000.0,13092175000.0,13091012000.0,5679573000.0,,,0.0,-662503000.0,,,,13091012000.0,,-17357000.0,102224807000.0,5616314000.0,-13166504000.0,-1129543000.0,5679573000.0,,,2356102000.0,933498000.0,,,1198519000.0,,27053995000.0,56233061000.0,-1248918000.0,4887422000.0,,222278000.0,,812851000.0,8666785000.0,47239766000.0,7474698000.0,2402550000.0,0.66,4718481000.0,13091012000.0,4430655000.0,93870110000.0,0.66,,5574947000.0,1163000.0,13092175000.0,3270208000.0,-110274000.0,6948206000.0,,1198519000.0,,6948206000.0,4521243000.0,1019269000.0,11394791000.0,40291560000.0,1560606000.0,26591821000.0,12214060000.0,460145000.0,,67627852000.0,15673849000.0,5182353000.0,725050000.0,,26591821000.0,15673849000.0,,517551000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,,,,,,,,,9223555000.0,,0.0,,726184000.0,,,75515360000.0,4714044000.0,12574600000.0,,,,,,,,198100000.0,,,,47029250000.0,,,,62940760000.0,,,6362588000.0,2402625000.0,,,1163000.0,,,,,11746013000.0,11744850000.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,32492625000.0,,,,,,,,,53987017000.0,,,,,,,,,,,,,,,6957767000.0,,,,,,,,,,36295716000.0,11489862000.0,,,,,5228735000.0,,,,16188490000.0,,582903000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
