date,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,annualBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,trailingInterestExpense,quarterlyTotalRevenue,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualInterestExpense,trailingNetIncomeContinuousOperations,quarterlyOtherNonCashItems,annualBasicAverageShares,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyPurchaseOfBusiness,annualCommonStockIssuance,quarterlyRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualDilutedEPS,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeCommonStockholders,annualTaxProvision,quarterlyStockholdersEquity,quarterlyGoodwill,annualDilutedAverageShares,quarterlyNetOtherInvestingChanges,annualTotalAssets,annualNetIncome,annualPurchaseOfBusiness,annualCashDividendsPaid,annualCurrentDebt,annualOtherNonCashItems,quarterlyBasicEPS,quarterlyNetIncome,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyDilutedEPS,annualStockholdersEquity,annualLongTermDebt,quarterlyLongTermDebt,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfInvestment,trailingPretaxIncome,quarterlyOperatingCashFlow,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualRetainedEarnings,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,trailingNetIncome,annualStockBasedCompensation,annualGoodwill,quarterlyTaxProvision,annualChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,annualOperatingCashFlow,annualSaleOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualTotalRevenue,annualOperatingIncome,annualCapitalStock,trailingTotalRevenue,annualEndCashPosition,annualRepaymentOfDebt,annualNetOtherInvestingChanges,annualCashFlowFromContinuingFinancingActivities,annualBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualPretaxIncome,annualInvestmentsAndAdvances,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,annualAccountsPayable,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyPurchaseOfInvestment,quarterlyGrossPPE,quarterlyCapitalExpenditure,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingInvestingCashFlow,trailingChangeInAccountPayable,annualOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyTotalNonCurrentAssets,annualOperatingExpense,quarterlyCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingChangeInWorkingCapital,quarterlyCurrentLiabilities,annualCostOfRevenue,quarterlyGrossProfit,trailingBasicAverageShares,annualEbitda,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,trailingOperatingCashFlow,trailingTaxProvision,trailingPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyChangesInAccountReceivables,annualNetPPE,quarterlyOtherNonCurrentLiabilities,trailingNetOtherFinancingCharges,annualIncomeTaxPayable,annualInventory,quarterlyOtherIncomeExpense,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,trailingResearchAndDevelopment,annualCapitalExpenditure,quarterlyDeferredIncomeTax,trailingSaleOfInvestment,annualCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyEbitda,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,trailingRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualAccumulatedDepreciation,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,annualChangesInAccountReceivables,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentAssets,annualOtherIncomeExpense,trailingDilutedAverageShares,annualGrossPPE,annualOtherNonCurrentLiabilities,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,trailingCommonStockIssuance,trailingOperatingExpense,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,annualOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,annualOtherShortTermInvestments,annualDeferredIncomeTax,trailingStockBasedCompensation,trailingCostOfRevenue,annualOtherCurrentLiabilities,trailingRepurchaseOfCapitalStock,trailingGrossProfit,trailingDepreciationAndAmortization,quarterlyNetPPE,trailingChangeInInventory,trailingBeginningCashPosition,quarterlyChangeInInventory,annualCurrentLiabilities,trailingBasicEPS
1970-01-01 00:00:01.214784000,,47000000.0,,,2177885000,2612000,-25019000,,,14862162.0,5499000.0,,,,2149000000.0,6775000,,,,,,,,688000000.0,,,,,,,,,14862162.0,,,848000,874000,,,,628000000.0,,261882000,,,,,,,,,,0.37,5499000,,2401917000,,0.37,,,,,,688000000.0,,,5499000,,,,2612000.0,688000000.0,,,,,,,,,,,,,,771000000.0,,,,,,5499000,2439767000,,,150000,,,7842000,,,,3597000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.222732800,,,,,1457597000,1875000,-22942000,,,15000794.0,18901000.0,-150000.0,,,,21240000,,,,,17031000.0,732244000.0,,,-4171000.0,,,,,,,,15000794.0,,,4744000,1424000,,,,,,267862000,,,-2875000.0,,,,,,,1.26,18901000,,1624060000,-3055000.0,1.26,,,,-739959000.0,,,16904000.0,,18901000,,,,1875000.0,,,,,,9189000.0,,,,,,,,,,,,,,,18901000,1725459000,16904000.0,7842000.0,150000,,,17031000,2324000.0,,,11009000,894033000.0,-158914000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,,,5755000.0,,1398174000,3664000,-25606000,,0.0,,10952000.0,1833000.0,35352000.0,56012000.0,,13092000,-18967000.0,,3664000.0,56012000.0,56012000.0,128937000.0,24937000.0,,-7131000.0,15000000.0,,35352000.0,,,30682000.0,-15005000.0,,,,-2310000,3457000,,2.36,1398174000.0,,,258151000,,15000000.0,9935000.0,1656325000.0,35352000.0,,-19656000.0,,-11747000.0,,10952000,7851000.0,1573383000,-53000.0,,258151000.0,,,-103156000.0,-2653815000.0,,13200000.0,10763000.0,10952000,-1568362000.0,-2310000.0,7851000.0,3664000.0,,,,,-3612000.0,38981000.0,,30682000.0,1073689000.0,-25606000.0,,41107000.0,35352000.0,150000.0,,56012000.0,-10682034000.0,11764000.0,1593692000.0,2.36,10952000,1656325000,13200000.0,17031000.0,150000,,1573383000.0,56012000,7620000.0,3664000.0,,10331000,118574000.0,428000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.238457600,,,,-2236000.0,2096334000,1428000,1640000,,,15000000.0,16311000.0,-2546000.0,,,,18682000,,7000.0,,,53774000.0,-486493000.0,,,-250000.0,,,,,,,-18006000.0,15000000.0,,,1247000,2371000,-4219141000.0,,,,,288961000,,,0.0,,,,,,,1.09,16311000,,2257474000,-13093000.0,1.09,,,,472109000.0,,,12146000.0,,16311000,,,10474000.0,353000.0,,,,,,-2238000.0,,,,,,,,,,,,,,,16311000,2385295000,12146000.0,56012000.0,150000,,,53774000,3449000.0,,,8129000,1144788000.0,-1631281000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.246320000,,,,-215000.0,2492329000,1629000,16255000,,,15005000.0,30366000.0,-3796000.0,,,,32861000,,8000.0,,,69226000.0,-500917000.0,,,8000.0,,,,,,,-12754000.0,15005000.0,,,9106000,2495000,-6405818000.0,,,,,311443000,,,1566000.0,,,,,,,2.02,30366000,,2631893000,9996000.0,2.02,,,,494644000.0,,,21725000.0,,30366000,,,14005000.0,416000.0,,,,,,15452000.0,,,,,,,,,,,,,,,30366000,2803772000,21725000.0,53774000.0,150000,,,69226000,3065000.0,,,9585000,1496846000.0,-1999329000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.254268800,,,,220000.0,3250579000,1433000,35097000,,,17191000.0,31237000.0,-6123000.0,,,,33877000,,14000.0,,,103626000.0,-661368000.0,,,219000.0,,,,,,,-22507000.0,17191000.0,,,13293000,2640000,-8694532000.0,,,,,429527000,,,-1566000.0,,,,,,,1.82,31237000,,3438127000,-4453000.0,1.82,,,,670216000.0,,,25552000.0,,31237000,,,20330000.0,669000.0,,,,,,34400000.0,95041000.0,,,,,,,,,,,,,,31237000,3680106000,25552000.0,69226000.0,193000,,,103626000,9384000.0,,,11551000,1835859000.0,-2495661000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,,,11145000.0,574000.0,4078862000,2007000,19174000,,56012000.0,,41032000.0,-3682000.0,118611000.0,202803000.0,,44671000,2478223000.0,16000.0,1166000.0,146791000.0,202803000.0,-917163000.0,43539000.0,,-137000.0,17507000.0,-1657000.0,118611000.0,,,93230000.0,-27050000.0,,,221596000.0,19940000,3639000,,6.78,4078862000.0,,335000.0,546822000,,17507000.0,-9546000.0,4625684000.0,118611000.0,,-80317000.0,,-633000.0,,40697000,22872000.0,4300115000,2485773000.0,,546822000.0,,,982533000.0,-9154890000.0,,33807000.0,26084000.0,40697000,-2565941000.0,19940000.0,22872000.0,1166000.0,,45000.0,,,-16147000.0,99177000.0,126555000.0,93230000.0,6598495000.0,19174000.0,,130091000.0,118946000.0,243000.0,,202803000.0,,-9546000.0,2619502000.0,6.78,40697000,4625684000,33807000.0,103626000.0,243000,118946000.0,4300115000.0,202803000,10186000.0,2007000.0,,14274000,2121002000.0,-3028619000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.269993600,,,,258000.0,5156869000,2264000,7630000,,,25002000.0,53150000.0,524000.0,,,,56615000,,17000.0,,,105264000.0,-964204000.0,,,192000.0,,,,,,,-34050000.0,25002000.0,,,35627000,3465000,,,,,,613120000,,,0.0,,,,,,,2.13,53150000,,5240254000,802279000.0,2.13,,,,830367000.0,,,36298000.0,,53150000,,,26168000.0,393000.0,,,,,,-97539000.0,62138000.0,,,,,,,,,,,,,,53150000,5769989000,36298000.0,202803000.0,268000,,,105264000,,,,15510000,2092206000.0,-3056410000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,,,,,6963057000,201799000,28209000,,,29872000.0,36858000.0,-15229000.0,,,,40959000,,25000.0,,,150081000.0,-2099585000.0,,,122000.0,,,,,,,-37465000.0,29872000.0,,,25359000,4101000,,,,,,792430000,,,0.0,,,,,,,1.23,36858000,,7166390000,1971980000.0,1.23,,,,2103488000.0,,,40914000.0,,36858000,,,35932000.0,3572000.0,,,,,,44817000.0,168973000.0,,,,,,,,,,,,,,36858000,7755487000,40914000.0,105264000.0,337000,,,150081000,,,,17348000,3041631000.0,-5141216000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.285804800,,,,,9445761000,1223064000,1249000,,,35495000.0,60278000.0,-5564000.0,,,,64901000,,26000.0,,,115266000.0,-1585661000.0,,,26000.0,,,,,60278000.0,,-47123000.0,35495000.0,,,30835000,4623000,,,,,,913045000,,,-14092000.0,,,,,,,1.69,60028000,,9736463000,1310472000.0,1.69,,,,1486244000.0,,,64602000.0,,60028000,,,42034000.0,4022000.0,,,,250000.0,,-34815000.0,142073000.0,,,,,,,,,,,,,,60028000,10358806000,64602000.0,150081000.0,390000,,,115266000,,,80822000.0,18531000,2532056000.0,-4103625000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
