date,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,annualCurrentAccruedExpenses,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyIncomeTaxPayable,trailingNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyTotalRevenue,trailingDeferredIncomeTax,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualCapitalExpenditure,annualNetIncomeContinuousOperations,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualCurrentAssets,trailingChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,quarterlyEbitda,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,annualDeferredIncomeTax,quarterlyRetainedEarnings,annualNetIncomeCommonStockholders,trailingOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyDilutedEPS,annualChangeInWorkingCapital,quarterlyStockholdersEquity,annualTotalLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,annualFreeCashFlow,trailingFreeCashFlow,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyCurrentAssets,quarterlyGoodwill,quarterlyCurrentDeferredRevenue,annualBasicEPS,trailingNetIncomeCommonStockholders,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,annualCostOfRevenue,annualBeginningCashPosition,annualNetIncome,quarterlyOtherCurrentAssets,annualTaxProvision,annualTotalAssets,annualCurrentDebt,quarterlyRepaymentOfDebt,trailingTaxProvision,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,annualOtherNonCashItems,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,annualDilutedEPS,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualSaleOfInvestment,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,annualChangeInInventory,quarterlyNetIncome,trailingStockBasedCompensation,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyInventory,annualInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,annualPurchaseOfInvestment,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,annualCapitalStock,annualAccountsReceivable,trailingOperatingCashFlow,trailingPretaxIncome,trailingCashDividendsPaid,quarterlyDilutedAverageShares,trailingNetIncome,annualBasicAverageShares,annualStockBasedCompensation,annualGoodwill,annualGrossProfit,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyNetPPE,quarterlyPretaxIncome,trailingChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyTaxProvision,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyCommonStockIssuance,annualInventory,annualNetPPE,quarterlyOtherShortTermInvestments,annualRepaymentOfDebt,annualEbitda,trailingChangeInWorkingCapital,trailingRepaymentOfDebt,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualTotalRevenue,annualNetOtherInvestingChanges,trailingGrossProfit,trailingTotalRevenue,annualDilutedAverageShares,trailingPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingOtherIncomeExpense,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualEndCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualOperatingIncome,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyCapitalStock,trailingCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,annualGrossPPE,trailingInvestingCashFlow,annualAccountsPayable,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingBasicEPS
1970-01-01 00:00:01.569801600,450800000.0,,,,,,,,-721400000.0,,,388300000.0,3174800000.0,,,-700000.0,,,-18100000.0,29600000.0,,-35300000.0,117300000.0,2435700000.0,,,436300000.0,-62200000.0,596500000.0,,,13700000.0,,57200000.0,,,,100000.0,,,117300000.0,3174800000.0,92000000.0,-69000000.0,,,,68200000.0,,316000000.0,,,,,168300000.0,539700000.0,,,,,,,,0.89,450800000.0,71900000.0,-90300000.0,,,,634800000.0,13600000.0,117300000.0,,22800000.0,576700000.0,69000000.0,,167200000.0,40300000.0,274100000.0,374500000.0,140400000.0,260700000.0,,,-100000.0,,,0.89,12000000.0,,,13800000.0,,,46700000.0,,96600000.0,,2122200000.0,,-38600000.0,,,,,,,,,,,,,774900000.0,618000000.0,-201300000.0,,450800000.0,100274000.0,,,545600000.0,,224000000.0,,,-42300000.0,,,,203600000.0,,222100000.0,83200000.0,,,171100000.0,-74100000.0,-16800000.0,,20100000.0,,,16000000.0,,,29600000.0,65600000.0,1180400000.0,-3300000.0,3930800000.0,6366500000.0,100274000.0,-1779600000.0,,-161500000.0,-149000000.0,18900000.0,140100000.0,,,756000000.0,0.0,,,-3600000.0,,-940200000.0,580300000.0,157300000.0,,,,,-235200000.0,,-33200000.0,,,152200000.0,149100000.0,89400000.0,,,,,,,,,,,,,
,,100274000.0,28700000.0,,,,72900000.0,,,-13700000.0,,,,213000000.0,,,151300000.0,287900000.0,,,187300000.0,,,,,-42200000.0,,,,-24500000.0,0.0,,,,34600000.0,-87900000.0,,,,33800000.0,,,,,,-100000.0,0.17,,481200000.0,,136600000.0,22700000.0,,,,,-14200000.0,164600000.0,,122600000.0,466600000.0,,,,,,,,,116700000.0,,,,38300000.0,,,,,,,,,,,24200000.0,100000.0,,2800000.0,,,,,,,,,,44600000.0,,44600000.0,,291700000.0,,0.0,17000000.0,-10300000.0,84600000.0,,-95700000.0,,16700000.0,75600000.0,,,,,,,100274000.0,,,,,,,,117300000.0,25900000.0,,,-18700000.0,,,268800000.0,,,,,,,,6700000.0,,29600000.0,,,201900000.0,,,,,,,,,,,,,,,668500000.0,44600000.0,,,,,,,,,,5900000.0,,0.17,,,46300000.0,,16100000.0,46300000.0,,,,,,,,,,,,,,,,
,,99777778.0,75900000.0,,,,71600000.0,,,-25600000.0,,,,223700000.0,,,213600000.0,421100000.0,,,197700000.0,,,,,2600000.0,,,,-15900000.0,0.0,,,,82500000.0,43000000.0,,,,78700000.0,,,,,,,0.45,,526200000.0,,207500000.0,22700000.0,,,,,-1300000.0,175000000.0,,137700000.0,512200000.0,,,,,,,,,131100000.0,,,,31300000.0,,,,,,,,,,,-3500000.0,-48000000.0,,,,,,,,,,,,44900000.0,,44900000.0,,288900000.0,,300000.0,26500000.0,-14600000.0,90000000.0,,-102000000.0,,7200000.0,96400000.0,,,,,,,99777778.0,,,,,,,,121700000.0,76100000.0,,,31200000.0,,,0.0,,,,,,,,11900000.0,,0.0,,,211700000.0,,,,,,,,,,,,,,,723900000.0,44900000.0,,,,,,,,,,6600000.0,,0.45,,,53500000.0,,7000000.0,53500000.0,,,,,,,,,,,,,,,,
,,101034483.0,49300000.0,,,0.0,66000000.0,,,47900000.0,,,,239200000.0,,,199200000.0,405700000.0,,,217800000.0,,,,,9100000.0,,,,-14900000.0,0.0,,,,56800000.0,0.0,,,,108000000.0,,,,,,,0.29,,555500000.0,,206500000.0,22600000.0,,,,,-200000.0,195200000.0,,149900000.0,544000000.0,,,,,,,,,142400000.0,,,,32400000.0,,,,,,,,,,,-7300000.0,48000000.0,,,,,,,,,,,,29300000.0,,29300000.0,,280000000.0,,400000.0,85300000.0,-14700000.0,97400000.0,,-107300000.0,,63000000.0,128700000.0,,,,,,,101034483.0,,,,,,,,131900000.0,49700000.0,,,20400000.0,,,0.0,,,,,,,,70600000.0,,0.0,,,229300000.0,,,,,,,,,,,,,,,773300000.0,29300000.0,,,,,,,,,,7500000.0,,0.29,,,116500000.0,,500000.0,116500000.0,,,,,,,,,,,,,,,,
,,,45800000.0,,,-6300000.0,100100000.0,,,-73400000.0,,542900000.0,,297900000.0,,,178500000.0,356100000.0,,58800000.0,240800000.0,-71600000.0,147600000.0,,,-18400000.0,556500000.0,,,-19600000.0,0.0,200000.0,,93300000.0,53200000.0,0.0,,0.0,-28000000.0,136700000.0,147600000.0,,38500000.0,-122600000.0,,300000.0,,-64800000.0,584300000.0,240800000.0,177600000.0,38500000.0,268800000.0,,24600000.0,,12400000.0,202300000.0,136700000.0,132700000.0,556500000.0,,,1.2,,,-44900000.0,,,125300000.0,728300000.0,29600000.0,147600000.0,50100000.0,52000000.0,825100000.0,300000.0,,,50100000.0,,515500000.0,268600000.0,584300000.0,-5600000.0,-100000.0,100000.0,-1900000.0,,1.2,,,,27400000.0,,,-48900000.0,28700000.0,,28700000.0,,298500000.0,-74900000.0,100000.0,-32600000.0,-32000000.0,93300000.0,,-122600000.0,,-57700000.0,101900000.0,,,,,,,,,123000000.0,,,742600000.0,,202300000.0,175300000.0,47800000.0,,,19100000.0,,96200000.0,0.0,298500000.0,175300000.0,,,227100000.0,,,-64600000.0,,0.0,,29200000.0,268600000.0,,58800000.0,101900000.0,1470900000.0,-3300000.0,,,123000000.0,,,,7800000.0,,199600000.0,825100000.0,28700000.0,,0.0,,,100000.0,,,,199700000.0,7400000.0,,,,,58800000.0,,300000.0,58800000.0,297900000.0,,100100000.0,,,,,,,,,,,,,
,,98695652.0,33300000.0,,,,92500000.0,,,-31300000.0,,,,318400000.0,,,189100000.0,354500000.0,,,242700000.0,,,,,-59200000.0,,,,-22600000.0,0.0,,,,44100000.0,,,,,159400000.0,,,,,,-100000.0,0.23,,599800000.0,,165400000.0,41100000.0,,,,,-1000000.0,201600000.0,,155800000.0,558900000.0,,,,,,,,,145000000.0,,,,54200000.0,,,,,,,,,,,-4400000.0,0.0,,,,,,,,,,,,22700000.0,,22700000.0,,357700000.0,,5000000.0,3400000.0,-21600000.0,98300000.0,,-133100000.0,,-23600000.0,106100000.0,,,,,,,98695652.0,,,,,,,,185300000.0,38300000.0,,,15600000.0,,,,,,,,,,,-18200000.0,,58800000.0,,,283600000.0,,,,,,,,,,,,,,,842500000.0,22700000.0,,,,,,,,,,10800000.0,,0.23,,,35200000.0,,3000000.0,35200000.0,,,,,,,,,,,,,,,,
,,99800000.0,81100000.0,,,,132800000.0,,,-59400000.0,,,,376000000.0,,,241200000.0,471000000.0,,,374800000.0,,,,,-38500000.0,,,,-58200000.0,0.0,,,,92400000.0,,,,,209400000.0,,,,,,300000.0,0.5,,641000000.0,,229800000.0,45900000.0,,,,,-400000.0,328900000.0,,160100000.0,671400000.0,,,,,,,,,148800000.0,,,,56100000.0,,,,,,,,,,,67700000.0,-16000000.0,,700000.0,,,,,,,,,,49900000.0,,49900000.0,,398300000.0,,3800000.0,1900000.0,-57800000.0,114600000.0,,-146200000.0,,11400000.0,116400000.0,,,,,,,99800000.0,,,,,,,,229800000.0,84200000.0,,,34300000.0,,,,,,,,,,,-55900000.0,,0.0,,,344400000.0,,,,,,,,,,,,,,,1015800000.0,49900000.0,,,,,,,,,,11300000.0,,0.5,,,46500000.0,,79700000.0,46500000.0,,,,,,,,,,,,,,,,
,,101600000.0,40900000.0,,,,84600000.0,,,2300000.0,,,,404400000.0,,,215100000.0,444600000.0,,,297800000.0,,,,,18300000.0,,,,-22900000.0,0.0,,0.0,,52100000.0,,,,,234700000.0,,,,,,-300000.0,0.25,,666300000.0,,229500000.0,51900000.0,,,,,-300000.0,245900000.0,,174200000.0,597700000.0,,,,,,,,,163000000.0,,,,63500000.0,,,,,,,,,,,-39600000.0,0.0,,1100000.0,,,,,,,,,,25400000.0,,25400000.0,,380100000.0,,2900000.0,37000000.0,-22600000.0,118800000.0,,-156800000.0,,-25500000.0,121300000.0,,,,,,,101600000.0,,,,,,,,247600000.0,42800000.0,,,17400000.0,,,0.0,,,,,,,,14400000.0,,0.0,,,366400000.0,,,,,,,,,,,,,,,964100000.0,25400000.0,,,,,,,,,,11200000.0,,0.25,,,21100000.0,,40000000.0,21100000.0,,,,,,,,,,,,,,,,
,,,45100000.0,-16100000.0,,,88900000.0,,,-1600000.0,,654500000.0,,413700000.0,,,209500000.0,443100000.0,,44500000.0,445700000.0,-148700000.0,90600000.0,,,3000000.0,679500000.0,,,-92500000.0,0.0,2800000.0,0.0,163300000.0,58200000.0,,,0.0,-25800000.0,227300000.0,90600000.0,,97700000.0,-151900000.0,,0.0,,-90000000.0,658900000.0,445700000.0,233600000.0,97700000.0,100000.0,,-110200000.0,,-45800000.0,348000000.0,227300000.0,164400000.0,679500000.0,,,0.91,,44200000.0,,53500000.0,,151300000.0,858200000.0,58800000.0,90600000.0,100900000.0,62300000.0,1104600000.0,115500000.0,,,100900000.0,,608100000.0,425100000.0,658900000.0,119700000.0,0.0,-100000.0,1700000.0,,0.91,,,,46400000.0,,,-76400000.0,-7400000.0,,-7400000.0,,376900000.0,-196200000.0,-55900000.0,-3800000.0,-46700000.0,163300000.0,,-151900000.0,,23400000.0,143600000.0,44200000.0,,,,,,,,99560440.0,,,854900000.0,,348000000.0,261800000.0,-12500000.0,,,-5100000.0,,38500000.0,0.0,376900000.0,261800000.0,,,246800000.0,,,-50500000.0,53500000.0,0.0,,-14300000.0,425100000.0,,44500000.0,143600000.0,1713100000.0,-47500000.0,,,99560440.0,,,,143400000.0,,152900000.0,1104600000.0,-7400000.0,,0.0,,,-44800000.0,,,,200400000.0,13100000.0,,,,,44500000.0,,115500000.0,44500000.0,413700000.0,,88900000.0,,,,,,,,,,,,,
,,100416667.0,47800000.0,,,,99700000.0,,,-22300000.0,,,,475700000.0,,,226300000.0,432300000.0,,,501500000.0,,,,,-26400000.0,,,,-21700000.0,44100000.0,,-6500000.0,,59200000.0,,,,,251400000.0,,,,,,,0.24,,677200000.0,,206000000.0,148300000.0,,,,,42500000.0,353200000.0,,178500000.0,705200000.0,,,,,,,68300000.0,,167100000.0,,,,85900000.0,,,,,,,,,,,1900000.0,0.0,,2500000.0,,,,,,,,,,24100000.0,,28100000.0,,426500000.0,,2100000.0,19500000.0,-64200000.0,97000000.0,,-176400000.0,,-300000.0,128000000.0,80000000.0,,,,,,100416667.0,,,,,,,,299300000.0,47400000.0,,,19300000.0,,,,,,,,,,,-44700000.0,,44500000.0,77200000.0,,473500000.0,,,,,,,,,,,,,,,1178700000.0,24100000.0,,,,,,,,,,11400000.0,,0.24,,,44100000.0,,125500000.0,44100000.0,,,,,,,,,,,,,,,,
