date,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,annualCurrentAccruedExpenses,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyIncomeTaxPayable,trailingNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyTotalRevenue,trailingDeferredIncomeTax,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualCapitalExpenditure,annualNetIncomeContinuousOperations,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualCurrentAssets,trailingChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,quarterlyEbitda,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,annualDeferredIncomeTax,quarterlyRetainedEarnings,annualNetIncomeCommonStockholders,trailingOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyDilutedEPS,annualChangeInWorkingCapital,quarterlyStockholdersEquity,annualTotalLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,annualFreeCashFlow,trailingFreeCashFlow,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyCurrentAssets,quarterlyGoodwill,quarterlyCurrentDeferredRevenue,annualBasicEPS,trailingNetIncomeCommonStockholders,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,annualCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,annualCostOfRevenue,annualBeginningCashPosition,annualNetIncome,quarterlyOtherCurrentAssets,annualTaxProvision,annualTotalAssets,annualCurrentDebt,quarterlyRepaymentOfDebt,trailingTaxProvision,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,annualOtherNonCashItems,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,annualDilutedEPS,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualSaleOfInvestment,annualDepreciationAndAmortization,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,annualChangeInInventory,quarterlyNetIncome,trailingStockBasedCompensation,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyInventory,annualInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,annualPurchaseOfInvestment,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,annualCapitalStock,annualAccountsReceivable,trailingOperatingCashFlow,trailingPretaxIncome,trailingCashDividendsPaid,quarterlyDilutedAverageShares,trailingNetIncome,annualBasicAverageShares,annualStockBasedCompensation,annualGoodwill,annualGrossProfit,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyNetPPE,quarterlyPretaxIncome,trailingChangeInInventory,quarterlyCurrentAccruedExpenses,quarterlyTaxProvision,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyCommonStockIssuance,annualInventory,annualNetPPE,quarterlyOtherShortTermInvestments,annualRepaymentOfDebt,annualEbitda,trailingChangeInWorkingCapital,trailingRepaymentOfDebt,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,annualTotalRevenue,annualNetOtherInvestingChanges,trailingGrossProfit,trailingTotalRevenue,annualDilutedAverageShares,trailingPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingOtherIncomeExpense,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualEndCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualOperatingIncome,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyCapitalStock,trailingCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,annualGrossPPE,trailingInvestingCashFlow,annualAccountsPayable,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingBasicEPS
,,98750000.0,95000000.0,,,,107200000.0,,,-52700000.0,,,,519000000.0,,,288200000.0,541800000.0,,,539300000.0,,,,,5700000.0,,,,-46500000.0,42400000.0,,-7600000.0,,115900000.0,,,,,306700000.0,,,,,,,0.56,,725000000.0,,253600000.0,151700000.0,,,,,-1200000.0,387600000.0,,193200000.0,761200000.0,,,,,,,71700000.0,,172300000.0,,,,85700000.0,,,,,,,,,,,21700000.0,0.0,,3700000.0,,,,,,,,,,55300000.0,,55300000.0,,420800000.0,,2000000.0,22900000.0,-45300000.0,101000000.0,,-192900000.0,,-1800000.0,125600000.0,80000000.0,,,,,,98750000.0,,,,,,,,326100000.0,93400000.0,,,38100000.0,,,,,,,,,,,-22400000.0,,44100000.0,76000000.0,,503100000.0,,,,,,,,,,,,,,,1264300000.0,55300000.0,,,-2700000.0,,,,,,,20900000.0,,0.56,1000000.0,,42400000.0,,154800000.0,42400000.0,,,,,,,,,,,,,,,,
,,98807754.0,56400000.0,,,,82700000.0,,,136200000.0,,,,547700000.0,,,258900000.0,508800000.0,,,665900000.0,,,,,78400000.0,,,,-32700000.0,345300000.0,,-6600000.0,,77200000.0,,,,,339000000.0,,,,,,,0.326466,,753800000.0,,249900000.0,430000000.0,,,,,-1200000.0,235900000.0,,202500000.0,898800000.0,,,,,,,73300000.0,,181700000.0,,,,81400000.0,,,,,,,,,,,147400000.0,0.0,,3400000.0,,,,,,,,,,32300000.0,,32300000.0,,343200000.0,,1500000.0,191400000.0,-31500000.0,109100000.0,,-212800000.0,,303000000.0,128200000.0,356700000.0,,,,,,98938341.0,,,,,,,,334900000.0,54500000.0,,,22200000.0,,,,,,,,,,,159900000.0,,42400000.0,76900000.0,,520900000.0,,,,,,,,,,,,,,,1419700000.0,32300000.0,,,600000.0,,,,,,,20800000.0,,0.33,1000000.0,,345300000.0,,25000000.0,345300000.0,,,,,,,,,,,,,,,,
,,,57960000.0,-41262000.0,,,151281000.0,,,-49675000.0,,755507000.0,,605904000.0,,,239267000.0,465777000.0,,164571000.0,848125000.0,-122010000.0,147464000.0,,,-4375000.0,852891000.0,,,-217422000.0,164571000.0,15025000.0,-20562000.0,116872000.0,71140000.0,,,0.0,6761000.0,370785000.0,143497000.0,,441897000.0,-232927000.0,,,,11525000.0,772437000.0,848125000.0,226510000.0,441897000.0,,,120679000.0,,-1268000.0,406228000.0,370785000.0,181307000.0,852891000.0,,,1.45,,342707000.0,,99190000.0,,168127000.0,936110000.0,44458000.0,143497000.0,92920000.0,101422000.0,1620562000.0,86131000.0,,,92920000.0,,689227000.0,767671000.0,772437000.0,30590000.0,0.0,,5425000.0,,1.45,,,,66280000.0,,,53325000.0,31797000.0,,31764000.0,,390953000.0,-318322000.0,1151000.0,8889000.0,18990000.0,116872000.0,,-232927000.0,,-180787000.0,168816000.0,342707000.0,1004000.0,,,,,,,98926993.0,,,1012567000.0,,406228000.0,372977000.0,53586000.0,,,21822000.0,277822000.0,242689000.0,,390953000.0,372977000.0,,,323340000.0,,,27879000.0,99190000.0,345300000.0,277822000.0,120113000.0,767671000.0,7964000.0,164571000.0,168816000.0,1948677000.0,38832000.0,,,99035781.0,,,,201590000.0,,248886000.0,1620562000.0,31797000.0,,164571000.0,7964000.0,,6851000.0,,,,257060000.0,13180000.0,,,1004000.0,,164571000.0,,86131000.0,164571000.0,605904000.0,,151281000.0,,,,,,,,,,,,,
,,97092017.0,45013000.0,,,,175567000.0,,,-12511000.0,,,,607998000.0,,,271740000.0,486163000.0,,,825885000.0,,,,,-56646000.0,,,,-40732000.0,139907000.0,,-7998000.0,,65340000.0,,,,,394768000.0,,,,,,,0.246356,,783154000.0,,214423000.0,455031000.0,,,,,-1108000.0,370854000.0,,226727000.0,848040000.0,,,,,,,111663000.0,,206400000.0,,,,89446000.0,,,,,,,,,,,-26711000.0,0.0,,6505000.0,,,,,,,,,,23983000.0,,23983000.0,,446624000.0,,1134000.0,42580000.0,-17987000.0,114677000.0,,-232927000.0,,-24664000.0,127869000.0,343368000.0,,,,,,97350907.0,,,,,,,,375071000.0,39642000.0,,,15659000.0,,,,,,,,,,,24593000.0,,164571000.0,271251000.0,,760999000.0,,,,,,,,,,,,,,,1609039000.0,23983000.0,,,696000.0,,,,,,,20327000.0,,0.25,1005000.0,,139907000.0,,67418000.0,139907000.0,,,,,,,,,,,,,,,,
,,96713414.0,29966000.0,,,,158566000.0,,,-31203000.0,,,,557247000.0,,,269401000.0,584667000.0,,,872273000.0,,,,,10789000.0,,,,-95065000.0,79433000.0,,-2481000.0,,50784000.0,,,,,331947000.0,,,,,,,-0.65,,726872000.0,,315266000.0,422997000.0,,,,,-1188000.0,449276000.0,,239435000.0,905893000.0,,,,,,,100254000.0,,218617000.0,,,,100365000.0,,,,,,,,,,,58326000.0,0.0,,6783000.0,,,,,,,,,,-62821000.0,,-62821000.0,,433610000.0,,-127021000.0,-18316000.0,-28337000.0,125126000.0,,-251123000.0,,-60474000.0,164463000.0,322743000.0,,,,,,97256321.0,,,,,,,,306124000.0,-103838000.0,,,-41017000.0,,,,,,66248000.0,,,,,-46653000.0,,139907000.0,262002000.0,,693252000.0,,,,,,,,,,,,,,,1599145000.0,-62821000.0,,,9716000.0,,,,,,,20818000.0,,-0.65,1005000.0,,145681000.0,,126247000.0,79433000.0,,,,,,,,,,,,,,,,
,,96530102.0,88126000.0,,,5077000.0,145804000.0,,,8859000.0,,,,561858000.0,,,315237000.0,612518000.0,,,805907000.0,,,,,29894000.0,,,,-26788000.0,87014000.0,,-3354000.0,,107065000.0,,,,,382550000.0,,,,,,,0.51982,,764437000.0,,297281000.0,427421000.0,,,,,-1186000.0,378486000.0,,227111000.0,875981000.0,,,,,,,98493000.0,,208172000.0,,,,105121000.0,,,,,,,,,,,-48547000.0,0.0,,5704000.0,,,,,,,,,,50603000.0,,50603000.0,,401863000.0,,1222000.0,81032000.0,-21536000.0,130367000.0,,-251123000.0,,7581000.0,147973000.0,328928000.0,,,,,,97347194.0,,,,,,,,310735000.0,83644000.0,,,33041000.0,,,,,,70314000.0,,,,,59496000.0,,79433000.0,253261000.0,,694363000.0,,,,,,,,,,,,,,,1570344000.0,50603000.0,,,-421000.0,,,-4066000.0,,,,18939000.0,,0.52,1005000.0,,157328000.0,,84709000.0,87014000.0,,,,,,,,,,,,,,,,
,,,156269000.0,-13833000.0,,4494000.0,178293000.0,,,-34953000.0,175172000.0,822272000.0,,604924000.0,,,285268000.0,542426000.0,,51498000.0,816784000.0,-105170000.0,59262000.0,,,-28663000.0,901721000.0,,,-19387000.0,51498000.0,25113000.0,0.0,84996000.0,174784000.0,,50721000.0,0.0,-23430000.0,430047000.0,59262000.0,,377207000.0,-275995000.0,,,,-69808000.0,809309000.0,816784000.0,257158000.0,377207000.0,10297000.0,,-4884000.0,,-1670000.0,439577000.0,430047000.0,128999000.0,901721000.0,249391000.0,,0.61,,296988000.0,,80219000.0,,189083000.0,1084128000.0,164571000.0,59262000.0,0.0,38692000.0,1626093000.0,86112000.0,,,0.0,,822272000.0,724372000.0,809309000.0,-8954000.0,0.0,,6121000.0,,0.608149,,,,78599000.0,,,-44626000.0,47497000.0,,47497000.0,,425594000.0,-181972000.0,6957000.0,-5010000.0,-37310000.0,84996000.0,-50721000.0,-275995000.0,,-35516000.0,0.0,296988000.0,1009000.0,269010000.0,,,,,,96773282.0,,249391000.0,1141646000.0,269010000.0,439577000.0,328929000.0,78506000.0,,175172000.0,31009000.0,,100286000.0,9844000.0,425594000.0,328929000.0,50721000.0,,397973000.0,,,-42320000.0,80219000.0,87014000.0,,-113073000.0,724372000.0,-13569000.0,102219000.0,0.0,2225774000.0,-5152000.0,,,97446482.0,,,,-25886000.0,,97954000.0,1626093000.0,47497000.0,,51498000.0,-13569000.0,,-117708000.0,19593000.0,,,319374000.0,18515000.0,,,1009000.0,,102219000.0,,86112000.0,51498000.0,604924000.0,,178293000.0,,,,,,,,,,,,,
,,97108788.0,53588000.0,,,,224156000.0,,,40222000.0,,,,600352000.0,,,262361000.0,517829000.0,,,759528000.0,,,,,-23143000.0,,,,-20210000.0,76658000.0,,,,74511000.0,,,,,461098000.0,,,,,,,0.315261,,857763000.0,,255468000.0,370328000.0,,,,,-837000.0,389200000.0,,208773000.0,898785000.0,,,,,,,80196000.0,,208773000.0,,,,0.0,,,,,,,,,,,-38551000.0,0.0,,5924000.0,,,,,,,,,,31051000.0,,31051000.0,,448123000.0,,2827000.0,85012000.0,-16237000.0,86149000.0,,-275995000.0,,25160000.0,0.0,290132000.0,,,,,,98493077.0,,,,,,237039000.0,,324357000.0,50491000.0,,128672000.0,19440000.0,,,10114000.0,,,52943000.0,,,,,68775000.0,,51498000.0,244701000.0,,718506000.0,,,,,,,,,,,,,,,1617291000.0,31051000.0,,,-7076000.0,,,-3136000.0,,,,20923000.0,,0.32,1013000.0,,129601000.0,,36372000.0,76658000.0,,,,,,,,,,,,,,,,
,,97437461.0,86133000.0,,,,176930000.0,,,-27240000.0,,,,601322000.0,,,285640000.0,595695000.0,,,780505000.0,,,,,24463000.0,,,,-344000.0,141101000.0,,,,109947000.0,,,,,508913000.0,,,,,,,0.49,,901945000.0,,310055000.0,389744000.0,,,,,-703000.0,390761000.0,,199507000.0,958602000.0,,,,,,,84193000.0,,199507000.0,,,,0.0,,,,,,,,,,,23987000.0,0.0,,4779000.0,,,,,,,,,,47810000.0,,47810000.0,,419511000.0,,-5664000.0,40067000.0,-24005000.0,87308000.0,,-275995000.0,,64443000.0,44066000.0,305551000.0,,,,,,98483031.0,,,,,,279620000.0,,325327000.0,75690000.0,,111669000.0,27880000.0,,,1768000.0,,,30651000.0,,,,,16062000.0,,76658000.0,246054000.0,,723848000.0,,,,,,,,,,,,,,,1682450000.0,47810000.0,,,-10412000.0,,,,,,,23814000.0,,0.49,1014000.0,,171752000.0,,58096000.0,141101000.0,,,,,,,,,,,,,,,,
,,97506076.0,74448000.0,,,5726000.0,195255000.0,,,79941000.0,,,,610816000.0,,,287009000.0,617095000.0,,,794355000.0,,,,,77727000.0,,,,-66515000.0,294569000.0,,0.0,,92945000.0,,,,,554489000.0,,,,,,,0.46,,947390000.0,,330086000.0,391424000.0,,,,,-775000.0,402931000.0,,212561000.0,972618000.0,,,,,,,93391000.0,,212561000.0,,,,0.0,,,,,,,,,,,16526000.0,0.0,,4501000.0,,,,,,,,,,45614000.0,,45614000.0,,355152000.0,,3036000.0,152674000.0,-20810000.0,90367000.0,,-275995000.0,,102747000.0,36940000.0,298033000.0,,,,,,98504094.0,,,,,,245615000.0,,334821000.0,72983000.0,,96816000.0,27369000.0,,,3760000.0,,,,,,,,131864000.0,,141101000.0,280760000.0,,769127000.0,,,,,,,,,,,,,,,1741745000.0,45614000.0,,,-14692000.0,,,,,,,18497000.0,,0.47,1016000.0,,294569000.0,,73920000.0,294569000.0,,,,,,,,,,,,,,,,
,,,95045000.0,-2067000.0,,25007000.0,177472000.0,,,-87445000.0,128492000.0,837591000.0,,703656000.0,,,311792000.0,633088000.0,,238774000.0,751302000.0,-88008000.0,172500000.0,,,3674000.0,1008057000.0,,,-28883000.0,238774000.0,19033000.0,0.0,66129000.0,115730000.0,,,0.0,21216000.0,602124000.0,172500000.0,,359531000.0,-359820000.0,,,,5478000.0,998195000.0,751302000.0,321296000.0,359531000.0,24486000.0,,205750000.0,,-1927000.0,391771000.0,602124000.0,216747000.0,1008057000.0,273348000.0,,1.77,,285414000.0,,74117000.0,,216747000.0,1216904000.0,102219000.0,172500000.0,0.0,103499000.0,1749497000.0,32988000.0,,,0.0,,837591000.0,741440000.0,998195000.0,-42285000.0,0.0,,3829000.0,,1.75,,,,83919000.0,,,82721000.0,48023000.0,,48023000.0,,349818000.0,-115952000.0,-14379000.0,16005000.0,-26956000.0,66129000.0,,-359820000.0,,-55795000.0,52819000.0,285414000.0,1021000.0,353608000.0,,,,,,97470342.0,,273348000.0,1146803000.0,353608000.0,391771000.0,343836000.0,76837000.0,,128492000.0,28814000.0,,293758000.0,8844000.0,349818000.0,343836000.0,,,393131000.0,,,-10951000.0,74117000.0,294569000.0,,136555000.0,741440000.0,-22041000.0,238774000.0,52819000.0,2363707000.0,-4242000.0,,,98522718.0,,,,-40323000.0,,275999000.0,1749497000.0,48023000.0,,238774000.0,-22041000.0,,-14180000.0,,,,309212000.0,20685000.0,,,1021000.0,,238774000.0,,32988000.0,238774000.0,703656000.0,,177472000.0,,,,,,,,,,,,,
,,98161220.0,17688000.0,,,3384000.0,159952000.0,,,107219000.0,,,,701339000.0,,,232604000.0,467000000.0,,,796405000.0,,,,,-20251000.0,,,,-11720000.0,371623000.0,,-309000.0,,36150000.0,,,,,608584000.0,,,,,,,0.07,,1006218000.0,,234396000.0,304565000.0,,,,,775000.0,491840000.0,,214916000.0,1038801000.0,,,,,,,79090000.0,,214916000.0,,,,0.0,,,,,,,,,,,5326000.0,0.0,,3984000.0,,,,,,,,,,6460000.0,,6460000.0,,384865000.0,,-3531000.0,128300000.0,-12495000.0,68797000.0,,-359820000.0,,126890000.0,58608000.0,225475000.0,,,,,,99333199.0,,,,,,208363000.0,,341519000.0,10173000.0,,148393000.0,3713000.0,,,4067000.0,,,,,,,,115805000.0,,244733000.0,289430000.0,,763822000.0,,,,,,,,,,,,,,,1802623000.0,6460000.0,,,-24236000.0,,,,,,,18462000.0,,0.07,1023000.0,,371623000.0,,124887000.0,371623000.0,,,,,,,,,,,,,,,,
,,98301441.0,84648000.0,,,-10512000.0,173786000.0,,,-50500000.0,,,,703852000.0,,,321266000.0,640839000.0,,,834968000.0,,,,,-19530000.0,,,,-26546000.0,355475000.0,,0.0,,108301000.0,,,,,660328000.0,,,,,,,0.52,,1057987000.0,,319573000.0,306025000.0,,,,,1136000.0,528943000.0,,236618000.0,1125669000.0,284623000.0,,,,,,79448000.0,,236618000.0,,,,0.0,,,,,,,,,,,-1430000.0,0.0,,2942000.0,,,,,,,,,,51744000.0,,51744000.0,,401521000.0,,-220000.0,11466000.0,-27682000.0,71869000.0,,-359820000.0,,-16148000.0,83560000.0,226577000.0,,,,,,99319019.0,,,,,,290698000.0,,344032000.0,81486000.0,,151155000.0,29742000.0,,,1577000.0,,,,,,,,-16216000.0,,371623000.0,,,767286000.0,,,,,,,,,,,,,,,1892955000.0,51744000.0,,,-31254000.0,,,,,,,23653000.0,,0.53,1027000.0,,355475000.0,,120442000.0,355475000.0,,,,,,,,,,,,,,,,
,,98412022.0,77519000.0,,,14005000.0,144946000.0,,,39038000.0,,,,703359000.0,,,307910000.0,639170000.0,,,782759000.0,,,,,70343000.0,,,,-23469000.0,441584000.0,,-158000.0,,98423000.0,,,,,703140000.0,,,,,,,0.43,,1121068000.0,,331260000.0,313832000.0,,,,,845000.0,468927000.0,,230391000.0,1117199000.0,295378000.0,,,,,,75705000.0,,230391000.0,,,,0.0,,,,,,,,,,,-14150000.0,0.0,,3359000.0,,,,,,,,,,42812000.0,,42812000.0,,340077000.0,,-6738000.0,120749000.0,-19518000.0,81355000.0,,-359820000.0,,86109000.0,67298000.0,238127000.0,,,,,,99311085.0,,,,,,262559000.0,,343539000.0,67422000.0,,150931000.0,24610000.0,,,1562000.0,,,,,,,,101231000.0,,355475000.0,,,786628000.0,,,,,,,,,,,,,,,1903827000.0,42812000.0,,,-12389000.0,,,,,,,20904000.0,,0.44,1028000.0,,441584000.0,,105752000.0,441584000.0,,,,,,,,,,,,,,,,
,,,123005000.0,-4682000.0,,2024000.0,181392000.0,,,-107231000.0,162511000.0,904741000.0,,762799000.0,,,345821000.0,692331000.0,,343606000.0,830055000.0,-98664000.0,174235000.0,,,-24197000.0,1166007000.0,,,-104534000.0,343606000.0,13502000.0,-4215000.0,136474000.0,138631000.0,,,0.0,8901000.0,776359000.0,174235000.0,,329708000.0,-407803000.0,,,,-11474000.0,1208767000.0,830055000.0,346510000.0,329708000.0,7718000.0,,170310000.0,,-5856000.0,500347000.0,776359000.0,222816000.0,1166007000.0,,,1.77,,248494000.0,,81214000.0,,222816000.0,1231739000.0,244733000.0,174235000.0,0.0,100151000.0,2038822000.0,100943000.0,,,0.0,,904741000.0,872815000.0,1208767000.0,-6410000.0,0.0,,3217000.0,,1.76,,,,78645000.0,,,6365000.0,73219000.0,,73219000.0,,363771000.0,-166269000.0,-4482000.0,8459000.0,-38969000.0,136474000.0,-47631000.0,-407803000.0,,-97978000.0,55501000.0,248494000.0,1028000.0,375823000.0,,,,,,98330626.0,,,1207601000.0,375823000.0,500347000.0,354996000.0,115306000.0,,162511000.0,42087000.0,326959000.0,268974000.0,512000.0,363771000.0,354996000.0,,,381505000.0,,,-30510000.0,81214000.0,441584000.0,326959000.0,98873000.0,872815000.0,4608000.0,343606000.0,55501000.0,2439340000.0,-3100000.0,,,99263054.0,,,,-16664000.0,,274386000.0,2038822000.0,73219000.0,,343606000.0,4608000.0,,-14972000.0,,,,302860000.0,15626000.0,,,1028000.0,,343606000.0,,100943000.0,343606000.0,762799000.0,,181392000.0,,,,,,,,,,,,,
,,98377228.0,5526000.0,,,-4817000.0,188222000.0,,,-6853000.0,,,,760036000.0,,,248752000.0,477731000.0,,,754517000.0,,,,,-65659000.0,,,,-23416000.0,287473000.0,,-241000.0,,26968000.0,,,,,776468000.0,,,,,,,0.05,,1218907000.0,,228979000.0,330696000.0,,,,,-5427000.0,423821000.0,,243226000.0,1072238000.0,,,,,,,65627000.0,,243226000.0,,,,0.0,,,,,,,,,,,-47530000.0,0.0,,3863000.0,,,,,,,,,,5055000.0,,5055000.0,,430101000.0,,4238000.0,11803000.0,-13919000.0,152957000.0,,-407803000.0,,-56133000.0,38015000.0,265069000.0,,,,,,99544131.0,,,,,,249997000.0,,352233000.0,6846000.0,,147491000.0,1791000.0,,,3538000.0,,,,,,,,-2116000.0,,343606000.0,341610000.0,,901186000.0,,,,,,,,,,,,,,,1973424000.0,5055000.0,,,-1929000.0,,,,,,,21442000.0,,0.05,1035000.0,,287473000.0,,50093000.0,287473000.0,,,,,,,,,,,,,,,,
,,98703840.0,82953000.0,,,1249000.0,162869000.0,,,-64676000.0,,,,765727000.0,,,350566000.0,707777000.0,,,764439000.0,,,,,34627000.0,,,,-25184000.0,210637000.0,,-568000.0,,102012000.0,,,,,825514000.0,,,,,,,0.54,,1271385000.0,,357211000.0,333993000.0,,,,,0.0,430446000.0,,267613000.0,1112508000.0,,,,,,,69968000.0,,267613000.0,,,,0.0,,,,,,,,,,,-47524000.0,-4927000.0,,2890000.0,,,,,,,,,,54010000.0,,54010000.0,,400736000.0,,3381000.0,-2351000.0,-25607000.0,171180000.0,,-407803000.0,,-76836000.0,58619000.0,264025000.0,,,,,,100781395.0,,,,,,371591000.0,,357924000.0,84138000.0,,208958000.0,30128000.0,,,8087000.0,,,,,,,,-27958000.0,,287473000.0,339826000.0,,923316000.0,,,,,,,,,,,,,,,2035824000.0,54010000.0,,,-7084000.0,,,,,,,19059000.0,,0.55,1040000.0,,210637000.0,,,210637000.0,,,,,,,,,,,,,,,,
,,99072270.0,76388000.0,,,-2674000.0,167322000.0,,,103172000.0,,,,780524000.0,,,333002000.0,645365000.0,,,840133000.0,,,,,-15983000.0,,,,-37638000.0,337703000.0,,-238000.0,,94991000.0,-4950000.0,,,,855890000.0,,,,,,,0.35,,1291025000.0,,312363000.0,361129000.0,,,,,-7500000.0,479004000.0,,256614000.0,1171294000.0,,,,,,,76383000.0,,256614000.0,,,,0.0,,,,,,,,,,,1872000.0,0.0,,2969000.0,,,,,,,,,,35358000.0,,35358000.0,,422248000.0,,-18666000.0,172391000.0,-30124000.0,174964000.0,,-407803000.0,,127066000.0,54846000.0,284746000.0,,,,,,101291472.0,,,,,,292248000.0,,372721000.0,55212000.0,,256836000.0,19854000.0,,,7060000.0,,,,,,,,142267000.0,,210637000.0,353596000.0,,959864000.0,,,,,,,,,,,,,,,2131158000.0,35358000.0,,,-25023000.0,,,,,,,18603000.0,,0.36,1044000.0,,337703000.0,,,337703000.0,,,,,,,,,,,,,,,,
,,,128495000.0,-1047000.0,,2009000.0,187355000.0,,,-81635000.0,234218000.0,1029957000.0,,877257000.0,,,390999000.0,818781000.0,,343477000.0,848168000.0,-123026000.0,170954000.0,,,64242000.0,1271319000.0,,,-46464000.0,343477000.0,10000000.0,0.0,180772000.0,152580000.0,-4970000.0,,0.0,-4233000.0,927390000.0,170954000.0,,347038000.0,-479929000.0,,,,-49992000.0,1422073000.0,848168000.0,427782000.0,347038000.0,40414000.0,,87580000.0,,879000.0,501130000.0,927390000.0,262504000.0,1271319000.0,,,1.73,,277345000.0,-14847000.0,69693000.0,,262504000.0,1326335000.0,343606000.0,170954000.0,0.0,95055000.0,2270241000.0,,,,0.0,,1029957000.0,998922000.0,1422073000.0,16759000.0,0.0,,279000.0,,1.69,,,,83189000.0,,,17227000.0,76531000.0,,76531000.0,,363691000.0,-132702000.0,-6306000.0,28763000.0,-53376000.0,180772000.0,,-479929000.0,,5774000.0,77736000.0,277345000.0,1053000.0,441724000.0,,,,,,98977000.0,,,1323319000.0,441724000.0,501130000.0,397328000.0,115736000.0,,234218000.0,43282000.0,359243000.0,210606000.0,21729000.0,363691000.0,397328000.0,,,376551000.0,,,-24613000.0,69693000.0,337703000.0,359243000.0,-129000.0,998922000.0,9148000.0,343477000.0,77736000.0,2649654000.0,-12048000.0,,,100960000.0,,,,-76423000.0,,261932000.0,2270241000.0,76531000.0,,343477000.0,9148000.0,,-17353000.0,,,,293362000.0,24085000.0,,,1053000.0,,343477000.0,,,343477000.0,877257000.0,,187355000.0,,,,,,,,,,,,,
