date,quarterlyGoodwill,annualNetOtherInvestingChanges,annualRetainedEarnings,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,annualChangeInWorkingCapital,quarterlyTotalAssets,annualCashDividendsPaid,annualNetIncome,quarterlyTotalNonCurrentAssets,annualCommonStockIssuance,annualFreeCashFlow,quarterlyAccountsReceivable,annualGoodwill,annualPretaxIncome,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualOperatingIncome,annualDilutedAverageShares,annualAccountsPayable,trailingInvestingCashFlow,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualAccountsReceivable,trailingResearchAndDevelopment,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualBasicAverageShares,annualTotalRevenue,annualOtherCurrentAssets,quarterlyLongTermDebt,annualEndCashPosition,trailingPurchaseOfInvestment,annualLongTermDebt,annualNonCurrentDeferredRevenue,annualDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,trailingSaleOfInvestment,annualStockholdersEquity,annualTaxProvision,annualTotalAssets,annualDepreciationAndAmortization,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyDilutedEPS,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyInventory,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualSaleOfInvestment,trailingEndCashPosition,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,annualOtherNonCurrentAssets,annualNetPPE,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,annualEbitda,quarterlyCapitalStock,annualInterestExpense,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyBasicAverageShares,annualCapitalExpenditure,quarterlySaleOfInvestment,quarterlyOperatingExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,trailingGrossProfit,trailingCapitalExpenditure,trailingInterestExpense,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyEbitda,annualPurchaseOfBusiness,quarterlyNetPPE,trailingNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyResearchAndDevelopment,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualCurrentDebt,annualInventory,trailingTaxProvision,annualNetOtherFinancingCharges,annualResearchAndDevelopment,trailingOperatingExpense,annualGrossProfit,quarterlyPretaxIncome,quarterlyOtherCurrentLiabilities,annualOperatingExpense,quarterlyChangeInCashSupplementalAsReported,annualBeginningCashPosition,trailingSellingGeneralAndAdministration,annualCostOfRevenue,quarterlyDilutedAverageShares,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,trailingBeginningCashPosition,annualTotalLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyOperatingIncome,trailingCostOfRevenue,annualChangeInInventory,trailingNetIncome,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualNonCurrentDeferredTaxesLiabilities,trailingFreeCashFlow,annualBasicEPS,quarterlyCurrentAssets,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,quarterlyChangeInInventory,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
1970-01-01 00:00:01.041292800,,,9310000.0,-2968005000.0,,,,,,334290000.0,,,,,,737200000.0,,,171430000.0,1047870000.0,,13030100000.0,-49131829000.0,,,,10758580000.0,12539633000.0,,,,54546520000.0,130070000.0,,,-24030083000.0,631670000.0,,,,,801609302000.0,8738879000.0,9253810000.0,185180000.0,52528940000.0,,36598160000.0,11994160000.0,,,,,,,,,,,,,108252720000.0,,36357831000.0,2592520000.0,38733280000.0,325520000.0,11057390000.0,,27812845000.0,12165590000.0,11057390000.0,52860000.0,334290000.0,19977723000.0,,,113530000.0,,,12830743000.0,790950000.0,,53750000.0,1106930000.0,,,,,,,,4012790000.0,,5780230000.0,13795660000.0,,77286970000.0,-33130401000.0,7190546000.0,,-116334102000.0,,,,,10792619000.0,,,,22067800000.0,,,543380000.0,,,2175480000.0,5989160000.0,5745045000.0,,,40929139000.0,6532870000.0,,,5485000000.0,,,23924236000.0,48013650000.0,,-16076320000.0,,95594782000.0,39190680000.0,,,,,724322332000.0,,19977723000.0,,,,14108000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,,7910000.0,268530000.0,,,,166340000.0,,-580200000.0,259220000.0,,201100000.0,381560000.0,,,705410000.0,,,170690000.0,1063960000.0,,14951080000.0,,-1962280000.0,,,11791900000.0,,-107860000.0,,,67783410000.0,81840000.0,,13052010000.0,,692780000.0,,,,,,,9526420000.0,135840000.0,58794250000.0,1463760000.0,42278960000.0,13052010000.0,,,,,,,,,,,,68470000.0,,2385450000.0,,2610590000.0,44412380000.0,293710000.0,11547340000.0,,,13222700000.0,11547340000.0,7660000.0,259220000.0,,1057850000.0,,98600000.0,-2596880000.0,,,2256280000.0,,87110000.0,1207610000.0,,,,-2003890000.0,,,,4363330000.0,,5780230000.0,14381870000.0,,,,,,,,,,,,,,,,,,566920000.0,,182550000.0,3441520000.0,7783260000.0,,320870000.0,,,7311480000.0,,,6247520000.0,,11994160000.0,,60471930000.0,,,,,44889550000.0,,,,,,-1794100000.0,,,,130000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,,-374028000.0,,,,,3418159000.0,,-670625000.0,31835000.0,,,-187268000.0,,,207131000.0,,,325659000.0,996231000.0,,23496329000.0,,-3008368000.0,,,13360734000.0,,-388149000.0,,7958750000.0,88730028000.0,13276531000.0,,11676357000.0,,1188752000.0,15766000.0,0.004,,,,,797601000.0,123879000.0,79644649000.0,1760139000.0,64693439000.0,13969581000.0,,,,,,,,,,,,102623000.0,,2843455000.0,,13625613000.0,61487388000.0,0.0,10773879000.0,,,14295240000.0,10773879000.0,6233672000.0,31835000.0,,708219000.0,,6957000.0,-7078911000.0,,,2201703000.0,,234433000.0,1498333000.0,,,,-3030723000.0,,,,5388701000.0,,,18157261000.0,,,,,,,,,,,,,,,,,,83252000.0,,157038000.0,7624917000.0,4715228000.0,,46967000.0,,,8927469000.0,,,7931238000.0,,10968138000.0,,79802559000.0,,,,,78319052000.0,,,,,,-1030962000.0,,,,142009000.0,,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.135987200,,-867533000.0,,,,,8647587000.0,,-1009044000.0,308802000.0,,,-79359000.0,,,824918000.0,,,98977000.0,1823482000.0,,29165756000.0,,-4731837000.0,,,16129642000.0,,-539723000.0,,7720050000.0,114125346000.0,23364205000.0,,14224588000.0,,3040426000.0,215149000.0,0.04,,,,,927509000.0,383229000.0,100347305000.0,1974024000.0,83199887000.0,17170922000.0,,,,,,,,,,,,449800000.0,,4576682000.0,,15526450000.0,80896357000.0,0.0,11474280000.0,,,17269899000.0,11474280000.0,9447266000.0,308802000.0,,2548231000.0,,1301000.0,-9718200000.0,,,3192301000.0,,393359000.0,1465583000.0,,,,-4656041000.0,,,,6101441000.0,,,19450948000.0,,,,,,,,,,,,,,,,,,441689000.0,,311344000.0,9395088000.0,5682136000.0,,-132681000.0,,,11255522000.0,,,9432040000.0,,11676357000.0,,102869824000.0,,,,,98726337000.0,,,,,,-978862000.0,,,,150437000.0,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.167523200,,-273381000.0,,,65227000.0,,841532000.0,124549726000.0,-1243015000.0,1240156000.0,22525849000.0,,755368000.0,22280242000.0,,2093385000.0,,,65227000.0,2970930000.0,,37512875000.0,,-4808998000.0,,,22280242000.0,,-154541000.0,11999000.0,7750975000.0,158488092000.0,28359096000.0,4632444000.0,18373635000.0,,4632444000.0,196071000.0,0.16,16575066000.0,,,,1961087000.0,595795000.0,124549726000.0,2406490000.0,105129525000.0,21769111000.0,11657727000.0,,,,7875500000.0,121704591000.0,,,,,,200765000.0,,6336949000.0,,16575066000.0,102023877000.0,0.0,14166142000.0,0.0,,21834338000.0,14166142000.0,15314514000.0,1240156000.0,,4149047000.0,1961087000.0,11999000.0,-12206865000.0,,,5034883000.0,,535008000.0,1808919000.0,1808919000.0,,,-5581581000.0,,,21834338000.0,6625080000.0,289624000.0,,22525849000.0,21769111000.0,,,,37512875000.0,,,28359096000.0,,,,,,14166142000.0,,,,1497590000.0,,421230000.0,11657727000.0,7875500000.0,,-305143000.0,,,14475128000.0,,15314514000.0,11504198000.0,,14224588000.0,,144012964000.0,,,196071000.0,,121704591000.0,,,,,,-2217680000.0,,105129525000.0,14166142000.0,289624000.0,,0.16,102023877000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.175299200,,,,,,,,99297180000.0,,,25065070000.0,,,,,,24913930000.0,,,,,,,,173930000.0,432660000.0,,,,10131260000.0,,,,,,,,,,10131260000.0,1159500000.0,,,,,,,,,20987770000.0,,,175560000.0,,83791220000.0,173930000.0,2323050000.0,,,,,,,,,,,,25065070000.0,,,,,,,,10225920000.0,,,,,,,,,,,,,,2003300000.0,,,,,,,,,,,,,74232110000.0,,27236980000.0,,608220000.0,,,,,,,,,,,,,,,,432660000.0,52672190000.0,,,,,,,,,,,,,,319750000.0,,,,73659960000.0,,,,,74232110000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.183161600,,,,,198260000.0,,,133351388000.0,,,25529808000.0,,,26283731000.0,,,43560309000.0,,,,,,,,706877000.0,460264000.0,,,,39908000.0,,,,9572535000.0,,,,,,11054529000.0,2108391000.0,,,,,,,,,14640737000.0,,,299550000.0,30554643000.0,118721822000.0,706877000.0,4857284000.0,,,,,,,,,,,,998260000.0,,,,,,,,13882568000.0,,,,,,5780228000.0,,,1202049000.0,,,,,3618977000.0,24114379000.0,,,,,23916119000.0,,,,37115529000.0,,,1631000.0,,48417593000.0,,975643000.0,,22372784000.0,,,,,,,,,,,,,,676093000.0,391376000.0,,,,,,,,,,,,897741000.0,,1238307000.0,,,,107667293000.0,22372784000.0,,,,107821580000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,,-3533555000.0,292115000.0,,,,,,-2907588000.0,3143404000.0,,2400000000.0,-769524000.0,,,4976788000.0,,,125131000.0,5376618000.0,,44676793000.0,,-12182613000.0,,,30102895000.0,,-193328000.0,,8060010256.0,177487288000.0,35953314000.0,,23188491000.0,,5108747000.0,177692000.0,0.39,,,,,5057960000.0,1828222000.0,156877781000.0,,138141500000.0,27488294000.0,,,,,,,,,,,,422524000.0,,,,13462443000.0,129264489000.0,0.0,15997957000.0,,,27613425000.0,15997957000.0,18605711000.0,3143404000.0,,4814856000.0,,6846162000.0,-17920171000.0,,,6249011000.0,,1272223000.0,5929956000.0,,,,-10190359000.0,,,,6022462000.0,,8000000000.0,27613292000.0,,,,,,,,,,,,,,,,,,3148566000.0,,,19584716000.0,11889329000.0,,1698545000.0,,,16888958000.0,,,11512340000.0,,18373635000.0,,160598330000.0,,,,,151603943000.0,,,,,,,,,,194994000.0,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.206921600,,,,,106538000.0,-1496172000.0,,191598254000.0,,,26955218000.0,,,27763051000.0,,,29601375000.0,-1279864000.0,,,,,,,705855000.0,704259000.0,,,,6678730000.0,,,,5574767000.0,,,,,,14400288000.0,1491173000.0,,,,,,,,,16712349000.0,0.079,,0.0,15240715000.0,148180813000.0,705855000.0,3286747000.0,37289812000.0,55305434000.0,-2077158000.0,,,,,,,,,0.0,,,,,,,,43188160000.0,,,23188491000.0,,,12156000000.0,,,6001695000.0,0.079,8934873418.0,,15719000.0,2500682000.0,57021904000.0,,171490000.0,,,56915366000.0,,,,40467638000.0,,-9059669000.0,35320985000.0,256773000.0,32888122000.0,,897810000.0,,16139827000.0,,-2442022000.0,,,37494830000.0,,,,,,,,,897810000.0,18028846000.0,,32116943000.0,,,,,,166400000.0,,,193551000.0,997970000.0,,786065000.0,,,,133780525000.0,16139827000.0,,,,164643036000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.214784000,,,,,43054000.0,-8166724000.0,,205527867000.0,,,29991396000.0,,,28589777000.0,,,44378234000.0,-660339000.0,,,,,,,818925000.0,804163000.0,,,,6158986000.0,,,,5517501000.0,,,,,,14113158000.0,2015958000.0,,,,,,,,,16602786000.0,,,643902000.0,19158751000.0,159646545000.0,818925000.0,4969465000.0,1833651000.0,47501801000.0,-4363290000.0,,,,,,,,,-24997000.0,,,,,,,,45642550000.0,,,55305434000.0,,,12337542000.0,,,6247644000.0,,,,74401000.0,3464726000.0,53685586000.0,,164701000.0,,,53642532000.0,,,,46665010000.0,,-6286212000.0,39836545000.0,-1614524000.0,49347699000.0,,1654752000.0,,17891135000.0,,-3037931000.0,,,1628633000.0,,,,,,,,,1010850000.0,16885559000.0,,-7803633000.0,,,,,,166323000.0,,,206687000.0,1816895000.0,,1504739000.0,,,,145533387000.0,17891135000.0,,,,175536471000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
