date,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncome,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualPretaxIncome,annualSaleOfInvestment,quarterlyDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,quarterlyGoodwill,trailingStockBasedCompensation,quarterlyAccountsReceivable,annualStockBasedCompensation,annualDilutedAverageShares,annualStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualGoodwill,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,trailingChangeInWorkingCapital,trailingSaleOfInvestment,quarterlyBasicAverageShares,quarterlyLongTermDebt,annualRetainedEarnings,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualOperatingIncome,annualChangeInAccountPayable,quarterlyOperatingExpense,trailingTotalRevenue,trailingOtherIncomeExpense,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,annualCommonStockIssuance,annualEndCashPosition,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,quarterlyCashAndCashEquivalents,annualEbitda,quarterlyCurrentDebt,annualBasicAverageShares,annualGrossPPE,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyGrossPPE,annualInterestExpense,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,trailingInterestExpense,trailingChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,annualBasicEPS,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualCurrentAssets,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingChangeInCashSupplementalAsReported,quarterlyDilutedAverageShares,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyBasicEPS,annualTaxProvision,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,trailingResearchAndDevelopment,annualCapitalExpenditure,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualCostOfRevenue,annualTotalRevenue,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,trailingFreeCashFlow,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,trailingTaxProvision,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyStockBasedCompensation,annualOtherCurrentAssets,annualDilutedEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCapitalExpenditure,quarterlyTotalRevenue,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,trailingPurchaseOfBusiness,quarterlyOperatingIncome,trailingNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingChangeInInventory,annualIncomeTaxPayable,annualInventory,trailingGrossProfit,trailingCashDividendsPaid,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingCostOfRevenue,quarterlyChangeInInventory,annualChangeInInventory,trailingNetOtherFinancingCharges,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingChangeInAccountPayable
2006-06-30,,36864000.0,25102000.0,,12517000.0,,12517000.0,,,0.28,,,11710000.0,10447000.0,,,5509000.0,,213846000.0,,53025000.0,,,,36881000.0,201847000.0,,,,-1509000.0,,,39481000.0,223261000.0,,,,,41881000.0,,,,,,,,,86767000.0,,,,,149270000.0,,,,,9066000.0,,,81907000.0,,,327000.0,191493000.0,,118771000.0,,,,,,1554000.0,-45095000.0,,,,541324000.0,12517000.0,,,828177000.0,-1581000.0,15195000.0,20889000.0,394052000.0,,,,57933000.0,,,97080000.0,,,,,,-2641000.0,1113000.0,,,,11868000.0,0.0,,56402000.0,-63000.0,,,,,,46993000.0,,,,408495000.0,28103000.0,,-283000.0,118771000.0,6448000.0,0.32,,,,105804000.0,,,,,,,,,,,78407000.0,18982000.0,,,,,286853000.0,103730000.0,290322000.0,5578000.0,-1323019000.0,20004000.0,,,,,,,72722000.0,,-4213000.0,307651000.0,,,,19037000.0,,,,,,,,3865000.0,-77076000.0,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,189899000.0,34835000.0,,48817000.0,,48817000.0,,,1.05,,,12260000.0,7295000.0,,,2941000.0,,218813000.0,,58577000.0,,,,43239000.0,189920000.0,,,,-1974000.0,,,39596000.0,523718000.0,,,,,42986000.0,,,,,,,,,91945000.0,,,,,153114000.0,,,,,9340000.0,,,118771000.0,,,329000.0,341356000.0,,308670000.0,,,,,,1550000.0,-39623000.0,,,,596904000.0,47754000.0,,,1034534000.0,-58601000.0,21417000.0,31495000.0,696774000.0,,,,79708000.0,,,97814000.0,,,,,,-4901000.0,-26002000.0,,,,12236000.0,0.0,,53806000.0,-129946000.0,,,,,,46385000.0,,,,317050000.0,40942000.0,,3493000.0,308670000.0,40238000.0,1.21,,,,123547000.0,,,,,,,5388000.0,,,,83281000.0,33032000.0,,,,,437630000.0,104340000.0,592434000.0,-18113000.0,-1275265000.0,20738000.0,,,,,,,32686000.0,,-3340000.0,313467000.0,,,,31602000.0,,,,,,,,114394000.0,-77076000.0,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,114907000.0,31797000.0,68821000.0,13232000.0,568865000.0,13232000.0,65632000.0,176845000.0,,39714000.0,,11885000.0,4768000.0,,20134000.0,4542000.0,36831000.0,226707000.0,,48536000.0,,44722000.0,348556000.0,46872000.0,160554000.0,226707000.0,1105648000.0,157293000.0,-988000.0,,,,568865000.0,-1262033000.0,48536000.0,,,39714000.0,,-111953000.0,112081000.0,,633934000.0,49032000.0,62121000.0,,86941000.0,,,152925000.0,431560000.0,152925000.0,7983000.0,14134000.0,423577000.0,,9780000.0,,,308670000.0,-4295000.0,100672000.0,331000.0,431560000.0,21691000.0,423577000.0,98952000.0,,38650000.0,107122000.0,423577000.0,2457000.0,0.0,19884000.0,11885000.0,,602559000.0,13232000.0,,,1105648000.0,51409000.0,21844000.0,28574000.0,734606000.0,26347000.0,,,24726000.0,-27805000.0,,107122000.0,7060000.0,,,,,3144000.0,-1699000.0,305529000.0,-85431000.0,-155670000.0,26347000.0,0.0,1.88,49032000.0,-20045000.0,21844000.0,503089000.0,,,,,,72539000.0,4768000.0,348556000.0,22356000.0,-8773000.0,15346000.0,423577000.0,36849000.0,,-12388000.0,,,99517000.0,46872000.0,343236000.0,,,-12851000.0,,6801000.0,722004000.0,1123103000.0,331000.0,78462000.0,14660000.0,,,,99230000.0,503089000.0,100672000.0,633934000.0,889000.0,-1262033000.0,21691000.0,,401099000.0,602559000.0,,0.0,1.68,7983000.0,4901000.0,-3223000.0,260071000.0,,,,12576000.0,,734606000.0,,74466000.0,,,80341000.0,43508000.0,-85431000.0,74466000.0,,338978000.0,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,31411000.0,18753000.0,,-14716000.0,,-14716000.0,,,-0.44,,,11466000.0,8769000.0,,,7589000.0,,228354000.0,,52134000.0,,,,96533000.0,181672000.0,,,,-307000.0,,,37191000.0,,,,,,39160000.0,,,,,,,,,151452000.0,,,,,148261000.0,,,,,9268000.0,,,423577000.0,,,342000.0,454988000.0,,454988000.0,,568980000.0,,,,2470000.0,,,,,609986000.0,-16271000.0,,,1165739000.0,169000.0,21024000.0,16536000.0,782814000.0,,,,7996000.0,,,106831000.0,,,,,,31594000.0,-12451000.0,,,,29541000.0,0.0,,57906000.0,-1425000.0,,,,,,37191000.0,,,,359707000.0,-22467000.0,,-160000.0,454988000.0,5619000.0,-0.44,,,,119717000.0,,,,,,,4965000.0,,,,142947000.0,-26216000.0,,,,,555753000.0,732188000.0,50626000.0,-11593000.0,-1278304000.0,21400000.0,,,,,,,,,-2217000.0,301389000.0,,,,-31735000.0,,,,,,,,6333000.0,-85431000.0,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,-28467000.0,8895000.0,,34572000.0,,34572000.0,,,0.79,,,11957000.0,10698000.0,,,2059000.0,,236612000.0,,76831000.0,,,,50094000.0,198669000.0,,,,-1666000.0,,,37597000.0,,,,,,40327000.0,,,,,,,,,109637000.0,,,,,152241000.0,,,,,9805000.0,,,454988000.0,,,343000.0,448931000.0,,426521000.0,,569161000.0,,,,2484000.0,,,,,615292000.0,34572000.0,,,1167664000.0,-14729000.0,20216000.0,5605000.0,741236000.0,,,,-13000.0,,,107568000.0,,,,,,-45196000.0,5240000.0,,,,35035000.0,0.0,,58999000.0,-205000.0,,,,,,43667000.0,,,,405202000.0,57379000.0,,-65000.0,426521000.0,-25765000.0,0.92,,,,157211000.0,,,,,,,3139000.0,,,,100640000.0,50870000.0,,,,,552372000.0,688952000.0,52284000.0,14964000.0,-1243732000.0,22137000.0,,,,,,,22410000.0,,-3290000.0,355880000.0,,,,47574000.0,,,,,,,,-12875000.0,-85431000.0,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,-3013000.0,61686000.0,,104365000.0,,104365000.0,,,2.27,,,12508000.0,7670000.0,,,6548000.0,,270807000.0,,103558000.0,,,,124576000.0,214956000.0,,,,-3832000.0,,,37803000.0,,,,,,47153000.0,,,,,,,,,124247000.0,,,,,182438000.0,,,,,9916000.0,,,426521000.0,,,345000.0,496556000.0,,423508000.0,,569453000.0,,,,2607000.0,-95858000.0,,,,740887000.0,104365000.0,,,1370709000.0,-328000.0,39820000.0,56182000.0,820719000.0,,,,27219000.0,,,110487000.0,,,,,,-17232000.0,-42672000.0,,,,49628000.0,0.0,,59359000.0,-593000.0,,,,,,45924000.0,,,,534863000.0,88000000.0,,-3000.0,423508000.0,-74146000.0,2.76,,,,202331000.0,,,,,,,4793000.0,,,,115116000.0,80224000.0,,,,,629822000.0,761058000.0,59661000.0,-26657000.0,-1139368000.0,25056000.0,,,,,,,73048000.0,,-5504000.0,417287000.0,,,,78084000.0,,,,,,,,5627000.0,-85431000.0,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,-38149000.0,66681000.0,-221499000.0,32862000.0,,32862000.0,150023000.0,57854000.0,,46502000.0,,13368000.0,17750000.0,,21139000.0,3624000.0,40701000.0,287159000.0,,70712000.0,,45504000.0,579107000.0,59589000.0,174700000.0,287159000.0,1350856000.0,19445000.0,-2469000.0,,,,,-1106506000.0,70712000.0,,,46502000.0,,-173904000.0,156015000.0,,59870000.0,47708000.0,137935000.0,,116141000.0,,,182748000.0,507858000.0,182748000.0,122499000.0,19820000.0,385359000.0,,11712000.0,,,423508000.0,-8276000.0,694843000.0,346000.0,507858000.0,27088000.0,385359000.0,178636000.0,569796000.0,37671000.0,86521000.0,385359000.0,2852000.0,-55649000.0,-74920000.0,13368000.0,,737856000.0,32862000.0,,,1350856000.0,17151000.0,22342000.0,61743000.0,754713000.0,50344000.0,,,22652000.0,-47963000.0,,86521000.0,10412000.0,,,,,10890000.0,1920000.0,450626000.0,-59433000.0,-2638000.0,50344000.0,0.0,4.13,47708000.0,-415000.0,22342000.0,613000000.0,,,,,,155527000.0,17750000.0,579107000.0,55724000.0,2263000.0,-74692000.0,385359000.0,-127207000.0,,-12059000.0,,,160153000.0,59589000.0,-38218000.0,,,-15949000.0,13779000.0,8242000.0,769997000.0,1409409000.0,346000.0,91923000.0,45145000.0,,,,140066000.0,613000000.0,694843000.0,59870000.0,11228000.0,-1106506000.0,27088000.0,,639412000.0,737856000.0,,0.0,3.42,122499000.0,-19944000.0,-4938000.0,334853000.0,,,,44012000.0,,754713000.0,569796000.0,157082000.0,,,423577000.0,20360000.0,-59433000.0,157082000.0,,501477000.0,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,122876000.0,43382000.0,,18154000.0,,18154000.0,,,0.37,,,14172000.0,23948000.0,,,1366000.0,,295332000.0,,97261000.0,,,,55946000.0,222077000.0,,,,-5594000.0,,,38224000.0,,,,,,46573000.0,,,,,,,,,149338000.0,,,,,182841000.0,,,,,11396000.0,,,385359000.0,,,347000.0,549661000.0,,508235000.0,,570077000.0,,,,2671000.0,,,,,744593000.0,18154000.0,,,1428191000.0,550000.0,26751000.0,23850000.0,779650000.0,,,,94131000.0,,,86318000.0,,,,,,-1086000.0,2527000.0,,,,73578000.0,0.0,,68934000.0,-3273000.0,,,,,,49134000.0,,,,628985000.0,43161000.0,,-1536000.0,508235000.0,72600000.0,0.47,,,,181103000.0,,,,,,,11881000.0,,,,138985000.0,28182000.0,,,,,683598000.0,718905000.0,60745000.0,9518000.0,-1088352000.0,26885000.0,,,,,,,41426000.0,,-19532000.0,403180000.0,,,,31765000.0,,,,,,,,-1357000.0,-59433000.0,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,-37167000.0,89902000.0,,54096000.0,,54096000.0,,,1.08,,,16061000.0,31505000.0,,,2342000.0,,311200000.0,,132523000.0,,,,82504000.0,260251000.0,,,,-1201000.0,,,38768000.0,,,,,,49623000.0,,,,,,,,,172771000.0,,,,,192555000.0,,,,,11953000.0,,,508235000.0,,,355000.0,551221000.0,,471068000.0,,520076000.0,,,,2351000.0,,,,,768361000.0,54096000.0,,,1491546000.0,527000.0,33675000.0,102407000.0,778125000.0,,,,41072000.0,,,86967000.0,,,,,,3201000.0,7734000.0,,,,75100000.0,0.0,,78356000.0,-132000.0,,,,,,49948000.0,,,,696416000.0,92907000.0,,-30473000.0,471068000.0,-79819000.0,1.4,,,,253725000.0,,,,,,,11687000.0,,,,161707000.0,81538000.0,,,,,723185000.0,712441000.0,65684000.0,26211000.0,-1034256000.0,27534000.0,,,,,,,80153000.0,,12505000.0,513976000.0,,,,80954000.0,,,,,,,,-47113000.0,-59433000.0,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,-57682000.0,101916000.0,,87968000.0,,87968000.0,,,1.81,,,16866000.0,30454000.0,,,767000.0,,353407000.0,,138875000.0,,,,92694000.0,245531000.0,,,,1600000.0,,,39715000.0,,,,,,54358000.0,,,,,,,,,188156000.0,,,,,213392000.0,,,,,9275000.0,,,471068000.0,,,362000.0,452236000.0,,413386000.0,,467519000.0,,,,1763000.0,-12743000.0,,,,816941000.0,87968000.0,,,1456113000.0,5464000.0,32221000.0,96058000.0,727693000.0,,,,50023000.0,,,87883000.0,,,,,,-23454000.0,12208000.0,,,,3759000.0,0.0,,65802000.0,-931000.0,,,,,,48656000.0,,,,728420000.0,138857000.0,,-123055000.0,413386000.0,-91102000.0,2.22,,,,316078000.0,,,,,,,13176000.0,,,,177221000.0,132720000.0,,,,,639172000.0,656469000.0,71224000.0,42852000.0,-946288000.0,28450000.0,,,,,,,38850000.0,,-5858000.0,561609000.0,,,,127922000.0,,,,,,,,-47259000.0,-59433000.0,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,,-48836000.0,80353000.0,-151905000.0,33255000.0,,33255000.0,295569000.0,218555000.0,,48933000.0,,18010000.0,0.0,,17644000.0,,43068000.0,326863000.0,,92328000.0,40522000.0,48671000.0,730382000.0,77713000.0,200977000.0,326863000.0,1343977000.0,-168848000.0,9003000.0,,,,,-913033000.0,92328000.0,9124000.0,,48933000.0,29664000.0,-196907000.0,315553000.0,,66943000.0,46290000.0,289474000.0,,156232000.0,,,193231000.0,463438000.0,193231000.0,98888000.0,,364550000.0,,10444000.0,,,413386000.0,15470000.0,546652000.0,367000.0,463438000.0,29404000.0,364550000.0,348012000.0,392985000.0,39299000.0,106103000.0,364550000.0,2588000.0,-80710000.0,-155231000.0,18010000.0,,720138000.0,33255000.0,,9124000.0,1343977000.0,496000.0,1245000.0,74916000.0,613595000.0,-40397000.0,,,33329000.0,28136000.0,-42888000.0,106103000.0,9375000.0,,,,,10333000.0,5667000.0,441960000.0,-76699000.0,-4449000.0,-40397000.0,0.0,4.92,46290000.0,-113000.0,16685000.0,623839000.0,,,,,,193473000.0,0.0,730382000.0,74747000.0,7037000.0,-167000.0,364550000.0,-53584000.0,,98408000.0,,,205065000.0,77713000.0,-20809000.0,0.0,,-18322000.0,17956000.0,-23631000.0,928835000.0,1884806000.0,367000.0,127832000.0,53129000.0,,,,297231000.0,623839000.0,546652000.0,66943000.0,19827000.0,-913033000.0,29404000.0,,955971000.0,720138000.0,,0.0,3.98,98888000.0,-11006000.0,-5437000.0,406042000.0,-599000.0,,,48833000.0,,613595000.0,392985000.0,193473000.0,29664000.0,,385359000.0,-73119000.0,-76699000.0,193473000.0,,666497000.0,,,,,,,,,,,,,,,,,,,,,
2009-03-31,,-73290000.0,74164000.0,,25023000.0,,25023000.0,,,0.53,,,18717000.0,0.0,4527000.0,,,,321122000.0,,104747000.0,,,,74458000.0,253728000.0,,,,3817000.0,,,41004000.0,66068000.0,,,9089000.0,,44266000.0,35608000.0,,,,,,,,165488000.0,,,,,174886000.0,,,,,9361000.0,,,364550000.0,,,373000.0,497054000.0,,291260000.0,,306412000.0,,,,6805000.0,-139453000.0,,,-15930000.0,681643000.0,25023000.0,,,1328028000.0,1277000.0,1295000.0,71073000.0,623361000.0,,,,31202000.0,,,,,,,,,16216000.0,9035000.0,,,,-64535000.0,0.0,,77832000.0,-13107000.0,,,,,,47013000.0,,,,704667000.0,56761000.0,,959000.0,291260000.0,-110383000.0,0.61,,,,208330000.0,,,,,,,1062000.0,,,,151600000.0,40595000.0,,-20505000.0,0.0,,646385000.0,494310000.0,129051000.0,15541000.0,-919122000.0,28560000.0,,,,10593000.0,,,205794000.0,,-3091000.0,462058000.0,,,,42842000.0,,,,,,,,-31133000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,42189000.0,94057000.0,,67011000.0,,67011000.0,,,1.38,,,20961000.0,0.0,4697000.0,,,,347221000.0,,150045000.0,,,,101974000.0,298503000.0,,,,-3880000.0,,,41661000.0,58602000.0,,,267000.0,,46584000.0,41718000.0,,,,,,,,195863000.0,,,,,183042000.0,,,,,9723000.0,,,291260000.0,,,377000.0,589568000.0,,333449000.0,,297878000.0,,,,6505000.0,-171345000.0,,,-39392000.0,695342000.0,67011000.0,,,1492337000.0,65000.0,1221000.0,89034000.0,644885000.0,,,,130843000.0,,,,,,,,,-9436000.0,9514000.0,,,,-11106000.0,0.0,,77168000.0,-131000.0,,,,,,48479000.0,,,,847452000.0,115701000.0,,289000.0,333449000.0,-45236000.0,1.61,,,,305238000.0,,,,,,,748000.0,,,,181443000.0,99473000.0,,-16000000.0,0.0,,796995000.0,518738000.0,126147000.0,32495000.0,-852111000.0,29669000.0,,,,11265000.0,,,256119000.0,,-5023000.0,603741000.0,,,,109375000.0,,,,,,,,-10770000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,29024000.0,195179000.0,,318982000.0,,318982000.0,,,6.42,,,21777000.0,0.0,4777000.0,,,,349981000.0,,169864000.0,,,,143463000.0,296654000.0,,,,-1220000.0,,,42569000.0,50213000.0,,,268000.0,,45733000.0,50405000.0,,,,,,,,233251000.0,,,,,179794000.0,,,,,10098000.0,,,333449000.0,,,391000.0,719266000.0,,362473000.0,,220725000.0,,,,5911000.0,-223476000.0,,,-18610000.0,846678000.0,318982000.0,,,1797036000.0,238000.0,1610000.0,193391000.0,595311000.0,,,,141494000.0,,,,,,,,,20719000.0,-172588000.0,,,,4814000.0,0.0,,62995000.0,-931000.0,,,,,,49670000.0,,,,1201725000.0,210104000.0,,-14000.0,362473000.0,-83784000.0,7.49,,,,434006000.0,,,,,,,1569000.0,,,,218376000.0,194095000.0,,-85542000.0,0.0,,950358000.0,477588000.0,117723000.0,-124887000.0,-533128000.0,29339000.0,,,,10869000.0,,,356793000.0,,-1788000.0,730660000.0,,,,200755000.0,,,,,,,,-83329000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,,-160332000.0,146265000.0,-501460000.0,78455000.0,35985000.0,78455000.0,442302000.0,441105000.0,,43793000.0,,24052000.0,0.0,5137000.0,-178997000.0,,39193000.0,350630000.0,,118659000.0,40671000.0,49522000.0,1321629000.0,127561000.0,228564000.0,350630000.0,1834224000.0,-168960000.0,-5389000.0,,,,35985000.0,-454673000.0,118659000.0,359000.0,,43793000.0,60758000.0,-923663000.0,509665000.0,,103830000.0,60568000.0,470835000.0,,195327000.0,,,172080000.0,800155000.0,172080000.0,598014000.0,,202141000.0,,10011000.0,,,362473000.0,-6672000.0,408765000.0,405000.0,800155000.0,30489000.0,202141000.0,505579000.0,159878000.0,42406000.0,107999000.0,202141000.0,4863000.0,-387889000.0,-3796000.0,24052000.0,51165000.0,811283000.0,78455000.0,,359000.0,1834224000.0,569000.0,1790000.0,141061000.0,512595000.0,-3000000.0,,,137566000.0,30990000.0,-22767000.0,107999000.0,24084000.0,,,,,40171000.0,185029000.0,731596000.0,-77510000.0,-17415000.0,-3000000.0,0.0,11.54,60568000.0,-3246000.0,4384000.0,1022941000.0,,,,,,489472000.0,0.0,1321629000.0,123012000.0,2149000.0,-5030000.0,202141000.0,-262057000.0,,-47168000.0,,,313189000.0,127561000.0,-162409000.0,-197122000.0,,-15106000.0,19139000.0,-183424000.0,1077449000.0,2338212000.0,405000.0,180179000.0,108138000.0,,-75075000.0,-1500000.0,494559000.0,1022941000.0,408765000.0,103830000.0,29683000.0,-454673000.0,30489000.0,,1260763000.0,811283000.0,7944000.0,0.0,9.88,598014000.0,67670000.0,-5204000.0,541753000.0,-1500000.0,,,117862000.0,,512595000.0,159878000.0,489472000.0,60758000.0,,364550000.0,-43728000.0,-77510000.0,489472000.0,,789928000.0,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,146634000.0,104697000.0,,53875000.0,,53875000.0,,,1.06,,,25201000.0,0.0,4608000.0,,,,333531000.0,,132497000.0,,,,118861000.0,265278000.0,,,,-3130000.0,,,46309000.0,480124000.0,,,442000.0,,36016000.0,71146000.0,,,,,,,,231207000.0,,,,,156832000.0,,,,,9779000.0,,,202141000.0,,,424000.0,1235668000.0,,348775000.0,,78329000.0,,,,4806000.0,-526493000.0,,,-20223000.0,724960000.0,53875000.0,,,2201561000.0,-11282000.0,1863000.0,99866000.0,884933000.0,,,,212674000.0,,,,,,,,,6492000.0,11426000.0,,,,-47768000.0,0.0,,75256000.0,-118932000.0,,,,,,50862000.0,,,,1316628000.0,95413000.0,,9676000.0,348775000.0,-311474000.0,1.16,,,,319116000.0,,,,,,,1784000.0,,,,216820000.0,80828000.0,,-98388000.0,-2500000.0,,1476601000.0,343592000.0,541341000.0,26953000.0,-400798000.0,30816000.0,,,,11909000.0,,,886893000.0,,-4831000.0,584394000.0,,,,87909000.0,,,,,,,,358995000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,7260000.0,187319000.0,,114957000.0,,114596000.0,,,2.26,,,62249000.0,0.0,4895000.0,,,,426324000.0,,208056000.0,,,,163046000.0,322184000.0,,,,1039000.0,,,47791000.0,474051000.0,,,448000.0,,59179000.0,141611000.0,,,,,,,,272096000.0,,,,,236547000.0,,,,,11687000.0,,,348775000.0,,,432000.0,1220199000.0,,356035000.0,,41981000.0,,,,9267000.0,-270235000.0,,,-65293000.0,888063000.0,114957000.0,,,2445739000.0,4594000.0,4504000.0,181917000.0,1061255000.0,,,,257524000.0,,,,,,,,,21239000.0,12617000.0,,,,-94673000.0,0.0,,119138000.0,-6491000.0,,,,,,50847000.0,,,,1384484000.0,186825000.0,,18486000.0,356035000.0,-108099000.0,2.41,,,,445255000.0,,,,,,,1680000.0,,,,256443000.0,165871000.0,,-74987000.0,-108472000.0,,1557676000.0,465776000.0,595479000.0,51275000.0,-285841000.0,34988000.0,,,,15465000.0,,,864164000.0,,-5402000.0,767439000.0,,,,173159000.0,,,,,,,,-66032000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,177086000.0,305364000.0,,222980000.0,,224560000.0,,,4.41,,,28481000.0,0.0,5347000.0,,,,453618000.0,,248946000.0,,,,195936000.0,335569000.0,,,,-10715000.0,,,48570000.0,471112000.0,,,424000.0,,59402000.0,117800000.0,,,,,,,,329419000.0,,,,,243243000.0,,,,,14795000.0,,,356035000.0,,,438000.0,1475069000.0,,533121000.0,,174000.0,,,,8293000.0,-233283000.0,,,-27239000.0,906487000.0,222980000.0,,,2746545000.0,2640000.0,4285000.0,301126000.0,1065324000.0,,,,195727000.0,,,,,,79666000.0,,,23275000.0,9607000.0,,,,-19048000.0,0.0,,112753000.0,-230000.0,,,,,,50559000.0,,,,1636999000.0,341767000.0,,12275000.0,533121000.0,-29519000.0,4.59,,,,666188000.0,,,,,,,2273000.0,,,,311297000.0,318679000.0,,-122023000.0,0.0,,1840058000.0,506329000.0,558995000.0,94119000.0,-62861000.0,35905000.0,,,,21254000.0,,,941948000.0,,-4238000.0,1001757000.0,,,,336769000.0,,,,,,,,-118439000.0,,,,,,,,,,,,,,,,,,,,,,,,,
