date,annualOperatingCashFlow,annualCapitalStock,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualBasicEPS,trailingCashFlowFromContinuingFinancingActivities,trailingRepaymentOfDebt,quarterlyTaxProvision,quarterlyNetPPE,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,quarterlyCashAndCashEquivalents,annualEbitda,quarterlyCurrentDebt,annualGrossPPE,quarterlyCapitalExpenditure,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,trailingCapitalExpenditure,trailingInvestingCashFlow,trailingDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualInvestingCashFlow,annualChangesInAccountReceivables,quarterlyGrossPPE,quarterlyBasicEPS,annualInterestExpense,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,trailingInterestExpense,annualPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,annualDilutedAverageShares,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualDilutedEPS,trailingPurchaseOfInvestment,trailingOperatingExpense,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyEbitda,annualNetOtherFinancingCharges,trailingStockBasedCompensation,annualStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualCapitalExpenditure,trailingGrossProfit,annualPurchaseOfInvestment,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualCostOfRevenue,annualAccountsPayable,annualTotalRevenue,annualOperatingIncome,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,trailingCostOfRevenue,trailingFreeCashFlow,annualOtherShortTermInvestments,annualEndCashPosition,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualCommonStockIssuance,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,annualOtherCurrentAssets,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalRevenue,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,annualInvestmentsAndAdvances,quarterlyBasicAverageShares,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,annualCurrentDebt,annualNetIncome,annualCurrentDeferredRevenue,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyNetIncome,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualSaleOfInvestment,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualOtherNonCurrentAssets,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,annualStockholdersEquity,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTotalAssets,quarterlyDilutedEPS,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyGrossProfit,quarterlyLongTermDebt,annualRetainedEarnings,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingChangeInInventory,trailingPurchaseOfBusiness,annualInventory,annualCurrentAccruedExpenses,annualResearchAndDevelopment,trailingCashDividendsPaid,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,trailingBasicEPS,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,annualChangeInInventory,trailingDilutedEPS,annualCashDividendsPaid,quarterlyCashDividendsPaid,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
2004-09-30,,,29200000.0,,,24810000.0,-5819000.0,,33857000.0,,,,,8371000.0,21134000.0,,,41701500.0,178339000.0,,,28000.0,296132000.0,,219387000.0,,,,-2531000.0,280000.0,,,,-1561000.0,-3994000.0,,-5550000.0,,9815000.0,,,,47435000.0,24829000.0,,,,21134000.0,0.4,,,7718000.0,,,,,5783000.0,-160000.0,,,158360000.0,-143000.0,0.0,,,,41048000.0,2240000.0,,,-1556000.0,,,27647000.0,,,,,,,,,,,,,,209000.0,,,,,,26642000.0,,,,,,,372930000.0,168318000.0,,,2558000.0,,7534000.0,177266000.0,,,,76745000.0,,330807000.0,,-54040000.0,,25089000.0,115547000.0,,16439000.0,,,41184000.0,,488477000.0,,,,22298000.0,175852000.0,,,,,16439000.0,,16439000.0,,,,3423000.0,,,4086000.0,,,,,312625000.0,46484000.0,12905000.0,,,276518000.0,21769000.0,219387000.0,,0.393333,,7280000.0,1000.0,,54289000.0,,,,4257000.0,,,3448000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,91049000.0,28000.0,34186000.0,,36749000.0,26059000.0,5745000.0,316601000.0,36749000.0,,1.38,,,9773000.0,25826000.0,190582000.0,139541000.0,,219387000.0,1171000.0,192133000.0,28000.0,316601000.0,25826000.0,228071000.0,96432000.0,171000.0,25826000.0,-6062000.0,256000.0,-51766000.0,,4066000.0,21678000.0,-3842000.0,141850000.0,1903000.0,,10847000.0,,,,20058000.0,42247000.0,2175000.0,-50019000.0,16744000.0,25826000.0,,1049000.0,,7110000.0,,87685000.0,5315000.0,7110000.0,17026000.0,1819000.0,,41013000.0,183176000.0,-234000.0,0.0,1.36,,,8684000.0,1676000.0,,,0.0,1676000.0,,29266000.0,-2017000.0,,,61978000.0,45191000.0,,86221000.0,-74000.0,-10765000.0,,-441270000.0,,11104000.0,4138000.0,984686000.0,183176000.0,1175268000.0,87563000.0,5196000.0,31208000.0,,,,88530000.0,228071000.0,80284000.0,394318000.0,192133000.0,47282000.0,,2978000.0,,11104000.0,193552000.0,,3981000.0,,88530000.0,19571000.0,375377000.0,228071000.0,396960000.0,3743000.0,26288000.0,139541000.0,,16286000.0,,4141000.0,,203237000.0,533859000.0,171000.0,55773000.0,,36185000.0,203237000.0,55773000.0,-234000.0,,103019000.0,16286000.0,1723000.0,16286000.0,450039000.0,94150000.0,0.0,3981000.0,10847000.0,394318000.0,4066000.0,4661000.0,,8869000.0,55773000.0,330622000.0,61978000.0,-394656000.0,,330622000.0,314903000.0,-35466000.0,228071000.0,533859000.0,,31912000.0,28000.0,27000.0,,60474000.0,1723000.0,193552000.0,,4141000.0,,40447500.0,5315000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,36744000.0,,,23805000.0,-40000.0,,35149000.0,,,,,9046000.0,26416000.0,,,41946000.0,228071000.0,,,28000.0,315607000.0,,242425000.0,,174000.0,,-2189000.0,289000.0,,,,-8207000.0,-3100000.0,,3446000.0,,18928000.0,,,,18935000.0,2439000.0,,,,26416000.0,0.353333,,,5736000.0,,,,,-18920000.0,1472000.0,,,174788000.0,-469000.0,,,,,14354000.0,725000.0,,,386000.0,,,27292000.0,,,,,,,,,,,,,,1930000.0,,,,,,33546000.0,,,,,,,400636000.0,181423000.0,,,3198000.0,,14957000.0,208311000.0,,,,73182000.0,,393952000.0,,-4010000.0,,24094000.0,142471000.0,,14759000.0,,,41424000.0,,543107000.0,,,,250000.0,196380000.0,,,,,14759000.0,,14759000.0,,,,3086000.0,,,4432000.0,,,,,346727000.0,61978000.0,-4267000.0,,,333114000.0,8469000.0,242425000.0,,0.353333,,-9339000.0,0.0,,60838000.0,4780000.0,,,,,,5745000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,40618000.0,,,-7591000.0,-42000.0,,125290000.0,,,,,-2885000.0,29248000.0,,,41560500.0,242425000.0,,,28000.0,288078000.0,,202463000.0,,177000.0,,-4609000.0,418000.0,,,,4376000.0,-42000.0,,1046000.0,,19949000.0,,,,3423000.0,7750000.0,,,,29248000.0,-0.113333,,,0.0,,,,,9795000.0,-1404000.0,,,196403000.0,-357000.0,,,,,-39962000.0,939000.0,,,1088000.0,,,-2276000.0,,,,,,,,,,,,,,507000.0,,,,,,37060000.0,,,,,,,381152000.0,197519000.0,,,3558000.0,,13995000.0,203605000.0,,,,85615000.0,,404274000.0,,-15635000.0,,-5834000.0,174487000.0,,-4706000.0,,,41560500.0,,555639000.0,,,,3141000.0,211514000.0,,,,,-4706000.0,,-4706000.0,,,,3576000.0,,,4361000.0,,,,,344125000.0,,-737000.0,,,369490000.0,-48758000.0,202463000.0,,-0.113333,,21829000.0,-1339000.0,,34784000.0,4735000.0,,,,,,4899000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,51118000.0,,,10300000.0,-6245000.0,,124350000.0,,,,,3489000.0,30173000.0,,,42100500.0,202463000.0,,,28000.0,332988000.0,,223493000.0,,179000.0,,-3010000.0,581000.0,,,,4355000.0,-3145000.0,,-3205000.0,,19851000.0,,,,11362000.0,52481000.0,,,,30173000.0,0.166667,,,0.0,,,,,41639000.0,-713000.0,,,229722000.0,-596000.0,,,,,21030000.0,619000.0,,,-60000.0,,,14994000.0,,,,,,,,,,,,,,631000.0,,,,,,47005000.0,,,,,,,417555000.0,230520000.0,,,4113000.0,,10322000.0,210416000.0,,,,109495000.0,,428611000.0,,-35628000.0,,10881000.0,174374000.0,,6811000.0,,,41626500.0,,591929000.0,,,,49471000.0,240842000.0,,,,,6811000.0,,6811000.0,,,,3709000.0,,,4562000.0,,,,,351087000.0,,-32170000.0,,,366612000.0,-28246000.0,223493000.0,,0.16,,32999000.0,0.0,,61999000.0,1588000.0,,,,,,4172000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,97258000.0,28000.0,50926000.0,,81655000.0,17337000.0,-5297000.0,352640000.0,81655000.0,,0.666667,,,6605000.0,31794000.0,225186000.0,182968000.0,,223493000.0,-400000.0,249614000.0,28000.0,352640000.0,31794000.0,249203000.0,60905000.0,0.0,31794000.0,-4152000.0,241000.0,-40866000.0,,4554000.0,-7492000.0,-3425000.0,228071000.0,-4839000.0,,18242000.0,,,,14507000.0,34588000.0,1705000.0,-72574000.0,-6968000.0,31794000.0,,1529000.0,,0.0,,43851000.0,4796000.0,0.0,16148000.0,2350000.0,,42034500.0,248611000.0,-629000.0,,0.653333,,,25710000.0,1003000.0,,,-1414000.0,1003000.0,,20895000.0,1872000.0,,,43259000.0,-3552000.0,,21132000.0,-11624000.0,-13960000.0,,-63774000.0,,9350000.0,1102000.0,1424872000.0,248611000.0,1650058000.0,45780000.0,64612000.0,45731000.0,,,,103437000.0,249203000.0,83298000.0,438846000.0,249614000.0,0.0,,4256000.0,,9350000.0,221148000.0,,2339000.0,,103437000.0,48662000.0,423221000.0,249203000.0,-8501000.0,-2201000.0,16639000.0,182968000.0,,10732000.0,,8018000.0,,258964000.0,621814000.0,0.0,27596000.0,,30436000.0,258964000.0,27596000.0,-629000.0,,179406000.0,10732000.0,0.0,10732000.0,48227000.0,163342000.0,0.0,2339000.0,18242000.0,438846000.0,4554000.0,4170000.0,,15125000.0,27596000.0,362850000.0,43259000.0,34973000.0,,362850000.0,355656000.0,-4039000.0,249203000.0,621814000.0,,16255000.0,19123000.0,939000.0,,67565000.0,0.0,221148000.0,,8018000.0,,41566500.0,4796000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,55975000.0,,,13740000.0,,,122893000.0,,,,,5150000.0,32716000.0,,,42211500.0,249203000.0,,,28000.0,390037000.0,,288347000.0,,,,-3663000.0,414000.0,,,,-2646000.0,467000.0,,1137000.0,,27009000.0,,,,35739000.0,40972000.0,,,,32716000.0,0.206667,,,3588000.0,,,,,28017000.0,-1835000.0,,,265249000.0,-648000.0,,,,,39144000.0,6248000.0,,,670000.0,,,18916000.0,,,,,,,,,,,,,,1438000.0,,,,,,51213000.0,,,,,,,476575000.0,275085000.0,,,4762000.0,,8145000.0,229738000.0,,,,101690000.0,,453376000.0,,-34015000.0,,14154000.0,182618000.0,,8590000.0,,,41782500.0,,659193000.0,,,,37309000.0,283230000.0,,,,,8590000.0,,8590000.0,,,,3039000.0,,,4488000.0,,,,,375963000.0,,-1026000.0,,,383247000.0,-2965000.0,288347000.0,,0.206667,,30663000.0,0.0,,70129000.0,,,,,,,3657000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,,61178000.0,,,21164000.0,,,150699000.0,,,,,8012000.0,34093000.0,,,42405000.0,288347000.0,,,28000.0,406688000.0,,312118000.0,,,,-3670000.0,577000.0,,,,-464000.0,-14814000.0,,15988000.0,,26910000.0,,,,30737000.0,-2384000.0,,,,34093000.0,0.313333,,,,,,,,-21496000.0,-648000.0,,,,-714000.0,,,,,23771000.0,8896000.0,,,802000.0,,,26611000.0,,,,,,,,,,,,,,1738000.0,,,,,,56308000.0,,,,,,,499086000.0,292225000.0,,,4870000.0,,62840000.0,242890000.0,,,,94570000.0,,484634000.0,,-23722000.0,,21741000.0,247536000.0,,13152000.0,,,41920500.0,,746622000.0,,,,-6054000.0,355065000.0,,,,,13152000.0,,13152000.0,,,,2878000.0,,,40494000.0,,,,,391557000.0,,1002000.0,,,401715000.0,10167000.0,312118000.0,,0.313333,,-23666000.0,0.0,,82919000.0,15000000.0,,,,,,7346000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,66137000.0,,,19813000.0,0.0,,146953000.0,0.0,,,,7472000.0,37158000.0,,,42519000.0,312118000.0,,,28000.0,428743000.0,,337084000.0,,,,-5952000.0,645000.0,,,,-7921000.0,441000.0,,785000.0,,28519000.0,,,,49390000.0,28598000.0,,,,37158000.0,0.293333,,,,,,,,8850000.0,-27000.0,,,,-391000.0,,,,,24966000.0,12472000.0,,,344000.0,,,26091000.0,,,,,,,,,,,,,,1801000.0,,,,,,60504000.0,,,,,,,529957000.0,309696000.0,,,5633000.0,,61288000.0,255231000.0,,,,91659000.0,,517465000.0,,-45965000.0,,20458000.0,247617000.0,,12341000.0,,,42033000.0,,777574000.0,,,,22646000.0,370984000.0,,,,,12341000.0,,12341000.0,,,,2073000.0,,,39583000.0,,,,,406590000.0,,-1890000.0,,,430870000.0,-4417000.0,337084000.0,,0.293333,,17450000.0,0.0,,86595000.0,15000000.0,,,,,,6705000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,102317000.0,28000.0,67242000.0,,85480000.0,18741000.0,-45459000.0,485131000.0,85480000.0,0.0,1.093333,,,7097000.0,41903000.0,326343000.0,250973000.0,,337084000.0,0.0,354893000.0,28000.0,485131000.0,41903000.0,403650000.0,97286000.0,,41903000.0,-7012000.0,717000.0,-5820000.0,,37716000.0,-26447000.0,15133000.0,249203000.0,30274000.0,,33008000.0,,,,55359000.0,35131000.0,-399000.0,3946000.0,-37478000.0,41903000.0,,2353000.0,,,,73458000.0,6700000.0,,13753000.0,2111000.0,,42246000.0,,-337000.0,,1.08,,,66566000.0,18120000.0,,,600000.0,18120000.0,,25668000.0,1227000.0,,,57659000.0,48184000.0,,154447000.0,-55459000.0,-20297000.0,,-148795000.0,,89416000.0,1413000.0,1678652000.0,,2004995000.0,75811000.0,67181000.0,61032000.0,,,,81481000.0,403650000.0,82020000.0,613502000.0,354893000.0,2416000.0,,6210000.0,,89416000.0,266875000.0,,313000.0,,81481000.0,29124000.0,549520000.0,403650000.0,-45093000.0,-4007000.0,19458000.0,250973000.0,,11644000.0,,,,444309000.0,864475000.0,,45727000.0,,28119000.0,444309000.0,45727000.0,-337000.0,,250532000.0,11644000.0,45000000.0,11644000.0,171225000.0,229057000.0,,313000.0,33008000.0,613502000.0,37716000.0,6390000.0,,21475000.0,45727000.0,420166000.0,57659000.0,-2093000.0,,420166000.0,462820000.0,1161000.0,403650000.0,864475000.0,,27731000.0,42734000.0,0.0,,86700000.0,45000000.0,266875000.0,,,,41949000.0,6700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,,69831000.0,,,15470000.0,-30000000.0,,139877000.0,,,,,5878000.0,42465000.0,,,42412500.0,403650000.0,,,28000.0,503057000.0,,419967000.0,,,,-3645000.0,1125000.0,,,,593000.0,15428000.0,,-14182000.0,,35875000.0,,,,11402000.0,35904000.0,,,,42465000.0,0.226667,,,,,,,,20750000.0,-2999000.0,,,,-219000.0,,,,,16317000.0,35339000.0,,,390000.0,,,23038000.0,,,,,,,,,,,,,,2118000.0,,,,,,63388000.0,,,,,,,626682000.0,371065000.0,,,6443000.0,,73857000.0,276021000.0,,,,83090000.0,,562903000.0,,-12825000.0,,16595000.0,250355000.0,,9592000.0,,,42228000.0,,877037000.0,,,,32259000.0,444922000.0,,,,,9592000.0,,9592000.0,,,,720000.0,,,40554000.0,,,,,432115000.0,,-337000.0,,,476477000.0,-5405000.0,419967000.0,,0.226667,,15811000.0,0.0,,86426000.0,30000000.0,,,,,,3303000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,,-442908000.0,,,21559000.0,-950000.0,,137274000.0,,,,,8245000.0,45503000.0,,,42514500.0,419967000.0,,,28000.0,549994000.0,,471502000.0,,,,-6795000.0,725000.0,,,,2580000.0,689000.0,,888000.0,,36406000.0,,,,34715000.0,52087000.0,,,,45503000.0,0.313333,,,,,,,,31787000.0,-1764000.0,,,,-141000.0,,,,,51535000.0,44325000.0,,,1266000.0,,,546680000.0,,,,,,,,,,,,,,2001000.0,,,,,,67208000.0,,,,,,,672142000.0,399379000.0,,,6749000.0,,74699000.0,289335000.0,,,,78492000.0,,613888000.0,,-29991000.0,,539931000.0,250583000.0,,13314000.0,,,42349500.0,,922725000.0,,,,45292000.0,474078000.0,,,,,13314000.0,,13314000.0,,,,2708000.0,,,41123000.0,,,,,448647000.0,,631000.0,,,516865000.0,-1440000.0,471502000.0,,0.313333,,28321000.0,-517647000.0,,97023000.0,30000000.0,,,,,,3576000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,,81317000.0,,,28285000.0,-20152000.0,,133502000.0,,,,,10772000.0,47431000.0,,,42661500.0,471502000.0,,,28000.0,555755000.0,,447594000.0,,,,-6074000.0,530000.0,,,,-18644000.0,9988000.0,,-9644000.0,,42254000.0,,,,13175000.0,25325000.0,,,,47431000.0,0.413333,,,1242000.0,,,,,-1659000.0,624000.0,,,370500000.0,111000.0,-363000.0,,,,-23908000.0,42043000.0,,,883000.0,,,35897000.0,,,,,,,,,,,,,,1765000.0,,,,,,74235000.0,,,,,,,691901000.0,413785000.0,,,7082000.0,,63793000.0,306849000.0,,,,108161000.0,,636034000.0,,-42436000.0,,28815000.0,254116000.0,,17513000.0,,,42459000.0,,946017000.0,,,,19251000.0,477578000.0,,,,,17513000.0,,17513000.0,,,,577000.0,,,42737000.0,,,,,468439000.0,,-4254000.0,,,525902000.0,-39589000.0,447594000.0,,0.413333,,13228000.0,0.0,,110132000.0,20000000.0,,,,,,1056000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,158626000.0,28000.0,88939000.0,,92226000.0,28382000.0,-947000.0,701919000.0,92226000.0,,1.373333,,,10471000.0,49555000.0,412371000.0,336712000.0,,447594000.0,0.0,426922000.0,28000.0,701919000.0,49555000.0,459064000.0,126294000.0,,49555000.0,-5785000.0,2251000.0,-70172000.0,,43769000.0,27567000.0,-25252000.0,403650000.0,175999000.0,,50694000.0,,,,44426000.0,45310000.0,-9057000.0,-256273000.0,12096000.0,49555000.0,,4631000.0,,5946000.0,,93696000.0,10136000.0,5946000.0,22278000.0,-4918000.0,,42628500.0,380872000.0,272000.0,,1.366667,,,11470000.0,40104000.0,,,1718000.0,40104000.0,,37544000.0,853000.0,,,114997000.0,153061000.0,,55414000.0,-52049000.0,-22299000.0,,-272480000.0,,253905000.0,2346000.0,2080083000.0,380872000.0,2492454000.0,98327000.0,47367000.0,80464000.0,,,,242855000.0,459064000.0,136327000.0,834593000.0,426922000.0,4257000.0,,7693000.0,,253905000.0,324760000.0,,8616000.0,,242855000.0,73156000.0,679629000.0,459064000.0,-187228000.0,4960000.0,29851000.0,336712000.0,,17911000.0,,,,680827000.0,1171305000.0,,58330000.0,,39525000.0,680827000.0,58330000.0,272000.0,,314044000.0,17911000.0,200000000.0,17911000.0,103718000.0,285295000.0,,8616000.0,50694000.0,834593000.0,43769000.0,8230000.0,,27967000.0,58330000.0,490478000.0,114997000.0,8920000.0,,490478000.0,560839000.0,-209839000.0,459064000.0,1171305000.0,,35366000.0,-9993000.0,0.0,,118790000.0,200000000.0,324760000.0,,,,42412500.0,10136000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,,86244000.0,,,22179000.0,0.0,,204962000.0,,,,,9024000.0,53962000.0,,,42864000.0,459064000.0,,,28000.0,596282000.0,,412153000.0,,,,-8177000.0,2272000.0,,,,-7273000.0,-14000.0,,158000.0,,52241000.0,,,,82353000.0,-23442000.0,,,,53962000.0,0.306667,,,13080000.0,,,,,-42308000.0,-4358000.0,,,378725000.0,-1883000.0,,,,,-46911000.0,2042000.0,,,172000.0,,,33009000.0,,,,,,,,,,,,,,1511000.0,,,,,,78092000.0,,,,,,,736322000.0,393847000.0,,,8558000.0,,248757000.0,337915000.0,,,,184129000.0,,737042000.0,,-96604000.0,,24451000.0,409096000.0,,13155000.0,,,42685500.0,,1145418000.0,,,,-31619000.0,642604000.0,,,,,13155000.0,,13155000.0,,,,8709000.0,,,43338000.0,,,,,502814000.0,,-1199000.0,,,626347000.0,-23627000.0,412153000.0,,0.306667,,-42169000.0,0.0,,110695000.0,200000000.0,,,69485000.0,,,5419000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,,95404000.0,,,27951000.0,0.0,,204182000.0,,,,,11435000.0,59191000.0,,,42066000.0,412153000.0,,,29000.0,621692000.0,,425424000.0,,,,-8921000.0,2307000.0,,,,,-142000.0,,-29088000.0,,22247000.0,,,,55452000.0,62895000.0,,,,,0.393333,,,11137000.0,,,,,36857000.0,-1291000.0,,,367413000.0,-2975000.0,,,,,13271000.0,0.0,,,,,,38588000.0,,,,,,,,,,,,,,,,,,,,87074000.0,,,,,,,761330000.0,428720000.0,,,7924000.0,,250579000.0,354431000.0,,,,196268000.0,,766491000.0,,-66843000.0,,30258000.0,410424000.0,,16516000.0,,,41995500.0,,1171754000.0,,,,53974000.0,679299000.0,,,,,16516000.0,,16516000.0,,,,0.0,,,17139000.0,,,,,492455000.0,,776000.0,,,640829000.0,-20536000.0,425424000.0,,0.393333,,,5338000.0,,125662000.0,228143000.0,,,96661000.0,,,5297000.0,,50170000.0,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,,96545000.0,,,28449000.0,0.0,,200783000.0,0.0,,,,11263000.0,64633000.0,,,41373000.0,425424000.0,,,27000.0,546112000.0,,382436000.0,,,,-11216000.0,1980000.0,,,,,199000.0,,-1774000.0,,111501000.0,,,,51091000.0,-59724000.0,,,,64633000.0,0.42,,,7755000.0,,,,,-87280000.0,-486000.0,,,369705000.0,-4537000.0,-2271000.0,,,,-42988000.0,0.0,,,,,,38944000.0,,,,,,,,,,,,,,2588000.0,,,,,,88030000.0,,,,,,,744446000.0,396613000.0,,,8515000.0,,253166000.0,371617000.0,2182000.0,,,163676000.0,,796329000.0,,-17930000.0,,30429000.0,413427000.0,,17186000.0,,,41373000.0,,1157873000.0,,,,-70940000.0,649779000.0,,,,,17186000.0,,17186000.0,,,,0.0,,,46568000.0,,,,,508094000.0,,-3435000.0,,,669355000.0,18510000.0,382436000.0,,0.413333,,,4775000.0,,126974000.0,200000000.0,,,36510000.0,,,6598000.0,,19153000.0,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,40431000.0,27000.0,100256000.0,,79133000.0,25312000.0,0.0,577032000.0,79133000.0,0.0,1.5,,,9771000.0,65058000.0,491054000.0,420204000.0,,382436000.0,21126000.0,388227000.0,27000.0,577032000.0,65058000.0,387162000.0,147919000.0,,131793000.0,-6376000.0,2155000.0,-1000000.0,,50295000.0,,0.0,459064000.0,-17109000.0,-66735000.0,34321000.0,,,,57628000.0,60702000.0,-1688000.0,-64520000.0,,131793000.0,,8714000.0,,0.0,,103891000.0,0.0,0.0,28862000.0,4447000.0,-66735000.0,41658000.0,358689000.0,-2310000.0,-17703000.0,1.5,,,4726000.0,0.0,,,,0.0,,36158000.0,2127000.0,,7811000.0,113466000.0,-47813000.0,,-71902000.0,0.0,-34690000.0,,-263229000.0,,250295000.0,2361000.0,2621312000.0,358689000.0,3112366000.0,112605000.0,,91565000.0,,,,189870000.0,387162000.0,5741000.0,728982000.0,388227000.0,,,8691000.0,,250295000.0,387158000.0,2042000.0,4019000.0,,189870000.0,-63869000.0,812504000.0,387162000.0,-81852000.0,-13125000.0,27467000.0,420204000.0,,15541000.0,,38202000.0,,638522000.0,1149186000.0,,62398000.0,29538000.0,54326000.0,638522000.0,62398000.0,-2310000.0,,378449000.0,15541000.0,200000000.0,15541000.0,246524000.0,344761000.0,-49940000.0,0.0,124345000.0,728982000.0,22928000.0,323000.0,,35314000.0,62398000.0,510664000.0,113466000.0,-8267000.0,128562000.0,510664000.0,684781000.0,-38867000.0,387162000.0,1149186000.0,,41493000.0,,3609000.0,,127723000.0,227367000.0,387158000.0,128562000.0,96371000.0,,41658000.0,0.0,,29538000.0,,,,,,,,,,,,,,,,,,,,,,,,
