date,quarterlyLongTermDebt,annualGoodwill,annualTotalAssets,annualPretaxIncome,trailingCashDividendsPaid,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,trailingNetIncome,quarterlyTotalNonCurrentAssets,annualAccountsReceivable,quarterlyTotalAssets,annualCashDividendsPaid,annualLongTermDebt,annualNetIncome,quarterlyCurrentAccruedExpenses,trailingInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,annualOtherNonCashItems,annualCommonStockIssuance,annualStockholdersEquity,annualDepreciationAndAmortization,trailingStockBasedCompensation,trailingCommonStockIssuance,annualTotalRevenue,trailingChangeInAccountPayable,annualPurchaseOfInvestment,trailingSaleOfInvestment,annualRetainedEarnings,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingOperatingCashFlow,trailingTotalRevenue,quarterlyInventory,trailingOtherIncomeExpense,annualOperatingIncome,annualAccountsPayable,annualOtherIncomeExpense,annualCurrentLiabilities,annualOperatingCashFlow,trailingOperatingIncome,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,annualNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualOtherIntangibleAssets,trailingEndCashPosition,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,annualInvestmentsAndAdvances,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,annualBasicAverageShares,quarterlyNetOtherFinancingCharges,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualCashAndCashEquivalents,trailingPretaxIncome,annualNetOtherInvestingChanges,trailingInterestExpense,trailingBeginningCashPosition,annualInterestExpense,trailingChangesInAccountReceivables,annualCurrentAssets,annualChangesInAccountReceivables,annualBeginningCashPosition,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,trailingOperatingExpense,annualGrossPPE,trailingCapitalExpenditure,annualOtherNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyDilutedAverageShares,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,annualBasicEPS,annualDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyChangeInAccountPayable,quarterlyBeginningCashPosition,annualRepaymentOfDebt,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,quarterlyAccountsPayable,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,trailingGrossProfit,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyRepaymentOfDebt,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualTaxProvision,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualCapitalStock,trailingCostOfRevenue,annualCostOfRevenue,annualStockBasedCompensation,trailingResearchAndDevelopment,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,annualResearchAndDevelopment,annualNetOtherFinancingCharges,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualDilutedEPS,trailingDepreciationAndAmortization,quarterlyEbitda,annualGrossProfit,annualInventory,trailingChangeInInventory,trailingTaxProvision,trailingPurchaseOfBusiness,annualTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyResearchAndDevelopment,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualChangeInWorkingCapital,annualFreeCashFlow,annualPurchaseOfBusiness,quarterlyPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,trailingFreeCashFlow,quarterlyGrossPPE,annualNetIncomeContinuousOperations,quarterlyCurrentAssets,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
1970-01-01 00:00:00.978220800,,,3543800000.0,,-153000000.0,,,-81000000.0,,,,,,-138600000.0,,-304000000.0,,,,,-18000000.0,,220000000.0,,,,,,200300000.0,27000000.0,2000000.0,3325700000.0,-61000000.0,,19000000.0,,,,,,,,,,,,,,,929000000.0,8736000000.0,,-46000000.0,-78700000.0,,,,,711000000.0,,,,,,,584000000.0,,,,,,-738000000.0,,,,,,121600000.0,,,,220000000.0,,,,,550000000.0,,115000000.0,697000000.0,,191000000.0,,,,,,-138600000.0,,974000000.0,,-346000000.0,,,,-125000000.0,,-0.63,,,,-804000000.0,,,,,-298000000.0,,,,,,-205000000.0,83000000.0,-90300000.0,-81000000.0,,1685000000.0,,,,,,,,,,,,,7051000000.0,3404400000.0,,153000000.0,,,,,,,,,-0.63,357000000.0,,-78700000.0,,91000000.0,169000000.0,0.0,3543800000.0,,,,,,,,,381000000.0,46000000.0,,,,,583000000.0,,-138600000.0,,0.0,837000000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.009756800,,,2357800000.0,,,,,,,,,,,-842900000.0,,,,,,,,,220654450.0,,,,,-141300000.0,197500000.0,,,2757400000.0,,,,,,,,,,,,,,,,,,,,,,-709400000.0,,,,,,,,,,,,,,,,,,,,,,,,-511900000.0,,,,220654450.0,,,,,,,,,,,,,,,,-842900000.0,,,,,,,,,,-3.82,,,,,,,,,,,,,,,,,-76400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.82,,,,,,,,2499100000.0,,,,,,,,,,,,,,,,,-842800000.0,,3466800000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.041292800,,3300000.0,2747200000.0,-154600000.0,,,,,,70800000.0,,,1672300000.0,-22200000.0,,,,,,,,,20000000.0,,,-121600000.0,,-197600000.0,152700000.0,,,2661000000.0,,,,-923700000.0,,,-24500000.0,,,,22500000.0,,-93000000.0,,,,,,,,,66300000.0,242600000.0,-7600000.0,612400000.0,88700000.0,,,,1287200000.0,,,39600000.0,,,,2332400000.0,,,,,,,,242900000.0,219000000.0,647100000.0,,,20000000.0,,-131100000.0,22500000.0,22500000.0,,-7500000.0,,,195000000.0,,768800000.0,,47700000.0,,,-40000000.0,,,1287200000.0,,109400000.0,,,,151900000.0,-2.0,0.0,,,,,,,-121600000.0,,,,,,0.0,,,-70200000.0,,,,,,,200300000.0,-25200000.0,,169500000.0,,8500000.0,,11300000.0,0.0,,2421000000.0,,,,,,23800000.0,-3500000.0,1978400000.0,,,-2.0,,,240000000.0,298100000.0,,,,2944800000.0,,,,13000000.0,73100000.0,18500000.0,0.0,,,,,,,,,,-163100000.0,,173700000.0,,,,,1300000.0,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,,3300000.0,8737400000.0,-290500000.0,,,,,,6600000.0,,,5773000000.0,-319800000.0,,,,,,,,,20005076.0,,,91800000.0,,-187700000.0,353400000.0,,,7080900000.0,,,,-1243500000.0,,,-908500000.0,,,,197800000.0,,786700000.0,,,,,,,,,176500000.0,832100000.0,-38700000.0,1686300000.0,225400000.0,,,,5079300000.0,,,316800000.0,,,,7208300000.0,,,,,,,,158000000.0,529900000.0,1200500000.0,,,20005076.0,,61200000.0,197800000.0,197800000.0,,-427800000.0,,,428300000.0,,2512900000.0,,22500000.0,,,-394100000.0,,,5079300000.0,,613000000.0,,,,482800000.0,-19.7,-3600000.0,,,,,,,-726200000.0,,,,,,15100000.0,,,-193300000.0,,,,,,,702000000.0,113100000.0,,137100000.0,,30800000.0,,118800000.0,194400000.0,,6373100000.0,,,,,,65600000.0,224300000.0,6224500000.0,,,-19.7,,,707800000.0,1039300000.0,,,,8894600000.0,,,,234800000.0,103600000.0,32100000.0,-286000000.0,,,,,,,,,,-321300000.0,,531300000.0,,,,,87800000.0,,,,,,,,,,,,
1970-01-01 00:00:01.080691200,,,,,,-0.48,,,,,,,,,,,,2359900000.0,-29600000.0,,,,,,,,,,,,,,,,,,,166400000.0,,221200000.0,-84600000.0,-84800000.0,,-106700000.0,,,-1800000.0,168200000.0,-70500000.0,,,,,,,,,,,,,,,160000000.0,,,,127700000.0,,,-19100000.0,,,,,,,,,,-139200000.0,,-200000.0,,,,,,,,,,,,,65200000.0,,,1800000.0,,,,,,221200000.0,,,,,,,,,,197800000.0,,,278900000.0,,194000000.0,,,,,,,,,,-0.48,2600000.0,,,-38600000.0,,,,,,,,,,,4900000.0,,,,,,17000000.0,0.0,,,212600000.0,,,,,,,-150200000.0,26400000.0,6600000.0,,,,,,,,-79700000.0,,,2638800000.0,,,,,,,,84900000.0,126000000.0,,-55800000.0,-83400000.0,,,,,,,,,,
1970-01-01 00:00:01.088553600,,,,,,-0.94,,,,,,,,,,,,2420000000.0,8400000.0,,,,,,,,,,,,,,,,,,,163800000.0,,220500000.0,-184500000.0,-185400000.0,,-207300000.0,,,-2100000.0,187100000.0,-33900000.0,,,,,,,,,,,,,,,,,,,151600000.0,,,7300000.0,,,,,,,,,,91000000.0,,-9200000.0,,,,,,,,,,,,,-67100000.0,,,,,,,,,220500000.0,,,,,,,,,,168200000.0,,,334000000.0,,364700000.0,,,,,,,,,,-0.94,-1000000.0,,,-400400000.0,,,,,,,,,,,5500000.0,,,,,,111600000.0,400000000.0,,,120900000.0,,,,,,,36200000.0,22800000.0,11700000.0,,,,,,,,-178300000.0,,,2754000000.0,,,,,,,,-30700000.0,-85100000.0,,-38400000.0,129400000.0,,,,,,,,,,
1970-01-01 00:00:01.096502400,,,,,,0.1,,,,,,,,,,,,2566800000.0,44400000.0,,,,,,,,,,,,,,,,,,,150800000.0,,220500000.0,46500000.0,43700000.0,,21800000.0,,,3100000.0,221000000.0,-56300000.0,,,,,,,,,,,,0.0,,,,,,,131000000.0,,,-7600000.0,,,,,,,,,,-40900000.0,,-13400000.0,,,,,,,,,,,,,-95800000.0,,,,,,,,,220500000.0,,,,,,,,,,187100000.0,,,368000000.0,,202100000.0,,,,,,,,,,0.1,2100000.0,,,-1300800000.0,,,,,,,,,,,-36100000.0,,,,,,73800000.0,-400000000.0,,,296900000.0,,,,,,,-162400000.0,22400000.0,-74100000.0,,,,,,,,10600000.0,,,2934800000.0,,,,,,,,165900000.0,87300000.0,,-50800000.0,9900000.0,,,,,,,,,,
1970-01-01 00:00:01.104451200,6262000000.0,,9436500000.0,-249600000.0,,,0.0,,6237400000.0,1540400000.0,9436500000.0,,6262000000.0,-227700000.0,782100000.0,,1540400000.0,2761300000.0,22200000.0,745300000.0,,7928700000.0,220559441.0,,,291000000.0,5400000.0,-382000000.0,536800000.0,,,11485800000.0,,,,-1471200000.0,,213800000.0,-230000000.0,,-5700000.0,-1200000.0,243200000.0,-23100000.0,83500000.0,217900000.0,-255000000.0,243200000.0,-69300000.0,,,1253900000.0,,699700000.0,1022600000.0,-255800000.0,1853000000.0,180800000.0,,243200000.0,,5150900000.0,243200000.0,,248900000.0,,37500000.0,126500000.0,7928700000.0,,,,9781700000.0,,803100000.0,,,1236500000.0,745300000.0,248900000.0,43300000.0,220559441.0,-12700000.0,181000000.0,243200000.0,243200000.0,,-8600000.0,,,612600000.0,,3199100000.0,,197800000.0,-61200000.0,95800000.0,-315400000.0,,,7368700000.0,,803100000.0,,,,694800000.0,-1.43,-64500000.0,-2217800000.0,,,195700000.0,,221000000.0,,,414900000.0,181000000.0,-63900000.0,1022600000.0,0.0,,,-226600000.0,,,,-382000000.0,,-12300000.0,782100000.0,45400000.0,,37500000.0,-2217800000.0,-29100000.0,,95800000.0,195700000.0,,10089200000.0,,,-3400000.0,5150900000.0,,83000000.0,-35500000.0,6237400000.0,88600000.0,5400000.0,-1.43,,605300000.0,1396600000.0,1253900000.0,,,,9781700000.0,2400000.0,11500000.0,-8700000.0,217900000.0,-274000000.0,-45800000.0,,,,,-3000000.0,-1471200000.0,,3176200000.0,,7368700000.0,-227700000.0,3199100000.0,696900000.0,,1853000000.0,478800000.0,-44700000.0,-158900000.0,-81600000.0,124900000.0,,,,,,,,,,
1970-01-01 00:00:01.112227200,4868800000.0,,,,,-0.45,0.0,,6094500000.0,,9686000000.0,,,,639800000.0,,1781800000.0,2772300000.0,12900000.0,810900000.0,,5890800000.0,,,,,,,,,,,,,,,,161700000.0,,221200000.0,-56400000.0,-56400000.0,,-99500000.0,,211100000.0,-289300000.0,256400000.0,-64400000.0,,,1381100000.0,,,,,,,,256400000.0,,,256400000.0,139600000.0,,,27500000.0,125900000.0,,,,,7988000000.0,,808700000.0,,,,,239700000.0,139700000.0,,-98800000.0,,,,,,,,,,,,,-115100000.0,102800000.0,,,,,,,,221200000.0,,,,,,,,289700000.0,,243500000.0,,,590600000.0,118000000.0,230700000.0,1415500000.0,,,,,,,,1653400000.0,-0.45,-9300000.0,,,,,-2290400000.0,,,,,,,,,32100000.0,5004900000.0,,,,,29400000.0,1489100000.0,,,485800000.0,,,,,,,-160800000.0,24300000.0,17000000.0,,,,,,,,-24300000.0,-1527600000.0,,3362900000.0,,7295300000.0,,3591500000.0,,,2097200000.0,359900000.0,-119900000.0,,-59800000.0,199500000.0,,,,,,,,,,
1970-01-01 00:00:01.120089600,4628600000.0,,,,,0.48,0.0,,5873400000.0,,9081700000.0,,,,632100000.0,,1520000000.0,2830000000.0,-4900000.0,807800000.0,,5646700000.0,,,,,,,,,,,,,,,,180000000.0,,220500000.0,153100000.0,112700000.0,,112700000.0,,210300000.0,-20800000.0,251500000.0,-113400000.0,,,1311200000.0,,,,,,,,251500000.0,,,251500000.0,101100000.0,,,78000000.0,123500000.0,,,,,7373900000.0,,792800000.0,,,,,230900000.0,186500000.0,,-1500000.0,,,,,,,,,,,,,35200000.0,79200000.0,,,,,,,,233000000.0,,,,,,,,289700000.0,,256400000.0,,,509500000.0,14400000.0,205600000.0,1002700000.0,,,,,,,,1663900000.0,0.51,-3700000.0,,,,,-2388300000.0,,,,,,,,,29000000.0,4808400000.0,,,,,,3600000.0,,,427400000.0,,,,,,,-21400000.0,25600000.0,11100000.0,,,,,,,,182000000.0,-1414900000.0,,3339500000.0,,7196700000.0,,3208300000.0,,,1727200000.0,303900000.0,-143300000.0,,-68900000.0,255400000.0,,,,,,,,,,
