date,trailingRepaymentOfDebt,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualOperatingCashFlow,annualGrossPPE,annualNetIncomeCommonStockholders,annualEbitda,annualGrossProfit,quarterlyDilutedEPS,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualChangesInAccountReceivables,quarterlyChangesInAccountReceivables,annualChangeInInventory,trailingBeginningCashPosition,quarterlyBasicAverageShares,trailingOtherIncomeExpense,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualDilutedAverageShares,annualInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyNetOtherFinancingCharges,annualAccumulatedDepreciation,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyOperatingIncome,trailingInvestingCashFlow,quarterlyPurchaseOfInvestment,trailingOperatingExpense,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyEbitda,annualDeferredIncomeTax,trailingNetIncomeContinuousOperations,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,trailingPurchaseOfInvestment,annualNetOtherFinancingCharges,trailingTotalRevenue,annualStockBasedCompensation,annualInterestExpense,trailingStockBasedCompensation,annualEndCashPosition,trailingChangesInAccountReceivables,annualTotalRevenue,annualCapitalStock,annualInvestingCashFlow,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingGrossProfit,annualPurchaseOfInvestment,annualTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyCurrentAssets,trailingFreeCashFlow,annualBasicEPS,annualFreeCashFlow,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,annualCommonStockIssuance,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualBasicAverageShares,annualOperatingIncome,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,quarterlyOtherNonCashItems,annualNetIncome,trailingPretaxIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,trailingEndCashPosition,annualDilutedEPS,annualCashDividendsPaid,trailingCostOfRevenue,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingCashDividendsPaid,annualPretaxIncome,quarterlyOperatingCashFlow,annualNetOtherInvestingChanges,trailingOperatingIncome,annualCostOfRevenue,quarterlyTotalRevenue,annualCashAndCashEquivalents,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualNetIncomeContinuousOperations,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,trailingSaleOfInvestment,trailingOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,annualStockholdersEquity,annualSaleOfInvestment,quarterlyBasicEPS,trailingDepreciationAndAmortization,annualOtherNonCurrentAssets,annualCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualCurrentLiabilities,annualOtherNonCashItems,quarterlyOtherCurrentAssets,annualTaxProvision,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,annualLongTermDebt,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,annualTotalAssets,quarterlyRepaymentOfDebt,quarterlyEndCashPosition,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlyOperatingExpense,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyLongTermDebt,annualAccountsReceivable,annualRetainedEarnings,trailingOperatingCashFlow,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualGoodwill,annualNonCurrentDeferredRevenue,trailingTaxProvision,trailingPurchaseOfBusiness,annualIncomeTaxPayable,annualInventory,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualResearchAndDevelopment,quarterlyInventory,annualCurrentDebt,quarterlyTaxProvision,trailingDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,annualOtherIntangibleAssets,trailingChangeInInventory,quarterlyGoodwill,trailingBasicEPS
,,-13629000.0,136019000.0,-22000.0,331990000.0,10837728000.0,-93696000.0,695083000.0,878801000.0,-0.06,-50938000.0,137376000.0,,2297000.0,9781935000.0,113915000.0,136019000.0,9647558000.0,,9647558000.0,-17055000.0,4440000.0,-22826000.0,,213675000.0,,-25000.0,175111000.0,103098000.0,-131357000.0,-28419000.0,19650000.0,-1190170000.0,580695000.0,,188993000.0,9205000.0,6887396000.0,-280000.0,-22862000.0,-1190170000.0,,-6812000.0,10837728000.0,64249000.0,,-2075000.0,,72739000.0,2929000.0,170997000.0,,,,-23461000.0,0.0,,-234806000.0,,,-54221000.0,,,347996000.0,,113915000.0,,1174697000.0,2297000.0,-86367000.0,0.0,,-3617039000.0,10817000.0,-156838000.0,,-12737000.0,6887396000.0,99572000.0,,6177867000.0,213675000.0,-196707000.0,389981000.0,,-0.5,331990000.0,-19074000.0,22104000.0,709529000.0,893860000.0,6177867000.0,,188993000.0,298106000.0,-30651000.0,22104000.0,0.0,-2389000.0,-93534000.0,,-12099000.0,10171916000.0,,-0.5,-47442000.0,,9781935000.0,,,-100828000.0,117347000.0,8108000.0,,295896000.0,312027000.0,113915000.0,117347000.0,-6812000.0,-100828000.0,,9205000.0,,,-1250000.0,234637000.0,2342468000.0,15538000.0,-0.06,,19650000.0,389981000.0,121093000.0,175111000.0,709529000.0,-11307000.0,0.0,0.0,,-5139000.0,5981289000.0,178505000.0,3870000.0,77390000.0,-9451000.0,10171916000.0,-1137209000.0,113915000.0,,398900000.0,-13629000.0,2342468000.0,170388000.0,-11937000.0,55396000.0,5981289000.0,178505000.0,-196707000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,22527000.0,,,,,,,,0.07,,113915000.0,,2297000.0,,55696000.0,81110000.0,,,9413417000.0,,9327000.0,,,228113000.0,,,,,-105021000.0,-40475000.0,13605000.0,-1260355000.0,,,,,6779654000.0,-35947000.0,-30667000.0,,,-6608000.0,10673772000.0,92559000.0,,-8156000.0,,67966000.0,4851000.0,203761000.0,,,,-58219000.0,0.0,2117000.0,,,,,,,,,,,,,,,,,,,,,,102119000.0,,6118828000.0,229365000.0,-227323000.0,314307000.0,,,,-29170000.0,,660826000.0,,,,,,,25414000.0,,-2998000.0,,,14985000.0,9850809000.0,,,,,9536502000.0,,,,86576000.0,,,,307696000.0,,86576000.0,,,,5087000.0,,,,228362000.0,,,0.07,,,,,121470000.0,,,0.0,,-4598000.0,-2066000.0,,167780000.0,1096000.0,79334000.0,-39774000.0,,-1335058000.0,55696000.0,,,22527000.0,2320313000.0,135803000.0,15401000.0,19658000.0,5975891000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31298000.0,,,,,,,,0.1,,55696000.0,,2451000.0,,61830000.0,83477000.0,,,9351362000.0,,-3263000.0,,,228978000.0,,,,,-83829000.0,-48319000.0,13138000.0,-1360647000.0,,,,,6757784000.0,2654000.0,-15281000.0,,,-8365000.0,10712009000.0,99747000.0,,-11448000.0,,65953000.0,15234000.0,206917000.0,,,,6134000.0,0.0,3006000.0,,,,,,,,,,,,,,,,,,,,,,98064000.0,,6090105000.0,230469000.0,-252967000.0,319535000.0,,,,-45939000.0,,667679000.0,,,,,,,21647000.0,,-3006000.0,,,23205000.0,9800203000.0,,,,,9480668000.0,,,,132064000.0,,,,308077000.0,,132064000.0,,,,5104000.0,,,,232340000.0,,,0.1,,,,,121470000.0,,,0.0,,-12269000.0,-2496000.0,,171131000.0,2377000.0,75737000.0,-42101000.0,,-135078000.0,61830000.0,,,31298000.0,2450430000.0,132593000.0,23473000.0,19939000.0,5947168000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,33864000.0,,0.0,,,,,,0.11,,61830000.0,,2451000.0,,92758000.0,113983000.0,,,9297125000.0,,449000.0,,,244078000.0,,,,,-69548000.0,-57705000.0,13298000.0,-1452732000.0,,,,,6753996000.0,22136000.0,-12158000.0,,276981000.0,-3866000.0,10749857000.0,99873000.0,,-646000.0,,65545000.0,1329000.0,210559000.0,,,,30928000.0,0.0,1896000.0,,,,,,,,,,,,,,,,,,,,,,99242000.0,,6076295000.0,244835000.0,-275043000.0,340838000.0,,,,-49019000.0,,677701000.0,,,,,,,21225000.0,,-3026000.0,,,27030000.0,9775410000.0,,,,,9434572000.0,,,,153650000.0,,,,306592000.0,,153650000.0,,,,5216000.0,,,,233418000.0,,,0.11,,,,,121470000.0,,,0.0,,,-464000.0,,170615000.0,3848000.0,73174000.0,-53174000.0,,-32371000.0,92758000.0,,,33864000.0,2434381000.0,133545000.0,27030000.0,19624000.0,5933358000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,25178000.0,80910000.0,0.0,479210000.0,10802249000.0,88852000.0,817213000.0,927947000.0,0.08,-19022000.0,92758000.0,,2966000.0,9385904000.0,60595000.0,80910000.0,9253015000.0,,9253015000.0,-5347000.0,-11860000.0,,,271904000.0,,0.0,0.0,113915000.0,-73300000.0,-68179000.0,13059000.0,-1549234000.0,533342000.0,,244588000.0,5072000.0,6722099000.0,-18975000.0,-13500000.0,-1549234000.0,239287000.0,-4435000.0,10802249000.0,102522000.0,,-2873000.0,,63348000.0,3783000.0,196232000.0,,,,-32163000.0,45059000.0,2433000.0,-331698000.0,,,-71606000.0,,9452000.0,262812000.0,,60595000.0,,1236599000.0,2966000.0,-200832000.0,45059000.0,,-1806288000.0,-53320000.0,-214678000.0,,-23123000.0,6722099000.0,97275000.0,,6042997000.0,272835000.0,-318762000.0,316498000.0,,0.36,479210000.0,-49019000.0,20315000.0,679102000.0,0.0,6042997000.0,239287000.0,243390000.0,394605000.0,-30132000.0,20315000.0,88028000.0,-3017000.0,89002000.0,,22948000.0,9702402000.0,,0.36,-173147000.0,,9385904000.0,,,112771000.0,106920000.0,4483000.0,,308652000.0,314605000.0,60595000.0,106920000.0,-4435000.0,112771000.0,,5072000.0,,,0.0,234102000.0,2903710000.0,25197000.0,0.08,,13059000.0,316498000.0,80175000.0,0.0,679102000.0,-12047000.0,88028000.0,,,-13996000.0,6042997000.0,182424000.0,-2838000.0,80503000.0,-65783000.0,9702402000.0,-303781000.0,60595000.0,,396700000.0,25178000.0,2903710000.0,131580000.0,23098000.0,20954000.0,6042997000.0,182424000.0,-318762000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31136000.0,,,,,,,,0.1,,60595000.0,,2985000.0,,68184000.0,88212000.0,,,9174599000.0,,3675000.0,,,296189000.0,,,,,-73476000.0,-40411000.0,12852000.0,-1628329000.0,,,,,6686461000.0,-23723000.0,-23510000.0,,,-6838000.0,10802928000.0,94190000.0,,-4200000.0,,62564000.0,4499000.0,202244000.0,,,,7589000.0,0.0,12951000.0,,,,,,,,,,,,,,,,,,,,,,95014000.0,,6059258000.0,297715000.0,-355872000.0,328700000.0,,,,-67079000.0,,627203000.0,,,,,,,20028000.0,,-2951000.0,,,30419000.0,9639179000.0,,,,,9310479000.0,,,,112937000.0,,,,315293000.0,,112937000.0,,,,5056000.0,,,,235944000.0,,,0.1,,,,,0.0,,,0.0,,-2608000.0,-490000.0,,178801000.0,-1678000.0,79349000.0,-31872000.0,,-841043000.0,68184000.0,,,31136000.0,2895298000.0,141754000.0,30423000.0,30715000.0,6059258000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,55167000.0,,,,,,,,0.18,,68184000.0,,2985000.0,,42735000.0,62769000.0,,,9167136000.0,,9382000.0,,,298464000.0,,,,,-108537000.0,-109742000.0,14115000.0,-1711841000.0,,,,,6635261000.0,19608000.0,-1509000.0,,,-6136000.0,10878977000.0,110219000.0,,-5451000.0,,62158000.0,5406000.0,221766000.0,,,,-25449000.0,0.0,2597000.0,,,,,,,,,,,,,,,,,,,,,,93534000.0,,5998651000.0,298994000.0,-369194000.0,293291000.0,,,,-67159000.0,,636610000.0,,,,,,,20034000.0,,-2728000.0,,,54106000.0,9577504000.0,,,,,9284213000.0,,,,158456000.0,,,,312111000.0,,158456000.0,,,,5039000.0,,,,237470000.0,,,0.18,,,,,0.0,,,0.0,,-8937000.0,7106000.0,,169359000.0,2542000.0,74641000.0,-75368000.0,,-336869000.0,42735000.0,,,55167000.0,2885094000.0,127251000.0,54112000.0,20285000.0,5998651000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,54819000.0,,,,,,,,0.18,,42735000.0,,2985000.0,,37983000.0,62572000.0,,,9111681000.0,,-2555000.0,,,298464000.0,,,,,-92523000.0,-49518000.0,17134000.0,-1798676000.0,,,,,6595936000.0,-4950000.0,-2975000.0,,,-6227000.0,10910357000.0,113179000.0,,-9669000.0,,61567000.0,5109000.0,218825000.0,,,,-4752000.0,0.0,3811000.0,,,,,,,,,,,,,,,,,,,,,,92509000.0,,5969336000.0,298936000.0,-382797000.0,287249000.0,,,,-67160000.0,,626600000.0,,,,,,,24589000.0,,-1951000.0,,,53767000.0,9527623000.0,,,,,9240374000.0,,,,140531000.0,,,,313025000.0,,140531000.0,,,,5047000.0,,,,239601000.0,,,0.18,,,,,0.0,,,0.0,,-12387000.0,3207000.0,,171914000.0,1318000.0,73424000.0,-52760000.0,,-674378000.0,37983000.0,,,54819000.0,2874891000.0,126422000.0,53773000.0,22030000.0,5969336000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,56414000.0,92529000.0,,534025000.0,10947998000.0,193570000.0,860483000.0,955592000.0,0.18,12885000.0,37983000.0,,2991000.0,9183530000.0,69528000.0,92529000.0,9067313000.0,,9067313000.0,1829000.0,-8673000.0,-40460000.0,,298868000.0,,,0.0,60595000.0,-61488000.0,-42471000.0,17197000.0,-1880685000.0,525929000.0,,305017000.0,5019000.0,6577705000.0,-22505000.0,-1479000.0,-1880685000.0,258893000.0,-2509000.0,10947998000.0,112075000.0,,-4958000.0,,58723000.0,6427000.0,217648000.0,,,,31545000.0,0.0,3972000.0,-336024000.0,,,-29473000.0,,23331000.0,245012000.0,,69528000.0,,1265980000.0,2991000.0,-189068000.0,0.0,,-2240593000.0,8933000.0,-242142000.0,,-24278000.0,6577705000.0,89121000.0,,5974266000.0,299697000.0,-400945000.0,314477000.0,,0.65,534025000.0,-66883000.0,23001000.0,603439000.0,,5974266000.0,258893000.0,298004000.0,429663000.0,-31570000.0,23001000.0,88998000.0,-1775000.0,193720000.0,,55262000.0,9498007000.0,,0.65,-268281000.0,,9183530000.0,,,197536000.0,122101000.0,1675000.0,,310388000.0,325551000.0,69528000.0,122101000.0,-2509000.0,197536000.0,,5019000.0,,,-823000.0,242577000.0,2869783000.0,21441000.0,0.18,,17197000.0,314477000.0,98454000.0,0.0,603439000.0,-9405000.0,88998000.0,,-16528000.0,3062000.0,5974266000.0,180486000.0,-507000.0,82974000.0,-29068000.0,9498007000.0,-388303000.0,69528000.0,,370178000.0,56414000.0,2869783000.0,130502000.0,55412000.0,25424000.0,5974266000.0,180486000.0,-400945000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,61549000.0,,,,,,,,0.2,,69528000.0,,2992000.0,,105822000.0,128988000.0,,,8990042000.0,,10589000.0,,,299180000.0,,,,,-40649000.0,-36340000.0,17283000.0,-1957169000.0,,,,,6560182000.0,-33528000.0,-1297000.0,,,-2448000.0,10947211000.0,119719000.0,,-6893000.0,,57443000.0,6810000.0,219471000.0,,,-1165000.0,36294000.0,0.0,-1582000.0,,,,,,,,,,,,,,,,,,,,,,89461000.0,,6007397000.0,299379000.0,-413445000.0,343097000.0,,,,-73447000.0,,552785000.0,,,,,,,23166000.0,,-1898000.0,,,60477000.0,9465258000.0,,,,,9122161000.0,,,,114002000.0,,,,323104000.0,,114002000.0,,,,5023000.0,,,,243662000.0,,,0.2,,,,,0.0,,,0.0,,-5310000.0,-727000.0,,169898000.0,-636000.0,79442000.0,-37059000.0,,-4740000.0,105822000.0,,,61549000.0,2853218000.0,123943000.0,60477000.0,20724000.0,6007397000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,65470000.0,,,,,,,,0.21,,105822000.0,,3011000.0,,114272000.0,143024000.0,,,8929664000.0,,-38000.0,,,299872000.0,,,,,-115637000.0,-47299000.0,17122000.0,-2034045000.0,,,,,6526748000.0,7474000.0,-2586000.0,,,-1281000.0,10963709000.0,115322000.0,,-10468000.0,,56184000.0,4899000.0,217472000.0,,,-1918000.0,8450000.0,0.0,6160000.0,,,,,,,,,,,,,,,,,,,,,,86720000.0,,5966533000.0,300204000.0,-423018000.0,360709000.0,,,,-73394000.0,,560215000.0,,,,,,,28752000.0,,-1488000.0,,,64447000.0,9427789000.0,,,,,9067080000.0,,,,156457000.0,,,,310057000.0,,156457000.0,,,,5028000.0,,,,239959000.0,,,0.21,,,,,0.0,,,115266000.0,,-10304000.0,6332000.0,,169824000.0,-36000.0,70098000.0,-32370000.0,,-770807000.0,114272000.0,,,65470000.0,2866042000.0,124637000.0,64456000.0,27198000.0,5966533000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,57805000.0,,,,,,,,0.19,,114272000.0,,3043000.0,,31143000.0,57723000.0,,,8859761000.0,,-6509000.0,,,303013000.0,,,,,-184007000.0,-58962000.0,41232000.0,-2100229000.0,,,,,6424175000.0,-2105000.0,-10282000.0,,,-15000.0,10959990000.0,117382000.0,,-17811000.0,,57855000.0,19913000.0,213997000.0,,,-123000.0,-83129000.0,0.0,3463000.0,,,,,,,,,,,,,,,,,,,,,,88982000.0,,5857431000.0,303521000.0,-440348000.0,279471000.0,,,,-73786000.0,,566744000.0,,,,,,,26580000.0,,-620000.0,,,57483000.0,9312709000.0,,,,,9033238000.0,,,,148080000.0,,,,318577000.0,,148080000.0,,,,5044000.0,,,,239724000.0,,,0.19,,,,,0.0,,,0.0,,-17487000.0,-1722000.0,,176086000.0,-876000.0,78853000.0,-47202000.0,,-895371000.0,31143000.0,,,57805000.0,2884155000.0,122342000.0,57492000.0,21787000.0,5857431000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,93318000.0,76975000.0,,567195000.0,11009058000.0,275478000.0,892115000.0,967856000.0,0.31,25689000.0,31143000.0,,3043000.0,9013027000.0,51402000.0,76975000.0,8842004000.0,,8842004000.0,1566000.0,-2476000.0,,,304292000.0,,-2846000.0,0.0,69528000.0,-93414000.0,-96660000.0,40315000.0,-2167054000.0,488732000.0,,305060000.0,7921000.0,6392525000.0,-10677000.0,-185000.0,-2167054000.0,,21519000.0,11009058000.0,126701000.0,,-11153000.0,,55189000.0,12025000.0,241175000.0,,,-98000.0,20259000.0,0.0,3528000.0,-433707000.0,,,-14350000.0,,11569000.0,226671000.0,,51402000.0,,1275772000.0,3043000.0,-151614000.0,0.0,,-1754471000.0,-18126000.0,-239261000.0,,-46325000.0,6392525000.0,84409000.0,,5838889000.0,305192000.0,-426552000.0,306658000.0,,0.91,567195000.0,-74578000.0,25573000.0,553636000.0,,5838889000.0,,301601000.0,479124000.0,-38836000.0,25573000.0,0.0,399000.0,275628000.0,,93053000.0,9319685000.0,,0.91,-295205000.0,,9013027000.0,,,278142000.0,148656000.0,-9733000.0,,307916000.0,324034000.0,51402000.0,148656000.0,21519000.0,278142000.0,,7921000.0,,,-3304000.0,244511000.0,2922884000.0,43647000.0,0.31,,40315000.0,306658000.0,92248000.0,0.0,553636000.0,-3607000.0,0.0,,,21806000.0,5838889000.0,178216000.0,-8185000.0,79523000.0,-34983000.0,9319685000.0,-83553000.0,51402000.0,,349572000.0,93318000.0,2922884000.0,117810000.0,93203000.0,22539000.0,5838889000.0,178216000.0,-426552000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,71655000.0,,,,,,,,0.23,,102869000.0,,3049000.0,,59883000.0,84613000.0,,,8870259000.0,,-3593000.0,,,304569000.0,,,,,2510000.0,-144071000.0,42693000.0,-2226018000.0,,,,,6437481000.0,-50369000.0,-1009000.0,,,24139000.0,11096277000.0,125976000.0,,-7502000.0,,55731000.0,8335000.0,221317000.0,,,-2463000.0,1513000.0,0.0,2126000.0,,,,,,,,,,,,,,,,,,,,,,86135000.0,,5924834000.0,304795000.0,-434453000.0,310651000.0,,,,-79493000.0,,512647000.0,,,,,,,24730000.0,,460000.0,,,71569000.0,9359098000.0,,,,,9048447000.0,,,,108150000.0,,,,325806000.0,,108150000.0,,,,7963000.0,,,,241914000.0,,,0.23,,,,,0.0,,,0.0,,-12321000.0,1410000.0,,181539000.0,0.0,83892000.0,-109147000.0,,-452961000.0,104382000.0,,,71655000.0,2920969000.0,115938000.0,71579000.0,20957000.0,5924834000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,75438000.0,,,,,,,,0.25,,104382000.0,,3049000.0,,54479000.0,79254000.0,,,8734523000.0,,-10335000.0,,,304914000.0,,,,,-186063000.0,-42618000.0,56744000.0,-2280581000.0,,,,,6381326000.0,15012000.0,-8299000.0,,,21027000.0,11015104000.0,123854000.0,,-5473000.0,,57443000.0,5380000.0,229751000.0,,,-198000.0,18262000.0,0.0,2848000.0,,,,,,,,,,,,,,,,,,,,,,89297000.0,,5819948000.0,305115000.0,-439213000.0,366660000.0,,,,-79310000.0,,561378000.0,,,,,,,24775000.0,,912000.0,,,75389000.0,9297074000.0,,,,,8930414000.0,,,,174037000.0,,,,322818000.0,,174037000.0,,,,7972000.0,,,,245729000.0,,,0.25,,,,,0.0,,,0.0,,,9027000.0,,219241000.0,0.0,77089000.0,30288000.0,,-839736000.0,122644000.0,,,75438000.0,2915748000.0,121875000.0,75438000.0,23248000.0,5819948000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,83380000.0,,,,,,,,0.27,,122644000.0,,3049000.0,,29978000.0,58818000.0,,,8610429000.0,,-1747000.0,,,304936000.0,,,,,-184276000.0,-65137000.0,51920000.0,-2320090000.0,,,,,6274879000.0,-14030000.0,-3261000.0,,561191000.0,20054000.0,10930519000.0,120622000.0,,-11023000.0,,57410000.0,6925000.0,235029000.0,,,-53000.0,19374000.0,0.0,2864000.0,,,,,,,,,,,,,,,,,,,,,,86596000.0,,5713688000.0,305176000.0,-435458000.0,390731000.0,,,,-79303000.0,,561191000.0,,,,,,,28840000.0,,1376000.0,,,83380000.0,9196220000.0,,,,,8805489000.0,,,,138926000.0,,,,314496000.0,,138926000.0,,,,0.0,,,,238915000.0,,,0.27,,,,,561191000.0,,,0.0,,,20168000.0,,219873000.0,12369000.0,75581000.0,64724000.0,,-441659000.0,142018000.0,,,83380000.0,2921341000.0,118293000.0,83380000.0,22838000.0,5713688000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,69896000.0,84944000.0,,551941000.0,10921491000.0,300254000.0,902057000.0,967991000.0,0.23,31636000.0,142018000.0,,3046000.0,8783032000.0,56938000.0,84944000.0,8560421000.0,,8560421000.0,-26458000.0,-10783000.0,,,304892000.0,,0.0,569340000.0,102869000.0,-123330000.0,-141534000.0,75103000.0,-2361070000.0,472598000.0,,305281000.0,0.0,6245578000.0,-25267000.0,44000.0,-2361070000.0,569340000.0,24211000.0,10921491000.0,124941000.0,,-4265000.0,,56076000.0,4983000.0,215960000.0,,,-5872000.0,-31241000.0,0.0,2639000.0,-491159000.0,,,-12525000.0,,10477000.0,226660000.0,,110777000.0,,1283180000.0,3046000.0,-52874000.0,0.0,,-1827575000.0,7908000.0,-393360000.0,,-28263000.0,6245578000.0,83366000.0,,5676238000.0,305265000.0,-449375000.0,370894000.0,,0.98,551941000.0,-79283000.0,28006000.0,569340000.0,,5676238000.0,569340000.0,304834000.0,495393000.0,-74654000.0,28006000.0,0.0,1411000.0,300293000.0,,69896000.0,9153926000.0,,0.98,-317389000.0,,8783032000.0,,,300369000.0,130828000.0,,,315189000.0,320060000.0,56938000.0,130828000.0,24211000.0,300369000.0,,0.0,,,-5872000.0,241433000.0,2908348000.0,25623000.0,0.23,,75103000.0,370894000.0,92247000.0,569340000.0,569340000.0,4159000.0,0.0,,,1031000.0,5676238000.0,232111000.0,0.0,78627000.0,-38739000.0,9153926000.0,-93219000.0,110777000.0,,345394000.0,69896000.0,2908348000.0,116492000.0,69896000.0,25204000.0,5676238000.0,232111000.0,-449375000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,61022000.0,,,,,,,,0.2,,110777000.0,,3028000.0,,27332000.0,54395000.0,,,,,12171000.0,,,304158000.0,,,,,-170694000.0,-76803000.0,50406000.0,,,,,,6126282000.0,-28755000.0,-184000.0,,504171000.0,28898000.0,,120736000.0,,-3655000.0,,55171000.0,4496000.0,206576000.0,,,-29765000.0,-18008000.0,,2484000.0,,,,,,,,,,,,,,,,,,,,,,83559000.0,,5622111000.0,304278000.0,-471832000.0,339144000.0,,,,-84165000.0,,504171000.0,,,,,,,27063000.0,,1554000.0,,,61022000.0,8987858000.0,,,,,8648714000.0,,,,124450000.0,,,,317175000.0,,124450000.0,,,,27063000.0,,,,235960000.0,,,0.2,,,,,504171000.0,,,,,,-4543000.0,,219312000.0,,81215000.0,28236000.0,,-54858000.0,92769000.0,,,61022000.0,2861576000.0,115224000.0,61022000.0,22426000.0,5622111000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
