date,trailingRepaymentOfDebt,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualOperatingCashFlow,annualGrossPPE,annualNetIncomeCommonStockholders,annualEbitda,annualGrossProfit,quarterlyDilutedEPS,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualChangesInAccountReceivables,quarterlyChangesInAccountReceivables,annualChangeInInventory,trailingBeginningCashPosition,quarterlyBasicAverageShares,trailingOtherIncomeExpense,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualDilutedAverageShares,annualInvestmentsAndAdvances,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyNetOtherFinancingCharges,annualAccumulatedDepreciation,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyOperatingIncome,trailingInvestingCashFlow,quarterlyPurchaseOfInvestment,trailingOperatingExpense,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyEbitda,annualDeferredIncomeTax,trailingNetIncomeContinuousOperations,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,trailingPurchaseOfInvestment,annualNetOtherFinancingCharges,trailingTotalRevenue,annualStockBasedCompensation,annualInterestExpense,trailingStockBasedCompensation,annualEndCashPosition,trailingChangesInAccountReceivables,annualTotalRevenue,annualCapitalStock,annualInvestingCashFlow,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingGrossProfit,annualPurchaseOfInvestment,annualTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyCurrentAssets,trailingFreeCashFlow,annualBasicEPS,annualFreeCashFlow,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,annualCommonStockIssuance,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualBasicAverageShares,annualOperatingIncome,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,quarterlyOtherNonCashItems,annualNetIncome,trailingPretaxIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,trailingEndCashPosition,annualDilutedEPS,annualCashDividendsPaid,trailingCostOfRevenue,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingCashDividendsPaid,annualPretaxIncome,quarterlyOperatingCashFlow,annualNetOtherInvestingChanges,trailingOperatingIncome,annualCostOfRevenue,quarterlyTotalRevenue,annualCashAndCashEquivalents,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualNetIncomeContinuousOperations,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,trailingSaleOfInvestment,trailingOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,annualStockholdersEquity,annualSaleOfInvestment,quarterlyBasicEPS,trailingDepreciationAndAmortization,annualOtherNonCurrentAssets,annualCurrentAssets,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualCurrentLiabilities,annualOtherNonCashItems,quarterlyOtherCurrentAssets,annualTaxProvision,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,annualLongTermDebt,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,annualTotalAssets,quarterlyRepaymentOfDebt,quarterlyEndCashPosition,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlyOperatingExpense,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyLongTermDebt,annualAccountsReceivable,annualRetainedEarnings,trailingOperatingCashFlow,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualGoodwill,annualNonCurrentDeferredRevenue,trailingTaxProvision,trailingPurchaseOfBusiness,annualIncomeTaxPayable,annualInventory,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCommonStockIssuance,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualResearchAndDevelopment,quarterlyInventory,annualCurrentDebt,quarterlyTaxProvision,trailingDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,annualOtherIntangibleAssets,trailingChangeInInventory,quarterlyGoodwill,trailingBasicEPS
1970-01-01 00:00:01.569801600,-1538409000.0,,,,,,-160499000.0,667300000.0,857810000.0,,-83167000.0,,-33538000.0,,,,,,-653968000.0,,,,,65019000.0,,49472000.0,,,,,,,,512716000.0,103809000.0,180675000.0,,,,,,,,,,78990000.0,,442603000.0,,,,,290268000.0,,,,,,192129000.0,-41218000.0,,1172764000.0,,376843000.0,10219000.0,,-27260000.0,1149815000.0,,,,-34270000.0,,,,875528000.0,,,,-34682000.0,,,,,541440000.0,,,,,,,,,180675000.0,345094000.0,,,,,-160499000.0,290268000.0,,,31481000.0,,,297236000.0,,290268000.0,-333859000.0,-111571000.0,,,432925000.0,292005000.0,,,,,-127819000.0,-37328000.0,,53313000.0,11807000.0,,,,,,315123000.0,,,96525000.0,,,,,-2440000.0,,,,,,,,,,,289717000.0,,,,,,,,,,541440000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,308895000.0,,-321387000.0,472363000.0,833197000.0,,-250315000.0,,,,,,,,,,15115000.0,,,,,,-254000.0,,170025000.0,,,,,501689000.0,,223492460.0,,,,,,,,,,,,,,,,-8952000.0,,,,,,-130686000.0,,,-245990000.0,,,374388000.0,,304522000.0,,1125104000.0,,-43712000.0,,,-1294133000.0,134497000.0,-78216000.0,,-16112000.0,,,,,,,,,-1.438022,308895000.0,,,,0.0,,,223492460.0,331508000.0,-3173000.0,,,,-321387000.0,,,,,-1.438022,0.0,,,,,-293195000.0,,-21271000.0,,291907000.0,,,,,-276701000.0,,,,,,,,10355000.0,,,,,94644000.0,,,13694000.0,,-16494000.0,,,,,,,,,,,,332877000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,180633000.0,,173839000.0,9792453000.0,67371000.0,978223000.0,825115000.0,,281116000.0,,,,9607884000.0,,,9496903000.0,,,7929000.0,,,,,,-1335801000.0,189133000.0,304522000.0,,,,,594199000.0,,223492460.0,15808000.0,,,,-295550000.0,,,,,,,,,,,,,,,,,1133318000.0,,,484874000.0,,,394345000.0,,205806000.0,,1113380000.0,1000.0,-1405873000.0,0.0,,-2798845000.0,-98716000.0,-115928000.0,,-23937000.0,7574836000.0,,,,,,,,0.301446,173839000.0,,23027000.0,,1742426000.0,6883682000.0,691154000.0,223492460.0,230916000.0,-23544000.0,,0.0,,67508000.0,,,,,0.301446,-137000.0,,,,,117687000.0,,-9552000.0,,288265000.0,,157606000.0,,44000.0,117687000.0,,,,,0.0,,1858494000.0,20506000.0,,,15815000.0,424382000.0,107871000.0,,691154000.0,-4619000.0,,0.0,,,6694549000.0,,,,,10032266000.0,,,,416022000.0,,,,,,,145467000.0,115214000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-50819000.0,,,,,,,,-0.16967,,157606000.0,,,,,,,,,,-3977000.0,,,223492460.0,,,,,-28068000.0,-38721000.0,,,,,,,,-29871000.0,-322000.0,,,,,45136000.0,,-2768000.0,,96460000.0,3317000.0,180468000.0,,,,-31218000.0,,,,,,,,,,,,,,,,,,,,,,,,123025000.0,,,223492460.0,,,,,,0.0,,,,,,,,,,,-4260000.0,,,-37920000.0,,,,,,,,,,40644000.0,,,,280607000.0,,40644000.0,,,,,,,,207230000.0,,,-0.16967,,,,,,,,,,4217000.0,505000.0,,,-7235000.0,73377000.0,-43794000.0,,-27746000.0,126388000.0,,,-50819000.0,,162094000.0,-37920000.0,24263000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-41703000.0,,,,,,,,,,126388000.0,,,,,,,,,,2819000.0,,,,,,,,-25564000.0,-40317000.0,,,,,,,,-1857000.0,-456000.0,,,,,54521000.0,,2768000.0,,97109000.0,-2467000.0,181034000.0,,,,12913000.0,,,,,,,,,,,,,,,,,,,,,,,,115581000.0,,,,,,,,,0.0,,,,,,,,,,,-4771000.0,,,-34114000.0,,,,,,,,,,67476000.0,,,,276752000.0,,67476000.0,,,,,,,,206944000.0,,,,,,,,,,,,,-20005000.0,885000.0,,,7233000.0,69808000.0,-28999000.0,,-25108000.0,139301000.0,,,-41703000.0,,152423000.0,-34114000.0,23993000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-33122000.0,,-21000.0,,,,,,-0.126841,,139301000.0,,,,,,,,,,-7613000.0,,,223492460.0,,,,,-117421000.0,-51181000.0,,,,,,,,1315000.0,-10919000.0,,,,,65618000.0,,-2433000.0,,97385000.0,,185757000.0,,,,-73563000.0,,,,,,,,,,,,,,,,,,,,,,,,110752000.0,,,223492460.0,,,,,,-9456000.0,,,,,,,,,,,-3620000.0,,,-28348000.0,,,,,,,,,,77228000.0,,,,280492000.0,,77228000.0,,,,,,,,210621000.0,,,-0.126841,,,,,,,,,,-9861000.0,-1355000.0,,,3406000.0,69871000.0,-33370000.0,,-457046000.0,65738000.0,,,-33122000.0,,145003000.0,-28348000.0,20506000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-26690000.0,127981000.0,-57000.0,268847000.0,9894426000.0,-46549000.0,738457000.0,838224000.0,,964000.0,65738000.0,,1000.0,9228644000.0,103098000.0,127981000.0,9098130000.0,,9098130000.0,-11793000.0,-3022000.0,,,,,-1496000.0,195907000.0,157606000.0,-33600000.0,-52994000.0,19358000.0,-796296000.0,605314000.0,,223492460.0,16038000.0,7327375000.0,1685000.0,-3405000.0,-796296000.0,632112000.0,-39000.0,9894426000.0,65159000.0,,-19683000.0,,95984000.0,,194496000.0,-687000.0,,,37360000.0,0.0,,-204653000.0,,,-15102000.0,,,386380000.0,,103098000.0,,1125797000.0,1000.0,-118702000.0,0.0,,-530342000.0,-54508000.0,-183213000.0,,-22116000.0,7327375000.0,110196000.0,,6695263000.0,,-26559000.0,375085000.0,,-0.20828,268847000.0,-9753000.0,24883000.0,632112000.0,0.0,6695263000.0,632112000.0,223492460.0,232910000.0,-28728000.0,24883000.0,0.0,-2391000.0,-122567000.0,,53829000.0,9603729000.0,,-0.20828,-19209000.0,,9228644000.0,,,-152506000.0,83499000.0,16266000.0,,287573000.0,290651000.0,103098000.0,83499000.0,-39000.0,-152506000.0,,16038000.0,,,,215270000.0,1721495000.0,19608000.0,,,19358000.0,375085000.0,88870000.0,195907000.0,632112000.0,-15042000.0,0.0,0.0,,4135000.0,6499356000.0,156944000.0,14278000.0,75381000.0,-12539000.0,9603729000.0,-20442000.0,103098000.0,,459554000.0,-26690000.0,1721495000.0,150111000.0,-22189000.0,21839000.0,6499356000.0,156944000.0,-26559000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-22506000.0,,,,,,,,-0.087247,,103098000.0,,1000.0,,106392000.0,131723000.0,,,9002120000.0,,-13905000.0,,,223492460.0,,,,,-7483000.0,-35278000.0,19085000.0,-908051000.0,,,,,7290269000.0,-43751000.0,-4824000.0,,596110000.0,0.0,9910171000.0,69043000.0,,-412000.0,,92022000.0,0.0,184996000.0,,,,3294000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,103360000.0,,6694159000.0,223492460.0,-55514000.0,396217000.0,,,,-9456000.0,,596110000.0,,,,,,,25331000.0,,-5173000.0,,,-19499000.0,9529999000.0,,,,,9133782000.0,,,,33628000.0,,,,287073000.0,,33628000.0,,,,16175000.0,,,,211212000.0,,,-0.087247,,,,,195661000.0,,,0.0,,-4528000.0,473000.0,,170548000.0,1827000.0,75861000.0,-22851000.0,,-50203000.0,106392000.0,,,-22506000.0,1693793000.0,142169000.0,-19499000.0,24029000.0,6498498000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-20167000.0,,,,,,,,-0.193573,,106392000.0,,1000.0,,142006000.0,165599000.0,,,8855876000.0,,-11324000.0,,,223492460.0,,,,,-27292000.0,-30808000.0,24509000.0,-1008059000.0,,,,,7279949000.0,-2270000.0,-3367000.0,,604882000.0,-49000.0,9863935000.0,79647000.0,,-7773000.0,,94373000.0,9465000.0,182828000.0,,,,35614000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,99387000.0,,6675067000.0,223492460.0,-108232000.0,451174000.0,,,,-9457000.0,,604882000.0,,,,,,,23593000.0,,-1341000.0,,,-43262000.0,9449961000.0,,,,,8998787000.0,,,,76117000.0,,,,278220000.0,,76117000.0,,,,16446000.0,,,,209566000.0,,,-0.193573,,,,,194698000.0,,,0.0,,-10541000.0,-5441000.0,,181554000.0,-4790000.0,68654000.0,-13211000.0,,-14468000.0,142006000.0,,,-20167000.0,1641025000.0,129919000.0,-43262000.0,18724000.0,6480369000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-23463000.0,,-2000.0,,,,,,-0.084294,,142006000.0,,1822000.0,,137376000.0,160338000.0,,,8836459000.0,,3734000.0,,,223492460.0,,,,,-68674000.0,-62333000.0,33621000.0,-1085671000.0,,,,,7277865000.0,15650000.0,-23168000.0,,,-7732000.0,9922130000.0,82944000.0,,-2477000.0,,86134000.0,3144000.0,173253000.0,,,,-4630000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,96581000.0,,6671702000.0,223492460.0,-136524000.0,420765000.0,,,,-9455000.0,,606163000.0,,,,,,,22962000.0,,-2404000.0,,,-18839000.0,9404875000.0,,,,,8984110000.0,,,,104898000.0,,,,293368000.0,,104898000.0,,,,9155000.0,,,,220445000.0,,,-0.084294,,,,,172978000.0,,,0.0,,-10219000.0,-20273000.0,,178304000.0,7201000.0,72923000.0,-40854000.0,,-2415159000.0,137376000.0,,,-23463000.0,1606606000.0,137501000.0,-18839000.0,23605000.0,6477257000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
