date,annualLongTermDebt,annualAccountsReceivable,annualCashDividendsPaid,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,annualBasicAverageShares,trailingCashDividendsPaid,quarterlyLongTermDebt,annualPretaxIncome,annualPurchaseOfInvestment,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualNetIncome,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,annualGoodwill,annualSaleOfInvestment,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualRetainedEarnings,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualBasicEPS,annualDepreciationAndAmortization,quarterlyGoodwill,annualInvestingCashFlow,annualDilutedAverageShares,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,trailingOtherIncomeExpense,annualEndCashPosition,trailingOperatingIncome,quarterlyInventory,trailingTotalRevenue,annualOperatingIncome,annualOtherIntangibleAssets,annualCurrentLiabilities,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,annualNetPPE,annualAccountsPayable,annualOperatingCashFlow,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,trailingNetOtherInvestingChanges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualOtherNonCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualDilutedEPS,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualBeginningCashPosition,annualCurrentAssets,annualInterestExpense,quarterlyOtherCurrentAssets,trailingCapitalExpenditure,trailingBeginningCashPosition,trailingOperatingExpense,annualChangesInAccountReceivables,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualAccumulatedDepreciation,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,annualRepaymentOfDebt,quarterlyCapitalStock,trailingRepaymentOfDebt,trailingRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualChangeInCashSupplementalAsReported,trailingGrossProfit,annualTaxProvision,trailingInterestExpense,trailingNetIncomeCommonStockholders,annualCapitalExpenditure,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingCostOfRevenue,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,annualOtherCurrentAssets,annualTotalRevenue,annualCostOfRevenue,annualCurrentDebt,annualCapitalStock,quarterlyNetPPE,annualNetOtherFinancingCharges,annualGrossProfit,annualStockBasedCompensation,annualFreeCashFlow,annualTotalNonCurrentAssets,annualResearchAndDevelopment,trailingDepreciationAndAmortization,trailingChangeInInventory,annualInventory,trailingTaxProvision,trailingNetIncomeContinuousOperations,annualPurchaseOfBusiness,trailingPurchaseOfBusiness,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualChangeInInventory,quarterlyGrossPPE,trailingFreeCashFlow,trailingNetIncome,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,annualOperatingExpense,annualTotalLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyPretaxIncome,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyCostOfRevenue,quarterlyStockBasedCompensation,quarterlyBasicAverageShares,trailingCommonStockIssuance,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyDilutedEPS,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyNetIncomeContinuousOperations,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyBasicEPS,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyEbitda,annualIncomeTaxPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyNetIncome,quarterlyInterestExpense,quarterlySellingGeneralAndAdministration,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,trailingSaleOfInvestment,quarterlyCapitalExpenditure,quarterlyOperatingExpense,trailingDeferredIncomeTax,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyDilutedAverageShares,trailingResearchAndDevelopment,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,annualCurrentAccruedExpenses,quarterlyTotalRevenue,trailingDilutedAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit
1987-05-31,3030100000.0,,,,,1828512397.0,-11395000000.0,,1025700000.0,,,,584100000.0,,,,,2607000000.0,5543100000.0,,,368000000.0,,4100700000.0,12479500000.0,,0.31944,,,0.0,1828512397.0,17871000000.0,,,,,-567000000.0,0.0,16754000000.0,,44288000000.0,926700000.0,120400000.0,2108400000.0,,434500000.0,,,7818200000.0,,0.0,,4828000000.0,,15593000000.0,-20515000000.0,-501000000.0,,,1418900000.0,,,1797900000.0,267800000.0,,15049000000.0,0.31944,267800000.0,,0.0,2434600000.0,321200000.0,,-6250000000.0,15813000000.0,10804000000.0,,2106300000.0,45600000.0,-50000000.0,11172600000.0,-3354400000.0,584100000.0,,,,-2764000000.0,-5220000000.0,,,,27558000000.0,441600000.0,1095000000.0,8306000000.0,,,1421000000.0,-1198000000.0,16730000000.0,,,0.0,6241200000.0,4776700000.0,687400000.0,,,,1464500000.0,,0.0,10044900000.0,,5829000000.0,298000000.0,1112600000.0,5529000000.0,9520000000.0,,-630000000.0,,584100000.0,,,,1668000000.0,,,11621000000.0,8306000000.0,4437000000.0,,,,537800000.0,6936400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-05-31,3356500000.0,,,,,1606032206.0,,,1278600000.0,,,,754000000.0,,,,,,4716600000.0,,,,,5141800000.0,15386100000.0,,0.46948,,,0.0,1606032206.0,,,,,,,0.0,,,,544200000.0,134500000.0,4237500000.0,,1203200000.0,,,9476800000.0,,0.0,,6432000000.0,,,,,,,1207300000.0,,,3075500000.0,1092000000.0,,,0.46948,1092000000.0,,0.0,3594900000.0,434500000.0,,,,,,2179900000.0,59600000.0,,13649900000.0,-4173100000.0,754000000.0,,,,,,,,,,524600000.0,,,,,1917600000.0,,,,,72500000.0,7908200000.0,6641300000.0,2319900000.0,,,,1266900000.0,,0.0,11791200000.0,,,,1026000000.0,,,,,,754000000.0,,,,,,,,,,,,,722700000.0,10669500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-05-31,5300400000.0,,,,,1479231975.0,,,1233900000.0,,,,830500000.0,,,,,,5035800000.0,,,,,2840700000.0,15035900000.0,,0.56144,,,0.0,1479231975.0,,,,,,,0.0,,,,1278000000.0,168300000.0,2344300000.0,,483000000.0,,,9484200000.0,,0.0,,7307700000.0,,,,,,,1936200000.0,,,2007300000.0,150500000.0,,,0.56144,150500000.0,,0.0,3033500000.0,549000000.0,,,,,,2349900000.0,,,13999100000.0,-4514900000.0,830500000.0,,,,,,,,,,403400000.0,,,,,1852400000.0,,,,,370700000.0,7884500000.0,5948300000.0,491900000.0,,,,1936200000.0,,0.0,12002400000.0,,,,1149200000.0,,,,,,830500000.0,,,,,,,,,,,,,658200000.0,9652000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-05-31,4344500000.0,,,,,1507730123.0,,,1291800000.0,,,,846500000.0,,,,,,5848900000.0,,,,,3348100000.0,16598300000.0,,0.56144,,,0.0,1507730123.0,,,,,,,0.0,,,,1511700000.0,159600000.0,3206500000.0,,535600000.0,,,10218700000.0,,0.0,,7542900000.0,,,,,,,2324400000.0,,,3198400000.0,139000000.0,,,0.56144,139000000.0,,0.0,3868200000.0,722700000.0,,,,,,2351800000.0,,,15480600000.0,-5261900000.0,846500000.0,,,,,,,,,,445300000.0,,,,,2250100000.0,,,,,704400000.0,10303200000.0,7978800000.0,956400000.0,,,,2324400000.0,,0.0,12730100000.0,,,,1435200000.0,,,,,,846500000.0,,,,,,,,,,,,,812700000.0,10749400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-05-31,4277200000.0,,,,,1543174694.0,,,1519800000.0,,,,1083000000.0,,,,,,5276500000.0,,,,,3982600000.0,17278500000.0,,0.7018,,,0.0,1543174694.0,,,,,,,0.0,,,,1089800000.0,210000000.0,3834900000.0,,1011100000.0,,,10539800000.0,,0.0,,8167100000.0,,,,,,,1969900000.0,,,2520100000.0,305400000.0,,,0.7018,305400000.0,,0.0,3624900000.0,549300000.0,,,,,,2903800000.0,,,15871000000.0,-5331200000.0,1083000000.0,,,,,,,,,,436800000.0,,,,,2559200000.0,,,,,275500000.0,11877900000.0,9908000000.0,1275700000.0,,,,1969900000.0,,0.0,13653600000.0,,,,1435000000.0,,,,,,1083000000.0,,,,,,,,,,,,1369800000.0,880100000.0,12002000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-05-31,3767000000.0,,-363000000.0,,,1259039256.0,,,949000000.0,,,,390000000.0,,,,,,6362000000.0,,,,,6101000000.0,17851000000.0,-300400000.0,0.30976,906000000.0,,-2147000000.0,1259039256.0,,,,,,,0.0,,,,1039000000.0,251000000.0,4606000000.0,,389000000.0,596000000.0,,11671000000.0,1806000000.0,2336000000.0,,6883000000.0,,,,,,,1945000000.0,,,3116000000.0,194000000.0,,,0.30976,194000000.0,0.0,305400000.0,3547000000.0,423000000.0,,,,,,2382000000.0,69000000.0,,17818000000.0,-6147000000.0,390000000.0,,,,,,,,-111400000.0,,559000000.0,,,-2147000000.0,,931000000.0,,,,,370000000.0,10933000000.0,8919000000.0,1869000000.0,,,-732400000.0,2014000000.0,,189000000.0,14304000000.0,,,,1497000000.0,,,,,,390000000.0,1040000000.0,,,,,,,,,,,,975000000.0,11489000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-05-31,4328200000.0,,-241200000.0,,,1323605372.0,,,1229200000.0,-1465800000.0,,,820000000.0,,,,348200000.0,,6087300000.0,68000000.0,,,,4061900000.0,18008100000.0,651800000.0,0.61952,938900000.0,,-2540000000.0,1323605372.0,,,,,,,0.0,,,,1166600000.0,242800000.0,3723100000.0,,512700000.0,1298900000.0,,11119200000.0,1522300000.0,1834500000.0,,6566200000.0,,,,,,,2105500000.0,,,1169000000.0,257000000.0,,,0.61952,257000000.0,-255700000.0,304200000.0,3391700000.0,382000000.0,,,,,,3254400000.0,1147300000.0,,17334800000.0,-6215600000.0,820000000.0,-90100000.0,,,,,,,-47200000.0,,409200000.0,,,-1267800000.0,,1036900000.0,,,,,231000000.0,10938400000.0,7685600000.0,1163900000.0,,,24300000.0,3252800000.0,,566700000.0,14616400000.0,,,,1358900000.0,,,,,,820000000.0,-42100000.0,,,,35600000.0,,,,,,,1069000000.0,2086200000.0,10289300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-05-31,4284900000.0,,-322500000.0,,,1377604470.0,,,1502900000.0,-12300000.0,,,946800000.0,,,,223800000.0,,7506900000.0,-100000.0,,,,4904700000.0,20444100000.0,-499900000.0,0.68728,1123100000.0,,-1932300000.0,1377604470.0,,,,,,,0.0,,,,1585100000.0,237400000.0,3904000000.0,,398300000.0,287100000.0,,13088200000.0,1720600000.0,2485800000.0,,7010700000.0,,,,,,,2708200000.0,,,1356300000.0,318000000.0,,,0.68728,318000000.0,-445200000.0,276100000.0,4134600000.0,340700000.0,,,,,,2983900000.0,,,20879400000.0,-7791200000.0,946800000.0,-8700000.0,,,,,,,41900000.0,,556100000.0,,,-1787500000.0,,1063000000.0,,,,,287200000.0,12201300000.0,9493100000.0,1120400000.0,,,-56500000.0,2708200000.0,,698300000.0,16309500000.0,,,,1509900000.0,,,,,,946800000.0,188600000.0,,,,25900000.0,,,,,,,1369500000.0,1123100000.0,10914700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-05-31,4403000000.0,,-346700000.0,,,1595845828.0,,,1600600000.0,-30900000.0,,,872800000.0,,,,231100000.0,,8518900000.0,100000.0,,,,5156700000.0,21740000000.0,-307900000.0,0.54692,1185100000.0,,-2309900000.0,1595845828.0,,,,,,,0.0,,,,2104900000.0,225400000.0,3845300000.0,,536900000.0,173700000.0,,14258400000.0,2613500000.0,2935800000.0,,7266200000.0,,,,,,,3290000000.0,,,2863200000.0,633800000.0,,,0.54692,633800000.0,-457200000.0,309400000.0,4382200000.0,292100000.0,,,,,,2874000000.0,,,22421900000.0,-8163500000.0,872800000.0,-68200000.0,,,,,,,324500000.0,,727800000.0,,,-2094500000.0,,100000.0,,,,,305200000.0,13270000000.0,9980000000.0,1231700000.0,,,179500000.0,3290000000.0,,841300000.0,17357800000.0,,,,1675300000.0,,,,,,872800000.0,330800000.0,,,,-204600000.0,,,,,,,,1185100000.0,11111500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-05-31,6829600000.0,,-504700000.0,,,1659249841.0,,,1435700000.0,-170900000.0,,,835200000.0,,,,17600000.0,,9685000000.0,,,,,5936000000.0,28002600000.0,3000800000.0,0.50336,1435700000.0,,-5730800000.0,1659249841.0,,,,,,,0.0,,,,1437300000.0,314600000.0,5064100000.0,,551000000.0,771400000.0,,19147200000.0,2344400000.0,2639000000.0,,10365300000.0,,,,,,,2873000000.0,-63100000.0,,1691200000.0,586900000.0,,,0.50336,586900000.0,-2897800000.0,705100000.0,5317200000.0,380900000.0,,,,,,3223600000.0,,,28943200000.0,-9796000000.0,835200000.0,-147700000.0,,,,,,,-118200000.0,,600500000.0,,,-2901700000.0,,1279200000.0,,,,,271500000.0,15270500000.0,12397500000.0,1440500000.0,,,-89400000.0,2873000000.0,,-262700000.0,22685400000.0,,,,2192700000.0,,,,,,835200000.0,-165300000.0,,,,129400000.0,,,,,,,1844500000.0,1435700000.0,15429400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
