,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccumulatedDepreciation,annualOperatingCashFlow,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,trailingOtherIncomeExpense,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,annualCapitalStock,annualOtherIncomeExpense,quarterlyPretaxIncome,quarterlyBasicEPS,quarterlyNetPPE,trailingGrossProfit,quarterlyBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,annualCashCashEquivalentsAndMarketableSecurities,annualDepreciationAndAmortization,annualChangeInInventory,annualRepaymentOfDebt,annualEbitda,quarterlyStockholdersEquity,trailingNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,annualGrossProfit,annualNetPPE,quarterlyInventory,quarterlyOperatingExpense,annualCurrentLiabilities,annualStockBasedCompensation,annualInventory,annualSaleOfInvestment,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualCashDividendsPaid,quarterlyLongTermDebt,annualBeginningCashPosition,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,annualNetIncome,trailingOperatingExpense,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,quarterlyGrossPPE,quarterlyGoodwill,trailingSellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualOperatingExpense,quarterlyNetIncome,trailingNetIncome,annualRetainedEarnings,annualNonCurrentDeferredTaxesLiabilities,annualTotalAssets,quarterlyIncomeTaxPayable,annualBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualPurchaseOfBusiness,annualTotalNonCurrentAssets,annualFreeCashFlow,annualSellingGeneralAndAdministration,trailingTaxProvision,quarterlyDilutedEPS,annualCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualEndCashPosition,trailingCostOfRevenue,annualCurrentDebt,annualOperatingIncome,annualOtherCurrentAssets,annualTotalRevenue,annualCostOfRevenue,annualCurrentAccruedExpenses,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,annualCashAndCashEquivalents,annualTaxProvision,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,annualChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyGrossProfit,quarterlyOtherShortTermInvestments,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,quarterlyEbitda,annualNetOtherFinancingCharges,annualOtherNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualCommonStockIssuance,annualAccumulatedDepreciation,annualBasicEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualGoodwill,annualChangeInAccountPayable,quarterlyCurrentAccruedExpenses,annualOtherShortTermInvestments,annualPretaxIncome,annualPurchaseOfInvestment,annualInterestExpense,annualNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,annualCurrentAssets,annualChangeInCashSupplementalAsReported,annualInvestingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,trailingPretaxIncome,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyInterestExpense,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyAccountsPayable,annualOtherNonCurrentLiabilities,quarterlyCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,quarterlyOtherIntangibleAssets,annualAccountsPayable,annualGrossPPE,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,trailingOperatingIncome,annualIncomeTaxPayable,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,trailingBeginningCashPosition,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualChangesInAccountReceivables,quarterlyBeginningCashPosition,annualResearchAndDevelopment,quarterlyDepreciationAndAmortization,trailingPurchaseOfBusiness,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingOtherNonCashItems,quarterlyEndCashPosition,quarterlySaleOfInvestment,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,trailingChangeInInventory,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,annualDeferredIncomeTax,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyCapitalExpenditure,trailingDeferredIncomeTax,quarterlyOtherNonCashItems,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,trailingDilutedAverageShares,trailingFreeCashFlow
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235779200,,,,23467385.0,,,,,,120000.0,-1456980.0,,,,,,5252473.0,30033319.0,1017309.0,3603.0,,10359198.0,,,,18921328.0,2471337.0,,,25831580.0,,1063.0,,3167634.0,2226343.0,0.0,,5704485.0,,,,7280669.0,,,,,,,,8242381.0,,,21400.0,203776.0,38552994.0,,370052493.0,,3355345.0,7280669.0,1978123.0,-1551362.0,6530448.0,19902344.0,8242381.0,,,18022550.0,,,29692901.0,,,10678947.0,0.0,37475583.0,18554255.0,3609797.0,,113229.0,,29692901.0,2018253.0,,35197649.0,,13922376.0,,,,,,,,365508.0,939207.0,,,,-514178.0,0.00856,9366069.0,762272.0,0.0,,340418.0,9298922.0,0.0,42967.0,,,32022546.0,23988416.0,-5116403.0,,-3565041.0,,0.0,0.0,,,385052493.0,,,,162293.0,,,0.008226,,101043.0,2985515.0,,,,2636095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259539200,,,,,232187.0,,,,-5908.0,,,2606924.0,0.006667,,,360000000.0,,,,,,,,,,,,,4720267.0,,,,,,,,,,,,,,,,,,,,2374737.0,,2400690.0,,,,,,,,,,,,,,,,0.006667,,4720267.0,,,,,,,,,,,,,,,2486205.0,,16285665.0,,,,7206472.0,,,,2606924.0,,,,9079193.0,,,,,,,,,,,,,375000000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2400690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267315200,175610.0,52670637.0,-1787976.0,27175273.0,234070.0,50752481.0,,29407994.0,238.0,120000.0,-124400.0,2677181.0,,4991490.0,,,-902622.0,52670637.0,2113267.0,-120688.0,,17777394.0,17926071.0,,,31944648.0,4991490.0,121819.0,5199906.0,37901981.0,,121819.0,,14244959.0,1389160.0,-1442020.0,,29692901.0,,500000.0,0.0,14244959.0,,0.0,,6779466.0,763802.0,,2443111.0,16479982.0,2417158.0,,12069734.0,175610.0,65503662.0,580225.0,369453021.0,9675610.0,17926071.0,14244959.0,0.0,0.0,9598968.0,23389376.0,16479982.0,,,29407994.0,5199906.0,,50752481.0,,,15464666.0,0.0,69593523.0,37648875.0,6817816.0,55904694.0,219253.0,37901981.0,50752481.0,1378525.0,2623191.0,47577591.0,20324853.0,10817047.0,,12069734.0,7823097.0,1918156.0,,,2717824.0,539398.0,2170548.0,,12501756.0,,-1787976.0,0.036667,9675610.0,763802.0,987204.0,6817816.0,1918156.0,15623484.0,-1464231.0,40643.0,,,55904694.0,21059580.0,-5250128.0,219253.0,-3785897.0,,0.0,0.0,,40643.0,384453021.0,2170548.0,,987742.0,500000.0,120000.0,47577591.0,0.036667,1389160.0,987742.0,6779466.0,9598968.0,65503662.0,,580225.0,2417158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275264000,,,,,347510.0,,,,-26628.0,,,3300656.0,0.006667,,,360000000.0,,,,,,,,,,,,,5418002.0,,,,,,,,,,,,,,,,,,,,2953146.0,,2742310.0,,,,,,,,,,,,,,,,0.006667,,5418002.0,,,,,,,,,,,,,,,3220451.0,,20425548.0,,,,8638453.0,,,,3325356.0,,,,11787095.0,,,,,,,,,,,,,375000000.0,,,,,,,,,,24700.0,,,,,,,,,,,,,,,,2742310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283212800,146684.0,81942875.0,-2933428.0,,1327760.0,81494598.0,,42100775.0,5684.0,,,11812853.0,0.026667,5550290.0,,360000000.0,,,,,,,11280747.0,,,,,252268.0,6550136.0,,,,,,,,,,,500000.0,0.0,,,30000000.0,,8483718.0,765923.0,,10485093.0,,10503531.0,,,,,3054408.0,,646684.0,,,,,,,,,0.026667,,6550136.0,,,,,,,,,,87696967.0,,85587331.0,,,11752253.0,,32448617.0,,,25315575.0,18302389.0,448277.0,,,11831583.0,,,,14146228.0,,,,,,,9618867.0,,,,,,376160159.0,,,,288226.0,,,,,,18730.0,,2308268.0,,712710.0,,125000.0,86234015.0,,1025325.0,,,9817795.0,97514762.0,,,10503531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291075200,124005.0,179026213.0,,,296275.0,178561614.0,,38007019.0,66017.0,,,2857983.0,0.006667,6595296.0,,405138461.0,,,,,,,143375843.0,,,,,192211.0,7575414.0,,,,,,,,0.0,,,0.0,0.0,,,0.0,,,653072.0,,2561708.0,,2349037.0,,,,,2966692.0,,124005.0,,,,,,,,,0.006667,,7575414.0,,,,,,,,,,184905825.0,,52791712.0,,,2439965.0,,24060601.0,,,,10015379.0,464599.0,,,2873495.0,,,,14045222.0,,,,,,,10957524.0,,,,,,420961998.0,,,,,,,,,,15512.0,,2603269.0,,749696.0,,,52915717.0,,814403.0,,,11385735.0,196291560.0,,,2349037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298851200,117781.0,173631370.0,-4578037.0,53822623.0,656545.0,173165661.0,,50678025.0,97444.0,152600.0,291054.0,9032143.0,,7515325.0,,,96613386.0,199501441.0,3465578.0,9510.0,,27062847.0,155051224.0,,,54445461.0,7515325.0,117827.0,9327863.0,62601039.0,5306472.0,117827.0,1470660.0,24041150.0,656785.0,-30000000.0,0.0,50752481.0,0.0,0.0,25870071.0,24041150.0,,0.0,,12093362.0,662583.0,,8375598.0,29019952.0,8446272.0,,32727630.0,117781.0,217770044.0,2877887.0,395734614.0,117781.0,155051224.0,24375545.0,5306472.0,,12320915.0,48657914.0,29019952.0,,,50678025.0,9476400.0,,173165661.0,,,25425509.0,25870071.0,110588299.0,56142838.0,8053980.0,205449129.0,1874579.0,62601039.0,199035732.0,2628090.0,8161377.0,62718820.0,33653533.0,21018525.0,,32727630.0,17489240.0,465709.0,,,9032413.0,-2819814.0,2818126.0,,16164293.0,129433200.0,-4578037.0,0.06,117781.0,662583.0,-60198.0,6283200.0,465709.0,27003635.0,0.0,59212.0,,,205449129.0,122413180.0,-29567949.0,1874579.0,-5164709.0,,-25870071.0,0.0,,270.0,409336904.0,2818126.0,,911254.0,0.0,152600.0,62718820.0,0.06,656785.0,911254.0,12093362.0,12320915.0,217770044.0,,2877887.0,8446272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306800000,127059.0,191674766.0,,,1121624.0,191259979.0,,63278640.0,1388233.0,,,5697646.0,0.01,8416533.0,,457800000.0,,,,,,,162959484.0,,,,,116787.0,11777045.0,,,,,,,,,,,0.0,24696694.0,,,0.0,,,672063.0,,4576022.0,,4576022.0,,,,,2825103.0,,127059.0,,,,,,,,,0.01,,11777045.0,,,,,,,,,,225792315.0,,76983344.0,,,3306040.0,,33222435.0,,,37303652.0,15083085.0,414787.0,,,3306040.0,,,,18139350.0,,,,,,,9765877.0,,,,,,466296853.0,,,,2719378.0,,,,,,,,3246962.0,,1032688.0,,152600.0,77110403.0,,494279.0,,,14277572.0,240069887.0,,,4576022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314748800,,178560944.0,,,1896932.0,178132372.0,,70144667.0,1380430.0,,,12610539.0,0.023333,11620160.0,,460516829.0,,,,,,,177161967.0,,234771.0,,,147098.0,15994141.0,,,,,,,,,,,0.0,33240302.0,,,0.0,,,541571.0,,10713607.0,,10713607.0,,,,,2854955.0,,136122.0,,,,,,,,,0.023333,,15994141.0,,,,,,,,,,249343236.0,,89467500.0,,,10159068.0,,51430002.0,,,48017259.0,26153209.0,428572.0,,,12610539.0,,,,25276793.0,,,,,,,14303741.0,,,,,,467769889.0,,,,3861302.0,,,,,,0.0,,4010839.0,,2081820.0,,154958.0,89603622.0,,327471.0,,,17422353.0,266765589.0,,,10713607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
