date,annualInvestingCashFlow,trailingInvestingCashFlow,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,trailingSaleOfInvestment,trailingPurchaseOfBusiness,trailingPurchaseOfInvestment,annualStockholdersEquity,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,annualNonCurrentDeferredRevenue,annualLongTermDebt,trailingStockBasedCompensation,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyGoodwill,annualDepreciationAndAmortization,annualTotalAssets,trailingNetOtherInvestingChanges,annualInventory,annualDilutedAverageShares,trailingChangeInInventory,trailingChangeInWorkingCapital,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualSaleOfInvestment,annualGoodwill,annualCapitalStock,annualStockBasedCompensation,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInventory,annualNetPPE,annualAccountsPayable,annualOperatingCashFlow,annualOtherShortTermInvestments,annualCommonStockIssuance,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingRepaymentOfDebt,annualEndCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEbitda,trailingTotalRevenue,annualOperatingIncome,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,trailingPretaxIncome,annualPretaxIncome,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualBasicAverageShares,quarterlyOtherIntangibleAssets,trailingOperatingIncome,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentLiabilities,trailingOperatingExpense,quarterlyGrossPPE,annualCapitalExpenditure,annualOtherNonCurrentAssets,trailingCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingInterestExpense,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyBasicEPS,annualNetOtherFinancingCharges,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualInterestExpense,annualRepaymentOfDebt,quarterlyBasicAverageShares,annualTotalRevenue,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,annualTotalNonCurrentAssets,annualDilutedEPS,trailingFreeCashFlow,quarterlyCurrentAssets,annualResearchAndDevelopment,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingCostOfRevenue,annualBasicEPS,quarterlyNetPPE,annualChangeInInventory,quarterlyDilutedAverageShares,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyAccumulatedDepreciation,trailingOtherNonCashItems,annualCashDividendsPaid,annualCurrentDebt,annualFreeCashFlow,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,annualNetIncome,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualCashFlowFromContinuingFinancingActivities,annualRetainedEarnings,quarterlyFreeCashFlow,quarterlyChangeInWorkingCapital,trailingDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,trailingCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyNetOtherFinancingCharges,trailingCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualDeferredIncomeTax,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,trailingChangesInAccountReceivables,quarterlyCashDividendsPaid,quarterlyInvestmentsAndAdvances,quarterlyTotalRevenue,quarterlyNetIncome,quarterlyTaxProvision,quarterlyChangeInInventory,annualChangesInAccountReceivables,annualGainsLossesNotAffectingRetainedEarnings,trailingBasicEPS,annualChangeInAccountPayable,quarterlyEndCashPosition,quarterlyOperatingIncome,quarterlyChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyEbitda,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyRetainedEarnings,trailingChangeInAccountPayable,annualIncomeTaxPayable,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyIncomeTaxPayable,annualCurrentDeferredRevenue,quarterlyGrossProfit,trailingBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyRepaymentOfDebt,trailingDeferredIncomeTax,quarterlyNetOtherInvestingChanges
2012-12-31,,,0.75,,,,,,,,,,,,,,,,,,,,158971682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154726537.0,,,,,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,155194488.0,,,,,0.64,,,,,,,,,,,,,0.66,,,160614812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,-289217000.0,,,20251000.0,,,,932367000.0,1646000.0,2902000.0,73621000.0,,17088000.0,0.0,,1251889000.0,222680000.0,230597000.0,34306000.0,2306441000.0,,100401000.0,1939518570.0,,,73621000.0,-137473000.0,0.0,246379000.0,230597000.0,0.0,104683000.0,222680000.0,,100401000.0,375166000.0,25638000.0,386589000.0,56052000.0,0.0,,105961000.0,162013000.0,405545000.0,110960000.0,,107612000.0,162013000.0,0.0,423672000.0,,357919000.0,529193000.0,,,617429000.0,105961000.0,242739000.0,,360184000.0,1619000.0,1362849000.0,1939518570.0,405545000.0,,2306441000.0,1363814000.0,20251000.0,,529193000.0,-25931000.0,1619000.0,,,685454000.0,-154027000.0,602202000.0,17088000.0,,,,942627000.0,,0.0,25638000.0,,-152204000.0,,-153018000.0,1646000.0,,291728000.0,932367000.0,29182000.0,-800543000.0,,1130854000.0,,,1363814000.0,0.15,,942627000.0,96375000.0,1251889000.0,1362849000.0,1043373000.0,110960000.0,68456000.0,56052000.0,25855000.0,0.0,,0.15,375166000.0,-10424000.0,,291728000.0,,,-154027000.0,,-659014000.0,617429000.0,360658000.0,87481000.0,-401726000.0,268202000.0,291728000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,17270000.0,,,,,1271000.0,,,,,,,,380665000.0,230597000.0,,,,,,,,69122000.0,,,,,,,,,116392000.0,,,,,,,3528266000.0,,,,,,3580567000.0,154000.0,,,,,,,672362000.0,,,,,1467000.0,1152181000.0,,393558000.0,,6341786000.0,1351873000.0,,,365826000.0,,,,,,,,14009000.0,,,,,,0.0,38792000.0,,,,,,,,5178368000.0,,,,,,,,,,4989913000.0,,1051780000.0,,,100401000.0,,52301000.0,,,,,365826000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,-3248243000.0,,,18000000.0,,,,5624290000.0,12959000.0,-15897000.0,81790000.0,,122567000.0,0.0,,772610000.0,411291000.0,560883000.0,80196000.0,6630432000.0,,134391000.0,2298734385.0,,,81790000.0,-569226000.0,0.0,70000000.0,560883000.0,154000.0,46581000.0,411291000.0,,134391000.0,463580000.0,34444000.0,455274000.0,81585000.0,4132888000.0,,778884000.0,860469000.0,497753000.0,222357000.0,,1299398000.0,860469000.0,154000.0,694597000.0,,470633000.0,685298000.0,,,405000000.0,778884000.0,-3500000.0,,587856000.0,2698000.0,994967000.0,2255271762.0,497753000.0,,6630432000.0,3867465000.0,18000000.0,,685298000.0,-97523000.0,2698000.0,,,960582000.0,-221718000.0,886629000.0,122567000.0,,,,2762967000.0,,0.0,34444000.0,,43758000.0,,1075329000.0,12959000.0,,526280000.0,5624290000.0,26545000.0,-1034791000.0,,1673126000.0,,,3867465000.0,0.23,,2762967000.0,111324000.0,772610000.0,994967000.0,1431215000.0,222357000.0,61626000.0,81585000.0,-59231000.0,0.0,,0.23,463580000.0,1367000.0,,526230000.0,,,-221718000.0,,0.0,405000000.0,357751000.0,241911000.0,-2704573000.0,107612000.0,526280000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,23531000.0,,,,,23352000.0,,,,,,,,739872000.0,3888282000.0,,,,,,,,299322000.0,,2766461000.0,,,,,,,260368000.0,,,,,,,764446000.0,,,,,,921740000.0,155000.0,,,,,,,778320000.0,,,,,3271000.0,4743821000.0,,1988760000.0,,10884357000.0,8184314000.0,,,1780804000.0,,,,,,,,291516000.0,,,,,,0.0,55072000.0,,,,,,,,5895240000.0,,,,,,,,,,2700043000.0,,1362991000.0,,,3380830000.0,,157294000.0,,,,,1780804000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,-4381009000.0,,,23783000.0,,,,6522499000.0,25020000.0,166781000.0,294396000.0,,269980000.0,2540682000.0,,1143619000.0,676776000.0,4126180000.0,170562000.0,11038802000.0,,262438000.0,2563490342.0,,,294396000.0,-806752000.0,2540682000.0,1093581000.0,4126180000.0,155000.0,-5307000.0,676776000.0,,262438000.0,1800784000.0,58792000.0,1004324000.0,362172000.0,0.0,,674380000.0,1036552000.0,2288500000.0,3128841000.0,,677598000.0,1036552000.0,155000.0,1168340000.0,,930728000.0,2389870000.0,,,518461000.0,674380000.0,-110137000.0,,850068000.0,2955000.0,4272460000.0,2524049681.0,2288500000.0,,11038802000.0,8798071000.0,23783000.0,,2389870000.0,-466035000.0,2955000.0,,,1464293000.0,-589086000.0,1318432000.0,269980000.0,,,,2240731000.0,,0.0,58792000.0,,24448000.0,,-666478000.0,25020000.0,,712564000.0,6522499000.0,147710000.0,-1467552000.0,,2797289000.0,,,8798071000.0,0.28,,2240731000.0,243006000.0,1143619000.0,4272460000.0,2395021000.0,3128841000.0,135814000.0,362172000.0,3511000.0,0.0,,0.28,1800784000.0,15460000.0,,714254000.0,,,-589086000.0,,,518461000.0,538289000.0,402268000.0,-4139585000.0,1299398000.0,712564000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,23824000.0,,,,,17611000.0,,,,,,,,934571000.0,4044403000.0,,,,,,,,287759000.0,,1685682000.0,,,,,,,277103000.0,,,,,,,498748000.0,,,,,,521502000.0,155000.0,,,,,,,721539000.0,,,,,105211000.0,3647048000.0,,2234101000.0,,10764793000.0,8759281000.0,,,1803900000.0,,,,,,,,264637000.0,,,,,,0.0,65212000.0,,,,,,,,6877115000.0,,,,,,,,,,2005512000.0,,1385146000.0,,,2261902000.0,,22754000.0,,,,,1803900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,-643215000.0,,,18173000.0,,,,7396788000.0,26671000.0,108699000.0,280268000.0,,310410000.0,3318665000.0,,2195809000.0,1185775000.0,3923598000.0,255218000.0,13752971000.0,,376529000.0,2653547349.0,,,280268000.0,-1746921000.0,3318665000.0,1401234000.0,3923598000.0,156000.0,21112000.0,1185775000.0,,376529000.0,1791806000.0,274568000.0,1074098000.0,704564000.0,,,2384828000.0,3089392000.0,2253516000.0,3927516000.0,,2398621000.0,3089392000.0,156000.0,1498585000.0,,1215137000.0,2407768000.0,,,1087466000.0,2384828000.0,45772000.0,,1102017000.0,7700000.0,6123325000.0,2535303101.0,2253516000.0,,13752971000.0,8476755000.0,18173000.0,,2407768000.0,-243089000.0,7700000.0,,,1842962000.0,-615962000.0,1647808000.0,310410000.0,,,,5276216000.0,,,274568000.0,,-5694000.0,,1748615000.0,26671000.0,,935389000.0,7396788000.0,141350000.0,-1170748000.0,,3734334000.0,,,8476755000.0,0.36,,5276216000.0,257310000.0,2195809000.0,6123325000.0,3058099000.0,3927516000.0,177613000.0,704564000.0,-245975000.0,,,0.37,1791806000.0,-108344000.0,,924404000.0,,,-615962000.0,,,1087466000.0,831009000.0,676235000.0,0.0,677598000.0,935389000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,,18287000.0,,,,,41697000.0,,,,,,,,1350618000.0,3965040000.0,,,,,,,,272635000.0,,2579888000.0,,,,,,,353210000.0,,,,,,,2110137000.0,,,,,,2587793000.0,156000.0,,,,,,,1222862000.0,,,,,,5536978000.0,,2366486000.0,,13637248000.0,8744286000.0,,,1786340000.0,,,,,,,,277849000.0,,,,,,,125374000.0,,,,,,,,7811624000.0,,,,,,,,,,4892962000.0,,2388319000.0,,,3148659000.0,,477656000.0,,,,,1786340000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,-405912000.0,,,6303000.0,,,,8614433000.0,35887000.0,17974000.0,270761000.0,,275337000.0,2724343000.0,,1655541000.0,1347031000.0,4089064000.0,323702000.0,13839655000.0,,384609000.0,2754038486.0,,,270761000.0,-2556979000.0,2724343000.0,3168950000.0,4089064000.0,156000.0,17487000.0,1347031000.0,,384609000.0,1857037000.0,112915000.0,1150251000.0,68132000.0,,,1791104000.0,1859236000.0,2298735000.0,3276744000.0,,1792605000.0,1859236000.0,156000.0,1957595000.0,,1415919000.0,2598046000.0,,,570328000.0,1791104000.0,-252376000.0,,1495511000.0,16073000.0,4932285000.0,2540646747.0,2298735000.0,,13839655000.0,9402122000.0,6303000.0,,2598046000.0,-433437000.0,16073000.0,,,2290695000.0,-741009000.0,2007918000.0,275337000.0,,,,4437533000.0,-40586000.0,,112915000.0,,57541000.0,,-645339000.0,35887000.0,,1277167000.0,8614433000.0,138382000.0,-1588192000.0,,4583869000.0,,,9402122000.0,0.49,,4437533000.0,362706000.0,1655541000.0,4932285000.0,3706614000.0,3276744000.0,218265000.0,68132000.0,-243106000.0,,,0.5,1857037000.0,-35724000.0,,1277246000.0,,,-741009000.0,,-150813000.0,570328000.0,716814000.0,877255000.0,-389274000.0,2398621000.0,1277167000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,,6153000.0,,,,,,,,,,,,,1459419000.0,4094849000.0,,,,,,,,268296000.0,,2438217000.0,,,,,,,449765000.0,,,,,,,1378387000.0,,,,,,2328487000.0,155000.0,,,,,,,1169932000.0,,,,,,5345315000.0,,2236028000.0,,14898955000.0,9800034000.0,,,2159834000.0,,,,,,,,264024000.0,,,,,,,170668000.0,,,,,,,,8919627000.0,,,,,,,,,,5098921000.0,,2363279000.0,,,2982036000.0,,950100000.0,,,,,2159834000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
