,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualLongTermDebt,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,annualStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,annualCurrentLiabilities,annualDilutedEPS,quarterlyCostOfRevenue,quarterlyOtherIncomeExpense,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,annualInventory,quarterlyOtherShortTermInvestments,quarterlyDilutedEPS,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualAccountsReceivable,annualSaleOfInvestment,annualCommonStockIssuance,annualGoodwill,annualCapitalStock,quarterlyInventory,annualStockBasedCompensation,annualGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,annualNetPPE,trailingGrossProfit,annualOperatingIncome,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualChangeInAccountPayable,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBeginningCashPosition,annualEbitda,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,trailingTotalRevenue,annualEndCashPosition,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,quarterlyCurrentDebt,annualCashAndCashEquivalents,trailingPretaxIncome,annualNetOtherInvestingChanges,annualGrossPPE,quarterlyInterestExpense,annualPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualIncomeTaxPayable,quarterlyFreeCashFlow,quarterlyTotalAssets,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyDilutedAverageShares,annualInvestmentsAndAdvances,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyBasicEPS,annualDeferredIncomeTax,annualOtherNonCurrentAssets,annualOperatingExpense,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualAccumulatedDepreciation,annualCapitalExpenditure,annualSellingGeneralAndAdministration,annualChangesInAccountReceivables,annualRepurchaseOfCapitalStock,quarterlyOperatingIncome,trailingInterestExpense,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,quarterlyEbitda,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualNetOtherFinancingCharges,quarterlyBasicAverageShares,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualInterestExpense,annualRepaymentOfDebt,quarterlyGrossProfit,annualTotalRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTotalNonCurrentAssets,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyOperatingExpense,quarterlyCurrentAssets,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,quarterlySellingGeneralAndAdministration,annualGrossProfit,annualBasicAverageShares,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,annualTaxProvision,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyTotalRevenue,annualChangeInInventory,trailingTaxProvision,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCurrentDeferredRevenue,annualCostOfRevenue,annualFreeCashFlow,annualNetIncome,annualCurrentDebt,annualCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,quarterlyPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingChangeInWorkingCapital,quarterlyStockBasedCompensation,trailingCommonStockIssuance,trailingDilutedAverageShares,trailingPurchaseOfInvestment,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingSaleOfInvestment,trailingChangeInInventory,quarterlyCommonStockIssuance,trailingRepaymentOfDebt,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,trailingChangeInAccountPayable,trailingChangesInAccountReceivables,trailingBasicAverageShares,trailingCashDividendsPaid,trailingPurchaseOfBusiness,trailingCapitalExpenditure,quarterlyPurchaseOfBusiness,trailingCashFlowFromContinuingFinancingActivities,trailingNetOtherInvestingChanges,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure
1041292800,-11723491398.72,2818578216.72,2818578216.72,41212208550.0,2239303420.8,,,,5012236712.64,4177168836.48,-2664862957.44,61095218786.88,,6141110204.16,40568163147.84,3063245557.44,,7134405301.44,0.22403,,,4025597191.68,,848594258.88,6531223002.24,,16436690749.44,5012236712.64,,6141110204.16,-3399385273.92,,3063245557.44,5882254642.56,,,876971517.12,848594258.88,,2493465311.04,0.22403,36071534926.08,,12778466470.08,,6531223002.24,142606484.16,14370275029.44,7839052027.2,14596970250.24,14370275029.44,,2659722269.76,13392650337.6,,16804063661.76,876971517.12,-1428101249.28,,7839052027.2,,,297514195.2,7839052027.2,,-2639979048.96,59239819604.16,,12774145312.32,,537371563.2,20527055639.04,,,61095218786.88,,2818578216.72,,,,2239303420.8,,36608906489.28,,,,,537371563.2,7493516689.92,,59239819604.16,-23168284678.08,-6832694119.68,2450982204.48,,,-5695097496.84,,,24486312297.6,2659722269.76,2493465311.04,5750914625.28,,-5695097496.84,9232757854.08,4177168836.48,,144949180.8,,,40568163147.84,,1445377602.24,294790706.88,,,26373606922.56,,,36608906489.28,,7134405301.44,,24486312297.6,,,,20271983160.0,41212208550.0,-3915531.84,20527055639.04,5750914625.28,3541387458.24,,16436690749.44,36071534926.08,13392650337.6,,,7900042955.64,-20206793.28,,9232757854.08,,-23168284678.08,6393674424.96,,,6101623762.56,7764276130.56,9232757854.08,297514195.2,-2265039971.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,3361260026.0,3361260026.0,,,,,,,,,,,,,,,,,,,,,,,0.081714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3361260026.0,,41134636815.0,,,,,,,0.081714,,,,,,,,,,,9500468516.4,,,,,,,,9500468516.4,,,,,41134636815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9500468516.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,3361260026.0,3361260026.0,,2423569141.05,,,,,4109207434.8,,,,,,2915903834.15,,,,3171152311.25,176622608.4,,,,13712275342.3,0.081714,,9524102634.65,,5961965020.75,,,,,,,,891349801.25,,,,,,,,,,,10520551828.3,,24232827170.6,,,,,,930704126.35,,,,,,9983448.9,,,,,58004997.05,,,639503643.8,24882777839.7,,,71884077114.8,,3361260026.0,,41099354000.0,,,,42122447400.35,,,0.081714,,,,,64651424347.2,,,,,,4544679515.55,,,,2853950159.55,46070595148.75,983361438.5,,5682544345.65,,,,,41070828300.0,,47001299275.1,,,,,6329324483.3,,,,,,6973141043.25,1784644967.75,29761629714.45,,,320621027.65,,,,,,,1277898015.5,,41482943756.55,17909636796.45,4639158041.5,,9500476794.55,,,,,-23168480590.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,2788461714.9,2788461714.9,,,,,,,,,,,,,,,,,,,,,,,0.067558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2788461714.9,,41275088837.0,,,,,,,0.067558,,,,,,,,,,,20656856768.05,,,,,,,,20656856768.05,,,,,41275088837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20656856768.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,-9512587728.0,2024512642.15,2024512642.15,41190866095.0,2646806012.1,,,,9031246418.1,5315987863.65,-3324207026.6,73504342858.0,,5783198371.5,46736555759.95,4248570090.05,,9306536296.35,0.28005,,,4654033877.05,,1092922753.75,8007338600.9,,16750546789.75,9031246418.1,,5783198371.5,-8144706222.0,,4248570090.05,11454583770.95,,,876978932.85,1092922753.75,,8347810632.25,0.28005,43123822093.25,,15682731664.95,,8007338600.9,569189037.7,22407743440.1,14400404839.2,17818726153.15,22407743440.1,,3969927561.05,17461250801.7,,20336765542.0,876978932.85,-1744851900.7,,14400404839.2,,,20620871.65,14400404839.2,,-449991955.85,71102545251.45,,16163336219.5,,1117641309.65,26767787098.05,,,73504342858.0,,2024512642.15,,,,2646806012.1,,44241463402.9,,,,,1117641309.65,20754754169.95,,71102545251.45,-27978723158.2,-8271568870.75,14355843557.75,,,-6859076414.4,,,29262879455.1,3969927561.05,8347810632.25,757359665.35,,-6859076414.4,11535494409.05,5315987863.65,,8278.15,,,46736555759.95,,6561286524.45,354942237.55,,,40950294472.95,,,44241463402.9,,9306536296.35,,29262879455.1,,,,36437485834.9,41190866095.0,275306434.55,26767787098.05,757359665.35,4627841810.45,,16750546789.75,43123822093.25,17461250801.7,,,18408486393.6,-129677219.75,,11535494409.05,,-27978723158.2,7839118314.75,,,4512808638.05,9547157282.4,11535494409.05,20620871.65,-5403694862.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,3520962095.8,3520962095.8,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3520962095.8,,41124277700.0,,,,,,,0.085,,,,,,,,,,,12160320892.9,,,,,,,,12160320892.9,,,,,41068184000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12160320892.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,3520962095.8,3520962095.8,,2750125602.25,,,,,5459026017.5,,,,,,3969844779.55,,,,5436385277.25,425861148.6,,,,13600859721.45,0.17,,9018398729.3,,5574928395.65,,,,,,,,1344371560.0,,,,,,,,,,,5075888401.05,,18676748122.5,,,,,,876622972.4,,,,,,20728487.6,,,,,109908997.55,,,1212939372.45,26819947721.2,,,77927482575.25,,3520962095.8,,41124277700.0,,,,51934132966.0,,,0.17,,,,,78699916751.75,,,,,,4804315412.15,,,,3996740488.9,50230911881.65,1051076705.5,,6128231663.5,,,,,41068184000.0,,51107534854.05,,,,,6723943893.8,,,,,,9476494994.0,1919628481.65,25993349609.25,,,232375948.65,,,,,,,1610712758.1,,50721193593.55,17343452727.2,5131683132.05,,12160329171.05,,,,,-27978723158.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,4571931185.35,4571931185.35,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4571931185.35,,41562989163.0,,,,,,,0.11,,,,,,,,,,,15450719954.9,,,,,,,,15450719954.9,,,,,41562989163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15450719954.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,-24607206504.35,4571922907.2,4571922907.2,41494068462.0,3089455248.9,,,,17178767211.1,4300490646.85,-7377909465.65,94076580376.75,,6688505133.65,56717488102.35,4276492290.0,,10402364680.75,0.390075,,,5470698209.0,2975489957.85,1147293642.95,14047118231.65,,25410667187.05,17178767211.1,,6688505133.65,-12015097307.45,,4276492290.0,6029945188.55,,,876589859.8,1147293642.95,,9668630855.5,0.390075,57456726897.35,,22386187137.5,,14047118231.65,1110075080.55,28138648738.05,14091530506.4,22327867570.75,28138648738.05,,3102021480.6,26956727593.65,,27856885346.5,876589859.8,1970464600.8,,14091530506.4,,,24362595.45,14091530506.4,,0.0,91047224496.85,,23116617980.9,,1327111617.25,37359092274.4,,,94076580376.75,,4571922907.2,,,,3089455248.9,,58783838514.6,,,,,1327111617.25,27765552517.55,,91047224496.85,-33590497599.5,-12842912307.45,20584820306.75,,-61150694.05,-17385182881.35,,,35292741862.15,3102021480.6,9668630855.5,556929097.55,,-17385182881.35,16185786562.3,4300490646.85,,8278.15,,,56717488102.35,2975489957.85,-308866054.65,441821421.8,,,55222089973.75,,,58783838514.6,,10402364680.75,,35292741862.15,,,,50151739655.05,41494068462.0,974884612.9,37359092274.4,556929097.55,6930831418.6,,25410667187.05,57456726897.35,26956727593.65,,,15450719954.9,-96307997.1,,16185786562.3,,-33590497599.5,14400404839.2,,,5070350318.7,9484955263.3,16185786562.3,24362595.45,-6101402179.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,5914514664.95,5914514664.95,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5914514664.95,,42246511353.0,,,,,,,0.145,,,,,,,,,,,16416043304.55,,,,,,,,16416043304.55,,,,,40789735099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16416043304.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,5914514664.95,5914514664.95,,3733338034.05,,,,,9103382217.2,,,,,,4785457786.45,,,,5621211532.3,42831148.1,,,,15052160145.0,0.14,,16745025263.7,,6863157542.35,,,,,,,,1308411276.4,,,,,,,,,,,16034114298.0,,31086274443.0,,,,,,876639528.7,,,,,,20397361.6,,,,,160678891.5,,,2352252878.8,39667487514.5,,,104726296179.5,,5914514664.95,1332864931.5,42312373800.0,,,,63824627559.65,,,0.145,,,,,93730007348.85,,,,,,8411933182.15,,,,3202187095.6,,3721525114.0,,9805228608.65,,,,,41054321700.0,,65058808665.0,,,,,10794831772.25,,,,,,12325966674.4,2382898590.1,40901668619.85,,,272640870.25,,,,,,,2571507959.7,64182177414.45,60139509749.35,27341520840.1,8486022624.65,,16416043304.55,,,,,-33590497599.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,6882205127.04,6882205127.04,,,,,,,,,,,,,,,,,,,,,,,0.1682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6882205127.04,,40916770903.0,,,,,,,0.168313,,,,,,,,,,,18649342317.33,,,,,,,,18649342317.33,,,,,40889230769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18649342317.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,-29358217048.0,6885666952.92,6885666952.92,41508923492.0,4162930731.5,,,,16561251285.0,6334153233.5,-9544750052.0,114800253238.5,,6830011456.5,73625669664.0,5279398899.5,,13620390101.5,0.610252,,,6008540905.0,3591754827.0,1199996599.0,26054920302.5,,40595495640.0,16561251285.0,,6830011456.5,-25092171574.5,,5279398899.5,13208867659.5,4505013.0,,876903202.5,1199996599.0,,11380849642.5,0.620255,66645596063.0,,36272911446.0,1300043411.0,26054920302.5,750100811.5,35049437109.0,8994516806.5,32163685636.5,35049437109.0,,2868554917.5,27554193473.0,,42281452351.0,876903202.5,-7788755728.5,,8994516806.5,,,825927123.5,8994516806.5,,0.0,106480285430.5,,36312067921.0,,2419579509.0,41174583574.5,,,114800253238.5,,6885666952.92,1300043411.0,,,4162930731.5,,70365218983.0,,,,,2419579509.0,27267713399.0,,106480285430.5,-39834689367.5,-17474913133.0,18626719010.5,,,-14408532826.38,,,44435034255.5,2868554917.5,11380849642.5,806356959.5,,-14408532826.38,25330888822.5,6334153233.5,,0.0,,,73625669664.0,3591754827.0,-5101329783.5,1100870166.0,,,69477045174.5,,,70365218983.0,,13620390101.5,,44435034255.5,,,,63540624845.0,40839494442.0,-1058387409.0,41174583574.5,806356959.5,10981179098.5,,40595495640.0,66645596063.0,27554193473.0,,,18795600902.12,-108435178.5,,25330888822.5,,-39834689367.5,14095846590.0,,,5936420329.5,14688772503.5,25330888822.5,825927123.5,-7774602883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,8133574667.94,8133574667.94,,,,,,,,,,,,,,,,,,,,,,,0.198116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8133574667.94,,41054675375.0,,,,,,,0.198116,,,,,,,,,,,24153292504.32,,,,,,,,24153292504.32,,,,,41054675375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24153292504.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,8140753499.12,8140753499.12,,4358549118.88,,,,,12586900877.76,,,,,,6945264324.46,,,,6645210701.58,-3289795980.68,,,,10749648110.74,0.195049,,18033264311.48,,7325056669.92,,,,,,,,1307865364.96,,,,,,,,,,,18462412631.52,,29212060742.26,,,,,,923843421.16,,,,,,834630078.48,,,,,548720424.34,,,2454726151.9,47763518811.8,,,147061479221.58,,8140753499.12,1463528975.7,43044716400.0,,,,96678455822.74,,,0.195049,,,,,132209840312.44,,,,,,12902129883.72,,,,4625117755.28,,9304660606.78,,14585685923.16,,,,,41682500600.0,,99297960409.78,,,,,17529390422.28,,,,,,18046648711.52,4627260538.56,50383023398.84,,,400684482.44,,,,,,,3791287222.8,98374124984.08,92760200695.14,29716870100.28,11932048717.38,,24174601123.86,,,,,-39449639617.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,7340477171.6,7340477171.6,,,,,,,,,,,,,,,,,,,,,,,0.168568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7340477171.6,,43546123214.0,,,,,,,0.169113,,,,,,,,,,,20348657018.0,,,,,,,,20348657018.0,,,,,43405809284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20348657018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,-39492193187.5,7247295294.9,7247295294.9,42370922388.0,5408002910.0,,,,20306826515.0,6875617170.0,800865630.0,155136705155.0,,7230044735.0,107680784862.5,5433274607.5,,14469134570.0,0.729292,,,6952594090.0,3433247047.5,1690045745.0,21604564440.0,,53814103160.0,20306826515.0,,7230044735.0,-12271019320.0,,5433274607.5,16956459095.0,14234437617.5,,922873112.5,1690045745.0,,18045426755.0,0.729292,103318925742.5,,47719740907.5,1407862017.5,21604564440.0,-6814032515.0,35956471395.0,14351906955.0,39192426097.5,35956471395.0,,4142468660.0,32944874160.0,,54672334997.5,922873112.5,6033588537.5,,14351906955.0,,,17801692.5,14351906955.0,,0.0,150508631587.5,,44085942160.0,,2558351952.5,47414008730.0,,,155136705155.0,,7247295294.9,1407862017.5,,,5408002910.0,,107285139712.5,,,,,2558351952.5,18893147562.5,,150508631587.5,-47189705845.0,-44179153475.0,8652940332.5,,,-21071665067.5,,,47851565442.5,4142468660.0,18045426755.0,2433303445.0,,-21071665067.5,30900790725.0,6875617170.0,,0.0,,,107680784862.5,3433247047.5,5367752215.0,1830580087.5,,,88872060832.5,,,107285139712.5,,14469134570.0,,47851565442.5,,,,66612888470.0,42370922388.0,-763476617.5,47414008730.0,2433303445.0,13185151435.0,,53814103160.0,103318925742.5,32944874160.0,,,20080654857.5,-492911165.0,,30900790725.0,,-47189705845.0,8984154740.0,,,22259172362.5,-4986727377.5,30900790725.0,17801692.5,-9805410832.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,7263327158.4,7263327158.4,,,,,,,,,,,,,,,,,,,,,,,0.169711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7263327158.4,,42798234839.0,,,,,,,0.169711,,,,,,,,,,,21073483514.4,,,,,,,,21073483514.4,,,,,42798234839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21073483514.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,7263615946.5,7263615946.5,,5160145689.0,,,,,12845178019.5,,,,,,6294739959.0,,,,5003711280.0,-1620701232.0,,,,24095453482.5,0.169718,,22062338410.5,,6633164140.5,,,,,,,,2154695037.0,,,,,,,,,,,12254355655.5,,36349809138.0,,,,,,922175290.5,,,,,,8379057.0,,,,,887282829.0,,,3477141378.0,51252821208.0,,,165979310655.0,,7263615946.5,1336535626.5,44727899300.0,,,,116138710312.5,,,0.169718,,,,,158527013856.0,,,,,,11248990471.5,,,,4543615891.5,16440318114.0,5041356208.5,,13014036547.5,,,,,43328612000.0,,114684616972.5,,,,,16070613133.5,,,,,,17397172968.0,4821622662.0,49840600342.5,,,2268025204.5,,,,,,,2726310960.0,62389028964.0,111325033308.0,33855648240.0,9989926906.5,,21074324413.5,,,,,-47201980548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,8340649280.0,8340649280.0,,,,,,,,,,,,,,,,,,,,,,,0.189709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8340649280.0,,43965544492.0,,,,,,,0.189709,,,,,,,,,,,24215363248.0,,,,,,,,24215363248.0,,,,,43965544492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24215363248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,-22971992872.8,6281255010.24,6281255010.24,43470738017.0,6747001108.32,,,,11061819661.12,12066348517.0,1278177152.68,180051550215.52,,6302596566.52,134507707532.0,7140094768.2,,21432425347.56,0.720098,,,7453051700.48,4307396591.52,2349255287.36,9701862137.84,,66064718233.44,11061819661.12,,6302596566.52,-6616466633.8,,7140094768.2,10583220039.84,,,942603692.72,2349255287.36,,26453908119.24,0.720098,119050998336.2,,41872594373.64,1333111354.28,9701862137.84,2246611608.28,33091990484.76,23390128346.92,42773938974.52,33091990484.76,,5058680239.04,24111417335.96,,49325646074.12,942603692.72,-10661114107.88,,23390128346.92,,,,23390128346.92,,0.0,173595546969.0,,43372838653.24,,3855263275.08,45543842683.52,,,180051550215.52,,6281255010.24,1333111354.28,,,6747001108.32,,124239372965.56,,,,,3855263275.08,31874408970.68,,173595546969.0,-54544548632.8,-26980845454.88,20986881213.28,,,-30773495370.36,,,55812177249.96,5058680239.04,26453908119.24,9926705195.16,,-30773495370.36,31303202850.24,12066348517.0,,0.0,,,134507707532.0,4307396591.52,9005439641.12,2034705847.64,,,90854171179.76,,,124239372965.56,,21432425347.56,,55812177249.96,,,,73747003344.32,43470738017.0,3183393152.24,45543842683.52,9926705195.16,12069635803.0,,66064718233.44,119050998336.2,24111417335.96,,,18208081435.76,-640224516.28,,31303202850.24,,-54544548632.8,14384688705.8,,,17107167835.44,15793093519.64,31303202850.24,,-11540265875.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,13762821289.92,13762821289.92,,,,,,,,,,,,,,,,,,,,,,,0.309815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13762821289.92,,44422682513.0,,,,,,,0.309815,,,,,,,,,,,34507211018.96,,,,,,,,34507211018.96,,,,,44422682513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34507211018.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,13764321571.92,13764321571.92,,7355839431.48,,,,,20292806964.21,,,,,,15100556581.58,,,,7008032234.53,2140740100.64,,,,8249649427.45,0.304851,,10413608666.28,,6052544474.67,,,,,,,,2683609995.57,,,,,,,,,,,43997682395.56,,52247331823.01,,,,,,948817484.85,,,,,,,,,,,97024051.61,,,3692802724.01,51545876653.87,,,202409447190.86,,13764321571.92,1263499533.96,44813806000.0,,,,130389295073.51,,,0.309849,,,,,176619709779.74,,,,,,15655101171.62,,,,7431077117.23,14021651595.61,1988653717.19,,17828884155.66,,,,,44584410000.0,,150863570536.99,,,,,27502949217.08,,,,,,27723884081.44,11847848045.46,72020152117.35,,,8377598053.13,,,,,,,4112700991.88,93787672565.22,125432992815.54,23821992572.43,17877022563.8,,34510981451.61,,,,,-51186716964.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,-48984308000.0,,,44786097516.0,,,,,13864006000.0,,-15098054000.0,206669014000.0,,5428323000.0,160237708000.0,,,18799243000.0,0.99,,,,,2684372000.0,,,94923740000.0,,,,-20590784000.0,,3387910000.0,6472511000.0,,,949299000.0,,,22235574000.0,0.99,138358136000.0,,55406612000.0,1205645000.0,32960649000.0,1906768000.0,52722267000.0,,55738435000.0,,-1100121000.0,4567854000.0,27632063000.0,,68462069000.0,,-10129039000.0,,19761618000.0,,,,19761618000.0,,1791176000.0,204064966000.0,,57880286000.0,,,,,,,,,,,1785155000.0,0.0,,,,,,,1549797000.0,16777847000.0,,,-65706830000.0,-37414057000.0,1742597000.0,3690936000.0,,,,,63770281000.0,,,,,,44375254000.0,0.0,,-36044000.0,,,,,-3374912000.0,524118000.0,-249903000.0,,125977382000.0,,,142898733000.0,,,,,,,,72184459000.0,44623856311.0,2758618000.0,46431306000.0,2119465000.0,13505032000.0,,,,,,,,-204452000.0,,44375254000.0,,,23356569000.0,,,53792923000.0,18324378000.0,44375254000.0,16623000.0,-14651773000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,,0.0,,,,,0.0,,,,,,10825093000.0,,,,,,,,,4858391000.0,,,16060541000.0,3311399000.0,5938747000.0,,,,,,,,3263611000.0,,,,,,,,,,,42039149000.0,,46897540000.0,,,,,,949299000.0,,,,,,49849000.0,,,,,,,,0.0,55616663000.0,,,220389952000.0,,,1194267000.0,,,,,156186904000.0,,,,,,,,,,,,,,,,,,19497409000.0,,3216804000.0,,,,,,,,,164773289000.0,,,,,,,,,,,23459698000.0,,64203048000.0,,,,,,,,,,,,151681238000.0,32156965000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
