date,annualCurrentAccruedExpenses,quarterlyPurchaseOfInvestment,annualNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingEndCashPosition,annualCashAndCashEquivalents,trailingTaxProvision,annualTaxProvision,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualNetIncomeContinuousOperations,annualTotalRevenue,trailingRepurchaseOfCapitalStock,annualDilutedEPS,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualDeferredIncomeTax,trailingFreeCashFlow,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualCommonStockIssuance,annualBasicAverageShares,quarterlyOtherNonCashItems,annualOtherShortTermInvestments,annualAccumulatedDepreciation,annualChangeInAccountPayable,annualTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,trailingNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetIncomeCommonStockholders,trailingNetIncome,annualTotalAssets,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualCashDividendsPaid,quarterlyLongTermDebt,annualAccountsReceivable,annualNetIncome,annualBeginningCashPosition,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualFreeCashFlow,annualSellingGeneralAndAdministration,quarterlySellingGeneralAndAdministration,annualDilutedAverageShares,trailingSaleOfInvestment,annualStockholdersEquity,quarterlyRepaymentOfDebt,annualOtherNonCashItems,quarterlyBasicAverageShares,annualLongTermDebt,quarterlyBasicEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDeferredRevenue,trailingOperatingCashFlow,annualCapitalStock,annualPurchaseOfBusiness,annualNetPPE,quarterlyPretaxIncome,annualOperatingCashFlow,quarterlyPurchaseOfBusiness,annualSaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualOtherIntangibleAssets,trailingPurchaseOfBusiness,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyNetPPE,trailingChangeInCashSupplementalAsReported,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualGrossPPE,annualGoodwill,quarterlyDilutedEPS,annualNetOtherInvestingChanges,trailingPretaxIncome,annualPretaxIncome,annualInterestExpense,quarterlyDilutedAverageShares,annualPurchaseOfInvestment,annualRepaymentOfDebt,quarterlyTotalAssets,annualBasicEPS,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualInvestingCashFlow,annualCapitalExpenditure,trailingInvestingCashFlow,annualAccountsPayable,trailingDeferredIncomeTax,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingInterestExpense,annualEndCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingTotalRevenue,quarterlyAccountsPayable,trailingRepaymentOfDebt,annualOperatingIncome,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,trailingStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyChangeInInventory,annualOtherNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyStockBasedCompensation,annualCostOfRevenue,annualOtherCurrentLiabilities,annualOtherIncomeExpense,annualOtherCurrentAssets,quarterlyCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,trailingCostOfRevenue,annualCurrentAssets,trailingChangeInInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingChangesInAccountReceivables,quarterlyEbitda,annualCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,quarterlyCurrentAssets,annualEbitda,annualOperatingExpense,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherNonCurrentLiabilities,annualStockBasedCompensation,trailingBasicEPS,quarterlyCostOfRevenue,trailingResearchAndDevelopment,quarterlyOtherCurrentAssets,trailingGrossProfit,quarterlyOtherCurrentLiabilities,quarterlyGrossProfit,quarterlyOperatingExpense,annualChangeInInventory,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyOtherIncomeExpense,trailingOtherIncomeExpense,trailingOperatingIncome,trailingChangeInAccountPayable,trailingOperatingExpense,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1970-01-01 00:00:00.752025600,2069000000.0,,1846000000.0,,,26310000000.0,10874000000.0,3043000000.0,-5000000.0,,,-2000000.0,,,,,29315000000.0,300000000.0,6490000000.0,-7544000000.0,0.115,,,-706000000.0,12004000000.0,19775000000.0,,,,1269565217.0,,,,,156925000000.0,,30209000000.0,,,,,-267000000.0,,,12871000000.0,,,,12591000000.0,12860000000.0,164941000000.0,,2772000000.0,,146000000.0,,-518000000.0,,955000000.0,300000000.0,1516000000.0,5627000000.0,,,1361000000.0,2310000000.0,,1269565217.0,65377000000.0,7930000000.0,,1969000000.0,,3442000000.0,,,,-7457000000.0,,1934000000.0,5900000000.0,277000000.0,,,,,,,14265000000.0,2248000000.0,,2057000000.0,,1573000000.0,,1734000000.0,,,614000000.0,-106000000.0,-6025000000.0,,,,,-3899000000.0,-2254000000.0,,,,,-602000000.0,15914000000.0,295000000.0,5186000000.0,,-10647000000.0,,,0.115,,-1440000000.0,-9727000000.0,-212000000.0,-11126000000.0,2069000000.0,-519000000.0,,,,,,,21584000000.0,1373000000.0,,-2261000000.0,,,45926000000.0,,-1100000000.0,324000000.0,-72435000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.759974400,,-2248285479.0,,1437658675.0,-2141940874.0,,,,,,,,160646568780.0,,,287425150.0,,,,,,,-133432382.0,,,,,,,,-87282836.0,,,,,,,,,,,,2949557924.0,,,,,,,,,8129342810.0,,106344605.0,,,,3462219183.0,,,,,287425150.0,287425150.0,,,,,,,,,1444710480.0,,0.19895,,,,,,,,,-244793243.0,26390517416.0,,1920222404.0,,,,,,,,,,60195060.0,281913530.0,,,,,,,2047635280.0,,,,,,0.19895,,,,,1444710480.0,,,168775911590.0,,281913530.0,,,,,,,,68221068.0,,,1377463616.0,2260324491.0,,,12711190103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.767664000,,1059290594.0,,0.0,-978064656.0,,,,,446011338.0,1795105766.0,,160078943730.0,,,273054058.0,,,,,,,-132570660.0,,,,,,,,-53737487.0,,,,,,,,,,,,3085994746.0,,,,,,,,,8278031246.0,,-2037355250.0,,,,3509055717.0,,,,,273054058.0,273054058.0,,,665007604.0,,,,,,1464096826.0,,0.1865,,,,1342043412.0,,,,,-1582249478.0,25796903083.0,,517770130.0,,,,,,433015347.0,,,,-262185935.0,198108591.0,,,,,159961289.0,,2041061800.0,,,,,,0.1865,,,,,1464096826.0,,,168356974976.0,,198108591.0,,,,,,,,-20246507.0,,,1437658675.0,2282040647.0,,,12805060141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.775612800,,140048684.0,,0.0,-4601985596.0,,,,,447032723.0,1816001109.0,,163657099279.0,,,293954520.0,,,,,,,-133054085.0,,,,,,,,19001465.0,,,,,,,,,,,,3245978924.0,,,,,,,,,8440931780.0,,-4742034280.0,,,,3513033833.0,,,,,293954520.0,293954520.0,,,641985580.0,,,,,,1466765730.0,,0.20041,,,,1537992235.0,,,,,2285029409.0,25665973378.0,,4052994709.0,,,,,,438990571.0,,,,-123993595.0,424997291.0,,,,,145036051.0,,2022046589.0,,,,,,0.20041,,,,,1466765730.0,,,172098031059.0,,424997291.0,,,,,,,,112036532.0,,,0.0,2284941764.0,,,15545063783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.783561600,,-2012057451.0,2306911943.0,0.0,-1438025106.0,,16449073448.0,,655079129.0,441611322.0,1876029037.0,,164489922900.0,,,133513875.0,27695117003.0,1168537806.0,7365075072.0,,0.79803,,-132932593.0,183010956.0,,,,,,1253763708.0,632501747.0,,,,164489922900.0,,,,,,,-414040308.0,3413093467.0,,,,,,,,173078993643.0,8589070743.0,3413093467.0,827109580.0,1000541052.0,,-531989720.0,3477072907.0,,1168537806.0,1373055593.0,,301510629.0,301510629.0,1529960774.0,2675098066.0,679119142.0,1253763708.0,,8589070743.0,,510482889.0,,3477072907.0,,,,,1655087268.0,,7190991478.0,335046666.0,,1848925255.0,27695117003.0,,700004235.0,,,2266062492.0,,1975111592.0,471564800.0,1783038009.0,,,139997726.0,878018597.0,,,,,170054171.0,,1975111592.0,,-185986744.0,,,,,-5845935345.0,,1823616935.0,6069119437.0,,-3061003652.0,,173078993643.0,0.79803,624941362.0,,-9160016232.0,-253077235.0,,,,,175035573.0,,,0.0,2266062492.0,,0.0,16449073448.0,,,,,,,1823752199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.791510400,,-1011118930.0,,0.0,-336101337.0,,,,,488951442.0,1764109781.0,,166540042224.0,,,276002815.0,,,,,,,-133990148.0,,,,,,,,116959887.0,,,,,,,,,,,,3599014778.0,,,,,,,,,8805066854.0,,675017593.0,,,,3736101337.0,,,,,319071077.0,319071077.0,,,628008445.0,,,,,,1220495335.0,,0.22614,,,,1822097115.0,,,,,-1609148487.0,28697114708.0,,-331034483.0,,,,,,489092189.0,,,,31104856.0,698099930.0,,,,,170021112.0,,1949049965.0,,,,,,0.22614,,,,,1220495335.0,,,175345109078.0,,698099930.0,,,,,,,,262068966.0,,,1187051372.0,2295988740.0,,,17113019001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.799200000,,-1608948867.0,,0.0,228033540.0,,,,,508881356.0,1754983051.0,,166546847458.0,,,259525424.0,,,,,,,-134077649.0,,,,,,,,477074011.0,,,,,,,,,,,,3765966102.0,,,,,,,,,8944135593.0,,1836982407.0,,,,3680000000.0,,,,,304000000.0,304000000.0,,,608949153.0,,,,,,1230503172.0,,0.21091,,,,2033084745.0,,,,,-1887800665.0,30304000000.0,,-1204965517.0,,,,,,504000000.0,,,,-113138754.0,863933968.0,,,,,200000000.0,,1917016949.0,,,,,,0.21091,,,,,1230503172.0,,,175490983051.0,,863933968.0,,,,,,,,82880187.0,,,0.0,2268067797.0,,,15891932203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.807148800,,97995910.0,,0.0,-2137934663.0,,,,,514008474.0,1843241766.0,,167905972393.0,,,319119858.0,,,,,,,-131959537.0,,,,,,,,-375091709.0,,,,,,,,,,,,3953122865.0,,,,,,,,,8863058631.0,,-2235930573.0,,,,3687986880.0,,,,,319119858.0,319119858.0,,,652043187.0,,,,,,1453319328.0,,0.21958,,,,2090064234.0,,,,,2233999856.0,30218122181.0,,1611987427.0,,,,,,514145142.0,,,,76977181.0,603061086.0,,,,,195025284.0,,1902009020.0,,,,,,0.21958,,,,,1453319328.0,,,176769031024.0,,603061086.0,,,,,,,,659150888.0,,,0.0,2000000000.0,,,16019133525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.815097600,,-630919680.0,-390978450.0,0.0,-5702063395.0,,17710212823.0,,755052871.0,510097328.0,1895093941.0,,174619863472.0,,,151910571.0,32705126489.0,1262080043.0,7257127561.0,,0.88098,,-134974674.0,391112301.0,,,,,,1241757276.0,-1467235590.0,,,,174619863472.0,,,,,,,565118458.0,4132110829.0,,,,,,,,183651987686.0,9032124214.0,4132110829.0,-4816023918.0,1093963325.0,,-535002008.0,3534065052.0,,1262080043.0,1182037211.0,,320027289.0,320027289.0,1074956498.0,2563110695.0,674085138.0,1241757276.0,,9032124214.0,,-1248293401.0,,3534065052.0,,,,,2103929975.0,,6543033061.0,360058894.0,,871970846.0,32705126489.0,,6467045634.0,,,1990095034.0,,1870030786.0,509957842.0,1330076295.0,,,-70033632.0,-835018689.0,,,,,189930553.0,,1870030786.0,,-75090349.0,,,,,-4539954491.0,,2017132914.0,8048989426.0,,-3152991567.0,-135055548.0,183651987686.0,0.88098,-1090138486.0,,-7948065855.0,-255119797.0,,,,,-644041147.0,,,0.0,1990095034.0,,0.0,17710212823.0,,,,,,,2016999064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.823046400,,-514018692.0,,643210555.0,-3856514568.0,,,,,595107201.0,1891148982.0,,195108576141.0,,,320230896.0,,,,,,,-134689390.0,,,,,,,,71467839.0,,,,,,,,,-63221550.0,45354590.0,,4278449698.0,,,,,,,,,9193238043.0,,-3255909840.0,,,,3540406817.0,,,,,355964816.0,355964816.0,,,673446949.0,,,,,,1242740000.0,,0.25456,,-86586036.0,,2212754261.0,,,,,463166575.0,35258383727.0,,5261132490.0,,,,,,585486531.0,,,,-464540957.0,-1867784497.0,,,,,229521715.0,,1878779549.0,,,,,,0.25456,,,,,1242740000.0,,,204301814184.0,,-1954370533.0,,,,,,,,76965366.0,,,1106377130.0,2005222650.0,,,20595107202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
