,trailingCapitalExpenditure,annualCapitalExpenditure,trailingDeferredIncomeTax,quarterlyGrossPPE,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,annualAccumulatedDepreciation,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingChangeInCashSupplementalAsReported,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyStockBasedCompensation,quarterlyEbitda,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyBasicEPS,quarterlyNetOtherInvestingChanges,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,trailingChangesInAccountReceivables,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualInterestExpense,annualRepaymentOfDebt,quarterlyChangeInInventory,trailingGrossProfit,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,annualOtherCurrentAssets,trailingChangeInAccountPayable,trailingCostOfRevenue,trailingFreeCashFlow,annualGrossProfit,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualDilutedEPS,quarterlyTaxProvision,annualTaxProvision,quarterlyRetainedEarnings,annualInventory,trailingTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalNonCurrentAssets,quarterlyPretaxIncome,annualChangeInWorkingCapital,quarterlyNetPPE,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,annualOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyDilutedAverageShares,annualBasicEPS,quarterlyTotalRevenue,quarterlyOperatingIncome,annualChangeInInventory,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualCashDividendsPaid,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCostOfRevenue,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyNetIncome,annualInvestingCashFlow,annualPretaxIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,annualTotalAssets,quarterlyDilutedEPS,trailingNetIncome,trailingPurchaseOfBusiness,trailingPurchaseOfInvestment,annualLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,annualStockholdersEquity,quarterlyGoodwill,annualCurrentLiabilities,trailingStockBasedCompensation,quarterlyAccountsReceivable,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,annualGoodwill,annualCommonStockIssuance,annualRetainedEarnings,annualStockBasedCompensation,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,trailingChangeInWorkingCapital,quarterlyInventory,annualCapitalStock,annualDilutedAverageShares,annualAccountsReceivable,trailingOperatingIncome,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualBasicAverageShares,annualOtherIncomeExpense,annualEbitda,annualNetPPE,trailingTotalRevenue,annualOperatingIncome,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualCashAndCashEquivalents,quarterlyCurrentDebt,annualNetOtherInvestingChanges,quarterlyInterestExpense,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingEndCashPosition,annualIncomeTaxPayable,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingInterestExpense,trailingCashDividendsPaid,annualSaleOfInvestment,trailingSaleOfInvestment,annualOtherShortTermInvestments,trailingResearchAndDevelopment,trailingDilutedAverageShares
954460800,,,,2622661000.0,,,,,313200000.0,100499000.0,,,3088000.0,8792000.0,,,-453000.0,,,,,,,1414283000.0,,177637000.0,,,,,,,0.24,-8329000.0,279487000.0,72545833.0,34902000.0,,,-290516000.0,,,,-10787000.0,,195371000.0,,,,,,,,313200000.0,684248000.0,101850000.0,,12351000.0,,196886000.0,,,,,2736999000.0,,29762000.0,,2066432000.0,,,,208811000.0,-223868000.0,91636842.0,,578962000.0,84116000.0,,,,,,-556229000.0,,,,,,,,,93566000.0,,165402000.0,11091000.0,,17411000.0,,,17411000.0,,,,0.19,,,,,0.0,95000.0,,,,,,,,299475000.0,,,,,,,2489746000.0,81851000.0,,204000.0,,145797000.0,,,,,,34902000.0,,,,,34902000.0,,,,,93521000.0,,,,,,,,,,726000.0,23811000.0,,,,,49683000.0,,,,,,4080234000.0,4764482000.0,2013802000.0,17411000.0,0.0,11914000.0,,,3050199000.0,-130302000.0,,,,,,,,,,,,,,,,,,,
962323200,,,,2750739000.0,,,,,395238000.0,92807000.0,,,11483000.0,39099000.0,,,659000.0,,,,,,,1431695000.0,,248211000.0,,,,,,,0.66,-265753000.0,357330000.0,71513636.0,33192000.0,,,-411453000.0,,,,-2829000.0,,215354000.0,,,,,,,,395238000.0,781149000.0,109119000.0,,33483000.0,,244085000.0,,,,,2953689000.0,,80682000.0,,2164917000.0,,,,239372000.0,-359190000.0,91636842.0,,729946000.0,141976000.0,,,,,,-585822000.0,,,,,,,,,169259000.0,,246396000.0,-1710000.0,,47199000.0,,,47199000.0,,,,0.51,,,,,0.0,1000.0,,,,,,,,372616000.0,,,,,,,2613621000.0,93672000.0,,108000.0,,156258000.0,,,,,,33192000.0,,,,,33192000.0,,,,,106235000.0,,,,,,,,,,708000.0,34902000.0,,,,,56527000.0,,,,,,4299473000.0,5080622000.0,2134556000.0,47199000.0,0.0,128437000.0,,,3348927000.0,-189931000.0,,,,,,,,,,,,,,,,,,,
970272000,,,,2822257000.0,,0.0,,,281352000.0,145662000.0,,,69848000.0,-183583000.0,,,421000.0,,,,,,,1506985000.0,,303714000.0,,,,,,,1.07,258177000.0,428206000.0,70458879.0,31715000.0,,,-156443000.0,,,,26060000.0,,233883000.0,,,,,,,,281352000.0,869258000.0,124492000.0,,53483000.0,,319476000.0,,,,,3176813000.0,,128874000.0,,2201182000.0,,,,125393000.0,-210194000.0,91636842.0,,859033000.0,194323000.0,,,,,,-621075000.0,,,,,,,,,29811000.0,,211960000.0,-1477000.0,,75391000.0,,,75391000.0,,,,0.79,,,,,0.0,83000.0,,,,,,,,430827000.0,,,,,,,2801333000.0,163520000.0,,484000.0,,142078000.0,,,,,,31715000.0,,,,,31715000.0,,,,,109391000.0,,,,,,,,,,708000.0,33192000.0,,,,,61058000.0,,,,,,4395892000.0,5265150000.0,2194710000.0,75391000.0,0.0,-149213000.0,,,3458165000.0,-180383000.0,,,,,,,,,,,,,,,,,,,
978220800,,-961974000.0,,2261285000.0,109280000.0,0.0,,-106211000.0,260155000.0,104493000.0,454330000.0,,24861000.0,91906000.0,,0.0,-6947000.0,,-30950000.0,,741851000.0,,,1545943000.0,,232809000.0,,10573000.0,-16408000.0,0.0,,176375000.0,,-4646000.0,351678000.0,,34384000.0,,,-104526000.0,,248279000.0,,57262000.0,,224154000.0,,,104493000.0,,,,1416701000.0,260155000.0,741851000.0,118869000.0,1.89,25804000.0,125121000.0,355850000.0,133380000.0,,,,3017835000.0,4382082000.0,62178000.0,-43786000.0,2155074000.0,176375000.0,,,-105522000.0,-168722000.0,,2.48,750920000.0,127524000.0,69706000.0,3277990000.0,176375000.0,-449253000.0,,-106211000.0,,,,868762000.0,,,23811000.0,1502160000.0,220085000.0,,136225000.0,2669000.0,,36374000.0,-962938000.0,301496000.0,36374000.0,,206243000.0,5123933000.0,,,,,2675367000.0,0.0,152000.0,,1545943000.0,,260155000.0,,,,399242000.0,,414432000.0,,331000.0,355850000.0,,2675367000.0,206243000.0,,1040000.0,,133380000.0,716000.0,91636842.0,,,2918861000.0,34384000.0,3017835000.0,512721000.0,,,34384000.0,260155000.0,,34384000.0,2227008000.0,105285000.0,468054000.0,,34384000.0,71118952.0,1836000.0,962371000.0,2155074000.0,,547939000.0,716000.0,31715000.0,,34384000.0,,-20551000.0,81011000.0,2261285000.0,,,,,4382082000.0,5123933000.0,2227008000.0,36374000.0,0.0,-7546000.0,-6947000.0,136225000.0,3277990000.0,51363000.0,,,,,,,,,,,,,,,,,,,
985996800,,,,2219400000.0,,,,,205864000.0,0.0,,,2105000.0,-35872000.0,,,-18960000.0,,,,,,,1795768000.0,,247276000.0,,,,,,,0.05,0.0,279368000.0,68240000.0,26202000.0,,,-101921000.0,,,,6096000.0,,135000000.0,,,,,,,,205864000.0,742417000.0,108893000.0,,2420000.0,,306895000.0,,,,,3075868000.0,,5832000.0,,2113189000.0,,,,47250000.0,-113348000.0,85300000.0,,619104000.0,144368000.0,,,,,,-106211000.0,,,,,,,,,58502000.0,,109894000.0,-8182000.0,,3412000.0,,,3412000.0,,,,0.04,,,,,0.0,172000.0,,,,,,420579000.0,,339736000.0,,,,,,,2751190000.0,214784000.0,,670000.0,,127829000.0,,,,,,26202000.0,,,,,26202000.0,,-28051000.0,,,100844000.0,,,,,,,,,,0.0,34384000.0,,,,,57530000.0,,,,,,4335083000.0,5077500000.0,2221894000.0,3412000.0,0.0,-381000.0,,,3281732000.0,-54846000.0,,,,,,,,,,,,,,,,,,,
993859200,,,,2386191000.0,,,,,312014000.0,0.0,,,15322000.0,87773000.0,,,-73979000.0,,,,,,,1540765000.0,,339805000.0,,,,,,,0.19,0.0,367616000.0,71673684.0,36135000.0,,,-200488000.0,,,,13259000.0,,139953000.0,,,,,,,,312014000.0,825145000.0,112822000.0,,22714000.0,,372880000.0,,,,,3461867000.0,,47649000.0,,2279980000.0,,,,-38097000.0,-221359000.0,85300000.0,,768013000.0,227663000.0,,,,,,-106211000.0,,,,,,,,,239953000.0,,172013000.0,9933000.0,,13618000.0,,,24935000.0,,,,0.14,,,,,0.0,7984000.0,,,,,,490555000.0,,400397000.0,,,,,,,2759748000.0,230106000.0,,-36527000.0,,114570000.0,,,,,,36135000.0,,,,,36135000.0,,,,,112142000.0,,,,,,,,,,737000.0,26202000.0,,,,,57059000.0,,,,,,4489501000.0,5314646000.0,2209521000.0,13618000.0,0.0,-26737000.0,,,3773881000.0,18594000.0,,,,,,,,,,,,,,,,,,,
1001808000,,,,2351328000.0,,0.0,,,253813000.0,0.0,,,37297000.0,-59691000.0,,,-80767000.0,,,,,,,1596651000.0,,359583000.0,,,,,,,0.85,-7829000.0,386750000.0,73002353.0,30516000.0,,,-74944000.0,,,,20542000.0,,138007000.0,,,,,,,,253813000.0,846749000.0,110956000.0,,44020000.0,,434932000.0,,,,,3457782000.0,,106072000.0,,2245117000.0,,,,-61511000.0,-102557000.0,94611111.0,,795483000.0,248743000.0,,,,,,-106211000.0,,,,,,,,,136419000.0,,191936000.0,-5619000.0,,62052000.0,,,62052000.0,,,,0.63,,,,,0.0,622000.0,,,,,,539311000.0,,408733000.0,,,,,,,2698443000.0,267403000.0,,438000.0,,105064000.0,,,,,,30516000.0,,,,,30516000.0,,,,,110840000.0,,,,,,,,,,738000.0,36135000.0,,,,,56726000.0,,,,,,4461497000.0,5308246000.0,2216380000.0,62052000.0,0.0,-828000.0,,,3711595000.0,33862000.0,,,,,,,,,,,,,,,,,,,
1009756800,,-497318000.0,,2236653000.0,100683000.0,0.0,,-106211000.0,204773000.0,0.0,441751000.0,,45959000.0,88049000.0,,0.0,-30127000.0,,-24758000.0,,687761000.0,,,1898431000.0,,-19742000.0,,-7058000.0,0.0,0.0,,111256000.0,,45667000.0,5736000.0,,27326000.0,,,-32290000.0,,221563000.0,,47187000.0,,135554000.0,,,0.0,,,,1039470000.0,204773000.0,687761000.0,109080000.0,1.18,22823000.0,91977000.0,410480000.0,85764000.0,,,,2922700000.0,4338143000.0,54997000.0,80259000.0,2130442000.0,122573000.0,,,-225630000.0,-60054000.0,,1.54,704005000.0,-129818000.0,87084000.0,3127473000.0,111256000.0,199392000.0,,-106211000.0,,,,548514000.0,,,34384000.0,1847135000.0,261836000.0,,166154000.0,-3190000.0,,32174000.0,-409643000.0,214550000.0,32174000.0,,297024000.0,5025904000.0,,,,,2459522000.0,0.0,1639000.0,,1898431000.0,,204773000.0,,450273000.0,,698269000.0,,433902000.0,,10417000.0,410480000.0,,2459522000.0,297024000.0,,76000.0,,85764000.0,0.0,94284746.0,450273000.0,,2886605000.0,27326000.0,2922700000.0,696710000.0,,,27326000.0,204773000.0,,27326000.0,2207701000.0,110076000.0,-277988000.0,,27326000.0,72244156.0,-35343000.0,924858000.0,2130442000.0,,490956000.0,0.0,30516000.0,,27326000.0,,-2103000.0,50248000.0,2236653000.0,,,,,4338143000.0,5025904000.0,2207701000.0,32174000.0,0.0,27946000.0,-30127000.0,166154000.0,3127473000.0,201782000.0,,,,,,,,,,,,,,,,,,,
1017532800,,,,2221643000.0,,,,,190454000.0,0.0,,,4121000.0,-47468000.0,,,-29387000.0,,,,,,,1642578000.0,,236813000.0,,,,,,,-3.82,-28000000.0,257258000.0,73496073.0,31250000.0,,,-128357000.0,,,,-7220000.0,,112379000.0,,,,,,,,190454000.0,720460000.0,98495000.0,,4848000.0,,95339000.0,,,,,2892630000.0,,12432000.0,,2115432000.0,,,,88501000.0,-90820000.0,97484375.0,,598965000.0,144879000.0,,,,,,-106211000.0,,,,,,,,,44206000.0,,145530000.0,3924000.0,,-280755000.0,,,7584000.0,,,,-3.82,,,,,0.0,58548000.0,,,,,,422181000.0,,341707000.0,,,,,,,2518308000.0,228792000.0,,280000.0,,103891000.0,,,,,,31250000.0,,,,,31250000.0,,-38548000.0,,,89805000.0,,,,,,,,,,0.0,27326000.0,,,,,49983000.0,,,,,,4005202000.0,4725662000.0,1889770000.0,-280755000.0,0.0,-387000.0,,,3083084000.0,-46614000.0,,,,,,,,,,,,,,,,,,,
1025395200,,,,2361921000.0,,,,,252655000.0,0.0,,,27675000.0,-24102000.0,,,-20215000.0,,,,,,,1703269000.0,,307857000.0,,,,,,,0.67,13625000.0,333822000.0,76289552.0,23952000.0,,,-276354000.0,,,,-5911000.0,,120379000.0,,,,,,,,252655000.0,782473000.0,106525000.0,,32680000.0,,141647000.0,,,,,3054890000.0,,83794000.0,,2255710000.0,,,,126581000.0,-232982000.0,97484375.0,,744759000.0,213443000.0,,,,,,-106211000.0,,,,,,,,,132261000.0,,146153000.0,-7298000.0,,51114000.0,,,51114000.0,,,,0.51,,,,,0.0,5211000.0,,,,,,499482000.0,,410937000.0,,,,,,,2653075000.0,255662000.0,,3048000.0,,107071000.0,,,,,,23952000.0,,,,,23952000.0,,-8957000.0,,,92214000.0,,,,,,,,,,0.0,31250000.0,,,,,47532000.0,,,,,,4228341000.0,5010814000.0,1972631000.0,51114000.0,0.0,-137000.0,,,3307545000.0,-100721000.0,,,,,,,,,,,,,,,,,,,
1033344000,,,,2440991000.0,,,,,269491000.0,0.0,,,22666000.0,26584000.0,,,-86072000.0,,,,,,,1502730000.0,,316053000.0,,,,,,,0.53,6357000.0,329953000.0,76918868.0,23926000.0,,,-127686000.0,,,,13230000.0,,125884000.0,,,,,,,,269491000.0,804837000.0,110919000.0,,26021000.0,,278232000.0,,,,,3330799000.0,,66788000.0,,2334780000.0,,,,-49023000.0,-170501000.0,94806977.0,,783103000.0,204069000.0,,,,,,-106211000.0,,,,,,,,,180580000.0,,161885000.0,-26000.0,,40767000.0,,,40767000.0,,,,0.43,,,,,0.0,-4000.0,,,,,,541538000.0,,453150000.0,,,,,,,2607336000.0,278328000.0,,221000.0,,93190000.0,,,,,,23926000.0,,,,,23926000.0,,,,,111984000.0,,,,,,,,,,770000.0,23952000.0,,,,,48691000.0,,,,,,4298183000.0,5103020000.0,1963403000.0,40767000.0,0.0,-14008000.0,,,3600290000.0,10079000.0,,,,,,,,,,,,,,,,,,,
1041292800,,-530858000.0,,3291929000.0,5871000.0,0.0,,-1020902000.0,207038000.0,0.0,438918000.0,,-48591000.0,79166000.0,,0.0,-79836000.0,,-26726000.0,,708518000.0,,,1331505000.0,,5592000.0,,-8095000.0,-44308000.0,0.0,,-397825000.0,,3374000.0,290792000.0,,19231000.0,,,-3851000.0,,195961000.0,,21090000.0,,387490000.0,,,0.0,,,,1211825000.0,207038000.0,708518000.0,122979000.0,-5.25,-55447000.0,8102000.0,69281000.0,91798000.0,,,,3152014000.0,3982039000.0,-264398000.0,34180000.0,2271027000.0,-109486000.0,,,-156750000.0,-36555000.0,,-5.25,694162000.0,-96698000.0,21189000.0,3359052000.0,-397825000.0,-12949000.0,,-1020902000.0,,,,746132000.0,,,27326000.0,1609164000.0,160862000.0,,187079000.0,-4695000.0,,-208951000.0,-536248000.0,-101384000.0,-208951000.0,,225587000.0,4690557000.0,,,,,2512798000.0,0.0,0.0,,1331505000.0,,207038000.0,,466196000.0,,403370000.0,,396293000.0,,63755000.0,69281000.0,,2512798000.0,225587000.0,,-278824000.0,,91798000.0,770000.0,75776190.0,466196000.0,,2820989000.0,19231000.0,3152014000.0,517909000.0,,,19231000.0,207038000.0,,19231000.0,1711012000.0,102290000.0,9309000.0,,19231000.0,75776190.0,-275275000.0,861986000.0,2271027000.0,,465693000.0,770000.0,23926000.0,,19231000.0,,-4644000.0,49755000.0,3291929000.0,,,,,3982039000.0,4690557000.0,1711012000.0,-208951000.0,0.0,-29776000.0,-79836000.0,187079000.0,3359052000.0,124307000.0,,,,,,,,,,,,,,,,,,,
1049068800,,,,3277371000.0,,,,,191657000.0,0.0,,,-4833000.0,8700000.0,,,-66159000.0,,,,,,,1340303000.0,,220328000.0,,,,,,,-0.11,-13422000.0,234732000.0,79300000.0,32928000.0,,,-93888000.0,,,,-9021000.0,,113739000.0,,,,,,,,191657000.0,713910000.0,96761000.0,,-5577000.0,,60558000.0,,,,,3160116000.0,,-14300000.0,,2256469000.0,,,,15869000.0,-111384000.0,79300000.0,,591851000.0,120993000.0,,,,,,-1020902000.0,,,,,,,,,82654000.0,,179181000.0,13697000.0,,-8723000.0,,,-8723000.0,,,,-0.11,,,,,0.0,,,,,,,422266000.0,,357119000.0,,,,,,,2533631000.0,220754000.0,,106000.0,,107781000.0,,,,,,32928000.0,,,,,32928000.0,,,,,99335000.0,,,,,,,,,,776000.0,19231000.0,,,,,50975000.0,,,,,,3978166000.0,4692076000.0,1721697000.0,-8723000.0,0.0,-590000.0,,,3351773000.0,-28730000.0,,,,,,,,,,,,,,,,,,,
1056931200,,,,3338896000.0,,,,,217533000.0,0.0,,,9613000.0,-28790000.0,,,-33396000.0,,,,,,,1392186000.0,,284144000.0,,,,,,,0.3,1061000.0,305489000.0,77970000.0,30403000.0,,,-136049000.0,,,,652000.0,,128432000.0,,,,,,,,217533000.0,783609000.0,111563000.0,,14663000.0,,83949000.0,,,,,3224037000.0,,38054000.0,,2317994000.0,,,,33943000.0,-182778000.0,93564000.0,,728056000.0,177057000.0,,,,,,-1020902000.0,,,,,,,,,97488000.0,,181109000.0,-2525000.0,,23391000.0,,,23391000.0,,,,0.25,,,,,0.0,,,,,,,488607000.0,,422567000.0,,,,,,,2586011000.0,230367000.0,,1502000.0,,110488000.0,,,,,,30403000.0,,,,,30403000.0,,,,,107087000.0,,,,,,,,,,774000.0,32928000.0,,,,,54401000.0,,,,,,4050147000.0,4833756000.0,1732153000.0,23391000.0,0.0,-6927000.0,,,3441570000.0,-85290000.0,,,,,,,,,,,,,,,,,,,
1064880000,,,,3325576000.0,,,,,212103000.0,0.0,,,21140000.0,-8901000.0,,,-15934000.0,,,,,,,1429564000.0,,317006000.0,,,,,,,0.43,-55097000.0,344281000.0,74148837.0,76348000.0,,,-68624000.0,,,,710000.0,,145153000.0,,,,,,,,212103000.0,873846000.0,127490000.0,,24698000.0,,115833000.0,,,,,3269193000.0,,56582000.0,,2304674000.0,,,,-31897000.0,-52917000.0,93776471.0,,805134000.0,199128000.0,,,,,,-1020902000.0,,,,,,,,,146327000.0,,226575000.0,45945000.0,,31884000.0,,,31884000.0,,,,0.34,,,,,0.0,,,,,,,535376000.0,,460853000.0,,,,,,,2555931000.0,265137000.0,,223000.0,,111415000.0,,,,,,76348000.0,,,,,76348000.0,,,,,117878000.0,,,,,,,,,,774000.0,30403000.0,,,,,53420000.0,,,,,,4037014000.0,4910860000.0,1732340000.0,31884000.0,0.0,-6821000.0,,,3481296000.0,93410000.0,,,,,,,,,,,,,,,,,,,
1072828800,,-713301000.0,,2711217000.0,-70237000.0,,,-233124000.0,150796000.0,0.0,451347000.0,,-96157000.0,13251000.0,,0.0,-547000.0,,-3575000.0,,803014000.0,,,1140875000.0,,-21386000.0,,60218000.0,0.0,0.0,,-244310000.0,,67458000.0,296076000.0,,79449000.0,,,-238878000.0,,209328000.0,,18476000.0,,421487000.0,,,0.0,,,,1180578000.0,150796000.0,803014000.0,115533000.0,-3.35,-92696000.0,-58912000.0,-189300000.0,105987000.0,,,,3430470000.0,3919127000.0,-383558000.0,-15740000.0,2478093000.0,-244310000.0,,,237042000.0,-366222000.0,,-3.35,742195000.0,-125411000.0,10817000.0,3581266000.0,-244310000.0,-370995000.0,,-233124000.0,,,,808811000.0,,,19231000.0,1686658000.0,15837000.0,,226780000.0,3101000.0,,-290862000.0,-537439000.0,-303222000.0,-290862000.0,,165052000.0,4722141000.0,,,,,2817088000.0,0.0,865000.0,,1140875000.0,,150796000.0,,499433000.0,,446119000.0,,428325000.0,,1102000.0,-189300000.0,,2817088000.0,165052000.0,,-431755000.0,,105987000.0,776000.0,72928358.0,499433000.0,,2867236000.0,79449000.0,3430470000.0,342306000.0,,,79449000.0,150796000.0,,79449000.0,1441034000.0,104025000.0,254957000.0,,79449000.0,72928358.0,-429924000.0,800092000.0,2478093000.0,,371767000.0,776000.0,76348000.0,,79449000.0,,0.0,50532000.0,2711217000.0,,,,,3919127000.0,4722141000.0,1441034000.0,-290862000.0,0.0,14338000.0,-547000.0,226780000.0,3581266000.0,-350385000.0,,,,,,,,,,,,,,,,,,,
1080691200,,,,2743992000.0,,,,,239994000.0,0.0,,,-68829000.0,150506000.0,,,23886000.0,,,,,,,1186916000.0,,230840000.0,,,,,,,-1.38,0.0,254854000.0,77248551.0,127144000.0,,,-175199000.0,,,,-2111000.0,,131209000.0,,,,,,,,239994000.0,807927000.0,114772000.0,,-70981000.0,,-423061000.0,,,,,3359477000.0,,-177584000.0,,2510868000.0,,,,17364000.0,-169859000.0,77248551.0,,644713000.0,123645000.0,,,,,,-233124000.0,,,,,,,,,204782000.0,,255217000.0,47695000.0,,-106603000.0,,,-106603000.0,,,,-1.38,,,,,0.0,,,,,,,448445000.0,,389859000.0,,,,,,,3006189000.0,98071000.0,,-160902000.0,,114140000.0,,,,,,127144000.0,,,,,127144000.0,,-3627000.0,,,105196000.0,,,,,,,,,,0.0,79449000.0,,,,,49569000.0,,,,,,3978460000.0,4786387000.0,1467592000.0,-106603000.0,0.0,-30539000.0,,,3599471000.0,34923000.0,,,,,,,,,,,,,,,,,,,
1088553600,,,,2790196000.0,,,,,252548000.0,0.0,,,19465000.0,-15138000.0,,,-4449000.0,,,,,,,1075721000.0,,322703000.0,,,,,,,0.45,0.0,333101000.0,77693333.0,72384000.0,,,-134382000.0,,,,5621000.0,,133289000.0,,,,,,,,252548000.0,812426000.0,117605000.0,,21617000.0,,-260941000.0,,,,,3504973000.0,,56479000.0,,2557072000.0,,,,-74266000.0,-189672000.0,97116667.0,,776040000.0,199812000.0,,,,,,-233124000.0,,,,,,,,,154248000.0,,295628000.0,-54760000.0,,34962000.0,,,34962000.0,,,,0.36,,,,,0.0,,,,,,,495056000.0,,442939000.0,,,,,,,3089660000.0,119685000.0,,-12561000.0,,119617000.0,,,,,,72384000.0,,,,,72384000.0,,,,,122891000.0,,,,,,,,,,782000.0,127144000.0,,,,,37977000.0,,,,,,4020816000.0,4833242000.0,1463744000.0,34962000.0,0.0,-4959000.0,,,3757521000.0,-35424000.0,,,,,,,,,,,,,,,,,,,
1096502400,,,,2819888000.0,,-211000.0,,,262128000.0,0.0,,,17843000.0,10627000.0,,,4532000.0,,,,,,,1025806000.0,,255387000.0,,,,,,,-0.83,0.0,372742000.0,77567470.0,149167000.0,,,-116249000.0,,,,-1101000.0,,233491000.0,,,,,,,,262128000.0,934374000.0,128769000.0,,17843000.0,,-325322000.0,,,,,3560801000.0,,-46538000.0,,2586764000.0,,,,-12189000.0,-164594000.0,77567470.0,,849718000.0,139251000.0,,,,,,-233124000.0,,,,,,,,,205139000.0,,279082000.0,76783000.0,,-64381000.0,,,-64381000.0,,,,-0.83,,,,,0.0,959000.0,,,,,,547450000.0,,476976000.0,,,,,,,3142720000.0,138999000.0,,-140809000.0,,123242000.0,,,,,,149167000.0,,,,,149167000.0,,,,,116136000.0,,,,,,,,,,784000.0,72384000.0,,,,,39162000.0,,,,,,3914361000.0,4848735000.0,1327597000.0,-64381000.0,0.0,-14968000.0,,,3822929000.0,40545000.0,,,,,,,,,,,,,,,,,,,
