date,annualOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualInvestmentsAndAdvances,trailingRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyDeferredIncomeTax,annualCapitalExpenditure,quarterlyIncomeTaxPayable,annualBasicEPS,quarterlyGrossPPE,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyOperatingIncome,annualChangesInAccountReceivables,annualBasicAverageShares,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,annualCurrentAssets,trailingOperatingExpense,quarterlyEndCashPosition,quarterlyNetOtherInvestingChanges,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,quarterlyInvestingCashFlow,annualEndCashPosition,trailingInterestExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,trailingChangesInAccountReceivables,annualTaxProvision,quarterlyEbitda,trailingResearchAndDevelopment,quarterlyStockholdersEquity,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualInterestExpense,trailingDeferredIncomeTax,annualRepaymentOfDebt,trailingNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,annualTotalRevenue,quarterlyGrossProfit,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyBasicEPS,annualGrossProfit,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualTotalNonCurrentAssets,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,annualDilutedEPS,trailingTaxProvision,trailingNetIncome,quarterlyTotalRevenue,quarterlyBasicAverageShares,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,annualCashDividendsPaid,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualNetIncome,trailingSellingGeneralAndAdministration,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualDilutedAverageShares,annualBeginningCashPosition,annualCostOfRevenue,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyNetIncome,annualInvestingCashFlow,annualIncomeTaxPayable,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingDepreciationAndAmortization,annualLongTermDebt,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCurrentDebt,annualStockholdersEquity,trailingInvestingCashFlow,quarterlyDilutedEPS,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyOtherIncomeExpense,annualRetainedEarnings,annualTotalAssets,annualGoodwill,annualCurrentLiabilities,annualStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualCashFlowFromContinuingFinancingActivities,quarterlyCostOfRevenue,trailingStockBasedCompensation,quarterlyGoodwill,quarterlyAccountsReceivable,annualDepreciationAndAmortization,trailingOperatingCashFlow,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,trailingGrossProfit,quarterlyOperatingExpense,quarterlyLongTermDebt,annualCapitalStock,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualCommonStockIssuance,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualNetPPE,quarterlyOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyDepreciationAndAmortization,annualOtherIntangibleAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEbitda,trailingTotalRevenue,annualOperatingCashFlow,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,annualAccountsPayable,annualOperatingIncome,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,annualGrossPPE,annualPretaxIncome,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,trailingEndCashPosition,trailingPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,trailingOperatingIncome,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyInventory,annualInventory,trailingCashDividendsPaid,trailingChangeInInventory,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingCommonStockIssuance,annualChangeInInventory,quarterlyCashDividendsPaid,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingDilutedAverageShares
1970-01-01 00:00:01.356912000,454025000.0,,381308000.0,,,,,-222952000.0,,,-19853000.0,,0.532951,,-3290000.0,,,2848000.0,160756000.0,402733000.0,,,,,-39743000.0,516391000.0,,845780000.0,,,-47968000.0,38862000.0,,,,107164000.0,87534000.0,,-206481000.0,85675000.0,-29829000.0,59432000.0,,147062000.0,,27414000.0,,29489000.0,-14072000.0,,518049000.0,,713449000.0,,,144518000.0,,640655000.0,,,,,611336000.0,,496324000.0,,,26455000.0,,38921000.0,,,,,,0.509731,22331000.0,518049000.0,,,-59484000.0,,90281000.0,,,,,85675000.0,664832000.0,,880000.0,168079000.0,68302000.0,72794000.0,,,,,,-79355000.0,,,,,33886000.0,,,748000.0,,,,-47413000.0,,-800000.0,,,,,,,16064000.0,,-47968000.0,,87038000.0,,,33796000.0,651079000.0,,-24000.0,,,1465111000.0,,,,,26956000.0,,,,,,,-4709000.0,,,,212998000.0,1961435000.0,164371000.0,-3111000.0,,,186630000.0,-36161000.0,,-9658000.0,,-300000000.0,-635793000.0,,,,,149713000.0,6000.0,,,370606000.0,538722000.0,,,619331000.0,,,,6925000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,495811000.0,,415511000.0,-42899000.0,,74515000.0,60393000.0,,,,-19807000.0,,0.763456,,-3651000.0,,,-3651000.0,163733000.0,,,,,,,,174966000.0,,,,-105262000.0,18062000.0,,48051000.0,,125226000.0,,7082000.0,,125003000.0,,60616000.0,,,,,,34307000.0,,,,,803089000.0,,,154990000.0,,717144000.0,,,,1117156000.0,,415096000.0,,,1635000.0,12431000.0,,42973000.0,,,,,,0.725993,,,,,-32145000.0,,126627000.0,,,,,125003000.0,,119971000.0,,172182000.0,107164000.0,85945000.0,,49162000.0,,,,-53986000.0,972000.0,,,,,79000000.0,,598000.0,,,835361000.0,,,,,,,1292122000.0,767746000.0,214311000.0,12228000.0,,-105262000.0,,,,,37327000.0,,32366000.0,,,,,,,0.0,,,,125226000.0,,35090000.0,,200785000.0,-972000.0,,179362000.0,,258877000.0,,174797000.0,,,14194000.0,221333000.0,,,-1726000.0,,,,,,,77989000.0,187243000.0,-2034000.0,,,,,36524000.0,,,125226000.0,,,,-16388000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.412035200,,,,,,,,,,-943000.0,,,,,,,62868000.0,,,,9499000.0,,,,,,,,134797000.0,0.0,,,5804000.0,,-117880000.0,,,,,,,,81081000.0,,,,109669000.0,,,,,-6201000.0,,194134000.0,-112871000.0,,,,69642000.0,,,,,,,,,,-17450000.0,,,,,18583000.0,,,,,227581000.0,,,63140000.0,,,-5009000.0,,,,,,,,,,,,51059000.0,57153000.0,50844000.0,,,,,-7042000.0,,,2344000.0,,,,,,,,12502000.0,9118000.0,,,,,,,,33447000.0,,,,,,,,,,,131266000.0,,,,,,,,,,,,9095000.0,,,,,,,,,,,,,141839000.0,,,,,50844000.0,,,,0.0,-4674000.0,,,,52144000.0,,,,,,,63140000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,539677000.0,-78048000.0,452997000.0,-58159000.0,,4563000.0,62979000.0,,,-8357000.0,-21793000.0,2738000.0,0.92,101156000.0,-5904000.0,,67538000.0,2399000.0,160756000.0,,-9884000.0,,8609000.0,11797000.0,,,195102000.0,,127630000.0,0.0,-131644000.0,2404000.0,4241000.0,52869000.0,-7390000.0,127630000.0,,10321000.0,,147764000.0,,67277000.0,84499000.0,,799587000.0,,107410000.0,25541000.0,,,,-1802000.0,888268000.0,201051000.0,-180000.0,151822000.0,,768244000.0,69193000.0,195102000.0,241306000.0,1112932000.0,,508258000.0,,,8609000.0,614000.0,-2902000.0,49738000.0,,266952000.0,,20843000.0,42997000.0,0.88,,,238996000.0,,-114051000.0,-38328000.0,148359000.0,,-7210000.0,-58159000.0,,147764000.0,,134790000.0,,168079000.0,125226000.0,120024000.0,,47800000.0,48350000.0,44391000.0,48277000.0,-140200000.0,2738000.0,13446000.0,10321000.0,-7167000.0,,190586000.0,2327000.0,-21928000.0,,,799587000.0,,,,13124000.0,1084000.0,,1308034000.0,793763000.0,241306000.0,20851000.0,52869000.0,-20058000.0,37945000.0,,793763000.0,33735000.0,36942000.0,,33735000.0,-4536000.0,47800000.0,134790000.0,,133513000.0,190586000.0,0.0,62979000.0,,,127630000.0,,42997000.0,207613000.0,266952000.0,-7980000.0,12979000.0,207613000.0,127630000.0,278119000.0,,173615000.0,,127630000.0,11797000.0,228567000.0,,0.0,9712000.0,134797000.0,,,1308034000.0,1112932000.0,48277000.0,101156000.0,215636000.0,180000.0,0.0,8023000.0,,,13446000.0,37181000.0,,127630000.0,4563000.0,508258000.0,,-78048000.0,-30813000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.427760000,,,,,0.0,,,,172182000.0,595000.0,,,,,,,27040000.0,,,,31192000.0,,,,,,,,119685000.0,-405000.0,,,6299000.0,,-8558000.0,,,,,,,,47269000.0,,,,141703000.0,,,,,19402000.0,,196116000.0,-3809000.0,,0.160053,,34168000.0,,,,,,,,,,-22089000.0,,0.0,,,8288000.0,,,,,235069000.0,163733000.0,,-33335000.0,,,-4344000.0,,,,,,,,,,,,25880000.0,39964000.0,26206000.0,,,,,-7945000.0,,,2179000.0,,,,,,0.152199,,16451000.0,9307000.0,,,,,,,,38953000.0,,,,,,,,,,,169076000.0,,,,,,,,,,,,10922000.0,,,,,,,,,,,,,127630000.0,,,,,26206000.0,,,,,-8317000.0,,,,35620000.0,,,,,,,-33335000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.435622400,,-116072000.0,,,,,,,172182000.0,-393000.0,,,,106104000.0,,,40522000.0,,,,10092000.0,,40276000.0,16031000.0,,,,,136373000.0,-730000.0,,,11626000.0,,-43311000.0,,,,,,,,50544000.0,,796098000.0,,133765000.0,,,,,5624000.0,,204288000.0,-36903000.0,,0.142458,,35639000.0,226111000.0,274752000.0,,,,,,,,806000.0,,,287580000.0,,12208000.0,38470000.0,,,,248817000.0,163733000.0,,1200000.0,,,-5678000.0,-67634000.0,,,,,,,,,,,23431000.0,53519000.0,23325000.0,,,35899000.0,0.0,16688000.0,,,2382000.0,,,,,,0.135467,,17478000.0,-2501000.0,,,,,,104337000.0,,44529000.0,,815718000.0,49462000.0,,,,,49853000.0,154384000.0,,163766000.0,185302000.0,,66957000.0,,,,,,204624000.0,,,12523000.0,,136373000.0,,,,,136373000.0,,,,0.0,,119685000.0,,,1358430000.0,1132319000.0,23325000.0,,,,,-6517000.0,,,,47841000.0,,,6550000.0,562332000.0,,,1200000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.443571200,,-129200000.0,,,,,,,240047607.0,-8848000.0,,,,113487000.0,,,58356000.0,,,,-2023000.0,,45041000.0,20348000.0,,,,,282543000.0,-7267000.0,,,13057000.0,,-17161000.0,,,,,,,,70380000.0,,962146000.0,,135679000.0,,,,,-4192000.0,,221335000.0,0.0,,0.146883,,57573000.0,386796000.0,269794000.0,,,,,,,,-1470000.0,,,283107000.0,,22136000.0,42586000.0,,,,268971000.0,240047607.0,,133298000.0,,,-9894000.0,-70901000.0,,,,,,,,,,,35437000.0,32758000.0,35259000.0,,,39400000.0,0.0,146170000.0,,,2318000.0,,,,,,0.146883,,16811000.0,1535000.0,,,,,,93221000.0,,47636000.0,,805969000.0,59212000.0,,,,,41528000.0,156225000.0,,162979000.0,185429000.0,,65156000.0,,,,,,200516000.0,,,10489000.0,,282543000.0,,,,,282543000.0,,,,0.0,,136373000.0,,,1515047000.0,1128251000.0,35259000.0,,,,0.0,-10282000.0,,,,22864000.0,,,14024000.0,552901000.0,,,133298000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,648887000.0,-136820000.0,535455000.0,-70644000.0,,48488000.0,55569000.0,,222827000.0,-13884000.0,-29156000.0,,0.69,118711000.0,-22530000.0,,67638000.0,-29344000.0,174784000.0,,26019000.0,,39049000.0,25767000.0,,,204695000.0,,88173000.0,20000.0,396439000.0,-39457000.0,19101000.0,118556000.0,-579832000.0,88173000.0,,65343000.0,,120383000.0,,58898000.0,83334000.0,,278811000.0,,124308000.0,26058000.0,,-182509000.0,,10882000.0,1020431000.0,220704000.0,-570612000.0,179926000.0,0.17,842443000.0,52005000.0,204695000.0,353644000.0,1721307000.0,,1647191000.0,,11622000.0,39049000.0,65280000.0,10815000.0,67348000.0,,1293547000.0,10612000.0,16266000.0,48067000.0,0.65,,,267574000.0,207576000.0,-611324000.0,307056000.0,120487000.0,-1022500000.0,-9240000.0,-70644000.0,40000000.0,120383000.0,,169321000.0,,184934000.0,127630000.0,177988000.0,,34947000.0,35739000.0,82841000.0,35593000.0,-648862000.0,,49542000.0,65343000.0,-194370000.0,,1193481000.0,19179000.0,-11938000.0,,40000000.0,278811000.0,,0.16,,16608000.0,3546000.0,10612000.0,1926002000.0,1292775000.0,353644000.0,50083000.0,118556000.0,408219000.0,46870000.0,,1292775000.0,65851000.0,46084000.0,,65851000.0,0.0,34947000.0,169321000.0,,153066000.0,1193481000.0,248000.0,55569000.0,,428789000.0,99795000.0,11622000.0,48067000.0,276408000.0,1293547000.0,31716000.0,12150000.0,276408000.0,99795000.0,251527000.0,,209082000.0,,88173000.0,25767000.0,193556000.0,,248000.0,11887000.0,282543000.0,,,1926002000.0,1721307000.0,35593000.0,118711000.0,179385000.0,-8382000.0,,-4228000.0,,,49542000.0,73601000.0,,88173000.0,48488000.0,1647191000.0,,-136820000.0,295276000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.459382400,,-129330000.0,,,-4453000.0,,,,268099000.0,-159000.0,,,,126902000.0,,,29188000.0,,,,36795000.0,,40395000.0,28827000.0,,,,,135898000.0,4250000.0,,,17498000.0,,-4469000.0,,,,,,,,47534000.0,,307535000.0,,164816000.0,,,,,20617000.0,,231606000.0,-2252000.0,,0.03,,12364000.0,256890000.0,382798000.0,,,,,11622000.0,,,2919000.0,,-10000000.0,1274551000.0,17764000.0,5145000.0,50807000.0,,,,285283000.0,248444000.0,,-22589000.0,,,-6467000.0,-76095000.0,,,,,,,,,,,7219000.0,74967000.0,7152000.0,,,55886000.0,0.0,47725000.0,,,20431000.0,,,40000000.0,,,0.03,,22863000.0,3607000.0,,,,,,122418000.0,,53677000.0,,1301880000.0,68975000.0,,,,,35472000.0,191553000.0,,202418000.0,1167897000.0,,54855000.0,,,,,,271017000.0,,,14739000.0,,147520000.0,,,,,135898000.0,,,,249000.0,,88173000.0,,,1964884000.0,1707994000.0,7152000.0,,,,,-2234000.0,,,,68500000.0,,,29435000.0,1657349000.0,,,-8136000.0,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.467244800,,-133824000.0,,,,,,,267976000.0,-3184000.0,,,,137778000.0,,,73668000.0,,,,-22043000.0,,45331000.0,8882000.0,,,,,173993000.0,850000.0,,,12698000.0,,-1620000.0,,,,,,,,82935000.0,,359705000.0,,135451000.0,,,,,-33228000.0,,244572000.0,-51000.0,,0.14,,47780000.0,280917000.0,309357000.0,,,,,0.0,,,3982000.0,,-400000000.0,1327605000.0,51842000.0,13679000.0,56715000.0,,,,301119000.0,249296000.0,,2173000.0,,,-14135000.0,-81063000.0,,,,,,,,,,,34101000.0,38887000.0,34078000.0,,,62446000.0,0.0,38095000.0,,,20646000.0,,,0.0,,,0.13,,20944000.0,-5242000.0,,,,,,108814000.0,,56547000.0,,1306843000.0,61593000.0,,,,,35621000.0,191661000.0,,170904000.0,1214788000.0,,55355000.0,,,,,,265135000.0,,,14509000.0,,173993000.0,,,,,173993000.0,,,,250000.0,,135898000.0,,,1996667000.0,1715750000.0,34078000.0,,,,,8668000.0,,,,24752000.0,,,31702000.0,1636962000.0,,,-4456000.0,,,,,,,,,,,,,,,,
