,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,trailingInterestExpense,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,quarterlyChangeInWorkingCapital,quarterlyDilutedEPS,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualCurrentAssets,trailingOperatingExpense,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyEbitda,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,annualDilutedAverageShares,quarterlyInvestingCashFlow,annualDilutedEPS,quarterlyEndCashPosition,annualInterestExpense,annualRepaymentOfDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,annualTotalRevenue,trailingResearchAndDevelopment,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,annualInventory,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyNetPPE,annualBasicAverageShares,annualOtherCurrentAssets,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,annualChangeInInventory,trailingTaxProvision,quarterlyTotalRevenue,annualNetIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,annualCashDividendsPaid,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualPurchaseOfBusiness,annualCostOfRevenue,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualTotalAssets,trailingNetIncome,annualLongTermDebt,annualStockholdersEquity,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,quarterlyResearchAndDevelopment,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,annualCurrentLiabilities,quarterlyBasicEPS,quarterlyAccountsReceivable,annualRetainedEarnings,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualSaleOfInvestment,annualGoodwill,annualCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyInvestmentsAndAdvances,annualCapitalStock,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualChangeInAccountPayable,trailingGrossProfit,annualNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualAccountsPayable,annualOtherIntangibleAssets,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalStock,annualEndCashPosition,annualEbitda,trailingTotalRevenue,quarterlyBeginningCashPosition,annualOperatingIncome,annualOtherIncomeExpense,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyDilutedAverageShares,quarterlyCurrentDebt,annualGrossPPE,annualCashAndCashEquivalents,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,annualBasicEPS,trailingPretaxIncome,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingPurchaseOfBusiness,trailingBeginningCashPosition,annualCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,trailingStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,trailingCapitalExpenditure,annualNonCurrentDeferredRevenue,trailingFreeCashFlow,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingBasicEPS,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingPurchaseOfInvestment,trailingEndCashPosition,annualStockBasedCompensation,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingDilutedAverageShares,trailingOperatingCashFlow,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingInvestingCashFlow
1427760000,,-500000000.0,54201000000.0,702000000.0,,134000000.0,372000000.0,-51000000.0,4417000000.0,,,,-213000000.0,3.540004,,,-8840000000.0,,,,,,,,1000000.0,,2548000000.0,22237000000.0,,,-326000000.0,,320000000.0,,6288000000.0,,,1237000000.0,-62000000.0,2835000000.0,,,,17000000.0,,,12387000000.0,752000000.0,24394000000.0,,,378566288.0,,32188000000.0,-204000000.0,-13000000.0,2205000000.0,,,18066000000.0,,,686000000.0,23956000000.0,-903000000.0,,-901000000.0,1598000000.0,,,12370000000.0,,,,-36135000000.0,,,,,,,1258000000.0,3684000000.0,634000000.0,1478000000.0,1519000000.0,,,,,,,0.0,,383000000.0,,106000000.0,,9535000000.0,,3.660004,4695000000.0,,2482000000.0,12183000000.0,,,,572000000.0,8087000000.0,17867000000.0,,6312000000.0,,,831000000.0,,,,,,,6288000000.0,6288000000.0,,,,,-563000000.0,,634000000.0,,7107000000.0,,,,5654000000.0,,,,-83000000.0,415566251.0,1922000000.0,,,-81000000.0,241000000.0,,,,,44575000000.0,,67789000000.0,1393000000.0,3618000000.0,604000000.0,43395000000.0,,,6000000.0,355000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,0.0,55280000000.0,664000000.0,,104000000.0,468000000.0,-18000000.0,4492000000.0,,,,273000000.0,2.910003,,,-8410000000.0,,,,,,,,10000000.0,,1855000000.0,23612000000.0,,,216000000.0,,-1082000000.0,,6224000000.0,,,1311000000.0,33000000.0,2764000000.0,,,,12000000.0,,,12765000000.0,773000000.0,24764000000.0,,,379366287.0,,32118000000.0,-179000000.0,-95000000.0,1514000000.0,,,18580000000.0,,,317000000.0,24606000000.0,-1052000000.0,,-379000000.0,1453000000.0,,,12910000000.0,,,,-36700000000.0,,,,,,,1406000000.0,3814000000.0,-64000000.0,1220000000.0,1197000000.0,,,,,,,0.0,,429000000.0,,188000000.0,,10146000000.0,,2.970003,4957000000.0,,2799000000.0,12358000000.0,,,,557000000.0,8061000000.0,17833000000.0,,6633000000.0,,,282000000.0,,,,,,,6224000000.0,6224000000.0,,,,,-562000000.0,,642000000.0,,7107000000.0,,,,6288000000.0,,,,-94000000.0,416466250.0,1915000000.0,,,-618000000.0,232000000.0,,,,,44883000000.0,,69334000000.0,1135000000.0,3971000000.0,618000000.0,44570000000.0,,,4000000.0,354000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,0.0,55751000000.0,981000000.0,,99000000.0,433000000.0,-62000000.0,3893000000.0,,,,1218000000.0,3.270003,,,-8585000000.0,,,,,,,,2000000.0,,2401000000.0,24333000000.0,,,-597000000.0,,-478000000.0,,7623000000.0,,,1176000000.0,217000000.0,2687000000.0,,,,29000000.0,,,13205000000.0,689000000.0,24852000000.0,,,380432952.0,,31513000000.0,-227000000.0,-67000000.0,2063000000.0,,,18858000000.0,,,627000000.0,25411000000.0,-924000000.0,,-561000000.0,1511000000.0,,,12036000000.0,,,,-36893000000.0,,,,,,,2511000000.0,3882000000.0,1399000000.0,1375000000.0,1436000000.0,,,,,,,0.0,,382000000.0,,19000000.0,,9349000000.0,,3.360003,4398000000.0,,3176000000.0,12261000000.0,,,,546000000.0,7822000000.0,17462000000.0,,6736000000.0,,,767000000.0,,,,,,,7623000000.0,7623000000.0,,,,,-564000000.0,,645000000.0,,7107000000.0,,,,6224000000.0,,,,-96000000.0,416866249.0,2276000000.0,,,536000000.0,233000000.0,,,,,44718000000.0,,69884000000.0,1290000000.0,3743000000.0,787000000.0,45032000000.0,,,-64000000.0,1587000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,-3826000000.0,-666000000.0,50802000000.0,452000000.0,305000000.0,303000000.0,354000000.0,436000000.0,3577000000.0,,-32948000000.0,2971000000.0,649000000.0,8.820009,,816000000.0,-8667000000.0,-84000000.0,-1166000000.0,24475000000.0,,,2923000000.0,-317000000.0,-3000000.0,3212000000.0,4491000000.0,25374000000.0,0.0,7345000000.0,26000000.0,413799586.0,-110000000.0,18.450018,8577000000.0,946000000.0,-1114000000.0,1264000000.0,592000000.0,2656000000.0,48778000000.0,,1598000000.0,168000000.0,43551000000.0,10942000000.0,11215000000.0,757000000.0,24475000000.0,2147000000.0,41843000000.0,368466298.0,6871000000.0,30628000000.0,-193000000.0,-939000000.0,4148000000.0,1927000000.0,,17854000000.0,376699623.0,354000000.0,517000000.0,28425000000.0,-947000000.0,7783000000.0,-1200000000.0,1392000000.0,780000000.0,,11462000000.0,7685000000.0,995000000.0,3690000000.0,-32948000000.0,5654000000.0,-2253000000.0,,4988000000.0,-803000000.0,37836000000.0,2341000000.0,4719000000.0,954000000.0,3612000000.0,3631000000.0,-1350000000.0,575000000.0,68026000000.0,,16215000000.0,25374000000.0,0.0,226000000.0,404000000.0,2521000000.0,195000000.0,,8806000000.0,11215000000.0,9.51001,4078000000.0,28425000000.0,3212000000.0,12154000000.0,640000000.0,12154000000.0,508000000.0,575000000.0,6871000000.0,16215000000.0,-1246000000.0,6881000000.0,7107000000.0,4078000000.0,2971000000.0,,30628000000.0,7516000000.0,-681000000.0,,17854000000.0,8577000000.0,8577000000.0,,3577000000.0,3617000000.0,,-564000000.0,8577000000.0,600000000.0,-3041000000.0,7107000000.0,8577000000.0,11295000000.0,,7623000000.0,5954000000.0,4851000000.0,-43000000.0,-973000000.0,406299593.0,995000000.0,50802000000.0,8577000000.0,79000000.0,240000000.0,19.350019,,6881000000.0,452000000.0,41843000000.0,9930000000.0,68026000000.0,3527000000.0,3617000000.0,816000000.0,43551000000.0,4719000000.0,-8667000000.0,-263000000.0,1394000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,0.0,52152000000.0,312000000.0,,155000000.0,665000000.0,-451000000.0,3729000000.0,,,,-277000000.0,0.45,,,-8262000000.0,,,,,,,,3000000.0,,469000000.0,25599000000.0,,,135000000.0,,-1163000000.0,,6610000000.0,,,1206000000.0,-432000000.0,2752000000.0,,,,32000000.0,,,11682000000.0,742000000.0,23334000000.0,,,367632965.0,,30324000000.0,-412000000.0,-360000000.0,165000000.0,,,18420000000.0,,,-110000000.0,28074000000.0,-820000000.0,,-871000000.0,1546000000.0,,,10703000000.0,,,,-33732000000.0,,,,,,,52000000.0,4768000000.0,-1967000000.0,254000000.0,275000000.0,,,,,,,0.0,,361000000.0,,92000000.0,,7951000000.0,,0.45,4491000000.0,,3975000000.0,12214000000.0,,,,575000000.0,7298000000.0,16229000000.0,,7136000000.0,,,-1200000000.0,,,,,,,6610000000.0,6610000000.0,,,,,-591000000.0,,607000000.0,,7107000000.0,,,,8577000000.0,,,,-121000000.0,372432960.0,747000000.0,,,-1043000000.0,201000000.0,,,,,42006000000.0,,68440000000.0,169000000.0,3591000000.0,48000000.0,45106000000.0,,,13000000.0,-768000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,0.0,56700000000.0,625000000.0,,273000000.0,1516000000.0,-542000000.0,4441000000.0,,,,954000000.0,7.830008,,,-7845000000.0,,,,,,,,240000000.0,,3687000000.0,28936000000.0,,,298000000.0,,-900000000.0,,7309000000.0,,,1308000000.0,194000000.0,2677000000.0,,,,-1963000000.0,,,12881000000.0,787000000.0,26310000000.0,,,370366296.0,,38409000000.0,-157000000.0,-99000000.0,3357000000.0,,,22783000000.0,,,130000000.0,30680000000.0,-1221000000.0,,-611000000.0,1369000000.0,,,11952000000.0,,,,-33917000000.0,,,,,,,2218000000.0,6681000000.0,699000000.0,3208000000.0,3227000000.0,,,,,,,0.0,,399000000.0,,142000000.0,,9275000000.0,,8.370008,5171000000.0,,4117000000.0,15442000000.0,,,,982000000.0,8212000000.0,20852000000.0,,6561000000.0,,,2178000000.0,,,,,,,7309000000.0,7309000000.0,,,,,-594000000.0,,680000000.0,,7107000000.0,,,,6610000000.0,,,,-180000000.0,407599592.0,494000000.0,,,-277000000.0,208000000.0,,,,,51290000000.0,,81524000000.0,3123000000.0,6463000000.0,792000000.0,55214000000.0,,,-49000000.0,997000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,-416000000.0,57499000000.0,480000000.0,,179000000.0,625000000.0,3000000.0,4674000000.0,,,,-119000000.0,1.890002,,,-7681000000.0,,,,,,,,754000000.0,,1471000000.0,29035000000.0,,,262000000.0,,-435000000.0,,7032000000.0,,,1425000000.0,199000000.0,2642000000.0,,,,35000000.0,,,12655000000.0,864000000.0,24778000000.0,,,370799629.0,,37620000000.0,-262000000.0,-64000000.0,1089000000.0,,,23311000000.0,,,271000000.0,30884000000.0,-1023000000.0,,-1206000000.0,1217000000.0,,,12483000000.0,,,,-34188000000.0,,,,,,,1345000000.0,6331000000.0,-277000000.0,804000000.0,818000000.0,,,,,,,0.0,,399000000.0,,86000000.0,,9841000000.0,,1.920002,4746000000.0,,3534000000.0,15491000000.0,,,,1027000000.0,8013000000.0,20423000000.0,,6561000000.0,,,66000000.0,,,,,,,7032000000.0,7032000000.0,,,,,-597000000.0,,780000000.0,,7107000000.0,,,,7309000000.0,,,,-125000000.0,375799624.0,869000000.0,,,-115000000.0,220000000.0,,,,,50275000000.0,,80624000000.0,719000000.0,6326000000.0,1027000000.0,55846000000.0,,,-214000000.0,322000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,-3991000000.0,-500000000.0,57438000000.0,600000000.0,-1259000000.0,126000000.0,665000000.0,-269000000.0,4519000000.0,,-33952000000.0,3304000000.0,194000000.0,-0.09,,708000000.0,-9822000000.0,-1539000000.0,-916000000.0,23659000000.0,,,-1970000000.0,-323000000.0,-28000000.0,3669000000.0,188000000.0,25987000000.0,0.0,3978000000.0,-237000000.0,374399625.0,-981000000.0,10.560011,6607000000.0,858000000.0,-588000000.0,1493000000.0,649000000.0,2446000000.0,48158000000.0,,1584000000.0,1129000000.0,55852000000.0,10517000000.0,12604000000.0,911000000.0,23659000000.0,9000000.0,52282000000.0,368732964.0,7363000000.0,39678000000.0,-189000000.0,-65000000.0,-198000000.0,752000000.0,,23486000000.0,369366297.0,665000000.0,-282000000.0,30338000000.0,-927000000.0,4404000000.0,-1204000000.0,953000000.0,610000000.0,,13020000000.0,4318000000.0,907000000.0,1487000000.0,-33952000000.0,8577000000.0,-2462000000.0,,5432000000.0,-1020000000.0,37641000000.0,1863000000.0,6924000000.0,-425000000.0,52000000.0,84000000.0,-3479000000.0,923000000.0,79511000000.0,,20456000000.0,25987000000.0,0.0,-767000000.0,425000000.0,2862000000.0,78000000.0,,10574000000.0,12604000000.0,-0.09,4666000000.0,30338000000.0,3669000000.0,15272000000.0,733000000.0,15272000000.0,398000000.0,923000000.0,7363000000.0,20456000000.0,-577000000.0,6716000000.0,3107000000.0,4666000000.0,-965000000.0,,39678000000.0,5478000000.0,458000000.0,,23486000000.0,6607000000.0,6607000000.0,,4519000000.0,6026000000.0,,-680000000.0,6607000000.0,795000000.0,-3892000000.0,3107000000.0,6607000000.0,5815000000.0,,7032000000.0,5085000000.0,79000000.0,-89000000.0,-151000000.0,368732964.0,907000000.0,57438000000.0,6607000000.0,-104000000.0,229000000.0,10.710011,,6716000000.0,600000000.0,52282000000.0,4413000000.0,79511000000.0,-33000000.0,6026000000.0,708000000.0,55852000000.0,6924000000.0,-9822000000.0,-73000000.0,936000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,58359000000.0,409000000.0,,136000000.0,872000000.0,-95000000.0,4810000000.0,,,,-1047000000.0,2.160002,,,-9514000000.0,,,,,,,,-168000000.0,,2125000000.0,27060000000.0,,,322000000.0,,-1060000000.0,,5848000000.0,,,1438000000.0,-847000000.0,3033000000.0,,,,32000000.0,,,13193000000.0,867000000.0,24640000000.0,,,400832932.0,,39301000000.0,-245000000.0,-38000000.0,1128000000.0,,,23768000000.0,,,213000000.0,30659000000.0,-780000000.0,,-231000000.0,1595000000.0,,,13230000000.0,,,,-34591000000.0,,,,,,,476000000.0,6770000000.0,-759000000.0,888000000.0,915000000.0,,,,,,,0.0,,416000000.0,,282000000.0,,10197000000.0,,2.220002,4991000000.0,,3868000000.0,15334000000.0,,,,934000000.0,8210000000.0,20471000000.0,,6626000000.0,,,-273000000.0,,,,,,,5848000000.0,5848000000.0,,,,,-506000000.0,,778000000.0,,3107000000.0,,,,6607000000.0,,,,-129000000.0,407366259.0,999000000.0,,,-890000000.0,219000000.0,,,,,52494000000.0,,80828000000.0,884000000.0,5928000000.0,841000000.0,56188000000.0,,,-105000000.0,-304000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,59573000000.0,531000000.0,,299000000.0,690000000.0,135000000.0,4623000000.0,,,,-770000000.0,3.210003,,,-9074000000.0,,,,,,,,100000000.0,,2779000000.0,28421000000.0,,,298000000.0,,-693000000.0,,6218000000.0,,,1417000000.0,8000000.0,3070000000.0,,,,30000000.0,,,13429000000.0,855000000.0,25935000000.0,,,403932929.0,,39229000000.0,-239000000.0,-67000000.0,1814000000.0,,,24116000000.0,,,455000000.0,31417000000.0,-800000000.0,,-428000000.0,1653000000.0,,,13834000000.0,,,,-35457000000.0,,,,,,,1339000000.0,7046000000.0,370000000.0,1321000000.0,1359000000.0,,,,,,,0.0,,405000000.0,,75000000.0,,10764000000.0,,3.240003,5307000000.0,,3168000000.0,15439000000.0,,,,916000000.0,8163000000.0,20072000000.0,,6650000000.0,,,365000000.0,,,,,,,6218000000.0,6218000000.0,,,,,-557000000.0,,739000000.0,,3107000000.0,,,,5848000000.0,,,,-250000000.0,409666257.0,1435000000.0,,,-1233000000.0,226000000.0,,,,,52658000000.0,,82247000000.0,1315000000.0,5812000000.0,755000000.0,56312000000.0,,,-31000000.0,539000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,72227000000.0,729000000.0,,1653000000.0,1145000000.0,530000000.0,7648000000.0,,,,-2000000.0,0.960001,,,-9205000000.0,,,,,,,,-34000000.0,,1652000000.0,103108000000.0,,,1007000000.0,,4887000000.0,,13148000000.0,,,1756000000.0,-651000000.0,3184000000.0,,,,761000000.0,,,27278000000.0,990000000.0,54830000000.0,,,525932807.0,,66715000000.0,-210000000.0,-486000000.0,1125000000.0,,,36219000000.0,,,571000000.0,31366000000.0,-749000000.0,,-620000000.0,1428000000.0,,,15354000000.0,,,,-36008000000.0,,,,,,,2654000000.0,9358000000.0,6930000000.0,514000000.0,554000000.0,,,,,,,108000000.0,,522000000.0,,98000000.0,1826000000.0,12170000000.0,,0.960001,11250000000.0,,7849000000.0,60791000000.0,,,,9125000000.0,17284000000.0,29819000000.0,,8100000000.0,,,-20000000.0,,,,,,,14974000000.0,13148000000.0,,,,,-884000000.0,,1001000000.0,,23000000.0,,,,6218000000.0,,,,-97000000.0,531766134.0,7082000000.0,,,-31000000.0,283000000.0,,,,,93993000000.0,,198689000000.0,514000000.0,33460000000.0,743000000.0,143859000000.0,,,-13000000.0,1905000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,-3570000000.0,-1000000000.0,73304000000.0,843000000.0,-2083000000.0,2013000000.0,1614000000.0,-2653000000.0,9134000000.0,,-37057000000.0,4021000000.0,3475000000.0,-1.620002,,680000000.0,-8972000000.0,-2589000000.0,-1000000000.0,49893000000.0,,,6831000000.0,-236000000.0,-864000000.0,8409000000.0,-2063000000.0,100330000000.0,0.0,1460000000.0,1004000000.0,532699467.0,1140000000.0,2.730003,13438000000.0,1082000000.0,-663000000.0,2777000000.0,-728000000.0,2782000000.0,62484000000.0,,2110000000.0,4500000000.0,142271000000.0,12070000000.0,26128000000.0,1553000000.0,49893000000.0,-476000000.0,90237000000.0,775632557.0,16992000000.0,64109000000.0,-60000000.0,-72000000.0,-2874000000.0,1656000000.0,,36247000000.0,526599473.0,1614000000.0,-1715000000.0,29211000000.0,-1241000000.0,1669000000.0,-5244000000.0,5000000.0,-2218000000.0,,20066000000.0,1460000000.0,4015000000.0,5125000000.0,-37057000000.0,6607000000.0,-3394000000.0,,7144000000.0,-754000000.0,50414000000.0,4226000000.0,9206000000.0,290000000.0,-1263000000.0,-1159000000.0,4274000000.0,6266000000.0,192164000000.0,,30056000000.0,100330000000.0,0.0,5323000000.0,767000000.0,3969000000.0,64000000.0,956000000.0,17284000000.0,26128000000.0,-1.620002,11314000000.0,29211000000.0,8409000000.0,59527000000.0,4101000000.0,59527000000.0,519000000.0,6266000000.0,16992000000.0,30056000000.0,-1690000000.0,7900000000.0,23000000.0,11314000000.0,-2525000000.0,,64109000000.0,8695000000.0,2631000000.0,,36247000000.0,14394000000.0,13438000000.0,,9134000000.0,33274000000.0,956000000.0,-1447000000.0,14394000000.0,1451000000.0,-6523000000.0,23000000.0,13438000000.0,3288000000.0,,13148000000.0,4926000000.0,-2651000000.0,-966000000.0,-1214000000.0,775632557.0,4015000000.0,73304000000.0,13438000000.0,-435000000.0,354000000.0,2.760003,,7900000000.0,843000000.0,90237000000.0,1193000000.0,192164000000.0,-1263000000.0,33274000000.0,680000000.0,142271000000.0,9206000000.0,-8972000000.0,-87000000.0,2985000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,-1000000000.0,74329000000.0,889000000.0,,1376000000.0,1950000000.0,-33000000.0,8754000000.0,,,,-5962000000.0,1.410001,,,-7497000000.0,,,,,,,,-30000000.0,,2366000000.0,101260000000.0,,,405000000.0,,290000000.0,,10833000000.0,,,2956000000.0,-1170000000.0,5195000000.0,,,,1234000000.0,,,26617000000.0,1714000000.0,49733000000.0,,,772332561.0,,62900000000.0,0.0,-85000000.0,1542000000.0,,,36076000000.0,,,389000000.0,29366000000.0,-776000000.0,,-1543000000.0,2239000000.0,,,21510000000.0,,,,-38253000000.0,,,,,,,-2137000000.0,9219000000.0,-3182000000.0,1104000000.0,1153000000.0,,,,,,,,,768000000.0,,108000000.0,257000000.0,16315000000.0,,1.410001,14378000000.0,,7480000000.0,60493000000.0,,,,6113000000.0,17457000000.0,29343000000.0,,7815000000.0,,,-347000000.0,,,,,,,10538000000.0,10281000000.0,,,,,-880000000.0,,1484000000.0,,23000000.0,,,,14015000000.0,,,,-758000000.0,778099221.0,5118000000.0,,,-3143000000.0,350000000.0,,,,,89517000000.0,,192441000000.0,1104000000.0,32966000000.0,,142708000000.0,,,-135000000.0,-2913000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,-1000000000.0,73664000000.0,874000000.0,,952000000.0,2213000000.0,-149000000.0,7983000000.0,,,,-1824000000.0,2.280002,,,-10732000000.0,,,,,,,,-16000000.0,,3216000000.0,98262000000.0,,,-340000000.0,,-680000000.0,,9805000000.0,,,3224000000.0,948000000.0,6271000000.0,,,,1068000000.0,,,28110000000.0,1933000000.0,47897000000.0,,,769632563.0,,59375000000.0,-2000000.0,-757000000.0,2368000000.0,,,35224000000.0,,,565000000.0,30432000000.0,-810000000.0,,-2059000000.0,3047000000.0,,,24245000000.0,,,,-38440000000.0,,,,,,,2090000000.0,8946000000.0,-1028000000.0,1768000000.0,1803000000.0,,,,,,,,,803000000.0,,34000000.0,507000000.0,17974000000.0,,2.280002,15379000000.0,,7191000000.0,59404000000.0,,,,5885000000.0,15630000000.0,26850000000.0,,7752000000.0,,,-319000000.0,,,,,,,9751000000.0,9244000000.0,,,,,-875000000.0,,1496000000.0,,24000000.0,,,,10833000000.0,,,,-1133000000.0,774532558.0,7400000000.0,,,-1311000000.0,360000000.0,,,,,87485000000.0,,187367000000.0,1768000000.0,32102000000.0,,139470000000.0,,,-66000000.0,1280000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,-1000000000.0,74305000000.0,701000000.0,,628000000.0,2107000000.0,71000000.0,8631000000.0,,,,-635000000.0,0.630001,,,-10566000000.0,,,,,,,,-40000000.0,,1679000000.0,98090000000.0,,,285000000.0,,-1049000000.0,,7476000000.0,,,2698000000.0,-917000000.0,4646000000.0,,,,553000000.0,,,27680000000.0,1496000000.0,45405000000.0,,,765399234.0,,57029000000.0,-9000000.0,-1554000000.0,855000000.0,,,35228000000.0,,,320000000.0,30933000000.0,-992000000.0,,-882000000.0,1948000000.0,,,20123000000.0,,,,-39077000000.0,,,,,,,-323000000.0,8540000000.0,-2329000000.0,497000000.0,535000000.0,,,,,,,,,740000000.0,,45000000.0,370000000.0,15477000000.0,,0.660001,14542000000.0,,6152000000.0,59362000000.0,,,,5908000000.0,16441000000.0,27293000000.0,,7946000000.0,,,-731000000.0,,,,,,,7309000000.0,6939000000.0,,,,,-870000000.0,,1470000000.0,,24000000.0,,,,9805000000.0,,,,-645000000.0,770432562.0,7875000000.0,,,689000000.0,362000000.0,,,,,84709000000.0,,184453000000.0,497000000.0,31508000000.0,,139048000000.0,,,-12000000.0,-1315000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
