,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualCapitalExpenditure,annualSellingGeneralAndAdministration,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOperatingIncome,quarterlyDilutedAverageShares,annualBasicEPS,trailingInterestExpense,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,annualTaxProvision,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyBasicEPS,annualRepaymentOfDebt,annualInterestExpense,annualTotalRevenue,trailingChangeInAccountPayable,quarterlyChangeInAccountPayable,trailingChangesInAccountReceivables,trailingRepurchaseOfCapitalStock,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyCurrentAssets,annualGrossProfit,annualTotalNonCurrentAssets,trailingCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyRetainedEarnings,annualDilutedEPS,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,annualChangeInInventory,trailingNetIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,trailingTaxProvision,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualNetIncome,annualCurrentDebt,annualCostOfRevenue,annualCashDividendsPaid,trailingSaleOfInvestment,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,quarterlyOtherCurrentLiabilities,annualLongTermDebt,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,trailingCashDividendsPaid,annualOtherNonCashItems,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyInventory,quarterlyOtherIncomeExpense,annualStockBasedCompensation,quarterlyGoodwill,annualGoodwill,quarterlyCostOfRevenue,trailingStockBasedCompensation,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,annualCurrentLiabilities,annualDilutedAverageShares,annualRetainedEarnings,trailingChangeInInventory,annualInventory,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,annualPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyBasicAverageShares,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyOperatingExpense,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualOtherIncomeExpense,trailingGrossProfit,annualNetPPE,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,annualAccountsPayable,quarterlyDepreciationAndAmortization,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingRepaymentOfDebt,annualEndCashPosition,annualOperatingIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualBasicAverageShares,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,quarterlyChangesInAccountReceivables,annualCashAndCashEquivalents,annualGrossPPE,trailingPretaxIncome,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyInterestExpense,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingNetOtherFinancingCharges,trailingBasicEPS,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,quarterlyCurrentDeferredRevenue,annualCurrentDeferredRevenue,trailingDilutedEPS,annualOtherIntangibleAssets
1333152000,,-12031000.0,-16981000.0,,,,,19869000.0,,579000.0,,,,,,,136310000.0,171017000.0,,,,92109000.0,10320000.0,173695000.0,15220000.0,,,,,,186510000.0,-2167000.0,155476000.0,-88908000.0,,,,,15772000.0,,3251848000.0,,0.46,,,,,,,,11549000.0,257899000.0,767702000.0,,,,,-9322000.0,,263912000.0,,-2538000.0,,33928000.0,,,138370000.0,28962000.0,-93112000.0,-84579000.0,,3907085000.0,1482663000.0,107510000.0,,,472934000.0,,,-75995000.0,,,-132078000.0,,,,,,,,,,,,196497000.0,94357000.0,,78548000.0,0.46,78548000.0,-23971000.0,0.0,,39746000.0,,,3580000.0,,,,,250887000.0,-14622000.0,,229279000.0,,215035000.0,,,90892000.0,19193000.0,,,,,,,,525170000.0,,,,,830000000.0,170837000.0,,,121589000.0,,-30515000.0,,,,,,,,64553000.0,,,,,293846000.0,155476000.0,179447000.0,0.0,,,,,4230721000.0,,,,-14993000.0,,,,-2003000.0,,,14447000.0,,120502000.0,,1746575000.0,,,78548000.0,-3112000.0,4998423000.0,,,,,,,,,,,,,,,,
1341014400,,0.0,-23667000.0,,,,,43882000.0,,33715000.0,,,,,,,103043000.0,171279000.0,,,,100575000.0,15069000.0,215408000.0,52080000.0,,,,,,157706000.0,2034000.0,250470000.0,-68619000.0,,,,,11296000.0,,3273811000.0,,0.25,,,,,,,,-9295000.0,239655000.0,808892000.0,,,,,0.0,,317849000.0,,-7075000.0,,32015000.0,,,79533000.0,33904000.0,-257744000.0,-75505000.0,,3943179000.0,1475890000.0,77176000.0,,,459561000.0,,,-104368000.0,,,-29258000.0,,,,,,,,,,,,194082000.0,86200000.0,,43272000.0,0.25,43272000.0,94994000.0,0.0,,4129000.0,,,4096000.0,,,,,266848000.0,-11647000.0,,229279000.0,,219906000.0,,,75892000.0,9301000.0,,,,,,,,527818000.0,,,,,830000000.0,170985000.0,,,136612000.0,,-30283000.0,,,,,,,,66310000.0,,,,,330003000.0,250470000.0,155476000.0,3194581000.0,,,,,4258658000.0,,,,15000000.0,,,,0.0,,,14220000.0,,89714000.0,,1793739000.0,,,43272000.0,-327000.0,5067550000.0,,,,,,,,,,,,,,,,
1348963200,,0.0,-4907000.0,,,,,20806000.0,,0.0,,,,,,,181605000.0,171596000.0,,,,99227000.0,21398000.0,232673000.0,-24409000.0,,,,,,235598000.0,-1303000.0,274442000.0,-121837000.0,,,,,10630000.0,,3390052000.0,,0.62,,,,,,,,-53210000.0,315428000.0,953982000.0,,,,,0.0,,295961000.0,,3360000.0,,29482000.0,,,101638000.0,46021000.0,-232933000.0,-3450000.0,,3985906000.0,1532612000.0,152347000.0,,,535836000.0,,,-113344000.0,,,-55406000.0,,,,,,,,,,,,199464000.0,49458000.0,,106326000.0,0.62,106326000.0,23972000.0,0.0,,9275000.0,,,8325000.0,,,,,361141000.0,-15191000.0,,229279000.0,,220408000.0,,,77044000.0,20982000.0,,,,,,,,587127000.0,,,,,800000000.0,171341000.0,,,133823000.0,,-27992000.0,,,,,,,,68318000.0,,,,,376080000.0,274442000.0,250470000.0,3213756000.0,,,,,4264643000.0,,,,-1152000.0,,,,-7190000.0,,,14933000.0,,86120000.0,,1828573000.0,,,106326000.0,-2806000.0,5218625000.0,,,,,,,,,,,,,,,,
1356912000,55838000.0,0.0,-27311000.0,236641000.0,,,5010088000.0,10061000.0,,42626000.0,-942632000.0,72145000.0,-445550000.0,119085000.0,,903269000.0,90542000.0,173432000.0,1.82,,,92977000.0,25358000.0,185329000.0,-63356000.0,-12031000.0,,8149000.0,611227000.0,110550000.0,185075000.0,11427000.0,332008000.0,-109217000.0,-3133000.0,124225000.0,,310916000.0,10658000.0,32916000.0,3410212000.0,13602000.0,0.48,-617063000.0,57887000.0,1917714000.0,,-49550000.0,,,6811000.0,134340000.0,903269000.0,748141000.0,4352573000.0,,250457000.0,0.0,,276668000.0,1845630000.0,-5682000.0,-20465000.0,27726000.0,,92977000.0,44719000.0,15338000.0,-33274000.0,7046000.0,1.81,4067456000.0,1568962000.0,98108000.0,-44145000.0,,449383000.0,-942632000.0,,-151843000.0,,221458000.0,14136000.0,,-9322000.0,310916000.0,310916000.0,,1169573000.0,-118121000.0,,61323000.0,10061000.0,,105964000.0,55838000.0,-384227000.0,82770000.0,0.48,82770000.0,11201000.0,140000.0,3410212000.0,16816000.0,830000000.0,,16741000.0,,-21449000.0,611227000.0,,344667000.0,21853000.0,92732000.0,229279000.0,229279000.0,315043000.0,,5255842000.0,67750000.0,13602000.0,-202606000.0,271861000.0,276668000.0,171486000.0,7046000.0,,344667000.0,611227000.0,,67750000.0,,-4633000.0,830000000.0,171837000.0,,0.0,43798000.0,32742000.0,-29331000.0,-18472000.0,,4067456000.0,44719000.0,376727000.0,-27311000.0,185329000.0,72680000.0,696007000.0,1568962000.0,-20928000.0,764889000.0,376727000.0,332008000.0,320807000.0,0.0,,332008000.0,511500000.0,,4352573000.0,171250000.0,,,9294000.0,332008000.0,5010088000.0,,998000.0,,,14287000.0,9991000.0,-45879000.0,435141000.0,1845630000.0,,,82770000.0,0.0,5255842000.0,140000.0,,,,,,,,,,,,,,,
1364688000,,-19000000.0,-16323000.0,,,,5133962000.0,13917000.0,,1304000.0,,,,,,,74407000.0,172623000.0,,,,97988000.0,7026000.0,177898000.0,11607000.0,,,,,,132595000.0,526000.0,232285000.0,-141479000.0,,,,,16277000.0,,3463381000.0,,0.14,,,,,-10102000.0,,,27992000.0,120298000.0,841719000.0,,,,,0.0,,238897000.0,,2579000.0,,37320000.0,,,62495000.0,24749000.0,-72553000.0,31000000.0,,4129137000.0,1548542000.0,48608000.0,,,420422000.0,-1004825000.0,,-130634000.0,,,-69504000.0,,,,,,,,,,,,146072000.0,50685000.0,,23859000.0,0.14,23859000.0,-65783000.0,0.0,,700000.0,,,11939000.0,,,,,321116000.0,-11883000.0,,229279000.0,,300124000.0,,,70526000.0,20877000.0,,,,,,,,623253000.0,,,,,800000000.0,172280000.0,,,45891000.0,,-29890000.0,,,,,,,,70071000.0,,,,,294780000.0,232285000.0,298068000.0,0.0,,,,,4409101000.0,,,,-2776000.0,,,,-12675000.0,,,13916000.0,,15438000.0,,1787439000.0,,,23859000.0,-2553000.0,5250820000.0,,,,,,,,,,,,,,,,
1372550400,,0.0,-21132000.0,,,,5312844000.0,4445000.0,,2308000.0,,,,,,,2138000.0,172572000.0,,,,115242000.0,-562000.0,207539000.0,11700000.0,,,,,,60403000.0,818000.0,107379000.0,-218282000.0,,,,,9332000.0,,3416826000.0,,-0.14,,,,,24283000.0,,,3789000.0,40345000.0,730878000.0,,,,,-10051000.0,,249316000.0,,2887000.0,,28385000.0,,,73683000.0,920000.0,-3509000.0,-31468000.0,,4241107000.0,1584658000.0,-23460000.0,,,336424000.0,-1071737000.0,,-171773000.0,,,18677000.0,,,,,,,,,,,,75298000.0,43401000.0,,-24380000.0,-0.14,-24380000.0,-124906000.0,0.0,,1968000.0,,,3945000.0,,,,,321528000.0,-11863000.0,,235414000.0,,296079000.0,,,60001000.0,13383000.0,,,,,,,,614764000.0,,,,,850000000.0,172572000.0,,,38207000.0,,-31759000.0,,,,,,,,70128000.0,,,,,181062000.0,107379000.0,232285000.0,0.0,,,,,4519922000.0,,,,10525000.0,,,,-39584000.0,,,13735000.0,,-96475000.0,,1833974000.0,,,-24380000.0,-3509000.0,5250800000.0,,,,,,,,,,,,,,,,
1380499200,,0.0,-8109000.0,,,,5453448000.0,2687000.0,,2711000.0,,,,,,,96976000.0,173452000.0,,,,142967000.0,16232000.0,232565000.0,-73100000.0,,,,,,169769000.0,-3284000.0,112111000.0,-145629000.0,,,,,10221000.0,,3459437000.0,,0.27,,,,,23464000.0,,,-76719000.0,136731000.0,852951000.0,,,,,0.0,,276145000.0,,-2542000.0,,24205000.0,,,85265000.0,31480000.0,-52582000.0,-22345000.0,,4311713000.0,1704488000.0,78791000.0,,,444320000.0,-1141735000.0,,-142287000.0,,,68745000.0,,,,,,,,,,,,80982000.0,39992000.0,,47311000.0,0.27,47311000.0,4732000.0,0.0,,484000.0,,,3945000.0,,,,,397833000.0,-3261000.0,,235414000.0,,307589000.0,,,64171000.0,21019000.0,,,,,,,,632740000.0,,,,,950000000.0,173102000.0,,,39755000.0,,-32618000.0,,,,,,,,76054000.0,,,,,197376000.0,112111000.0,107379000.0,0.0,,,,,4587119000.0,,,,-4170000.0,,,,-2769000.0,,,14924000.0,,-61305000.0,,1980633000.0,,,47311000.0,-2582000.0,5440070000.0,,,,,,,,,,,,,,,,
1388448000,66394000.0,0.0,-15141000.0,158532000.0,,,5041109000.0,7523000.0,,171000.0,-991992000.0,-16550000.0,-577789000.0,115800000.0,,804831000.0,85348000.0,173616000.0,-2.35,,,116993000.0,-39246000.0,173374000.0,-8790000.0,-19000000.0,,450000.0,,-161967000.0,-379372000.0,-1333000.0,170041000.0,-137700000.0,323000.0,35844000.0,,-406526000.0,9074000.0,467000.0,2977149000.0,13803000.0,-2.61,-130605000.0,57999000.0,1638406000.0,,-50340000.0,,,21706000.0,120027000.0,804831000.0,417401000.0,4154528000.0,,-139493000.0,0.0,,210654000.0,1982210000.0,11812000.0,-58583000.0,25890000.0,,116993000.0,74581000.0,-21305000.0,-1961000.0,-513441000.0,-2.35,4049117000.0,1771556000.0,-474621000.0,-23232000.0,,437240000.0,-991992000.0,,-133095000.0,,332008000.0,30811000.0,,-10051000.0,-406526000.0,-406526000.0,,1221005000.0,-126266000.0,,171000.0,7523000.0,,135944000.0,66394000.0,-647473000.0,-453316000.0,-2.61,-453316000.0,28373000.0,266000.0,2977149000.0,467000.0,1000000000.0,,3843000.0,,14736000.0,593320000.0,,351644000.0,-544545000.0,44904000.0,39017000.0,39017000.0,317213000.0,,4959359000.0,67300000.0,13803000.0,48729000.0,296078000.0,210654000.0,172893000.0,-513441000.0,,351644000.0,593320000.0,,67300000.0,,-69855000.0,1000000000.0,173616000.0,,0.0,34679000.0,23672000.0,-31999000.0,-571552000.0,,4049117000.0,74581000.0,244622000.0,-15141000.0,173374000.0,79825000.0,438296000.0,1771556000.0,-12695000.0,-16605000.0,244622000.0,170041000.0,141668000.0,0.0,,170041000.0,258869000.0,,4154528000.0,172893000.0,,,-3129000.0,170041000.0,5041109000.0,,-4776000.0,,,15424000.0,-3273000.0,2849000.0,-370682000.0,1982210000.0,,,-453316000.0,8967000.0,4959359000.0,266000.0,,,,,,,,,,,,,,,
1396224000,,-7518000.0,5695000.0,,,,5129157000.0,19300000.0,,613000.0,,,,,,,157482000.0,174285000.0,,,,101779000.0,6732000.0,145501000.0,53992000.0,,,,,,243377000.0,5944000.0,181775000.0,-105621000.0,,,,,13903000.0,,3105605000.0,,0.63,,,,,-17405000.0,,,25512000.0,194139000.0,835212000.0,,,,,,,199519000.0,,-674000.0,,27239000.0,,,108035000.0,45053000.0,-84252000.0,-418532000.0,,4057627000.0,1690002000.0,153905000.0,,,491767000.0,-1071530000.0,,-98793000.0,,,-98087000.0,,,,,,,,,,,,247729000.0,63270000.0,,108852000.0,0.62,108852000.0,42674000.0,0.0,,1878000.0,,,4629000.0,,,,,334756000.0,12358000.0,,39017000.0,,297628000.0,,,74411000.0,20981000.0,,,,,,,,597345000.0,,,,,920000000.0,173972000.0,,,36657000.0,,-11973000.0,,,,,,,,73537000.0,,,,,289810000.0,181775000.0,139101000.0,0.0,,,,,4159914000.0,,,,-7111000.0,,,,-13385000.0,,,15935000.0,,148936000.0,,1889521000.0,,,108852000.0,-3225000.0,4995126000.0,,,,,,,,,,,,,,,,
1404086400,,0.0,9846000.0,,,,5230643000.0,22409000.0,,39529000.0,,,,,,,84875000.0,186207000.0,,,,122224000.0,1607000.0,235662000.0,58187000.0,,,,,,151662000.0,-7375000.0,240773000.0,-536264000.0,,,,,9587000.0,,4290111000.0,,0.2,,,,,73725000.0,,,-9670000.0,121218000.0,904165000.0,,,,,-464902000.0,,318306000.0,,7013000.0,,24791000.0,,,75759000.0,18360000.0,-332431000.0,-394821000.0,,4067096000.0,2100061000.0,58361000.0,,,437794000.0,-1163547000.0,,-101512000.0,,,395895000.0,,,,,,,,,,,,197709000.0,59416000.0,,37676000.0,0.2,37676000.0,58998000.0,0.0,,34718000.0,,,11266000.0,,,,,362745000.0,-10783000.0,,39017000.0,,316576000.0,,,57800000.0,13869000.0,,,,,,,,603164000.0,,,1638784000.0,,1320000000.0,185718000.0,,,36343000.0,,-12940000.0,,,,,,,,77570000.0,,,,,316532000.0,240773000.0,181775000.0,0.0,,,,,5804313000.0,,,,16611000.0,,,,-2004000.0,,,15731000.0,,96197000.0,,2418367000.0,,,37676000.0,-2431000.0,6708478000.0,,,,,,,,,,,,,,,,
1412035200,,0.0,6419000.0,,,,8581631000.0,15369000.0,,493000.0,,,,,,,22197000.0,209687000.0,,,,130176000.0,6982000.0,224048000.0,-57945000.0,,,,,,144563000.0,9748000.0,158823000.0,-131662000.0,,,,,7552000.0,,3969768000.0,,-0.07,,,,,-26046000.0,,,-54962000.0,76199000.0,912990000.0,,,,,0.0,,341579000.0,,16609000.0,,24991000.0,,,71546000.0,21365000.0,-258379000.0,-740445000.0,,5057099000.0,2363522000.0,6315000.0,,,463388000.0,-3524532000.0,,-125442000.0,,,-35943000.0,,,,,,,,,,,,71244000.0,66387000.0,,-15050000.0,-0.1,-15050000.0,-100746000.0,42515000.0,,535000.0,,,2571000.0,,,,,452335000.0,4970000.0,,638393000.0,,387189000.0,,,61728000.0,21095000.0,,,,,,,,756310000.0,,,,,1323056000.0,208815000.0,,,54002000.0,,-14546000.0,,,,,,,,117396000.0,,,,,230369000.0,158823000.0,259569000.0,0.0,,,,,5761879000.0,,,,6972000.0,,,,-16461000.0,,55426000.0,20852000.0,,-54198000.0,,2705101000.0,,,-15050000.0,-2127000.0,6674869000.0,,,,,,,,,,,,,,,,
1419984000,48521000.0,0.0,10000000.0,182987000.0,,,8956950000.0,19328000.0,,4057000.0,-3655454000.0,37058000.0,-475412000.0,118771000.0,,908060000.0,37196000.0,213273000.0,0.43,,,13142000.0,10869000.0,91120000.0,12382000.0,-7518000.0,,17237000.0,,38436000.0,159527000.0,493000.0,177537000.0,-123126000.0,-2127000.0,106168000.0,,82970000.0,7533000.0,8249000.0,4068490000.0,92613000.0,-0.1,-745503000.0,73393000.0,1896766000.0,,-13101000.0,,,23705000.0,76678000.0,908060000.0,458579000.0,5932478000.0,,192912000.0,0.0,,328666000.0,2772048000.0,-4210000.0,43924000.0,25995000.0,,13142000.0,61089000.0,23571000.0,-56497000.0,-779382000.0,0.39,5301496000.0,2443382000.0,2288000.0,-1354000.0,,503090000.0,-3655454000.0,,-133353000.0,,139101000.0,-18685000.0,,-403509000.0,82970000.0,82970000.0,52182000.0,1438187000.0,-54065000.0,,44692000.0,19328000.0,,163956000.0,48521000.0,-851619000.0,-21283000.0,-0.12,-21283000.0,18714000.0,159000.0,4068490000.0,8249000.0,1322461000.0,,2418000.0,,19270000.0,832201000.0,,446660000.0,-16764000.0,37565000.0,582461000.0,582461000.0,426412000.0,,6840538000.0,59716000.0,92613000.0,229236000.0,433628000.0,328666000.0,196202000.0,-779382000.0,,446660000.0,832201000.0,,59716000.0,,-29650000.0,1322461000.0,212401000.0,,0.0,39482000.0,10428000.0,-14606000.0,-13061000.0,,5301496000.0,61089000.0,238626000.0,10000000.0,91120000.0,139095000.0,668324000.0,2443382000.0,-3391000.0,696159000.0,238626000.0,177537000.0,158823000.0,0.0,,177537000.0,275592000.0,,5932478000.0,195223000.0,,,2012000.0,177537000.0,8956950000.0,,2200000.0,,52182000.0,18144000.0,8783000.0,30603000.0,189138000.0,2772048000.0,,,-21283000.0,0.0,6840538000.0,159000.0,,,,,,,,,,,,,,,
1427760000,,-10642000.0,1873000.0,,,,8990030000.0,11894000.0,,37668000.0,,,,,,,58118000.0,215692000.0,,,,127830000.0,19300000.0,187602000.0,-33383000.0,,,,,,212322000.0,3703000.0,138006000.0,-53892000.0,,,,,11718000.0,,4099742000.0,,0.13,,,,,-20582000.0,,,10412000.0,100419000.0,868965000.0,,,,,-7000000.0,,318750000.0,,13234000.0,,25221000.0,,,51610000.0,27970000.0,-108405000.0,-768011000.0,,5247513000.0,2348633000.0,56713000.0,,,483596000.0,-3742517000.0,,-82887000.0,,,-123182000.0,,,,,,,,,,,,143455000.0,49457000.0,,28743000.0,0.13,28743000.0,-39531000.0,34062000.0,,21858000.0,,,2417000.0,,,,,442278000.0,18307000.0,,601190000.0,,383177000.0,,,61200000.0,20987000.0,,,,,,,,843699000.0,,,,,1220138000.0,214566000.0,,,42301000.0,,-14775000.0,,,,,,,,135897000.0,,,,,189616000.0,138006000.0,177537000.0,0.0,,,,,5898160000.0,,,,-1484000.0,,,,-5376000.0,,52038000.0,19712000.0,,60568000.0,,2667383000.0,,,28743000.0,-8405000.0,6767125000.0,,,,,,,,,,,,,,,,
1435622400,,-1257000.0,2970000.0,,,,,18488000.0,,18643000.0,,,,,,,34835000.0,216722000.0,,,,146529000.0,-13680000.0,232674000.0,35561000.0,,,,,,196479000.0,9480000.0,158331000.0,-104476000.0,,,,,8131000.0,,4159769000.0,,0.05,,,,,36435000.0,,,11623000.0,88882000.0,890304000.0,,,,,-5983000.0,,316486000.0,,-11810000.0,,23572000.0,,,51698000.0,10826000.0,-131125000.0,-775073000.0,,5120069000.0,2273560000.0,20909000.0,,,510109000.0,,,-111511000.0,,,-64514000.0,,,,,,,,,,,,188349000.0,42633000.0,,10083000.0,0.05,10083000.0,20325000.0,44401000.0,,12796000.0,,,2556000.0,,,,,439875000.0,4029000.0,,696809000.0,,421227000.0,,,61195000.0,13611000.0,,,,,,,,802261000.0,,,,,1180326000.0,215426000.0,,,54047000.0,,-14423000.0,,,,,,,,157615000.0,,,,,210029000.0,158331000.0,138006000.0,0.0,,,,,5859511000.0,,,,22000.0,,,,-15105000.0,,16033000.0,17955000.0,,76838000.0,,2590046000.0,,,10083000.0,-5039000.0,6749815000.0,,,,,,,,,,,,,,,,
1443571200,,0.0,256000.0,,,,,9495000.0,,4724000.0,,,,,,,33434000.0,217712000.0,,,,171835000.0,37783000.0,251969000.0,-74120000.0,,,,,,163627000.0,17788000.0,201964000.0,-100365000.0,,,,,8928000.0,,4155256000.0,,0.01,,,,,15959000.0,,,-71510000.0,96243000.0,986928000.0,,,,,0.0,,333769000.0,,4731000.0,,25675000.0,,,38104000.0,-15309000.0,-279091000.0,-791153000.0,,5082342000.0,2316583000.0,-14015000.0,,,508795000.0,,,-122402000.0,,,7396000.0,,,,,,,,,,,,143687000.0,39529000.0,,1294000.0,0.01,1294000.0,43633000.0,38780000.0,,14356000.0,,,2302000.0,,,,,490833000.0,-27775000.0,,696809000.0,,412552000.0,,,5899000.0,21135000.0,,,,,,,,838572000.0,,,,,1203266000.0,217182000.0,,,62809000.0,,-15374000.0,,,,,,,,157968000.0,,,,,240068000.0,201964000.0,158331000.0,0.0,,,,,5818680000.0,,,,55296000.0,,,,-475000.0,,14932000.0,19674000.0,,21285000.0,,2650352000.0,,,1294000.0,-1493000.0,6805608000.0,,,,,,,,,,,,,,,,
1451520000,67979000.0,0.0,3328000.0,209329000.0,,,9471434000.0,14852000.0,,40000.0,-4382467000.0,6550000.0,-449758000.0,96973000.0,,829425000.0,45812000.0,217484000.0,0.11,,,21277000.0,-36853000.0,132914000.0,28149000.0,-11899000.0,,52019000.0,,-53387000.0,194037000.0,18814000.0,124150000.0,-115786000.0,-1689000.0,58045000.0,,24583000.0,7045000.0,8073000.0,4141020000.0,85378000.0,-0.07,-720743000.0,75228000.0,1985432000.0,,-11348000.0,,,8928000.0,95984000.0,829425000.0,381528000.0,5853755000.0,,166480000.0,0.0,,311522000.0,2542160000.0,-4395000.0,-43793000.0,22505000.0,,21277000.0,39307000.0,34558000.0,-202122000.0,-823734000.0,0.11,5088967000.0,2230638000.0,19021000.0,-40547000.0,,482932000.0,-4382467000.0,,-132958000.0,,177537000.0,-100460000.0,,-12983000.0,24583000.0,24583000.0,14451000.0,1603904000.0,-59512000.0,,61075000.0,14852000.0,,140747000.0,67979000.0,-374519000.0,-15537000.0,-0.07,-15537000.0,-77814000.0,7345000.0,4141020000.0,8073000.0,1118187000.0,,2136000.0,,1760000.0,802114000.0,,461976000.0,-8904000.0,35822000.0,696809000.0,696809000.0,386948000.0,,6683180000.0,7714000.0,85378000.0,-280760000.0,608609000.0,311522000.0,217101000.0,-823734000.0,,461976000.0,802114000.0,,7714000.0,,-22638000.0,1118187000.0,217484000.0,,0.0,50172000.0,9411000.0,-14940000.0,-14343000.0,,5088967000.0,39307000.0,163457000.0,3328000.0,132914000.0,157129000.0,616238000.0,2230638000.0,20464000.0,766465000.0,163457000.0,124150000.0,201964000.0,0.0,,124150000.0,172199000.0,,5853755000.0,216168000.0,,,-1815000.0,124150000.0,9471434000.0,,-1682000.0,,14451000.0,17887000.0,49785000.0,7789000.0,82628000.0,2542160000.0,,,-15537000.0,-196000.0,6683180000.0,7345000.0,,,,,,,,,,,,,,,
1459382400,,-14895000.0,28657000.0,,,,,5189000.0,,2534000.0,,,,,,,42626000.0,221906000.0,,,,186850000.0,-16986000.0,202158000.0,-21775000.0,,,,,,190629000.0,10000.0,162746000.0,-107595000.0,,,,,9786000.0,,4255114000.0,,0.13,,,,,-46336000.0,,,24611000.0,100927000.0,872316000.0,,,,,0.0,,261944000.0,,-5391000.0,,24823000.0,,,71559000.0,-591000.0,-132514000.0,-813517000.0,,5069152000.0,2199506000.0,27197000.0,,,490531000.0,,,-100694000.0,,,-1588000.0,,,,,,,,,,,,145704000.0,78287000.0,,27788000.0,0.13,27788000.0,38596000.0,34250000.0,,1709000.0,,,21243000.0,,,,,435447000.0,2372000.0,,696809000.0,,389604000.0,,,5641000.0,22107000.0,,,,,,,,789437000.0,,,,,1064750000.0,219681000.0,,,58301000.0,,-14846000.0,,,,,,,,145631000.0,,,,,234305000.0,162746000.0,124150000.0,0.0,,,,,5844248000.0,,,,2073000.0,,,,-9445000.0,,15419000.0,17801000.0,,45010000.0,,2461450000.0,,,27788000.0,-2514000.0,6716564000.0,,,,,,,,,,,,,,,,
