,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,annualNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,annualRepurchaseOfCapitalStock,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCurrentAccruedExpenses,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualTaxProvision,quarterlyTotalRevenue,annualCashAndCashEquivalents,trailingNetOtherFinancingCharges,annualCapitalExpenditure,trailingCostOfRevenue,annualCurrentAssets,annualInterestExpense,annualTotalRevenue,trailingBeginningCashPosition,annualChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,annualOtherNonCurrentAssets,quarterlyEndCashPosition,quarterlyStockBasedCompensation,trailingOperatingExpense,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualNetIncomeCommonStockholders,annualAccumulatedDepreciation,annualChangeInAccountPayable,quarterlyEbitda,quarterlyDilutedEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyPretaxIncome,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,trailingNetIncome,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualBeginningCashPosition,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualCurrentDebt,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualFreeCashFlow,trailingTaxProvision,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,annualStockholdersEquity,annualDilutedEPS,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,annualBasicEPS,quarterlyOtherCurrentLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,trailingCashDividendsPaid,annualCapitalStock,quarterlyTaxProvision,annualBasicAverageShares,quarterlyDilutedAverageShares,quarterlyOperatingExpense,quarterlyNetPPE,annualOtherIntangibleAssets,annualGrossProfit,annualStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,annualGoodwill,quarterlyCurrentAccruedExpenses,annualNetPPE,annualSaleOfInvestment,quarterlyCostOfRevenue,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,annualEbitda,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,annualChangeInCashSupplementalAsReported,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingInterestExpense,annualPretaxIncome,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualEndCashPosition,trailingOperatingIncome,annualOperatingIncome,trailingTotalRevenue,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualDilutedAverageShares,trailingEndCashPosition,quarterlyCurrentDebt,annualAccountsPayable,quarterlyDepreciationAndAmortization,trailingInvestingCashFlow,annualGrossPPE,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlySaleOfInvestment,annualChangeInInventory,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingCapitalExpenditure,annualOtherShortTermInvestments,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,annualInventory,trailingChangesInAccountReceivables,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS
1104451200,13341000.0,,,84098000.0,528580000.0,-1338000.0,-206284000.0,,-3842000.0,,,,,,1708438000.0,125589000.0,,699000.0,45329000.0,2141000.0,,-195470000.0,,,34132000.0,175555000.0,,1094000.0,2000.0,-2828000.0,,2141000.0,,,171644000.0,-22072000.0,-99579000.0,,8161000.0,90168000.0,-301728000.0,-1050000.0,23600000.0,,,44000.0,,-249025000.0,22111000.0,-249025000.0,,17206000.0,,,0.0,,,,1442315000.0,528580000.0,,913735000.0,3496000.0,503600000.0,4837000.0,-106483000.0,,-301728000.0,-70928000.0,,,,103397000.0,,,-17133000.0,,,13119000.0,913735000.0,1.15,,-20781000.0,,,,-161000.0,53856000.0,51599000.0,4801000.0,,-20164000.0,40339000.0,-36875000.0,21933000.0,-160869000.0,26556000.0,36511000.0,1.15,,,4075000.0,503600000.0,,,,1162760000.0,178000.0,78406957.0,,31988000.0,1406710000.0,,,,4075000.0,,17206000.0,,1406710000.0,34601000.0,,178337000.0,-6342000.0,-283228000.0,8483000.0,1162760000.0,,-364000.0,90305000.0,,,,-2696000.0,,2141000.0,,,,0.0,2141000.0,2141000.0,,84797000.0,,24312000.0,,1442315000.0,2141000.0,,49966000.0,,,,,19998000.0,-2504000.0,,78406957.0,,,,10259000.0,,1708438000.0,,,8592000.0,14803000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,12676000.0,,79581517.0,,614083000.0,2345000.0,,,3987000.0,,,,,,1778644000.0,,,,46743000.0,,,,,,,,,,,,,11076000.0,,,,-74490000.0,-28613000.0,,-1070000.0,,,,23493000.0,0.265531,,,,-254216000.0,21932000.0,,,17206000.0,,,0.0,,,,,,,909139000.0,4056000.0,,,,,-309489000.0,-121200000.0,,,,,,,,,,,,,,47957000.0,,,,49000.0,,20500000.0,1967000.0,,,,-81070000.0,21734000.0,,23503000.0,35468000.0,,,,,583100000.0,,,,,198000.0,,79659364.0,34067000.0,1469155000.0,,,,3512000.0,,,,,,,,8935000.0,,2141000.0,1163355000.0,,-45602000.0,,,,,,,,,,,,11076000.0,11076000.0,,,0.27,21152000.0,,1523222000.0,,,,,,,,,1642000.0,,,,,,10817000.0,,,,,9058000.0,6580000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,31302000.0,,79597321.0,,666002000.0,-391000.0,,,-2421000.0,,,,,,1842929000.0,,,,47473000.0,,,,,,,,,,,,,1948000.0,,,,-53964000.0,-28765000.0,,-8435000.0,,,,42545000.0,0.28,,,,-258367000.0,21712000.0,,,17206000.0,,,0.0,,,,,,,905581000.0,3706000.0,,,,,-320031000.0,-23000000.0,,,,,,,,,,,,,,22968000.0,,,,31000.0,,10700000.0,3360000.0,,,,-61960000.0,21509000.0,,24666000.0,21868000.0,,,,,634800000.0,,,,,203000.0,,79676168.0,16171000.0,1522898000.0,,,,3539000.0,,,,,,,,-9128000.0,,11076000.0,1163948000.0,,-40092000.0,,,,,,,,,,,,1948000.0,1948000.0,,,0.28,22315000.0,,1571583000.0,,,,,,,,,-2030000.0,,,,,,11232000.0,,,,,9793000.0,7996000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,32487000.0,,79779808.0,,806456000.0,,,,5803000.0,,,,,,2078500000.0,,,,49166000.0,,,,,,,,,,0.0,,,2244000.0,,,,-210519000.0,-29217000.0,,-44982000.0,,,,45369000.0,0.26,,,,-265283000.0,,,,17206000.0,,,134978000.0,,,,,,,992251000.0,4166000.0,,,,,-329763000.0,-98500000.0,,,,,,,,,,,,,,197896000.0,,,,93040000.0,,134073000.0,,,,,133536000.0,22259000.0,,23122000.0,12919000.0,,,,,755000000.0,,,,,,,79843553.0,16679000.0,1748737000.0,,,,3587000.0,,,,,,,,296000.0,,1948000.0,1257534000.0,,146455000.0,,,,,,,,,,,,2244000.0,2244000.0,,,0.26,20771000.0,,1798707000.0,,,,,,,,,1005000.0,,,,,,12882000.0,,,,,10228000.0,3012000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,35599000.0,,,89217000.0,931774000.0,,0.0,,-2371000.0,,,,,,2096156000.0,66510000.0,,,53385000.0,65704000.0,,-426841000.0,,,40949000.0,196676000.0,,-3292000.0,0.0,0.0,,65704000.0,,,93159000.0,-65568000.0,-31383000.0,,23379000.0,89716000.0,-341193000.0,8290000.0,48744000.0,,,4998000.0,,-268890000.0,,-268890000.0,,17206000.0,,,0.0,,,,1920988000.0,931774000.0,,989214000.0,3494000.0,891700000.0,2141000.0,-117978000.0,,-341193000.0,-44500000.0,,,,99119000.0,,,-317284000.0,,,15421000.0,989214000.0,1.12,,89726000.0,,,,39000.0,-31108000.0,0.0,,,358547000.0,46450000.0,-417347000.0,23730000.0,-404541000.0,27828000.0,39302000.0,1.12,,,5044000.0,891700000.0,-417347000.0,,,1258104000.0,,79950255.0,,17786000.0,1754963000.0,,,,5044000.0,,17206000.0,,1754963000.0,22300000.0,,109557000.0,63460000.0,-287200000.0,2244000.0,1258104000.0,,-378045000.0,176616000.0,,,,63563000.0,,65704000.0,,,,417347000.0,65704000.0,65704000.0,,,,25477000.0,,1920988000.0,65704000.0,,130166000.0,,,,,,-3909000.0,,80208593.0,,,,11519000.0,,2096156000.0,-70280000.0,,11869000.0,4712000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,10053000.0,,83208660.0,,826747000.0,-2355000.0,,,750000.0,,,,,,2230663000.0,,,,55315000.0,,,,,,,,,,,,,4107000.0,,,,-86155000.0,-31606000.0,,-664000.0,,,,23604000.0,0.27,,,,-276290000.0,23482000.0,,,17206000.0,,,0.0,,,,,,,1103185000.0,4245000.0,,,,,-353399000.0,-182100000.0,,,,,,,,,,,,,,-13973000.0,,,,120733000.0,,103100000.0,1868000.0,,,,-88223000.0,23251000.0,,24888000.0,38531000.0,,,,,788600000.0,,,,,231000.0,,83412391.0,45262000.0,1877264000.0,,,,4593000.0,,,,,,,,-61597000.0,,65704000.0,1379475000.0,,-49692000.0,,,,,,,,,,,,4107000.0,4107000.0,,,0.27,22537000.0,,1929932000.0,,,,,,,,,3105000.0,,,,,,13551000.0,,,,,13198000.0,2068000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,36432000.0,,88305175.0,,878303000.0,2576000.0,,,3999000.0,,,,,,2282730000.0,,,,56504000.0,,,,,,,,,,,,,10746000.0,,,,-54814000.0,-33592000.0,,4740000.0,,,,51233000.0,0.27,,,,-283303000.0,24733000.0,,,17206000.0,,,0.0,,,,,,,1097294000.0,4355000.0,,,,,-366053000.0,-38300000.0,,,,,,,,,,,,,,15226000.0,,,,118000.0,,48700000.0,2369000.0,,,,-58169000.0,24502000.0,,26640000.0,46226000.0,,,,,837300000.0,,,,,231000.0,,88466024.0,20072000.0,1916677000.0,,,,4814000.0,,,,,,,,6638000.0,,4107000.0,1380597000.0,,-11943000.0,,,,,,,,,,,,10746000.0,10746000.0,,,0.28,24289000.0,,1975597000.0,,,,,,,,,1423000.0,,,,,,14773000.0,,,,,11930000.0,3355000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,39700000.0,,89166429.0,,962428000.0,-3857000.0,,,-3352000.0,,,,,,2377202000.0,,,,59307000.0,,,,,,,,,,,,,113374000.0,,,,-94750000.0,-34459000.0,,6145000.0,,,,54341000.0,0.27,,,,-292546000.0,25711000.0,,,17206000.0,,,4381000.0,,,,,,,1197762000.0,4083000.0,,,,,-381048000.0,-196200000.0,,,,,,,,,,,,,,154294000.0,,,,109056000.0,,79697000.0,-1555000.0,,,,-99131000.0,25615000.0,,26558000.0,43085000.0,,,,,920000000.0,,,,,96000.0,,89267138.0,19607000.0,1996154000.0,,,,5270000.0,,,,,,,,102629000.0,,10746000.0,1490308000.0,,-56046000.0,,,,,,,,,,,,113374000.0,113374000.0,,,0.27,24207000.0,,2160190000.0,,,,,,,,,505000.0,,,,,,14637000.0,,,,,12530000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,46525000.0,,,106065000.0,970516000.0,7018000.0,0.0,,6403000.0,,,,,,2881935000.0,81117000.0,,747000.0,69108000.0,10573000.0,,-655086000.0,,,51363000.0,240100000.0,,4418000.0,,-110000000.0,,10573000.0,,,403114000.0,-409561000.0,-39413000.0,,-96656000.0,99419000.0,-396854000.0,3382000.0,63056000.0,,,7800000.0,,-302154000.0,33008000.0,-302154000.0,,17206000.0,,,2000.0,,,,2546508000.0,970516000.0,,1575992000.0,4856000.0,920000000.0,65704000.0,-139070000.0,,-396854000.0,-243300000.0,,,,110781000.0,,,-568141000.0,,,17539000.0,1575992000.0,1.11,,347657000.0,,,,173207000.0,-86435000.0,-271997000.0,0.0,,503204000.0,59492000.0,-409563000.0,32819000.0,-645280000.0,32696000.0,-40897000.0,1.11,,,5953000.0,920000000.0,,,,1878146000.0,189000.0,89766714.0,,22583000.0,2485081000.0,,,,5953000.0,,17206000.0,,2485081000.0,9806000.0,,86945000.0,-102801000.0,-659900000.0,113374000.0,1878146000.0,,-450460000.0,218475000.0,,,,-55131000.0,,10573000.0,,,,0.0,10573000.0,10573000.0,,106812000.0,,28386000.0,,2546508000.0,10573000.0,,158983000.0,,,,,-1555000.0,-615000.0,,89917554.0,,,,16531000.0,,2881935000.0,,,13706000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,46955000.0,,100054868.0,,1006351000.0,-8133000.0,,,-8104000.0,,,,,,2925336000.0,,,,71301000.0,,,,,,,,,,,,,5399000.0,,,,-60915000.0,-44722000.0,,8972000.0,,,,65080000.0,0.3,,,,-310319000.0,34780000.0,,,17206000.0,,,-2648000.0,,,,,,,1568962000.0,5091000.0,,,,,-414089000.0,-24100000.0,,,,,,,,,,,,,,1390000.0,,,,303000.0,,9000.0,2033000.0,,,,-61184000.0,34535000.0,,36323000.0,54351000.0,,,,,965800000.0,,,,,245000.0,,100276300.0,24346000.0,2511247000.0,,,,5639000.0,,,,,,,,-5174000.0,,10573000.0,1879281000.0,,-6833000.0,,,,,,,,,,,,5399000.0,5399000.0,,,0.3,30260000.0,,2575313000.0,,,,,,,,,29000.0,,,,,,18125000.0,,,,,12420000.0,2917000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,45020000.0,,100133094.0,,981884000.0,10463000.0,,,11424000.0,,,,,,2912811000.0,,,,70693000.0,,,,,,,,,,,,,8914000.0,,,,-34389000.0,-44598000.0,,54600000.0,,,,63538000.0,0.31,,,,-318051000.0,32344000.0,,,17206000.0,,,4460000.0,,,,,,,1563008000.0,5838000.0,,,,,-432314000.0,-101300000.0,,,,,,,,,,,,,,-80002000.0,,,,405000.0,,-35809000.0,5298000.0,,,,-39774000.0,31991000.0,,36936000.0,117906000.0,,,,,930000000.0,,,,,353000.0,,100246112.0,25673000.0,2480497000.0,,,,6019000.0,,,,,,,,3515000.0,,5399000.0,1881059000.0,,78132000.0,,,,,,,,,,,,8914000.0,8914000.0,,,0.31,30873000.0,,2544892000.0,,,,,,,,,961000.0,,,,,,18518000.0,,,,,13029000.0,925000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,47066000.0,,100187901.0,,1524862000.0,-3103000.0,,,-3365000.0,,,,,,3196422000.0,,,,74089000.0,,,,,,,,,,,,,266644000.0,,,,-277743000.0,-45582000.0,,-1163000.0,,,,66630000.0,0.28,,,,-330507000.0,31253000.0,,,17206000.0,,,-1027000.0,,,,,,,1551400000.0,6290000.0,,,,,-450222000.0,-282400000.0,,,,,,,,,,,,,,488875000.0,,,,20000.0,,534437000.0,3420000.0,,,,-277244000.0,30903000.0,,33973000.0,46598000.0,,,,,1470000000.0,,,,,350000.0,,100252953.0,27023000.0,2746200000.0,,,,6098000.0,,,,,,,,257730000.0,,8914000.0,1881907000.0,,-230646000.0,,,,,,,,,,,,266644000.0,266644000.0,,,0.28,27910000.0,,3076262000.0,,,,,,,,,-262000.0,,,,,,19489000.0,,,,,16163000.0,528000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,52768000.0,,,127383000.0,1539260000.0,22448000.0,,,21671000.0,,,,,,3294950000.0,104799000.0,,1392000.0,80616000.0,193101000.0,,-507357000.0,,,64331000.0,296513000.0,,-49000.0,,544397000.0,,193101000.0,,,816000.0,-125574000.0,-47340000.0,,25702000.0,116156000.0,-470695000.0,21675000.0,73828000.0,,,21626000.0,,-344735000.0,30493000.0,-344735000.0,,17206000.0,,,7951000.0,,,,3077352000.0,1539260000.0,,1538092000.0,5475000.0,1470000000.0,10573000.0,-182242000.0,,-470695000.0,0.0,,,,140409000.0,,,-189188000.0,,,22694000.0,1538092000.0,1.16,,-47283000.0,,,,88000.0,88111000.0,-31000.0,3571000.0,,362980000.0,77192000.0,-129155000.0,30049000.0,-498621000.0,33176000.0,99314000.0,1.16,,,7142000.0,1470000000.0,,,,1882827000.0,444000.0,100195031.0,,27848000.0,2824255000.0,,,,7142000.0,,17206000.0,,2824255000.0,,,318169000.0,-73543000.0,-407800000.0,266644000.0,1882827000.0,,-29841000.0,268906000.0,,,,182528000.0,,193101000.0,,,,8736000.0,193101000.0,193101000.0,,128775000.0,,27113000.0,,3077352000.0,193101000.0,,191714000.0,,,,,14418000.0,-777000.0,,100333966.0,,,,21060000.0,,3294950000.0,,,22719000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,53258000.0,,100280264.0,,1518177000.0,-22111000.0,,,-22282000.0,,,,,,3458062000.0,,,,83423000.0,,,,,,,,,,,,,13343000.0,,,,-180246000.0,-47617000.0,,16503000.0,,,,76218000.0,0.24,,,,-362683000.0,30187000.0,,,17206000.0,,,0.0,,,,,,,1521287000.0,5544000.0,,,,,-492073000.0,0.0,,,,,,,,,,,,,,-47625000.0,,,,0.0,,-8000.0,370000.0,,,,-181054000.0,29789000.0,,29761000.0,48113000.0,,,,,1470000000.0,,,,,398000.0,,100365576.0,30165000.0,2965989000.0,,,,8312000.0,,,,,,,,-179758000.0,,193101000.0,1883970000.0,,-132941000.0,,,,,,,,,,,,13343000.0,13343000.0,,,0.24,23698000.0,,3039464000.0,,,,,,,,,-171000.0,,,,,,22960000.0,,,,,23469000.0,808000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,52281000.0,,100346512.0,,1534616000.0,,,,17773000.0,,,,,,3426516000.0,,,,82432000.0,,,,,,,,,,,,,39373000.0,,,,-4199000.0,-47820000.0,,13026000.0,,,,75197000.0,0.27,,,,-377521000.0,,,,17206000.0,,,181479000.0,,,,,,,1508321000.0,5924000.0,,,,,-512082000.0,0.0,,,,,,,,,,,,,,-50850000.0,,,,162000.0,,-3192000.0,,,,,180657000.0,28352000.0,,33051000.0,81079000.0,,,,,1470000000.0,,,,,,,100394431.0,30151000.0,2914434000.0,,,,9130000.0,,,,,,,,26030000.0,,13343000.0,1885842000.0,,261736000.0,,,,,,,,,,,,39373000.0,39373000.0,,,0.27,26988000.0,,3042937000.0,,,,,,,,,-61000.0,,,,,,22870000.0,,,,,23929000.0,-369000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,52483000.0,,100362872.0,,1520507000.0,,,,-12369000.0,,,,,,3417706000.0,,,,82535000.0,,,,,,,,,,,,,112562000.0,,,,1908000.0,-48272000.0,,,,,,78417000.0,0.29,,,,-391825000.0,,,,17206000.0,,,-822000.0,,,,,,,1569624000.0,5097000.0,,,,,-530586000.0,0.0,,,,,,,,,,,,,,26226000.0,,,,74494000.0,,4000.0,,,,,0.0,28568000.0,,34697000.0,45055000.0,,,,,1470000000.0,,,,,,,100420070.0,30052000.0,2887120000.0,,,,8858000.0,,,,,,,,73189000.0,,39373000.0,1961449000.0,,45055000.0,,,,,,,,,,,,112562000.0,112562000.0,,,0.29,28634000.0,,3090131000.0,,,,,,,,,1567000.0,,,,1470000000.0,,25934000.0,,,-5765000.0,,23915000.0,8495000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,52659000.0,,,116846000.0,1439518000.0,,,,17623000.0,,,,,,3415570000.0,119398000.0,,,82668000.0,46815000.0,,-397000.0,,,93956000.0,330200000.0,,-930000.0,,-3196000.0,,46815000.0,,,74536000.0,12664000.0,-50199000.0,,0.0,107588000.0,-553417000.0,,76676000.0,,,745000.0,,-407751000.0,,-407751000.0,,17206000.0,,,0.0,,,,2994179000.0,1439518000.0,,1554661000.0,5054000.0,1370000000.0,193101000.0,-193908000.0,,-553417000.0,-100000000.0,,,1370000000.0,131841000.0,,,245758000.0,,,21618000.0,1554661000.0,0.91,,-150319000.0,,,,-120000.0,236000.0,0.0,,,-222568000.0,95781000.0,0.0,29933000.0,-169873000.0,34331000.0,71908000.0,1.06,,,10624000.0,1370000000.0,-194106000.0,,,1962412000.0,,101178191.0,,30009000.0,2862153000.0,,,,10624000.0,,17206000.0,,2862153000.0,24630000.0,,246155000.0,-65747000.0,-100000000.0,112562000.0,1962412000.0,,71908000.0,306583000.0,,,,-146286000.0,,46815000.0,,,,0.0,46815000.0,46815000.0,,,,28268000.0,,2994179000.0,46815000.0,,210802000.0,,,,,,-2265000.0,,101209883.0,,,,24017000.0,,3415570000.0,-3032000.0,,22726000.0,15696000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,51457000.0,,103439114.0,,1396186000.0,,,,-19000000.0,,17860000.0,80661000.0,,,3413417000.0,,,,82894000.0,,,,,,,,,,,,,10438000.0,,,,-1346000.0,-50425000.0,,1397000.0,,,,74408000.0,0.23,,,1350000000.0,-428140000.0,,,,17206000.0,,,0.0,,20560000.0,46186000.0,,,,1535445000.0,5950000.0,,,,0.0,-573039000.0,-20000000.0,,,,,0.0,,,,,,,,,-70649000.0,,,53487000.0,,,-224000.0,,,,,-2439000.0,30047000.0,,30084000.0,35618000.0,,11485000.0,,,1350000000.0,,,,,,,103445044.0,29204000.0,2840378000.0,,,,10122000.0,,,,,,2233000.0,,-36377000.0,,46815000.0,1963585000.0,,33179000.0,,,,,,,,,,,,10438000.0,10438000.0,,,0.23,24021000.0,,2931631000.0,,,,,,2911071000.0,,,3997000.0,,,,,,22951000.0,,,,,21410000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,51479000.0,,103446949.0,,1413721000.0,,,,16493000.0,,36557000.0,79754000.0,,,3408938000.0,,,,81638000.0,,,,,,,,,,,,,35823000.0,,,,4679000.0,-50528000.0,,1342000.0,,,,74440000.0,0.26,,,1350000000.0,-446133000.0,,,,17206000.0,,,0.0,,46242000.0,63721000.0,,,,1518837000.0,5006000.0,,,,0.0,-593621000.0,0.0,,,,,0.0,,,,,,,,,-50485000.0,,,53793000.0,,,43000.0,,,,,,30112000.0,,32560000.0,71191000.0,,10296000.0,,,1350000000.0,,,,,,,103450457.0,28275000.0,2815317000.0,,,,10419000.0,,,,,,1884000.0,,25385000.0,,10438000.0,1964970000.0,,73630000.0,,,,,,,,,,,,35823000.0,35823000.0,,,0.26,26497000.0,,2932558000.0,,,,,,2886316000.0,,,-1051000.0,,,,,,22936000.0,,,,,21367000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,52423000.0,,103470512.0,,1398966000.0,,,,-13336000.0,,,81961000.0,,,3413124000.0,,,,81961000.0,,,,,,,,,,,,,20042000.0,,,,-7258000.0,82763000.0,,994000.0,,,,75353000.0,0.26,,,1350000000.0,-463620000.0,,,,17206000.0,,,0.0,,29624000.0,48966000.0,,,,1502409000.0,4906000.0,,,,0.0,-612622000.0,0.0,,,,,0.0,,,,,,,,,-50538000.0,,,54043000.0,,,-133301000.0,,,,,,31049000.0,,33152000.0,42015000.0,,11357000.0,,,1350000000.0,,,,,,,103481892.0,29538000.0,2800502000.0,,,,9582000.0,,,,,,0.0,,-15781000.0,,35823000.0,1966029000.0,,41155000.0,,,,,,,,,,,,20042000.0,20042000.0,,,0.26,27089000.0,,2901375000.0,,,,,,2871751000.0,,,2060000.0,,,,,,22829000.0,,,-10612000.0,,21374000.0,4214000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,52451000.0,,,122133000.0,1426778000.0,,,,20306000.0,,38445000.0,74483000.0,,,3447722000.0,113006000.0,,,81397000.0,10026000.0,,-860000.0,,20422000.0,85528000.0,327581000.0,,3607000.0,,-111000.0,60277000.0,10026000.0,,,0.0,-41799000.0,-184071000.0,1371407000.0,993000.0,106874000.0,-630840000.0,,75118000.0,,,4463000.0,1371407000.0,-479018000.0,,-479018000.0,,17206000.0,,,0.0,,20422000.0,55371000.0,2914787000.0,1426778000.0,,1488009000.0,5084000.0,1354600000.0,46815000.0,-202261000.0,16807000.0,-630840000.0,0.0,0.0,6914000.0,1354600000.0,131127000.0,0.0,2894365000.0,225847000.0,,,20946000.0,1488009000.0,1.03,,-46100000.0,,,60277000.0,0.0,122133000.0,133371000.0,,,-217772000.0,91383000.0,0.0,31074000.0,-45724000.0,35331000.0,77883000.0,1.03,0.0,,10396000.0,1354600000.0,-60459000.0,,,1967027000.0,,103577507.0,,22032000.0,2816882000.0,,320667000.0,,10396000.0,55371000.0,17206000.0,,2816882000.0,15595000.0,6914000.0,226707000.0,-10016000.0,-20000000.0,20042000.0,1967027000.0,,77883000.0,299044000.0,,,16807000.0,-36789000.0,,10026000.0,,,16807000.0,0.0,10026000.0,10026000.0,,,,29268000.0,,2914787000.0,10026000.0,,207661000.0,,,2894365000.0,,,-1399000.0,,103581053.0,,,38445000.0,22667000.0,,3447722000.0,-46815000.0,,21377000.0,5016000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
