,annualSaleOfInvestment,trailingInvestingCashFlow,trailingSaleOfInvestment,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualStockholdersEquity,trailingPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,trailingCashDividendsPaid,quarterlyCommonStockIssuance,annualNonCurrentDeferredRevenue,annualLongTermDebt,quarterlyTotalNonCurrentAssets,quarterlyDilutedEPS,trailingNetIncome,trailingPretaxIncome,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,annualNetOtherInvestingChanges,annualCashDividendsPaid,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualNetIncome,annualGrossProfit,quarterlyPretaxIncome,annualOtherIncomeExpense,trailingFreeCashFlow,quarterlyOtherIntangibleAssets,trailingGrossProfit,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualAccountsPayable,quarterlyDepreciationAndAmortization,annualTotalLiabilitiesNetMinorityInterest,quarterlyBeginningCashPosition,trailingCostOfRevenue,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,quarterlyCashAndCashEquivalents,annualDilutedAverageShares,annualChangeInWorkingCapital,quarterlyBasicAverageShares,trailingRepaymentOfDebt,annualOperatingIncome,trailingTotalRevenue,quarterlyNetPPE,quarterlyRetainedEarnings,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualStockBasedCompensation,trailingStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,trailingNetOtherFinancingCharges,quarterlyEbitda,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualInterestExpense,trailingChangesInAccountReceivables,annualPurchaseOfInvestment,annualTotalRevenue,annualCapitalStock,trailingChangeInWorkingCapital,annualOtherNonCurrentAssets,quarterlyGrossPPE,annualCapitalExpenditure,annualBasicEPS,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlySaleOfInvestment,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,annualBasicAverageShares,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,annualCurrentAssets,quarterlyOperatingIncome,trailingBeginningCashPosition,trailingCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,trailingOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualDilutedEPS,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,annualGrossPPE,annualCashAndCashEquivalents,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualCurrentDeferredRevenue,annualBeginningCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,annualCostOfRevenue,annualCurrentDebt,annualOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualFreeCashFlow,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualCommonStockIssuance,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCostOfRevenue,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTotalAssets,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyOperatingExpense,annualCurrentAccruedExpenses,annualPurchaseOfBusiness,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,trailingTaxProvision,trailingPurchaseOfBusiness,annualIncomeTaxPayable,annualInventory,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualResearchAndDevelopment,quarterlyInventory,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,annualOtherShortTermInvestments,annualDeferredIncomeTax,annualTaxProvision,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1293753600,,,,4198000.0,-242156000.0,-679000.0,-531000.0,495846000.0,,36605000.0,8134000.0,0.0,-3732000.0,,7169000.0,,,940413000.0,-0.05,,,342060000.0,-192968000.0,2635000.0,,,0.0,-7292000.0,,189425000.0,-27113000.0,0.0,-188770000.0,-2682000.0,1004575000.0,78431000.0,,-2801000.0,30613000.0,-531000.0,-4118000.0,,85241000.0,,-0.05,64162000.0,353566000.0,-922000.0,11507000.0,5990000.0,402717000.0,40741000.0,,87724000.0,48875000.0,48875000.0,48875000.0,22436950.0,-3756000.0,21946508.0,,10208000.0,,839032000.0,-3482000.0,45181000.0,79553000.0,,,,8754000.0,279718000.0,,,8031000.0,0.0,-161648000.0,8831000.0,,,60640000.0,87724000.0,,0.0,865890000.0,-242156000.0,-0.14485,,20405000.0,,4493000.0,-27113000.0,21946508.0,,22436950.0,,-3817000.0,64162000.0,3866000.0,,,-1288000.0,,,11507000.0,6000.0,,0.0,-0.14485,-1964000.0,,,865890000.0,48875000.0,21090000.0,,,3694000.0,402717000.0,-2682000.0,-1185000.0,,,30027000.0,342060000.0,36605000.0,940413000.0,85241000.0,48875000.0,-234537000.0,839032000.0,6000.0,,252720000.0,7619000.0,49151000.0,,2114000.0,0.0,0.0,22061000.0,49151000.0,-3482000.0,7479000.0,4478000.0,353566000.0,9183000.0,-185489000.0,48875000.0,1004575000.0,,15975000.0,-3250000.0,495846000.0,8754000.0,,4478000.0,,,,,,-1784000.0,11907000.0,8041000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,,11567000.0,,-2510000.0,93000.0,,,46338000.0,-10602000.0,0.0,,,,,,932412000.0,-0.11,,,332153000.0,-3652000.0,4642000.0,,,,,,-18517000.0,-33388000.0,0.0,7915000.0,,993825000.0,-624000.0,,,,,,,81295000.0,,-0.11,61413000.0,347646000.0,-695000.0,,11780000.0,,48875000.0,,87725000.0,38273000.0,,38273000.0,,,21949118.0,,,,832443000.0,-5930000.0,,,,,,,,,,16205000.0,,,,,,,,,,865831000.0,,,,,,,,21949118.0,,,,,,4844000.0,,,-231000.0,11656000.0,,15493000.0,-119000.0,,0.0,,-1583000.0,,,,,34804000.0,,,,438194000.0,,-2510000.0,,,,,,,,,,,,-5159000.0,,,,,3146000.0,-112734000.0,,,90548000.0,,0.0,5973000.0,,15453000.0,-3652000.0,38273000.0,,,,,490587000.0,8754000.0,,,,,,,0.0,-117000.0,19351000.0,14507000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,2913000.0,,-2101000.0,-210000.0,,,5443000.0,48620000.0,0.0,,,,,,926603000.0,-0.07,,,275002000.0,-3009000.0,4530000.0,,,,,,50291000.0,-39598000.0,0.0,-96000.0,,1041798000.0,-41819000.0,,,,,,,77031000.0,,-0.07,115195000.0,287486000.0,-684000.0,,10710000.0,,38273000.0,,87836000.0,86893000.0,,86893000.0,,,29161139.0,,,,829284000.0,-7969000.0,,,,,,,,,,15125000.0,,,,,,,,,,868882000.0,,,,,,,,29161139.0,,,,,,4415000.0,,,-7750000.0,12666000.0,,12484000.0,-449000.0,,0.0,,-5975000.0,,,,,33407000.0,,,,337152000.0,,-2101000.0,,,,,,,,,,,,-6644000.0,,,,,3062000.0,-202442000.0,,,49666000.0,,-1575000.0,11386000.0,,15304000.0,-4584000.0,86893000.0,,,,,640145000.0,8754000.0,,,,,,,0.0,-118000.0,18103000.0,13688000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,,13607000.0,,-2672000.0,-803000.0,,,5703000.0,-66178000.0,0.0,,,0.0,,,1014303000.0,-0.08,,,298672000.0,-60648000.0,4073000.0,,,,,,-17627000.0,-46235000.0,0.0,-47041000.0,,1064350000.0,-571000.0,,,,,,,78943000.0,,-0.08,50047000.0,317425000.0,-3000.0,,11121000.0,,86893000.0,,87836000.0,20715000.0,,20715000.0,,,33146334.0,,,,912273000.0,-10588000.0,,,,,,,,,,15250000.0,,,,,,,,,,958508000.0,,,,,,,,33146334.0,,,,,,4129000.0,,,2373000.0,12470000.0,,18753000.0,-847000.0,,0.0,,413000.0,,,,,36917000.0,,,,367366000.0,,-2672000.0,,,,,,,,,,,,-6550000.0,,,,,2844000.0,-43506000.0,,,49941000.0,,-1510000.0,10758000.0,,18908000.0,-62158000.0,20715000.0,,,,,633051000.0,8754000.0,,,,,,,0.0,-895000.0,18009000.0,13880000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,,,3995000.0,-130604000.0,-3151000.0,-1318000.0,625313000.0,,5651000.0,-7010000.0,0.0,-3152000.0,,0.0,10795000.0,,1109801000.0,,,,399871000.0,-63295000.0,4235000.0,,,0.0,-25244000.0,,49205000.0,-53329000.0,0.0,-59300000.0,,1152791000.0,-778000.0,,-10434000.0,75003000.0,,-2136000.0,,84131000.0,,,42990000.0,412340000.0,-1770000.0,12469000.0,11315000.0,464122000.0,20715000.0,,87838000.0,13705000.0,13705000.0,13705000.0,29392920.0,-10886000.0,,,17305000.0,,1007175000.0,-13685000.0,-35170000.0,-43792000.0,,,,8754000.0,63352000.0,,,15554000.0,0.0,-389808000.0,17480000.0,,,142189000.0,87838000.0,,0.0,1060504000.0,-130604000.0,-0.35,,57698000.0,,13038000.0,-53329000.0,,,29392920.0,,-5431000.0,42990000.0,3917000.0,,,-5278000.0,10795000.0,,12469000.0,-883000.0,,0.0,-0.35,1714000.0,,,1060504000.0,13705000.0,37061000.0,,,48875000.0,464122000.0,-2238000.0,-3151000.0,,0.0,67186000.0,399871000.0,5651000.0,1109801000.0,84131000.0,13705000.0,-98522000.0,1007175000.0,-883000.0,-6891000.0,156696000.0,32082000.0,51782000.0,,3986000.0,-31126000.0,0.0,62231000.0,51782000.0,-13685000.0,3085000.0,8963000.0,412340000.0,17521000.0,-60210000.0,13705000.0,1152791000.0,,44926000.0,-10434000.0,625313000.0,8754000.0,,8963000.0,,,,,0.0,-1006000.0,19540000.0,15623000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,,11986000.0,,-2638000.0,468000.0,,,6136000.0,8153000.0,0.0,,,57500000.0,,,1108034000.0,-0.08,,,361051000.0,-3074000.0,4891000.0,,,,,,8141000.0,-60420000.0,437000.0,8912000.0,,1160500000.0,-1865000.0,,,,,,,78940000.0,,-0.08,52466000.0,375499000.0,-1127000.0,,12217000.0,,13705000.0,,145340000.0,21858000.0,,21858000.0,,,33320450.0,,,,1001034000.0,-16245000.0,,,,,,,,,,17591000.0,,,,,,,,,,1061454000.0,,,,,,,,33320450.0,,,,,,5459000.0,,,-661000.0,6829000.0,,14448000.0,-968000.0,,0.0,,458000.0,,,,,38231000.0,,,,422442000.0,,-2638000.0,,,,,,,,,,,,-7790000.0,,,,,4514000.0,-122704000.0,,,46943000.0,,-8900000.0,8069000.0,,16126000.0,-11974000.0,21858000.0,,,,,679000000.0,8754000.0,,,,,,,0.0,-105000.0,22105000.0,16646000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,10415000.0,,-5217000.0,-2229000.0,,,6215000.0,80667000.0,0.0,,,133298000.0,,,1203766000.0,-0.13,,,350332000.0,-100421000.0,4575000.0,,,,,,170673000.0,-68539000.0,172000.0,-90006000.0,,1340177000.0,-107000.0,,,,,,,77784000.0,,-0.13,136411000.0,364256000.0,-940000.0,,13792000.0,,21858000.0,,145472000.0,102525000.0,,102525000.0,,,39772030.0,,,,1098022000.0,-21383000.0,,,,,,,,,,16397000.0,,,,,,,,,,1166561000.0,,,,,,,,39772030.0,,,,,,2689000.0,,,-676000.0,9982000.0,,13924000.0,-1215000.0,,0.0,,-2374000.0,,,,,40615000.0,,,,423028000.0,,-5217000.0,,,,,,,,,,,,-9455000.0,,,,,4151000.0,-10563000.0,,,58772000.0,,0.0,10371000.0,,20067000.0,-100421000.0,102525000.0,,,,,858746000.0,8754000.0,,,,,,,0.0,-345000.0,20548000.0,17859000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,,17289000.0,,-95000.0,-274000.0,,,5974000.0,-75237000.0,0.0,,,0.0,,,1279953000.0,-0.07,,,359454000.0,-94469000.0,4511000.0,,,,,,-2957000.0,-75892000.0,92000.0,-77180000.0,,1344818000.0,-3437000.0,,,,-274000.0,,,74389000.0,,-0.07,64865000.0,382336000.0,-1179000.0,,13413000.0,,102525000.0,,145472000.0,27288000.0,,27288000.0,,,46668862.0,,,,1183757000.0,-24709000.0,,,,,,,,,,17933000.0,,,,,,,,,,1259649000.0,,,,,,,,46668862.0,,,,,,4351000.0,,,4425000.0,7143000.0,,22882000.0,-1283000.0,,0.0,,1557000.0,,,,,42066000.0,,,,436642000.0,,-3395000.0,,,,,,,,,,,,-9440000.0,,,,,4157000.0,423000.0,,,54306000.0,,4900000.0,8833000.0,,19976000.0,-89569000.0,27288000.0,,,,,850263000.0,8754000.0,,,,,,,0.0,-256000.0,22090000.0,17739000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,,,3131000.0,-423470000.0,-2950000.0,-2971000.0,852688000.0,,37794000.0,-8384000.0,0.0,-2148000.0,,0.0,11281000.0,582085000.0,1509591000.0,-0.13,,,582085000.0,-194356000.0,5094000.0,,,-4000000.0,-36123000.0,,209991000.0,-499000.0,14322000.0,-191225000.0,-5006000.0,1559690000.0,-2510000.0,,-4985000.0,88239000.0,-2971000.0,-959000.0,,473000.0,,-0.13,50099000.0,18833000.0,1098000.0,18833000.0,14038000.0,649993000.0,27288000.0,,157950000.0,18904000.0,18904000.0,18904000.0,41640691.0,-8668000.0,46690196.0,,14718000.0,,167000.0,-30580000.0,5199000.0,-7919000.0,,4212000.0,,8754000.0,385848000.0,,,19725000.0,0.0,-143761000.0,19071000.0,,,166156000.0,157950000.0,,14322000.0,666000.0,-392320000.0,-0.41,,73521000.0,,16497000.0,-499000.0,46690196.0,,41640691.0,,-4203000.0,50099000.0,2219000.0,,,-11756000.0,11281000.0,,18833000.0,-1287000.0,,0.0,-0.41,-3844000.0,,,666000.0,18904000.0,45244000.0,,,13705000.0,649993000.0,-5006000.0,-5940000.0,,0.0,77917000.0,582085000.0,37794000.0,1509591000.0,473000.0,18904000.0,-349499000.0,167000.0,-1287000.0,-9438000.0,190798000.0,42821000.0,631160000.0,4554000.0,3675000.0,-10917000.0,0.0,71089000.0,631160000.0,-30580000.0,0.0,26607000.0,18833000.0,21748000.0,-221506000.0,18904000.0,1559690000.0,,53460000.0,-17190000.0,852688000.0,8754000.0,582085000.0,26607000.0,,,,,0.0,-253000.0,23496000.0,21277000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,,15105000.0,,307000.0,317000.0,,,35613000.0,122658000.0,0.0,,,189888000.0,,,1512900000.0,-0.06,,,530023000.0,-19542000.0,5592000.0,,,,,,127095000.0,-90782000.0,14321000.0,15105000.0,,1687329000.0,-305000.0,,,,317000.0,,,63332000.0,,-0.06,174429000.0,21696000.0,-1128000.0,,17386000.0,,18904000.0,,158042000.0,141562000.0,,141562000.0,,,52184280.0,,,,1396479000.0,-33373000.0,,,1726000.0,,,,,,,24814000.0,,,,,,,,,,1487261000.0,,,,,,,,52184280.0,,,,,,5804000.0,,,-3289000.0,9216000.0,,21696000.0,-1271000.0,,0.0,,-1514000.0,,,,,49380000.0,,,,596548000.0,,-2872000.0,,,,,,,,,,,,-10616000.0,,,,,4989000.0,-60564000.0,,,574852000.0,,0.0,29537000.0,,19682000.0,-19542000.0,141562000.0,,,,,1034190000.0,8754000.0,530023000.0,,,,5126000.0,,0.0,-45000.0,29698000.0,23894000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,15886000.0,,-3137000.0,1124000.0,,,40887000.0,-45232000.0,1269000.0,,,0.0,,,1633400000.0,-0.11,,,637118000.0,-29075000.0,5762000.0,,,,,,-12043000.0,-94775000.0,17716000.0,-14108000.0,,1832112000.0,-87000.0,,,,1124000.0,,,70806000.0,,-0.11,198712000.0,22267000.0,-3075000.0,,13454000.0,,141562000.0,,158042000.0,96330000.0,,96330000.0,,,56075747.0,,,,1510822000.0,-39478000.0,,,1786000.0,,,,,,,21268000.0,,,,,,,,,,1605597000.0,,,,,,,,56075747.0,,,,,,7314000.0,,,1715000.0,8201000.0,,,-1177000.0,,0.0,,3730000.0,,,,,47390000.0,,,,708473000.0,,-6184000.0,,,,,,,,,,,,-10619000.0,,,,,5186000.0,-715000.0,,,686206000.0,,-20000000.0,26615000.0,,20508000.0,-49075000.0,96330000.0,,,,,1022192000.0,8754000.0,637118000.0,,,,-2033000.0,,0.0,-518000.0,26882000.0,19568000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,,12941000.0,,-2634000.0,-2597000.0,,,53750000.0,-66989000.0,0.0,,,0.0,,,2035223000.0,-0.1,,,891175000.0,-359889000.0,7319000.0,,,,,,241918000.0,-104609000.0,17679000.0,-346948000.0,,2102296000.0,-2128000.0,,,,-2597000.0,,,84726000.0,,-0.1,67073000.0,39270000.0,-2971000.0,,18674000.0,,96330000.0,,158042000.0,29341000.0,,29341000.0,,,56144099.0,,,,1893384000.0,-45101000.0,,,1462000.0,,,,,,,24978000.0,,,,,,,,,,1997993000.0,,,,,,,,56144099.0,,,,,,5170000.0,,,-1886000.0,6705000.0,,,-1989000.0,,0.0,,-1872000.0,,,,,53348000.0,,,,991763000.0,,-5694000.0,,,,,,,,,,,,-10619000.0,,,,,5020000.0,-105976000.0,,,952493000.0,,20000000.0,31523000.0,,22902000.0,-321848000.0,29341000.0,,,,,1010203000.0,8754000.0,891175000.0,,,,13681000.0,,0.0,-470000.0,30446000.0,25276000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,,,-2385000.0,-424042000.0,3191000.0,3306000.0,1013921000.0,,51463000.0,1015000.0,0.0,-9861000.0,,12654000.0,7651000.0,931308000.0,2065465000.0,-0.001475,,,931308000.0,53576000.0,6797000.0,,,0.0,-42500000.0,,36977000.0,-629000.0,16750000.0,-2385000.0,1415000.0,2131274000.0,-1624000.0,,-2273000.0,117975000.0,3306000.0,-1347000.0,,372000.0,,-0.001475,65809000.0,27511000.0,-2687000.0,,15310000.0,1017933000.0,29341000.0,,156047000.0,30356000.0,30356000.0,30356000.0,55182647.0,-24062000.0,56271285.0,,27960000.0,,490000.0,-45113000.0,11452000.0,-4144000.0,1480000.0,6454000.0,,8754000.0,393947000.0,,,27097000.0,0.0,-202122000.0,25470000.0,,-87153000.0,205558000.0,156047000.0,,16750000.0,1119000.0,-389883000.0,-0.27,,90015000.0,,19952000.0,-629000.0,56271285.0,-4106000.0,55182647.0,,3557000.0,65809000.0,10407000.0,,,-20602000.0,7651000.0,,,-997000.0,-2000000.0,0.0,-0.27,3213000.0,,,1119000.0,30356000.0,57417000.0,,,18904000.0,1017933000.0,1415000.0,-83000.0,,0.0,87583000.0,931308000.0,51463000.0,2065465000.0,372000.0,30356000.0,-348336000.0,490000.0,-997000.0,-10646000.0,202542000.0,41547000.0,990422000.0,957000.0,4757000.0,-34867000.0,0.0,96948000.0,990422000.0,-45113000.0,-87153000.0,30283000.0,27511000.0,25259000.0,-33577000.0,30356000.0,2131274000.0,,64824000.0,-14833000.0,1013921000.0,8754000.0,931308000.0,30283000.0,,,-15817000.0,,0.0,-314000.0,32158000.0,21751000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,,19401000.0,,4576000.0,4599000.0,,,53000000.0,-1293000.0,170000.0,,,197468000.0,,,2138516000.0,0.02,,,827438000.0,-75580000.0,6524000.0,,,,,,79985000.0,-126483000.0,17714000.0,-56179000.0,,2216189000.0,-2005000.0,,,,4599000.0,,,79338000.0,,0.02,77673000.0,22715000.0,-2553000.0,,15424000.0,,30356000.0,,155845000.0,29063000.0,,29063000.0,,,63625751.0,,,,1993945000.0,-43784000.0,,,1277000.0,,,,,,,27791000.0,,,,,,,,,,2120428000.0,,,,,,,,63625751.0,-298000.0,,,,,11220000.0,,,575000.0,10565000.0,,,-1529000.0,,0.0,,2317000.0,,,,,55596000.0,,,,914193000.0,,1260000.0,,,,,,,,,,,,-11876000.0,,,,,5776000.0,-156147000.0,,,891478000.0,,0.0,30699000.0,,21932000.0,-100679000.0,29063000.0,,,,,1204306000.0,8754000.0,827438000.0,,,,-3086000.0,,0.0,-106000.0,33664000.0,22444000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,16490000.0,,6750000.0,6749000.0,,,50609000.0,3734000.0,113000.0,,,0.0,,,2147096000.0,0.05,,,852524000.0,-26407000.0,6445000.0,,,,,,13651000.0,-122030000.0,17682000.0,16490000.0,,2234983000.0,-127000.0,,,,6749000.0,,,74295000.0,,0.05,87887000.0,20407000.0,-4430000.0,,16348000.0,,29063000.0,,155845000.0,32797000.0,,32797000.0,,,66485639.0,,,,2005321000.0,-40350000.0,,,1978000.0,,,,,,,31138000.0,,,,,,,,,,2127351000.0,,,,,,,,66485639.0,0.0,,,,,13195000.0,,,-4195000.0,12187000.0,,,-2313000.0,,0.0,,-2291000.0,,,,,62129000.0,,,,937097000.0,,3365000.0,,,,,,,,,,,,-11874000.0,,,,,6579000.0,-14292000.0,,,916690000.0,,0.0,37571000.0,,24411000.0,-26407000.0,32797000.0,,,,,1200577000.0,8754000.0,852524000.0,,,,536000.0,,0.0,-12000.0,37718000.0,24523000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,,22455000.0,,11156000.0,11453000.0,,,49707000.0,36600000.0,0.0,,,0.0,,,2190748000.0,0.11,,,920860000.0,-2500000.0,6550000.0,,,,,,53776000.0,-133463000.0,19650000.0,19955000.0,,2317449000.0,-3252000.0,,,,11453000.0,,,71787000.0,,0.11,126701000.0,35642000.0,-1966000.0,,15923000.0,,32797000.0,,155845000.0,69397000.0,,69397000.0,,,66506179.0,,,,2015857000.0,-32662000.0,,,1792000.0,,,,,,,35364000.0,,,,,,,,,,2149320000.0,,,,,,,,66506179.0,0.0,,,,,12622000.0,,,1214000.0,11328000.0,,,-1749000.0,,0.0,,-4951000.0,,,,,68155000.0,,,,1018444000.0,,7620000.0,,,,,,,,,,,,-11874000.0,,,,,6802000.0,-171197000.0,,,982802000.0,,-30612000.0,45728000.0,,31370000.0,-39631000.0,69397000.0,,,,,1202296000.0,8754000.0,920860000.0,,,,18944000.0,,0.0,5380000.0,36785000.0,24163000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,,,4822000.0,-246361000.0,891000.0,885000.0,1189351000.0,,47226000.0,-51644000.0,43214000.0,-11988000.0,,0.0,8600000.0,918059000.0,2198653000.0,-0.03,,,918059000.0,-35500000.0,6413000.0,,,-28112000.0,-47751000.0,,23178000.0,-207000.0,14244000.0,-30678000.0,23686000.0,2340885000.0,-1780000.0,,23373000.0,149146000.0,885000.0,911000.0,,271000.0,,-0.03,142232000.0,80058000.0,-3039000.0,,18886000.0,1055693000.0,69397000.0,,155845000.0,17753000.0,17753000.0,17753000.0,65792447.0,-16963000.0,66512651.0,,48677000.0,,1405000.0,-34884000.0,-12603000.0,-7164000.0,2512000.0,7559000.0,,8754000.0,170590000.0,,,27541000.0,43214000.0,-417508000.0,25932000.0,,,253415000.0,155845000.0,,14244000.0,1612000.0,-113580000.0,0.15,,100469000.0,,28253000.0,-207000.0,66512651.0,0.0,65792447.0,,-7375000.0,142232000.0,11640000.0,,,-14557000.0,8600000.0,,,-2443000.0,-298000.0,0.0,0.15,-2450000.0,,,1612000.0,17753000.0,68787000.0,,,30356000.0,1055693000.0,23686000.0,-2290000.0,,0.0,104269000.0,918059000.0,47226000.0,2198653000.0,271000.0,17753000.0,-50412000.0,1405000.0,-2443000.0,-12127000.0,197468000.0,63168000.0,975635000.0,3114000.0,9096000.0,-75872000.0,0.0,121834000.0,975635000.0,-34884000.0,0.0,49253000.0,80058000.0,27808000.0,-79644000.0,17753000.0,2340885000.0,,66581000.0,9955000.0,1189351000.0,8754000.0,918059000.0,49253000.0,,,-13280000.0,,0.0,-4351000.0,40979000.0,29339000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,,,27125000.0,,23072000.0,24574000.0,,,45348000.0,230137000.0,326000.0,,,385572000.0,,,2230642000.0,0.25,,,787190000.0,-261648000.0,5493000.0,,,,,,406979000.0,-143502000.0,16906000.0,-234523000.0,,2801643000.0,209520000.0,,,,24574000.0,,,58390000.0,,0.25,571001000.0,62061000.0,-2818000.0,,15714000.0,,17753000.0,,155972000.0,247890000.0,,247890000.0,,,76783351.0,,,,2062317000.0,-15603000.0,,,2149000.0,,,,,,,47225000.0,,,,,,,,,,2205819000.0,,,,,,,,77330351.0,0.0,,,,,13326000.0,,,10283000.0,9606000.0,,,-3049000.0,,0.0,,2960000.0,,,,,62824000.0,,,,906743000.0,,19211000.0,,,,,,,,,,,,-13482000.0,,,,,9200000.0,-173200000.0,,,844682000.0,,-261648000.0,49125000.0,,23140000.0,-203967000.0,247890000.0,,,,,1579061000.0,8754000.0,787190000.0,,,,13445000.0,,0.0,16688000.0,39684000.0,26358000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
