date,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyEbitda,trailingNetOtherFinancingCharges,trailingTaxProvision,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,trailingEndCashPosition,annualCurrentDeferredRevenue,annualNetOtherFinancingCharges,quarterlyEndCashPosition,annualCurrentDebt,quarterlyChangeInAccountPayable,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCostOfRevenue,quarterlyOtherNonCashItems,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,annualCurrentAssets,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualOtherNonCurrentAssets,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualChangeInAccountPayable,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyCurrentAssets,trailingOperatingExpense,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingCostOfRevenue,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualEbitda,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualRetainedEarnings,annualNetIncome,quarterlyBasicAverageShares,annualOtherShortTermInvestments,quarterlyOperatingExpense,annualBeginningCashPosition,annualCommonStockIssuance,annualFreeCashFlow,quarterlyChangeInInventory,annualCashDividendsPaid,annualBasicAverageShares,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,trailingOperatingCashFlow,annualAccountsReceivable,annualOtherCurrentAssets,quarterlyNetIncome,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,annualTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyNetOtherInvestingChanges,annualTaxProvision,annualLongTermDebt,annualStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCommonStockIssuance,annualOtherNonCashItems,trailingStockBasedCompensation,annualDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,trailingChangeInInventory,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualCurrentLiabilities,annualInventory,quarterlyDilutedEPS,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,trailingOtherNonCashItems,quarterlyInventory,annualStockBasedCompensation,quarterlyNetOtherFinancingCharges,annualOperatingCashFlow,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualNetPPE,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,trailingPretaxIncome,quarterlyTaxProvision,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,annualDilutedAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,trailingNetIncome,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,annualChangeInWorkingCapital,annualRepaymentOfDebt,annualOtherCurrentLiabilities,annualGrossPPE,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlyDepreciationAndAmortization,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,annualInterestExpense,annualPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingCapitalExpenditure,trailingDeferredIncomeTax,annualAccountsPayable,trailingOperatingIncome,annualCapitalStock,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualOtherIncomeExpense,annualTotalRevenue,annualInvestingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingInvestingCashFlow,annualCapitalExpenditure,annualBasicEPS,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,annualEndCashPosition,trailingTotalRevenue,quarterlyOtherIntangibleAssets,annualNonCurrentDeferredRevenue,annualGoodwill,quarterlyPurchaseOfInvestment,annualSaleOfInvestment,trailingCashDividendsPaid,trailingDilutedAverageShares,annualPurchaseOfInvestment,quarterlyPurchaseOfBusiness,trailingBasicEPS,trailingCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyGoodwill,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingPurchaseOfInvestment,annualPurchaseOfBusiness,quarterlySaleOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,annualOtherIntangibleAssets,quarterlyNonCurrentDeferredRevenue
2012-12-31,35729000.0,739385000.0,833349000.0,469810000.0,560376000.0,,,8253000.0,51302000.0,220511000.0,-1312243000.0,55726000.0,234486000.0,,5976310000.0,,30434000.0,-2991000.0,35729000.0,1950000.0,18431000.0,,4850445000.0,924507000.0,1851000.0,10455000.0,,946783000.0,,10225212000.0,,,,368979000.0,55726000.0,405294000.0,-2119943000.0,-8487000.0,81751000.0,,1935008000.0,5976310000.0,,1125865000.0,-91791000.0,946783000.0,,,39853000.0,,,,51302000.0,598863000.0,468650000.0,1990602000.0,739385000.0,3163699000.0,1935008000.0,739385000.0,,,-235324000.0,53544000.0,0.0,-2486040000.0,-880000.0,0.0,362680000.0,30434000.0,,,468650000.0,18389000.0,220511000.0,3537771000.0,35031000.0,1262576000.0,8193226000.0,220511000.0,121735000.0,2981000.0,18389000.0,9140009000.0,113437000.0,415811000.0,3537771000.0,3163699000.0,-478000.0,4850445000.0,0.0,5774000.0,,,,-1425680000.0,55726000.0,,45534000.0,604359000.0,1950000.0,1125865000.0,46743000.0,,-103773000.0,55726000.0,10455000.0,,46743000.0,29057000.0,4126000.0,1632065000.0,,484168000.0,12999000.0,8105269000.0,-2119943000.0,-223716000.0,1648013000.0,1262576000.0,,99992000.0,35729000.0,2.035,363692000.0,,-7165000.0,,8105269000.0,320503000.0,,,20525000.0,-941512000.0,-13015000.0,-1883579000.0,12999000.0,10225212000.0,214735000.0,-17815000.0,,,,140708000.0,1155196000.0,2981000.0,9140009000.0,8193226000.0,,,687310000.0,,1856000.0,35729000.0,,16870000.0,2572520000.0,-3903370000.0,35729000.0,,-4118105000.0,2.04,687310000.0,,1856000.0,259445000.0,,2253490000.0,,,1279034000.0,35729000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,,710229000.0,310091000.0,486156000.0,,,9242000.0,,140627000.0,-873153000.0,,424979000.0,0.38,6620096000.0,,,,58546000.0,,5068000.0,,,,3651000.0,,,,,,-1488000.0,,,,,,,,82590000.0,,2075635000.0,,,1217058000.0,,1080592000.0,,,-111429000.0,,,,133661000.0,285250000.0,546560000.0,,,3312080000.0,,,367998000.0,,114888000.0,,,,-14995000.0,,,,,,,,140627000.0,3976801000.0,33817000.0,1376517000.0,,140627000.0,,3073000.0,3550000.0,,351000.0,,,,-485000.0,5403038000.0,,,,,,-873504000.0,54096000.0,,47475000.0,437859000.0,1965000.0,,,0.38,-39399000.0,54096000.0,,,61739000.0,,-1656000.0,,,458111000.0,76672000.0,,,22817000.0,,,,82590000.0,,,,,,,8764624000.0,223217000.0,,,-78118000.0,-415393000.0,,,,,,,,,,,,,9932176000.0,8851584000.0,,,,,,58546000.0,,,,,58546000.0,,,,734948000.0,,1856000.0,35729000.0,,,369312000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,1100752000.0,653933000.0,807681000.0,,,9756000.0,,323270000.0,-977024000.0,,782007000.0,0.88,7256642000.0,,,,220413000.0,,16610000.0,,,,6878000.0,,,,,,-1771000.0,,,,,,,,184028000.0,,2398905000.0,,,1257426000.0,,1293630000.0,,,65474000.0,,,,195501000.0,318745000.0,584392000.0,,,3643340000.0,,,368078000.0,,128074000.0,,,,19653000.0,,,,,,,,323270000.0,4440820000.0,35873000.0,1510511000.0,,323270000.0,,2317000.0,76478000.0,,543000.0,,,,-1035484000.0,5999216000.0,,,,,,-977567000.0,74570000.0,,61378000.0,440057000.0,1981000.0,,,0.875,-79427000.0,74570000.0,,,42085000.0,,-3834000.0,,,698834000.0,6809000.0,,,161867000.0,,,,189858000.0,,,,,,,9440216000.0,513128000.0,,,-22424000.0,-278733000.0,,,,,,,,,,,,,10899982000.0,9606352000.0,,,,,,220413000.0,,,,,220413000.0,,,,769249000.0,,1856000.0,58546000.0,,,369478000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,823835000.0,369885000.0,574717000.0,,,10462000.0,,167498000.0,-949211000.0,,504248000.0,0.455,7599675000.0,,,,91507000.0,,129588000.0,,,,2959000.0,,,,,,-683000.0,,,,,,,,93981000.0,,2566403000.0,,,1468071000.0,,1213181000.0,,,95251000.0,,,,197264000.0,319587000.0,644401000.0,,,3820613000.0,,,368138000.0,,134363000.0,,,,-13187000.0,,,,,,,,167498000.0,4439825000.0,34070000.0,1641589000.0,,167498000.0,,2366000.0,17380000.0,,21512000.0,,,,-30488000.0,6131604000.0,,,,,,-970723000.0,0.0,,62756000.0,-1203000.0,1997000.0,,,0.455,-41258000.0,72424000.0,,,55272000.0,,-715000.0,,,821508000.0,41590000.0,,,-128906000.0,,,,98373000.0,,,,,,,10112506000.0,265871000.0,,,-77629000.0,-149215000.0,,,,,,,,,,,,,11420288000.0,10207107000.0,,,,,,91507000.0,,,,,91507000.0,,,,906688000.0,,1857000.0,220413000.0,,,369760000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,28482000.0,764219000.0,820334000.0,332278000.0,274498000.0,,,10430000.0,61826000.0,132824000.0,-911623000.0,72644000.0,462889000.0,0.36,7988064000.0,,57196000.0,-16955000.0,28482000.0,2011000.0,-44016000.0,,6514908000.0,1277507000.0,512189000.0,0.0,,1147266000.0,,13841379000.0,,,,511456000.0,72644000.0,442621000.0,-3120107000.0,107250000.0,82022000.0,,2699227000.0,7988064000.0,,1473156000.0,-166138000.0,1147266000.0,,,-60171000.0,,,,61826000.0,357445000.0,643498000.0,1448324000.0,764219000.0,3953118000.0,2699227000.0,764219000.0,368955556.0,,130611000.0,35729000.0,0.0,2563295000.0,832000.0,,368298313.0,57196000.0,,,643498000.0,3616000.0,132824000.0,4713821000.0,40619000.0,1736812000.0,10793916000.0,132824000.0,144379000.0,1801087000.0,3616000.0,11941182000.0,6014000.0,448830000.0,4713821000.0,3953118000.0,-225494000.0,6514908000.0,,1809951000.0,,,,-917637000.0,72644000.0,,63666000.0,263756000.0,2011000.0,1473156000.0,54440000.0,0.36,-57780000.0,72644000.0,0.0,,54440000.0,39890000.0,-10750000.0,2563295000.0,,584842000.0,90535000.0,10721272000.0,-3120107000.0,-63025000.0,2177643000.0,1736812000.0,,78008000.0,28482000.0,2.065,369698000.0,,-7697000.0,,10721272000.0,210832000.0,,,12033000.0,584842000.0,-10875000.0,-1291951000.0,90535000.0,13841379000.0,28420000.0,-7247000.0,,,,235275000.0,1213049000.0,1801087000.0,11941182000.0,10793916000.0,,,885289000.0,,1857000.0,28482000.0,,-217863000.0,3455150000.0,-3711011000.0,28482000.0,,-3739431000.0,2.075,885289000.0,,1857000.0,91507000.0,,1140469000.0,370014000.0,,1666187000.0,28482000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,972495000.0,488023000.0,422076000.0,,,11039000.0,,226234000.0,-1019480000.0,,614674000.0,0.615,8577140000.0,,,,51535000.0,,13854000.0,,,,498339000.0,,,,,,-2630000.0,,,,,,,,131315000.0,,2925461000.0,,,1567714000.0,,1241575000.0,,,-33911000.0,,,,189291000.0,357821000.0,709775000.0,,,4187761000.0,,,367860163.0,,126651000.0,,,,-17669000.0,,,,,,,,226234000.0,5067814000.0,43536000.0,1872457000.0,,226234000.0,,1941612000.0,799000.0,,35433000.0,,,,-170499000.0,7009426000.0,,,,,,-1054913000.0,79375000.0,,62975000.0,351871000.0,2029000.0,,,0.61,-65947000.0,76722000.0,,,72109000.0,,-2630000.0,,,690662000.0,98493000.0,,,23053000.0,,,,132867000.0,,,,,,,11443951000.0,359101000.0,,,-53857000.0,690662000.0,,,,,,,,,,,,,12764901000.0,11523326000.0,,,,,,51535000.0,,,,,51535000.0,,,,946123000.0,,1861000.0,28482000.0,,,370056000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,886095000.0,313575000.0,562710000.0,,,14978000.0,,103538000.0,-1057807000.0,,468724000.0,0.28,10073245000.0,,,,776963000.0,,30651000.0,,,,7040000.0,,,,,,-2016000.0,,,,,,,,59256000.0,,3028999000.0,,,2129142000.0,,2123036000.0,,,-44106000.0,,,,207632000.0,417371000.0,746569000.0,,,4304261000.0,,,368746000.0,,155149000.0,,,,-5850000.0,,,,,,,,103538000.0,5832872000.0,46919000.0,1984802000.0,,103538000.0,,3668000.0,0.0,,3585000.0,,,,-1210500000.0,7944103000.0,,,,,,-1061392000.0,87815000.0,,72841000.0,1041444000.0,300467000.0,,,0.28,-76388000.0,87815000.0,,,77959000.0,,-9890000.0,,,741791000.0,236694000.0,,,725428000.0,,,,60808000.0,,,,,,,12166106000.0,164346000.0,,,-90964000.0,-319601000.0,,,,,,,,,,,,,14377506000.0,12254470000.0,,,,,,776963000.0,,,,,776963000.0,,,,1044099000.0,,1861000.0,51535000.0,,,370334000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,1645328000.0,1025047000.0,1284408000.0,,,13402000.0,,533521000.0,-1148973000.0,,1179940000.0,1.45,9863877000.0,,,,152290000.0,,37792000.0,,,,6334000.0,,,,,,-2972000.0,,,,,,,,314166000.0,,3562520000.0,,,1804517000.0,,1598876000.0,,,-16518000.0,,,,267623000.0,465388000.0,671769000.0,,,4848210000.0,,,368814000.0,,154893000.0,,,,-4605000.0,,,,,,,,533521000.0,5831860000.0,43980000.0,2155442000.0,,533521000.0,,9727000.0,143268000.0,,90328000.0,,,,-318001000.0,8059360000.0,,,,,,-1239301000.0,88420000.0,,73912000.0,-321098000.0,2062000.0,,,1.44,-104274000.0,88420000.0,,,82564000.0,,-3097000.0,,,845398000.0,0.0,,,-624673000.0,,,,313340000.0,,,,,,,12993789000.0,846861000.0,,,-47357000.0,-393903000.0,,,,,,,,,,,,,14712087000.0,13113211000.0,,,,,,152290000.0,,,,,152290000.0,,,,1201082000.0,,3720000.0,776963000.0,,,370528000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,24381000.0,977341000.0,1297700000.0,657479000.0,663968000.0,,,14934000.0,65826000.0,114048000.0,-1361139000.0,87625000.0,805268000.0,,10177226000.0,,115687000.0,-24609000.0,24381000.0,2078000.0,3243000.0,,8225213000.0,1733012000.0,16188000.0,,,1389601000.0,,18286631000.0,-8965000.0,,-385000.0,584482000.0,87625000.0,584677000.0,-4650779000.0,85540000.0,79940000.0,-16583000.0,3676568000.0,10177226000.0,,1952013000.0,-129634000.0,1389601000.0,,,-32144000.0,,,,65826000.0,492432000.0,552476000.0,3214277000.0,977341000.0,4967844000.0,3676568000.0,977341000.0,,,147789000.0,28482000.0,,-1361072000.0,-37795000.0,,368829000.0,115687000.0,,,552476000.0,52423000.0,114048000.0,5995837000.0,50220000.0,2141447000.0,13755469000.0,114048000.0,184655000.0,9358000.0,52423000.0,15145070000.0,42000.0,584697000.0,5995837000.0,4967844000.0,-425510000.0,8225213000.0,,31316000.0,,,,-1361181000.0,87625000.0,,74200000.0,155498000.0,2078000.0,1952013000.0,102179000.0,,-391549000.0,87625000.0,,,102179000.0,54353000.0,-8992000.0,3355715000.0,,1077864000.0,1645000.0,13635852000.0,-4650779000.0,-127909000.0,3068606000.0,2141447000.0,,77682000.0,24381000.0,2.64,370758000.0,,-65919000.0,,13635852000.0,191730000.0,,,62544000.0,-283317000.0,-126679000.0,-2124510000.0,1645000.0,18286631000.0,129388000.0,-4101000.0,,,,283928000.0,1562038000.0,9358000.0,15145070000.0,13755469000.0,,,1263724000.0,,3720000.0,24381000.0,,-638158000.0,4801618000.0,-4587399000.0,24381000.0,,-4716787000.0,2.65,1263724000.0,,3720000.0,152290000.0,,1227715000.0,,-385000.0,2484124000.0,24381000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,625644000.0,34215000.0,-110929000.0,,,11263000.0,,-131971000.0,-1278404000.0,,142297000.0,-0.36,10594226000.0,,,,47645000.0,,5185000.0,,,,495096000.0,,,,,,-3003000.0,,,,,,,,-54026000.0,,3544597000.0,,,1600939000.0,,1200880000.0,,,159065000.0,,,,355633000.0,483347000.0,455837000.0,,,4841038000.0,,,366586111.0,,108082000.0,,,,-6236000.0,,,,,,,,-131971000.0,6784816000.0,45380000.0,2119281000.0,,-131971000.0,,2208471000.0,52392000.0,,903000.0,,,,-140515000.0,8993287000.0,,,,,,-1279307000.0,123230000.0,,75063000.0,784383000.0,2093000.0,,,-0.36,-145144000.0,85811000.0,,,108347000.0,,-5102000.0,,,522190000.0,254000.0,,,23264000.0,,,,-54021000.0,,,,,,,14111154000.0,-185992000.0,,,173088000.0,522190000.0,,,,,,,,,,,,,15435264000.0,14234384000.0,,,,,,47645000.0,,,,,47645000.0,,,,1009133000.0,,3731000.0,24381000.0,,,369385000.0,-3490000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,796374000.0,138746000.0,530177000.0,,,16166000.0,,403000.0,-684899000.0,,244590000.0,0.001091,10553824000.0,,,,25458000.0,,-111359000.0,,,,2729000.0,,,,,,-2189000.0,,,,,,,,4136000.0,,3545000000.0,,,1315569000.0,,1200313000.0,,,-150219000.0,,,,280231000.0,551784000.0,545860000.0,,,4856027000.0,,,369510000.0,,105844000.0,,,,8174000.0,,,,,,,,403000.0,6988046000.0,44190000.0,2156268000.0,,403000.0,,11044000.0,50214000.0,,31687000.0,,,,-175517000.0,9238255000.0,,,,,,-716586000.0,18321000.0,,78442000.0,267283000.0,2110000.0,,,0.001087,-55759000.0,,,,100173000.0,,-2200000.0,,,394622000.0,339000.0,,,-22187000.0,,,,4142000.0,,,,,,,14169202000.0,4545000.0,,,-34206000.0,-321964000.0,,,,,,,,,,,,,15409851000.0,14209538000.0,,,,,,25458000.0,,,,,25458000.0,,,,776966000.0,,3731000.0,47645000.0,,,370873000.0,-2865000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,682669000.0,44053000.0,396174000.0,,,12861000.0,,-82423000.0,-634396000.0,,145765000.0,-0.22,10407300000.0,,,,16955000.0,,-71826000.0,,,,4935000.0,,,,,,-626000.0,,,,,,,,-48755000.0,,3462576000.0,,,1149917000.0,,986908000.0,,,115497000.0,,,,305705000.0,536904000.0,429350000.0,,,4798577000.0,,,369599000.0,,101712000.0,,,,7199000.0,,,,,,,,-82423000.0,7108702000.0,53798000.0,2048413000.0,,-82423000.0,,15979000.0,78610000.0,,626000.0,,,,-285520000.0,9257383000.0,,,,,,-635022000.0,18135000.0,,79399000.0,132031000.0,2127000.0,,,-0.22,-95821000.0,,,,93010000.0,,12551000.0,,,498680000.0,99000.0,,,-8503000.0,,,,-48744000.0,,,,,,,14173563000.0,-131167000.0,,,212427000.0,-136342000.0,,,,,,,,,,,,,15205877000.0,14218969000.0,,,,,,16955000.0,,,,,16955000.0,,,,613780000.0,,3730000.0,25458000.0,,,369599000.0,-3303000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,11463000.0,-353668000.0,575480000.0,-62033000.0,-142296000.0,,,11544000.0,63634000.0,-139677000.0,-448548000.0,,32225000.0,-0.38,10250908000.0,,49917000.0,1267000.0,11463000.0,2144000.0,-23434000.0,,9327880000.0,2115290000.0,477006000.0,,,822339000.0,,20510771000.0,-1495000.0,,-3354000.0,409896000.0,34141000.0,-181441000.0,-6447443000.0,-201434000.0,-82796000.0,-7313000.0,3322900000.0,10250908000.0,,923028000.0,524973000.0,822339000.0,,,104280000.0,,,,63634000.0,543255000.0,378622000.0,-222006000.0,-353668000.0,4668900000.0,3322900000.0,-353668000.0,367571053.0,,94258000.0,24381000.0,,1857101000.0,-1140000.0,,368404167.0,49917000.0,,,378622000.0,94016000.0,-139677000.0,7115644000.0,46478000.0,2090228000.0,14097469000.0,-139677000.0,189846000.0,2212236000.0,94016000.0,14919808000.0,792000.0,-181417000.0,7115644000.0,4668900000.0,-713526000.0,9327880000.0,,1982147000.0,,,,-449340000.0,34141000.0,,80175000.0,3492000.0,2144000.0,923028000.0,94151000.0,-0.38,-80263000.0,,,,94151000.0,51834000.0,-3982000.0,1857101000.0,,441609000.0,3583000.0,14063328000.0,-6447443000.0,-5492000.0,564877000.0,2090228000.0,,-82794000.0,11463000.0,-0.96,369540000.0,,7997000.0,,14063328000.0,-222471000.0,,,173664000.0,441609000.0,228622000.0,-1315078000.0,3583000.0,20510771000.0,34008000.0,-12918000.0,,,,313079000.0,-535085000.0,2212236000.0,14919808000.0,14097469000.0,,,553285000.0,,3730000.0,11463000.0,,-376987000.0,2680167000.0,-3046247000.0,11463000.0,,-3080255000.0,-0.96,553285000.0,,3730000.0,16955000.0,,1187189000.0,369662000.0,-3354000.0,154981000.0,11463000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,453174000.0,-160176000.0,226732000.0,,,9206000.0,,-198326000.0,-358811000.0,,-92501000.0,-0.54,10158269000.0,,,,12927000.0,,-31531000.0,,,,2514000.0,,,,,,-5088000.0,,,,,,,,-121352000.0,,3124574000.0,,,865358000.0,,760181000.0,,,44454000.0,,,,206769000.0,545675000.0,327083000.0,,,4475120000.0,,,370062000.0,,67675000.0,,,,1319000.0,,,,,,,,-198326000.0,7203440000.0,32407000.0,1968876000.0,,-198326000.0,,14890000.0,94788000.0,,2206000.0,,,,-201530000.0,9292911000.0,,,,,,-361017000.0,17527000.0,,80953000.0,81342000.0,2162000.0,,,-0.54,-78543000.0,,,,92832000.0,,-5128000.0,,,278902000.0,1757000.0,,,1464000.0,,,,-121346000.0,,,,,,,13843132000.0,-319672000.0,,,66839000.0,-82115000.0,,,,,,,,,,,,,14633389000.0,13873208000.0,,,,,,12927000.0,,,,,12927000.0,,,,484901000.0,,3746000.0,11463000.0,,,370062000.0,-2928000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,451211000.0,-145270000.0,332458000.0,,,11840000.0,,-119402000.0,-158983000.0,,-68209000.0,-0.32,9992787000.0,,,,16560000.0,,-22328000.0,,,,2444000.0,,,,,,-647000.0,,,,,,,,-72638000.0,,3005173000.0,,,818059000.0,,797212000.0,,,-132036000.0,,,,192359000.0,519420000.0,385483000.0,,,4366949000.0,,,370435000.0,,77061000.0,,,,-10064000.0,,,,,,,,-119402000.0,7149279000.0,36246000.0,1896238000.0,,-119402000.0,,14644000.0,16693000.0,,109993000.0,,,,-405534000.0,9174728000.0,,,,,,-268976000.0,18350000.0,,81922000.0,-56181000.0,2179000.0,,,-0.32,35158000.0,,,,102896000.0,,-647000.0,,,218819000.0,24227000.0,,,3633000.0,,,,-72632000.0,,,,,,,13541129000.0,-192034000.0,,,-101778000.0,-50157000.0,,,,,,,,,,,,,14359736000.0,13562524000.0,,,,,,16560000.0,,,,,16560000.0,,,,412851000.0,,3746000.0,12927000.0,,,370435000.0,-2903000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,526199000.0,-41058000.0,321436000.0,,,13228000.0,,-109621000.0,-32427000.0,,41901000.0,-0.3,9604554000.0,,,,19496000.0,,10728000.0,,,,2441000.0,,,,,,-805000.0,,,,,,,,-65266000.0,,2895552000.0,,,802350000.0,,750875000.0,,,60098000.0,,,,199694000.0,484298000.0,335570000.0,,,4260698000.0,,,370483000.0,,82959000.0,,,,10002000.0,,,,,,,,-109621000.0,6830141000.0,44389000.0,1847947000.0,,-109621000.0,,14879000.0,12587000.0,,222106000.0,,,,-597537000.0,8802204000.0,,,,,,-254533000.0,18018000.0,,82074000.0,-330802000.0,2197000.0,,,-0.3,-51765000.0,,,,92894000.0,,-10265000.0,,,366167000.0,13780000.0,,,2936000.0,,,,-65276000.0,,,,,,,13094683000.0,-174897000.0,,,32305000.0,111634000.0,,,,,,,,,,,,,13865252000.0,13114377000.0,,,,,,19496000.0,,,,,19496000.0,,,,413278000.0,,3745000.0,16560000.0,,,370483000.0,-2485000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,16643000.0,-399679000.0,549689000.0,-13293000.0,129761000.0,,,13824000.0,57068000.0,27670000.0,17256000.0,,89662000.0,0.07,9509780000.0,,57861000.0,-18461000.0,16643000.0,2219000.0,28727000.0,,8577387000.0,2009419000.0,369093000.0,,,913233000.0,,20533745000.0,-2053000.0,,-260000.0,328940000.0,17316000.0,-209836000.0,-7652518000.0,-14404000.0,49420000.0,-8593000.0,2923221000.0,9509780000.0,,932393000.0,-158383000.0,913233000.0,,,-134732000.0,,,,57068000.0,460027000.0,404750000.0,-311892000.0,-399679000.0,4301996000.0,2923221000.0,-399679000.0,370539000.0,,102955000.0,11463000.0,,1125919000.0,-19093000.0,,370380000.0,57861000.0,,,404750000.0,4061000.0,27670000.0,6577697000.0,56537000.0,1890305000.0,12898543000.0,27670000.0,169580000.0,1999690000.0,4061000.0,13811776000.0,297244000.0,-232775000.0,6577697000.0,4301996000.0,-1055711000.0,8577387000.0,,1687814000.0,,,,-279988000.0,17316000.0,,75613000.0,-282132000.0,2219000.0,932393000.0,111987000.0,0.07,143054000.0,,,,111987000.0,48098000.0,-2421000.0,1125919000.0,,262031000.0,59489000.0,12881227000.0,-7652518000.0,-2853000.0,-29146000.0,1890305000.0,,26478000.0,16643000.0,-1.08,370380000.0,,-17836000.0,,12881227000.0,54148000.0,,,-155749000.0,262031000.0,-162216000.0,-2260312000.0,59489000.0,20533745000.0,631549000.0,5180000.0,,,,320562000.0,-632454000.0,1999690000.0,13811776000.0,12898543000.0,,,476342000.0,,3745000.0,16643000.0,,46194000.0,1980273000.0,-532965000.0,16643000.0,,-1164514000.0,-1.08,476342000.0,,3745000.0,19496000.0,,-587773000.0,370539000.0,-260000.0,-358086000.0,16643000.0,,,,,,,,,,,,,,,,,,,,,,,,,
