date,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyEbitda,trailingNetOtherFinancingCharges,trailingTaxProvision,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,trailingEndCashPosition,annualCurrentDeferredRevenue,annualNetOtherFinancingCharges,quarterlyEndCashPosition,annualCurrentDebt,quarterlyChangeInAccountPayable,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCostOfRevenue,quarterlyOtherNonCashItems,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,annualCurrentAssets,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualOtherNonCurrentAssets,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualChangeInAccountPayable,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,quarterlyCurrentLiabilities,annualChangesInAccountReceivables,quarterlyCurrentAssets,trailingOperatingExpense,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingCostOfRevenue,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualEbitda,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualRetainedEarnings,annualNetIncome,quarterlyBasicAverageShares,annualOtherShortTermInvestments,quarterlyOperatingExpense,annualBeginningCashPosition,annualCommonStockIssuance,annualFreeCashFlow,quarterlyChangeInInventory,annualCashDividendsPaid,annualBasicAverageShares,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,trailingOperatingCashFlow,annualAccountsReceivable,annualOtherCurrentAssets,quarterlyNetIncome,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,annualTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyNetOtherInvestingChanges,annualTaxProvision,annualLongTermDebt,annualStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCommonStockIssuance,annualOtherNonCashItems,trailingStockBasedCompensation,annualDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,trailingChangeInInventory,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualCurrentLiabilities,annualInventory,quarterlyDilutedEPS,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,trailingOtherNonCashItems,quarterlyInventory,annualStockBasedCompensation,quarterlyNetOtherFinancingCharges,annualOperatingCashFlow,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,annualNetPPE,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,trailingPretaxIncome,quarterlyTaxProvision,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,annualDilutedAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,trailingNetIncome,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,annualChangeInWorkingCapital,annualRepaymentOfDebt,annualOtherCurrentLiabilities,annualGrossPPE,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlyDepreciationAndAmortization,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,annualInterestExpense,annualPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingCapitalExpenditure,trailingDeferredIncomeTax,annualAccountsPayable,trailingOperatingIncome,annualCapitalStock,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualOtherIncomeExpense,annualTotalRevenue,annualInvestingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingInvestingCashFlow,annualCapitalExpenditure,annualBasicEPS,quarterlyAccountsPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingIncome,annualEndCashPosition,trailingTotalRevenue,quarterlyOtherIntangibleAssets,annualNonCurrentDeferredRevenue,annualGoodwill,quarterlyPurchaseOfInvestment,annualSaleOfInvestment,trailingCashDividendsPaid,trailingDilutedAverageShares,annualPurchaseOfInvestment,quarterlyPurchaseOfBusiness,trailingBasicEPS,trailingCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyGoodwill,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingPurchaseOfInvestment,annualPurchaseOfBusiness,quarterlySaleOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS,annualOtherIntangibleAssets,quarterlyNonCurrentDeferredRevenue
2008-03-31,,,232259000.0,141693000.0,170339000.0,,,,,87971000.0,-176726000.0,,186919000.0,0.26,823770000.0,,,,3663000.0,,,,,,-12304000.0,,-1000.0,,,1764179000.0,,,,,,,,,40453000.0,,293979000.0,,,266600000.0,,227587000.0,,,-20114000.0,,,,36559000.0,45340000.0,195427000.0,,,713644000.0,,,335780000.0,,45226000.0,,,,-936000.0,,,,,,,,87971000.0,211500000.0,7531000.0,305074000.0,,87971000.0,,40596000.0,0.0,,0.0,,,,,557170000.0,439000.0,,,,,-177548000.0,1533000.0,,3411000.0,46822000.0,,,,0.26,-8750000.0,,,,20055000.0,,-116000.0,,,124806000.0,76908000.0,,-455885000.0,-5098000.0,,,,50610000.0,,,,,,,1308294000.0,138581000.0,,,,-52742000.0,,,,,,,28568000.0,,,,,,1537414000.0,1309827000.0,,,,,,3663000.0,,,,,3663000.0,,,,153133000.0,,1691000.0,8761000.0,,,338276000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,,303434000.0,205229000.0,233317000.0,,,,,127307000.0,-172003000.0,,246587000.0,0.38,971084000.0,,,,13190000.0,,,,,,-6086000.0,,-5000.0,,,1947885000.0,,,,,,,,,60358000.0,,421286000.0,,,350217000.0,,321035000.0,,,-38094000.0,,,,52881000.0,56847000.0,275765000.0,,,843395000.0,,,336110000.0,,41358000.0,,,,-6983000.0,,,,,,,,127307000.0,220000000.0,10276000.0,359181000.0,,127307000.0,,41686000.0,0.0,,0.0,,,,,620867000.0,722000.0,,,,,-172488000.0,1444000.0,,2865000.0,8366000.0,,,,0.375,-2772000.0,,,,27038000.0,,3326000.0,,,173164000.0,88608000.0,,-455885000.0,9527000.0,,,,75305000.0,,,,,,,1492000000.0,202612000.0,,,,676000.0,,,,,,,28088000.0,,,,,,1814479000.0,1493444000.0,,,,,,13190000.0,,,,,13190000.0,,,,208728000.0,,1692000.0,3663000.0,,,339104000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,,296609000.0,171159000.0,210449000.0,,,,,105256000.0,-311387000.0,,233037000.0,0.315,1155473000.0,,,,3133000.0,,,,,,15313000.0,,-3000.0,,,2221733000.0,-167000.0,,,,,,,,51041000.0,,526542000.0,,,467473000.0,,339533000.0,,,76232000.0,,,,42805000.0,63572000.0,299764000.0,,,951204000.0,,,336194000.0,,61878000.0,,,,-6980000.0,,,103973000.0,,,,,105256000.0,229400000.0,10005000.0,415406000.0,,105256000.0,,43194000.0,0.0,,0.0,,,,,688000000.0,0.0,,,,,-312272000.0,1296000.0,,2506000.0,9368000.0,,,,0.31,-9568000.0,,,,34018000.0,,138000.0,,,291962000.0,2720000.0,,-455885000.0,-10057000.0,,,,63582000.0,,,,,,,1765848000.0,168838000.0,,,,-20310000.0,,,,,,,39290000.0,,,,,,2106677000.0,1767144000.0,,,,,,3133000.0,,,,,3133000.0,,,,317975000.0,,1692000.0,13190000.0,,,339052000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,5229000.0,320950000.0,135796000.0,11242000.0,64316000.0,,,,112929000.0,416000.0,-267501000.0,,82962000.0,,1267171000.0,,,-1717000.0,5229000.0,,,,863577000.0,218593000.0,33584000.0,,-198000.0,277695000.0,,2542166000.0,-2404000.0,,,212574000.0,3041000.0,184115000.0,-607023000.0,,32263000.0,-6748000.0,526958000.0,1267171000.0,,403594000.0,,277695000.0,,,8779000.0,,,,112929000.0,52834000.0,229079000.0,678225000.0,320950000.0,948708000.0,526958000.0,320950000.0,,,71720000.0,8761000.0,1442000.0,-210877000.0,11065000.0,-207000.0,336174000.0,,,,229079000.0,0.0,416000.0,376400000.0,7907000.0,445752000.0,1938184000.0,416000.0,35719000.0,41425000.0,0.0,2215879000.0,0.0,197580000.0,376400000.0,948708000.0,,863577000.0,281000.0,30507000.0,,148573000.0,,-268484000.0,3041000.0,,3406000.0,139614000.0,,403594000.0,22210000.0,,-10076000.0,,,,22210000.0,,-5065000.0,719915000.0,,129983000.0,30477000.0,1935143000.0,-607023000.0,2096000.0,741897000.0,445752000.0,,8083000.0,5229000.0,0.945,338784000.0,,-3834000.0,,1935143000.0,8499000.0,,,,-138501000.0,26803000.0,,30477000.0,2542166000.0,0.0,-3532000.0,52627000.0,,,12188000.0,518530000.0,41425000.0,2215879000.0,1938184000.0,,,260188000.0,,1696000.0,5229000.0,,-26558000.0,960490000.0,-927617000.0,5229000.0,,-930792000.0,0.955,260188000.0,,1696000.0,3133000.0,,204170000.0,,,529323000.0,5229000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,,,96608000.0,-3007000.0,15972000.0,,,2717000.0,,-26613000.0,-206333000.0,,57838000.0,-0.08,1310575000.0,,,,5315000.0,,-19518000.0,,,,344000.0,,-2000.0,,,,-67000.0,,,,,,,,-16259000.0,,500345000.0,,,291236000.0,,238401000.0,,,-14531000.0,,,,24677000.0,38770000.0,73506000.0,,,924752000.0,,,336934000.0,,60845000.0,,,,-16458000.0,,,,,,,,-26613000.0,544000000.0,10284000.0,429493000.0,,-26613000.0,,45846000.0,0.0,,765000.0,,,,-25220000.0,1019339000.0,,,,,,-207098000.0,0.0,,4587000.0,166316000.0,,,,-0.08,-35278000.0,,,,38668000.0,,0.0,,,40103000.0,2585000.0,,,86000.0,,,,-16259000.0,,,,,,,1993291000.0,-42872000.0,,,54140000.0,-166995000.0,,,,,,,,,,,,,2235327000.0,1996926000.0,,,,,,5315000.0,,,,,5315000.0,,,,211599000.0,,1696000.0,5229000.0,,,336934000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,151761000.0,49456000.0,80173000.0,,,2705000.0,,13508000.0,-89440000.0,,111870000.0,0.04,1283449000.0,,,,5071000.0,,-77355000.0,,,,-403000.0,,-5000.0,,,,-291000.0,,,,,,,,8251000.0,,513853000.0,,,207219000.0,,230026000.0,,,-58866000.0,,,,28354000.0,39891000.0,100562000.0,,,940672000.0,,,336984000.0,,62414000.0,,,,-1490000.0,,,,,,,,13508000.0,592000000.0,9351000.0,437745000.0,,13508000.0,,46485000.0,0.0,,626000.0,,,,-95398000.0,1076230000.0,,,,,,-90066000.0,0.0,,4723000.0,46806000.0,,,,0.04,-22974000.0,,,,40158000.0,,0.0,,,42390000.0,2770000.0,,,-244000.0,,,,8251000.0,,,,,,,1990046000.0,21759000.0,,,-2107000.0,-47676000.0,,,,,,,,,,,,,2224121000.0,1994095000.0,,,,,,5071000.0,,,,,5071000.0,,,,117930000.0,,1696000.0,5315000.0,,,338996000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,,,170204000.0,71077000.0,110510000.0,,,3172000.0,,34929000.0,-79648000.0,,131704000.0,0.105,1244496000.0,,,,5295000.0,,-18321000.0,,,,2327000.0,,-1000.0,,,,-359000.0,,,,,,,,19788000.0,,548782000.0,,,184524000.0,,208524000.0,,,11737000.0,,,,32238000.0,38500000.0,101758000.0,,,978553000.0,,,337032000.0,,60627000.0,,,,4910000.0,,,,,,,,34929000.0,546305000.0,10049000.0,466843000.0,,34929000.0,,46824000.0,0.0,,1371000.0,,,,-391708000.0,1059972000.0,,,,,,-81019000.0,0.0,,4763000.0,-53630000.0,,,,0.105,-11597000.0,,,,35248000.0,,2822000.0,,,133502000.0,2757000.0,,,224000.0,,,,19788000.0,,,,,,,2003348000.0,54717000.0,,,18485000.0,52483000.0,,,,,,,,,,,,,2223049000.0,2014525000.0,,,,,,5295000.0,,,,,5295000.0,,,,93834000.0,,1699000.0,5071000.0,,,339412000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,14222000.0,71338000.0,207638000.0,98456000.0,138290000.0,,,2814000.0,49601000.0,49514000.0,-124401000.0,,162557000.0,,1284648000.0,,,132957000.0,14222000.0,,-2449000.0,,1064938000.0,162242000.0,1719000.0,,-33000.0,236028000.0,,2915115000.0,-3582000.0,,,248696000.0,10844000.0,36119000.0,-847060000.0,-117643000.0,24339000.0,-4299000.0,598296000.0,1284648000.0,,219710000.0,48738000.0,236028000.0,,,15610000.0,,,,49601000.0,45081000.0,119565000.0,339890000.0,71338000.0,1030279000.0,598296000.0,71338000.0,,,64101000.0,5229000.0,,375858000.0,8537000.0,-41000.0,337118000.0,,,,185576000.0,0.0,49514000.0,523524000.0,11410000.0,489241000.0,2078899000.0,49514000.0,41094000.0,52173000.0,0.0,2314927000.0,4386000.0,38670000.0,523524000.0,1030279000.0,-77506000.0,1064938000.0,,350570000.0,,,,-128787000.0,0.0,,9159000.0,-26535000.0,,219710000.0,36230000.0,,-12893000.0,,,,26711000.0,11408000.0,294658000.0,375858000.0,,159863000.0,2460000.0,2068055000.0,-847060000.0,8927000.0,463969000.0,489241000.0,,26890000.0,14222000.0,0.21,339058000.0,,-4501000.0,,2068055000.0,76404000.0,,,-21780000.0,31076000.0,-46050000.0,-589832000.0,2460000.0,2915115000.0,-499822000.0,8993000.0,,,,22280000.0,110008000.0,541414000.0,2314927000.0,2078899000.0,,,100860000.0,,1700000.0,14222000.0,,-82985000.0,626211000.0,-499822000.0,14222000.0,,-506970000.0,0.21,100860000.0,,1700000.0,5295000.0,,132957000.0,,,215273000.0,14222000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,,248268000.0,139482000.0,177822000.0,,,2852000.0,,72465000.0,-161910000.0,,203918000.0,0.215,1402348000.0,,,,14658000.0,,69719000.0,,,,89337000.0,,0.0,,,,-113000.0,,,,,,,,40416000.0,,670761000.0,,,333008000.0,,306806000.0,,,28886000.0,,,,62175000.0,44350000.0,157356000.0,,,1105486000.0,,,337710000.0,,64436000.0,,,,-363000.0,,,,,,,,72465000.0,495565000.0,11849000.0,521351000.0,,72465000.0,,573775000.0,0.0,,-161910000.0,,,,-72000000.0,1069340000.0,,,,,,-163016000.0,13960000.0,,8360000.0,-28342000.0,,,,0.215,-14953000.0,0.0,,,31156000.0,,-28342000.0,,,190688000.0,2721000.0,,,436000.0,,,,44410000.0,,,,,,,2187068000.0,116875000.0,0.0,,-61044000.0,190688000.0,,,,,,,,,,,,,2507834000.0,2201028000.0,,,,,,14658000.0,,,,,14658000.0,,,,193749000.0,,1700000.0,14222000.0,,,339640000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,279968000.0,195837000.0,235223000.0,,,3118000.0,,101741000.0,-300654000.0,,233029000.0,0.3,1682146000.0,,,,15232000.0,,83344000.0,,,,63334000.0,,-3000.0,,,,-872000.0,,,,,,,,55084000.0,,772502000.0,,,451373000.0,,428642000.0,,,34462000.0,,,,74366000.0,46939000.0,305923000.0,,,1209473000.0,,,337774000.0,,37192000.0,,,,-12144000.0,,,,,,,,101741000.0,609844000.0,11494000.0,566124000.0,,101741000.0,,620929000.0,62625000.0,,-300654000.0,,,,-216876000.0,1230773000.0,,,,,,-320880000.0,20725000.0,,11903000.0,101691000.0,,,,0.3,-19436000.0,,,,44862000.0,,101691000.0,,,199537000.0,2695000.0,,,574000.0,,,,62757000.0,,,,,,,2442252000.0,164498000.0,,,-43841000.0,199537000.0,,,,,,,,,,,,,2891619000.0,2462977000.0,,,,,,15232000.0,,,,,15232000.0,,,,291126000.0,,1700000.0,14658000.0,,,339864000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,,219450000.0,91054000.0,139511000.0,,,2626000.0,,39077000.0,-246389000.0,,166611000.0,0.115,2085874000.0,,,,149477000.0,,-53194000.0,,,,139355000.0,,0.0,,,,-2673000.0,,,,,,,,20665000.0,,811579000.0,,,527306000.0,,602682000.0,,,-73317000.0,,,,112888000.0,52839000.0,376328000.0,,,1248751000.0,,,337850000.0,,75557000.0,,,,8162000.0,,,,,,,,39077000.0,895917000.0,12148000.0,593161000.0,,39077000.0,,662651000.0,39511000.0,,-246389000.0,,,,-235056000.0,1558568000.0,,,,,,-263719000.0,4662000.0,,12612000.0,275519000.0,,,,0.115,-14461000.0,,,,37366000.0,,275519000.0,,,105115000.0,2761000.0,,,134245000.0,,,,24904000.0,,,,,,,2703867000.0,63981000.0,,,-88085000.0,105115000.0,,,,,,,,,,,,,3334625000.0,2731943000.0,,,,,,149477000.0,,,,,149477000.0,,,,313348000.0,,0.0,15232000.0,,,339898000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,7916000.0,168255000.0,91379000.0,-51323000.0,2812000.0,,,3095000.0,94829000.0,-45028000.0,-330463000.0,,34817000.0,,2383630000.0,,,379943000.0,7916000.0,,46604000.0,,1681408000.0,182625000.0,195154000.0,,1000.0,582326000.0,,4059042000.0,-3903000.0,,,310756000.0,0.0,77359000.0,-1077051000.0,146473000.0,-38806000.0,-7561000.0,766551000.0,2383630000.0,,702222000.0,-299480000.0,582326000.0,,,-40697000.0,,,,94829000.0,56562000.0,208211000.0,555215000.0,168255000.0,1208155000.0,766551000.0,168255000.0,,0.0,86140000.0,14222000.0,,653167000.0,-7306000.0,-2000.0,337970000.0,,,,482838000.0,21365000.0,-45028000.0,925991000.0,13599000.0,582841000.0,3009459000.0,-45028000.0,67155000.0,5557000.0,21365000.0,3591785000.0,5323000.0,90212000.0,925991000.0,1208155000.0,-13068000.0,1681408000.0,,535578000.0,,,,-335786000.0,0.0,,20272000.0,31075000.0,,702222000.0,70207000.0,,-15292000.0,,,,38362000.0,11691000.0,-3961000.0,653167000.0,,157827000.0,2241000.0,2981991000.0,-1077051000.0,-141561000.0,656440000.0,582841000.0,,-41859000.0,7916000.0,0.495,339558000.0,,-11651000.0,,2981991000.0,-86887000.0,0.0,,-106510000.0,-177959000.0,-50666000.0,-537000000.0,2241000.0,4059042000.0,-1039416000.0,-6306000.0,,,,53147000.0,258467000.0,755417000.0,3591785000.0,3009459000.0,,,390892000.0,,1704000.0,7916000.0,,-34070000.0,839065000.0,-1039416000.0,7916000.0,,-1083401000.0,0.5,390892000.0,,1704000.0,149477000.0,,379943000.0,,,345684000.0,7916000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,,-36210000.0,-197302000.0,-125622000.0,,,3642000.0,,-137201000.0,-355323000.0,,-105305000.0,-0.4,2779767000.0,,,,477440000.0,,3648000.0,,,,365016000.0,,,,,,,,,,,,,,-84154000.0,,629350000.0,,,946206000.0,,1201245000.0,,,-35525000.0,,,,106357000.0,69095000.0,277608000.0,,,1733693000.0,,,343458000.0,,91997000.0,,,,-13886000.0,,,,,,,,-137201000.0,896065000.0,16347000.0,559929000.0,,-137201000.0,,5468000.0,17360000.0,,0.0,,,,-165000000.0,1833561000.0,659736000.0,,,,,-377454000.0,0.0,,18971000.0,629212000.0,,,,-0.4,-5082000.0,0.0,,,52248000.0,,-527000.0,,,195635000.0,2270000.0,,,469524000.0,,,,-84154000.0,,,,,,,3285824000.0,-221355000.0,0.0,,-77631000.0,-181819000.0,,,,,,,,,,,,,4513460000.0,3312215000.0,,,,,,477440000.0,,,,,477440000.0,,,,425812000.0,,1805000.0,7916000.0,,,343458000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,602892000.0,423232000.0,488831000.0,,,3855000.0,,239194000.0,-448293000.0,,523942000.0,0.665,2676683000.0,,,,261408000.0,,13064000.0,,,,-230461000.0,,,,,,,,,,,,,,146391000.0,,868544000.0,,,858556000.0,,991501000.0,,,-30860000.0,,,,111857000.0,78950000.0,264668000.0,,,1975688000.0,,,359690226.0,,100710000.0,,,,1408000.0,,,,,,,,239194000.0,896141000.0,17209000.0,664518000.0,,239194000.0,,921986000.0,13700000.0,,0.0,,,,0.0,1818127000.0,0.0,,,,,-448946000.0,25824000.0,,18785000.0,-1070000.0,,,,0.665,-17902000.0,0.0,,,50840000.0,,-1076000.0,,,233331000.0,2464000.0,,,-216032000.0,,,,147351000.0,,,,,,,3635046000.0,386545000.0,0.0,,-52070000.0,-215615000.0,,,,,,,,,,,,,4652371000.0,3660870000.0,,,,,,261408000.0,,,,,261408000.0,,,,441305000.0,,1805000.0,477440000.0,,,359690226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,,968989000.0,754031000.0,833709000.0,,,4245000.0,,439143000.0,-459523000.0,,877256000.0,1.225,2680959000.0,,,,42275000.0,,4494000.0,,,,-535226000.0,,0.0,,,,,,,,,,,,262117000.0,,1307687000.0,,,880727000.0,,907824000.0,,,-61329000.0,,,,154782000.0,91733000.0,290826000.0,,,2418618000.0,,,358916000.0,,123225000.0,,,,-11065000.0,,,,,,,,439143000.0,896220000.0,18140000.0,843332000.0,,439143000.0,,3750000.0,114323000.0,,0.0,,,,0.0,1800232000.0,0.0,,,,,-459508000.0,0.0,,18981000.0,-458000.0,,,,1.22,-25419000.0,0.0,,,61690000.0,,-458000.0,,,240848000.0,2640000.0,,,-219133000.0,,,,270488000.0,,,,,,,4046235000.0,709631000.0,0.0,,-47926000.0,-218660000.0,,,,,,,,,,,,,5099577000.0,4191753000.0,,,,,,42275000.0,,,,,42275000.0,,,,526252000.0,,1805000.0,261408000.0,,,360490000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,53544000.0,429072000.0,114118000.0,-131589000.0,-40728000.0,,,4830000.0,117674000.0,-112064000.0,-741575000.0,0.0,16195000.0,-0.31,3337960000.0,,,982427000.0,53544000.0,,62701000.0,,2226159000.0,337701000.0,400275000.0,,0.0,936373000.0,,6163959000.0,,,,463716000.0,27980000.0,245203000.0,-1482226000.0,83907000.0,-79151000.0,,1195623000.0,3337960000.0,,1111801000.0,-294702000.0,936373000.0,,,17765000.0,,,,117674000.0,97923000.0,397549000.0,1155066000.0,429072000.0,2308126000.0,1195623000.0,429072000.0,361496774.0,0.0,147784000.0,7916000.0,659736000.0,1067915000.0,20131000.0,0.0,354604959.0,,,,397549000.0,6669000.0,-112064000.0,1254301000.0,21121000.0,850282000.0,4709713000.0,-112064000.0,72817000.0,971858000.0,6669000.0,5646086000.0,30928000.0,258373000.0,1254301000.0,2308126000.0,0.0,2226159000.0,0.0,748792000.0,,,,-749734000.0,27980000.0,,19985000.0,354743000.0,,1111801000.0,41270000.0,-0.31,-35802000.0,0.0,,,41270000.0,16572000.0,-3261000.0,1067915000.0,,398101000.0,2287000.0,4681733000.0,-1482226000.0,11269000.0,1312088000.0,850282000.0,,-75312000.0,53544000.0,1.205,356076349.0,,-3412000.0,,4681733000.0,-187376000.0,0.0,,-117075000.0,-351633000.0,-109949000.0,-165000000.0,2287000.0,6163959000.0,-2004714000.0,45628000.0,,,,76722000.0,687445000.0,971858000.0,5646086000.0,4709713000.0,,,642889000.0,,1809000.0,53544000.0,,-84205000.0,1649789000.0,-2004714000.0,53544000.0,,-2035642000.0,1.21,642889000.0,,1809000.0,42275000.0,,982427000.0,361496774.0,,848372000.0,53544000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,,395100000.0,165498000.0,286645000.0,,,5515000.0,,69094000.0,-995115000.0,,290292000.0,0.19,4150828000.0,,,,42683000.0,,-1768000.0,,,,129960000.0,,,,,,-3748000.0,,,,,,,,40850000.0,,1264717000.0,,,1176051000.0,,985375000.0,,,-11116000.0,,,,124735000.0,104808000.0,377688000.0,,,2379369000.0,,,359414000.0,,124794000.0,,,,-2634000.0,,,,,,,,69094000.0,1891651000.0,24966000.0,923215000.0,,69094000.0,,3349000.0,14126000.0,,0.0,,,,-900159000.0,2974777000.0,0.0,,,,,-1079933000.0,0.0,,24278000.0,619310000.0,2572000.0,,,0.19,-29126000.0,0.0,,,43162000.0,,-3843000.0,,,364944000.0,1742000.0,,,-10861000.0,,,,43000000.0,,,,,,,5501142000.0,112094000.0,0.0,,-19921000.0,-714989000.0,,,,,,,,,,,,,6530197000.0,5544822000.0,,,,,,42683000.0,,,,,42683000.0,,,,604771000.0,,1810000.0,53544000.0,,,360566000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,1004719000.0,722345000.0,851357000.0,,,7790000.0,,405684000.0,-778377000.0,,895779000.0,1.13,4462815000.0,,,,29137000.0,,-19893000.0,,,,-477337000.0,,,,,,-1346000.0,,,,,,,,249888000.0,,1670401000.0,,,1081990000.0,,930576000.0,,,37283000.0,,,,176745000.0,108940000.0,364437000.0,,,2791497000.0,,,359562000.0,,173434000.0,,,,-7578000.0,,,,,,,,405684000.0,2252918000.0,29813000.0,1071536000.0,,405684000.0,,3412000.0,79584000.0,,100809000.0,,,,-160469000.0,3380825000.0,0.0,,,,,-794368000.0,0.0,,31691000.0,358945000.0,1919000.0,,,1.125,-35082000.0,0.0,,,51276000.0,,-240000.0,,,405886000.0,1805000.0,,,-13546000.0,,,,249888000.0,,,,,,,6178663000.0,655572000.0,0.0,,38296000.0,-388482000.0,,,,,,,,,,,,,7254312000.0,6323736000.0,,,,,,29137000.0,,,,,29137000.0,,,,665793000.0,,1812000.0,42683000.0,,,360670000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,642023000.0,291076000.0,295606000.0,,,7499000.0,,44096000.0,-817635000.0,,517274000.0,0.12,5300979000.0,,,,259445000.0,,-5257000.0,,,,351300000.0,,,,,,-617000.0,,,,,,,,32805000.0,,1714497000.0,,,1097484000.0,,1194282000.0,,,-79035000.0,,,,165977000.0,124749000.0,481976000.0,,,2925371000.0,,,363818000.0,,226198000.0,,,,3927000.0,,,,,,,,44096000.0,2943741000.0,31925000.0,1196313000.0,,44096000.0,,3345000.0,6587000.0,,489000.0,,,,-822473000.0,4203495000.0,0.0,,,,,-818124000.0,57268000.0,,39205000.0,670876000.0,1935000.0,,,0.12,-184844000.0,0.0,,,47296000.0,,-3034000.0,,,377067000.0,26039000.0,,,230308000.0,,,,22931000.0,,,,,,,6922283000.0,67027000.0,0.0,,-130691000.0,-441057000.0,,,,,,,,,,,,,8226350000.0,7032068000.0,,,,,,259445000.0,,,,,259445000.0,,,,624370000.0,,1851000.0,29137000.0,,,365074000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
