date,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualOtherNonCurrentAssets,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingIncome,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyDilutedEPS,quarterlyAccountsPayable,trailingOperatingExpense,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,annualTaxProvision,trailingInterestExpense,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,quarterlyEbitda,annualChangeInCashSupplementalAsReported,trailingResearchAndDevelopment,annualRepaymentOfDebt,annualTotalRevenue,quarterlyChangeInInventory,quarterlyGrossProfit,annualInterestExpense,annualDilutedAverageShares,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyRetainedEarnings,annualFreeCashFlow,trailingFreeCashFlow,quarterlyCurrentLiabilities,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,annualResearchAndDevelopment,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualBasicAverageShares,annualOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTaxProvision,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,trailingNetIncome,annualChangeInInventory,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,annualBeginningCashPosition,annualCostOfRevenue,annualCurrentDebt,annualNetIncome,annualCashDividendsPaid,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,annualInvestingCashFlow,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualOtherNonCashItems,annualLongTermDebt,quarterlyCommonStockIssuance,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,annualStockholdersEquity,annualStockBasedCompensation,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,annualGoodwill,quarterlyAccountsReceivable,annualTotalAssets,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyGoodwill,annualInventory,annualCurrentLiabilities,quarterlyBasicEPS,annualRetainedEarnings,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualCapitalStock,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyDepreciationAndAmortization,quarterlyCashDividendsPaid,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualAccountsPayable,annualOperatingCashFlow,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,annualEndCashPosition,trailingRepaymentOfDebt,annualOperatingIncome,quarterlyDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualGrossPPE,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,annualBasicEPS,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,annualPretaxIncome,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,trailingOperatingIncome,quarterlyTotalAssets,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,trailingCashDividendsPaid,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualChangeInAccountPayable,trailingBasicEPS,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingChangeInWorkingCapital,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
2003-09-30,,-64000000.0,,,1251000000.0,,,2628000000.0,,,-326000000.0,,,181000000,,,,75000000.0,0.15,73000000.0,,,,218000000.0,,-69000000.0,537000000.0,-122000000.0,,,,,,,,,,202000000,,,,,,633000000.0,,,,1510000000.0,1725000000.0,,,1440000000.0,,,826666667.0,,,,2575000000.0,295000000.0,,,,,,,34000000.0,,158000000.0,1188000000.0,,,,876000000,-559000000.0,-43000000.0,,48000000.0,,,,,,,,,,199000000.0,,124000000,530000000.0,,124000000,127000000.0,211000000.0,153000000.0,,,58000000.0,,113000000.0,,,,247000000.0,-34000000.0,692000000.0,,508000000.0,,243000000.0,,551000000.0,,1267000000.0,,,0.15,,,,,,,977000000.0,,452000000.0,,,1204000000.0,,,,,,,,,,,,,,,537000000.0,410000000.0,537000000.0,8000000.0,,,,826666667.0,,,,,,,,663000000.0,,,12000000.0,,,156000000.0,124000000,,,5203000000.0,,3693000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,1171000000.0,-49000000.0,1781000000.0,614000000.0,1337000000.0,,,2837000000.0,,-31000000.0,0.0,-188000000.0,-593000000.0,200000000,1880000000.0,,,-241000000.0,,78000000.0,,-570000000.0,,0.0,,-265000000.0,671000000.0,-251000000.0,4000000.0,171000000.0,,165000000.0,,472000000.0,,597000000.0,,227000000,411000000.0,,,3476000000.0,,682000000.0,46000000.0,842857143.0,,1880000000.0,1789000000.0,599000000.0,,1393000000.0,,2837000000.0,,452000000.0,3819000000.0,2515000000.0,2862000000.0,313000000.0,-23000000.0,,,828070175.0,0.0,,47000000.0,,184000000.0,1444000000.0,,,-21000000.0,939000000,-593000000.0,-71000000.0,,166000000.0,472000000.0,260000000.0,961000000.0,553000000.0,472000000.0,,,151000000.0,67000000.0,234000000.0,,137000000,614000000.0,-871000000.0,137000000,151000000.0,121000000.0,165000000.0,-18000000.0,1172000000.0,76000000.0,,128000000.0,,2862000000.0,,281000000.0,-19000000.0,744000000.0,,542000000.0,5699000000.0,257000000.0,487000000.0,597000000.0,196000000.0,,281000000.0,1393000000.0,,1789000000.0,542000000.0,151000000.0,-235000000.0,,8000000.0,1172000000.0,,482000000.0,260000000.0,,2461000000.0,2461000000.0,-49000000.0,744000000.0,,,-114000000.0,671000000.0,,78000000.0,787000000.0,0.56,1444000000.0,,930000000.0,671000000.0,537000000.0,671000000.0,8000000.0,671000000.0,,734000000.0,,,,1337000000.0,-503000000.0,,,0.57,553000000.0,671000000.0,,11000000.0,121000000.0,643000000.0,163000000.0,137000000,,,5699000000.0,,3819000000.0,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,,,1403000000.0,,,2625000000.0,82000000.0,,,,,264000000,,,,-152000000.0,0.23,570000000.0,,,,397000000.0,,0.0,615000000.0,-147000000.0,,,,,,,,,,286000000,,,,,,790000000.0,,,,1989000000.0,1928000000.0,,,1743000000.0,,,843478261.0,,,,3219000000.0,348000000.0,,,,,,,61000000.0,,255000000.0,882000000.0,,,,1082000000,-616000000.0,-82000000.0,,49000000.0,,,,,,,,,,42000000.0,,194000000,603000000.0,,194000000,-56000000.0,271000000.0,109000000.0,,,98000000.0,,134000000.0,,,,302000000.0,-20000000.0,787000000.0,,675000000.0,,292000000.0,,,,,,,0.23,,,,,,,611000000.0,,526000000.0,,,2465000000.0,,,,,,,,,,,,,,,615000000.0,671000000.0,615000000.0,8000000.0,,,,843478261.0,,,,,,,,1064000000.0,,-48000000.0,11000000.0,,,-40000000.0,194000000,,,5844000000.0,,3855000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,-44000000.0,,,1483000000.0,,,3728000000.0,107000000.0,,,,,512000000,,,,219000000.0,0.36,696000000.0,,,,318000000.0,,-90000000.0,1000000000.0,-1094000000.0,,,,,,,,,,538000000,,,,,,1097000000.0,,,,2674000000.0,2235000000.0,,,1586000000.0,,,845945946.0,,,,3704000000.0,375000000.0,,,,,,,119000000.0,,432000000.0,2142000000.0,,,,1460000000,-669000000.0,-53000000.0,,948000000.0,,,,,,,,,,532000000.0,,313000000,611000000.0,,313000000,385000000.0,112000000.0,98000000.0,,,79000000.0,,132000000.0,,,,279000000.0,-118000000.0,814000000.0,,814000000.0,,363000000.0,,,,,,,0.37,,,268000000.0,,,,1762000000.0,,585000000.0,,,3333000000.0,,,,,,,,,,,,,,,1263000000.0,615000000.0,1263000000.0,8000000.0,,,,869444444.0,,,,,,,,792000000.0,,-272000000.0,14000000.0,,,479000000.0,313000000,,,7432000000.0,,4758000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,-55000000.0,,,1551000000.0,,,3978000000.0,60000000.0,,,,,358000000,,,,315000000.0,0.3,934000000.0,,,,321000000.0,,-65000000.0,1105000000.0,-438000000.0,,,,,,,,,,392000000,,,,,,1173000000.0,,,,3023000000.0,2494000000.0,,,1871000000.0,,,832258065.0,,,,4005000000.0,504000000.0,,,,,,,90000000.0,,348000000.0,2107000000.0,,,,1482000000,-712000000.0,-66000000.0,,-30000000.0,,,,,,,,,,573000000.0,,258000000,794000000.0,,258000000,105000000.0,109000000.0,181000000.0,,,31000000.0,,145000000.0,,,,314000000.0,-123000000.0,839000000.0,,846000000.0,,309000000.0,,,,,,,0.31,,,258000000.0,,,,1740000000.0,,815000000.0,,,3327000000.0,,,,,,,,,,,,,,,1542000000.0,1000000000.0,1542000000.0,8000000.0,,,,860000000.0,,,,,,,,756000000.0,,-363000000.0,19000000.0,,,507000000.0,258000000,,,7983000000.0,,4960000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,1742000000.0,-86000000.0,2693000000.0,671000000.0,1645000000.0,,,4145000000.0,246000000.0,30000000.0,,-274000000.0,-775000000.0,505000000,3289000000.0,,,-209000000.0,,108000000.0,,-360000000.0,,0.0,,-201000000.0,1296000000.0,57000000.0,-3000000.0,432000000.0,,367000000.0,,1062000000.0,,902000000.0,,535000000,625000000.0,,,5624000000.0,,1272000000.0,64000000.0,856451613.0,,3289000000.0,2790000000.0,1530000000.0,,2605000000.0,,4145000000.0,,569000000.0,4881000000.0,4332000000.0,4025000000.0,515000000.0,173000000.0,344000000.0,,836220472.0,0.0,,162000000.0,,459000000.0,1540000000.0,,,-57000000.0,1600000000,-775000000.0,-73000000.0,,-528000000.0,1062000000.0,671000000.0,1292000000.0,1228000000.0,1062000000.0,,,259000000.0,495000000.0,657000000.0,,297000000,671000000.0,-1622000000.0,297000000,191000000.0,142000000.0,367000000.0,-10000000.0,1139000000.0,17000000.0,,158000000.0,,4025000000.0,,360000000.0,-90000000.0,870000000.0,,900000000.0,8170000000.0,328000000.0,439000000.0,902000000.0,275000000.0,,360000000.0,2605000000.0,,2790000000.0,900000000.0,259000000.0,-683000000.0,,8000000.0,1139000000.0,,767000000.0,225000000.0,344000000.0,3340000000.0,3340000000.0,-86000000.0,870000000.0,,,-351000000.0,1640000000.0,,108000000.0,1804000000.0,1.24,1540000000.0,,1914000000.0,1640000000.0,1105000000.0,1296000000.0,8000000.0,1296000000.0,,1639000000.0,,,,1645000000.0,-356000000.0,,,1.27,1228000000.0,1296000000.0,0.0,20000000.0,142000000.0,1494000000.0,584000000.0,297000000,,,8170000000.0,,4881000000.0,-3000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,4390000000.0,,,1718000000.0,,,3429000000.0,215000000.0,,-237000000.0,,,586000000,,,,83000000.0,0.42,,,,,461000000.0,,0.0,827000000.0,78000000.0,,,,,,,,,,617000000,,,,,,1271000000.0,,,,2757000000.0,,,,1784000000.0,,,832558140.0,,,,4390000000.0,431000000.0,,129000000.0,,,,,136000000.0,,494000000.0,1645000000.0,,,,1615000000,-794000000.0,-99000000.0,,-985000000.0,,,,,,,,,,441000000.0,,358000000,765000000.0,,358000000,-469000000.0,530000000.0,1354000000.0,,,32000000.0,,159000000.0,,,,387000000.0,-133000000.0,924000000.0,,953000000.0,,344000000.0,,,,,,,0.43,,,,,,,1115000000.0,,685000000.0,,,3373000000.0,,,,,,,,,,,,,,,956000000.0,1296000000.0,827000000.0,,,,,852380952.0,,,,,,,,430000000.0,,-18000000.0,23000000.0,,,342000000.0,358000000,,,7819000000.0,,5062000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,4935000000.0,,,1756000000.0,,,3866000000.0,-56000000.0,,-429000000.0,,,529000000,,,,34000000.0,0.24,958000000.0,,,,112000000.0,,-141000000.0,698000000.0,-422000000.0,,,,,,,,,,565000000,,,,,,1260000000.0,,,,2715000000.0,,,,1756000000.0,,,820000000.0,,,,4217000000.0,471000000.0,,185000000.0,,,,,106000000.0,,311000000.0,2110000000.0,,,,1617000000,-799000000.0,-89000000.0,,58000000.0,,,,,,,,,,239000000.0,,205000000,843000000.0,,205000000,-129000000.0,229000000.0,260000000.0,,,21000000.0,,166000000.0,,,,410000000.0,-262000000.0,957000000.0,,976000000.0,,357000000.0,,,,,,,0.25,,,363000000.0,,,,1518000000.0,,731000000.0,,,3568000000.0,,,,,,,,,,,,,,,883000000.0,827000000.0,698000000.0,8000000.0,,,,854166667.0,,,,,,,,538000000.0,,,14000000.0,,,150000000.0,205000000,,,8083000000.0,,5368000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,4637000000.0,,,1806000000.0,,,4175000000.0,13000000.0,,-68000000.0,,,-336000000,,,,-18000000.0,-0.33,981000000.0,,,,135000000.0,,-62000000.0,745000000.0,-115000000.0,,,,,,,,,,-289000000,,,,,,1168000000.0,,,,2761000000.0,,,,1142000000.0,,,815151515.0,,,,3901000000.0,444000000.0,,172000000.0,,,,,-83000000.0,,-352000000.0,3033000000.0,,,,1511000000,-820000000.0,-79000000.0,,449000000.0,,,,,,,,,,-287000000.0,,-269000000,797000000.0,,-269000000,47000000.0,249000000.0,77000000.0,,,24000000.0,,181000000.0,,,,428000000.0,-827000000.0,986000000.0,,951000000.0,,343000000.0,,,,,,,-0.33,,,354000000.0,,,,2430000000.0,,1504000000.0,,,3532000000.0,,,,,,,,,,,,,,,917000000.0,698000000.0,745000000.0,8000000.0,,,,815151515.0,,,,,,,,84000000.0,,,21000000.0,,,-366000000.0,-269000000,,,8076000000.0,,5315000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,1814000000.0,-77000000.0,3653000000.0,819000000.0,1853000000.0,,,3914000000.0,74000000.0,4000000.0,0.0,-341000000.0,-842000000.0,465000000,2631000000.0,,,-466000000.0,,1229000000.0,,-734000000.0,,433000000.0,,47000000.0,689000000.0,-92000000.0,-1000000.0,263000000.0,,94000000.0,,628000000.0,,,,503000000,-607000000.0,,,6283000000.0,,1198000000.0,90000000.0,837333333.0,,2631000000.0,3410000000.0,562000000.0,,1479000000.0,,3914000000.0,,680000000.0,5565000000.0,4897000000.0,4282000000.0,468000000.0,-367000000.0,,,826315789.0,433000000.0,,104000000.0,,438000000.0,2435000000.0,,,-77000000.0,1540000000,-842000000.0,-74000000.0,,-476000000.0,628000000.0,1296000000.0,1386000000.0,156000000.0,628000000.0,,,262000000.0,246000000.0,510000000.0,,334000000,819000000.0,-551000000.0,334000000,-56000000.0,309000000.0,94000000.0,11000000.0,1864000000.0,17000000.0,,174000000.0,,4282000000.0,,418000000.0,-48000000.0,1011000000.0,,932000000.0,8196000000.0,342000000.0,-954000000.0,,314000000.0,,418000000.0,1479000000.0,,3410000000.0,932000000.0,262000000.0,-108000000.0,,8000000.0,1864000000.0,,733000000.0,94000000.0,,3735000000.0,3735000000.0,-77000000.0,1011000000.0,,,-1270000000.0,848000000.0,,1229000000.0,903000000.0,0.75,2435000000.0,,1558000000.0,848000000.0,745000000.0,848000000.0,8000000.0,689000000.0,,1244000000.0,,,,1853000000.0,-156000000.0,,,0.76,156000000.0,848000000.0,,32000000.0,309000000.0,891000000.0,436000000.0,334000000,,,8196000000.0,,5565000000.0,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,5336000000.0,,,1907000000.0,,,4438000000.0,159000000.0,,,,,497000000,,,,232000000.0,0.4,1040000000.0,,,,0.0,,0.0,1083000000.0,-847000000.0,,,,,,,,,,535000000,,,,,,1246000000.0,,,,2873000000.0,,,,2035000000.0,,,830000000.0,,,,4671000000.0,525000000.0,,,,,,,99000000.0,,431000000.0,2403000000.0,,,,1620000000,-883000000.0,-44000000.0,,677000000.0,,,,,,,,,,564000000.0,,332000000,1471000000.0,,332000000,394000000.0,308000000.0,189000000.0,,,27000000.0,,186000000.0,,,,407000000.0,-29000000.0,1024000000.0,,978000000.0,,374000000.0,,,,,,,0.4,,,259000000.0,,,,1836000000.0,,749000000.0,,,3741000000.0,,,,,,,,,,,,,,,1083000000.0,689000000.0,1083000000.0,8000000.0,,,,830000000.0,,,,,,,,806000000.0,,-752000000.0,37000000.0,,,520000000.0,332000000,,,9109000000.0,,6236000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,15326000000.0,,,2588000000.0,,,15725000000.0,0.0,,,,,192000000,,,,4697000000.0,-3.21,1509000000.0,,,,0.0,,0.0,1157000000.0,-8087000000.0,,,,,,,,,,357000000,,,,,,1433000000.0,,,,4405000000.0,,,,2173000000.0,,,1327725857.0,,,,14886000000.0,728000000.0,,,,,,,76000000.0,,-4186000000.0,13552000000.0,,,,2110000000,-932000000.0,-85000000.0,,7723000000.0,,,,,,,,,,435000000.0,,-4262000000,802000000.0,,-4262000000,74000000.0,1568000000.0,658000000.0,,,1481000000.0,,283000000.0,,,,797000000.0,-4332000000.0,1656000000.0,,1519000000.0,,677000000.0,,,,,,,-3.21,,,3092000000.0,,,,8892000000.0,,1241000000.0,,,23748000000.0,,,,,,,,,,,,,,,1157000000.0,1083000000.0,1157000000.0,15000000.0,,,,1327725857.0,,,,,,,,6000000.0,,716000000.0,111000000.0,,,350000000.0,-4262000000,,,30611000000.0,,26206000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,15375000000.0,,,2622000000.0,,,15736000000.0,0.0,,,,,195000000,,,,405000000.0,0.05,1815000000.0,,,,453000000.0,,0.0,1541000000.0,-123000000.0,,,,,,,,,,348000000,,,,,,1396000000.0,,,,4749000000.0,,,,2450000000.0,,,1520000000.0,,,,15016000000.0,719000000.0,,,,,,,-25000000.0,,51000000.0,13286000000.0,,,,2026000000,-950000000.0,-84000000.0,,25000000.0,,,,,,,,,,481000000.0,,76000000,788000000.0,,76000000,384000000.0,1373000000.0,630000000.0,,,29000000.0,,272000000.0,,,,759000000.0,-58000000.0,1672000000.0,,1460000000.0,,630000000.0,,,,,,,0.05,,,3020000000.0,,,,8893000000.0,,1201000000.0,,,23543000000.0,,,,,,,,,,,,,,,1541000000.0,1157000000.0,1541000000.0,15000000.0,,,,1520000000.0,,,,,,,,5000000.0,,-21000000.0,143000000.0,,,397000000.0,76000000,,,30752000000.0,,26003000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,2675000000.0,-1000000.0,4444000000.0,833000000.0,2717000000.0,,,15798000000.0,33000000.0,-420000000.0,,-341000000.0,-991000000.0,286000000,4901000000.0,,,-5011000000.0,,222000000.0,,,,0.0,,0.0,1668000000.0,-255000000.0,6000000.0,42000000.0,,556000000.0,,-3577000000.0,,1845000000.0,,460000000,979000000.0,,,7821000000.0,,1539000000.0,435000000.0,1272953737.0,,4901000000.0,-174000000.0,1504000000.0,,2630000000.0,,15798000000.0,,1008000000.0,26195000000.0,5614000000.0,15298000000.0,758000000.0,323000000.0,,,1272953737.0,0.0,,-108000000.0,,169000000.0,13168000000.0,,,-53000000.0,2065000000,-991000000.0,-128000000.0,,14000000.0,-3577000000.0,689000000.0,2207000000.0,7000000.0,-3577000000.0,,,2784000000.0,192000000.0,365000000.0,,277000000,833000000.0,-9312000000.0,277000000,127000000.0,1489000000.0,556000000.0,596000000.0,8895000000.0,8000000.0,,267000000.0,,15298000000.0,,749000000.0,-94000000.0,1726000000.0,14628000000.0,1424000000.0,31096000000.0,526000000.0,8439000000.0,1845000000.0,781000000.0,14628000000.0,749000000.0,2630000000.0,,-174000000.0,1424000000.0,2784000000.0,-98000000.0,,15000000.0,8895000000.0,,1253000000.0,1545000000.0,,9008000000.0,9008000000.0,-1000000.0,1726000000.0,,,-4568000000.0,1668000000.0,,222000000.0,1845000000.0,-2.81,13168000000.0,,1951000000.0,1668000000.0,1541000000.0,1668000000.0,15000000.0,1668000000.0,,1170000000.0,,,,2717000000.0,0.0,,,-2.81,7000000.0,1668000000.0,-41000000.0,144000000.0,1489000000.0,-3535000000.0,237000000.0,277000000,,,31096000000.0,,26195000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,50000000.0,,,2739000000.0,,,15520000000.0,14000000.0,,,,,282000000,,,,-179000000.0,0.08,1925000000.0,,,,0.0,,-7000000.0,1340000000.0,-300000000.0,,,,,,,,,,437000000,,,,,,1518000000.0,,,,4584000000.0,-80000000.0,,,2370000000.0,,,1500000000.0,,,,15549000000.0,787000000.0,,,,,,,39000000.0,,159000000.0,13150000000.0,,,,2086000000,-991000000.0,-96000000.0,,31000000.0,,,,,,,,,,-59000000.0,,120000000,777000000.0,,120000000,-328000000.0,1607000000.0,438000000.0,,,31000000.0,,294000000.0,,,,793000000.0,18000000.0,1748000000.0,,1435000000.0,,568000000.0,,,,,,,0.08,,,2645000000.0,,,,8898000000.0,,1236000000.0,,,23960000000.0,,,,,,,,,,,,,,,1340000000.0,1668000000.0,1340000000.0,15000000.0,,,,1500000000.0,,,,,,,,7000000.0,,,141000000.0,,,-155000000.0,120000000,,,31069000000.0,,26485000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,87000000.0,,,2910000000.0,,,15463000000.0,,,,,,272000000,,,,96000000.0,0.08,1888000000.0,,,,0.0,,56000000.0,1514000000.0,-102000000.0,,,,,,,,,,430000000,,,,,,1508000000.0,,,,4936000000.0,33000000.0,,,2969000000.0,,,1485400000.0,,,,15802000000.0,803000000.0,,,,,,,11000000.0,,126000000.0,12494000000.0,,,,2071000000,-1131000000.0,-90000000.0,,63000000.0,,,,,,,,,,211000000.0,,115000000,734000000.0,,115000000,174000000.0,1561000000.0,427000000.0,,,67000000.0,,275000000.0,,,,837000000.0,-8000000.0,1779000000.0,,1508000000.0,,563000000.0,,,,,,,0.08,,,2683000000.0,,,,8250000000.0,,1236000000.0,,,23816000000.0,,,,,,,,,,,,,,,1514000000.0,1340000000.0,1514000000.0,15000000.0,,,,1499900000.0,,,,,,,,654000000.0,,,146000000.0,,,121000000.0,115000000,,,31265000000.0,,26329000000.0,-4000000.0,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,11000000.0,,,2940000000.0,,,15817000000.0,,,,,,-72000000,,,,746000000.0,-0.18,2620000000.0,,,,196000000.0,,-49000000.0,1237000000.0,-34000000.0,,,,,,,,,,83000000,,,,,,1473000000.0,,,,4687000000.0,-239000000.0,,,3376000000.0,,,1489800000.0,,,,15517000000.0,719000000.0,,,,,,,13000000.0,,-259000000.0,12441000000.0,,,,2048000000,-1176000000.0,-59000000.0,,-718000000.0,,,,,,,,,,474000000.0,,-272000000,611000000.0,,-272000000,-277000000.0,2114000000.0,502000000.0,,,32000000.0,,271000000.0,,,,814000000.0,-440000000.0,1764000000.0,,1487000000.0,,575000000.0,,,,15680000000.0,,,-0.18,,,2424000000.0,,,,7903000000.0,,1545000000.0,,,8592000000.0,,,,,,,,,,,,,,,1237000000.0,1514000000.0,1237000000.0,15000000.0,,,,1489800000.0,,,,,,,,254000000.0,,-6000000.0,147000000.0,,,415000000.0,-272000000,,,31334000000.0,,26647000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,2909000000.0,-13000000.0,5768000000.0,474000000.0,2925000000.0,,,16100000000.0,94000000.0,-386000000.0,,-363000000.0,-1190000000.0,-241000000,5921000000.0,,,-621000000.0,,139000000.0,,-60000000.0,,1099000000.0,,-121000000.0,1452000000.0,-38000000.0,2000000.0,-74000000.0,,314000000.0,,-495000000.0,,2541000000.0,,-67000000,-216000000.0,,,8357000000.0,,1517000000.0,570000000.0,1486900000.0,,5921000000.0,-693000000.0,571000000.0,,3250000000.0,,16100000000.0,,1091000000.0,25276000000.0,6015000000.0,15097000000.0,704000000.0,42000000.0,,,1486900000.0,1099000000.0,,-138000000.0,,-596000000.0,12850000000.0,,,-30000000.0,2153000000,-1190000000.0,-118000000.0,,-56000000.0,-495000000.0,1668000000.0,2342000000.0,256000000.0,-495000000.0,,,2284000000.0,243000000.0,308000000.0,,-458000000,474000000.0,-474000000.0,-458000000,215000000.0,2633000000.0,314000000.0,130000000.0,7933000000.0,2000000.0,,256000000.0,,15097000000.0,,725000000.0,-842000000.0,1735000000.0,15103000000.0,1502000000.0,31197000000.0,636000000.0,-680000000.0,2541000000.0,939000000.0,15103000000.0,725000000.0,3250000000.0,,-693000000.0,1502000000.0,2284000000.0,-2000000.0,,15000000.0,7933000000.0,,1758000000.0,132000000.0,,7964000000.0,7964000000.0,-13000000.0,1735000000.0,,,-1373000000.0,1452000000.0,,139000000.0,934000000.0,-0.33,12850000000.0,,1186000000.0,1452000000.0,1237000000.0,1452000000.0,15000000.0,1452000000.0,,247000000.0,,,,2925000000.0,-121000000.0,,,-0.33,256000000.0,1452000000.0,45000000.0,137000000.0,2633000000.0,-569000000.0,190000000.0,-458000000,,,31197000000.0,,25276000000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,
